ENTRY            D6068   20091106                             D070D606800000001 
SUBENT        D6068001   20091106                             D070D606800100001 
BIB                 10         27                                 D606800100002 
TITLE      Breakup threshold anomaly in the elastic scattering    D606800100003 
           for the 6Li + 90Zr system                              D606800100004 
AUTHOR     (H.Kumawat,V.Jha,B.J.Roy,V.V.Parkar,S.Santra,          D606800100005 
           V.Kumar,D.Dutta,P.Shukla,L.M.Pant, A.K.Mohanty,        D606800100006 
           R.K.Choudhury,D.S.Kailas)                              D606800100007 
INSTITUTE  (3INDTRM) Nuclear Physics Division, BARC,              D606800100008 
           Mumbai 400085, India                                   D606800100009 
REFERENCE  (J,PR/C,78,044617,2008)                                D606800100010 
FACILITY   (VDGT,3INDTRM)                                         D606800100011 
SAMPLE     self-supported 400 mu-gm/cm2 99% enriched 90Zr target  D606800100012 
DETECTOR   (TELES,SIBAR,SIBAR) 4 detectors each 1000 mu-meter     D606800100013 
           thickness. The telescopes were constituted with        D606800100014 
           different thicknesses, namely,                         D606800100015 
            * dE = 27 mu-meter and E =1000 mu-meter thick,        D606800100016 
            * dE = 21.4 mu-meter and E = 1000 mu-meter thick,     D606800100017 
            * dE = 17 mu-meter and E = 521 mu-meter thick, and    D606800100018 
            * dE = 50 mu-meter and E = 2000 mu-meter thick.       D606800100019 
           A monitor detector of thickness 1000 mu-meter was also D606800100020 
           mounted at a forward angle for absolute normalization. D606800100021 
ERR-ANALYS (ERR-T) Total uncertainty include statistical and      D606800100022 
           systematic errors.                                     D606800100023 
           (ERR-S,,2.0) The statistical error in the data was     D606800100024 
           less than 1% in the forward angles and  maximum of 2%  D606800100025 
           at the backward angles.                                D606800100026 
STATUS     (TABLE) Data were received from Dr.H.Kumawat           D606800100027 
           (APRVD) Entry was approved by Dr.H.Kumawat             D606800100028 
HISTORY    (20091106C)  Devesh Raj (BARC)                         D606800100029 
ENDBIB              27          0                                 D606800100030 
NOCOMMON             0          0                                 D606800100031 
ENDSUBENT           30          0                                 D606800199999 
SUBENT        D6068002   20091106                             D070D606800200001 
BIB                  1          1                                 D606800200002 
REACTION   (40-ZR-90(3-LI-6,EL)40-ZR-90,,DA,,RTH)                 D606800200003 
ENDBIB               1          0                                 D606800200004 
NOCOMMON             0          0                                 D606800200005 
DATA                 4        264                                 D606800200006 
EN         ANG-CM     DATA       ERR-T                            D606800200007 
MEV        ADEG       NO-DIM     NO-DIM                           D606800200008 
       11.0      42.19     0.9992   4.27E-03                      D606800200009 
       11.0      52.67     1.0020   6.41E-03                      D606800200010 
       11.0      63.05     1.0025   8.07E-03                      D606800200011 
       11.0      78.64     1.0077   1.16E-02                      D606800200012 
       11.0      83.26     1.0106   1.23E-02                      D606800200013 
       11.0      86.09     1.0019   1.01E-02                      D606800200014 
       11.0      88.56     0.9995   1.03E-02                      D606800200015 
       11.0      93.57     0.9986   1.41E-02                      D606800200016 
       11.0      98.56     0.9996    1.2E-02                      D606800200017 
       11.0      98.56     1.0021   1.18E-02                      D606800200018 
       11.0     103.52     1.0016   1.63E-02                      D606800200019 
       11.0     108.45     0.9992   1.07E-02                      D606800200020 
       11.0     108.45     1.0000   1.34E-02                      D606800200021 
       11.0     108.45     1.0037   1.25E-02                      D606800200022 
       11.0     115.45     0.9983   1.35E-02                      D606800200023 
       11.0     118.22     1.0028   1.18E-02                      D606800200024 
       11.0     122.15     0.9987   1.36E-02                      D606800200025 
       11.0     127.89     0.9991   1.17E-02                      D606800200026 
       11.0     132.74     0.9957   1.62E-02                      D606800200027 
       11.0     139.85     0.9992   1.29E-02                      D606800200028 
       11.0     142.22     0.9922   1.23E-02                      D606800200029 
       11.0     146.96     0.9854    1.3E-02                      D606800200030 
       11.0     154.13     0.9843   1.34E-02                      D606800200031 
       11.0     156.38     0.9875   1.34E-02                      D606800200032 
       11.0     156.38     0.9960   1.11E-02                      D606800200033 
       11.0     158.73     0.9925   1.25E-02                      D606800200034 
       11.0     161.08     0.9905   1.18E-02                      D606800200035 
       11.0     163.51     0.9876   1.36E-02                      D606800200036 
       11.0     163.89     0.9870   1.35E-02                      D606800200037 
       12.0      52.67     1.0035   2.01E-02                      D606800200038 
       12.0      63.05     1.0013    9.2E-04                      D606800200039 
       12.0      68.05     1.0002    8.8E-04                      D606800200040 
       12.0      78.28     0.9999   1.44E-03                      D606800200041 
       12.0      83.36     0.9932   2.02E-02                      D606800200042 
       12.0      88.56     0.9913   2.01E-02                      D606800200043 
       12.0      93.57     1.0107   2.01E-02                      D606800200044 
       12.0      98.56     1.0015   1.52E-03                      D606800200045 
       12.0     103.52     0.9983   1.29E-03                      D606800200046 
       12.0     107.17     0.9998   1.22E-03                      D606800200047 
       12.0     108.45     0.9979   1.58E-03                      D606800200048 
       12.0     113.35     0.9908   2.01E-02                      D606800200049 
       12.0     115.64     0.9876   2.02E-02                      D606800200050 
       12.0     116.96     1.0052   2.01E-02                      D606800200051 
       12.0     126.64     1.0035   2.01E-02                      D606800200052 
       12.0     130.15     0.9885     2.E-03                      D606800200053 
       12.0     132.55     0.9943   2.03E-03                      D606800200054 
       12.0     137.47     0.9927   1.51E-03                      D606800200055 
       12.0     146.96     0.9832   1.64E-03                      D606800200056 
       12.0     151.68     0.9920   1.66E-03                      D606800200057 
       12.0     151.68     0.9880   1.48E-03                      D606800200058 
       12.0     151.68     0.9764   1.48E-03                      D606800200059 
       12.0     154.50     0.9704   1.59E-03                      D606800200060 
       12.0     154.50     0.9872   1.58E-03                      D606800200061 
       12.0     156.38     0.9834   1.59E-02                      D606800200062 
       12.0     156.38     0.9831   2.01E-02                      D606800200063 
       12.0     156.38     0.9513   1.35E-02                      D606800200064 
       12.0     158.73     0.9819   2.02E-02                      D606800200065 
       12.0     158.73     0.9701    1.6E-02                      D606800200066 
       12.0     161.08     0.9685   1.42E-02                      D606800200067 
       12.0     161.08     0.9750   1.54E-03                      D606800200068 
       12.0     161.08     0.9530   1.53E-02                      D606800200069 
       12.0     163.89     0.9804   1.54E-02                      D606800200070 
       12.0     165.76     0.9449   1.46E-02                      D606800200071 
       12.0     165.76     0.9587   2.02E-02                      D606800200072 
       12.0     170.44     0.9601   2.01E-02                      D606800200073 
       12.0     170.44     0.9375   1.31E-02                      D606800200074 
       12.0     173.24     0.9518   1.41E-02                      D606800200075 
       12.0     173.24     0.9639   1.47E-03                      D606800200076 
       13.0      47.44     0.9952   4.19E-03                      D606800200077 
       13.0      52.67     1.0484   5.27E-03                      D606800200078 
       13.0      57.87     1.0280   6.33E-03                      D606800200079 
       13.0      63.05     0.9994    7.4E-03                      D606800200080 
       13.0      83.51     0.9896   6.57E-03                      D606800200081 
       13.0      88.56     1.0042    8.8E-03                      D606800200082 
       13.0      93.57     1.0043   5.64E-03                      D606800200083 
       13.0      98.56     1.0477   9.91E-03                      D606800200084 
       13.0     103.52     1.0352   6.22E-03                      D606800200085 
       13.0     113.35     1.0003   9.08E-03                      D606800200086 
       13.0     118.22     1.0204   9.65E-03                      D606800200087 
       13.0     123.07     0.9919    7.2E-03                      D606800200088 
       13.0     127.89     1.0287     3.E-03                      D606800200089 
       13.0     132.69     1.0626  1.136E-03                      D606800200090 
       13.0     139.85     0.9795    9.5E-03                      D606800200091 
       13.0     142.22     0.9614   9.69E-03                      D606800200092 
       13.0     146.96     1.0392   1.64E-03                      D606800200093 
       13.0     149.32     0.9570    4.8E-03                      D606800200094 
       13.0     151.68     0.9778    1.6E-03                      D606800200095 
       13.0     154.50     0.9381    1.1E-03                      D606800200096 
       13.0     156.38     0.9534    1.9E-03                      D606800200097 
       13.0     158.73     0.9937    9.7E-03                      D606800200098 
       13.0     163.89     0.9555   9.12E-03                      D606800200099 
       13.0     165.76     0.9498   1.03E-02                      D606800200100 
       13.0     173.24     0.9652   9.69E-03                      D606800200101 
       15.0      47.44     1.0059    2.8E-03                      D606800200102 
       15.0      63.05     1.0001   6.09E-03                      D606800200103 
       15.0      68.21     1.0053   5.51E-03                      D606800200104 
       15.0      78.44     1.0017   6.91E-03                      D606800200105 
       15.0      83.51     0.9984   7.19E-03                      D606800200106 
       15.0      88.56     1.0024   7.75E-03                      D606800200107 
       15.0      93.57     0.9949   8.51E-03                      D606800200108 
       15.0      98.56     0.9936   9.37E-03                      D606800200109 
       15.0     103.52     1.0011   9.06E-03                      D606800200110 
       15.0     108.45     0.9950  1.065E-03                      D606800200111 
       15.0     115.79     0.9875  1.464E-03                      D606800200112 
       15.0     118.22     0.9671  1.065E-03                      D606800200113 
       15.0     123.07     0.9612  1.155E-03                      D606800200114 
       15.0     125.48     0.9357   8.77E-03                      D606800200115 
       15.0     127.89     0.9548  1.107E-03                      D606800200116 
       15.0     130.29     0.9313   9.82E-04                      D606800200117 
       15.0     135.08     0.9243   9.31E-03                      D606800200118 
       15.0     137.47     0.9177  1.154E-03                      D606800200119 
       15.0     139.85     0.9189  1.032E-03                      D606800200120 
       15.0     142.22     0.9245  1.173E-03                      D606800200121 
       15.0     144.59     0.9002   8.82E-03                      D606800200122 
       15.0     146.96     0.9113    1.1E-03                      D606800200123 
       15.0     149.32     0.8973    8.7E-03                      D606800200124 
       15.0     151.68     0.8906   9.98E-04                      D606800200125 
       15.0     154.03     0.8849   9.26E-03                      D606800200126 
       15.0     154.50     0.8969   1.02E-03                      D606800200127 
       15.0     158.73     0.8710   8.77E-03                      D606800200128 
       15.0     163.89     0.8697  1.018E-03                      D606800200129 
       15.0     168.10     0.8692   8.07E-03                      D606800200130 
       15.0     170.44     0.8740   9.25E-03                      D606800200131 
       17.0      52.67     1.0019     2.E-03                      D606800200132 
       17.0      52.67     1.0013     3.E-03                      D606800200133 
       17.0      55.37     1.0033   3.28E-03                      D606800200134 
       17.0      57.87     0.9977   3.59E-03                      D606800200135 
       17.0      63.05     0.9973   2.72E-03                      D606800200136 
       17.0      68.21     0.9954   4.06E-03                      D606800200137 
       17.0      70.77     0.9906   4.98E-03                      D606800200138 
       17.0      73.34     0.9930    3.2E-03                      D606800200139 
       17.0      78.44     0.9720    5.1E-03                      D606800200140 
       17.0      80.98     0.9732   6.14E-03                      D606800200141 
       17.0      83.51     0.9680   4.81E-03                      D606800200142 
       17.0      88.56     0.9541   5.54E-03                      D606800200143 
       17.0      91.07     0.9374    6.6E-03                      D606800200144 
       17.0      93.57     0.9345   5.61E-03                      D606800200145 
       17.0      98.56     0.9093   6.54E-03                      D606800200146 
       17.0     103.52     0.8727   5.71E-03                      D606800200147 
       17.0     108.45     0.8427   7.15E-03                      D606800200148 
       17.0     118.22     0.7760   6.96E-03                      D606800200149 
       17.0     123.07     0.7376   6.58E-03                      D606800200150 
       17.0     125.00     0.7286   7.31E-03                      D606800200151 
       17.0     127.41     0.7060   7.21E-03                      D606800200152 
       17.0     130.29     0.6929   7.37E-03                      D606800200153 
       17.0     132.69     0.6822    6.8E-03                      D606800200154 
       17.0     134.60     0.6728   7.51E-03                      D606800200155 
       17.0     136.99     0.6570    7.4E-03                      D606800200156 
       17.0     139.85     0.6347   7.46E-03                      D606800200157 
       17.0     144.12     0.6130   6.89E-03                      D606800200158 
       17.0     146.49     0.6011   6.78E-03                      D606800200159 
       17.0     149.32     0.5923   6.87E-03                      D606800200160 
       17.0     151.68     0.5823   5.07E-03                      D606800200161 
       17.0     161.08     0.5443   4.99E-03                      D606800200162 
       17.0     170.44     0.5333   4.54E-03                      D606800200163 
       19.0      36.93     1.0006  1.775E-03                      D606800200164 
       19.0      42.19     1.0130   1.96E-03                      D606800200165 
       19.0      44.82     0.9991   1.82E-03                      D606800200166 
       19.0      47.44     0.9964  2.819E-03                      D606800200167 
       19.0      52.67     0.9999   2.92E-03                      D606800200168 
       19.0      52.67     0.9991  1.353E-03                      D606800200169 
       19.0      55.27     0.9856  2.642E-03                      D606800200170 
       19.0      57.87     1.0057  3.707E-03                      D606800200171 
       19.0      63.05     0.9975  3.668E-03                      D606800200172 
       19.0      63.05     0.9960  1.856E-03                      D606800200173 
       19.0      65.63     0.9832  3.262E-03                      D606800200174 
       19.0      68.21     0.9978  2.941E-03                      D606800200175 
       19.0      70.77     0.9792  5.898E-03                      D606800200176 
       19.0      73.34     0.9630   1.57E-04                      D606800200177 
       19.0      78.44     0.9211  7.746E-03                      D606800200178 
       19.0      80.98     0.9035   9.61E-04                      D606800200179 
       19.0      83.51     0.8960  1.109E-03                      D606800200180 
