ENTRY            D1046   20230503                             D139D104600000001 
SUBENT        D1046001   20230503                             D139D104600100001 
BIB                 11         25                                 D104600100002 
TITLE      Determination and benchmarking of 27Al(d,alpha) and    D104600100003 
            27Al(d,p) reaction cross sections for energies and    D104600100004 
            angles relevant to NRA                                D104600100005 
AUTHOR     (M.Salimi, O.Kakuee, S.F.Masoudi, H.Rafi-Kheiri,       D104600100006 
            E.Briand, J.-J.Ganem, I.Vickridge)                    D104600100007 
INSTITUTE  (3IRNNRT)                                              D104600100008 
           (3IRNIRN) K.N. Toosi University of Technology, Tehran  D104600100009 
           (2FR FR) Sorbonne Universite, Institut des NanoSciencesD104600100010 
           de Paris, Paris                                        D104600100011 
REFERENCE  (J,SCR,11,18036,2021)                                  D104600100012 
           #doi:10.1038/s41598-021-97372-7                        D104600100013 
FACILITY   (VDGT,3IRNNRT)                                         D104600100014 
DETECTOR   (SIBAR) Three 25 mm2 x 300 um thick surface barrier    D104600100015 
           detectors.                                             D104600100016 
SAMPLE     A thin Al target. A 10 +- 0.5 nm Ag film was           D104600100017 
           deposited onto the thin self-supporting vacuum         D104600100018 
           evaporated Al target as an internal reference.         D104600100019 
           The thickness and stoichiometry of the Al/Au target    D104600100020 
           were measured by alpha particle beams of 1.8 MeV.      D104600100021 
MONITOR    (47-AG-0(D,EL)47-AG-0,,DA,,RTH)                        D104600100022 
ANALYSIS   (NTRTH) Ag+d elastic scattering                        D104600100023 
ERR-ANALYS (ERR-S) Estimated uncertainties from counting          D104600100024 
           statistics.                                            D104600100025 
HISTORY    (20210630R) Data received from M.Salimi for IBANDL     D104600100026 
           (20230503C) VS                                         D104600100027 
ENDBIB              25          0                                 D104600100028 
NOCOMMON             0          0                                 D104600100029 
ENDSUBENT           28          0                                 D104600199999 
SUBENT        D1046002   20230503                             D139D104600200001 
BIB                  3          5                                 D104600200002 
REACTION   (13-AL-27(D,A)12-MG-25,PAR,DA)                         D104600200003 
REL-REF    (O,O2572002,M.Salimi+,J,SCR,11,18036,2021)             D104600200004 
STATUS     (TABLE) Figs. 4, 6a), and 7a) of                       D104600200005 
           Scient.Rep.11(2012)18036                               D104600200006 
           Converted by R33toX4 from R33 files.                   D104600200007 
ENDBIB               5          0                                 D104600200008 
NOCOMMON             0          0                                 D104600200009 
DATA                 5        647                                 D104600200010 
Q-VAL      ANG        EN         DATA       ERR-S                 D104600200011 
     5500.5     5469.9       150.  1567.0047     0.2825     0.0045D104600300110 
     5500.5     5469.9       150.  1556.8942     0.2508     0.0042D104600300111 
     5500.5     5469.9       150.  1546.7532     0.2195     0.0039D104600300112 
     5500.5     5469.9       150.  1536.6121     0.2054     0.0038D104600300113 
     5500.5     5469.9       150.  1526.4696     0.1896     0.0036D104600300114 
     5500.5     5469.9       150.  1516.3281     0.1928     0.0037D104600300115 
     5500.5     5469.9       150.  1506.1845     0.1871     0.0037D104600300116 
     5500.5     5469.9       150.   1496.041     0.1891     0.0037D104600300117 
     5500.5     5469.9       150.   1485.897     0.1859     0.0036D104600300118 
     5500.5     5469.9       150.   1475.807     0.2087     0.0054D104600300119 
     5500.5     5469.9       150.  1465.6069      0.208     0.0054D104600300120 
     5500.5     5469.9       150.  1455.4614     0.2016     0.0054D104600300121 
     5500.5     5469.9       150.  1445.2809     0.1883     0.0051D104600300122 
     5500.5     5469.9       150.  1435.1328      0.187      0.005D104600300123 
     5500.5     5469.9       150.  1424.9848     0.1671     0.0048D104600300124 
     5500.5     5469.9       150.  1414.8363     0.1537     0.0046D104600300125 
     5500.5     5469.9       150.  1404.6877     0.1499     0.0045D104600300126 
     5500.5     5469.9       150.  1394.5377     0.1399     0.0044D104600300127 
     5500.5     5469.9       150.  1384.3872     0.1422     0.0044D104600300128 
     5500.5     5469.9       150.   1352.945     0.1298           D104600300129 
     5500.5     5469.9       150.  1302.8614     0.1199           D104600300130 
     5500.5     5469.9       150.  1202.7778     0.0804           D104600300131 
     5500.5     5469.9       150.  1102.6942     0.0468           D104600300132 
     5500.5     5469.9       150.  1002.6106     0.0195           D104600300133 
     5500.5     5469.9       150.    902.527     0.0022           D104600300134 
     5500.5     5469.9       150.   802.4434     0.0008           D104600300135 
     5500.5     5469.9       150.   702.3598     0.0005           D104600300136 
     5500.5     5469.9       150.   602.2762     0.0002           D104600300137 
     5500.5     5469.9       135.  1921.8298     0.6876     0.0095D104600300138 
     5500.5     5469.9       135.  1911.7032     0.6502     0.0095D104600300139 
     5500.5     5469.9       135.  1901.5777     0.6215      0.009D104600300140 
     5500.5     5469.9       135.  1891.4507     0.6082     0.0094D104600300141 
     5500.5     5469.9       135.  1881.3237     0.5678      0.009D104600300142 
     5500.5     5469.9       135.  1871.1961     0.5565     0.0088D104600300143 
     5500.5     5469.9       135.  1861.0686     0.5124     0.0084D104600300144 
     5500.5     5469.9       135.  1850.9406      0.459     0.0079D104600300145 
     5500.5     5469.9       135.   1840.813     0.4101     0.0074D104600300146 
     5500.5     5469.9       135.   1830.684     0.3741      0.007D104600300147 
     5500.5     5469.9       135.   1820.555     0.3522     0.0068D104600300148 
     5500.5     5469.9       135.  1810.4254     0.3306     0.0066D104600300149 
     5500.5     5469.9       135.  1800.2269     0.3485      0.009D104600300150 
     5500.5     5469.9       135.  1790.0969     0.3528      0.009D104600300151 
     5500.5     5469.9       135.  1779.9664     0.3707     0.0091D104600300152 
     5500.5     5469.9       135.  1769.8353     0.3887     0.0083D104600300153 
     5500.5     5469.9       135.  1759.7038     0.3805     0.0081D104600300154 
     5500.5     5469.9       135.  1749.5723     0.3596     0.0079D104600300155 
     5500.5     5469.9       135.  1739.4402     0.3655      0.008D104600300156 
     5500.5     5469.9       135.  1729.3082     0.3427     0.0077D104600300157 
     5500.5     5469.9       135.  1719.1757      0.344     0.0077D104600300158 
     5500.5     5469.9       135.  1709.0416      0.325     0.0075D104600300159 
     5500.5     5469.9       135.  1698.9081     0.3082     0.0072D104600300160 
     5500.5     5469.9       135.  1688.7741      0.303     0.0065D104600300161 
     5500.5     5469.9       135.  1678.6391     0.3192     0.0066D104600300162 
     5500.5     5469.9       135.  1668.5045     0.3127     0.0066D104600300163 
     5500.5     5469.9       135.    1658.37     0.2945     0.0064D104600300164 
     5500.5     5469.9       135.  1648.2335     0.2886     0.0064D104600300165 
     5500.5     5469.9       135.  1638.0969     0.2726     0.0062D104600300166 
     5500.5     5469.9       135.  1628.0609     0.2685     0.0061D104600300167 
     5500.5     5469.9       135.  1617.8234      0.274     0.0061D104600300168 
     5500.5     5469.9       135.  1607.6853     0.2881     0.0063D104600300169 
     5500.5     5469.9       135.  1597.5483     0.2938     0.0064D104600300170 
     5500.5     5469.9       135.  1587.4098     0.2874     0.0064D104600300171 
     5500.5     5469.9       135.  1577.3378     0.2915     0.0046D104600300172 
     5500.5     5469.9       135.  1567.1982     0.2724     0.0044D104600300173 
     5500.5     5469.9       135.  1556.9907     0.2263      0.004D104600300174 
     5500.5     5469.9       135.  1546.8507     0.2121     0.0039D104600300175 
     5500.5     5469.9       135.  1536.7086     0.1979     0.0038D104600300176 
     5500.5     5469.9       135.  1526.5671     0.1844     0.0036D104600300177 
     5500.5     5469.9       135.  1516.4256     0.1825     0.0036D104600300178 
     5500.5     5469.9       135.   1506.282     0.1764     0.0036D104600300179 
     5500.5     5469.9       135.  1496.1395     0.1731     0.0036D104600300180 
     5500.5     5469.9       135.  1485.9955     0.1825     0.0036D104600300181 
     5500.5     5469.9       135.  1475.8515     0.1876     0.0052D104600300182 
     5500.5     5469.9       135.  1465.7064     0.1919     0.0053D104600300183 
     5500.5     5469.9       135.  1455.5609     0.2058     0.0055D104600300184 
     5500.5     5469.9       135.  1445.4824     0.1863     0.0051D104600300185 
     5500.5     5469.9       135.  1435.3363     0.1624     0.0047D104600300186 
     5500.5     5469.9       135.  1425.1888     0.1542     0.0046D104600300187 
     5500.5     5469.9       135.  1415.0418     0.1505     0.0046D104600300188 
     5500.5     5469.9       135.  1404.8927     0.1504     0.0046D104600300189 
     5500.5     5469.9       135.  1394.7437     0.1449     0.0045D104600300190 
     5500.5     5469.9       135.  1384.5937     0.1394     0.0044D104600300191 
     5500.5     5469.9       135.   1352.945     0.1298           D104600300192 
     5500.5     5469.9       135.  1302.8614     0.1199           D104600300193 
     5500.5     5469.9       135.  1202.7778     0.0804           D104600300194 
     5500.5     5469.9       135.  1102.6942     0.0468           D104600300195 
     5500.5     5469.9       135.  1002.6106     0.0195           D104600300196 
     5500.5     5469.9       135.    902.527     0.0022           D104600300197 
     5500.5     5469.9       135.   802.4434     0.0008           D104600300198 
     5500.5     5469.9       135.   702.3598     0.0005           D104600300199 
     5500.5     5469.9       135.   602.2762     0.0002           D104600300200 
     4528.1     4486.9       165.  1921.2813     0.3225     0.0059D104600300201 
     4528.1     4486.9       165.  1911.1542     0.3321     0.0062D104600300202 
     4528.1     4486.9       165.  1901.0262     0.3387     0.0066D104600300203 
     4528.1     4486.9       165.  1890.8977     0.3233     0.0062D104600300204 
     4528.1     4486.9       165.  1880.7692     0.3165     0.0061D104600300205 
     4528.1     4486.9       165.  1870.6401     0.2925     0.0058D104600300206 
     4528.1     4486.9       165.  1860.5106     0.2916     0.0058D104600300207 
     4528.1     4486.9       165.  1850.3811     0.2914     0.0058D104600300208 
     4528.1     4486.9       165.  1840.2495     0.2756     0.0056D104600300209 
     4528.1     4486.9       165.  1830.1195     0.2488     0.0052D104600300210 
     4528.1     4486.9       165.  1819.9885     0.2097     0.0048D104600300211 
     4528.1     4486.9       165.  1809.8574     0.1879     0.0045D104600300212 
     4528.1     4486.9       165.  1799.9594     0.1734     0.0059D104600300213 
     4528.1     4486.9       165.  1789.8284     0.1774     0.0059D104600300214 
     4528.1     4486.9       165.  1779.6974     0.1818     0.0059D104600300215 
     4528.1     4486.9       165.  1769.5648     0.1941     0.0055D104600300216 
     4528.1     4486.9       165.  1759.4333     0.1945     0.0054D104600300217 
     4528.1     4486.9       165.  1749.3013      0.191     0.0053D104600300218 
     4528.1     4486.9       165.  1739.1677     0.1721     0.0051D104600300219 
     4528.1     4486.9       165.  1729.0352     0.1552     0.0048D104600300220 
     4528.1     4486.9       165.  1718.9012     0.1396     0.0045D104600300221 
     4528.1     4486.9       165.  1708.7666     0.1238     0.0042D104600300222 
     4528.1     4486.9       165.  1698.6326     0.1111      0.004D104600300223 
     4528.1     4486.9       165.  1688.4976     0.1138     0.0037D104600300224 
     4528.1     4486.9       165.  1678.3621     0.1112     0.0036D104600300225 
     4528.1     4486.9       165.   1668.226     0.1204     0.0038D104600300226 
     4528.1     4486.9       165.  1658.0895      0.128     0.0039D104600300227 
     4528.1     4486.9       165.   1647.953     0.1436     0.0042D104600300228 
     4528.1     4486.9       165.  1637.8154     0.1543     0.0043D104600300229 
     4528.1     4486.9       165.  1627.6779     0.1502     0.0043D104600300230 
     4528.1     4486.9       165.  1617.5399     0.1413      0.004D104600300231 
     4528.1     4486.9       165.  1607.4008     0.1242     0.0038D104600300232 
     4528.1     4486.9       165.  1597.2618     0.1128     0.0036D104600300233 
     4528.1     4486.9       165.  1587.1228     0.1047     0.0035D104600300234 
     4528.1     4486.9       165.  1576.7223     0.0953     0.0024D104600300235 
     4528.1     4486.9       165.  1566.5807     0.0904     0.0023D104600300236 
     4528.1     4486.9       165.  1556.7007     0.0912     0.0023D104600300237 
     4528.1     4486.9       165.  1546.5597     0.0928     0.0023D104600300238 
     4528.1     4486.9       165.  1536.4171     0.0935     0.0024D104600300239 
     4528.1     4486.9       165.  1526.2746     0.0899     0.0023D104600300240 
     4528.1     4486.9       165.  1516.1311     0.0949     0.0024D104600300241 
     4528.1     4486.9       165.  1505.9875     0.0918     0.0024D104600300242 
     4528.1     4486.9       165.   1495.843     0.0954     0.0024D104600300243 
     4528.1     4486.9       165.  1485.6985     0.0923     0.0024D104600300244 
     4528.1     4486.9       165.   1475.553     0.0868     0.0032D104600300245 
     4528.1     4486.9       165.  1465.4074     0.0894     0.0033D104600300246 
     4528.1     4486.9       165.  1455.2609     0.0796     0.0031D104600300247 
     4528.1     4486.9       165.  1444.9014     0.0876     0.0032D104600300248 
     4528.1     4486.9       165.  1434.6868     0.0838     0.0032D104600300249 
     4528.1     4486.9       165.  1424.5368     0.0831     0.0032D104600300250 
     4528.1     4486.9       165.  1414.3863     0.0837     0.0032D104600300251 
     4528.1     4486.9       165.  1404.2352     0.0751     0.0029D104600300252 
     4528.1     4486.9       165.  1394.0832     0.0844     0.0032D104600300253 
     4528.1     4486.9       165.  1383.9312     0.0926     0.0033D104600300254 
     4528.1     4486.9       165.   1382.945     0.0806           D104600300255 
     4528.1     4486.9       165.   1352.945     0.0798           D104600300256 
     4528.1     4486.9       165.  1302.8614     0.0699           D104600300257 
     4528.1     4486.9       165.  1202.7778     0.0554           D104600300258 
     4528.1     4486.9       165.  1102.6942     0.0491           D104600300259 
     4528.1     4486.9       165.  1002.6106      0.011           D104600300260 
     4528.1     4486.9       165.    902.527     0.0092           D104600300261 
     4528.1     4486.9       165.   802.4434     0.0079           D104600300262 
     4528.1     4486.9       165.   702.3598     0.0065           D104600300263 
     4528.1     4486.9       165.   602.2762     0.0032           D104600300264 
     4528.1     4486.9       165.   502.1926      0.002           D104600300265 
     4528.1     4486.9       150. 1921.65278    0.33195    0.00634D104600300266 
     4528.1     4486.9       150. 1911.53125    0.32705    0.00653D104600300267 
     4528.1     4486.9       150. 1901.40422    0.31714    0.00621D104600300268 
     4528.1     4486.9       150. 1891.27719     0.3079    0.00643D104600300269 
     4528.1     4486.9       150. 1881.14966    0.32089    0.00654D104600300270 
     4528.1     4486.9       150. 1871.02163    0.31134    0.00638D104600300271 
     4528.1     4486.9       150.  1860.8931    0.28265    0.00605D104600300272 
     4528.1     4486.9       150. 1850.76507    0.26627    0.00585D104600300273 
     4528.1     4486.9       150. 1840.63604    0.27871    0.00606D104600300274 
     4528.1     4486.9       150. 1830.50701    0.24265    0.00551D104600300275 
     4528.1     4486.9       150. 1820.37748    0.21179    0.00513D104600300276 
     4528.1     4486.9       150. 1810.24745    0.18547    0.00483D104600300277 
     4528.1     4486.9       150. 1800.13791     0.1627    0.00606D104600300278 
     4528.1     4486.9       150. 1790.00738    0.16301    0.00597D104600300279 
     4528.1     4486.9       150. 1779.87585    0.17457     0.0061D104600300280 
     4528.1     4486.9       150. 1769.74482    0.19022    0.00573D104600300281 
     4528.1     4486.9       150. 1759.61379    0.18986    0.00563D104600300282 
     4528.1     4486.9       150. 1749.48176    0.18512    0.00557D104600300283 
     4528.1     4486.9       150. 1739.34893    0.17162    0.00535D104600300284 
     4528.1     4486.9       150.  1729.2167    0.15012    0.00499D104600300285 
     4528.1     4486.9       150. 1719.08307    0.13549    0.00474D104600300286 
     4528.1     4486.9       150. 1708.95014    0.12984    0.00462D104600300287 
     4528.1     4486.9       150. 1698.81661    0.10847    0.00421D104600300288 
     4528.1     4486.9       150. 1688.68178    0.10646    0.00373D104600300289 
     4528.1     4486.9       150. 1678.54685    0.12849    0.00438D104600300290 
     4528.1     4486.9       150. 1668.41242    0.12732    0.00411D104600300291 
     4528.1     4486.9       150. 1658.27699    0.13522    0.00428D104600300292 
     4528.1     4486.9       150. 1648.13996    0.13979    0.00437D104600300293 
     4528.1     4486.9       150. 1638.00543    0.15493    0.00459D104600300294 
     4528.1     4486.9       150.  1627.8664    0.14838     0.0045D104600300295 
     4528.1     4486.9       150. 1617.72887     0.1362    0.00419D104600300296 
     4528.1     4486.9       150. 1607.59084     0.1309    0.00414D104600300297 
     4528.1     4486.9       150. 1597.45281    0.10794    0.00377D104600300298 
     4528.1     4486.9       150. 1587.31428    0.10538    0.00376D104600300299 
     4528.1     4486.9       150. 1577.14525    0.09308    0.00248D104600300300 
     4528.1     4486.9       150. 1567.00472    0.09265    0.00247D104600300301 
     4528.1     4486.9       150. 1556.89419     0.0921    0.00247D104600300302 
     4528.1     4486.9       150. 1546.75316    0.09159    0.00245D104600300303 
     4528.1     4486.9       150. 1536.61213    0.08846    0.00242D104600300304 
     4528.1     4486.9       150.  1526.4696    0.08887    0.00244D104600300305 
     4528.1     4486.9       150. 1516.32807     0.0879    0.00241D104600300306 
     4528.1     4486.9       150. 1506.18454    0.09395    0.00253D104600300307 
     4528.1     4486.9       150. 1496.04101    0.08694    0.00244D104600300308 
     4528.1     4486.9       150. 1485.89698    0.08536    0.00241D104600300309 
     4528.1     4486.9       150. 1475.80695    0.07433    0.00319D104600300310 
     4528.1     4486.9       150. 1465.60692    0.08599    0.00345D104600300311 
     4528.1     4486.9       150. 1455.46139    0.08356     0.0034D104600300312 
     4528.1     4486.9       150. 1445.28086    0.07909    0.00324D104600300313 
     4528.1     4486.9       150. 1435.13283    0.08319    0.00333D104600300314 
     4528.1     4486.9       150.  1424.9848    0.08593     0.0034D104600300315 
     4528.1     4486.9       150. 1414.83627    0.08543     0.0034D104600300316 
     4528.1     4486.9       150. 1404.68774    0.08116    0.00332D104600300317 
     4528.1     4486.9       150. 1394.53771    0.08241    0.00332D104600300318 
     4528.1     4486.9       150. 1384.38718    0.09634    0.00362D104600300319 
     4528.1     4486.9       150.   1382.945    0.08055           D104600300320 
     4528.1     4486.9       150.   1352.945    0.07979           D104600300321 
     4528.1     4486.9       150.  1302.8614    0.06994           D104600300322 
     4528.1     4486.9       150.  1202.7778    0.05541           D104600300323 
     4528.1     4486.9       150.  1102.6942    0.04908           D104600300324 
     4528.1     4486.9       150.  1002.6106    0.01095           D104600300325 
     4528.1     4486.9       150.    902.527     0.0092           D104600300326 
     4528.1     4486.9       150.   802.4434     0.0079           D104600300327 
     4528.1     4486.9       150.   702.3598     0.0065           D104600300328 
     4528.1     4486.9       150.   602.2762     0.0032           D104600300329 
     4528.1     4486.9       150.   502.1926      0.002           D104600300330 
     4528.1     4486.9       135.  1921.8298     0.3228     0.0063D104600300331 
     4528.1     4486.9       135.  1911.7032      0.329     0.0066D104600300332 
     4528.1     4486.9       135.  1901.5777     0.3216     0.0063D104600300333 
     4528.1     4486.9       135.  1891.4507     0.3336     0.0068D104600300334 
     4528.1     4486.9       135.  1881.3237     0.3389     0.0068D104600300335 
     4528.1     4486.9       135.  1871.1961     0.3153     0.0065D104600300336 
     4528.1     4486.9       135.  1861.0686     0.3074     0.0064D104600300337 
     4528.1     4486.9       135.  1850.9406     0.2826     0.0061D104600300338 
     4528.1     4486.9       135.   1840.813     0.2652     0.0059D104600300339 
     4528.1     4486.9       135.   1830.684      0.239     0.0055D104600300340 
     4528.1     4486.9       135.   1820.555     0.2082     0.0052D104600300341 
     4528.1     4486.9       135.  1810.4254     0.1835     0.0048D104600300342 
     4528.1     4486.9       135.  1800.2269     0.1754     0.0063D104600300343 
     4528.1     4486.9       135.  1790.0969     0.1627      0.006D104600300344 
     4528.1     4486.9       135.  1779.9664     0.1701     0.0061D104600300345 
     4528.1     4486.9       135.  1769.8353     0.1671     0.0054D104600300346 
     4528.1     4486.9       135.  1759.7038     0.1781     0.0055D104600300347 
     4528.1     4486.9       135.  1749.5723     0.1753     0.0054D104600300348 
     4528.1     4486.9       135.  1739.4402     0.1613     0.0052D104600300349 
     4528.1     4486.9       135.  1729.3082     0.1461     0.0049D104600300350 
     4528.1     4486.9       135.  1719.1757     0.1386     0.0048D104600300351 
     4528.1     4486.9       135.  1709.0416     0.1317     0.0047D104600300352 
     4528.1     4486.9       135.  1698.9081     0.1238     0.0045D104600300353 
     4528.1     4486.9       135.  1688.7741     0.1332     0.0042D104600300354 
     4528.1     4486.9       135.  1678.6391     0.1279     0.0041D104600300355 
     4528.1     4486.9       135.  1668.5045     0.1421     0.0044D104600300356 
     4528.1     4486.9       135.    1658.37     0.1414     0.0044D104600300357 
     4528.1     4486.9       135.  1648.2335     0.1503     0.0045D104600300358 
     4528.1     4486.9       135.  1638.0969     0.1545     0.0046D104600300359 
     4528.1     4486.9       135.  1628.0609      0.145     0.0045D104600300360 
     4528.1     4486.9       135.  1617.8234     0.1403     0.0043D104600300361 
     4528.1     4486.9       135.  1607.6853     0.1239     0.0041D104600300362 
     4528.1     4486.9       135.  1597.5483     0.1224     0.0041D104600300363 
     4528.1     4486.9       135.  1587.4098     0.1183      0.004D104600300364 
     4528.1     4486.9       135.  1577.3378     0.1074     0.0027D104600300365 
     4528.1     4486.9       135.  1567.1982     0.0987     0.0026D104600300366 
     4528.1     4486.9       135.  1556.9907     0.1022     0.0026D104600300367 
     4528.1     4486.9       135.  1546.8507     0.0964     0.0026D104600300368 
     4528.1     4486.9       135.  1536.7086     0.1017     0.0027D104600300369 
     4528.1     4486.9       135.  1526.5671     0.0988     0.0026D104600300370 
     4528.1     4486.9       135.  1516.4256     0.0995     0.0026D104600300371 
     4528.1     4486.9       135.   1506.282     0.0969     0.0026D104600300372 
     4528.1     4486.9       135.  1496.1395     0.0933     0.0026D104600300373 
     4528.1     4486.9       135.  1485.9955      0.089     0.0025D104600300374 
     4528.1     4486.9       135.  1475.8515     0.0817     0.0034D104600300375 
     4528.1     4486.9       135.  1465.7064     0.0847     0.0035D104600300376 
     4528.1     4486.9       135.  1455.5609     0.0922     0.0036D104600300377 
     4528.1     4486.9       135.  1445.4824     0.1037     0.0038D104600300378 
     4528.1     4486.9       135.  1435.3363     0.1087     0.0039D104600300379 
     4528.1     4486.9       135.  1425.1888     0.1103     0.0039D104600300380 
     4528.1     4486.9       135.  1415.0418     0.1148      0.004D104600300381 
     4528.1     4486.9       135.  1404.8927     0.1095     0.0039D104600300382 
     4528.1     4486.9       135.  1394.7437     0.1065     0.0038D104600300383 
     4528.1     4486.9       135.  1384.5937     0.1093     0.0039D104600300384 
     4528.1     4486.9       135.   1382.945     0.0906           D104600300385 
     4528.1     4486.9       135.   1352.945     0.0798           D104600300386 
     4528.1     4486.9       135.  1302.8614     0.0599           D104600300387 
     4528.1     4486.9       135.  1202.7778     0.0394           D104600300388 
     4528.1     4486.9       135.  1102.6942     0.0181           D104600300389 
     4528.1     4486.9       135.  1002.6106     0.0099           D104600300390 
     4528.1     4486.9       135.    902.527     0.0075           D104600300391 
     4528.1     4486.9       135.   802.4434     0.0054           D104600300392 
     4528.1     4486.9       135.   702.3598     0.0035           D104600300393 
     4528.1     4486.9       135.   602.2762     0.0022           D104600300394 
     4528.1     4486.9       135.   502.1926      0.001           D104600300395 
     4127.6                  165.  1921.2813     0.0937     0.0031D104600300396 
     4127.6                  165.  1911.1542     0.0832      0.003D104600300397 
     4127.6                  165.  1901.0262     0.0789     0.0031D104600300398 
     4127.6                  165.  1890.8977     0.0705     0.0028D104600300399 
     4127.6                  165.  1880.7692     0.0612     0.0026D104600300400 
     4127.6                  165.  1870.6401     0.0515     0.0024D104600300401 
     4127.6                  165.  1860.5106     0.0474     0.0023D104600300402 
     4127.6                  165.  1850.3811     0.0427     0.0021D104600300403 
     4127.6                  165.  1840.2495     0.0436     0.0022D104600300404 
     4127.6                  165.  1830.1195      0.053     0.0024D104600300405 
     4127.6                  165.  1819.9885     0.0631     0.0026D104600300406 
     4127.6                  165.  1809.8574     0.0657     0.0026D104600300407 
     4127.6                  165.  1799.9594     0.0734     0.0038D104600300408 
     4127.6                  165.  1789.8284     0.0799     0.0039D104600300409 
     4127.6                  165.  1779.6974     0.0858      0.004D104600300410 
     4127.6                  165.  1769.5648     0.0915     0.0037D104600300411 
     4127.6                  165.  1759.4333     0.0971     0.0037D104600300412 
     4127.6                  165.  1749.3013     0.0995     0.0038D104600300413 
     4127.6                  165.  1739.1677      0.106     0.0039D104600300414 
     4127.6                  165.  1729.0352     0.1115      0.004D104600300415 
     4127.6                  165.  1718.9012     0.1171     0.0041D104600300416 
     4127.6                  165.  1708.7666     0.1187     0.0042D104600300417 
     4127.6                  165.  1698.6326     0.1186     0.0042D104600300418 
     4127.6                  165.  1688.4976      0.112     0.0036D104600300419 
     4127.6                  165.  1678.3621     0.1004     0.0034D104600300420 
     4127.6                  165.   1668.226     0.0917     0.0033D104600300421 
     4127.6                  165.  1658.0895     0.0848     0.0032D104600300422 
     4127.6                  165.   1647.953     0.0762      0.003D104600300423 
     4127.6                  165.  1637.8154     0.0667     0.0028D104600300424 
     4127.6                  165.  1627.6779     0.0565     0.0026D104600300425 
     4127.6                  165.  1617.5399     0.0456     0.0023D104600300426 
     4127.6                  165.  1607.4008     0.0361      0.002D104600300427 
     4127.6                  165.  1597.2618     0.0288     0.0018D104600300428 
     4127.6                  165.  1587.1228     0.0255     0.0017D104600300429 
     4127.6                  165.  1576.7223     0.0207     0.0011D104600300430 
     4127.6                  165.  1566.5807     0.0197     0.0011D104600300431 
     4127.6                  165.  1556.7007     0.0231     0.0011D104600300432 
     4127.6                  165.  1546.5597     0.0251     0.0012D104600300433 
     4127.6                  165.  1536.4171     0.0268     0.0013D104600300434 
     4127.6                  165.  1526.2746     0.0325     0.0014D104600300435 
     4127.6                  165.  1516.1311     0.0363     0.0014D104600300436 
     4127.6                  165.  1505.9875     0.0361     0.0015D104600300437 
     4127.6                  165.   1495.843     0.0356     0.0015D104600300438 
     4127.6                  165.  1485.6985     0.0314     0.0014D104600300439 
     4127.6                  165.   1475.553     0.0341      0.002D104600300440 
     4127.6                  165.  1465.4074     0.0327      0.002D104600300441 
     4127.6                  165.  1455.2609     0.0309     0.0019D104600300442 
     4127.6                  165.  1444.9014     0.0259     0.0017D104600300443 
     4127.6                  165.  1434.6868     0.0268     0.0018D104600300444 
     4127.6                  165.  1424.5368     0.0296     0.0019D104600300445 
     4127.6                  165.  1414.3863     0.0342      0.002D104600300446 
     4127.6                  165.  1404.2352     0.0289     0.0018D104600300447 
     4127.6                  165.  1394.0832     0.0252     0.0017D104600300448 
     4127.6                  165.  1383.9312      0.028     0.0018D104600300449 
     4127.6                  165.   1352.945     0.0198           D104600300450 
     4127.6                  165.  1302.8614     0.0109           D104600300451 
     4127.6                  165.  1202.7778     0.0094           D104600300452 
     4127.6                  165.  1102.6942     0.0071           D104600300453 
     4127.6                  165.  1002.6106      0.006           D104600300454 
     4127.6                  165.    902.527     0.0038           D104600300455 
     4127.6                  165.   802.4434     0.0013           D104600300456 
     4127.6                  165.   702.3598     0.0011           D104600300457 
     4127.6                  165.   602.2762     0.0009           D104600300458 
     4127.6                  165.   502.1926     0.0007           D104600300459 
     4127.6                  150.  1921.6528     0.0728     0.0029D104600300460 
     4127.6                  150.  1911.5312     0.0739      0.003D104600300461 
     4127.6                  150.  1901.4042     0.0627     0.0027D104600300462 
     4127.6                  150.  1891.2772       0.06     0.0028D104600300463 
     4127.6                  150.  1881.1497     0.0541     0.0026D104600300464 
     4127.6                  150.  1871.0216     0.0508     0.0025D104600300465 
     4127.6                  150.  1860.8931     0.0418     0.0023D104600300466 
     4127.6                  150.  1850.7651     0.0392     0.0022D104600300467 
     4127.6                  150.   1840.636     0.0462     0.0024D104600300468 
     4127.6                  150.   1830.507     0.0516     0.0025D104600300469 
     4127.6                  150.  1820.3775     0.0598     0.0027D104600300470 
     4127.6                  150.  1810.2474     0.0697     0.0029D104600300471 
     4127.6                  150.  1800.1379     0.0727      0.004D104600300472 
     4127.6                  150.  1790.0074     0.0833     0.0042D104600300473 
     4127.6                  150.  1779.8759      0.086     0.0042D104600300474 
     4127.6                  150.  1769.7448     0.0941      0.004D104600300475 
     4127.6                  150.  1759.6138     0.0948     0.0039D104600300476 
     4127.6                  150.  1749.4818     0.1045     0.0041D104600300477 
     4127.6                  150.  1739.3489     0.1061     0.0042D104600300478 
     4127.6                  150.  1729.2167     0.1236     0.0045D104600300479 
     4127.6                  150.  1719.0831      0.122     0.0045D104600300480 
     4127.6                  150.  1708.9501     0.1196     0.0044D104600300481 
     4127.6                  150.  1698.8166     0.1217     0.0045D104600300482 
     4127.6                  150.  1688.6818     0.1033     0.0037D104600300483 
     4127.6                  150.  1678.5469      0.113     0.0041D104600300484 
