ENTRY            D0583   20091005                             D071D058300000001 
SUBENT        D0583001   20091005                             D071D058300100001 
BIB                 12         38                                 D058300100002 
TITLE      Near-barrier fusion, breakup and scattering for the    D058300100003 
           9Be+144Sm system                                       D058300100004 
AUTHOR     (P.R.S.Gomes,J.Lubian,B.Paes,V.N.Garcia,D.S.Monteiro,  D058300100005 
           I.Padron,J.M.Figueira,A.Arazi,O.A.Capurro,L.Fimiani,   D058300100006 
           A.E.Negri,G.V.Marti,J.O.Fernandez Niello,              D058300100007 
           A.Gomez-Camacho,L.F.Canto)                             D058300100008 
INSTITUTE  (3BZLUFF,3CUBHAB,3ARGCNE,3MEXINI,3BZLUFR)              D058300100009 
           (3ARGARG) Escuela de Ciencia y Tecnogia, Universidad   D058300100010 
           Nacional de San Martin, Argentina                      D058300100011 
REFERENCE  (J,NP/A,828,233,2009)                                  D058300100012 
REL-REF    (I,O1435001,P.R.S.Gomes+,J,PR/C,73,064606,2006)        D058300100013 
           Experimental details and data for energies:            D058300100014 
                                   33, 34, 35, 37, 39, 41 MeV.    D058300100015 
FACILITY   (VDGT,3ARGCNE) Tandar Laboratory, Buenos Aires.        D058300100016 
SAMPLE     Five 88.6% enriched 144Sm targets, with thicknesses    D058300100017 
           from 170 mu-g/cm2 to 220 mu-g/cm2 on carbon backings   D058300100018 
           of 20 mu-g/cm2 were used. An aluminum catcher foil was D058300100019 
           placed a few mm behind target. Its thickness of        D058300100020 
            1.6-mg/cm**2 was chosen, such that it should stop the D058300100021 
           fusion residues but let the elastically scattered beam D058300100022 
           particles pass through.                                D058300100023 
MONITOR    (79-AU-197(4-BE-9,EL)79-AU-197,,DA,,RTH)               D058300100024 
DETECTOR   (SIBAR) The elastic and inelastic scattering cross     D058300100025 
           sections were measured with a set of seven silicon     D058300100026 
           surface barrier detectors, placed at 40-cm from the    D058300100027 
           target.                                                D058300100028 
           An additional surface barrier detector used as monitor D058300100029 
           was placed at 31.6 degrees, relative to the beam       D058300100030 
           direction, for normalization purposes.                 D058300100031 
           (GE) A germanium detector with an energy resolution    D058300100032 
            of 600 eV for evaporation residue production cross    D058300100033 
            section.                                              D058300100034 
ERR-ANALYS (ERR-SYS) The overall systematic uncertainty in        D058300100035 
           normalization                                          D058300100036 
           (ERR-T) Total uncertainty                              D058300100037 
STATUS     (TABLE) data were received from Dr.Juan Manuel FigueiraD058300100038 
           (APRVD) Entry approved by Dr.Juan Manuel Figueira      D058300100039 
HISTORY    (20091005C) SD                                         D058300100040 
ENDBIB              38          0                                 D058300100041 
COMMON               1          3                                 D058300100042 
ERR-SYS                                                           D058300100043 
PER-CENT                                                          D058300100044 
  6.0                                                             D058300100045 
ENDCOMMON            3          0                                 D058300100046 
ENDSUBENT           45          0                                 D058300199999 
SUBENT        D0583002   20091005                             D071D058300200001 
BIB                  1          1                                 D058300200002 
REACTION   (62-SM-144(4-BE-9,EL)62-SM-144,,DA,,RTH)               D058300200003 
ENDBIB               1          0                                 D058300200004 
NOCOMMON             0          0                                 D058300200005 
DATA                 4        185                                 D058300200006 
EN         ANG-CM     DATA       ERR-T                            D058300200007 
MEV        ADEG       NO-DIM     NO-DIM                           D058300200008 
       30.0      29.16      1.004      0.011                      D058300200009 
       30.0      31.79      0.990      0.014                      D058300200010 
       30.0      34.74      1.009      0.012                      D058300200011 
       30.0      37.36      0.985      0.015                      D058300200012 
       30.0      40.16      0.991      0.012                      D058300200013 
       30.0      42.77      0.993      0.015                      D058300200014 
       30.0      45.39      1.009      0.012                      D058300200015 
       30.0      47.99      1.020      0.015                      D058300200016 
       30.0      50.44      0.987      0.012                      D058300200017 
       30.0      53.03      1.012      0.015                      D058300200018 
       30.0      60.58      0.976      0.010                      D058300200019 
       30.0      63.20      0.971      0.016                      D058300200020 
       30.0      65.88      0.985      0.010                      D058300200021 
       30.0      68.43      0.984      0.011                      D058300200022 
       30.0      71.28      1.015      0.015                      D058300200023 
       30.0      73.82      0.985      0.015                      D058300200024 
       30.0      76.38      1.011      0.014                      D058300200025 
       30.0      78.90      1.015      0.013                      D058300200026 
       30.0      81.29      0.996      0.014                      D058300200027 
       30.0      83.80      0.999      0.013                      D058300200028 
       30.0      86.07      1.007      0.021                      D058300200029 
       30.0      88.58      0.992      0.022                      D058300200030 
       30.0      91.29      0.972      0.011                      D058300200031 
       30.0      93.88      1.025      0.021                      D058300200032 
       30.0      96.55      1.006      0.017                      D058300200033 
       30.0      99.03      0.970      0.017                      D058300200034 
       30.0     101.51      1.007      0.014                      D058300200035 
       30.0     103.97      1.009      0.015                      D058300200036 
       30.0     106.29      0.973      0.014                      D058300200037 
       30.0     108.74      0.961      0.014                      D058300200038 
       30.0     110.92      0.957      0.025                      D058300200039 
       30.0     111.34      0.985      0.014                      D058300200040 
       30.0     113.36      0.967      0.025                      D058300200041 
       30.0     113.78      0.943      0.015                      D058300200042 
       30.0     116.01      0.982      0.011                      D058300200043 
       30.0     118.43      0.955      0.011                      D058300200044 
       30.0     120.94      0.926      0.010                      D058300200045 
       30.0     123.36      0.939      0.010                      D058300200046 
       30.0     125.95      0.951      0.015                      D058300200047 
       30.0     128.35      0.940      0.015                      D058300200048 
       30.0     130.61      0.926      0.014                      D058300200049 
       30.0     133.00      0.903      0.014                      D058300200050 
       30.0     135.14      0.934      0.028                      D058300200051 
       30.0     135.54      0.870      0.014                      D058300200052 
       30.0     137.67      0.901      0.012                      D058300200053 
       30.0     140.10      0.886      0.011                      D058300200054 
       30.0     142.52      0.863      0.010                      D058300200055 
       30.0     144.93      0.864      0.009                      D058300200056 
       30.0     147.37      0.861      0.009                      D058300200057 
       30.0     149.84      0.859      0.015                      D058300200058 
       30.0     152.22      0.841      0.014                      D058300200059 
       30.0     154.42      0.845      0.014                      D058300200060 
       30.0     156.78      0.825      0.013                      D058300200061 
       30.0     159.26      0.811      0.014                      D058300200062 
       30.0     161.62      0.798      0.012                      D058300200063 
       30.0     163.66      0.803      0.011                      D058300200064 
       30.0     166.02      0.796      0.010                      D058300200065 
       30.0     168.35      0.791      0.010                      D058300200066 
       30.0     170.70      0.792      0.009                      D058300200067 
