ENTRY            D4342   20180518                             D118D434200000001 
SUBENT        D4342001   20180518                             D118D434200100001 
BIB                 11         35                                 D434200100002 
TITLE      High precision elastic alpha scattering on the         D434200100003 
           even-odd 115In nucleus at low energies                 D434200100004 
AUTHOR     (G.G.Kiss,T.Szucs,P.Mohr,Zs.Fulop,Gy.Gyurky,Z.Halasz,  D434200100005 
           R.F.Soha,E.Somorjai,A.Ornelas,D.Galaviz,C.Yalcin,      D434200100006 
           R.T.Guray,N.Ozkan)                                     D434200100007 
INSTITUTE  (3HUNDEB,3HUNKOS,2PRTLIS,2TUKKOC)                      D434200100008 
           (2GERGER) Diakonie-Klinikum, Schwaebisch Hall          D434200100009 
REFERENCE  (J,JP/CS,665,012035,2016) preliminary results          D434200100010 
           #doi:10.1088/1742-6596/665/1/012035                    D434200100011 
FACILITY   (CYCLO,3HUNDEB)                                        D434200100012 
SAMPLE     The targets for (a,a) scattering experiments were      D434200100013 
           produced by evaporation of metallic natural            D434200100014 
           In (95 ug/cm2) onto thin carbon foil (~40 microg/cm2). D434200100015 
DETECTOR   (SIBAR) for (a,a) scattering measurements              D434200100016 
           7 ion-implanted silicon detectors with active          D434200100017 
           areas of 50 mm2 and 500 microm thickness were used to  D434200100018 
           measure the angular distributions on two independently D434200100019 
           rotated turntables.                                    D434200100020 
METHOD     (SITA,EXTB)                                            D434200100021 
           The energy of the alpha beam provided by the cyclotron D434200100022 
           accelerator of ATOMKI was Elab=16.15 and 19.50 MeV.    D434200100023 
           Complete angular distributions between 20 and 175      D434200100024 
           degrees were measured.                                 D434200100025 
           The energy of the scattered alpha particles were       D434200100026 
           monitored by two detectors at +-15 degree.             D434200100027 
ERR-ANALYS (DATA-ERR) The count rates have been normalized to the D434200100028 
           yield of the monitor detectors at 15 degree.           D434200100029 
           The relative measurement eliminates the typical        D434200100030 
           uncertainties of absolute measurements, coming mainly  D434200100031 
           from changes in the absolute target thickness and from D434200100032 
           the beam current integration. Total uncertainty was    D434200100033 
           between 4% and 5%.                                     D434200100034 
ADD-RES    (THEO) The experimental data were compared with the    D434200100035 
           results of the theoretical model code.                 D434200100036 
HISTORY    (20180518C) TS                                         D434200100037 
ENDBIB              35          0                                 D434200100038 
NOCOMMON             0          0                                 D434200100039 
ENDSUBENT           38          0                                 D434200199999 
SUBENT        D4342002   20180518                             D118D434200200001 
BIB                  2          2                                 D434200200002 
REACTION   (49-IN-115(A,EL)49-IN-115,,DA,,RTH)                    D434200200003 
STATUS     (TABLE) Data were received from author G.G.Kiss        D434200200004 
ENDBIB               2          0                                 D434200200005 
COMMON               2          3                                 D434200200006 
EN-RSL     ANG-ERR                                                D434200200007 
MEV        ADEG                                                   D434200200008 
  0.1           0.13                                              D434200200009 
ENDCOMMON            3          0                                 D434200200010 
DATA                 4        222                                 D434200200011 
EN-CM      ANG-CM     DATA       DATA-ERR                         D434200200012 
MEV        ADEG       NO-DIM     NO-DIM                           D434200200013 
      15.59      20.52      0.998      0.031                      D434200200014 
      15.59      21.55      0.995      0.030                      D434200200015 
      15.59      22.58      0.997      0.028                      D434200200016 
      15.59      23.61      0.997      0.027                      D434200200017 
      15.59      24.64      0.998      0.026                      D434200200018 
      15.59      25.67      1.000      0.025                      D434200200019 
      15.59      26.71      1.003      0.024                      D434200200020 
      15.59      27.74      1.002      0.023                      D434200200021 
      15.59      28.77      1.007      0.022                      D434200200022 
      15.59      29.80      1.007      0.021                      D434200200023 
      15.59      30.83      1.003      0.024                      D434200200024 
      15.59      31.86      1.006      0.029                      D434200200025 
      15.59      32.89      1.001      0.026                      D434200200026 
      15.59      33.92      0.998      0.025                      D434200200027 
      15.59      34.95      0.997      0.025                      D434200200028 
      15.59      35.98      0.991      0.024                      D434200200029 
      15.59      37.01      0.990      0.024                      D434200200030 
      15.59      38.03      0.991      0.023                      D434200200031 
      15.59      39.06      0.986      0.023                      D434200200032 
      15.59      40.09      0.994      0.022                      D434200200033 
      15.59      41.11      0.984      0.019                      D434200200034 
      15.59      42.13      0.989      0.016                      D434200200035 
      15.59      43.16      0.987      0.016                      D434200200036 
      15.59      44.18      0.994      0.015                      D434200200037 
      15.59      45.21      1.001      0.015                      D434200200038 
      15.59      46.23      1.002      0.015                      D434200200039 
      15.59      47.26      1.016      0.015                      D434200200040 
      15.59      48.28      1.014      0.015                      D434200200041 
      15.59      49.31      1.024      0.014                      D434200200042 
      15.59      50.33      1.027      0.014                      D434200200043 
      15.59      51.36      1.039      0.018                      D434200200044 
      15.59      52.38      1.043      0.021                      D434200200045 
      15.59      53.40      1.051      0.021                      D434200200046 
      15.59      54.43      1.049      0.021                      D434200200047 
      15.59      55.45      1.059      0.021                      D434200200048 
      15.59      56.47      1.060      0.021                      D434200200049 
      15.59      57.49      1.063      0.021                      D434200200050 
      15.59      58.51      1.068      0.021                      D434200200051 
      15.59      59.53      1.070      0.020                      D434200200052 
      15.59      60.55      1.066      0.020                      D434200200053 
      15.59      61.56      1.055      0.016                      D434200200054 
      15.59      62.57      1.052      0.013                      D434200200055 
      15.59      63.59      1.053      0.013                      D434200200056 
      15.59      64.61      1.043      0.013                      D434200200057 
      15.59      65.62      1.036      0.013                      D434200200058 
      15.59      66.64      1.036      0.012                      D434200200059 
      15.59      67.65      1.020      0.012                      D434200200060 
      15.59      68.67      1.016      0.012                      D434200200061 
      15.59      69.68      1.002      0.012                      D434200200062 
      15.59      70.70      0.992      0.012                      D434200200063 
      15.59      71.71      0.983      0.015                      D434200200064 
      15.59      72.73      0.976      0.018                      D434200200065 
      15.59      73.74      0.959      0.018                      D434200200066 
      15.59      74.75      0.926      0.017                      D434200200067 
      15.59      75.76      0.921      0.017                      D434200200068 
      15.59      76.77      0.907      0.017                      D434200200069 
      15.59      77.78      0.904      0.017                      D434200200070 
      15.59      78.79      0.887      0.017                      D434200200071 
      15.59      79.80      0.870      0.016                      D434200200072 
      15.59      80.81      0.848      0.016                      D434200200073 
      15.59      81.82      0.835      0.015                      D434200200074 
      15.59      82.82      0.829      0.008                      D434200200075 
      15.59      83.82      0.804      0.008                      D434200200076 
      15.59      84.83      0.805      0.009                      D434200200077 
      15.59      85.83      0.779      0.009                      D434200200078 
      15.59      86.84      0.760      0.008                      D434200200079 
      15.59      87.84      0.748      0.008                      D434200200080 
      15.59      88.84      0.728      0.008                      D434200200081 
      15.59      89.75      0.709      0.008                      D434200200082 
      15.59      90.85      0.700      0.007                      D434200200083 
      15.59      91.85      0.691      0.008                      D434200200084 
      15.59      92.86      0.676      0.011                      D434200200085 
      15.59      93.86      0.651      0.011                      D434200200086 
      15.59      94.86      0.637      0.012                      D434200200087 
      15.59      95.86      0.629      0.013                      D434200200088 
      15.59      96.86      0.611      0.011                      D434200200089 
      15.59      97.86      0.600      0.011                      D434200200090 
      15.59      98.85      0.594      0.011                      D434200200091 
      15.59      99.85      0.576      0.011                      D434200200092 
      15.59     100.85      0.556      0.010                      D434200200093 
      15.59     101.84      0.551      0.011                      D434200200094 
      15.59     104.32      0.532      0.013                      D434200200095 
      15.59     106.80      0.494      0.012                      D434200200096 
      15.59     109.28      0.487      0.014                      D434200200097 
      15.59     111.75      0.450      0.013                      D434200200098 
      15.59     114.22      0.441      0.011                      D434200200099 
      15.59     116.69      0.412      0.010                      D434200200100 
      15.59     119.15      0.401      0.010                      D434200200101 
      15.59     121.61      0.376      0.009                      D434200200102 
      15.59     124.07      0.351      0.011                      D434200200103 
      15.59     126.52      0.332      0.010                      D434200200104 
      15.59     128.97      0.314      0.012                      D434200200105 
      15.59     131.42      0.312      0.011                      D434200200106 
      15.59     133.86      0.295      0.012                      D434200200107 
      15.59     136.30      0.278      0.011                      D434200200108 
      15.59     138.74      0.272      0.011                      D434200200109 
      15.59     141.17      0.261      0.010                      D434200200110 
      15.59     143.60      0.247      0.010                      D434200200111 
      15.59     146.03      0.242      0.009                      D434200200112 
      15.59     148.46      0.232      0.010                      D434200200113 
      15.59     150.88      0.226      0.010                      D434200200114 
      15.59     153.30      0.222      0.008                      D434200200115 
      15.59     155.72      0.214      0.007                      D434200200116 
      15.59     158.14      0.206      0.008                      D434200200117 
      15.59     160.56      0.205      0.007                      D434200200118 
      15.59     162.97      0.201      0.007                      D434200200119 
      15.59     165.39      0.200      0.007                      D434200200120 
      15.59     167.80      0.203      0.007                      D434200200121 
      15.59     170.21      0.202      0.006                      D434200200122 
      15.59     172.62      0.200      0.008                      D434200200123 
      15.59     175.03      0.197      0.008                      D434200200124 
      18.82      20.52      1.017      0.032                      D434200200125 
      18.82      21.55      1.017      0.030                      D434200200126 
      18.82      22.58      1.013      0.029                      D434200200127 
      18.82      23.61      1.002      0.027                      D434200200128 
      18.82      24.64      0.992      0.026                      D434200200129 
      18.82      25.67      0.977      0.024                      D434200200130 
      18.82      26.71      0.978      0.023                      D434200200131 
      18.82      27.74      0.964      0.022                      D434200200132 
      18.82      28.77      0.973      0.022                      D434200200133 
      18.82      29.80      0.966      0.021                      D434200200134 
      18.82      30.83      0.985      0.024                      D434200200135 
      18.82      31.86      1.012      0.027                      D434200200136 
      18.82      32.89      0.993      0.026                      D434200200137 
      18.82      33.92      1.028      0.026                      D434200200138 
      18.82      34.95      1.051      0.026                      D434200200139 
      18.82      35.98      1.043      0.025                      D434200200140 
      18.82      37.01      1.052      0.025                      D434200200141 
      18.82      38.03      1.082      0.025                      D434200200142 
      18.82      39.06      1.083      0.025                      D434200200143 
      18.82      40.09      1.083      0.025                      D434200200144 
      18.82      41.11      1.098      0.021                      D434200200145 
      18.82      42.13      1.103      0.017                      D434200200146 
      18.82      43.16      1.094      0.016                      D434200200147 
      18.82      44.18      1.084      0.016                      D434200200148 
      18.82      45.21      1.065      0.015                      D434200200149 
      18.82      46.23      1.065      0.015                      D434200200150 
      18.82      47.26      1.038      0.014                      D434200200151 
      18.82      48.28      1.007      0.014                      D434200200152 
      18.82      49.31      0.994      0.013                      D434200200153 
      18.82      50.33      0.987      0.013                      D434200200154 
      18.82      51.36      0.946      0.016                      D434200200155 
      18.82      52.38      0.916      0.018                      D434200200156 
      18.82      53.40      0.890      0.017                      D434200200157 
      18.82      54.43      0.872      0.017                      D434200200158 
      18.82      55.45      0.848      0.016                      D434200200159 
