ENTRY            D0443   20141125                             D096D044300000001 
SUBENT        D0443001   20141125                             D096D044300100001 
BIB                 11         28                                 D044300100002 
TITLE      Multistep direct mechanism in the (p,3He) inclusive    D044300100003 
            reaction on 59Co and 93Nb at incident energies        D044300100004 
            between 100 and 160 MeV                               D044300100005 
AUTHOR     (A.A.Cowley, J.Bezuidenhout, S.S.Dimitrova,            D044300100006 
            P.E.Hodgson, S.V.Fortsch, G.C.Hillhouse, N.M.Jacobs,  D044300100007 
            R.Neveling, F.D.Smit, J.A.Stander, G.F.Steyn,         D044300100008 
            J.J.Van Zyl)                                          D044300100009 
INSTITUTE  (3SAFSTL,3SAFITH,3BULBLA,2UK OXF)                      D044300100010 
REFERENCE  (J,PR/C,75,054617,2007)                                D044300100011 
           (J,PR/C,62,064605,2000) Data for 100 MeV               D044300100012 
           (C,2007TOKYO,2,473,2008) analysis                      D044300100013 
FACILITY   (CYCLO,3SAFITH)                                        D044300100014 
SAMPLE     Self-supporting metals of natural elements with        D044300100015 
            thicknesses in the range of 1 to 5 mg/cm2.            D044300100016 
DETECTOR   (TELES,SIBAR,SIBAR) Two detector telescopes, each      D044300100017 
            consisting of a 500 um Si surface barrier detector    D044300100018 
            followed by a NaI(Tl) crystal.                        D044300100019 
METHOD     (EDE)                                                  D044300100020 
ERR-ANALYS (ERR-SYS,,8.) Uncertainty in the thicknesses (<8%)     D044300100021 
           (ERR-S) Statistical error                              D044300100022 
STATUS     (TABLE) Data were received from Prof. A.A.Cowley       D044300100023 
           (APRVD) Entry was approved by Prof. A.A.Cowley         D044300100024 
HISTORY    (20070620C) SD                                         D044300100025 
           (20080407A) Second reference was added.                D044300100026 
           (20090306A) SD. Reference on publication in Conf.      D044300100027 
                       Proceedings was added.                     D044300100028 
           (20091021A) SD: correction in author's name was made.  D044300100029 
           (20141125A) On. REACTION corrected in 002-005          D044300100030 
ENDBIB              28          0                                 D044300100031 
NOCOMMON             0          0                                 D044300100032 
ENDSUBENT           31          0                                 D044300199999 
SUBENT        D0443002   20141125                             D096D044300200001 
BIB                  2          2                                 D044300200002 
REACTION   (27-CO-59(P,X)2-HE-3,,DA/DE)                           D044300200003 
HISTORY    (20141125A) On. REACTION (SF3,SF4) corrected           D044300200004 
ENDBIB               2          0                                 D044300200005 
NOCOMMON             0          0                                 D044300200006 
DATA                 5        521                                 D044300200007 
EN         ANG        E          DATA       ERR-S                 D044300200008 
       130.        50.       106.     -0.152     0.0982           D044300300334 
       130.        50.       110.     -0.116      0.118           D044300300335 
       130.        60.        30.  -8.080E-3     0.0115           D044300300336 
       130.        60.        34.    -0.0126   9.940E-3           D044300300337 
       130.        60.        38.    -0.0152     0.0111           D044300300338 
       130.        60.        42.   4.950E-4     0.0122           D044300300339 
       130.        60.        46.    -0.0344     0.0134           D044300300340 
       130.        60.        50.    -0.0334     0.0146           D044300300341 
       130.        60.        54.    -0.0517     0.0159           D044300300342 
       130.        60.        58.    -0.0153     0.0176           D044300300343 
       130.        60.        62.    -0.0431     0.0193           D044300300344 
       130.        60.        66.     -0.107     0.0217           D044300300345 
       130.        60.        70.   6.670E-3     0.0242           D044300300346 
       130.        60.        74.    -0.0161     0.0264           D044300300347 
       130.        60.        78.    -0.0724     0.0314           D044300300348 
       130.        60.        82.    -0.0532     0.0346           D044300300349 
       130.        60.        86.    -0.0601     0.0386           D044300300350 
       130.        60.        90.     -0.187     0.0472           D044300300351 
       130.        60.        94.      -0.13      0.056           D044300300352 
       130.        60.        98.     0.0376     0.0688           D044300300353 
       130.        60.       102.    -0.0197     0.0811           D044300300354 
       130.        60.       106.    -0.0506      0.111           D044300300355 
       130.        60.       110.    -0.0911      0.155           D044300300356 
       130.        80.        30.  -1.520E-3      0.011           D044300300357 
       130.        80.        34.       -3.9        50.           D044300300358 
       130.        80.        38.  -8.640E-3     0.0146           D044300300359 
       130.        80.        42.   8.350E-3     0.0166           D044300300360 
       130.        80.        46.     0.0382     0.0189           D044300300361 
       130.        80.        50.    -0.0453     0.0215           D044300300362 
       130.        80.        54.    -0.0454     0.0256           D044300300363 
       130.        80.        58.    -0.0761     0.0294           D044300300364 
       130.        80.        62.    -0.0825      0.034           D044300300365 
       130.        80.        66.     -0.109     0.0388           D044300300366 
       130.        80.        70.    -0.0563     0.0495           D044300300367 
       130.        80.        74.    -0.0417      0.063           D044300300368 
       130.        80.        78.    -0.0788     0.0786           D044300300369 
       130.        80.        82.     -0.279     0.0897           D044300300370 
       130.        80.        86.    -0.0161      0.107           D044300300371 
       130.        80.        90.     0.0245      0.137           D044300300372 
       130.        80.        94.       0.14      0.178           D044300300373 
       130.       100.        30.     0.0151     0.0137           D044300300374 
       130.       100.        34.    -0.0107     0.0162           D044300300375 
       130.       100.        38.     0.0364     0.0196           D044300300376 
       130.       100.        42.   2.030E-3     0.0231           D044300300377 
       130.       100.        46.  -8.720E-3     0.0272           D044300300378 
       130.       100.        50.    -0.0229     0.0321           D044300300379 
       130.       100.        54.     0.0104     0.0378           D044300300380 
       130.       100.        58.    -0.0138     0.0477           D044300300381 
       130.       100.        62.    -0.0166     0.0563           D044300300382 
       130.       100.        66.     0.0738     0.0718           D044300300383 
       130.       100.        70.      0.231     0.0964           D044300300384 
       130.       100.        74.     -0.111      0.108           D044300300385 
       130.       100.        78.      0.218       0.14           D044300300386 
       130.       100.        82.     -0.495      0.184           D044300300387 
       130.       100.        86.      -3.64       50.2           D044300300388 
       160.        25.        30.  -4.250E-3   9.400E-3           D044300300389 
       160.        25.        34.   5.690E-3     0.0101           D044300300390 
       160.        25.        38.   2.220E-4     0.0104           D044300300391 
       160.        25.        42.      0.033     0.0109           D044300300392 
       160.        25.        46.     0.0236     0.0113           D044300300393 
       160.        25.        50.    -0.0166     0.0116           D044300300394 
       160.        25.        54.     0.0204      0.012           D044300300395 
       160.        25.        58.     0.0366     0.0125           D044300300396 
       160.        25.        62.   5.790E-3     0.0129           D044300300397 
       160.        25.        66.  -9.110E-3     0.0135           D044300300398 
       160.        25.        70.   5.810E-3     0.0141           D044300300399 
       160.        25.        74.     0.0148     0.0146           D044300300400 
       160.        25.        78.      0.015     0.0154           D044300300401 
       160.        25.        82.     0.0575     0.0156           D044300300402 
       160.        25.        86.     0.0465     0.0164           D044300300403 
       160.        25.        90.    -0.0142     0.0173           D044300300404 
       160.        25.        94.   5.480E-3     0.0178           D044300300405 
       160.        25.        98.     0.0111     0.0191           D044300300406 
       160.        25.       102.     0.0135     0.0201           D044300300407 
       160.        25.       106.   8.790E-3     0.0214           D044300300408 
       160.        25.       110.     0.0334     0.0229           D044300300409 
       160.        25.       114.  -4.270E-3     0.0237           D044300300410 
       160.        25.       118.   6.520E-3      0.026           D044300300411 
       160.        25.       122.     -0.026     0.0278           D044300300412 
       160.        25.       126.      0.041     0.0305           D044300300413 
       160.        25.       130.     0.0993      0.033           D044300300414 
       160.        25.       134.    -0.0796     0.0373           D044300300415 
       160.        25.       138.     0.0559     0.0403           D044300300416 
       160.        25.       142.     -0.056     0.0448           D044300300417 
       160.        25.       146.     0.0287     0.0611           D044300300418 
       160.        25.       150.      0.483     0.0987           D044300300419 
       160.        35.        30.   4.360E-3   9.690E-3           D044300300420 
       160.        35.        34.  -4.140E-3     0.0104           D044300300421 
       160.        35.        38.    -0.0114     0.0109           D044300300422 
       160.        35.        42.   9.230E-3     0.0114           D044300300423 
       160.        35.        46.     0.0174     0.0119           D044300300424 
       160.        35.        50.   7.230E-4     0.0124           D044300300425 
       160.        35.        54.    -0.0287      0.013           D044300300426 
       160.        35.        58.    -0.0159     0.0137           D044300300427 
       160.        35.        62.      0.015     0.0144           D044300300428 
       160.        35.        66.    -0.0134     0.0148           D044300300429 
       160.        35.        70.  -3.550E-3     0.0157           D044300300430 
       160.        35.        74.    -0.0123     0.0162           D044300300431 
       160.        35.        78.     0.0118     0.0179           D044300300432 
       160.        35.        82.     0.0112     0.0187           D044300300433 
       160.        35.        86.   5.330E-3     0.0195           D044300300434 
       160.        35.        90.     0.0138     0.0214           D044300300435 
       160.        35.        94.     0.0572      0.023           D044300300436 
       160.        35.        98.   8.130E-3     0.0242           D044300300437 
       160.        35.       102.    -0.0233     0.0263           D044300300438 
       160.        35.       106.     0.0156     0.0284           D044300300439 
       160.        35.       110.  -2.460E-3     0.0306           D044300300440 
       160.        35.       114.    -0.0327     0.0344           D044300300441 
       160.        35.       118.     0.0135     0.0363           D044300300442 
       160.        35.       122.     -0.098     0.0419           D044300300443 
       160.        35.       126.     0.0543     0.0484           D044300300444 
       160.        35.       130.     0.0119      0.056           D044300300445 
       160.        35.       134.     0.0598     0.0612           D044300300446 
       160.        35.       138.      0.219      0.069           D044300300447 
       160.        35.       142.      0.227     0.0921           D044300300448 
       160.        35.       146.      0.271      0.139           D044300300449 
       160.        40.        30.     0.0144     0.0111           D044300300450 
       160.        40.        34.  -6.570E-3     0.0117           D044300300451 
       160.        40.        38.     0.0187     0.0124           D044300300452 
       160.        40.        42.    -0.0121      0.013           D044300300453 
       160.        40.        46.    -0.0284     0.0136           D044300300454 
       160.        40.        50.     0.0163     0.0143           D044300300455 
       160.        40.        54.    -0.0238     0.0151           D044300300456 
       160.        40.        58.    -0.0185     0.0157           D044300300457 
       160.        40.        62.     0.0214     0.0171           D044300300458 
       160.        40.        66.   4.230E-4     0.0179           D044300300459 
       160.        40.        70.     0.0166      0.019           D044300300460 
       160.        40.        74.  -4.090E-3       0.02           D044300300461 
       160.        40.        78.   5.080E-3     0.0211           D044300300462 
       160.        40.        82.    -0.0454     0.0227           D044300300463 
       160.        40.        86.    -0.0672     0.0239           D044300300464 
       160.        40.        90.   1.640E-3     0.0258           D044300300465 
       160.        40.        94.    -0.0794     0.0282           D044300300466 
       160.        40.        98.     -0.045     0.0301           D044300300467 
       160.        40.       102.      -0.11     0.0332           D044300300468 
       160.        40.       106.    -0.0894     0.0359           D044300300469 
       160.        40.       110.     -0.116       0.04           D044300300470 
       160.        40.       114.    -0.0679     0.0443           D044300300471 
       160.        40.       118.    -0.0906     0.0483           D044300300472 
       160.        40.       122.    -0.0552     0.0567           D044300300473 
       160.        40.       126.    -0.0438     0.0614           D044300300474 
       160.        40.       130.    -0.0464      0.072           D044300300475 
       160.        40.       134.     -0.281     0.0995           D044300300476 
       160.        40.       138.     -0.215      0.115           D044300300477 
       160.        40.       142.     0.0126      0.139           D044300300478 
       160.        50.        30.    -0.0258     0.0122           D044300300479 
       160.        50.        34.    -0.0209     0.0135           D044300300480 
       160.        50.        38.  -2.300E-3     0.0142           D044300300481 
       160.        50.        42.    -0.0231      0.015           D044300300482 
       160.        50.        46.     -0.047      0.016           D044300300483 
       160.        50.        50.    -0.0119      0.017           D044300300484 
       160.        50.        54.   2.560E-3     0.0184           D044300300485 
       160.        50.        58.    -0.0187     0.0193           D044300300486 
       160.        50.        62.    -0.0628      0.021           D044300300487 
       160.        50.        66.    -0.0126     0.0226           D044300300488 
       160.        50.        70.    -0.0397     0.0244           D044300300489 
       160.        50.        74.    -0.0713     0.0262           D044300300490 
       160.        50.        78.     0.0195     0.0292           D044300300491 
       160.        50.        82.   3.560E-3     0.0307           D044300300492 
       160.        50.        86.    -0.0878      0.033           D044300300493 
       160.        50.        90.    -0.0926     0.0369           D044300300494 
       160.        50.        94.    -0.0481     0.0402           D044300300495 
       160.        50.        98.     -0.108     0.0445           D044300300496 
       160.        50.       102.    -0.0312     0.0524           D044300300497 
       160.        50.       106.    -0.0305     0.0552           D044300300498 
       160.        50.       110.     -0.141     0.0658           D044300300499 
       160.        50.       114.     -0.282      0.074           D044300300500 
       160.        50.       118.     -0.191     0.0872           D044300300501 
       160.        50.       122.     -0.231        0.1           D044300300502 
       160.        50.       126.     -0.167      0.117           D044300300503 
       160.        50.       130.     0.0554      0.156           D044300300504 
       160.        60.        30.  -1.260E-3     0.0104           D044300300505 
       160.        60.        34.  -7.300E-3     0.0113           D044300300506 
       160.        60.        38.     0.0159     0.0122           D044300300507 
       160.        60.        42.      0.031     0.0133           D044300300508 
       160.        60.        46.  -1.330E-3     0.0141           D044300300509 
       160.        60.        50.    -0.0131      0.015           D044300300510 
       160.        60.        54.    -0.0536     0.0163           D044300300511 
       160.        60.        58.    -0.0868      0.018           D044300300512 
       160.        60.        62.     -0.054     0.0195           D044300300513 
       160.        60.        66.     0.0261     0.0214           D044300300514 
       160.        60.        70.  -4.500E-3      0.023           D044300300515 
       160.        60.        74.    -0.0721     0.0253           D044300300516 
       160.        60.        78.    -0.0121     0.0289           D044300300517 
       160.        60.        82.     -0.029     0.0317           D044300300518 
       160.        60.        86.     -0.015     0.0355           D044300300519 
       160.        60.        90.     -0.117     0.0393           D044300300520 
       160.        60.        94.   2.060E-3     0.0449           D044300300521 
       160.        60.        98.     -0.118     0.0512           D044300300522 
       160.        60.       102.    -0.0285     0.0589           D044300300523 
       160.        60.       106.     -0.187      0.073           D044300300524 
       160.        60.       110.     -0.119     0.0854           D044300300525 
       160.        60.       114.    -0.0947     0.0886           D044300300526 
       160.        60.       118.    -0.0605      0.115           D044300300527 
       160.        60.       122.     -0.197      0.162           D044300300528 
       160.        60.       126.     -0.157      0.171           D044300300529 
       160.        60.       130.     0.0391       0.21           D044300300530 
ENDDATA            523          0                                 D044300300531 
ENDSUBENT          530          0                                 D044300399999 
SUBENT        D0443004   20141125                             D096D044300400001 
BIB                  2          2                                 D044300400002 
REACTION   (41-NB-93(P,X)2-HE-3,,DA/DE)                           D044300400003 
HISTORY    (20141125A) On. REACTION (SF3,SF4) corrected           D044300400004 
ENDBIB               2          0                                 D044300400005 
NOCOMMON             0          0                                 D044300400006 
DATA                 5        365                                 D044300400007 
EN         ANG        E          DATA       ERR-S                 D044300400008 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             D044300400009 
       100.        15.        34.       49.5      0.647           D044300400010 
       100.        15.        38.       46.4      0.626           D044300400011 
       100.        15.        42.       45.8      0.622           D044300400012 
       100.        15.        46.       44.8      0.615           D044300400013 
       100.        15.        50.        44.      0.609           D044300400014 
       100.        15.        54.       41.3      0.591           D044300400015 
       100.        15.        58.       39.3      0.576           D044300400016 
       100.        15.        62.       38.9      0.573           D044300400017 
       100.        15.        66.       38.1      0.567           D044300400018 
       100.        15.        70.       37.6      0.563           D044300400019 
       100.        15.        74.       37.8      0.565           D044300400020 
       100.        15.        78.       38.8      0.573           D044300400021 
       100.        15.        82.       38.8      0.572           D044300400022 
       100.        15.        86.       39.3      0.576           D044300400023 
       100.        15.        90.       46.6      0.628           D044300400024 
       100.        20.        34.       44.8      0.259           D044300400025 
       100.        20.        38.       43.1      0.254           D044300400026 
       100.        20.        42.       41.4      0.249           D044300400027 
       100.        20.        46.        39.      0.241           D044300400028 
       100.        20.        50.       37.5      0.237           D044300400029 
       100.        20.        54.       35.8      0.231           D044300400030 
       100.        20.        58.       33.9      0.225           D044300400031 
       100.        20.        62.       32.6      0.221           D044300400032 
       100.        20.        66.       30.2      0.212           D044300400033 
       100.        20.        70.       28.6      0.207           D044300400034 
       100.        20.        74.       27.9      0.204           D044300400035 
       100.        20.        78.       26.6      0.199           D044300400036 
       100.        20.        82.       26.6      0.199           D044300400037 
       100.        20.        86.       26.5      0.199           D044300400038 
       100.        20.        90.       27.4      0.202           D044300400039 
       100.        25.        34.       41.2      0.216           D044300400040 
       100.        25.        38.       38.6      0.209           D044300400041 
       100.        25.        42.       36.4      0.203           D044300400042 
       100.        25.        46.       34.2      0.196           D044300400043 
       100.        25.        50.       32.2      0.191           D044300400044 
       100.        25.        54.       30.3      0.185           D044300400045 
       100.        25.        58.       27.9      0.177           D044300400046 
       100.        25.        62.       25.8      0.171           D044300400047 
       100.        25.        66.       23.8      0.164           D044300400048 
       100.        25.        70.       21.7      0.157           D044300400049 
       100.        25.        74.       20.4      0.152           D044300400050 
       100.        25.        78.       18.3      0.144           D044300400051 
       100.        25.        82.       17.1      0.139           D044300400052 
       100.        25.        86.       16.9      0.138           D044300400053 
       100.        25.        90.       15.4      0.132           D044300400054 
       100.        30.        34.       37.3      0.195           D044300400055 
       100.        30.        38.       33.9      0.186           D044300400056 
       100.        30.        42.       31.9       0.18           D044300400057 
       100.        30.        46.       29.1      0.172           D044300400058 
       100.        30.        50.       27.5      0.167           D044300400059 
       100.        30.        54.        25.      0.159           D044300400060 
       100.        30.        58.       22.7      0.152           D044300400061 
       100.        30.        62.       20.6      0.145           D044300400062 
       100.        30.        66.       18.3      0.137           D044300400063 
       100.        30.        70.        16.      0.128           D044300400064 
       100.        30.        74.       14.2       0.12           D044300400065 
       100.        30.        78.       12.4      0.112           D044300400066 
       100.        30.        82.        11.      0.106           D044300400067 
       100.        30.        86.       9.92      0.101           D044300400068 
       100.        30.        90.       8.95     0.0955           D044300400069 
       100.        35.        34.       32.1      0.174           D044300400070 
       100.        35.        38.       29.6      0.167           D044300400071 
       100.        35.        42.       26.8      0.159           D044300400072 
       100.        35.        46.       24.9      0.153           D044300400073 
       100.        35.        50.       22.5      0.146           D044300400074 
       100.        35.        54.       19.9      0.137           D044300400075 
       100.        35.        58.       17.8       0.13           D044300400076 
       100.        35.        62.       15.8      0.122           D044300400077 
       100.        35.        66.       13.6      0.113           D044300400078 
       100.        35.        70.       11.8      0.105           D044300400079 
       100.        35.        74.       10.1     0.0976           D044300400080 
       100.        35.        78.        8.3     0.0885           D044300400081 
       100.        35.        82.       7.05     0.0816           D044300400082 
       100.        35.        86.       5.76     0.0737           D044300400083 
       100.        35.        90.       5.28     0.0706           D044300400084 
       100.        40.        34.       28.8       0.18           D044300400085 
       100.        40.        38.       26.1      0.172           D044300400086 
       100.        40.        42.       23.1      0.162           D044300400087 
       100.        40.        46.       20.7      0.153           D044300400088 
       100.        40.        50.       18.2      0.144           D044300400089 
       100.        40.        54.        16.      0.134           D044300400090 
       100.        40.        58.       13.9      0.125           D044300400091 
       100.        40.        62.        12.      0.117           D044300400092 
       100.        40.        66.       10.1      0.107           D044300400093 
       100.        40.        70.       8.46     0.0978           D044300400094 
       100.        40.        74.       6.97     0.0887           D044300400095 
       100.        40.        78.       5.57     0.0794           D044300400096 
       100.        40.        82.       4.55     0.0717           D044300400097 
       100.        40.        86.        3.5     0.0629           D044300400098 
       100.        40.        90.        3.1     0.0592           D044300400099 
       100.        50.        34.       22.3     0.0801           D044300400100 
       100.        50.        38.       19.3     0.0746           D044300400101 
       100.        50.        42.       16.7     0.0693           D044300400102 
       100.        50.        46.       14.5     0.0647           D044300400103 
       100.        50.        50.       12.3     0.0596           D044300400104 
       100.        50.        54.       10.3     0.0546           D044300400105 
       100.        50.        58.       8.73     0.0502           D044300400106 
       100.        50.        62.       7.38     0.0461           D044300400107 
       100.        50.        66.       6.02     0.0417           D044300400108 
       100.        50.        70.       4.91     0.0376           D044300400109 
       100.        50.        74.       3.91     0.0336           D044300400110 
       100.        50.        78.       2.95     0.0292           D044300400111 
       100.        50.        82.       2.29     0.0257           D044300400112 
       100.        50.        86.       1.63     0.0217           D044300400113 
       100.        50.        90.       1.44     0.0204           D044300400114 
       100.        60.        34.        16.     0.0506           D044300400115 
       100.        60.        38.       13.3     0.0462           D044300400116 
       100.        60.        42.       11.2     0.0423           D044300400117 
       100.        60.        46.       9.21     0.0384           D044300400118 
       100.        60.        50.       7.65      0.035           D044300400119 
       100.        60.        54.       6.27     0.0317           D044300400120 
       100.        60.        58.       5.01     0.0283           D044300400121 
       100.        60.        62.       4.03     0.0254           D044300400122 
       100.        60.        66.       3.13     0.0224           D044300400123 
       100.        60.        70.       2.46     0.0199           D044300400124 
       100.        60.        74.       1.87     0.0173           D044300400125 
       100.        60.        78.       1.35     0.0147           D044300400126 
       100.        60.        82.         1.     0.0127           D044300400127 
       100.        60.        86.      0.691     0.0105           D044300400128 
       100.        60.        90.       0.53   9.210E-3           D044300400129 
       100.        80.        34.       7.65     0.0231           D044300400130 
       100.        80.        38.       5.88     0.0202           D044300400131 
       100.        80.        42.       4.51     0.0177           D044300400132 
       100.        80.        46.       3.47     0.0155           D044300400133 
       100.        80.        50.       2.63     0.0135           D044300400134 
       100.        80.        54.       1.97     0.0117           D044300400135 
       100.        80.        58.       1.45     0.0101           D044300400136 
       100.        80.        62.       1.06   8.600E-3           D044300400137 
       100.        80.        66.      0.779   7.360E-3           D044300400138 
       100.        80.        70.      0.561   6.250E-3           D044300400139 
       100.        80.        74.      0.404   5.300E-3           D044300400140 
       100.        80.        78.       0.28   4.410E-3           D044300400141 
       100.        80.        82.      0.191   3.650E-3           D044300400142 
       100.        80.        86.      0.144   3.170E-3           D044300400143 
       100.        80.        90.     0.0871   2.460E-3           D044300400144 
       100.       100.        34.       3.29     0.0118           D044300400145 
       100.       100.        38.       2.35   9.970E-3           D044300400146 
       100.       100.        42.       1.68   8.440E-3           D044300400147 
       100.       100.        46.       1.21   7.170E-3           D044300400148 
       100.       100.        50.      0.875   6.090E-3           D044300400149 
       100.       100.        54.      0.617   5.110E-3           D044300400150 
       100.       100.        58.      0.438   4.310E-3           D044300400151 
       100.       100.        62.      0.295   3.540E-3           D044300400152 
       100.       100.        66.       0.21   2.980E-3           D044300400153 
       100.       100.        70.      0.143   2.460E-3           D044300400154 
       100.       100.        74.      0.101   2.060E-3           D044300400155 
       100.       100.        78.      0.069   1.710E-3           D044300400156 
       100.       100.        82.     0.0476   1.420E-3           D044300400157 
       100.       100.        86.     0.0336   1.190E-3           D044300400158 
       100.       100.        90.     0.0225   9.770E-4           D044300400159 
       100.       120.        34.       1.88     0.0101           D044300400160 
       100.       120.        38.       1.25   8.210E-3           D044300400161 
       100.       120.        42.      0.838   6.720E-3           D044300400162 
       100.       120.        46.      0.561   5.500E-3           D044300400163 
       100.       120.        50.       0.37   4.470E-3           D044300400164 
       100.       120.        54.       0.25   3.670E-3           D044300400165 
       100.       120.        58.       0.16   2.940E-3           D044300400166 
       100.       120.        62.      0.107   2.400E-3           D044300400167 
       100.       120.        66.     0.0664   1.890E-3           D044300400168 
       100.       120.        70.     0.0462   1.580E-3           D044300400169 
       100.       120.        74.     0.0298   1.270E-3           D044300400170 
       100.       120.        78.     0.0199   1.040E-3           D044300400171 
       100.       120.        82.      0.014   8.690E-4           D044300400172 
       100.       120.        86.   9.160E-3   7.020E-4           D044300400173 
       100.       120.        90.   5.600E-3   5.490E-4           D044300400174 
       100.       140.        34.       1.37   8.550E-3           D044300400175 
       100.       140.        38.      0.851   6.730E-3           D044300400176 
       100.       140.        42.      0.545   5.390E-3           D044300400177 
       100.       140.        46.      0.355   4.350E-3           D044300400178 
       100.       140.        50.       0.23   3.500E-3           D044300400179 
       100.       140.        54.      0.152   2.850E-3           D044300400180 
       100.       140.        58.      0.101   2.320E-3           D044300400181 
       100.       140.        62.     0.0678   1.900E-3           D044300400182 
       100.       140.        66.     0.0464   1.570E-3           D044300400183 
       100.       140.        70.     0.0319   1.300E-3           D044300400184 
       100.       140.        74.     0.0246   1.150E-3           D044300400185 
       100.       140.        78.     0.0181   9.810E-4           D044300400186 
       100.       140.        82.     0.0165   9.380E-4           D044300400187 
       100.       140.        86.     0.0136   8.510E-4           D044300400188 
       130.        15.        34.     0.0592   2.370E-3           D044300400189 
       130.        15.        38.     0.0513   2.210E-3           D044300400190 
       130.        15.        42.     0.0496   2.180E-3           D044300400191 
       130.        15.        46.     0.0461   2.100E-3           D044300400192 
       130.        15.        50.     0.0425   2.020E-3           D044300400193 
       130.        15.        54.     0.0403   1.960E-3           D044300400194 
       130.        15.        58.     0.0373   1.890E-3           D044300400195 
       130.        15.        62.     0.0366   1.870E-3           D044300400196 
       130.        15.        66.     0.0344   1.810E-3           D044300400197 
       130.        15.        70.      0.033   1.780E-3           D044300400198 
       130.        15.        74.      0.031   1.720E-3           D044300400199 
       130.        15.        78.     0.0302   1.700E-3           D044300400200 
       130.        15.        82.     0.0279   1.630E-3           D044300400201 
       130.        15.        86.     0.0269   1.610E-3           D044300400202 
       130.        15.        90.     0.0267   1.600E-3           D044300400203 
       130.        15.        94.      0.026   1.580E-3           D044300400204 
       130.        15.        98.     0.0249   1.550E-3           D044300400205 
       130.        15.       102.     0.0255   1.560E-3           D044300400206 
       130.        15.       106.     0.0237   1.510E-3           D044300400207 
       130.        15.       110.     0.0229   1.480E-3           D044300400208 
       130.        15.       114.     0.0198   1.380E-3           D044300400209 
       130.        20.        34.     0.0453   2.330E-3           D044300400210 
       130.        20.        38.     0.0393   2.170E-3           D044300400211 
       130.        20.        42.     0.0369   2.110E-3           D044300400212 
       130.        20.        46.      0.035   2.050E-3           D044300400213 
       130.        20.        50.     0.0332   2.000E-3           D044300400214 
       130.        20.        54.     0.0287   1.860E-3           D044300400215 
       130.        20.        58.     0.0285   1.850E-3           D044300400216 
       130.        20.        62.      0.028   1.830E-3           D044300400217 
       130.        20.        66.     0.0255   1.750E-3           D044300400218 
       130.        20.        70.     0.0235   1.680E-3           D044300400219 
       130.        20.        74.     0.0216   1.610E-3           D044300400220 
       130.        20.        78.     0.0207   1.580E-3           D044300400221 
       130.        20.        82.     0.0192   1.520E-3           D044300400222 
       130.        20.        86.     0.0174   1.450E-3           D044300400223 
       130.        20.        90.     0.0168   1.420E-3           D044300400224 
       130.        20.        94.     0.0144   1.320E-3           D044300400225 
       130.        20.        98.     0.0153   1.360E-3           D044300400226 
       130.        20.       102.     0.0124   1.220E-3           D044300400227 
       130.        20.       106.     0.0128   1.240E-3           D044300400228 
       130.        20.       110.     0.0113   1.170E-3           D044300400229 
       130.        20.       114.   9.460E-3   1.070E-3           D044300400230 
       130.        25.        34.      0.059   1.760E-3           D044300400231 
       130.        25.        38.     0.0983   2.220E-3           D044300400232 
       130.        25.        42.     0.0808   2.030E-3           D044300400233 
       130.        25.        46.     0.0713   1.910E-3           D044300400234 
       130.        25.        50.     0.0627   1.800E-3           D044300400235 
       130.        25.        54.     0.0563   1.710E-3           D044300400236 
       130.        25.        58.     0.0518   1.640E-3           D044300400237 
       130.        25.        62.     0.0464   1.560E-3           D044300400238 
       130.        25.        66.     0.0425   1.490E-3           D044300400239 
       130.        25.        70.     0.0376   1.400E-3           D044300400240 
       130.        25.        74.      0.035   1.350E-3           D044300400241 
       130.        25.        78.     0.0315   1.280E-3           D044300400242 
       130.        25.        82.     0.0288   1.230E-3           D044300400243 
       130.        25.        86.     0.0247   1.130E-3           D044300400244 
       130.        25.        90.      0.022   1.070E-3           D044300400245 
       130.        25.        94.      0.019   9.970E-4           D044300400246 
       130.        25.        98.     0.0168   9.360E-4           D044300400247 
       130.        25.       102.     0.0142   8.620E-4           D044300400248 
       130.        25.       106.     0.0122   8.000E-4           D044300400249 
       130.        25.       110.     0.0103   7.350E-4           D044300400250 
       130.        25.       114.   7.540E-3   6.290E-4           D044300400251 
       130.        25.       118.   4.440E-3   4.820E-4           D044300400252 
       130.        35.        34.     0.0382   1.500E-3           D044300400253 
       130.        35.        38.     0.0326   1.390E-3           D044300400254 
       130.        35.        42.     0.0286   1.300E-3           D044300400255 
       130.        35.        46.     0.0251   1.220E-3           D044300400256 
       130.        35.        50.     0.0232   1.170E-3           D044300400257 
       130.        35.        54.     0.0207   1.110E-3           D044300400258 
       130.        35.        58.      0.019   1.060E-3           D044300400259 
       130.        35.        62.     0.0165   9.870E-4           D044300400260 
       130.        35.        66.     0.0144   9.240E-4           D044300400261 
       130.        35.        70.     0.0127   8.690E-4           D044300400262 
       130.        35.        74.     0.0105   7.880E-4           D044300400263 
       130.        35.        78.   9.470E-3   7.500E-4           D044300400264 
       130.        35.        82.   7.970E-3   6.880E-4           D044300400265 
       130.        35.        86.   7.150E-3   6.520E-4           D044300400266 
       130.        35.        90.   5.390E-3   5.650E-4           D044300400267 
       130.        35.        94.   4.850E-3   5.360E-4           D044300400268 
       130.        35.        98.   3.780E-3   4.730E-4           D044300400269 
