ENTRY            D0976   20200310                             D127D097600000001 
SUBENT        D0976001   20200310                             D127D097600100001 
BIB                 10         41                                 D097600100002 
TITLE      Neutron spectra from the Li(d,xn) and 7Li(d,n)         D097600100003 
           reactions initiated by 16.3 and 17 MeV deuterons       D097600100004 
AUTHOR     (P.Bem, V.Burjan, M.Gotz, M.Honusek, V.Kroha, J.Novak, D097600100005 
            S.P.Simakov, E.Simeckova)                             D097600100006 
INSTITUTE  (3CZRUJF)                                              D097600100007 
REFERENCE  (S,ISINN-12,168,2004)                                  D097600100008 
FACILITY   (CYCLO,3CZRUJF) External deuteron beam of U-120M.      D097600100009 
DETECTOR   (SCIN) Cylindrical NE213-equivalent liquid scintillatorD097600100010 
           BC5O1A BICRON 2inch in diameter and 2inch in length,   D097600100011 
           optically coupled to PMT Hamamatsu R329-02. To cover   D097600100012 
           dynamic range of registered neutron from 0.7 to 35 MeV,D097600100013 
           pulse-height spectra were registered at two values of  D097600100014 
           PMT supply (1500 and 2200 V).                          D097600100015 
           Detector response and efficiency were calculated using D097600100016 
           Monte Carlo code SCINFUL-R and tested by calibrated    D097600100017 
           Cf-252 neutron source.                                 D097600100018 
           Detector was housed in double-conical iron collimator  D097600100019 
           and in shield of iron, borated polyethylene and lead.  D097600100020 
METHOD     (PSD) Neutron spectrometer was operated with           D097600100021 
           two-dimensional n-g discrimination hardware. List-mode D097600100022 
           registration of pulse-height and monitoring events in  D097600100023 
           external buffer permits to perform dead-time and       D097600100024 
           systematical error corrections. Employing off-line     D097600100025 
           Gaussian analysis of two-dimensional pulse height      D097600100026 
           spectra, a complete discrimination between neutrons andD097600100027 
           photons was achieved above recoil proton energy 0.7MeV.D097600100028 
           Neutron spectra were obtained from pulse-height        D097600100029 
           distribution of recoils by unfolding code GRAVEL.      D097600100030 
           (BCINT) Absolute normalization was performed by        D097600100031 
           measuring of d-beam charge in electrically isolated    D097600100032 
           thick Li target or in Faraday cup which collected      D097600100033 
           deuterons passed thin Li target.                       D097600100034 
ERR-ANALYS (ERR-1,4.,6.) Uncertainty of detector efficiency   4-6%D097600100035 
           (ERR-2,,2.) Uncertainty of d-beam charge on target  <2%D097600100036 
           (ERR-3,,1.) Uncertainty of correction for dead-time <1%D097600100037 
           (ERR-S) Statistical uncertainty from pulse-height      D097600100038 
           statistics, errors of background subtraction and (n,g) D097600100039 
           discrimination procedure was generated by deconvolutionD097600100040 
           process and simulation of detector response function.  D097600100041 
STATUS     (TABLE) Data were provided by P.Bem in March 2020.     D097600100042 
HISTORY    (20200310C) Compiled by SS                             D097600100043 
ENDBIB              41          0                                 D097600100044 
NOCOMMON             0          0                                 D097600100045 
ENDSUBENT           44          0                                 D097600199999 
SUBENT        D0976002   20200319                             D127D097600200001 
BIB                  3         12                                 D097600200002 
REACTION   (3-LI-0(D,X)0-NN-1,,PY/DA/DE,,TT/CH)                   D097600200003 
SAMPLE     Deuteron beam was focused on thick Li-nat target of    D097600200004 
           40 mm in diameter and 6 mm overall thickness sufficientD097600200005 
           to stop incident deuterons. Target consisted of 1.5 mm D097600200006 
           metallic foil (density 0.534 g/cm2) pressurized into   D097600200007 
           stainless steel chamber (wall thickness of 2 mm)       D097600200008 
           in argon atmosphere.                                   D097600200009 
ADD-RES    Naohiko Otsuka (2020-03-21):                           D097600200010 
            There is an additional TTY data set at Ed=17.0 MeV    D097600200011 
            and 120 deg on Fig.4 of ISINN-12 Conf. Proc. p168.,   D097600200012 
            but Pavel Bem recommends not to include it in the     D097600200013 
            EXFOR entry.                                          D097600200014 
ENDBIB              12          0                                 D097600200015 
NOCOMMON             0          0                                 D097600200016 
DATA                 5        290                                 D097600200017 
EN         ANG        E          DATA       ERR-S                 D097600200018 
       17.0        75.      25.25  4.871E+06  4.975E+06           D097600200304 
       17.0        75.      25.75  3.647E+06  4.927E+06           D097600200305 
       17.0        75.      26.25  2.489E+06  4.880E+06           D097600200306 
       17.0        75.      26.75  1.949E+06  4.834E+06           D097600200307 
       17.0        75.      27.25  1.771E+06  4.789E+06           D097600200308 
       17.0        75.      27.75  1.543E+06  4.746E+06           D097600200309 
ENDDATA            292          0                                 D097600200310 
ENDSUBENT          309          0                                 D097600299999 
SUBENT        D0976003   20200310                             D127D097600300001 
BIB                  3         10                                 D097600300002 
REACTION   (3-LI-7(D,X)0-NN-1,,DA/DE)                             D097600300003 
SAMPLE     Self-supporting metallic foil of enriched Li-7 (< 0.05%D097600300004 
           of 6Li) with the thickness of 0.5(+/-10%) mm insured byD097600300005 
           provider (Plant of Chemical Extracts, Novosibirsk, RF).D097600300006 
           Target foil was tilted by 30 degree between normal to  D097600300007 
           target surface and d-beam to reduce distortion of      D097600300008 
           neutrons emitted from target.                          D097600300009 
ERR-ANALYS (ERR-4) Fully correlated uncertainty 10% for DDX       D097600300010 
           normalization for thin Li target experiment resulting  D097600300011 
           from Li foil thickness inaccuracy                      D097600300012 
ENDBIB              10          0                                 D097600300013 
COMMON               3          3                                 D097600300014 
EN         EN-RSL-HW  ERR-4                                       D097600300015 
MEV        MEV        PER-CENT                                    D097600300016 
       16.4        0.7        10.                                 D097600300017 
ENDCOMMON            3          0                                 D097600300018 
DATA                 4        721                                 D097600300019 
ANG        E          DATA       ERR-S                            D097600300020 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        D097600300021 
        15.       1.05       46.7       1.33                      D097600300022 
        15.       1.16       55.2       1.25                      D097600300023 
        15.       1.27       41.7       1.21                      D097600300024 
        15.       1.38       71.5       1.15                      D097600300025 
        15.       1.50       45.1        1.1                      D097600300026 
        15.       1.63       34.4       1.07                      D097600300027 
        15.       1.76       49.9       1.03                      D097600300028 
        15.       1.89       25.8      0.981                      D097600300029 
        15.       2.03       28.3      0.954                      D097600300030 
        15.       2.18       38.2      0.915                      D097600300031 
        15.       2.33       34.8      0.891                      D097600300032 
        15.       2.48       38.2      0.857                      D097600300033 
        15.       2.64       26.3      0.831                      D097600300034 
        15.       2.81       23.2      0.811                      D097600300035 
        15.       2.98       23.5      0.783                      D097600300036 
        15.       3.15       19.2      0.765                      D097600300037 
        15.       3.33       19.8      0.744                      D097600300038 
        15.       3.52       23.7       0.72                      D097600300039 
        15.       3.71       16.6      0.702                      D097600300040 
        15.       3.90       18.9      0.688                      D097600300041 
        15.       4.10       27.4      0.671                      D097600300042 
        15.       4.31       28.1      0.651                      D097600300043 
        15.       4.52       25.6      0.639                      D097600300044 
        15.       4.73       28.6      0.621                      D097600300045 
        15.       4.95       30.4      0.607                      D097600300046 
        15.       5.18       34.7      0.597                      D097600300047 
        15.       5.41       30.3      0.581                      D097600300048 
        15.       5.64       23.5      0.572                      D097600300049 
        15.       5.88       19.7      0.557                      D097600300050 
        15.       6.13        15.      0.548                      D097600300051 
        15.       6.38       25.2      0.535                      D097600300052 
        15.       6.63       31.6      0.527                      D097600300053 
        15.       6.89       30.8      0.515                      D097600300054 
        15.       7.16       30.9      0.507                      D097600300055 
        15.       7.43       32.3      0.496                      D097600300056 
        15.       7.70       31.3      0.489                      D097600300057 
        15.       7.98       34.2      0.479                      D097600300058 
        15.       8.27       35.5      0.472                      D097600300059 
        15.       8.56       44.8      0.462                      D097600300060 
        15.       8.85       44.6      0.456                      D097600300061 
        15.       9.15       41.6      0.448                      D097600300062 
        15.       9.46       42.3       0.44                      D097600300063 
        15.       9.77       38.5      0.434                      D097600300064 
        15.      10.10       37.3      0.426                      D097600300065 
        15.      10.40        34.      0.423                      D097600300066 
        15.      10.70       26.7       0.41                      D097600300067 
        15.      11.10       30.6       0.41                      D097600300068 
        15.      11.40       29.4      0.398                      D097600300069 
        15.      11.70       32.4      0.398                      D097600300070 
        15.      12.10       29.3      0.387                      D097600300071 
        15.      12.40       30.7      0.387                      D097600300072 
        15.      12.80       24.9      0.376                      D097600300073 
        15.      13.10       21.1      0.376                      D097600300074 
        15.      13.50       18.9      0.366                      D097600300075 
        15.      13.90       22.2      0.366                      D097600300076 
        15.      14.30       25.8      0.356                      D097600300077 
        15.      14.60       20.6      0.356                      D097600300078 
        15.      15.00       15.4      0.347                      D097600300079 
        15.      15.40       10.1      0.347                      D097600300080 
        15.      15.80       5.69      0.339                      D097600300081 
        15.      16.20       2.15      0.339                      D097600300082 
        15.      16.60       1.15       0.33                      D097600300083 
        15.      17.00      0.939       0.33                      D097600300084 
        15.      17.40      0.527      0.322                      D097600300085 
        15.      17.90      0.594      0.322                      D097600300086 
        15.      18.30      0.585      0.315                      D097600300087 
        15.      18.70      0.462      0.315                      D097600300088 
        15.      19.10      0.674      0.308                      D097600300089 
        15.      19.60       0.47      0.308                      D097600300090 
        15.      20.00      0.446      0.301                      D097600300091 
        15.      20.50      0.331      0.301                      D097600300092 
        15.      20.90      0.284      0.294                      D097600300093 
        15.      21.40      0.322      0.294                      D097600300094 
        15.      21.90      0.307      0.288                      D097600300095 
        15.      22.30      0.299      0.288                      D097600300096 
        15.      22.80      0.184      0.282                      D097600300097 
        15.      23.30      0.152      0.282                      D097600300098 
        15.      23.80      0.213      0.276                      D097600300099 
        15.      24.30      0.265      0.276                      D097600300100 
        15.      24.80        0.4      0.271                      D097600300101 
        15.      25.30      0.492      0.271                      D097600300102 
        15.      25.80      0.601      0.266                      D097600300103 
        15.      26.30      0.882      0.266                      D097600300104 
        15.      26.80       1.23       0.26                      D097600300105 
        15.      27.30       2.27       0.26                      D097600300106 
        15.      27.80       4.26      0.256                      D097600300107 
        15.      28.40       5.81      0.256                      D097600300108 
        15.      28.90       5.21      0.251                      D097600300109 
        15.      29.40       3.92      0.251                      D097600300110 
        15.      30.00       3.35      0.246                      D097600300111 
        15.      30.50       3.22      0.246                      D097600300112 
        15.      31.10       2.22      0.242                      D097600300113 
        15.      31.60       1.49      0.242                      D097600300114 
        15.      32.20       1.17      0.238                      D097600300115 
        15.      32.80      0.707      0.238                      D097600300116 
        15.      33.40      0.254      0.234                      D097600300117 
        15.      33.90     0.0988      0.234                      D097600300118 
        15.      34.50     0.0507       0.23                      D097600300119 
        15.      35.10     0.0341       0.23                      D097600300120 
        15.      35.70     0.0338      0.226                      D097600300121 
        15.      36.30     0.0364      0.226                      D097600300122 
        20.       1.05       31.5        0.5                      D097600300123 
        20.       1.16       41.9      0.472                      D097600300124 
        20.       1.27        34.      0.456                      D097600300125 
        20.       1.38       61.8      0.432                      D097600300126 
        20.       1.50       38.9      0.415                      D097600300127 
        20.       1.63       25.2      0.402                      D097600300128 
        20.       1.76       32.6      0.387                      D097600300129 
        20.       1.89       19.6       0.37                      D097600300130 
        20.       2.03       20.5      0.359                      D097600300131 
        20.       2.18       25.7      0.345                      D097600300132 
        20.       2.33       22.7      0.336                      D097600300133 
        20.       2.48       25.3      0.323                      D097600300134 
        20.       2.64       17.4      0.313                      D097600300135 
        20.       2.81        16.      0.306                      D097600300136 
        20.       2.98       13.9      0.295                      D097600300137 
        20.       3.15       12.9      0.288                      D097600300138 
        20.       3.33       16.1       0.28                      D097600300139 
        20.       3.52       20.4      0.271                      D097600300140 
        20.       3.71       14.9      0.264                      D097600300141 
        20.       3.90       13.9      0.259                      D097600300142 
        20.       4.10       16.7      0.253                      D097600300143 
        20.       4.31       17.7      0.245                      D097600300144 
        20.       4.52       15.5      0.241                      D097600300145 
        20.       4.73       14.9      0.234                      D097600300146 
        20.       4.95       15.2      0.229                      D097600300147 
        20.       5.18       17.6      0.225                      D097600300148 
        20.       5.41       16.2      0.219                      D097600300149 
        20.       5.64       12.6      0.215                      D097600300150 
        20.       5.88       10.2       0.21                      D097600300151 
        20.       6.13       8.23      0.207                      D097600300152 
        20.       6.38       12.1      0.202                      D097600300153 
        20.       6.63       14.1      0.199                      D097600300154 
        20.       6.89       13.8      0.194                      D097600300155 
        20.       7.16       12.3      0.191                      D097600300156 
        20.       7.43       12.9      0.187                      D097600300157 
        20.       7.70       13.6      0.184                      D097600300158 
        20.       7.98       13.7       0.18                      D097600300159 
        20.       8.27       14.3      0.178                      D097600300160 
        20.       8.56       16.8      0.174                      D097600300161 
        20.       8.85        17.      0.172                      D097600300162 
        20.       9.15       15.5      0.169                      D097600300163 
        20.       9.46       15.7      0.166                      D097600300164 
        20.       9.77       14.2      0.164                      D097600300165 
        20.      10.10       14.6       0.16                      D097600300166 
        20.      10.40       13.6      0.159                      D097600300167 
        20.      10.70       10.2      0.155                      D097600300168 
        20.      11.10       11.4      0.155                      D097600300169 
        20.      11.40       11.9       0.15                      D097600300170 
        20.      11.70       12.4       0.15                      D097600300171 
        20.      12.10       11.5      0.146                      D097600300172 
        20.      12.40       11.1      0.146                      D097600300173 
        20.      12.80       8.88      0.142                      D097600300174 
        20.      13.10       7.94      0.142                      D097600300175 
        20.      13.50        8.3      0.138                      D097600300176 
        20.      13.90       10.4      0.138                      D097600300177 
        20.      14.30       10.4      0.134                      D097600300178 
        20.      14.60       7.33      0.134                      D097600300179 
        20.      15.00       4.62      0.131                      D097600300180 
        20.      15.40       2.57      0.131                      D097600300181 
        20.      15.80       1.56      0.128                      D097600300182 
        20.      16.20      0.711      0.128                      D097600300183 
        20.      16.60       0.47      0.124                      D097600300184 
        20.      17.00      0.424      0.124                      D097600300185 
        20.      17.40      0.255      0.121                      D097600300186 
        20.      17.90       0.24      0.121                      D097600300187 
        20.      18.30      0.278      0.119                      D097600300188 
        20.      18.70      0.191      0.119                      D097600300189 
        20.      19.10      0.291      0.116                      D097600300190 
        20.      19.60      0.247      0.116                      D097600300191 
        20.      20.00      0.219      0.113                      D097600300192 
        20.      20.50      0.172      0.113                      D097600300193 
        20.      20.90      0.135      0.111                      D097600300194 
        20.      21.40      0.163      0.111                      D097600300195 
        20.      21.90      0.187      0.109                      D097600300196 
        20.      22.30      0.206      0.109                      D097600300197 
        20.      22.80      0.173      0.106                      D097600300198 
        20.      23.30      0.178      0.106                      D097600300199 
        20.      23.80      0.209      0.104                      D097600300200 
        20.      24.30      0.241      0.104                      D097600300201 
        20.      24.80      0.376      0.102                      D097600300202 
        20.      25.30      0.457      0.102                      D097600300203 
        20.      25.80      0.608        0.1                      D097600300204 
        20.      26.30       1.09        0.1                      D097600300205 
        20.      26.80        1.6     0.0981                      D097600300206 
        20.      27.30       2.39     0.0981                      D097600300207 
        20.      27.80       3.01     0.0963                      D097600300208 
        20.      28.40       2.41     0.0963                      D097600300209 
        20.      28.90       1.95     0.0945                      D097600300210 
        20.      29.40       1.58     0.0945                      D097600300211 
        20.      30.00       1.42     0.0928                      D097600300212 
        20.      30.50        1.1     0.0928                      D097600300213 
        20.      31.10      0.712     0.0911                      D097600300214 
        20.      31.60      0.427     0.0911                      D097600300215 
        20.      32.20      0.244     0.0895                      D097600300216 
        20.      32.80     0.0894     0.0895                      D097600300217 
        20.      33.40     0.0212      0.088                      D097600300218 
        20.      33.90     0.0114      0.088                      D097600300219 
        20.      34.50    0.00917     0.0865                      D097600300220 
        20.      35.10    0.00779     0.0865                      D097600300221 
        20.      35.70    0.00863      0.085                      D097600300222 
        20.      36.30    0.00772      0.085                      D097600300223 
        30.       1.05       17.7      0.354                      D097600300224 
        30.       1.16       52.5      0.335                      D097600300225 
        30.       1.27       33.4      0.323                      D097600300226 
        30.       1.38       57.7      0.306                      D097600300227 
        30.       1.50       41.3      0.294                      D097600300228 
        30.       1.63       27.6      0.285                      D097600300229 
        30.       1.76        32.      0.274                      D097600300230 
        30.       1.89       20.4      0.262                      D097600300231 
        30.       2.03       21.1      0.255                      D097600300232 
        30.       2.18       25.4      0.244                      D097600300233 
        30.       2.33       25.1      0.238                      D097600300234 
        30.       2.48       26.2      0.229                      D097600300235 
        30.       2.64       17.7      0.222                      D097600300236 
        30.       2.81       16.3      0.216                      D097600300237 
        30.       2.98       12.8      0.209                      D097600300238 
        30.       3.15       11.4      0.204                      D097600300239 
        30.       3.33       13.2      0.199                      D097600300240 
        30.       3.52       29.1      0.192                      D097600300241 
        30.       3.71       15.2      0.187                      D097600300242 
        30.       3.90       13.8      0.184                      D097600300243 
        30.       4.10        16.      0.179                      D097600300244 
        30.       4.31       16.5      0.174                      D097600300245 
        30.       4.52       13.8      0.171                      D097600300246 
        30.       4.73       13.2      0.166                      D097600300247 
        30.       4.95       13.6      0.162                      D097600300248 
        30.       5.18       14.4      0.159                      D097600300249 
        30.       5.41       12.7      0.155                      D097600300250 
        30.       5.64       10.4      0.153                      D097600300251 
        30.       5.88       9.04      0.149                      D097600300252 
        30.       6.13       6.66      0.146                      D097600300253 
        30.       6.38       10.4      0.143                      D097600300254 
        30.       6.63       11.5      0.141                      D097600300255 
        30.       6.89       9.77      0.137                      D097600300256 
        30.       7.16       9.11      0.135                      D097600300257 
        30.       7.43       9.78      0.132                      D097600300258 
        30.       7.70       8.89      0.131                      D097600300259 
        30.       7.98        8.8      0.128                      D097600300260 
        30.       8.27       9.02      0.126                      D097600300261 
        30.       8.56       9.11      0.123                      D097600300262 
        30.       8.85       8.37      0.122                      D097600300263 
        30.       9.15       7.91       0.12                      D097600300264 
        30.       9.46       8.74      0.117                      D097600300265 
        30.       9.77       7.13      0.116                      D097600300266 
        30.      10.10       6.81      0.114                      D097600300267 
        30.      10.40       7.11      0.113                      D097600300268 
        30.      10.70       6.12       0.11                      D097600300269 
        30.      11.10       6.18       0.11                      D097600300270 
        30.      11.40       6.39      0.106                      D097600300271 
        30.      11.70       5.57      0.106                      D097600300272 
        30.      12.10       4.69      0.103                      D097600300273 
        30.      12.40       4.14      0.103                      D097600300274 
        30.      12.80       3.41        0.1                      D097600300275 
        30.      13.10       3.25        0.1                      D097600300276 
        30.      13.50       3.55     0.0977                      D097600300277 
        30.      13.90       4.25     0.0977                      D097600300278 
        30.      14.30       3.69     0.0951                      D097600300279 
        30.      14.60       2.33     0.0951                      D097600300280 
        30.      15.00       1.33     0.0927                      D097600300281 
        30.      15.40      0.675     0.0927                      D097600300282 
        30.      15.80        0.5     0.0904                      D097600300283 
        30.      16.20      0.264     0.0904                      D097600300284 
        30.      16.60      0.174     0.0882                      D097600300285 
        30.      17.00      0.199     0.0882                      D097600300286 
        30.      17.40      0.171     0.0861                      D097600300287 
        30.      17.90       0.18     0.0861                      D097600300288 
        30.      18.30       0.29     0.0841                      D097600300289 
        30.      18.70      0.164     0.0841                      D097600300290 
        30.      19.10      0.262     0.0822                      D097600300291 
        30.      19.60      0.246     0.0822                      D097600300292 
        30.      20.00      0.236     0.0803                      D097600300293 
        30.      20.50      0.222     0.0803                      D097600300294 
        30.      20.90      0.139     0.0786                      D097600300295 
        30.      21.40      0.172     0.0786                      D097600300296 
        30.      21.90      0.223     0.0769                      D097600300297 
        30.      22.30       0.22     0.0769                      D097600300298 
        30.      22.80      0.185     0.0753                      D097600300299 
        30.      23.30      0.125     0.0753                      D097600300300 
        30.      23.80      0.151     0.0738                      D097600300301 
        30.      24.30      0.153     0.0738                      D097600300302 
        30.      24.80      0.215     0.0723                      D097600300303 
        30.      25.30        0.3     0.0723                      D097600300304 
        30.      25.80       0.45     0.0709                      D097600300305 
        30.      26.30       0.71     0.0709                      D097600300306 
        30.      26.80      0.879     0.0695                      D097600300307 
        30.      27.30      0.863     0.0695                      D097600300308 
        30.      27.80      0.799     0.0682                      D097600300309 
        30.      28.40      0.632     0.0682                      D097600300310 
        30.      28.90      0.517     0.0669                      D097600300311 
        30.      29.40      0.409     0.0669                      D097600300312 
        30.      30.00      0.333     0.0657                      D097600300313 
        30.      30.50       0.25     0.0657                      D097600300314 
        30.      31.10      0.223     0.0646                      D097600300315 
        30.      31.60      0.105     0.0646                      D097600300316 
        30.      32.20     0.0388     0.0634                      D097600300317 
        30.      32.80     0.0106     0.0634                      D097600300318 
        30.      33.40    0.00244     0.0623                      D097600300319 
        30.      33.90    0.00172     0.0623                      D097600300320 
        30.      34.50    0.00226     0.0613                      D097600300321 
        30.      35.10    0.00201     0.0613                      D097600300322 
        45.       1.05       7.32      0.194                      D097600300323 
        45.       1.16       33.3      0.183                      D097600300324 
        45.       1.27       22.7      0.177                      D097600300325 
        45.       1.38       31.7      0.168                      D097600300326 
        45.       1.50       27.4      0.161                      D097600300327 
        45.       1.63       22.9      0.156                      D097600300328 
        45.       1.76        21.       0.15                      D097600300329 
        45.       1.89       12.4      0.143                      D097600300330 
        45.       2.03        15.      0.139                      D097600300331 
        45.       2.18       17.2      0.134                      D097600300332 
        45.       2.33       16.2       0.13                      D097600300333 
        45.       2.48       17.4      0.125                      D097600300334 
        45.       2.64       12.6      0.121                      D097600300335 
        45.       2.81       12.4      0.118                      D097600300336 
        45.       2.98       10.2      0.114                      D097600300337 
        45.       3.15        9.3      0.112                      D097600300338 
        45.       3.33       10.2      0.109                      D097600300339 
        45.       3.52       12.7      0.105                      D097600300340 
        45.       3.71       10.7      0.102                      D097600300341 
        45.       3.90        10.        0.1                      D097600300342 
        45.       4.10       10.1     0.0979                      D097600300343 
        45.       4.31       10.7     0.0951                      D097600300344 
        45.       4.52       10.4     0.0933                      D097600300345 
        45.       4.73       9.75     0.0907                      D097600300346 
        45.       4.95       9.67     0.0887                      D097600300347 
        45.       5.18       10.4     0.0871                      D097600300348 
        45.       5.41       9.09     0.0849                      D097600300349 
        45.       5.64       7.73     0.0834                      D097600300350 
        45.       5.88       6.43     0.0814                      D097600300351 
        45.       6.13       5.75       0.08                      D097600300352 
        45.       6.38       7.58     0.0781                      D097600300353 
        45.       6.63       8.52     0.0769                      D097600300354 
        45.       6.89        7.4     0.0752                      D097600300355 
        45.       7.16       6.74      0.074                      D097600300356 
        45.       7.43       6.62     0.0724                      D097600300357 
        45.       7.70       5.95     0.0714                      D097600300358 
        45.       7.98       5.85     0.0699                      D097600300359 
        45.       8.27       5.57     0.0689                      D097600300360 
        45.       8.56       5.61     0.0675                      D097600300361 
        45.       8.85       5.09     0.0666                      D097600300362 
        45.       9.15       4.24     0.0655                      D097600300363 
        45.       9.46       5.92     0.0642                      D097600300364 
        45.       9.77        5.2     0.0634                      D097600300365 
        45.      10.10       4.93     0.0622                      D097600300366 
        45.      10.40       4.44     0.0618                      D097600300367 
        45.      10.70       3.59     0.0599                      D097600300368 
        45.      11.10       2.98     0.0599                      D097600300369 
        45.      11.40       2.18     0.0581                      D097600300370 
        45.      11.70       1.92     0.0581                      D097600300371 
        45.      12.10       2.06     0.0565                      D097600300372 
        45.      12.40       2.51     0.0565                      D097600300373 
        45.      12.80       2.71     0.0549                      D097600300374 
        45.      13.10       2.12     0.0549                      D097600300375 
        45.      13.50       1.41     0.0534                      D097600300376 
        45.      13.90      0.797     0.0534                      D097600300377 
        45.      14.30      0.498      0.052                      D097600300378 
        45.      14.60      0.361      0.052                      D097600300379 
        45.      15.00      0.286     0.0507                      D097600300380 
        45.      15.40      0.205     0.0507                      D097600300381 
        45.      15.80      0.213     0.0494                      D097600300382 
        45.      16.20      0.182     0.0494                      D097600300383 
        45.      16.60      0.218     0.0482                      D097600300384 
        45.      17.00      0.268     0.0482                      D097600300385 
        45.      17.40      0.203     0.0471                      D097600300386 
        45.      17.90      0.209     0.0471                      D097600300387 
        45.      18.30      0.238      0.046                      D097600300388 
        45.      18.70      0.207      0.046                      D097600300389 
        45.      19.10      0.241     0.0449                      D097600300390 
        45.      19.60      0.213     0.0449                      D097600300391 
        45.      20.00      0.182     0.0439                      D097600300392 
        45.      20.50      0.142     0.0439                      D097600300393 
        45.      20.90      0.111      0.043                      D097600300394 
        45.      21.40      0.124      0.043                      D097600300395 
        45.      21.90      0.154     0.0421                      D097600300396 
        45.      22.30      0.147     0.0421                      D097600300397 
        45.      22.80      0.138     0.0412                      D097600300398 
        45.      23.30      0.115     0.0412                      D097600300399 
        45.      23.80      0.165     0.0403                      D097600300400 
        45.      24.30      0.201     0.0403                      D097600300401 
        45.      24.80      0.328     0.0395                      D097600300402 
        45.      25.30      0.538     0.0395                      D097600300403 
        45.      25.80      0.614     0.0388                      D097600300404 
        45.      26.30      0.663     0.0388                      D097600300405 
        45.      26.80      0.538      0.038                      D097600300406 
        45.      27.30      0.398      0.038                      D097600300407 
        45.      27.80       0.38     0.0373                      D097600300408 
        45.      28.40      0.362     0.0373                      D097600300409 
        45.      28.90       0.24     0.0366                      D097600300410 
        45.      29.40      0.181     0.0366                      D097600300411 
        45.      30.00      0.126     0.0359                      D097600300412 
        45.      30.50      0.073     0.0359                      D097600300413 
        45.      31.10     0.0271     0.0353                      D097600300414 
        45.      31.60    0.00736     0.0353                      D097600300415 
        45.      32.20    0.00374     0.0347                      D097600300416 
        45.      32.80    0.00483     0.0347                      D097600300417 
        45.      33.40    0.00401     0.0341                      D097600300418 
        60.       1.76       4.62      0.095                      D097600300419 
        60.       1.89       1.29     0.0909                      D097600300420 
        60.       2.03       2.89     0.0883                      D097600300421 
        60.       2.18       3.72     0.0847                      D097600300422 
        60.       2.33       3.64     0.0825                      D097600300423 
        60.       2.48       4.44     0.0794                      D097600300424 
        60.       2.64        3.8     0.0769                      D097600300425 
        60.       2.81        3.3     0.0751                      D097600300426 
        60.       2.98       3.29     0.0725                      D097600300427 
        60.       3.15        3.1     0.0708                      D097600300428 
        60.       3.33       3.18     0.0689                      D097600300429 
        60.       3.52       3.59     0.0667                      D097600300430 
        60.       3.71       3.49      0.065                      D097600300431 
        60.       3.90       3.86     0.0637                      D097600300432 
        60.       4.10       4.21     0.0621                      D097600300433 
        60.       4.31       4.23     0.0603                      D097600300434 
        60.       4.52       4.01     0.0591                      D097600300435 
        60.       4.73       3.86     0.0575                      D097600300436 
        60.       4.95       3.71     0.0562                      D097600300437 
        60.       5.18       3.84     0.0552                      D097600300438 
        60.       5.41       3.44     0.0538                      D097600300439 
        60.       5.64       3.02     0.0529                      D097600300440 
        60.       5.88       2.66     0.0516                      D097600300441 
        60.       6.13       2.35     0.0508                      D097600300442 
        60.       6.38       2.83     0.0496                      D097600300443 
        60.       6.63       2.91     0.0488                      D097600300444 
        60.       6.89       2.55     0.0477                      D097600300445 
        60.       7.16       2.31      0.047                      D097600300446 
        60.       7.43       2.22     0.0459                      D097600300447 
        60.       7.70       2.08     0.0453                      D097600300448 
        60.       7.98       2.18     0.0443                      D097600300449 
        60.       8.27       2.01     0.0437                      D097600300450 
        60.       8.56       1.96     0.0428                      D097600300451 
        60.       8.85       1.86     0.0422                      D097600300452 
        60.       9.15       1.88     0.0415                      D097600300453 
        60.       9.46       1.88     0.0407                      D097600300454 
        60.       9.77       1.91     0.0402                      D097600300455 
        60.      10.10       1.88     0.0394                      D097600300456 
        60.      10.40       1.63     0.0392                      D097600300457 
        60.      10.70       1.37      0.038                      D097600300458 
        60.      11.10        1.1      0.038                      D097600300459 
        60.      11.40      0.769     0.0369                      D097600300460 
        60.      11.70      0.728     0.0369                      D097600300461 
        60.      12.10      0.721     0.0358                      D097600300462 
        60.      12.40        0.8     0.0358                      D097600300463 
        60.      12.80      0.842     0.0348                      D097600300464 
        60.      13.10       0.78     0.0348                      D097600300465 
        60.      13.50      0.617     0.0339                      D097600300466 
        60.      13.90      0.405     0.0339                      D097600300467 
        60.      14.30      0.277      0.033                      D097600300468 
        60.      14.60      0.196      0.033                      D097600300469 
        60.      15.00      0.149     0.0322                      D097600300470 
        60.      15.40      0.111     0.0322                      D097600300471 
        60.      15.80      0.101     0.0313                      D097600300472 
        60.      16.20     0.0963     0.0313                      D097600300473 
        60.      16.60      0.106     0.0306                      D097600300474 
        60.      17.00      0.121     0.0306                      D097600300475 
        60.      17.40      0.105     0.0299                      D097600300476 
        60.      17.90      0.136     0.0299                      D097600300477 
        60.      18.30      0.147     0.0292                      D097600300478 
        60.      18.70      0.139     0.0292                      D097600300479 
        60.      19.10      0.146     0.0285                      D097600300480 
        60.      19.60       0.13     0.0285                      D097600300481 
        60.      20.00       0.13     0.0279                      D097600300482 
        60.      20.50      0.123     0.0279                      D097600300483 
        60.      20.90       0.11     0.0273                      D097600300484 
