ENTRY            D6259   20170307                             D110D625900000001 
SUBENT        D6259001   20170307                             D110D625900100001 
BIB                 10         20                                 D625900100002 
TITLE      Investigation of the threshold anomaly for the         D625900100003 
            7Li+159Tb system                                      D625900100004 
AUTHOR     (D.Patel, S.Mukherjee, D.C.Biswas, B.K.Nayak,          D625900100005 
            Y.K.Gupta, L.S.Danu, S.Santra, E.T.Mirgule)           D625900100006 
INSTITUTE  (3INDBDA,3INDTRM)                                      D625900100007 
           (3INDIND) Sardar Vallabhbhai National Institute of     D625900100008 
            Technology, Surat                                     D625900100009 
REFERENCE  (J,PR/C,91,054614,2015)                                D625900100010 
SAMPLE     Self-supported enriched 159Tb of thickness 1 mg/cm2.   D625900100011 
FACILITY   (VDGT,3INDTRM) 14UD Pelletron accelerator              D625900100012 
DETECTOR   (TELES,SIBAR,SIBAR) Four solid-state silicon surface   D625900100013 
           barrier detector telescopes were used of different     D625900100014 
           thickness                                              D625900100015 
           T1: dE = 25 um and E = 300 um thick,                   D625900100016 
           T2: dE = 15 um and E = 1.5 mm thick,                   D625900100017 
           T3: dE = 15 um and E = 1 mm thick,                     D625900100018 
           T4: dE = 15 um and E = 1 mm thick.                     D625900100019 
ERR-ANALYS (DATA-ERR) No detail information given                 D625900100020 
METHOD     (EDE)                                                  D625900100021 
HISTORY    (20170307C) Compiled by D.Choudhury+BL                 D625900100022 
ENDBIB              20          0                                 D625900100023 
NOCOMMON             0          0                                 D625900100024 
ENDSUBENT           23          0                                 D625900199999 
SUBENT        D6259002   20170307                             D110D625900200001 
BIB                  2          2                                 D625900200002 
REACTION   (65-TB-159(3-LI-7,EL)65-TB-159,,DA,,RTH)               D625900200003 
STATUS     (TABLE) Fig.2 of Phys. Rev. C 91(2015)054614           D625900200004 
ENDBIB               2          0                                 D625900200005 
NOCOMMON             0          0                                 D625900200006 
DATA                 4        119                                 D625900200007 
EN         ANG-CM     DATA       DATA-ERR                         D625900200008 
MEV        ADEG       NO-DIM     NO-DIM                           D625900200009 
        24.      31.26      1.000      0.050                      D625900200010 
        24.      36.45      1.070      0.054                      D625900200011 
        24.      41.62      0.910      0.046                      D625900200012 
        24.      46.78      0.980      0.049                      D625900200013 
        24.      51.93      0.800      0.040                      D625900200014 
        24.      57.07      0.870      0.044                      D625900200015 
        24.      62.19      1.100      0.055                      D625900200016 
        24.      67.29      1.090      0.055                      D625900200017 
        24.      72.37      1.020      0.051                      D625900200018 
        24.      77.44      1.020      0.051                      D625900200019 
        24.      82.48      0.950      0.048                      D625900200020 
        24.      87.51      0.950      0.048                      D625900200021 
        24.      92.52      1.120      0.056                      D625900200022 
        24.      97.51      1.160      0.058                      D625900200023 
        24.     102.48      1.030      0.052                      D625900200024 
        24.     107.44      1.000      0.050                      D625900200025 
        24.     112.19      0.970      0.049                      D625900200026 
        24.     117.29      0.990      0.050                      D625900200027 
        24.     122.19      0.970      0.049                      D625900200028 
        24.     127.07      0.930      0.047                      D625900200029 
        24.     131.93      0.820      0.041                      D625900200030 
        24.     136.78      0.800      0.040                      D625900200031 
        24.     141.62      0.900      0.045                      D625900200032 
        24.     146.45      0.740      0.037                      D625900200033 
        24.     151.26      0.760      0.038                      D625900200034 
        24.     160.86      0.700      0.035                      D625900200035 
        26.      31.26      1.000      0.050                      D625900200036 
        26.      36.45      0.930      0.046                      D625900200037 
        26.      41.62      0.910      0.045                      D625900200038 
        26.      46.78      0.900      0.058                      D625900200039 
        26.      51.93      0.800      0.056                      D625900200040 
        26.      57.07      0.780      0.039                      D625900200041 
        26.      62.19      0.840      0.056                      D625900200042 
        26.      67.29      0.840      0.055                      D625900200043 
        26.      72.37      1.360      0.068                      D625900200044 
        26.      77.44      1.380      0.071                      D625900200045 
        26.      82.48      1.170      0.068                      D625900200046 
