ENTRY            D0071   20040203                             0000D007100000001 
SUBENT        D0071001   20040203                             0000D007100100001 
BIB                 12         20                                 D007100100002 
TITLE      The (d,a) reaction on 19F                              D007100100003 
AUTHOR     (A.Z.El-Behay,M.A.Farouk,M.H.Nassef,I.I.Zaloubovsky)   D007100100004 
INSTITUTE  (3EGYCAI)                                              D007100100005 
REFERENCE  (J,NP,61,282,1965)                                     D007100100006 
FACILITY   (VDG)                                                  D007100100007 
DETECTOR   (SIBAR) Two n-silicon semiconductor detectors which    D007100100008 
           were able to rotate independently in the horizontal    D007100100009 
           plane from 20 to 160 degr. One of the detectors was    D007100100010 
           used as a monitor and was placed at the angle of       D007100100011 
           150 degr. with respect to beam.                        D007100100012 
SAMPLE     A layer of Ca F2 evaporated on a thin silver backing   D007100100013 
           aerved as a target. The thickness of the target was    D007100100014 
           about 0.7 mg/cm2.                                      D007100100015 
MONITOR    (20-CA-0(D,EL)20-CA-0,,DA)                             D007100100016 
           (47-AG-0(D,EL)47-AG-0,,DA)                             D007100100017 
EN-SEC     (E-LVL,8-O-17) The values for the levels compiler      D007100100018 
           took from the DB ENSDF. They are absent in the article D007100100019 
STATUS     (CURVE) Digitized curves from the article              D007100100020 
ERR-ANALYS (ERR-DIG)   Digitizing error                           D007100100021 
HISTORY    (20040203C) SD                                         D007100100022 
ENDBIB              20          0                                 D007100100023 
NOCOMMON             0          0                                 D007100100024 
ENDSUBENT           23          0                                 D007100199999 
SUBENT        D0071002   20040203                             0000D007100200001 
BIB                  3          5                                 D007100200002 
REACTION   (9-F-19(D,A)8-O-17,PAR,DA)                             D007100200003 
ERR-ANALYS (EN-ERR-DIG)    Digitizing error                       D007100200004 
           (DATA-ERR) Experimental error                          D007100200005 
STATUS     (CURVE) fig. 3,4 The data are given as function of     D007100200006 
           the energy                                             D007100200007 
ENDBIB               5          0                                 D007100200008 
COMMON               2          3                                 D007100200009 
EN-ERR-DIG ERR-DIG                                                D007100200010 
MEV        MB/SR                                                  D007100200011 
 0.002        0.005                                               D007100200012 
ENDCOMMON            3          0                                 D007100200013 
DATA                 5        405                                 D007100200014 
ANG        E-LVL      EN         DATA       DATA-ERR              D007100200015 
0.87100     1.8000     89.986    0.91787    0.10969               D007100400214 
0.87100     1.8000     105.75    0.61575    0.10888               D007100400215 
0.87100     1.8000     119.77    0.81243    0.10929               D007100400216 
0.87100     1.8000     135.09    0.94746    0.10929               D007100400217 
0.87100     1.8000     149.77     1.0977    0.10929               D007100400218 
0.87100     1.8000     160.15     1.2295    0.10929               D007100400219 
0.87100     1.9000     20.485     1.7972    0.99887E-01           D007100400220 
0.87100     1.9000     30.354     1.8209    0.11653               D007100400221 
0.87100     1.9000     39.719     1.7275    0.11697               D007100400222 
0.87100     1.9000     50.432     1.5185    0.82803E-01           D007100400223 
0.87100     1.9000     60.415     1.4256    0.11653               D007100400224 
0.87100     1.9000     70.120    0.98267    0.11653               D007100400225 
0.87100     1.9000     80.215    0.77323    0.99887E-01           D007100400226 
0.87100     1.9000     89.726    0.53006    0.99887E-01           D007100400227 
0.87100     1.9000     105.22    0.49103    0.14983               D007100400228 
0.87100     1.9000     119.38    0.55101    0.11697               D007100400229 
0.87100     1.9000     134.62    0.77834    0.11697               D007100400230 
0.87100     1.9000     150.00    0.85583    0.11653               D007100400231 
0.87100     1.9000     159.83    0.91276    0.13318               D007100400232 
0.87100     2.1000     80.830    0.92148    0.99499E-01           D007100400233 
0.87100     2.1000     91.046    0.57854    0.11615               D007100400234 
0.87100     2.1000     105.48    0.35516    0.99924E-01           D007100400235 
0.87100     2.1000     120.31    0.36535    0.99924E-01           D007100400236 
0.87100     2.1000     135.56    0.57582    0.11658               D007100400237 
0.87100     2.1000     150.69    0.91952    0.13323               D007100400238 
0.87100     2.1000     160.77     1.3764    0.11658               D007100400239 
0.87100     2.2000     79.910     1.2132    0.12893               D007100400240 
0.87100     2.2000     89.456    0.92912    0.14545               D007100400241 
0.87100     2.2000     104.67    0.53589    0.11322               D007100400242 
0.87100     2.2000     119.62    0.41664    0.12853               D007100400243 
0.87100     2.2000     134.19    0.70029    0.11281               D007100400244 
0.87100     2.2000     149.80     1.1781    0.12893               D007100400245 
0.87100     2.2000     160.09     1.4106    0.11281               D007100400246 
0.87100     2.3000     80.330     1.4199    0.11698               D007100400247 
0.87100     2.3000     90.570     1.0435    0.11657               D007100400248 
0.87100     2.3000     105.13    0.67006    0.10033               D007100400249 
0.87100     2.3000     119.96    0.68002    0.99917E-01           D007100400250 
0.87100     2.3000     135.15    0.97349    0.11657               D007100400251 
0.87100     2.3000     150.80     1.4339    0.83264E-01           D007100400252 
0.87100     2.3000     160.64     1.4905    0.13322               D007100400253 
 3.0550     1.4000     80.529     1.1084    0.10997               D007100400254 
 3.0550     1.4000     89.985    0.85291    0.11036               D007100400255 
 3.0550     1.4000     105.22    0.85614    0.12607               D007100400256 
 3.0550     1.4000     120.09    0.98467    0.10997               D007100400257 
 3.0550     1.4000     134.94     1.1446    0.12568               D007100400258 
 3.0550     1.4000     150.04     1.4306    0.12607               D007100400259 
 3.0550     1.4000     159.86     1.7101    0.10997               D007100400260 
 3.0550     1.6000     80.268    0.97444    0.11035               D007100400261 
 3.0550     1.6000     90.277    0.86084    0.12611               D007100400262 
 3.0550     1.6000     105.58    0.73812    0.10996               D007100400263 
 3.0550     1.6000     120.48    0.80418    0.12611               D007100400264 
 3.0550     1.6000     135.49     1.2647    0.12611               D007100400265 
 3.0550     1.6000     150.38     1.9933    0.14187               D007100400266 
 3.0550     1.6000     160.48     2.3214    0.14148               D007100400267 
 3.0550     1.7000     80.259    0.98807    0.12493               D007100400268 
 3.0550     1.7000     90.021    0.75043    0.14094               D007100400269 
 3.0550     1.7000     105.25    0.76976    0.10932               D007100400270 
 3.0550     1.7000     120.02     1.1010    0.12493               D007100400271 
 3.0550     1.7000     135.26     1.7142    0.14055               D007100400272 
 3.0550     1.7000     150.22     2.8895    0.15617               D007100400273 
 3.0550     1.7000     160.48     3.5276    0.12493               D007100400274 
 3.0550     1.8000     80.527     1.5379    0.10828               D007100400275 
 3.0550     1.8000     90.555     1.3962    0.92809E-01           D007100400276 
 3.0550     1.8000     105.61     1.1682    0.10868               D007100400277 
 3.0550     1.8000     120.53     1.1877    0.92809E-01           D007100400278 
 3.0550     1.8000     135.33     1.4238    0.12374               D007100400279 
 3.0550     1.8000     150.56     2.0319    0.92809E-01           D007100400280 
 3.0550     1.8000     160.53     2.6021    0.92809E-01           D007100400281 
 3.0550     1.9000     80.329     1.4716    0.11178               D007100400282 
 3.0550     1.9000     90.516     1.0074    0.11137               D007100400283 
 3.0550     1.9000     105.62    0.66111    0.12728               D007100400284 
 3.0550     1.9000     120.31    0.52124    0.11137               D007100400285 
 3.0550     1.9000     135.45    0.73222    0.12687               D007100400286 
 3.0550     1.9000     150.44     1.2137    0.11096               D007100400287 
 3.0550     1.9000     160.46     1.7045    0.12728               D007100400288 
 3.0550     2.1000     80.185     1.5121    0.12510               D007100400289 
 3.0550     2.1000     90.584     1.2445    0.10912               D007100400290 
 3.0550     2.1000     105.34    0.96684    0.12510               D007100400291 
 3.0550     2.1000     120.74     1.2671    0.14029               D007100400292 
 3.0550     2.1000     135.35     1.9095    0.12471               D007100400293 
 3.0550     2.1000     150.84     3.2705    0.18706               D007100400294 
 3.0550     2.1000     161.19     4.9526    0.12431               D007100400295 
 3.0550     2.2000     80.574    0.84217    0.10870               D007100400296 
 3.0550     2.2000     90.631    0.63728    0.12422               D007100400297 
 3.0550     2.2000     105.57    0.60943    0.10909               D007100400298 
 3.0550     2.2000     120.62     1.0012    0.10870               D007100400299 
 3.0550     2.2000     135.65     1.4086    0.13936               D007100400300 
 3.0550     2.2000     150.80     2.8260    0.15489               D007100400301 
 3.0550     2.2000     160.87     3.8486    0.14014               D007100400302 
 3.0550     2.3000     80.589    0.96570    0.93294E-01           D007100400303 
 3.0550     2.3000     90.643    0.75946    0.10929               D007100400304 
 3.0550     2.3000     106.00    0.52855    0.78066E-01           D007100400305 
 3.0550     2.3000     120.87    0.64076    0.14052               D007100400306 
 3.0550     2.3000     136.03    0.80018    0.10929               D007100400307 
 3.0550     2.3000     150.99     1.3812    0.14052               D007100400308 
 3.0550     2.3000     161.37     2.4095    0.17175               D007100400309 
 3.8420     1.4000     80.395     3.5516    0.12491               D007100400310 
 3.8420     1.4000     90.124     3.2199    0.12491               D007100400311 
 3.8420     1.4000     104.96     2.5351    0.14091               D007100400312 
 3.8420     1.4000     119.94     2.1943    0.15614               D007100400313 
 3.8420     1.4000     135.10     1.4943    0.14053               D007100400314 
 3.8420     1.4000     150.14     1.0286    0.10930               D007100400315 
 3.8420     1.4000     160.42     1.4631    0.12491               D007100400316 
 3.8420     1.6000     80.853     2.1279    0.21453               D007100400317 
 3.8420     1.6000     90.484     1.8745    0.21604               D007100400318 
 3.8420     1.6000     105.58     1.9729    0.24604               D007100400319 
 3.8420     1.6000     120.37     2.1014    0.24604               D007100400320 
 3.8420     1.6000     135.55     1.8615    0.21529               D007100400321 
 3.8420     1.6000     150.64     2.0215    0.21529               D007100400322 
 3.8420     1.6000     160.61     1.6458    0.24680               D007100400323 
 3.8420     1.7000     80.993     2.0010    0.78316E-01           D007100400324 
 3.8420     1.7000     90.834     2.0761    0.78316E-01           D007100400325 
 3.8420     1.7000     105.45     2.4864    0.12531               D007100400326 
 3.8420     1.7000     120.74     2.7878    0.12492               D007100400327 
 3.8420     1.7000     135.47     2.9475    0.14136               D007100400328 
 3.8420     1.7000     150.65     2.8412    0.12531               D007100400329 
 3.8420     1.7000     160.64     2.6188    0.12531               D007100400330 
 3.8420     1.8000     81.086     2.3155    0.10930               D007100400331 
 3.8420     1.8000     90.866     2.5153    0.78070E-01           D007100400332 
 3.8420     1.8000     105.90     2.7060    0.10930               D007100400333 
 3.8420     1.8000     120.35     2.8178    0.10930               D007100400334 
 3.8420     1.8000     135.72     2.9465    0.14091               D007100400335 
 3.8420     1.8000     150.93     2.7781    0.14053               D007100400336 
 3.8420     1.8000     160.95     2.4782    0.93684E-01           D007100400337 
 3.8420     1.9000     80.705     1.9951    0.94563E-01           D007100400338 
 3.8420     1.9000     90.366     2.4640    0.94934E-01           D007100400339 
 3.8420     1.9000     105.62     2.8608    0.18950               D007100400340 
 3.8420     1.9000     120.54     3.2887    0.17337               D007100400341 
 3.8420     1.9000     135.73     3.1493    0.15798               D007100400342 
 3.8420     1.9000     150.90     3.0571    0.15761               D007100400343 
 3.8420     1.9000     160.73     2.4855    0.11069               D007100400344 
 3.8420     2.1000     80.712     3.4805    0.14052               D007100400345 
 3.8420     2.1000     90.849     4.2733    0.14052               D007100400346 
 3.8420     2.1000     105.78     4.7123    0.18772               D007100400347 
 3.8420     2.1000     120.91     4.6829    0.17175               D007100400348 
 3.8420     2.1000     135.83     4.4658    0.14088               D007100400349 
 3.8420     2.1000     151.02     4.3115    0.12491               D007100400350 
 3.8420     2.1000     161.03     4.0106    0.12491               D007100400351 
 3.8420     2.2000     80.726     2.9952    0.14055               D007100400352 
 3.8420     2.2000     90.761     3.3650    0.15617               D007100400353 
 3.8420     2.2000     105.94     3.9746    0.17211               D007100400354 
 3.8420     2.2000     120.76     3.9745    0.14055               D007100400355 
 3.8420     2.2000     135.78     3.4746    0.12494               D007100400356 
 3.8420     2.2000     150.89     3.4904    0.18740               D007100400357 
 3.8420     2.2000     160.79     3.4539    0.14055               D007100400358 
 3.8420     2.3000     81.288     2.9633    0.14142               D007100400359 
 3.8420     2.3000     91.384     3.1934    0.14142               D007100400360 
 3.8420     2.3000     106.19     3.2082    0.15713               D007100400361 
 3.8420     2.3000     121.32     3.1918    0.14111               D007100400362 
 3.8420     2.3000     135.74     2.6246    0.12601               D007100400363 
 3.8420     2.3000     150.76     2.0894    0.14172               D007100400364 
 3.8420     2.3000     160.93     2.1310    0.18886               D007100400365 
 4.5530     1.4000     80.116     1.0203    0.15616               D007100400366 
 4.5530     1.4000     90.256     1.6432    0.21903               D007100400367 
 4.5530     1.4000     105.22     1.8663    0.20342               D007100400368 
 4.5530     1.4000     120.15     2.7299    0.24986               D007100400369 
 4.5530     1.4000     135.13     2.9217    0.26547               D007100400370 
 4.5530     1.4000     150.30     2.7387    0.28109               D007100400371 
 4.5530     1.4000     160.43     2.1896    0.21862               D007100400372 
 4.5530     1.6000     80.291    0.64199    0.12630               D007100400373 
 4.5530     1.6000     90.394     1.3173    0.17350               D007100400374 
 4.5530     1.6000     105.56     1.1493    0.18881               D007100400375 
 4.5530     1.6000     120.44     1.5163    0.18924               D007100400376 
 4.5530     1.6000     135.40     1.7417    0.22071               D007100400377 
 4.5530     1.6000     150.48     1.7311    0.20455               D007100400378 
 4.5530     1.6000     160.72     1.5563    0.18881               D007100400379 
 4.5530     1.7000     80.478    0.86618    0.14096               D007100400380 
 4.5530     1.7000     90.484     1.1463    0.17228               D007100400381 
 4.5530     1.7000     105.33    0.99408    0.12571               D007100400382 
 4.5530     1.7000     120.32     1.1556    0.15704               D007100400383 
 4.5530     1.7000     135.39     1.7560    0.17270               D007100400384 
 4.5530     1.7000     150.54     1.6042    0.18794               D007100400385 
 4.5530     1.7000     160.30     1.1943    0.17270               D007100400386 
 4.5530     1.8000     80.784    0.87964    0.12768               D007100400387 
 4.5530     1.8000     90.481     1.1647    0.20791               D007100400388 
 4.5530     1.8000     105.63     1.0261    0.14407               D007100400389 
 4.5530     1.8000     120.67     1.0950    0.14407               D007100400390 
 4.5530     1.8000     135.65     1.2756    0.12811               D007100400391 
 4.5530     1.8000     150.57     1.5679    0.19195               D007100400392 
 4.5530     1.8000     160.68     1.0550    0.14364               D007100400393 
 4.5530     1.9000     80.565     1.1823    0.17017               D007100400394 
 4.5530     1.9000     90.586     1.4281    0.13923               D007100400395 
 4.5530     1.9000     105.69     1.3712    0.15470               D007100400396 
 4.5530     1.9000     120.52     1.2520    0.15512               D007100400397 
 4.5530     1.9000     135.37     1.1019    0.15512               D007100400398 
 4.5530     1.9000     150.48     1.0450    0.15470               D007100400399 
 4.5530     1.9000     160.35    0.99650    0.17059               D007100400400 
 4.5530     2.1000     81.192     2.2503    0.17289               D007100400401 
 4.5530     2.1000     90.694     1.7594    0.15803               D007100400402 
 4.5530     2.1000     105.67     1.9389    0.20530               D007100400403 
 4.5530     2.1000     120.87     1.7244    0.15758               D007100400404 
 4.5530     2.1000     135.80     1.4307    0.14182               D007100400405 
 4.5530     2.1000     150.75     1.0898    0.17379               D007100400406 
 4.5530     2.1000     160.99    0.94693    0.17334               D007100400407 
 4.5530     2.2000     81.011    0.96800    0.15659               D007100400408 
 4.5530     2.2000     90.780     1.1069    0.12492               D007100400409 
 4.5530     2.2000     105.86     1.0972    0.14054               D007100400410 
 4.5530     2.2000     120.91     1.1499    0.15615               D007100400411 
 4.5530     2.2000     135.68     1.1396    0.15615               D007100400412 
 4.5530     2.2000     150.87    0.94248    0.23423               D007100400413 
 4.5530     2.3000     81.278     1.0053    0.15864               D007100400414 
 4.5530     2.3000     91.053     1.1312    0.14324               D007100400415 
 4.5530     2.3000     105.97    0.86794    0.17497               D007100400416 
 4.5530     2.3000     121.12     1.2877    0.15911               D007100400417 
 4.5530     2.3000     135.85     1.3576    0.15864               D007100400418 
 4.5530     2.3000     150.69     1.2212    0.17451               D007100400419 
ENDDATA            405          0                                 D007100400420 
ENDSUBENT          419          0                                 D007100499999 
SUBENT        D0071005   20040203                             0000D007100500001 
BIB                  3          5                                 D007100500002 
REACTION   (9-F-19(D,A)8-O-17,PAR,DA)                             D007100500003 
ERR-ANALYS (ANG-ERR-D)  Digitizing error                          D007100500004 
           (DATA-ERR) Experimental error                          D007100500005 
STATUS     (CURVE) fig. 6 The data are given as function of       D007100500006 
           the angle                                              D007100500007 
ENDBIB               5          0                                 D007100500008 
COMMON               4          3                                 D007100500009 
E-LVL-MIN  E-LVL-MAX  ANG-ERR-D  ERR-DIG                          D007100500010 
MEV        MEV        ADEG       MB/SR                            D007100500011 
 5.085      5.216       0.5         0.01                          D007100500012 
ENDCOMMON            3          0                                 D007100500013 
DATA                 4         53                                 D007100500014 
EN         ANG        DATA       DATA-ERR                         D007100500015 
MEV        ADEG       MB/SR      MB/SR                            D007100500016 
 1.4000     90.458     2.7419    0.43797                          D007100500017 
 1.4000     105.21     2.5324    0.37468                          D007100500018 
 1.4000     120.39     3.0427    0.31224                          D007100500019 
 1.4000     135.25     3.5834    0.34430                          D007100500020 
 1.4000     150.10     3.0304    0.28185                          D007100500021 
 1.4000     160.04     2.4952    0.37468                          D007100500022 
 1.6000     80.784     2.9827    0.35123                          D007100500023 
 1.6000     90.468     3.4258    0.38403                          D007100500024 
 1.6000     105.63     4.0123    0.31930                          D007100500025 
 1.6000     120.50     4.5022    0.41509                          D007100500026 
 1.6000     135.31     5.2475    0.54368                          D007100500027 
 1.6000     150.38     5.0030    0.38316                          D007100500028 
 1.6000     159.97     3.4966    0.47982                          D007100500029 
 1.7000     80.882     4.7610    0.51954                          D007100500030 
 1.7000     90.912     5.0336    0.58151                          D007100500031 
 1.7000     105.87     5.1977    0.61122                          D007100500032 
 1.7000     120.41     5.7888    0.55181                          D007100500033 
 1.7000     135.65     4.9444    0.39729                          D007100500034 
 1.7000     150.60     5.1390    0.45927                          D007100500035 
 1.7000     160.32     4.3404    0.27590                          D007100500036 
 1.8000     81.183     3.9057    0.14167                          D007100500037 
 1.8000     91.155     4.1562    0.21994                          D007100500038 
 1.8000     105.78     4.2873    0.15741                          D007100500039 
 1.8000     120.57     4.1350    0.18933                          D007100500040 
 1.8000     135.52     4.2351    0.11019                          D007100500041 
 1.8000     150.86     4.1781    0.25185                          D007100500042 
 1.8000     160.46     3.9870    0.18933                          D007100500043 
 1.9000     81.118     4.0213    0.33691                          D007100500044 
 1.9000     91.199     4.1108    0.36575                          D007100500045 
 1.9000     106.09     4.5195    0.42771                          D007100500046 
 1.9000     120.80     4.4996    0.45912                          D007100500047 
 1.9000     136.28     4.9711    0.51936                          D007100500048 
 1.9000     150.64     4.0024    0.24526                          D007100500049 
 1.9000     160.85     2.5635    0.33520                          D007100500050 
 2.1000     81.230     5.7950    0.30839                          D007100500051 
 2.1000     90.615     5.0807    0.37093                          D007100500052 
 2.1000     105.47     4.5360    0.27841                          D007100500053 
 2.1000     120.61     4.0230    0.27755                          D007100500054 
 2.1000     135.76     4.6211    0.33923                          D007100500055 
 2.1000     150.93     4.0156    0.43089                          D007100500056 
 2.1000     160.29     4.5357    0.27841                          D007100500057 
 2.2000     81.240     2.5576    0.34886                          D007100500058 
 2.2000     90.829     3.3162    0.44400                          D007100500059 
 2.2000     105.83     4.4402    0.50743                          D007100500060 
 2.2000     121.06     3.6286    0.50743                          D007100500061 
 2.2000     135.76     4.7517    0.50834                          D007100500062 
 2.2000     150.89     4.2890    0.44400                          D007100500063 
 2.3000     81.253     4.0233    0.30938                          D007100500064 
 2.3000     90.982     4.2689    0.40220                          D007100500065 
 2.3000     105.89     3.5390    0.40220                          D007100500066 
 2.3000     121.08     3.9866    0.46407                          D007100500067 
 2.3000     135.69     4.2777    0.40310                          D007100500068 
 2.3000     151.02     4.2302    0.43314                          D007100500069 
ENDDATA             55          0                                 D007100500070 
ENDSUBENT           69          0                                 D007100599999 
SUBENT        D0071006   20040203                             0000D007100600001 
BIB                  3          3                                 D007100600002 
REACTION   (9-F-19(D,A)8-O-17,PAR,SIG)                            D007100600003 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          D007100600004 
STATUS     (CURVE) fig. 3                                         D007100600005 
ENDBIB               3          0                                 D007100600006 
COMMON               2          3                                 D007100600007 
EN-ERR-DIG ERR-DIG                                                D007100600008 
MEV        MB                                                     D007100600009 
 0.002        0.01                                                D007100600010 
ENDCOMMON            3          0                                 D007100600011 
DATA                 3         16                                 D007100600012 
E-LVL      EN         DATA                                        D007100600013 
MEV        MEV        MB                                          D007100600014 
 0.0000     1.1004     5.4106                                     D007100600015 
 0.0000     1.2551     8.5394                                     D007100600016 
 0.0000     1.3518     8.8744                                     D007100600017 
 0.0000     1.4040     10.741                                     D007100600018 
 0.0000     1.6056     20.827                                     D007100600019 
 0.0000     1.7027     27.257                                     D007100600020 
 0.0000     1.8051     28.751                                     D007100600021 
 0.0000     1.9049     28.933                                     D007100600022 
 0.871      1.1011     3.6361                                     D007100600023 
 0.871      1.2564     5.6848                                     D007100600024 
 0.871      1.3559     6.6379                                     D007100600025 
 0.871      1.4052     8.0403                                     D007100600026 
 0.871      1.6001     19.128                                     D007100600027 
 0.871      1.7025     20.622                                     D007100600028 
 0.871      1.8131     17.720                                     D007100600029 
 0.871      1.9086     13.811                                     D007100600030 
ENDDATA             18          0                                 D007100600031 
ENDSUBENT           30          0                                 D007100699999 
ENDENTRY             6          0                                 D007199999999 
