ENTRY            D0154   20040326                             0000D015400000001 
 0.0000    0.96768    0.54717E-01                                 D015400200040 
 0.0000    0.98284    0.55960E-01                                 D015400200041 
 0.0000    0.98882    0.61770E-01                                 D015400200042 
 0.0000    0.99862    0.67603E-01                                 D015400200043 
 0.0000     1.0126    0.66914E-01                                 D015400200044 
 0.0000     1.0197    0.75041E-01                                 D015400200045 
 0.0000     1.0326    0.72805E-01                                 D015400200046 
 0.0000     1.0438    0.75565E-01                                 D015400200047 
 0.0000     1.0586    0.82967E-01                                 D015400200048 
 0.0000     1.0726    0.82662E-01                                 D015400200049 
 0.0000     1.0825    0.86185E-01                                 D015400200050 
 0.0000     1.0909    0.94320E-01                                 D015400200051 
 0.0000     1.1008    0.98998E-01                                 D015400200052 
 0.0000     1.1147    0.99848E-01                                 D015400200053 
 0.0000     1.1206    0.10681                                     D015400200054 
 0.0000     1.1347    0.10535                                     D015400200055 
 0.0000     1.1502    0.10044                                     D015400200056 
 0.0000     1.1631    0.98202E-01                                 D015400200057 
 0.0000     1.1717    0.10287                                     D015400200058 
 0.0000     1.1833    0.99473E-01                                 D015400200059 
 0.0000     1.1949    0.96844E-01                                 D015400200060 
 0.0000     1.2036    0.10036                                     D015400200061 
 0.0000     1.2083    0.10501                                     D015400200062 
 0.0000     1.2195    0.10969                                     D015400200063 
 0.0000     1.2304    0.11746                                     D015400200064 
 0.0000     1.2396    0.11366                                     D015400200065 
 0.0000     1.2521    0.11566                                     D015400200066 
 0.0000     1.2607    0.11994                                     D015400200067 
 0.0000     1.2720    0.12270                                     D015400200068 
 0.0000     1.2793    0.12852                                     D015400200069 
 0.0000     1.2910    0.12320                                     D015400200070 
 0.0000     1.2979    0.13441                                     D015400200071 
 0.0000     1.3091    0.13832                                     D015400200072 
 0.0000     1.3204    0.14070                                     D015400200073 
 0.0000     1.3308    0.13729                                     D015400200074 
 0.0000     1.3407    0.14120                                     D015400200075 
 0.0000     1.3504    0.14780                                     D015400200076 
 0.0000     1.3588    0.15594                                     D015400200077 
 0.0000     1.3694    0.14907                                     D015400200078 
 0.0000     1.3784    0.14719                                     D015400200079 
 0.0000     1.3924    0.14766                                     D015400200080 
 0.0000     1.4017    0.13962                                     D015400200081 
 0.0000     1.4099    0.15161                                     D015400200082 
 0.0000     1.4208    0.14012                                     D015400200083 
 0.0000     1.4302    0.15134                                     D015400200084 
 0.0000     1.4387    0.15755                                     D015400200085 
 0.0000     1.4553    0.15611                                     D015400200086 
 0.0000     1.4585    0.16575                                     D015400200087 
 0.0000     1.4702    0.16158                                     D015400200088 
 0.0000     1.4772    0.17202                                     D015400200089 
 0.0000     1.4925    0.17018                                     D015400200090 
 0.0000     1.4982    0.18061                                     D015400200091 
 0.0000     1.5124    0.17685                                     D015400200092 
 0.0000     1.5206    0.18767                                     D015400200093 
 0.0000     1.5298    0.18349                                     D015400200094 
 0.0000     1.5410    0.18702                                     D015400200095 
 0.0000     1.5492    0.17706                                     D015400200096 
 0.0000     1.5588    0.18635                                     D015400200097 
 0.0000     1.5706    0.18103                                     D015400200098 
 0.0000     1.5805    0.18417                                     D015400200099 
 0.0000     1.5944    0.18540                                     D015400200100 
 0.0000     1.6031    0.18892                                     D015400200101 
 0.0000     1.6100    0.18087                                     D015400200102 
 0.0000     1.6168    0.19362                                     D015400200103 
 0.0000     1.6310    0.18908                                     D015400200104 
 0.0000     1.6363    0.20606                                     D015400200105 
 0.0000     1.6486    0.21267                                     D015400200106 
 0.0000     1.6570    0.22042                                     D015400200107 
 0.0000     1.6669    0.22548                                     D015400200108 
 0.0000     1.6775    0.21784                                     D015400200109 
 0.0000     1.6888    0.22022                                     D015400200110 
 0.0000     1.6995    0.23183                                     D015400200111 
 0.0000     1.7107    0.23498                                     D015400200112 
 0.0000     1.7220    0.23697                                     D015400200113 
 0.0000     1.7294    0.24125                                     D015400200114 
 0.0000     1.7387    0.23399                                     D015400200115 
 0.0000     1.7471    0.24174                                     D015400200116 
 0.0000     1.7550    0.23793                                     D015400200117 
 0.0000     1.7700    0.24187                                     D015400200118 
 0.0000     1.7786    0.24615                                     D015400200119 
 0.0000     1.7878    0.24158                                     D015400200120 
 0.0000     1.7977    0.24472                                     D015400200121 
 0.0000     1.8081    0.24132                                     D015400200122 
 0.0000     1.8166    0.24791                                     D015400200123 
 0.0000     1.8330    0.24955                                     D015400200124 
 0.0000     1.8370    0.24533                                     D015400200125 
 0.0000     1.8481    0.25117                                     D015400200126 
 0.0000     1.8625    0.24510                                     D015400200127 
 0.0000     1.8656    0.23626                                     D015400200128 
 0.0000     1.8834    0.23559                                     D015400200129 
 0.0000     1.8840    0.22520                                     D015400200130 
 0.0000     1.8996    0.21989                                     D015400200131 
 0.0000     1.9013    0.21297                                     D015400200132 
 0.0000     1.9107    0.20494                                     D015400200133 
 0.0000     1.9212    0.19884                                     D015400200134 
 0.0000     1.9321    0.18812                                     D015400200135 
 0.0000     1.9390    0.17815                                     D015400200136 
  0.870     1.0051    0.29286E-01                                 D015400200137 
  0.870     1.0093    0.25164E-01                                 D015400200138 
  0.870     1.0218    0.27786E-01                                 D015400200139 
  0.870     1.0272    0.23991E-01                                 D015400200140 
  0.870     1.0410    0.25345E-01                                 D015400200141 
  0.870     1.0496    0.28583E-01                                 D015400200142 
  0.870     1.0633    0.30894E-01                                 D015400200143 
  0.870     1.0773    0.30337E-01                                 D015400200144 
  0.870     1.0913    0.29460E-01                                 D015400200145 
  0.870     1.1028    0.27932E-01                                 D015400200146 
  0.870     1.1119    0.26070E-01                                 D015400200147 
  0.870     1.1296    0.25853E-01                                 D015400200148 
  0.870     1.1421    0.27838E-01                                 D015400200149 
  0.870     1.1505    0.33307E-01                                 D015400200150 
  0.870     1.1585    0.28888E-01                                 D015400200151 
  0.870     1.1736    0.29932E-01                                 D015400200152 
  0.870     1.1887    0.30656E-01                                 D015400200153 
  0.870     1.1993    0.39964E-01                                 D015400200154 
  0.870     1.2120    0.40037E-01                                 D015400200155 
  0.870     1.2190    0.46136E-01                                 D015400200156 
  0.870     1.2329    0.46216E-01                                 D015400200157 
  0.870     1.2398    0.54228E-01                                 D015400200158 
  0.870     1.2602    0.52431E-01                                 D015400200159 
  0.870     1.2713    0.56003E-01                                 D015400200160 
  0.870     1.2771    0.61776E-01                                 D015400200161 
  0.870     1.2925    0.59951E-01                                 D015400200162 
  0.870     1.2984    0.64768E-01                                 D015400200163 
  0.870     1.3078    0.59400E-01                                 D015400200164 
  0.870     1.3192    0.58828E-01                                 D015400200165 
  0.870     1.3319    0.58263E-01                                 D015400200166 
  0.870     1.3411    0.54489E-01                                 D015400200167 
  0.870     1.3498    0.57408E-01                                 D015400200168 
  0.870     1.3589    0.53953E-01                                 D015400200169 
  0.870     1.3717    0.52751E-01                                 D015400200170 
  0.870     1.3844    0.52823E-01                                 D015400200171 
  0.870     1.3996    0.52273E-01                                 D015400200172 
  0.870     1.4093    0.57431E-01                                 D015400200173 
  0.870     1.4232    0.57510E-01                                 D015400200174 
  0.870     1.4398    0.56011E-01                                 D015400200175 
  0.870     1.4496    0.60213E-01                                 D015400200176 
  0.870     1.4600    0.57402E-01                                 D015400200177 
  0.870     1.4740    0.56526E-01                                 D015400200178 
  0.870     1.4894    0.54700E-01                                 D015400200179 
  0.870     1.5022    0.52542E-01                                 D015400200180 
  0.870     1.5125    0.50687E-01                                 D015400200181 
  0.870     1.5196    0.56787E-01                                 D015400200182 
  0.870     1.5288    0.52694E-01                                 D015400200183 
  0.870     1.5428    0.51818E-01                                 D015400200184 
  0.870     1.5528    0.53788E-01                                 D015400200185 
  0.870     1.5606    0.50963E-01                                 D015400200186 
  0.870     1.5719    0.52622E-01                                 D015400200187 
  0.870     1.5761    0.48500E-01                                 D015400200188 
  0.870     1.5914    0.47631E-01                                 D015400200189 
  0.870     1.6000    0.50232E-01                                 D015400200190 
  0.870     1.6126    0.50623E-01                                 D015400200191 
  0.870     1.6198    0.55447E-01                                 D015400200192 
  0.870     1.6337    0.56165E-01                                 D015400200193 
  0.870     1.6414    0.54296E-01                                 D015400200194 
  0.870     1.6487    0.58483E-01                                 D015400200195 
  0.870     1.6634    0.63032E-01                                 D015400200196 
  0.870     1.6705    0.69450E-01                                 D015400200197 
  0.870     1.6799    0.77476E-01                                 D015400200198 
  0.870     1.6882    0.83583E-01                                 D015400200199 
  0.870     1.7012    0.93543E-01                                 D015400200200 
  0.870     1.7071    0.98997E-01                                 D015400200201 
  0.870     1.7203    0.10641                                     D015400200202 
  0.870     1.7277    0.12271                                     D015400200203 
  0.870     1.7401    0.12597                                     D015400200204 
  0.870     1.7493    0.13623                                     D015400200205 
  0.870     1.7585    0.14649                                     D015400200206 
  0.870     1.7721    0.15071                                     D015400200207 
  0.870     1.7813    0.16065                                     D015400200208 
  0.870     1.7906    0.17059                                     D015400200209 
  0.870     1.8028    0.17544                                     D015400200210 
  0.870     1.8114    0.17868                                     D015400200211 
  0.870     1.8251    0.18099                                     D015400200212 
  0.870     1.8415    0.18172                                     D015400200213 
  0.870     1.8533    0.17701                                     D015400200214 
  0.870     1.8615    0.17099                                     D015400200215 
  0.870     1.8710    0.16340                                     D015400200216 
  0.870     1.8803    0.15867                                     D015400200217 
  0.870     1.8936    0.15204                                     D015400200218 
  0.870     1.8983    0.14187                                     D015400200219 
  0.870     1.9089    0.13683                                     D015400200220 
  0.870     1.9194    0.13306                                     D015400200221 
  0.870     1.9313    0.12675                                     D015400200222 
  0.870     1.9393    0.12297                                     D015400200223 
ENDDATA            211          0                                 D015400200224 
ENDSUBENT          223          0                                 D015400299999 
SUBENT        D0154003   20040326                             0000D015400300001 
BIB                  3          5                                 D015400300002 
REACTION   (3-LI-6(D,A)2-HE-4,PAR,DA)                             D015400300003 
SAMPLE     LiF target on tantalum backing containing 9.3 mu-g/cm2 D015400300004 
           19F was used for registration Alpha0 particles         D015400300005 
           registration below 1.5 MeV                             D015400300006 
STATUS     (CURVE) fig.5                                          D015400300007 
ENDBIB               5          0                                 D015400300008 
COMMON               1          3                                 D015400300009 
E-LVL                                                             D015400300010 
MEV                                                               D015400300011 
 0.                                                               D015400300012 
ENDCOMMON            3          0                                 D015400300013 
DATA                 2        136                                 D015400300014 
EN         DATA                                                   D015400300015 
MEV        MB/SR                                                  D015400300016 
0.41078     4.7985                                                D015400300017 
0.42771     4.7817                                                D015400300018 
0.43951     5.0713                                                D015400300019 
0.44965     5.2247                                                D015400300020 
0.45977     5.4461                                                D015400300021 
0.46827     5.2420                                                D015400300022 
0.47840     5.3613                                                D015400300023 
0.49357     5.7701                                                D015400300024 
0.49701     5.4638                                                D015400300025 
0.51394     5.4640                                                D015400300026 
0.52239     5.5663                                                D015400300027 
0.52742     5.8387                                                D015400300028 
0.53929     5.7368                                                D015400300029 
0.55284     5.7371                                                D015400300030 
0.56805     5.8735                                                D015400300031 
0.57824     5.6864                                                D015400300032 
0.58838     5.7717                                                D015400300033 
0.60193     5.7379                                                D015400300034 
0.61884     5.9084                                                D015400300035 
0.62907     5.4490                                                D015400300036 
0.63919     5.7045                                                D015400300037 
0.65106     5.5685                                                D015400300038 
0.66117     5.8580                                                D015400300039 
0.67307     5.5689                                                D015400300040 
0.67819     5.3137                                                D015400300041 
0.69342     5.3480                                                D015400300042 
0.69845     5.6714                                                D015400300043 
0.71712     5.3994                                                D015400300044 
0.73236     5.3827                                                D015400300045 
0.73581     5.0083                                                D015400300046 
0.75102     5.1277                                                D015400300047 
0.76454     5.2811                                                D015400300048 
0.76960     5.3833                                                D015400300049 
0.77980     5.1452                                                D015400300050 
0.78999     4.9581                                                D015400300051 
0.80014     5.0434                                                D015400300052 
0.81370     4.9585                                                D015400300053 
0.81875     5.1118                                                D015400300054 
0.83233     4.8908                                                D015400300055 
0.84082     4.7717                                                D015400300056 
0.85266     4.8230                                                D015400300057 
0.86961     4.7042                                                D015400300058 
0.87978     4.6192                                                D015400300059 
0.89333     4.6024                                                D015400300060 
0.89669     4.7387                                                D015400300061 
0.91363     4.7219                                                D015400300062 
0.92043     4.5178                                                D015400300063 
0.92892     4.3988                                                D015400300064 
0.94755     4.3140                                                D015400300065 
0.95943     4.1780                                                D015400300066 
0.97636     4.1953                                                D015400300067 
0.97808     4.0252                                                D015400300068 
0.99163     3.9913                                                D015400300069 
 1.0035     4.0426                                                D015400300070 
 1.0136     4.1109                                                D015400300071 
 1.0306     3.9920                                                D015400300072 
 1.0424     3.8901                                                D015400300073 
 1.0543     3.9073                                                D015400300074 
 1.0627     3.9926                                                D015400300075 
 1.0746     3.8055                                                D015400300076 
 1.0848     3.9078                                                D015400300077 
 1.1000     3.7038                                                D015400300078 
 1.1136     3.6700                                                D015400300079 
 1.1187     3.5510                                                D015400300080 
 1.1288     3.7213                                                D015400300081 
 1.1440     3.7556                                                D015400300082 
 1.1559     3.6707                                                D015400300083 
 1.1711     3.7391                                                D015400300084 
 1.1780     3.4158                                                D015400300085 
 1.1932     3.3820                                                D015400300086 
 1.1999     3.6374                                                D015400300087 
 1.2135     3.6377                                                D015400300088 
 1.2152     3.4505                                                D015400300089 
 1.2271     3.4507                                                D015400300090 
 1.2423     3.3999                                                D015400300091 
 1.2542     3.3320                                                D015400300092 
 1.2643     3.4853                                                D015400300093 
 1.2796     3.3154                                                D015400300094 
 1.2914     3.4858                                                D015400300095 
 1.2999     3.3157                                                D015400300096 
 1.3151     3.2139                                                D015400300097 
 1.3320     3.3674                                                D015400300098 
 1.3423     3.0271                                                D015400300099 
 1.3456     3.2144                                                D015400300100 
 1.3574     3.2827                                                D015400300101 
 1.3727     3.3000                                                D015400300102 
 1.3812     2.9427                                                D015400300103 
 1.3880     2.8066                                                D015400300104 
 1.4015     2.9260                                                D015400300105 
 1.4117     2.6708                                                D015400300106 
 1.4202     2.4327                                                D015400300107 
 1.4304     2.5520                                                D015400300108 
 1.4456     2.5012                                                D015400300109 
 1.4592     2.3483                                                D015400300110 
 1.4693     2.4846                                                D015400300111 
 1.4777     2.7230                                                D015400300112 
 1.4930     2.6722                                                D015400300113 
 1.4998     2.5532                                                D015400300114 
 1.5100     2.4853                                                D015400300115 
 1.5235     2.5196                                                D015400300116 
 1.5337     2.3495                                                D015400300117 
 1.5388     2.1283                                                D015400300118 
 1.5506     2.2136                                                D015400300119 
 1.5608     2.4181                                                D015400300120 
 1.5726     2.1630                                                D015400300121 
 1.5811     2.3503                                                D015400300122 
 1.5946     2.3506                                                D015400300123 
 1.6014     2.1124                                                D015400300124 
 1.6184     2.1807                                                D015400300125 
 1.6319     2.2831                                                D015400300126 
 1.6404     2.1811                                                D015400300127 
 1.6539     2.0792                                                D015400300128 
 1.6607     2.2836                                                D015400300129 
 1.6675     2.1305                                                D015400300130 
 1.6827     2.2329                                                D015400300131 
 1.6929     2.1480                                                D015400300132 
 1.7081     2.1142                                                D015400300133 
 1.7149     1.8930                                                D015400300134 
 1.7301     1.9273                                                D015400300135 
 1.7369     1.8253                                                D015400300136 
 1.7505     1.7745                                                D015400300137 
 1.7640     1.7577                                                D015400300138 
 1.7725     1.8259                                                D015400300139 
 1.7793     1.7069                                                D015400300140 
 1.7945     1.7072                                                D015400300141 
 1.8013     1.5541                                                D015400300142 
 1.8114     1.7074                                                D015400300143 
 1.8132     1.5883                                                D015400300144 
 1.8301     1.5375                                                D015400300145 
 1.8453     1.5548                                                D015400300146 
 1.8521     1.4188                                                D015400300147 
 1.8640     1.2998                                                D015400300148 
 1.8759     1.2660                                                D015400300149 
 1.8911     1.2492                                                D015400300150 
 1.9063     1.2154                                                D015400300151 
 1.9199     1.1816                                                D015400300152 
ENDDATA            138          0                                 D015400300153 
ENDSUBENT          152          0                                 D015400399999 
ENDENTRY             3          0                                 D015499999999 
