ENTRY            D5067   20200502                             D127D506700000001 
SUBENT        D5067001   20200502                             D127D506700100001 
BIB                 12         40                                 D506700100002 
TITLE      Cross sections of the 3H(d,3He) nn reaction at the     D506700100003 
           deuteron beam energy 37 MeV                            D506700100004 
AUTHOR     (O.O.Beljuskina,V.I.Grantsev,V.M.Lebedev,A.L.Litvinsky,D506700100005 
           K.K.Kisurin,G.P.Palkin,S.E.Omelchuk,J.S.Roznjuk,       D506700100006 
           B.A.Rudenko,V.S.Semenov,L.I.Sljusarenko,B.G.Struzhko,  D506700100007 
           V.A.Shitjuk)                                           D506700100008 
INSTITUTE  (4UKRIJD,4RUSMOS)                                      D506700100009 
REFERENCE  (J,YFE,9,(3/25),53,2008)                               D506700100010 
           (J,IZV,74,489,2010)                                    D506700100011 
           (J,BAS,74,453,2010) English translation                D506700100012 
           #doi:10.3103/S1062873810040064                         D506700100013 
           #NSR:2010BE10                                          D506700100014 
FACILITY   (CYCLO,4UKRIJD)Isochronous cyclotron U-240             D506700100015 
SAMPLE     Films of natural titanium thick 4.9 and 7.5 mg/cm2, theD506700100016 
           first of them was saturated by tritium. Ratio between  D506700100017 
           quantity of nuclei of titanium and tritium was about 1.D506700100018 
           Film of  deuterated polyethylene thick 6 mg/cm2 was    D506700100019 
           used for check measurements of beam energy.            D506700100020 
DETECTOR   (TELES)Three deltaE-E telescopes are used              D506700100021 
           simultaneously.                                        D506700100022 
           (TELES,SIBAR,NAICR)Silicium surface barrier detectors  D506700100023 
           thick 150 micro-m and full-absorption detectors on     D506700100024 
           basis NaI(Tl)with thicknesses 25 mm ,for single-charge D506700100025 
           product registration.                                  D506700100026 
           (TELES,SI)For double-charge particle registration      D506700100027 
           silicium E-detector with thicknesses 2.5 mm  and       D506700100028 
           silicium deltaE-E detector with thicknesses 56 micro-m D506700100029 
           were used.                                             D506700100030 
CORRECTION Corrected for background.                              D506700100031 
ERR-ANALYS (ERR-S) Statistical error                              D506700100032 
METHOD     (EXTB,EDE,COINC)                                       D506700100033 
ADD-RES    (COMP)The Watson-Migdal approximation for np FSI in theD506700100034 
           singlet and triplet states.                            D506700100035 
HISTORY    (20090610C) UKRNDC                                     D506700100036 
           (20101221C) OG: ref. on IZV,74 and BAS,74,             D506700100037 
                                  #doi and #NSR were added        D506700100038 
           (20101221A) OG:deuteron energy was changed from        D506700100039 
                      37.1 MeV to 36.9 MeV. Subentry 10 was added D506700100040 
           (20200502A) OG. Sub002-009 combined. Sub003-009        D506700100041 
                      deleted. DATA in Sub010 corrected.          D506700100042 
ENDBIB              40          0                                 D506700100043 
COMMON               1          3                                 D506700100044 
EN                                                                D506700100045 
MEV                                                               D506700100046 
36.9                                                              D506700100047 
ENDCOMMON            3          0                                 D506700100048 
ENDSUBENT           47          0                                 D506700199999 
SUBENT        D5067002   20200502                             D127D506700200001 
BIB                  4          8                                 D506700200002 
REACTION   (1-H-3(D,2N)2-HE-3,,DA/DE,HE3)                         D506700200003 
           ANG is angle between incident deuteron beam and He3.   D506700200004 
EN-SEC     (E,HE3)                                                D506700200005 
STATUS     (APRVD,TABLE) Correspond to Fig.4 (p.56) in Yad.Fiz. taD506700200006 
           Energ.,9,53,2008 and Fig.2 (p.454) in Bull.Rus.Acad. ofD506700200007 
           Sc.-Phys.,74,453,2010.                                 D506700200008 
HISTORY    (20200502A) OG. Sub002-009 combined. STATUS updated.   D506700200009 
                      deleted. DATA in Sub010 corrected.          D506700200010 
ENDBIB               8          0                                 D506700200011 
NOCOMMON             0          0 3                               D506700200012 
DATA                 4       1469                                 D506700200013 
ANG        E          DATA       ERR-S                            D506700200014 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        D506700200015 
        7.6      9.150      0.008      0.022                      D506700200016 
        7.6      9.300      0.026      0.023                      D506700200017 
        7.6      9.450      0.358      0.055                      D506700200018 
        7.6      9.600      0.994      0.089                      D506700200019 
        7.6      9.750      1.453      0.111                      D506700200020 
        7.6      9.900      1.527      0.118                      D506700200021 
        7.6     10.050      1.413      0.119                      D506700200022 
        7.6     10.200      1.463      0.125                      D506700200023 
        7.6     10.350      1.716      0.133                      D506700200024 
        7.6     10.500      1.498      0.132                      D506700200025 
        7.6     10.650      1.545      0.138                      D506700200026 
        7.6     10.800      1.389      0.138                      D506700200027 
        7.6     10.950      1.500      0.137                      D506700200028 
        7.6     11.100      1.276      0.134                      D506700200029 
        7.6     11.250      1.596      0.138                      D506700200030 
        7.6     11.400      1.278      0.129                      D506700200031 
        7.6     11.550      1.338      0.127                      D506700200032 
        7.6     11.700      1.718      0.133                      D506700200033 
        7.6     11.850      1.559      0.129                      D506700200034 
        7.6     12.000      1.456      0.129                      D506700200035 
        7.6     12.150      1.551      0.130                      D506700200036 
        7.6     12.300      1.513      0.130                      D506700200037 
        7.6     12.450      1.438      0.125                      D506700200038 
        7.6     12.600      1.389      0.129                      D506700200039 
        7.6     12.750      1.535      0.126                      D506700200040 
        7.6     12.900      1.886      0.140                      D506700200041 
        7.6     13.050      1.925      0.137                      D506700200042 
        7.6     13.200      1.453      0.127                      D506700200043 
        7.6     13.350      1.517      0.130                      D506700200044 
        7.6     13.500      1.612      0.126                      D506700200045 
        7.6     13.650      1.967      0.135                      D506700200046 
        7.6     13.800      1.726      0.135                      D506700200047 
        7.6     13.950      1.768      0.130                      D506700200048 
        7.6     14.100      1.680      0.131                      D506700200049 
        7.6     14.250      1.893      0.138                      D506700200050 
        7.6     14.400      1.735      0.131                      D506700200051 
        7.6     14.550      1.925      0.135                      D506700200052 
        7.6     14.700      1.818      0.135                      D506700200053 
        7.6     14.850      1.726      0.132                      D506700200054 
        7.6     15.000      1.896      0.136                      D506700200055 
        7.6     15.150      1.869      0.133                      D506700200056 
        7.6     15.300      1.732      0.128                      D506700200057 
        7.6     15.450      1.733      0.132                      D506700200058 
        7.6     15.600      1.824      0.131                      D506700200059 
        7.6     15.750      1.783      0.132                      D506700200060 
        7.6     15.900      1.748      0.130                      D506700200061 
        7.6     16.050      1.859      0.134                      D506700200062 
        7.6     16.200      1.737      0.129                      D506700200063 
        7.6     16.350      1.796      0.133                      D506700200064 
        7.6     16.500      2.015      0.138                      D506700200065 
        7.6     16.650      1.909      0.133                      D506700200066 
        7.6     16.800      1.749      0.134                      D506700200067 
        7.6     16.950      1.725      0.133                      D506700200068 
        7.6     17.100      2.251      0.143                      D506700200069 
        7.6     17.250      1.997      0.137                      D506700200070 
        7.6     17.400      2.091      0.141                      D506700200071 
        7.6     17.550      2.299      0.147                      D506700200072 
        7.6     17.700      1.980      0.139                      D506700200073 
        7.6     17.850      2.032      0.142                      D506700200074 
        7.6     18.000      1.886      0.136                      D506700200075 
        7.6     18.150      2.157      0.143                      D506700200076 
        7.6     18.300      1.891      0.135                      D506700200077 
        7.6     18.450      1.946      0.135                      D506700200078 
        7.6     18.600      1.914      0.133                      D506700200079 
        7.6     18.750      2.208      0.144                      D506700200080 
        7.6     18.900      1.922      0.135                      D506700200081 
        7.6     19.050      2.114      0.139                      D506700200082 
        7.6     19.200      2.072      0.138                      D506700200083 
        7.6     19.350      1.918      0.133                      D506700200084 
