ENTRY            D0902   20180511                             D116D090200000001 
SUBENT        D0902001   20180511                             D116D090200100001 
BIB                 12         36                                 D090200100002 
TITLE      9Be+120Sn scattering at near-barrier energies within a D090200100003 
            four-body model                                       D090200100004 
AUTHOR     (A.Arazi, J.Casal, M.Rodriguez-Gallardo, J.M.Arias,    D090200100005 
            R.Lichtenthaeler Filho, D.Abriola, O.A.Capurro,       D090200100006 
            M.A.Cardona, P.F.F.Carnelli, E.de Barbara,            D090200100007 
            J.Fernandez Niello, J.M.Figueira, L.Fimiani, D.Hojman,D090200100008 
            G.V.Marti, D.Martinez Heimman, A.J.Pacheco)           D090200100009 
INSTITUTE  (3ARGCNE,3ARGCIN,2SPNSEU,3BZLUSP)                      D090200100010 
           (2ITYITY) European Centre for Technical Studies in     D090200100011 
            Nuclear Physics and Related Areas (ECT*), Villazzano  D090200100012 
REFERENCE  (J,PR/C,97,044609,2018)                                D090200100013 
FACILITY   (VDGT,3ARGCNE) 20 UD tandem accelerator TANDAR.        D090200100014 
SAMPLE     Enriched (>99%) 120Sn (85 ug/cm2 thick) evaporated     D090200100015 
            onto 20 ug/cm2 carbon foil.                           D090200100016 
           For three energies (29.5, 42 and 50 MeV), a stack of   D090200100017 
            two targets (compatible with 160 ug/cm2 of 120Sn) was D090200100018 
            used to double the otherwise too low counting rates   D090200100019 
            at backward angles.                                   D090200100020 
DETECTOR   (SIBAR) Eight surface-barrier detectors (150 um thick) D090200100021 
           (TELES,SI,SI) To evaluate background at 170 deg        D090200100022 
ANALYSIS   (NTRTH) Normalized to Rutherford ratio at 25 deg, whichD090200100023 
            was cross checked by Faraday cup                      D090200100024 
COMMENT    By Andres Arazi (2018-05-10):                          D090200100025 
            The bombarding energies are expressed in the          D090200100026 
            laboratory system and calculated in the middle of the D090200100027 
            target.                                               D090200100028 
ERR-ANALYS (ERR-T) Quadrature sum of                              D090200100029 
            - statistics (both detector and normalizing monitor   D090200100030 
              counts),                                            D090200100031 
            - differences between Faraday cup normalization and   D090200100032 
              that obtained with the monitor, and                 D090200100033 
           (ERR-1) 2% to account for other deviations.            D090200100034 
STATUS     (TABLE) Data received from Andres Arazi                D090200100035 
           (APRVD) Proof-read by Andres Arazi (2018-05-11)        D090200100036 
HISTORY    (20180510R) On. Received by an email from A.Arazi.     D090200100037 
           (20180511C) On                                         D090200100038 
ENDBIB              36          0                                 D090200100039 
COMMON               1          3                                 D090200100040 
ERR-1                                                             D090200100041 
PER-CENT                                                          D090200100042 
 2.                                                               D090200100043 
ENDCOMMON            3          0                                 D090200100044 
ENDSUBENT           43          0                                 D090200199999 
SUBENT        D0902002   20180507                             D116D090200200001 
BIB                  1          1                                 D090200200002 
REACTION   (50-SN-120(4-BE-9,EL)50-SN-120,,DA,,RTH)               D090200200003 
ENDBIB               1          0                                 D090200200004 
NOCOMMON             0          0                                 D090200200005 
DATA                 4        234                                 D090200200006 
EN         ANG-CM     DATA       ERR-T                            D090200200007 
MEV        ADEG       NO-DIM     NO-DIM                           D090200200008 
 25.965      35.564    0.978      0.030                           D090200200009 
 25.965      40.583    0.986      0.029                           D090200200010 
 25.965      45.884    0.992      0.032                           D090200200011 
 25.965      51.043    1.009      0.028                           D090200200012 
 25.965      56.141    0.998      0.028                           D090200200013 
 25.965      60.997    1.004      0.027                           D090200200014 
 25.965      67.049    1.028      0.036                           D090200200015 
 25.965      71.926    1.014      0.033                           D090200200016 
 25.965      77.067    1.037      0.036                           D090200200017 
 25.965      82.060    1.011      0.032                           D090200200018 
 25.965      86.986    1.005      0.031                           D090200200019 
 25.965      91.672    0.994      0.030                           D090200200020 
 25.965      97.495    0.973      0.033                           D090200200021 
 25.965     102.190    0.955      0.031                           D090200200022 
 25.965     107.137    0.963      0.033                           D090200200023 
 25.965     111.939    0.933      0.028                           D090200200024 
 25.965     116.677    0.896      0.027                           D090200200025 
 25.965     121.592    0.846      0.024                           D090200200026 
 25.965     126.549    0.819      0.030                           D090200200027 
 25.965     131.345    0.769      0.029                           D090200200028 
 25.965     136.007    0.753      0.026                           D090200200029 
 25.965     140.612    0.698      0.023                           D090200200030 
 25.965     145.397    0.702      0.024                           D090200200031 
 25.965     150.231    0.633      0.030                           D090200200032 
 25.965     154.919    0.648      0.031                           D090200200033 
 25.965     159.484    0.623      0.028                           D090200200034 
 25.965     164.006    0.628      0.027                           D090200200035 
 25.965     168.324    0.585      0.024                           D090200200036 
 25.965     170.746    0.494      0.026                           D090200200037 
 26.934      35.458    0.983      0.029                           D090200200038 
 26.934      38.113    0.999      0.032                           D090200200039 
 26.934      40.477    1.003      0.029                           D090200200040 
 26.934      43.123    0.990      0.031                           D090200200041 
 26.934      45.779    1.021      0.032                           D090200200042 
 26.934      48.414    1.021      0.034                           D090200200043 
 26.934      50.938    0.983      0.026                           D090200200044 
 26.934      53.561    1.020      0.031                           D090200200045 
 26.934      56.037    1.006      0.027                           D090200200046 
 26.934      58.647    1.001      0.030                           D090200200047 
 26.934      60.893    1.028      0.027                           D090200200048 
 26.934      63.491    1.047      0.030                           D090200200049 
 26.934      66.935    1.029      0.032                           D090200200050 
 26.934      69.506    1.030      0.033                           D090200200051 
 26.934      71.813    1.002      0.031                           D090200200052 
 26.934      74.370    1.000      0.031                           D090200200053 
 26.934      76.955    0.995      0.033                           D090200200054 
 26.934      79.496    0.992      0.033                           D090200200055 
 26.934      81.948    0.980      0.028                           D090200200056 
 26.934      84.474    1.005      0.029                           D090200200057 
 26.934      86.875    0.967      0.028                           D090200200058 
 26.934      89.385    0.982      0.028                           D090200200059 
 26.934      91.561    0.969      0.027                           D090200200060 
 26.934      94.056    0.956      0.027                           D090200200061 
 26.934      97.385    0.964      0.031                           D090200200062 
 26.934     102.081    0.918      0.028                           D090200200063 
 26.934     107.029    0.883      0.029                           D090200200064 
