ENTRY            D0205   20091223                             D071D020500000001 
SUBENT        D0205001   20091223                             D071D020500100001 
BIB                  9         19                                 D020500100002 
TITLE      Light-charged-particle evaporation from                D020500100003 
           hot 31P nucleus at E* approximately 60 MeV             D020500100004 
AUTHOR     (D.Bandyopadhyay,C.Bhattacharya,K.Krishan,             D020500100005 
           S.Bhattacharya,S.K.Basu,A.Chatterjee,S.Kailas,         D020500100006 
           A.Shrivastava,K.Mahata)                                D020500100007 
INSTITUTE  (3INDVEC,3INDTRM)                                      D020500100008 
REFERENCE  (J,EPJ/A,14,53,2002)                                   D020500100009 
           (J,PR/C,59,1179,1999) prelim.data. rel.units.          D020500100010 
FACILITY   (VDGT,3INDTRM) 14 UD pelletron accelerator             D020500100011 
DETECTOR   (TELES,SIBAR,SILI) Three solid-state telescopes.       D020500100012 
           The telescopes were of two elements, consisting of     D020500100013 
           100 mu-m, 45 mu-m, 40 mu-m Si(SB) dE-detectors and     D020500100014 
           5 mm, 5 mm, 2 mm Si(Li) E-detectors, respectively. The D020500100015 
           telescopes were calibrated with the radioactive 228Th  D020500100016 
           alpha-source.                                          D020500100017 
ERR-ANALYS Nothing said about errors                              D020500100018 
STATUS     (TABLE) Data were received from Dr. S.Bhattacharya     D020500100019 
HISTORY    (20060627C) SD                                         D020500100020 
           (20091022A) SD. Ref. on PR/C,59 was added.             D020500100021 
ENDBIB              19          0                                 D020500100022 
NOCOMMON             0          0                                 D020500100023 
ENDSUBENT           22          0                                 D020500199999 
SUBENT        D0205002   20060706                             D047D020500200001 
BIB                  2          2                                 D020500200002 
REACTION   (12-MG-24(3-LI-7,X)2-HE-4,,DA/DE)                      D020500200003 
SAMPLE     275 mu-g/cm2 self-supporting nat-Mg target             D020500200004 
ENDBIB               2          0                                 D020500200005 
COMMON               1          3                                 D020500200006 
EN                                                                D020500200007 
MEV                                                               D020500200008 
  47.0                                                            D020500200009 
ENDCOMMON            3          0                                 D020500200010 
DATA                 4        209                                 D020500200011 
ANG        E          DATA       DATA-ERR                         D020500200012 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        D020500200013 
   25.0       9.0       0.315      0.0397                         D020500200014 
   25.0      11.0       9.725      0.2205                         D020500200015 
   25.0      13.0      11.74       0.2423                         D020500200016 
   25.0      15.0      13.76       0.2623                         D020500200017 
   25.0      17.0      18.1        0.3008                         D020500200018 
   25.0      19.0      19.22       0.3100                         D020500200019 
   25.0      21.0      19.53       0.3125                         D020500200020 
   25.0      23.0      17.87       0.2989                         D020500200021 
   25.0      25.0      15.86       0.2816                         D020500200022 
   25.0      27.0      13.91       0.2637                         D020500200023 
   25.0      29.0      11.68       0.2417                         D020500200024 
   25.0      31.0       8.265      0.2033                         D020500200025 
   25.0      33.0       6.3        0.1775                         D020500200026 
   25.0      35.0       4.56       0.1510                         D020500200027 
   25.0      37.0       3.305      0.1285                         D020500200028 
   25.0      39.0       2.16       0.1039                         D020500200029 
   25.0      41.0       1.435      0.0847                         D020500200030 
   25.0      43.0       0.92       0.0678                         D020500200031 
   25.0      45.0       0.74       0.0608                         D020500200032 
   25.0      47.0       1.405      0.0838                         D020500200033 
   25.0      49.0       0.37       0.0430                         D020500200034 
   25.0      51.0       0.165      0.0287                         D020500200035 
   25.0      53.0       0.025      0.0112                         D020500200036 
   35.0       7.0       2.34       0.1082                         D020500200037 
   35.0       9.0      22.08       0.3323                         D020500200038 
   35.0      11.0      24.8        0.3521                         D020500200039 
   35.0      13.0      24.36       0.3490                         D020500200040 
   35.0      15.0      19.61       0.3132                         D020500200041 
   35.0      17.0      17.98       0.2999                         D020500200042 
   35.0      19.0      13.87       0.2633                         D020500200043 
   35.0      21.0      12.47       0.2496                         D020500200044 
   35.0      23.0      10.01       0.2238                         D020500200045 
   35.0      25.0       8.27       0.2033                         D020500200046 
   35.0      27.0       7.115      0.1886                         D020500200047 
   35.0      29.0       5.34       0.1634                         D020500200048 
   35.0      31.0       4.445      0.1491                         D020500200049 
   35.0      33.0       3.215      0.1268                         D020500200050 
   35.0      35.0       2.315      0.1076                         D020500200051 
   35.0      37.0       2.05       0.1012                         D020500200052 
   35.0      39.0       1.11       0.0745                         D020500200053 
   35.0      41.0       0.73       0.0604                         D020500200054 
   35.0      43.0       0.51       0.0505                         D020500200055 
   35.0      45.0       0.435      0.0466                         D020500200056 
   35.0      47.0       0.325      0.0403                         D020500200057 
   35.0      49.0       0.23       0.0339                         D020500200058 
   35.0      51.0       0.14       0.0265                         D020500200059 
   35.0      53.0       0.14       0.0265                         D020500200060 
   35.0      55.0       0.035      0.0132                         D020500200061 
   40.0       9.0       0.0875     0.0137                         D020500200062 
   40.0      11.0       3.621      0.0879                         D020500200063 
   40.0      13.0       4.962      0.1029                         D020500200064 
   40.0      15.0       5.159      0.1050                         D020500200065 
   40.0      17.0       6.077      0.1139                         D020500200066 
   40.0      19.0       6.139      0.1145                         D020500200067 
   40.0      21.0       5.68       0.1101                         D020500200068 
   40.0      23.0       4.552      0.0986                         D020500200069 
   40.0      25.0       4.452      0.0975                         D020500200070 
   40.0      27.0       3.094      0.0813                         D020500200071 
   40.0      29.0       2.157      0.0679                         D020500200072 
   40.0      31.0       1.599      0.0584                         D020500200073 
   40.0      33.0       1.202      0.0507                         D020500200074 
   40.0      35.0       0.7964     0.0412                         D020500200075 
   40.0      37.0       0.6213     0.0364                         D020500200076 
   40.0      39.0       0.5317     0.0337                         D020500200077 
   40.0      41.0       0.4121     0.0297                         D020500200078 
   40.0      43.0       0.2285     0.0221                         D020500200079 
   40.0      45.0       0.2007     0.0207                         D020500200080 
   40.0      47.0       0.158      0.0184                         D020500200081 
   40.0      49.0       0.1132     0.0155                         D020500200082 
   40.0      51.0       0.0171     6.039E-03                      D020500200083 
   45.0       5.0       0.015       8.66E-03                      D020500200084 
   45.0       7.0      10.68       0.2310                         D020500200085 
   45.0       9.0      19.82       0.3148                         D020500200086 
   45.0      11.0      18.24       0.3020                         D020500200087 
   45.0      13.0      16.78       0.2897                         D020500200088 
   45.0      15.0      11.71       0.2420                         D020500200089 
   45.0      17.0       9.93       0.2228                         D020500200090 
   45.0      19.0       8.355      0.2044                         D020500200091 
   45.0      21.0       6.455      0.1797                         D020500200092 
   45.0      23.0       5.045      0.1588                         D020500200093 
   45.0      25.0       3.875      0.1392                         D020500200094 
   45.0      27.0       3.085      0.1242                         D020500200095 
   45.0      29.0       2.27       0.1065                         D020500200096 
   45.0      31.0       1.54       0.0878                         D020500200097 
   45.0      33.0       1.11       0.0745                         D020500200098 
   45.0      35.0       0.73       0.0604                         D020500200099 
   45.0      37.0       0.605      0.0550                         D020500200100 
   45.0      39.0       0.395      0.0444                         D020500200101 
   45.0      41.0       0.26       0.0361                         D020500200102 
   45.0      43.0       0.215      0.0328                         D020500200103 
   45.0      45.0       0.16       0.0283                         D020500200104 
   45.0      47.0       0.075      0.0194                         D020500200105 
   50.0       7.0       2.594      0.0744                         D020500200106 
   50.0       9.0      20.82       0.2108                         D020500200107 
   50.0      11.0      18.21       0.1972                         D020500200108 
   50.0      13.0      15.76       0.1835                         D020500200109 
   50.0      15.0      11.19       0.1545                         D020500200110 
   50.0      17.0       9.1        0.1394                         D020500200111 
   50.0      19.0       6.235      0.1154                         D020500200112 
   50.0      21.0       5.268      0.1061                         D020500200113 
   50.0      23.0       3.752      0.0895                         D020500200114 
   50.0      25.0       2.908      0.0788                         D020500200115 
   50.0      27.0       2.208      0.0687                         D020500200116 
   50.0      29.0       1.599      0.0584                         D020500200117 
   50.0      31.0       1.172      0.0500                         D020500200118 
   50.0      33.0       0.7495     0.0400                         D020500200119 
   50.0      35.0       0.5957     0.0357                         D020500200120 
   50.0      37.0       0.4121     0.0297                         D020500200121 
   50.0      39.0       0.3267     0.0264                         D020500200122 
   50.0      41.0       0.2221     0.0218                         D020500200123 
   50.0      43.0       0.1687     0.0190                         D020500200124 
   50.0      45.0       0.1409     0.0174                         D020500200125 
   50.0      47.0       0.1068     0.0151                         D020500200126 
   50.0      49.0       0.0342     8.541E-03                      D020500200127 
   60.0       9.0       0.0865     8.364E-03                      D020500200128 
   60.0      11.0       1.762      0.0377                         D020500200129 
   60.0      13.0       1.793      0.0381                         D020500200130 
   60.0      15.0       1.941      0.0396                         D020500200131 
   60.0      17.0       2.119      0.0414                         D020500200132 
   60.0      19.0       1.941      0.0396                         D020500200133 
   60.0      21.0       1.54       0.0353                         D020500200134 
   60.0      23.0       1.199      0.0311                         D020500200135 
