ENTRY            D0733   20141209                             D096D073300000001 
SUBENT        D0733001   20141209                             D096D073300100001 
BIB                 14         30                                 D073300100002 
TITLE      Sequential and simultaneous emission of particles from D073300100003 
            p+Al collisions at GeV energies                       D073300100004 
AUTHOR     (M.Fidelus, D.Filges, F.Goldenbaum, H.Hodde, A.Jany,   D073300100005 
            L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,            D073300100006 
            St.Kliczewski, E.Kozik, P.Kulessa, H.Machner,         D073300100007 
            A.Magiera, B.Piskor-Ignatowicz, K.Pysz, Z.Rudy,       D073300100008 
            Sushil K.Sharma, R.Siudak, M.Wojciechowski)           D073300100009 
INSTITUTE  (3POLUJK,2GERJUL,2GERBON,3POLIFJ,2GERUDE)              D073300100010 
REFERENCE  (J,PR/C,89,054617,2014)                                D073300100011 
FACILITY   (SYNCH,2GERJUL) COSY                                   D073300100012 
EXP-YEAR   (2005)                                                 D073300100013 
SAMPLE     Self-supporting Al of 170 ug/cm2                       D073300100014 
DETECTOR   (TELES,SI,SI) Telescopes at 15.6, 20 and 65 deg were   D073300100015 
            installed in air behind 50 um stainless steel foils   D073300100016 
           (CSICR) Telescopes at 15.6, 20, 65 and 100 deg were    D073300100017 
            backed by a 7 cm thick CSI detector to detect high-   D073300100018 
            energy light charged-particles passing through the Si D073300100019 
            detectors.                                            D073300100020 
METHOD     (EDE) Mass and charge identification                   D073300100021 
MONITOR    (13-AL-27(P,X)4-BE-7,,SIG)                             D073300100022 
            8.023 mb at 1.2 GeV, 9.515 mb at 1.9 GeV, and         D073300100023 
            10.099 mb at 2.5 GeV                                  D073300100024 
MONIT-REF  (,A.Bubak+,J,NIM/B,226,507,2004)                       D073300100025 
ERR-ANALYS (ERR-S) Only statistical                               D073300100026 
           (ERR-1) Normalization at 3 proton energies (~9%)       D073300100027 
STATUS     (TABLE) Data received from Boguslaw Kamys              D073300100028 
           (APRVD) Approved by Boguslaw Kamys (2014-06-04)        D073300100029 
HISTORY    (20140603R) On. Received from Boguslaw Kamys.          D073300100030 
           (20140604C) On                                         D073300100031 
           (20141209A) On. Important corrections in 002-017.      D073300100032 
ENDBIB              30          0                                 D073300100033 
COMMON               1          3                                 D073300100034 
ERR-1                                                             D073300100035 
PER-CENT                                                          D073300100036 
 9.                                                               D073300100037 
ENDCOMMON            3          0                                 D073300100038 
ENDSUBENT           37          0                                 D073300199999 
SUBENT        D0733002   20141209                             D096D073300200001 
BIB                  2          2                                 D073300200002 
REACTION   (13-AL-27(P,X)1-H-1,,DA/DE)                            D073300200003 
HISTORY    (20141209A) On. Unit of EN corrected (MeV -> GeV)      D073300200004 
ENDBIB               2          0                                 D073300200005 
NOCOMMON             0          0                                 D073300200006 
DATA                 5        653                                 D073300200007 
EN         ANG        E          DATA       ERR-S                 D073300200008 
 1.9         15.6      146.5      0.01580    0.00970              D073300400340 
 1.9         15.6      149.0      0.01190    0.00690              D073300400341 
 1.9         15.6      152.5      0.01190    0.00840              D073300400342 
 1.9         20.        10.5      0.52000    0.05100              D073300400343 
 1.9         20.        13.5      0.43900    0.04700              D073300400344 
 1.9         20.        16.5      0.36600    0.04300              D073300400345 
 1.9         20.        19.5      0.33100    0.04100              D073300400346 
 1.9         20.        22.5      0.23600    0.03500              D073300400347 
 1.9         20.        25.5      0.22300    0.03400              D073300400348 
 1.9         20.        28.5      0.17300    0.03000              D073300400349 
 1.9         20.        34.5      0.16800    0.03000              D073300400350 
 1.9         20.        37.5      0.14000    0.02700              D073300400351 
 1.9         20.        40.5      0.13100    0.02600              D073300400352 
 1.9         20.        43.5      0.11000    0.02400              D073300400353 
 1.9         20.        46.5      0.09500    0.02200              D073300400354 
 1.9         20.        49.5      0.08900    0.02200              D073300400355 
 1.9         20.        52.5      0.10200    0.02300              D073300400356 
 1.9         20.        55.5      0.07100    0.01900              D073300400357 
 1.9         20.        58.5      0.06800    0.01900              D073300400358 
 1.9         20.        61.5      0.06100    0.01800              D073300400359 
 1.9         20.        64.5      0.06500    0.01900              D073300400360 
 1.9         20.        67.5      0.05800    0.01700              D073300400361 
 1.9         20.        70.5      0.04800    0.01600              D073300400362 
 1.9         20.        73.5      0.04400    0.01500              D073300400363 
 1.9         20.        76.5      0.04300    0.01500              D073300400364 
 1.9         20.        79.5      0.05300    0.01700              D073300400365 
 1.9         20.        82.5      0.04000    0.01500              D073300400366 
 1.9         20.        85.5      0.04200    0.01500              D073300400367 
 1.9         20.        88.5      0.03500    0.01400              D073300400368 
 1.9         20.        91.5      0.03600    0.01400              D073300400369 
 1.9         20.        94.5      0.03200    0.01300              D073300400370 
 1.9         20.        97.5      0.03100    0.01300              D073300400371 
 1.9         20.       100.5      0.02900    0.01200              D073300400372 
 1.9         20.       103.5      0.02700    0.01200              D073300400373 
 1.9         20.       106.5      0.02900    0.01200              D073300400374 
 1.9         20.       109.5      0.03100    0.01300              D073300400375 
 1.9         20.       112.5      0.02600    0.01200              D073300400376 
 1.9         20.       115.5      0.02900    0.01200              D073300400377 
 1.9         20.       118.5      0.01750    0.00960              D073300400378 
 1.9         20.       121.5      0.02700    0.01200              D073300400379 
 1.9         20.       124.5      0.02000    0.01000              D073300400380 
 1.9         20.       127.5      0.01750    0.00960              D073300400381 
 1.9         20.       130.5      0.01520    0.00890              D073300400382 
 1.9         20.       133.5      0.01400    0.00860              D073300400383 
 1.9         20.       136.5      0.01520    0.00890              D073300400384 
 1.9         20.       139.5      0.02000    0.01000              D073300400385 
 1.9         20.       142.5      0.01580    0.00910              D073300400386 
 1.9         20.       145.5      0.01900    0.01000              D073300400387 
 1.9         20.       148.5      0.01520    0.00890              D073300400388 
 1.9         20.       151.5      0.01230    0.00800              D073300400389 
 1.9         20.       154.5      0.01110    0.00760              D073300400390 
 1.9         20.       163.5      0.01280    0.00820              D073300400391 
 1.9         20.       166.5      0.01050    0.00740              D073300400392 
 1.9         20.       169.5      0.01110    0.00760              D073300400393 
 1.9         20.       172.5      0.00930    0.00700              D073300400394 
 1.9         20.       175.5      0.00880    0.00680              D073300400395 
 1.9         20.       181.5      0.00930    0.00700              D073300400396 
 1.9         20.       184.5      0.00990    0.00720              D073300400397 
 1.9         20.       187.5      0.00990    0.00720              D073300400398 
 1.9         20.       205.5      0.00930    0.00700              D073300400399 
 1.9         20.       226.5      0.00760    0.00630              D073300400400 
 1.9         35.         4.5      0.51400    0.03700              D073300400401 
 1.9         35.         7.5      0.56400    0.03900              D073300400402 
 1.9         35.        10.5      0.48500    0.03600              D073300400403 
 1.9         35.        13.5      0.37300    0.01900              D073300400404 
 1.9         35.        16.5      0.32800    0.02500              D073300400405 
 1.9         35.        19.5      0.28400    0.02700              D073300400406 
 1.9         35.        22.5      0.25000    0.02600              D073300400407 
 1.9         35.        25.5      0.21700    0.02400              D073300400408 
 1.9         35.        28.5      0.19200    0.02300              D073300400409 
 1.9         35.        31.5      0.16400    0.02100              D073300400410 
 1.9         35.        34.5      0.13700    0.01900              D073300400411 
 1.9         35.        37.5      0.13800    0.01900              D073300400412 
 1.9         35.        39.5      0.10910    0.00980              D073300400413 
 1.9         50.         4.5      0.37800    0.03000              D073300400414 
 1.9         50.         7.5      0.37900    0.03000              D073300400415 
 1.9         50.        10.5      0.37100    0.02900              D073300400416 
 1.9         50.        13.5      0.30900    0.01000              D073300400417 
 1.9         50.        16.5      0.29500    0.01200              D073300400418 
 1.9         50.        19.5      0.22800    0.02200              D073300400419 
 1.9         50.        22.5      0.21800    0.02300              D073300400420 
 1.9         50.        25.5      0.19600    0.02200              D073300400421 
 1.9         50.        28.5      0.18300    0.02100              D073300400422 
 1.9         50.        31.5      0.17400    0.02000              D073300400423 
 1.9         50.        34.0      0.15400    0.01600              D073300400424 
 1.9         65.         9.5      0.43100    0.01900              D073300400425 
 1.9         65.        12.5      0.38200    0.01800              D073300400426 
 1.9         65.        15.5      0.33300    0.01700              D073300400427 
 1.9         65.        18.5      0.26300    0.01500              D073300400428 
 1.9         65.        21.5      0.20800    0.01400              D073300400429 
 1.9         65.        24.5      0.17800    0.01300              D073300400430 
 1.9         65.        27.5      0.15800    0.01200              D073300400431 
 1.9         65.        30.5      0.11300    0.01000              D073300400432 
 1.9         65.        33.5      0.09680    0.00940              D073300400433 
 1.9         65.        36.5      0.09100    0.00910              D073300400434 
 1.9         65.        39.5      0.08630    0.00890              D073300400435 
 1.9         65.        42.5      0.07560    0.00830              D073300400436 
 1.9         65.        45.5      0.07040    0.00800              D073300400437 
 1.9         65.        48.5      0.05980    0.00740              D073300400438 
 1.9         65.        51.5      0.05130    0.00690              D073300400439 
 1.9         65.        54.5      0.04730    0.00660              D073300400440 
 1.9         65.        57.5      0.04240    0.00620              D073300400441 
 1.9         65.        60.5      0.03660    0.00580              D073300400442 
 1.9         65.        63.5      0.03520    0.00570              D073300400443 
 1.9         65.        66.5      0.03060    0.00530              D073300400444 
 1.9         65.        69.5      0.02880    0.00510              D073300400445 
 1.9         65.        72.5      0.02730    0.00500              D073300400446 
 1.9         65.        75.5      0.02290    0.00460              D073300400447 
 1.9         65.        78.5      0.02330    0.00460              D073300400448 
 1.9         65.        81.5      0.02010    0.00430              D073300400449 
 1.9         65.        84.5      0.01990    0.00430              D073300400450 
 1.9         65.        87.5      0.01960    0.00420              D073300400451 
 1.9         65.        90.5      0.01910    0.00420              D073300400452 
 1.9         65.        93.5      0.01510    0.00370              D073300400453 
 1.9         65.        96.5      0.01340    0.00350              D073300400454 
 1.9         65.        99.5      0.01390    0.00360              D073300400455 
 1.9         65.       102.5      0.01120    0.00320              D073300400456 
 1.9         65.       105.5      0.01190    0.00330              D073300400457 
 1.9         65.       108.5      0.01190    0.00330              D073300400458 
 1.9         65.       111.5      0.01040    0.00310              D073300400459 
 1.9         65.       114.5      0.00940    0.00290              D073300400460 
 1.9         65.       117.5      0.00960    0.00300              D073300400461 
 1.9         65.       120.5      0.00980    0.00300              D073300400462 
 1.9         65.       123.5      0.00890    0.00290              D073300400463 
 1.9         65.       126.5      0.00680    0.00250              D073300400464 
 1.9         65.       129.5      0.00890    0.00290              D073300400465 
 1.9         65.       132.5      0.00680    0.00250              D073300400466 
 1.9         65.       135.5      0.00620    0.00240              D073300400467 
 1.9         65.       138.5      0.00560    0.00230              D073300400468 
 1.9         65.       141.5      0.00570    0.00230              D073300400469 
 1.9         65.       144.5      0.00440    0.00200              D073300400470 
 1.9         65.       147.5      0.00560    0.00230              D073300400471 
 1.9         65.       150.5      0.00590    0.00230              D073300400472 
 1.9         65.       153.5      0.00550    0.00230              D073300400473 
 1.9         65.       156.5      0.00360    0.00180              D073300400474 
 1.9         65.       159.5      0.00500    0.00210              D073300400475 
 1.9         65.       162.5      0.00530    0.00220              D073300400476 
 1.9         65.       165.5      0.00390    0.00190              D073300400477 
 1.9         65.       168.5      0.00500    0.00210              D073300400478 
 1.9         65.       171.5      0.00470    0.00210              D073300400479 
 1.9         65.       174.5      0.00390    0.00190              D073300400480 
 1.9         65.       177.5      0.00390    0.00190              D073300400481 
 1.9         65.       180.5      0.00300    0.00160              D073300400482 
 1.9         65.       183.5      0.00310    0.00170              D073300400483 
 1.9         65.       186.5      0.00330    0.00170              D073300400484 
 1.9         65.       192.5      0.00310    0.00170              D073300400485 
 1.9         65.       195.5      0.00400    0.00190              D073300400486 
 1.9         65.       198.5      0.00330    0.00170              D073300400487 
 1.9         65.       204.5      0.00250    0.00150              D073300400488 
 1.9         80.         4.5      0.40200    0.02900              D073300400489 
 1.9         80.         7.5      0.43700    0.01300              D073300400490 
 1.9         80.        10.0      0.40810    0.00770              D073300400491 
 1.9        100.        14.5      0.19900    0.01300              D073300400492 
 1.9        100.        17.5      0.16900    0.01200              D073300400493 
 1.9        100.        20.5      0.14100    0.01100              D073300400494 
 1.9        100.        23.5      0.10770    0.00890              D073300400495 
 1.9        100.        26.5      0.08500    0.00790              D073300400496 
 1.9        100.        29.5      0.06630    0.00740              D073300400497 
 1.9        100.        32.5      0.05780    0.00690              D073300400498 
 1.9        100.        35.5      0.04790    0.00630              D073300400499 
 1.9        100.        37.5      0.03830    0.00320              D073300400500 
 1.9        100.        46.5      0.02340    0.00440              D073300400501 
 1.9        100.        49.5      0.02080    0.00410              D073300400502 
 1.9        100.        52.5      0.01890    0.00390              D073300400503 
 1.9        100.        55.5      0.01650    0.00370              D073300400504 
 1.9        100.        58.5      0.01480    0.00350              D073300400505 
 1.9        100.        61.5      0.01370    0.00330              D073300400506 
 1.9        100.        64.5      0.01140    0.00310              D073300400507 
 1.9        100.        67.5      0.01020    0.00290              D073300400508 
 1.9        100.        70.5      0.00970    0.00280              D073300400509 
 1.9        100.        73.5      0.00830    0.00260              D073300400510 
 1.9        100.        76.5      0.00780    0.00250              D073300400511 
 1.9        100.        79.5      0.00750    0.00250              D073300400512 
 1.9        100.        82.5      0.00460    0.00200              D073300400513 
 1.9        100.        85.5      0.00520    0.00210              D073300400514 
 1.9        100.        88.5      0.00460    0.00200              D073300400515 
 1.9        100.        91.5      0.00390    0.00180              D073300400516 
 1.9        100.        94.5      0.00280    0.00150              D073300400517 
 1.9        100.        97.5      0.00270    0.00150              D073300400518 
 1.9        100.       100.5      0.00230    0.00140              D073300400519 
 1.9        100.       103.5      0.00210    0.00130              D073300400520 
 1.9        100.       106.5      0.00220    0.00130              D073300400521 
 1.9        100.       109.5      0.00240    0.00140              D073300400522 
 1.9        100.       112.5      0.00160    0.00120              D073300400523 
 1.9        100.       115.5      0.00130    0.00100              D073300400524 
 1.9        100.       118.5      0.00150    0.00110              D073300400525 
 1.9        100.       121.5      0.00093    0.00087              D073300400526 
 1.9        100.       127.5      0.00109    0.00095              D073300400527 
 1.9        100.       132.5      0.00109    0.00095              D073300400528 
 1.9        100.       138.0      0.00082    0.00067              D073300400529 
 1.9        100.       143.5      0.00109    0.00055              D073300400530 
 1.9        100.       145.5      0.00137    0.00061              D073300400531 
 1.9        100.       148.0      0.00109    0.00077              D073300400532 
 1.9        100.       152.0      0.00096    0.00072              D073300400533 
 1.9        100.       155.5      0.00109    0.00055              D073300400534 
 1.9        100.       164.0      0.00082    0.00067              D073300400535 
 2.5         15.6       10.5      0.57600    0.06300              D073300400536 
 2.5         15.6       13.5      0.51500    0.05900              D073300400537 
 2.5         15.6       16.5      0.45200    0.05500              D073300400538 
 2.5         15.6       19.5      0.41900    0.05300              D073300400539 
 2.5         15.6       22.5      0.26700    0.04300              D073300400540 
 2.5         15.6       25.5      0.26400    0.04300              D073300400541 
 2.5         15.6       28.5      0.22200    0.04000              D073300400542 
 2.5         15.6       30.5      0.20300    0.02200              D073300400543 
 2.5         15.6       38.5      0.12100    0.02900              D073300400544 
 2.5         15.6       41.5      0.12900    0.03000              D073300400545 
 2.5         15.6       44.5      0.10400    0.02700              D073300400546 
 2.5         15.6       47.5      0.10000    0.02700              D073300400547 
 2.5         15.6       50.5      0.09300    0.02600              D073300400548 
 2.5         15.6       53.5      0.08000    0.02400              D073300400549 
 2.5         15.6       56.5      0.06800    0.02200              D073300400550 
 2.5         15.6       59.5      0.07800    0.02400              D073300400551 
 2.5         15.6       62.5      0.06600    0.02200              D073300400552 
 2.5         15.6       65.5      0.06200    0.02100              D073300400553 
 2.5         15.6       68.5      0.07300    0.02300              D073300400554 
 2.5         15.6       71.5      0.04800    0.01900              D073300400555 
 2.5         15.6       74.5      0.04900    0.01900              D073300400556 
 2.5         15.6       77.5      0.04700    0.01800              D073300400557 
 2.5         15.6       80.5      0.04100    0.01700              D073300400558 
 2.5         15.6       83.5      0.04700    0.01800              D073300400559 
 2.5         15.6       86.5      0.03900    0.01700              D073300400560 
 2.5         15.6       89.5      0.04400    0.01800              D073300400561 
 2.5         15.6       92.5      0.03300    0.01500              D073300400562 
 2.5         15.6       95.5      0.03600    0.01600              D073300400563 
 2.5         15.6       98.5      0.03200    0.01500              D073300400564 
 2.5         15.6      101.5      0.02500    0.01300              D073300400565 
 2.5         15.6      104.5      0.03000    0.01500              D073300400566 
 2.5         15.6      107.5      0.03100    0.01500              D073300400567 
 2.5         15.6      110.5      0.02600    0.01400              D073300400568 
 2.5         15.6      113.5      0.03100    0.01500              D073300400569 
 2.5         15.6      116.5      0.02400    0.01300              D073300400570 
 2.5         15.6      119.5      0.02800    0.01400              D073300400571 
 2.5         15.6      122.5      0.02100    0.01200              D073300400572 
 2.5         15.6      125.5      0.02500    0.01300              D073300400573 
 2.5         15.6      128.5      0.02700    0.01400              D073300400574 
 2.5         15.6      132.5      0.01900    0.01200              D073300400575 
 2.5         15.6      135.5      0.01700    0.01100              D073300400576 
 2.5         15.6      141.5      0.01900    0.01200              D073300400577 
 2.5         15.6      144.5      0.01700    0.01100              D073300400578 
 2.5         15.6      147.5      0.01400    0.01000              D073300400579 
 2.5         15.6      150.5      0.01700    0.01100              D073300400580 
 2.5         15.6      153.5      0.01600    0.01100              D073300400581 
 2.5         15.6      156.5      0.01500    0.01000              D073300400582 
 2.5         15.6      159.5      0.01900    0.01200              D073300400583 
 2.5         15.6      162.5      0.01340    0.00980              D073300400584 
 2.5         15.6      168.5      0.01340    0.00980              D073300400585 
 2.5         15.6      177.5      0.01700    0.01100              D073300400586 
 2.5         15.6      186.5      0.01400    0.01000              D073300400587 
 2.5         15.6      199.5      0.01190    0.00530              D073300400588 
 2.5         15.6      202.0      0.01190    0.00750              D073300400589 
 2.5         15.6      207.5      0.00950    0.00470              D073300400590 
 2.5         15.6      217.5      0.00710    0.00410              D073300400591 
 2.5         15.6      219.5      0.00710    0.00410              D073300400592 
 2.5         20.        10.5      0.59700    0.06000              D073300400593 
 2.5         20.        13.5      0.50500    0.05500              D073300400594 
 2.5         20.        16.5      0.44000    0.05100              D073300400595 
 2.5         20.        19.5      0.38900    0.04800              D073300400596 
 2.5         20.        22.5      0.27300    0.04100              D073300400597 
 2.5         20.        25.5      0.23900    0.03900              D073300400598 
 2.5         20.        28.5      0.21600    0.03700              D073300400599 
 2.5         20.        34.5      0.20600    0.03600              D073300400600 
 2.5         20.        37.5      0.16000    0.03200              D073300400601 
 2.5         20.        40.5      0.14300    0.03000              D073300400602 
 2.5         20.        43.5      0.13400    0.02900              D073300400603 
 2.5         20.        46.5      0.10900    0.02600              D073300400604 
 2.5         20.        49.5      0.12400    0.02800              D073300400605 
 2.5         20.        52.5      0.09700    0.02500              D073300400606 
 2.5         20.        55.5      0.10400    0.02600              D073300400607 
 2.5         20.        58.5      0.07400    0.02200              D073300400608 
 2.5         20.        61.5      0.07000    0.02100              D073300400609 
 2.5         20.        64.5      0.08000    0.02200              D073300400610 
 2.5         20.        67.5      0.05200    0.01800              D073300400611 
 2.5         20.        70.5      0.07200    0.02100              D073300400612 
 2.5         20.        73.5      0.06300    0.02000              D073300400613 
 2.5         20.        76.5      0.05900    0.01900              D073300400614 
 2.5         20.        79.5      0.04600    0.01700              D073300400615 
 2.5         20.        82.5      0.04800    0.01700              D073300400616 
 2.5         20.        85.5      0.04600    0.01700              D073300400617 
 2.5         20.        88.5      0.04900    0.01800              D073300400618 
 2.5         20.        91.5      0.03700    0.01500              D073300400619 
 2.5         20.        94.5      0.03800    0.01500              D073300400620 
 2.5         20.        97.5      0.03400    0.01500              D073300400621 
 2.5         20.       100.5      0.03800    0.01500              D073300400622 
 2.5         20.       103.5      0.04300    0.01600              D073300400623 
 2.5         20.       106.5      0.03000    0.01400              D073300400624 
 2.5         20.       109.5      0.02800    0.01300              D073300400625 
 2.5         20.       112.5      0.03400    0.01500              D073300400626 
 2.5         20.       115.5      0.02600    0.01300              D073300400627 
 2.5         20.       118.5      0.02900    0.01300              D073300400628 
 2.5         20.       121.5      0.02500    0.01200              D073300400629 
 2.5         20.       124.5      0.02900    0.01400              D073300400630 
 2.5         20.       127.5      0.02500    0.01200              D073300400631 
 2.5         20.       130.5      0.01900    0.01100              D073300400632 
 2.5         20.       133.5      0.02500    0.01300              D073300400633 
 2.5         20.       136.5      0.01900    0.01100              D073300400634 
 2.5         20.       139.5      0.01400    0.00940              D073300400635 
 2.5         20.       142.5      0.01400    0.00940              D073300400636 
 2.5         20.       145.5      0.02000    0.01100              D073300400637 
 2.5         20.       148.5      0.01400    0.00940              D073300400638 
 2.5         20.       151.5      0.01260    0.00890              D073300400639 
 2.5         20.       154.5      0.01120    0.00840              D073300400640 
 2.5         20.       157.5      0.01190    0.00870              D073300400641 
 2.5         20.       160.5      0.01470    0.00960              D073300400642 
 2.5         20.       163.5      0.01470    0.00960              D073300400643 
 2.5         20.       166.5      0.01050    0.00810              D073300400644 
 2.5         20.       169.5      0.01260    0.00890              D073300400645 
 2.5         20.       175.5      0.01330    0.00920              D073300400646 
 2.5         20.       178.5      0.01260    0.00890              D073300400647 
 2.5         20.       199.5      0.01190    0.00870              D073300400648 
 2.5         20.       205.5      0.01120    0.00840              D073300400649 
 2.5         20.       211.5      0.01120    0.00840              D073300400650 
 2.5         20.       220.5      0.01400    0.00940              D073300400651 
 2.5         20.       222.5      0.01050    0.00470              D073300400652 
 2.5         20.       225.0      0.00840    0.00590              D073300400653 
 2.5         20.       228.0      0.01050    0.00660              D073300400654 
 2.5         20.       236.5      0.01260    0.00510              D073300400655 
 2.5         20.       239.0      0.01160    0.00700              D073300400656 
 2.5         35.         4.5      0.62100    0.04400              D073300400657 
 2.5         35.         7.5      0.62200    0.04400              D073300400658 
 2.5         35.        10.5      0.54100    0.04100              D073300400659 
 2.5         35.        13.5      0.41800    0.02200              D073300400660 
 2.5         35.        16.5      0.36600    0.02800              D073300400661 
 2.5         35.        19.5      0.31500    0.03200              D073300400662 
 2.5         35.        22.5      0.29300    0.03000              D073300400663 
 2.5         35.        25.5      0.24200    0.02800              D073300400664 
 2.5         35.        28.5      0.20300    0.02500              D073300400665 
 2.5         35.        31.5      0.17400    0.02300              D073300400666 
 2.5         35.        34.5      0.17100    0.02300              D073300400667 
 2.5         35.        37.5      0.15200    0.02200              D073300400668 
 2.5         35.        39.5      0.12100    0.01100              D073300400669 
 2.5         50.         4.5      0.44600    0.03600              D073300400670 
 2.5         50.         7.5      0.43800    0.03500              D073300400671 
 2.5         50.        10.5      0.42400    0.03400              D073300400672 
 2.5         50.        13.5      0.34700    0.01200              D073300400673 
 2.5         50.        16.5      0.33700    0.01400              D073300400674 
 2.5         50.        19.5      0.25600    0.02500              D073300400675 
 2.5         50.        22.5      0.23000    0.02600              D073300400676 
 2.5         50.        25.5      0.21600    0.02500              D073300400677 
 2.5         50.        28.5      0.21500    0.02500              D073300400678 
 2.5         50.        31.5      0.18600    0.02300              D073300400679 
 2.5         65.         9.5      0.49500    0.02300              D073300400680 
 2.5         65.        12.5      0.43500    0.02100              D073300400681 
 2.5         65.        15.5      0.38600    0.02000              D073300400682 
 2.5         65.        18.5      0.32100    0.01800              D073300400683 
 2.5         65.        21.5      0.23400    0.01600              D073300400684 
 2.5         65.        24.5      0.20800    0.01500              D073300400685 
 2.5         65.        27.5      0.19400    0.01500              D073300400686 
 2.5         65.        30.5      0.13000    0.01200              D073300400687 
 2.5         65.        33.5      0.11200    0.01100              D073300400688 
 2.5         65.        36.5      0.09900    0.01000              D073300400689 
 2.5         65.        39.5      0.09300    0.01000              D073300400690 
 2.5         65.        42.5      0.09010    0.01000              D073300400691 
 2.5         65.        45.5      0.07180    0.00890              D073300400692 
 2.5         65.        48.5      0.06570    0.00850              D073300400693 
 2.5         65.        51.5      0.05590    0.00780              D073300400694 
 2.5         65.        54.5      0.05690    0.00790              D073300400695 
 2.5         65.        57.5      0.04990    0.00740              D073300400696 
 2.5         65.        60.5      0.04180    0.00680              D073300400697 
 2.5         65.        63.5      0.04330    0.00690              D073300400698 
 2.5         65.        66.5      0.04100    0.00670              D073300400699 
 2.5         65.        69.5      0.03310    0.00600              D073300400700 
 2.5         65.        72.5      0.02930    0.00570              D073300400701 
 2.5         65.        75.5      0.02930    0.00570              D073300400702 
 2.5         65.        78.5      0.02560    0.00530              D073300400703 
 2.5         65.        81.5      0.02630    0.00540              D073300400704 
 2.5         65.        84.5      0.02180    0.00490              D073300400705 
 2.5         65.        87.5      0.02510    0.00530              D073300400706 
 2.5         65.        90.5      0.02240    0.00500              D073300400707 
 2.5         65.        93.5      0.01890    0.00460              D073300400708 
 2.5         65.        96.5      0.01740    0.00440              D073300400709 
 2.5         65.        99.5      0.01410    0.00390              D073300400710 
 2.5         65.       102.5      0.01450    0.00400              D073300400711 
 2.5         65.       105.5      0.01640    0.00430              D073300400712 
 2.5         65.       108.5      0.01450    0.00400              D073300400713 
 2.5         65.       111.5      0.01260    0.00370              D073300400714 
 2.5         65.       114.5      0.01050    0.00340              D073300400715 
 2.5         65.       117.5      0.00960    0.00320              D073300400716 
 2.5         65.       120.5      0.00910    0.00320              D073300400717 
 2.5         65.       123.5      0.01080    0.00340              D073300400718 
 2.5         65.       126.5      0.00880    0.00310              D073300400719 
 2.5         65.       129.5      0.00930    0.00320              D073300400720 
 2.5         65.       132.5      0.00880    0.00310              D073300400721 
 2.5         65.       135.5      0.00670    0.00270              D073300400722 
 2.5         65.       138.5      0.00700    0.00280              D073300400723 
 2.5         65.       141.5      0.00530    0.00240              D073300400724 
 2.5         65.       144.5      0.00600    0.00260              D073300400725 
 2.5         65.       147.5      0.00590    0.00250              D073300400726 
 2.5         65.       150.5      0.00600    0.00260              D073300400727 
 2.5         65.       153.5      0.00650    0.00270              D073300400728 
 2.5         65.       156.5      0.00670    0.00270              D073300400729 
 2.5         65.       159.5      0.00670    0.00270              D073300400730 
 2.5         65.       162.5      0.00450    0.00220              D073300400731 
 2.5         65.       165.5      0.00600    0.00260              D073300400732 
 2.5         65.       168.5      0.00440    0.00220              D073300400733 
 2.5         65.       171.5      0.00510    0.00240              D073300400734 
 2.5         65.       174.5      0.00490    0.00230              D073300400735 
 2.5         65.       177.5      0.00390    0.00210              D073300400736 
 2.5         65.       180.5      0.00540    0.00240              D073300400737 
 2.5         65.       183.5      0.00420    0.00210              D073300400738 
 2.5         65.       186.5      0.00390    0.00210              D073300400739 
 2.5         65.       189.5      0.00420    0.00210              D073300400740 
 2.5         65.       192.5      0.00340    0.00190              D073300400741 
 2.5         65.       195.5      0.00510    0.00240              D073300400742 
 2.5         65.       198.5      0.00290    0.00180              D073300400743 
 2.5         65.       201.5      0.00290    0.00180              D073300400744 
 2.5         65.       204.5      0.00320    0.00190              D073300400745 
 2.5         65.       207.5      0.00320    0.00190              D073300400746 
 2.5         65.       213.5      0.00310    0.00180              D073300400747 
 2.5         65.       219.5      0.00230    0.00160              D073300400748 
 2.5         65.       229.0      0.00170    0.00110              D073300400749 
 2.5         65.       234.5      0.00110    0.00064              D073300400750 
 2.5         65.       236.5      0.00147    0.00074              D073300400751 
 2.5         80.         4.5      0.46600    0.03400              D073300400752 
 2.5         80.         7.5      0.49000    0.01500              D073300400753 
 2.5         80.        10.0      0.44900    0.00960              D073300400754 
 2.5        100.        14.5      0.24300    0.01500              D073300400755 
 2.5        100.        17.5      0.19900    0.01400              D073300400756 
 2.5        100.        20.5      0.17000    0.01300              D073300400757 
 2.5        100.        23.5      0.13300    0.01100              D073300400758 
 2.5        100.        26.5      0.09510    0.00910              D073300400759 
 2.5        100.        29.5      0.08100    0.00890              D073300400760 
 2.5        100.        32.5      0.07150    0.00840              D073300400761 
 2.5        100.        35.5      0.05920    0.00760              D073300400762 
 2.5        100.        37.5      0.04130    0.00370              D073300400763 
 2.5        100.        46.5      0.02740    0.00520              D073300400764 
 2.5        100.        49.5      0.02900    0.00530              D073300400765 
 2.5        100.        52.5      0.02250    0.00470              D073300400766 
 2.5        100.        55.5      0.02030    0.00450              D073300400767 
 2.5        100.        58.5      0.01910    0.00430              D073300400768 
 2.5        100.        61.5      0.01850    0.00430              D073300400769 
 2.5        100.        64.5      0.01310    0.00360              D073300400770 
