ENTRY            D0766   20150302                             D098D0766  0    1 
SUBENT        D0766001   20150302                             D098D0766  1    1 
BIB                 10         20                                 D0766  1    2 
TITLE      Incident-energy dependence of angular distributions of D0766  1    3 
            cross section and analyzing power for the             D0766  1    4 
            58Ni(p,3He)56Co reaction between 80 and 120 MeV       D0766  1    5 
AUTHOR     (J.J.van Zyl, A.A.Cowley, R.Neveling, E.Z.Buthelezi,   D0766  1    6 
            S.V.Foertsch, J.Mabiala, J.P.Mira, F.Nemulodi,        D0766  1    7 
            F.D.Smit, G.F.Steyn, J.A.Swartz, I.T.Usman)           D0766  1    8 
INSTITUTE  (3SAFSTL,3SAFITH,1USATAM,2BLGLEU,3SAFWIT)              D0766  1    9 
REFERENCE  (J,PR/C,91,024614,2015)                                D0766  1   10 
FACILITY   (CYCLO,3SAFITH) Beam currents in 10 to 20 nA           D0766  1   11 
SAMPLE     Self-supporting Ni foil (enriched to >98%, 1.1 mg/cm2  D0766  1   12 
            thick at 25 deg and 2.5 mg/cm2 at other angles) and   D0766  1   13 
            uniformity better than 2% per millimetere.            D0766  1   14 
DETECTOR   (MAGSP,MWDC,SCIN) MWDC followed by a 6.35-mm thick     D0766  1   15 
            plastic scintillator                                  D0766  1   16 
METHOD     (TOF) To identify 3He in combination with energy loss  D0766  1   17 
            measured by the plastic scintillator                  D0766  1   18 
STATUS     (TABLE) Plotted in Figs.4-8 of Phys.Rev.C91(2015)024614D0766  1   19 
           (APRVD) Approved by J.J.van Zyul (2015-03-03)          D0766  1   20 
HISTORY    (20150302C) On                                         D0766  1   21 
           (20150302R) On. Data received from J.J.van Zyl.        D0766  1   22 
ENDBIB              20          0                                 D0766  1   23 
COMMON               1          3                                 D0766  1   24 
EN-ERR                                                            D0766  1   25 
MEV                                                               D0766  1   26 
 0.5                                                              D0766  1   27 
ENDCOMMON            3          0                                 D0766  1   28 
ENDSUBENT           27          0                                 D0766  199999 
SUBENT        D0766002   20150302                             D098D0766  2    1 
BIB                  2          3                                 D0766  2    2 
REACTION   (28-NI-58(P,HE3)27-CO-56,PAR,DA)                       D0766  2    3 
ERR-ANALYS (ERR-S) Uncertainty due to counting statistics         D0766  2    4 
           (ERR-1) Uncertainty in target thickness (~5%)          D0766  2    5 
ENDBIB               3          0                                 D0766  2    6 
COMMON               1          3                                 D0766  2    7 
ERR-1                                                             D0766  2    8 
PER-CENT                                                          D0766  2    9 
 5.                                                               D0766  2   10 
ENDCOMMON            3          0                                 D0766  2   11 
DATA                 5         95                                 D0766  2   12 
EN         E-LVL      ANG-CM     DATA-CM    ERR-S                 D0766  2   13 
MEV        MEV        ADEG       MB/SR      MB/SR                 D0766  2   14 
  80.       0.577      25.81        7.90E-03   3.09E-04           D0766  2   15 
  80.       0.577      30.96        3.88E-03   1.61E-04           D0766  2   16 
  80.       0.577      36.10        1.23E-03   8.35E-05           D0766  2   17 
  80.       0.577      41.23        8.43E-04   7.49E-05           D0766  2   18 
  80.       0.577      46.35        7.45E-04   4.97E-05           D0766  2   19 
  80.       0.577      51.47        2.65E-04   4.38E-05           D0766  2   20 
  80.       0.577      61.66        1.90E-04   3.23E-05           D0766  2   21 
  80.       1.009      25.81        7.09E-03   2.91E-04           D0766  2   22 
  80.       1.009      30.96        4.49E-03   1.73E-04           D0766  2   23 
  80.       1.009      36.10        1.60E-03   9.55E-05           D0766  2   24 
  80.       1.009      41.23        9.14E-04   7.80E-05           D0766  2   25 
  80.       1.009      46.36        5.36E-04   4.20E-05           D0766  2   26 
  80.       1.009      51.47        2.50E-04   4.35E-05           D0766  2   27 
  80.       1.009      61.66        1.58E-04   2.97E-05           D0766  2   28 
  80.       2.283      25.82        5.89E-02   8.56E-04           D0766  2   29 
  80.       2.283      30.97        5.81E-02   6.37E-04           D0766  2   30 
  80.       2.283      36.11        3.19E-02   4.24E-04           D0766  2   31 
  80.       2.283      41.25        2.03E-02   3.78E-04           D0766  2   32 
  80.       2.283      46.37        7.87E-03   1.64E-04           D0766  2   33 
  80.       2.283      51.48        6.72E-03   2.32E-04           D0766  2   34 
  80.       2.283      61.68        2.42E-03   1.17E-04           D0766  2   35 
  80.       3.544      25.83        8.90E-03   3.31E-04           D0766  2   36 
  80.       3.544      30.98        7.71E-03   2.31E-04           D0766  2   37 
  80.       3.544      36.12        5.36E-03   1.78E-04           D0766  2   38 
  80.       3.544      41.26        3.19E-03   1.49E-04           D0766  2   39 
  80.       3.544      46.38        1.11E-03   6.14E-05           D0766  2   40 
  80.       3.544      51.50        8.14E-04   7.99E-05           D0766  2   41 
  80.       3.544      61.69        8.82E-04   7.01E-05           D0766  2   42 
  80.       5.146      25.84        2.47E-02   5.44E-04           D0766  2   43 
  80.       5.146      30.99        1.74E-02   3.42E-04           D0766  2   44 
  80.       5.146      36.14        7.58E-03   2.08E-04           D0766  2   45 
  80.       5.146      41.27        4.79E-03   1.80E-04           D0766  2   46 
  80.       5.146      46.40        2.97E-03   9.93E-05           D0766  2   47 
  80.       5.146      51.52        1.58E-03   1.10E-04           D0766  2   48 
  80.       5.146      61.72        1.47E-03   9.11E-05           D0766  2   49 
 100.       0.577      25.79        2.70E-03   2.17E-04           D0766  2   50 
 100.       0.577      30.94        1.14E-03   9.16E-05           D0766  2   51 
 100.       0.577      36.08        5.47E-04   6.56E-05           D0766  2   52 
 100.       0.577      41.21        4.63E-04   5.90E-05           D0766  2   53 
 100.       0.577      46.33        1.76E-04   3.03E-05           D0766  2   54 
 100.       0.577      51.44        7.19E-05   2.08E-05           D0766  2   55 
 100.       0.577      61.63        3.88E-05   1.79E-05           D0766  2   56 
 100.       1.009      25.80        2.50E-03   2.07E-04           D0766  2   57 
 100.       1.009      30.94        8.64E-04   7.96E-05           D0766  2   58 
