ENTRY            D0977   20200414                             D127D097700000001 
SUBENT        D0977001   20200414                             D127D097700100001 
BIB                 10         25                                 D097700100002 
TITLE      Differential cross section measurements of the         D097700100003 
            9Be(3He,p)11B reaction for NRA applications           D097700100004 
AUTHOR     (G.Provatas, S.Fazinic, N.Soic, N.Vukman, D.Cosic,     D097700100005 
            M.Krmpotic, M.Vuksic, A.Crnjac, R.Popocovski,         D097700100006 
            L.Palada, P.Colovic, D.Dell'Aquila, I.Gasparic,       D097700100007 
            D.Jelavic Malenica, T.Mijatovic, M.Uroic)             D097700100008 
INSTITUTE  (3CRORBZ)                                              D097700100009 
REFERENCE  (J,NIM/B,472,36,2020)                                  D097700100010 
FACILITY   (VDGT,3CRORBZ) 1 MV Tandetron accelerator (TDT)        D097700100011 
SAMPLE     A thin 9Be layer (65(10%) ug/cm2 thick) evaporated on  D097700100012 
            top of a self supporting Au foil (73(10%) ug/cm2      D097700100013 
            thick).                                               D097700100014 
           The nominal thickness was checked by proton-EBS        D097700100015 
            measurement at Ep=2 MeV which also confirmed that     D097700100016 
            C and O impurities were not greater than 5 ug/cm2.    D097700100017 
METHOD     (BCINT)                                                D097700100018 
DETECTOR   (SISD) Two double-sided Si strip detectors (1.5 mm     D097700100019 
            thick 16x16 segments, 50x50 mm2 area) placed 12 cm    D097700100020 
            from the target.                                      D097700100021 
           The solid angle was determined by measurement of       D097700100022 
            elastic scattering by additional irradiation with     D097700100023 
            an accuracy of 3%.                                    D097700100024 
STATUS     (APRVD) Approved by Georgios Provatas (2020-04-14)     D097700100025 
HISTORY    (20190409R) On. Data received from Georgios Provatas.  D097700100026 
           (20190409C) On                                         D097700100027 
ENDBIB              25          0                                 D097700100028 
NOCOMMON             0          0                                 D097700100029 
ENDSUBENT           28          0                                 D097700199999 
SUBENT        D0977002   20200414                             D127D097700200001 
BIB                  3          8                                 D097700200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA)                           D097700200003 
ERR-ANALYS (EN-ERR) Energy straggling in the target determined    D097700200004 
            with SRIM                                             D097700200005 
           (ERR-T) Total uncertainty originated from statistics   D097700200006 
            as well as                                            D097700200007 
           (ERR-1) solid angle determination (3%)                 D097700200008 
           (ERR-2) target thickness          (3%)                 D097700200009 
STATUS     (TABLE) On. Data received from Georgios Provatas.      D097700200010 
ENDBIB               8          0                                 D097700200011 
COMMON               2          3                                 D097700200012 
ERR-1      ERR-2                                                  D097700200013 
PER-CENT   PER-CENT                                               D097700200014 
 3.         3.                                                    D097700200015 
ENDCOMMON            3          0                                 D097700200016 
DATA                 6       4680                                 D097700200017 
Q-VAL      ANG        EN         EN-ERR     DATA       ERR-T      D097700200018 
  3554.19   125.00     2857.910   52.120     0.803      0.072     D097700203442 
  3554.19   126.00     1275.550   80.010     0.114      0.012     D097700203443 
  3554.19   126.00     1336.410   78.370     0.141      0.015     D097700203444 
  3554.19   126.00     1397.270   76.790     0.134      0.014     D097700203445 
  3554.19   126.00     1458.130   75.270     0.152      0.014     D097700203446 
  3554.19   126.00     1518.990   73.800     0.181      0.017     D097700203447 
  3554.19   126.00     1579.850   72.390     0.254      0.022     D097700203448 
  3554.19   126.00     1640.710   71.030     0.365      0.030     D097700203449 
  3554.19   126.00     1701.570   69.730     0.389      0.035     D097700203450 
  3554.19   126.00     1762.430   68.470     0.431      0.039     D097700203451 
  3554.19   126.00     1823.290   67.260     0.498      0.043     D097700203452 
  3554.19   126.00     1843.580   66.860     0.446      0.046     D097700203453 
  3554.19   126.00     1884.150   66.090     0.566      0.050     D097700203454 
  3554.19   126.00     1945.010   64.970     0.620      0.050     D097700203455 
  3554.19   126.00     2005.870   63.890     0.604      0.049     D097700203456 
  3554.19   126.00     2066.730   62.850     0.605      0.054     D097700203457 
  3554.19   126.00     2127.590   61.850     0.637      0.059     D097700203458 
  3554.19   126.00     2188.450   60.880     0.741      0.064     D097700203459 
  3554.19   126.00     2249.310   59.950     0.706      0.066     D097700203460 
  3554.19   126.00     2310.170   59.050     0.799      0.073     D097700203461 
  3554.19   126.00     2371.030   58.190     0.794      0.073     D097700203462 
  3554.19   126.00     2431.890   57.350     0.881      0.076     D097700203463 
  3554.19   126.00     2492.750   56.530     0.771      0.067     D097700203464 
  3554.19   126.00     2614.470   54.980     0.758      0.067     D097700203465 
  3554.19   126.00     2675.330   54.240     0.861      0.083     D097700203466 
  3554.19   126.00     2736.190   53.520     0.853      0.076     D097700203467 
  3554.19   126.00     2797.050   52.810     0.819      0.071     D097700203468 
  3554.19   126.00     2857.910   52.120     0.770      0.066     D097700203469 
  3554.19   128.00     1275.550   80.010     0.124      0.013     D097700203470 
  3554.19   128.00     1336.410   78.370     0.122      0.014     D097700203471 
  3554.19   128.00     1397.270   76.790     0.131      0.014     D097700203472 
  3554.19   128.00     1458.130   75.270     0.146      0.013     D097700203473 
  3554.19   128.00     1518.990   73.800     0.175      0.017     D097700203474 
  3554.19   128.00     1579.850   72.390     0.275      0.023     D097700203475 
  3554.19   128.00     1640.710   71.030     0.356      0.030     D097700203476 
  3554.19   128.00     1701.570   69.730     0.420      0.037     D097700203477 
  3554.19   128.00     1762.430   68.470     0.423      0.038     D097700203478 
  3554.19   128.00     1823.290   67.260     0.557      0.047     D097700203479 
  3554.19   128.00     1843.580   66.860     0.467      0.047     D097700203480 
  3554.19   128.00     1884.150   66.090     0.596      0.051     D097700203481 
  3554.19   128.00     1945.010   64.970     0.643      0.052     D097700203482 
  3554.19   128.00     2005.870   63.890     0.630      0.052     D097700203483 
  3554.19   128.00     2066.730   62.850     0.605      0.054     D097700203484 
  3554.19   128.00     2127.590   61.850     0.703      0.064     D097700203485 
  3554.19   128.00     2188.450   60.880     0.694      0.063     D097700203486 
  3554.19   128.00     2249.310   59.950     0.706      0.067     D097700203487 
  3554.19   128.00     2310.170   59.050     0.715      0.071     D097700203488 
  3554.19   128.00     2371.030   58.190     0.748      0.069     D097700203489 
  3554.19   128.00     2431.890   57.350     0.810      0.071     D097700203490 
  3554.19   128.00     2492.750   56.530     0.758      0.069     D097700203491 
  3554.19   128.00     2614.470   54.980     0.757      0.068     D097700203492 
  3554.19   128.00     2675.330   54.240     0.866      0.083     D097700203493 
  3554.19   128.00     2736.190   53.520     0.756      0.070     D097700203494 
  3554.19   128.00     2797.050   52.810     0.703      0.063     D097700203495 
  3554.19   128.00     2857.910   52.120     0.799      0.070     D097700203496 
  3554.19   130.00     1275.550   80.010     0.117      0.013     D097700203497 
  3554.19   130.00     1336.410   78.370     0.130      0.014     D097700203498 
  3554.19   130.00     1397.270   76.790     0.118      0.013     D097700203499 
  3554.19   130.00     1458.130   75.270     0.150      0.014     D097700203500 
  3554.19   130.00     1518.990   73.800     0.165      0.016     D097700203501 
  3554.19   130.00     1579.850   72.390     0.298      0.024     D097700203502 
  3554.19   130.00     1640.710   71.030     0.386      0.032     D097700203503 
  3554.19   130.00     1701.570   69.730     0.414      0.037     D097700203504 
  3554.19   130.00     1762.430   68.470     0.431      0.038     D097700203505 
  3554.19   130.00     1823.290   67.260     0.573      0.049     D097700203506 
  3554.19   130.00     1843.580   66.860     0.441      0.045     D097700203507 
  3554.19   130.00     1884.150   66.090     0.565      0.050     D097700203508 
  3554.19   130.00     1945.010   64.970     0.643      0.052     D097700203509 
  3554.19   130.00     2005.870   63.890     0.628      0.052     D097700203510 
  3554.19   130.00     2066.730   62.850     0.638      0.057     D097700203511 
  3554.19   130.00     2127.590   61.850     0.694      0.063     D097700203512 
  3554.19   130.00     2188.450   60.880     0.719      0.064     D097700203513 
  3554.19   130.00     2249.310   59.950     0.775      0.071     D097700203514 
  3554.19   130.00     2310.170   59.050     0.756      0.073     D097700203515 
  3554.19   130.00     2371.030   58.190     0.816      0.077     D097700203516 
  3554.19   130.00     2431.890   57.350     0.834      0.075     D097700203517 
  3554.19   130.00     2492.750   56.530     0.769      0.069     D097700203518 
  3554.19   130.00     2614.470   54.980     0.739      0.067     D097700203519 
  3554.19   130.00     2675.330   54.240     0.831      0.081     D097700203520 
  3554.19   130.00     2736.190   53.520     0.811      0.073     D097700203521 
  3554.19   130.00     2797.050   52.810     0.854      0.073     D097700203522 
  3554.19   130.00     2857.910   52.120     0.797      0.073     D097700203523 
  3554.19   132.00     1275.550   80.010     0.106      0.012     D097700203524 
  3554.19   132.00     1336.410   78.370     0.141      0.015     D097700203525 
  3554.19   132.00     1397.270   76.790     0.140      0.015     D097700203526 
  3554.19   132.00     1458.130   75.270     0.166      0.015     D097700203527 
  3554.19   132.00     1518.990   73.800     0.179      0.017     D097700203528 
  3554.19   132.00     1579.850   72.390     0.261      0.022     D097700203529 
  3554.19   132.00     1640.710   71.030     0.393      0.033     D097700203530 
  3554.19   132.00     1701.570   69.730     0.415      0.037     D097700203531 
  3554.19   132.00     1762.430   68.470     0.420      0.038     D097700203532 
  3554.19   132.00     1823.290   67.260     0.530      0.046     D097700203533 
  3554.19   132.00     1843.580   66.860     0.459      0.047     D097700203534 
  3554.19   132.00     1884.150   66.090     0.593      0.052     D097700203535 
  3554.19   132.00     1945.010   64.970     0.641      0.074     D097700203536 
  3554.19   132.00     2005.870   63.890     0.682      0.055     D097700203537 
  3554.19   132.00     2066.730   62.850     0.655      0.059     D097700203538 
  3554.19   132.00     2127.590   61.850     0.646      0.059     D097700203539 
  3554.19   132.00     2188.450   60.880     0.686      0.063     D097700203540 
  3554.19   132.00     2249.310   59.950     0.692      0.066     D097700203541 
  3554.19   132.00     2310.170   59.050     0.665      0.064     D097700203542 
  3554.19   132.00     2371.030   58.190     0.780      0.073     D097700203543 
  3554.19   132.00     2431.890   57.350     0.805      0.073     D097700203544 
  3554.19   132.00     2492.750   56.530     0.748      0.067     D097700203545 
  3554.19   132.00     2614.470   54.980     0.765      0.068     D097700203546 
  3554.19   132.00     2675.330   54.240     0.780      0.078     D097700203547 
  3554.19   132.00     2736.190   53.520     0.845      0.076     D097700203548 
  3554.19   132.00     2797.050   52.810     0.866      0.074     D097700203549 
  3554.19   132.00     2857.910   52.120     0.765      0.069     D097700203550 
  3554.19   134.00     1275.550   80.010     0.123      0.014     D097700203551 
  3554.19   134.00     1336.410   78.370     0.137      0.015     D097700203552 
  3554.19   134.00     1397.270   76.790     0.115      0.014     D097700203553 
  3554.19   134.00     1458.130   75.270     0.167      0.016     D097700203554 
  3554.19   134.00     1518.990   73.800     0.183      0.018     D097700203555 
  3554.19   134.00     1579.850   72.390     0.291      0.025     D097700203556 
  3554.19   134.00     1640.710   71.030     0.378      0.033     D097700203557 
  3554.19   134.00     1701.570   69.730     0.440      0.040     D097700203558 
  3554.19   134.00     1762.430   68.470     0.440      0.040     D097700203559 
  3554.19   134.00     1823.290   67.260     0.518      0.047     D097700203560 
  3554.19   134.00     1843.580   66.860     0.459      0.049     D097700203561 
  3554.19   134.00     1884.150   66.090     0.626      0.056     D097700203562 
  3554.19   134.00     1945.010   64.970     0.716      0.058     D097700203563 
  3554.19   134.00     2005.870   63.890     0.670      0.056     D097700203564 
  3554.19   134.00     2066.730   62.850     0.684      0.062     D097700203565 
  3554.19   134.00     2127.590   61.850     0.682      0.064     D097700203566 
  3554.19   134.00     2188.450   60.880     0.706      0.065     D097700203567 
  3554.19   134.00     2249.310   59.950     0.783      0.076     D097700203568 
  3554.19   134.00     2310.170   59.050     0.717      0.071     D097700203569 
  3554.19   134.00     2371.030   58.190     0.713      0.071     D097700203570 
  3554.19   134.00     2431.890   57.350     0.724      0.069     D097700203571 
  3554.19   134.00     2492.750   56.530     0.789      0.071     D097700203572 
  3554.19   134.00     2614.470   54.980     0.778      0.072     D097700203573 
  3554.19   134.00     2675.330   54.240     0.802      0.081     D097700203574 
  3554.19   134.00     2736.190   53.520     0.843      0.079     D097700203575 
  3554.19   134.00     2797.050   52.810     0.886      0.078     D097700203576 
  3554.19   134.00     2857.910   52.120     0.825      0.076     D097700203577 
  3554.19   139.00     1275.550   80.010     0.117      0.013     D097700203578 
  3554.19   139.00     1336.410   78.370     0.123      0.014     D097700203579 
  3554.19   139.00     1397.270   76.790     0.137      0.015     D097700203580 
  3554.19   139.00     1458.130   75.270     0.184      0.017     D097700203581 
  3554.19   139.00     1518.990   73.800     0.173      0.017     D097700203582 
  3554.19   139.00     1579.850   72.390     0.296      0.025     D097700203583 
  3554.19   139.00     1640.710   71.030     0.396      0.033     D097700203584 
  3554.19   139.00     1701.570   69.730     0.418      0.039     D097700203585 
  3554.19   139.00     1762.430   68.470     0.478      0.043     D097700203586 
  3554.19   139.00     1823.290   67.260     0.563      0.049     D097700203587 
  3554.19   139.00     1884.150   66.090     0.638      0.056     D097700203588 
  3554.19   139.00     1945.010   64.970     0.697      0.056     D097700203589 
  3554.19   139.00     2005.870   63.890     0.665      0.055     D097700203590 
  3554.19   139.00     2066.730   62.850     0.670      0.060     D097700203591 
  3554.19   139.00     2127.590   61.850     0.686      0.062     D097700203592 
  3554.19   139.00     2188.450   60.880     0.770      0.067     D097700203593 
  3554.19   139.00     2249.310   59.950     0.712      0.067     D097700203594 
  3554.19   139.00     2310.170   59.050     0.705      0.067     D097700203595 
  3554.19   139.00     2371.030   58.190     0.795      0.072     D097700203596 
  3554.19   139.00     2431.890   57.350     0.815      0.072     D097700203597 
  3554.19   139.00     2492.750   56.530     0.651      0.060     D097700203598 
  3554.19   139.00     2553.610   55.750     0.859      0.075     D097700203599 
  3554.19   139.00     2614.470   54.980     0.755      0.072     D097700203600 
  3554.19   139.00     2675.330   54.240     0.836      0.085     D097700203601 
  3554.19   139.00     2705.760   53.880     0.794      0.077     D097700203602 
  3554.19   139.00     2736.190   53.520     0.814      0.077     D097700203603 
  3554.19   139.00     2797.050   52.810     0.883      0.078     D097700203604 
  3554.19   139.00     2857.910   52.120     0.796      0.073     D097700203605 
  3554.19   141.00     1275.550   80.010     0.115      0.013     D097700203606 
  3554.19   141.00     1336.410   78.370     0.141      0.015     D097700203607 
  3554.19   141.00     1397.270   76.790     0.118      0.013     D097700203608 
  3554.19   141.00     1458.130   75.270     0.169      0.015     D097700203609 
  3554.19   141.00     1518.990   73.800     0.188      0.018     D097700203610 
  3554.19   141.00     1579.850   72.390     0.272      0.023     D097700203611 
  3554.19   141.00     1640.710   71.030     0.390      0.032     D097700203612 
  3554.19   141.00     1701.570   69.730     0.408      0.036     D097700203613 
  3554.19   141.00     1762.430   68.470     0.468      0.041     D097700203614 
  3554.19   141.00     1823.290   67.260     0.519      0.045     D097700203615 
  3554.19   141.00     1884.150   66.090     0.627      0.054     D097700203616 
  3554.19   141.00     1945.010   64.970     0.687      0.054     D097700203617 
  3554.19   141.00     2005.870   63.890     0.675      0.054     D097700203618 
  3554.19   141.00     2066.730   62.850     0.608      0.054     D097700203619 
  3554.19   141.00     2127.590   61.850     0.699      0.062     D097700203620 
  3554.19   141.00     2188.450   60.880     0.725      0.062     D097700203621 
  3554.19   141.00     2249.310   59.950     0.721      0.065     D097700203622 
  3554.19   141.00     2310.170   59.050     0.749      0.068     D097700203623 
  3554.19   141.00     2371.030   58.190     0.709      0.064     D097700203624 
  3554.19   141.00     2431.890   57.350     0.726      0.063     D097700203625 
  3554.19   141.00     2492.750   56.530     0.706      0.062     D097700203626 
  3554.19   141.00     2553.610   55.750     0.901      0.076     D097700203627 
  3554.19   141.00     2614.470   54.980     0.678      0.066     D097700203628 
  3554.19   141.00     2675.330   54.240     0.807      0.079     D097700203629 
  3554.19   141.00     2705.760   53.880     0.752      0.072     D097700203630 
  3554.19   141.00     2736.190   53.520     0.842      0.076     D097700203631 
  3554.19   141.00     2797.050   52.810     0.817      0.071     D097700203632 
  3554.19   141.00     2857.910   52.120     0.751      0.067     D097700203633 
  3554.19   143.00     1275.550   80.010     0.103      0.012     D097700203634 
  3554.19   143.00     1336.410   78.370     0.133      0.015     D097700203635 
  3554.19   143.00     1397.270   76.790     0.129      0.014     D097700203636 
  3554.19   143.00     1458.130   75.270     0.155      0.014     D097700203637 
  3554.19   143.00     1518.990   73.800     0.186      0.018     D097700203638 
  3554.19   143.00     1579.850   72.390     0.271      0.023     D097700203639 
  3554.19   143.00     1640.710   71.030     0.402      0.033     D097700203640 
  3554.19   143.00     1701.570   69.730     0.442      0.039     D097700203641 
  3554.19   143.00     1762.430   68.470     0.472      0.041     D097700203642 
  3554.19   143.00     1823.290   67.260     0.518      0.045     D097700203643 
  3554.19   143.00     1884.150   66.090     0.572      0.051     D097700203644 
  3554.19   143.00     2005.870   63.890     0.656      0.053     D097700203645 
  3554.19   143.00     2066.730   62.850     0.637      0.056     D097700203646 
  3554.19   143.00     2127.590   61.850     0.666      0.060     D097700203647 
  3554.19   143.00     2188.450   60.880     0.697      0.060     D097700203648 
  3554.19   143.00     2249.310   59.950     0.697      0.064     D097700203649 
  3554.19   143.00     2310.170   59.050     0.736      0.068     D097700203650 
  3554.19   143.00     2371.030   58.190     0.743      0.066     D097700203651 
  3554.19   143.00     2431.890   57.350     0.771      0.067     D097700203652 
  3554.19   143.00     2492.750   56.530     0.691      0.061     D097700203653 
  3554.19   143.00     2553.610   55.750     0.859      0.074     D097700203654 
  3554.19   143.00     2614.470   54.980     0.723      0.071     D097700203655 
  3554.19   143.00     2675.330   54.240     0.822      0.081     D097700203656 
  3554.19   143.00     2705.760   53.880     0.815      0.078     D097700203657 
  3554.19   143.00     2736.190   53.520     0.762      0.072     D097700203658 
  3554.19   143.00     2797.050   52.810     0.894      0.076     D097700203659 
  3554.19   143.00     2857.910   52.120     0.753      0.070     D097700203660 
  3554.19   145.00     1275.550   80.010     0.102      0.012     D097700203661 
  3554.19   145.00     1336.410   78.370     0.133      0.015     D097700203662 
  3554.19   145.00     1397.270   76.790     0.113      0.013     D097700203663 
  3554.19   145.00     1458.130   75.270     0.157      0.014     D097700203664 
  3554.19   145.00     1518.990   73.800     0.184      0.018     D097700203665 
  3554.19   145.00     1579.850   72.390     0.280      0.024     D097700203666 
  3554.19   145.00     1640.710   71.030     0.407      0.034     D097700203667 
  3554.19   145.00     1701.570   69.730     0.447      0.040     D097700203668 
  3554.19   145.00     1762.430   68.470     0.495      0.043     D097700203669 
  3554.19   145.00     1823.290   67.260     0.568      0.049     D097700203670 
  3554.19   145.00     1884.150   66.090     0.607      0.053     D097700203671 
  3554.19   145.00     1945.010   64.970     0.723      0.056     D097700203672 
  3554.19   145.00     2005.870   63.890     0.685      0.056     D097700203673 
  3554.19   145.00     2066.730   62.850     0.569      0.051     D097700203674 
  3554.19   145.00     2127.590   61.850     0.643      0.058     D097700203675 
  3554.19   145.00     2188.450   60.880     0.703      0.061     D097700203676 
  3554.19   145.00     2249.310   59.950     0.774      0.070     D097700203677 
  3554.19   145.00     2310.170   59.050     0.681      0.065     D097700203678 
  3554.19   145.00     2371.030   58.190     0.756      0.068     D097700203679 
  3554.19   145.00     2431.890   57.350     0.743      0.065     D097700203680 
  3554.19   145.00     2492.750   56.530     0.691      0.061     D097700203681 
  3554.19   145.00     2553.610   55.750     0.882      0.075     D097700203682 
  3554.19   145.00     2614.470   54.980     0.713      0.070     D097700203683 
  3554.19   145.00     2675.330   54.240     0.814      0.081     D097700203684 
  3554.19   145.00     2705.760   53.880     0.742      0.072     D097700203685 
  3554.19   145.00     2736.190   53.520     0.844      0.077     D097700203686 
  3554.19   145.00     2797.050   52.810     0.854      0.074     D097700203687 
  3554.19   145.00     2857.910   52.120     0.750      0.070     D097700203688 
  3554.19   147.00     1275.550   80.010     0.103      0.012     D097700203689 
  3554.19   147.00     1336.410   78.370     0.122      0.014     D097700203690 
  3554.19   147.00     1397.270   76.790     0.138      0.015     D097700203691 
  3554.19   147.00     1458.130   75.270     0.157      0.014     D097700203692 
  3554.19   147.00     1518.990   73.800     0.192      0.018     D097700203693 
  3554.19   147.00     1579.850   72.390     0.275      0.023     D097700203694 
  3554.19   147.00     1640.710   71.030     0.411      0.034     D097700203695 
  3554.19   147.00     1701.570   69.730     0.415      0.037     D097700203696 
  3554.19   147.00     1762.430   68.470     0.482      0.042     D097700203697 
  3554.19   147.00     1823.290   67.260     0.565      0.049     D097700203698 
  3554.19   147.00     1884.150   66.090     0.613      0.054     D097700203699 
  3554.19   147.00     1945.010   64.970     0.710      0.056     D097700203700 
  3554.19   147.00     2005.870   63.890     0.684      0.055     D097700203701 
  3554.19   147.00     2066.730   62.850     0.595      0.054     D097700203702 
  3554.19   147.00     2127.590   61.850     0.650      0.059     D097700203703 
  3554.19   147.00     2188.450   60.880     0.709      0.061     D097700203704 
  3554.19   147.00     2249.310   59.950     0.763      0.069     D097700203705 
  3554.19   147.00     2310.170   59.050     0.798      0.072     D097700203706 
  3554.19   147.00     2371.030   58.190     0.718      0.065     D097700203707 
  3554.19   147.00     2431.890   57.350     0.742      0.065     D097700203708 
  3554.19   147.00     2492.750   56.530     0.675      0.060     D097700203709 
  3554.19   147.00     2553.610   55.750     0.856      0.073     D097700203710 
  3554.19   147.00     2614.470   54.980     0.653      0.066     D097700203711 
  3554.19   147.00     2705.760   53.880     0.792      0.075     D097700203712 
  3554.19   147.00     2736.190   53.520     0.796      0.074     D097700203713 
  3554.19   147.00     2797.050   52.810     0.891      0.076     D097700203714 
  3554.19   147.00     2857.910   52.120     0.796      0.071     D097700203715 
  3554.19   149.00     1275.550   80.010     0.105      0.011     D097700203716 
  3554.19   149.00     1336.410   78.370     0.132      0.014     D097700203717 
  3554.19   149.00     1397.270   76.790     0.124      0.013     D097700203718 
  3554.19   149.00     1458.130   75.270     0.157      0.014     D097700203719 
  3554.19   149.00     1518.990   73.800     0.200      0.018     D097700203720 
  3554.19   149.00     1579.850   72.390     0.296      0.024     D097700203721 
  3554.19   149.00     1640.710   71.030     0.398      0.032     D097700203722 
  3554.19   149.00     1701.570   69.730     0.415      0.036     D097700203723 
  3554.19   149.00     1762.430   68.470     0.464      0.039     D097700203724 
  3554.19   149.00     1823.290   67.260     0.543      0.045     D097700203725 
  3554.19   149.00     1884.150   66.090     0.610      0.051     D097700203726 
  3554.19   149.00     1945.010   64.970     0.669      0.051     D097700203727 
  3554.19   149.00     2005.870   63.890     0.686      0.054     D097700203728 
  3554.19   149.00     2066.730   62.850     0.691      0.058     D097700203729 
  3554.19   149.00     2127.590   61.850     0.710      0.061     D097700203730 
  3554.19   149.00     2188.450   60.880     0.700      0.058     D097700203731 
  3554.19   149.00     2249.310   59.950     0.752      0.065     D097700203732 
  3554.19   149.00     2310.170   59.050     0.761      0.067     D097700203733 
  3554.19   149.00     2371.030   58.190     0.765      0.067     D097700203734 
  3554.19   149.00     2431.890   57.350     0.762      0.064     D097700203735 
  3554.19   149.00     2492.750   56.530     0.729      0.061     D097700203736 
  3554.19   149.00     2553.610   55.750     0.883      0.072     D097700203737 
  3554.19   149.00     2614.470   54.980     0.706      0.069     D097700203738 
  3554.19   149.00     2675.330   54.240     0.828      0.079     D097700203739 
  3554.19   149.00     2705.760   53.880     0.791      0.072     D097700203740 
  3554.19   149.00     2736.190   53.520     0.899      0.078     D097700203741 
  3554.19   149.00     2797.050   52.810     0.893      0.073     D097700203742 
  3554.19   149.00     2857.910   52.120     0.771      0.072     D097700203743 
  3554.19   151.00     1275.550   80.010     0.111      0.012     D097700203744 
  3554.19   151.00     1336.410   78.370     0.126      0.014     D097700203745 
  3554.19   151.00     1397.270   76.790     0.118      0.013     D097700203746 
  3554.19   151.00     1458.130   75.270     0.162      0.015     D097700203747 
  3554.19   151.00     1518.990   73.800     0.181      0.017     D097700203748 
  3554.19   151.00     1579.850   72.390     0.302      0.025     D097700203749 
  3554.19   151.00     1640.710   71.030     0.409      0.033     D097700203750 
  3554.19   151.00     1701.570   69.730     0.440      0.039     D097700203751 
  3554.19   151.00     1762.430   68.470     0.467      0.041     D097700203752 
  3554.19   151.00     1823.290   67.260     0.554      0.047     D097700203753 
  3554.19   151.00     1884.150   66.090     0.670      0.056     D097700203754 
  3554.19   151.00     1945.010   64.970     0.698      0.054     D097700203755 
  3554.19   151.00     2005.870   63.890     0.687      0.055     D097700203756 
  3554.19   151.00     2066.730   62.850     0.654      0.057     D097700203757 
  3554.19   151.00     2127.590   61.850     0.630      0.057     D097700203758 
  3554.19   151.00     2188.450   60.880     0.733      0.062     D097700203759 
  3554.19   151.00     2249.310   59.950     0.767      0.068     D097700203760 
  3554.19   151.00     2310.170   59.050     0.754      0.068     D097700203761 
  3554.19   151.00     2371.030   58.190     0.779      0.068     D097700203762 
  3554.19   151.00     2431.890   57.350     0.811      0.069     D097700203763 
  3554.19   151.00     2492.750   56.530     0.683      0.060     D097700203764 
  3554.19   151.00     2553.610   55.750     0.818      0.070     D097700203765 
  3554.19   151.00     2614.470   54.980     0.687      0.067     D097700203766 
  3554.19   151.00     2675.330   54.240     0.822      0.079     D097700203767 
  3554.19   151.00     2705.760   53.880     0.762      0.072     D097700203768 
  3554.19   151.00     2736.190   53.520     0.857      0.077     D097700203769 
  3554.19   151.00     2797.050   52.810     0.865      0.073     D097700203770 
  3554.19   151.00     2857.910   52.120     0.743      0.072     D097700203771 
  3554.19   153.00     1275.550   80.010     0.107      0.012     D097700203772 
  3554.19   153.00     1336.410   78.370     0.126      0.013     D097700203773 
  3554.19   153.00     1397.270   76.790     0.123      0.013     D097700203774 
  3554.19   153.00     1458.130   75.270     0.159      0.014     D097700203775 
  3554.19   153.00     1518.990   73.800     0.184      0.017     D097700203776 
  3554.19   153.00     1579.850   72.390     0.287      0.023     D097700203777 
  3554.19   153.00     1640.710   71.030     0.417      0.033     D097700203778 
  3554.19   153.00     1701.570   69.730     0.429      0.037     D097700203779 
  3554.19   153.00     1762.430   68.470     0.480      0.040     D097700203780 
  3554.19   153.00     1823.290   67.260     0.539      0.045     D097700203781 
  3554.19   153.00     1884.150   66.090     0.669      0.055     D097700203782 
  3554.19   153.00     1945.010   64.970     0.664      0.051     D097700203783 
  3554.19   153.00     2005.870   63.890     0.639      0.050     D097700203784 
  3554.19   153.00     2066.730   62.850     0.654      0.055     D097700203785 
  3554.19   153.00     2127.590   61.850     0.716      0.061     D097700203786 
  3554.19   153.00     2188.450   60.880     0.740      0.061     D097700203787 
  3554.19   153.00     2249.310   59.950     0.734      0.064     D097700203788 
  3554.19   153.00     2310.170   59.050     0.685      0.061     D097700203789 
  3554.19   153.00     2371.030   58.190     0.768      0.066     D097700203790 
  3554.19   153.00     2431.890   57.350     0.750      0.063     D097700203791 
  3554.19   153.00     2492.750   56.530     0.712      0.060     D097700203792 
  3554.19   153.00     2553.610   55.750     0.864      0.071     D097700203793 
  3554.19   153.00     2614.470   54.980     0.712      0.068     D097700203794 
  3554.19   153.00     2675.330   54.240     0.724      0.071     D097700203795 
  3554.19   153.00     2705.760   53.880     0.718      0.067     D097700203796 
  3554.19   153.00     2736.190   53.520     0.849      0.074     D097700203797 
  3554.19   153.00     2797.050   52.810     0.900      0.074     D097700203798 
  3554.19   153.00     2857.910   52.120     0.720      0.067     D097700203799 
  3554.19   154.00     1275.550   80.010     0.117      0.013     D097700203800 
  3554.19   154.00     1336.410   78.370     0.123      0.014     D097700203801 
  3554.19   154.00     1397.270   76.790     0.136      0.015     D097700203802 
  3554.19   154.00     1458.130   75.270     0.164      0.014     D097700203803 
  3554.19   154.00     1518.990   73.800     0.186      0.017     D097700203804 
  3554.19   154.00     1579.850   72.390     0.305      0.025     D097700203805 
  3554.19   154.00     1640.710   71.030     0.423      0.034     D097700203806 
  3554.19   154.00     1701.570   69.730     0.477      0.041     D097700203807 
  3554.19   154.00     1762.430   68.470     0.468      0.041     D097700203808 
  3554.19   154.00     1823.290   67.260     0.575      0.048     D097700203809 
  3554.19   154.00     1884.150   66.090     0.650      0.055     D097700203810 
  3554.19   154.00     1945.010   64.970     0.719      0.055     D097700203811 
  3554.19   154.00     2005.870   63.890     0.681      0.054     D097700203812 
