ENTRY            D6386   20210318                             D130D638600000001 
SUBENT        D6386001   20210318                             D130D638600100001 
BIB                 11         33                                 D638600100002 
TITLE      Elastic scattering for 6Li + 51V and systematic study  D638600100003 
           of breakup threshold anomaly                           D638600100004 
AUTHOR     (H.Kumawat, C.Joshi, V.V.Parkar, V.Jha, B.J.Roy,       D638600100005 
           Y.S.Sawant, P.C.Rout, E.T.Mirgule, R.K.Singh,          D638600100006 
           N.L.Singh, B.K.Nayak, S.Kailas)                        D638600100007 
INSTITUTE  (3INDTRM,3INDBDA)                                      D638600100008 
           (3INDIND) Homi Bhabha National Institute, Mumbai       D638600100009 
           (3INDIND) UM-DAE Centre for Excellence in Basic        D638600100010 
           Science, Mumbai                                        D638600100011 
REFERENCE  (J,NP/A,1002,121973,2020)                              D638600100012 
FACILITY   (VDGT,3INDTRM) 14 UD Pelletron-Linac accelerator       D638600100013 
SAMPLE     A self-supported 51V target was of thickness           D638600100014 
           1.17 mg/cm2.                                           D638600100015 
           The beam current was in 5-28 nA.                       D638600100016 
DETECTOR   (TELES,SIBAR,SIBAR) A set of four solid state silicon  D638600100017 
           surface barrier detectors. The thickness of detectors  D638600100018 
           were                                                   D638600100019 
            * dE = 40 um and E = 1 mm,                            D638600100020 
            * dE = 27 um and E = 1 mm,                            D638600100021 
            * dE = 25 um and E = 2 mm,                            D638600100022 
            * dE = 25 um and E = 1 mm.                            D638600100023 
           A monitor detector of thickness 300 um.                D638600100024 
           (SIBAR) Two surface barrier detectors mounted at       D638600100025 
           +/- 10 degree for beam monitoring and absolute         D638600100026 
           normalization.                                         D638600100027 
METHOD     (EDE)                                                  D638600100028 
CORRECTION The beam energies were corrected for average energy    D638600100029 
           loss at the half target thickness in the analysis      D638600100030 
           process that amounts to a minimum of ~280 keV at 26 MeVD638600100031 
           and a maximum of ~400 keV at 14 MeV.                   D638600100032 
ERR-ANALYS (DATA-ERR) No information on source of uncertainty     D638600100033 
HISTORY    (20201006R) Data received from Kumawat on 6 Oct. 2020  D638600100034 
           (20210318C) VT                                         D638600100035 
ENDBIB              33          0                                 D638600100036 
NOCOMMON             0          0                                 D638600100037 
ENDSUBENT           36          0                                 D638600199999 
SUBENT        D6386002   20210318                             D130D638600200001 
BIB                  2          2                                 D638600200002 
REACTION   (23-V-51(3-LI-6,EL)23-V-51,,DA,,RTH)                   D638600200003 
STATUS     (TABLE) Fig. 6 of Nucl. Phys. A 1002 (2020) 121973     D638600200004 
ENDBIB               2          0                                 D638600200005 
NOCOMMON             0          0                                 D638600200006 
DATA                 4         69                                 D638600200007 
EN         ANG-CM     DATA       DATA-ERR                         D638600200008 
MEV        ADEG       NO-DIM     NO-DIM                           D638600200009 
       13.6      15.63       0.05   2.73E-05                      D638600200010 
       13.6      22.31     0.0692   1.73E-04                      D638600200011 
       13.6      26.74     0.0539   8.16E-05                      D638600200012 
       13.6      33.37     0.0444   3.02E-04                      D638600200013 
       13.6      37.77      0.032   1.27E-04                      D638600200014 
       13.6      44.34     0.0241   4.46E-04                      D638600200015 
       13.6      48.69     0.0158   1.27E-04                      D638600200016 
       13.6      55.17     0.0112   3.51E-04                      D638600200017 
       13.6      65.85   5.15E-03   6.72E-05                      D638600200018 
       13.6      76.35   2.50E-03   6.01E-05                      D638600200019 
       13.6      86.65   1.42E-03   6.54E-05                      D638600200020 
       13.6      96.76   8.89E-04   4.97E-05                      D638600200021 
       13.6     106.65   6.14E-04   6.59E-05                      D638600200022 
       13.6     116.35   3.18E-04   5.37E-05                      D638600200023 
       13.6     125.85   2.37E-04   5.29E-05                      D638600200024 
       13.6     135.17   1.51E-04   4.02E-05                      D638600200025 
       19.7      15.63       0.05   2.73E-05                      D638600200026 
       19.7      22.31     0.0692   1.73E-04                      D638600200027 
       19.7      26.74     0.0539   8.16E-05                      D638600200028 
       19.7      33.37     0.0444   3.02E-04                      D638600200029 
       19.7      37.77      0.032   1.27E-04                      D638600200030 
       19.7      44.34     0.0241   4.46E-04                      D638600200031 
       19.7      48.69     0.0158   1.27E-04                      D638600200032 
       19.7      55.17     0.0112   3.51E-04                      D638600200033 
       19.7      65.85   5.15E-03   6.72E-05                      D638600200034 
       19.7      76.35   2.50E-03   6.01E-05                      D638600200035 
       19.7      86.65   1.42E-03   6.54E-05                      D638600200036 
       19.7      96.76   8.89E-04   4.97E-05                      D638600200037 
       19.7     106.65   6.14E-04   6.59E-05                      D638600200038 
       19.7     116.35   3.18E-04   5.37E-05                      D638600200039 
       19.7     125.85   2.37E-04   5.29E-05                      D638600200040 
       19.7     135.17   1.51E-04   4.02E-05                      D638600200041 
       22.7      15.63       0.05   2.73E-05                      D638600200042 
       22.7      22.31     0.0692   1.73E-04                      D638600200043 
       22.7      26.74     0.0539   8.16E-05                      D638600200044 
       22.7      33.37     0.0444   3.02E-04                      D638600200045 
       22.7      37.77      0.032   1.27E-04                      D638600200046 
       22.7      44.34     0.0241   4.46E-04                      D638600200047 
       22.7      48.69     0.0158   1.27E-04                      D638600200048 
       22.7      55.17     0.0112   3.51E-04                      D638600200049 
       22.7      65.85   5.15E-03   6.72E-05                      D638600200050 
