ENTRY            D0955   20191023                             D123D095500000001 
SUBENT        D0955001   20191023                             D123D095500100001 
BIB                 10         34                                 D095500100002 
TITLE      Neutron-rich fragments produced by in-flight fission   D095500100003 
            of 238U                                               D095500100004 
AUTHOR     (D.Perez-Loureiro, J.Benlliure, J.Diaz-Cortes,         D095500100005 
            J.L.Rodriguez-Sanchez, H.Alvarez-Pol, B.Blank,        D095500100006 
            E.Casarejos, D.Dragosavac, V.Foehr, M.Gascon,         D095500100007 
            W.Gawlikowicz, A.Heinz, K.Helariutta, A.Kelic-Heil,   D095500100008 
            S.Lukic, F.Montes, L.Pienkowski, K-H.Schmidt,         D095500100009 
            M.Staniou, K.Subotic, K.Suemmerer, J.Taieb,           D095500100010 
            A.Trzcinska)                                          D095500100011 
INSTITUTE  (2SPNSAU,2FR GRA,2GERGSI,2SWDCTH,2SF HLS,3POLWWA,      D095500100012 
           3SRBBKB,2FR BRC)                                       D095500100013 
           (2SPNSPN) Universidad de Vigo, Vigo                    D095500100014 
           (3POLPOL) Cardinal Stefan Wyszyski University, Warsaw  D095500100015 
REFERENCE  (J,PR/C,99,054606,2019)                                D095500100016 
REL-REF    (M,O1504001,J.Pereira+,J,PR/C,75,014602,2007)          D095500100017 
           Experimental technique and analysis procedure          D095500100018 
FACILITY   (SYNCH,2GERGSI)                                        D095500100019 
DETECTOR   (MAGSP) Fragment Separator (FRS)                       D095500100020 
           (TPC) To determine the position of the transmitted     D095500100021 
            nuclei along the dispersive coordinate                D095500100022 
           (SCIN) To measure the time of flight and velocity of   D095500100023 
            each nucleus                                          D095500100024 
           (IOCH) To provide information of the energy loss of    D095500100025 
            the fragments                                         D095500100026 
ERR-ANALYS (DATA-ERR) The precision of these measurements was     D095500100027 
            mainly limited by systematic uncertainties; only for  D095500100028 
            the most neutron-rich nuclei with  the lowest cross   D095500100029 
            sections were Poisson statistics the main source of   D095500100030 
            uncertainty.                                          D095500100031 
           Most of the systematic uncertainties were below 10%    D095500100032 
            and only the one associated with the optical          D095500100033 
            transmission was of the order of 20%.                 D095500100034 
STATUS     (APRVD) Approved by Jose Benlliure (2019-12-16)        D095500100035 
HISTORY    (20191022C) M.Odsuren, N.Otsuka                        D095500100036 
ENDBIB              34          0                                 D095500100037 
COMMON               1          3                                 D095500100038 
EN                                                                D095500100039 
MEV/A                                                             D095500100040 
 950.                                                             D095500100041 
ENDCOMMON            3          0                                 D095500100042 
ENDSUBENT           41          0                                 D095500199999 
SUBENT        D0955002   20191023                             D123D095500200001 
BIB                  3          3                                 D095500200002 
REACTION   (82-PB-0(92-U-238,F)ELEM/MASS,,SIG)                    D095500200003 
SAMPLE     Target-thickness is 649 mg/cm2.                        D095500200004 
STATUS     (TABLE) Table I of Phys.Rev.C99(2019)054606            D095500200005 
ENDBIB               3          0                                 D095500200006 
NOCOMMON             0          0                                 D095500200007 
DATA                 4        177                                 D095500200008 
ELEMENT    MASS       DATA       DATA-ERR                         D095500200009 
NO-DIM     NO-DIM     MB         MB                               D095500200010 
        36.        90.        50.        20.                      D095500200011 
        36.        91.         3.         1.                      D095500200012 
        37.        94.        30.         9.                      D095500200013 
        37.        95.         8.         2.                      D095500200014 
        37.        96.         4.         1.                      D095500200015 
        37.        97.        0.9        0.3                      D095500200016 
        37.        98.        0.3        0.1                      D095500200017 
        37.        99.      0.030      0.009                      D095500200018 
        37.       100.     0.0011     0.0004                      D095500200019 
        38.        96.        50.        20.                      D095500200020 
        38.        97.        40.        10.                      D095500200021 
        38.        98.        23.         7.                      D095500200022 
        38.        99.         5.         2.                      D095500200023 
        38.       100.        1.2        0.4                      D095500200024 
        38.       101.       0.27       0.08                      D095500200025 
        38.       102.      0.023      0.008                      D095500200026 
        38.       103.     0.0009     0.0004                      D095500200027 
        39.        99.        60.        20.                      D095500200028 
        39.       100.        30.        10.                      D095500200029 
        39.       101.        18.         6.                      D095500200030 
        39.       102.         3.         1.                      D095500200031 
        39.       103.        0.8        0.2                      D095500200032 
        39.       104.       0.08       0.03                      D095500200033 
        39.       105.      0.008      0.002                      D095500200034 
        39.       106.     0.0005     0.0002                      D095500200035 
        40.       102.        50.        20.                      D095500200036 
        40.       103.        24.         8.                      D095500200037 
        40.       104.        12.         4.                      D095500200038 
        40.       105.        2.1        0.7                      D095500200039 
        40.       106.        0.6        0.2                      D095500200040 
        40.       107.      0.028      0.009                      D095500200041 
        40.       108.     0.0019     0.0007                      D095500200042 
        40.       109.    0.00009    0.00007                      D095500200043 
        41.       104.        70.        20.                      D095500200044 
        41.       105.        16.         5.                      D095500200045 
        41.       106.         7.         2.                      D095500200046 
        41.       107.         3.         1.                      D095500200047 
        41.       108.        0.4        0.1                      D095500200048 
        41.       109.       0.08       0.03                      D095500200049 
        41.       110.      0.007      0.002                      D095500200050 
        41.       111.     0.0004     0.0002                      D095500200051 
        42.       107.        21.         7.                      D095500200052 
        42.       108.         6.         2.                      D095500200053 
        42.       109.        2.0        0.6                      D095500200054 
        42.       110.        0.5        0.2                      D095500200055 
        42.       111.       0.15       0.05                      D095500200056 
        42.       112.      0.020      0.007                      D095500200057 
        42.       113.     0.0023     0.0008                      D095500200058 
        43.       110.         9.         3.                      D095500200059 
        43.       111.        3.0        0.9                      D095500200060 
        43.       112.        0.9        0.3                      D095500200061 
        43.       113.       0.24       0.08                      D095500200062 
        43.       114.       0.06       0.02                      D095500200063 
        43.       115.      0.009      0.003                      D095500200064 
        43.       116.     0.0006     0.0003                      D095500200065 
        43.       117.    0.00017    0.00009                      D095500200066 
        44.       112.        19.         6.                      D095500200067 
        44.       113.         5.         2.                      D095500200068 
        44.       114.        1.6        0.5                      D095500200069 
        44.       115.       0.05       0.02                      D095500200070 
        44.       116.       0.12       0.04                      D095500200071 
        44.       117.       0.03       0.01                      D095500200072 
