EN         ANG        E          DATA       DATA-ERR              D801100200009 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             D801100200010 
 34.         90.       14.75      2.2201E-01  3.887E-02           D801100300624 
 34.         90.       15.25      2.2742E-01  3.972E-02           D801100300625 
 34.         90.       15.75      1.7327E-01  3.117E-02           D801100300626 
 34.         90.       16.25      1.7869E-01  3.203E-02           D801100300627 
 34.         90.       16.75      8.1222E-02  1.649E-02           D801100300628 
 34.         90.       17.25      1.6244E-01  2.946E-02           D801100300629 
 34.         90.       17.75      1.1913E-01  2.258E-02           D801100300630 
 34.         90.       18.25      9.2052E-02  1.824E-02           D801100300631 
 34.         90.       18.75      9.7467E-02  1.911E-02           D801100300632 
 34.         90.       19.25      7.0393E-02  1.473E-02           D801100300633 
 34.         90.       19.75      9.2052E-02  1.824E-02           D801100300634 
 34.         90.       20.25      1.4079E-01  2.602E-02           D801100300635 
 34.         90.       20.75      6.4978E-02  1.384E-02           D801100300636 
 34.         90.       21.25      3.7904E-02  9.305E-03           D801100300637 
 34.         90.       21.75      3.2489E-02  8.361E-03           D801100300638 
 34.         90.       22.25      7.5808E-02  1.561E-02           D801100300639 
 34.         90.       22.75      3.2489E-02  8.361E-03           D801100300640 
 34.         90.       23.25      3.7904E-02  9.305E-03           D801100300641 
 34.         90.       23.75      1.6244E-02  5.336E-03           D801100300642 
 34.         90.       24.25      5.9563E-02  1.295E-02           D801100300643 
 34.         90.       24.75      2.7074E-02  7.392E-03           D801100300644 
 34.         90.       25.25      2.1659E-02  6.391E-03           D801100300645 
 34.         90.       25.75      1.6244E-02  5.336E-03           D801100300646 
 34.         90.       26.25      1.6244E-02  5.336E-03           D801100300647 
 34.         90.       26.75      5.4148E-03  2.837E-03           D801100300648 
 34.         90.       27.25      2.7074E-02  7.392E-03           D801100300649 
 34.         90.       27.75      1.6244E-02  5.336E-03           D801100300650 
 34.         90.       28.25      2.1659E-02  6.391E-03           D801100300651 
 34.         90.       28.75      1.0830E-02  4.188E-03           D801100300652 
 34.         90.       29.25      5.4148E-03  2.837E-03           D801100300653 
 34.        105.        5.25      7.4777E-01  1.191E-01           D801100300654 
 34.        105.        5.75      8.0742E-01  1.284E-01           D801100300655 
 34.        105.        6.25      8.6236E-01  1.370E-01           D801100300656 
 34.        105.        6.75      8.5519E-01  1.359E-01           D801100300657 
 34.        105.        7.25      7.1903E-01  1.146E-01           D801100300658 
 34.        105.        7.75      6.5692E-01  1.048E-01           D801100300659 
 34.        105.        8.25      6.2826E-01  1.003E-01           D801100300660 
 34.        105.        8.75      6.2826E-01  1.003E-01           D801100300661 
 34.        105.        9.25      5.0882E-01  8.161E-02           D801100300662 
 34.        105.        9.75      5.4226E-01  8.686E-02           D801100300663 
 34.        105.       10.25      3.6071E-01  5.840E-02           D801100300664 
 34.        105.       10.75      3.2488E-01  5.278E-02           D801100300665 
 34.        105.       11.25      3.2966E-01  5.353E-02           D801100300666 
 34.        105.       11.75      2.6516E-01  4.341E-02           D801100300667 
 34.        105.       12.25      2.6036E-01  4.266E-02           D801100300668 
 34.        105.       12.75      2.6277E-01  4.304E-02           D801100300669 
 34.        105.       13.25      2.2694E-01  3.742E-02           D801100300670 
 34.        105.       13.75      1.6244E-01  2.729E-02           D801100300671 
 34.        105.       14.25      1.1944E-01  2.053E-02           D801100300672 
 34.        105.       14.75      1.5527E-01  2.617E-02           D801100300673 
 34.        105.       15.25      1.2183E-01  2.091E-02           D801100300674 
 34.        105.       15.75      1.3138E-01  2.241E-02           D801100300675 
 34.        105.       16.25      1.0272E-01  1.790E-02           D801100300676 
 34.        105.       16.75      9.3164E-02  1.639E-02           D801100300677 
 34.        105.       17.25      1.1466E-01  1.978E-02           D801100300678 
 34.        105.       17.75      5.2554E-02  9.960E-03           D801100300679 
 34.        105.       18.25      8.3608E-02  1.489E-02           D801100300680 
 34.        105.       18.75      7.4053E-02  1.337E-02           D801100300681 
 34.        105.       19.25      4.0610E-02  9.076E-03           D801100300682 
 34.        105.       19.75      1.6722E-02  4.105E-03           D801100300683 
 34.        105.       20.25      2.3888E-02  5.318E-03           D801100300684 
 34.        105.       20.75      2.8666E-02  6.107E-03           D801100300685 
 34.        105.       21.25      3.8221E-02  7.661E-03           D801100300686 
 34.        105.       21.75      3.5832E-02  7.275E-03           D801100300687 
 34.        105.       22.25      4.0610E-02  8.046E-03           D801100300688 
 34.        105.       22.75      4.2999E-02  8.431E-03           D801100300689 
 34.        105.       23.25      4.0610E-02  8.046E-03           D801100300690 
 34.        105.       23.75      2.1499E-02  4.918E-03           D801100300691 
 34.        105.       24.25      3.3443E-02  6.887E-03           D801100300692 
 34.        105.       24.75      2.8666E-02  6.107E-03           D801100300693 
 34.        105.       25.25      4.7776E-03  1.848E-03           D801100300694 
 34.        105.       25.75      4.7776E-03  1.848E-03           D801100300695 
 34.        105.       26.25      1.4333E-02  3.488E-03           D801100300696 
 34.        105.       26.75      4.7776E-03  1.848E-03           D801100300697 
 34.        105.       27.25      4.7776E-03  1.848E-03           D801100300698 
 34.        105.       27.75      1.9110E-02  4.514E-03           D801100300699 
 34.        105.       28.25      9.5552E-03  2.819E-03           D801100300700 
 34.        105.       28.75      9.5552E-03  2.819E-03           D801100300701 
 34.        105.       29.25      4.7776E-03  1.848E-03           D801100300702 
 34.        105.       29.75      2.3888E-03  1.252E-03           D801100300703 
 34.        105.       30.25      7.1664E-03  2.354E-03           D801100300704 
 34.        105.       30.75      2.3888E-03  1.252E-03           D801100300705 
 34.        120.        5.25      7.9755E-01  1.269E-01           D801100300706 
 34.        120.        5.75      9.4472E-01  1.499E-01           D801100300707 
 34.        120.        6.25      7.5482E-01  1.202E-01           D801100300708 
 34.        120.        6.75      7.1922E-01  1.146E-01           D801100300709 
 34.        120.        7.25      6.4326E-01  1.027E-01           D801100300710 
 34.        120.        7.75      6.2665E-01  1.001E-01           D801100300711 
 34.        120.        8.25      5.6018E-01  8.965E-02           D801100300712 
 34.        120.        8.75      6.0766E-01  9.709E-02           D801100300713 
 34.        120.        9.25      4.3913E-01  7.056E-02           D801100300714 
 34.        120.        9.75      4.0115E-01  6.672E-02           D801100300715 
 34.        120.       10.25      3.4893E-01  5.654E-02           D801100300716 
 34.        120.       10.75      3.0620E-01  4.984E-02           D801100300717 
 34.        120.       11.25      2.4686E-01  4.053E-02           D801100300718 
 34.        120.       11.75      2.1363E-01  3.532E-02           D801100300719 
 34.        120.       12.25      2.0651E-01  3.420E-02           D801100300720 
 34.        120.       12.75      2.0888E-01  3.457E-02           D801100300721 
 34.        120.       13.25      1.5429E-01  2.600E-02           D801100300722 
 34.        120.       13.75      1.1868E-01  2.040E-02           D801100300723 
 34.        120.       14.25      1.1631E-01  2.003E-02           D801100300724 
 34.        120.       14.75      1.1868E-01  2.040E-02           D801100300725 
 34.        120.       15.25      1.2343E-01  2.115E-02           D801100300726 
 34.        120.       15.75      8.5452E-02  1.517E-02           D801100300727 
 34.        120.       16.25      6.6462E-02  1.216E-02           D801100300728 
 34.        120.       16.75      7.8331E-02  1.404E-02           D801100300729 
 34.        120.       17.25      5.9341E-02  1.103E-02           D801100300730 
 34.        120.       17.75      4.7473E-02  9.138E-03           D801100300731 
 34.        120.       18.25      4.2726E-02  8.377E-03           D801100300732 
 34.        120.       18.75      4.5099E-02  8.758E-03           D801100300733 
 34.        120.       19.25      4.7473E-02  9.138E-03           D801100300734 
 34.        120.       19.75      4.2726E-02  8.377E-03           D801100300735 
 34.        120.       20.25      2.8484E-02  6.068E-03           D801100300736 
 34.        120.       20.75      2.6110E-02  5.677E-03           D801100300737 
 34.        120.       21.25      2.8484E-02  6.068E-03           D801100300738 
 34.        120.       21.75      2.6110E-02  5.677E-03           D801100300739 
 34.        120.       22.25      2.3737E-02  5.284E-03           D801100300740 
 34.        120.       22.75      1.1868E-02  3.241E-03           D801100300741 
 34.        120.       23.25      1.6616E-02  4.079E-03           D801100300742 
 34.        120.       23.75      1.1868E-02  3.241E-03           D801100300743 
 34.        120.       24.25      1.4242E-02  3.665E-03           D801100300744 
 34.        120.       24.75      2.3737E-02  5.284E-03           D801100300745 
 34.        120.       25.25      9.4948E-03  2.801E-03           D801100300746 
 34.        120.       25.75      7.1210E-03  2.239E-03           D801100300747 
 34.        120.       26.25      9.4946E-03  2.801E-03           D801100300748 
 34.        120.       26.75      7.1210E-03  2.339E-03           D801100300749 
 34.        120.       27.25      4.7473E-03  1.836E-03           D801100300750 
 34.        135.        5.25      9.1614E-01  1.453E-01           D801100300751 
 34.        135.        5.75      1.0486E+00  1.661E-01           D801100300752 
 34.        135.        6.25      9.5207E-01  1.510E-01           D801100300753 
 34.        135.        6.75      8.1959E-01  1.302E-01           D801100300754 
 34.        135.        7.25      8.0612E-01  1.281E-01           D801100300755 
 34.        135.        7.75      5.9055E-01  9.431E-02           D801100300756 
 34.        135.        8.25      6.1750E-01  9.854E-02           D801100300757 
 34.        135.        8.75      5.9280E-01  9.466E-02           D801100300758 
 34.        135.        9.25      5.4564E-01  8.727E-02           D801100300759 
 34.        135.        9.75      4.2439E-01  6.827E-02           D801100300760 
 34.        135.       10.25      3.5254E-01  5.700E-02           D801100300761 
 34.        135.       10.75      3.0314E-01  4.926E-02           D801100300762 
 34.        135.       11.25      2.3353E-01  3.834E-02           D801100300763 
 34.        135.       11.75      2.2904E-01  3.764E-02           D801100300764 
 34.        135.       12.25      2.0883E-01  3.447E-02           D801100300765 
 34.        135.       12.75      1.8188E-01  3.024E-02           D801100300766 
 34.        135.       13.25      1.7065E-01  2.848E-02           D801100300767 
 34.        135.       13.75      1.2125E-01  2.071E-02           D801100300768 
 34.        135.       14.25      1.1003E-01  1.895E-02           D801100300769 
 34.        135.       14.75      1.0778E-01  1.859E-02           D801100300770 
 34.        135.       15.25      8.5327E-02  1.506E-02           D801100300771 
 34.        135.       15.75      6.7364E-02  1.222E-02           D801100300772 
 34.        135.       16.25      4.2664E-02  8.285E-03           D801100300773 
 34.        135.       16.75      3.8173E-02  7.564E-03           D801100300774 
 34.        135.       17.25      4.7154E-02  9.004E-03           D801100300775 
 34.        135.       17.75      4.0418E-02  7.925E-03           D801100300776 
 34.        135.       18.25      2.9191E-02  6.108E-03           D801100300777 
 34.        135.       18.75      2.4700E-02  5.371E-03           D801100300778 
 34.        135.       19.25      1.5719E-02  3.859E-03           D801100300779 
 34.        135.       19.75      2.0209E-02  4.623E-03           D801100300780 
 34.        135.       20.25      2.0209E-02  4.623E-02           D801100300781 
 34.        135.       20.75      2.2455E-02  4.999E-03           D801100300782 
 34.        135.       21.25      8.9818E-03  2.650E-03           D801100300783 
 34.        135.       21.75      1.5718E-02  3.859E-03           D801100300784 
 34.        135.       22.25      1.5718E-02  3.859E-03           D801100300785 
 34.        135.       22.75      6.7364E-03  2.213E-03           D801100300786 
 34.        135.       23.25      4.4909E-03  1.737E-03           D801100300787 
 34.        135.       23.75      1.3473E-02  3.467E-03           D801100300788 
 34.        135.       24.25      8.9818E-03  2.650E-03           D801100300789 
 34.        135.       24.75      1.3473E-02  3.467E-03           D801100300790 
 34.        135.       25.25      6.7364E-03  2.213E-03           D801100300791 
 34.        150.        5.25      6.7891E-01  1.086E-01           D801100300792 
 34.        150.        5.75      7.8976E-01  1.259E-01           D801100300793 
 34.        150.        6.25      6.9554E-01  1.112E-01           D801100300794 
 34.        150.        6.75      6.1795E-01  9.902E-02           D801100300795 
 34.        150.        7.25      5.6807E-01  9.120E-02           D801100300796 
 34.        150.        7.75      4.1843E-01  6.774E-02           D801100300797 
 34.        150.        8.25      4.5494E-01  7.817E-02           D801100300798 
 34.        150.        8.75      4.7663E-01  7.666E-02           D801100300799 
 34.        150.        9.25      3.5470E-01  5.775E-02           D801100300800 
 34.        150.        9.75      3.4639E-01  5.644E-02           D801100300801 
 34.        150.       10.25      2.9096E-01  4.775E-02           D801100300802 
 34.        150.       10.75      2.2446E-01  3.732E-02           D801100300803 
 34.        150.       11.25      1.8012E-01  3.035E-02           D801100300804 
 34.        150.       11.75      2.1614E-01  3.601E-02           D801100300805 
 34.        150.       12.25      1.4410E-01  2.469E-02           D801100300806 
 34.        150.       12.75      1.5241E-01  2.600E-02           D801100300807 
 34.        150.       13.25      1.2747E-01  2.207E-02           D801100300808 
 34.        150.       13.75      1.0530E-01  1.858E-02           D801100300809 
 34.        150.       14.25      6.0964E-02  1.155E-02           D801100300810 
 34.        150.       14.75      7.2048E-02  1.332E-02           D801100300811 
 34.        150.       15.25      7.4819E-02  1.376E-02           D801100300812 
 34.        150.       15.75      5.5422E-02  1.067E-02           D801100300813 
 34.        150.       16.25      5.2651E-02  1.022E-02           D801100300814 
 34.        150.       16.75      3.6024E-02  7.538E-03           D801100300815 
 34.        150.       17.25      2.7711E-02  6.169E-03           D801100300816 
 34.        150.       17.75      2.2169E-02  5.237E-03           D801100300817 
 34.        150.       18.25      2.2169E-02  5.237E-03           D801100300818 
 34.        150.       18.75      5.5422E-03  2.143E-03           D801100300819 
 34.        150.       19.25      1.3855E-02  3.783E-03           D801100300820 
 34.        150.       19.75      1.6626E-02  4.279E-03           D801100300821 
 34.        150.       20.25      2.7711E-02  6.169E-03           D801100300822 
 34.        150.       20.75      1.6626E-02  4.379E-03           D801100300823 
 34.        150.       21.25      1.3855E-02  3.783E-03           D801100300824 
 34.        150.       21.75      8.3132E-03  2.731E-03           D801100300825 
 34.        150.       22.25      8.3132E-03  2.731E-03           D801100300826 
 34.        150.       22.75      1.1084E-02  3.270E-03           D801100300827 
 34.        165.        5.25      9.1862E-01  1.478E-01           D801100300828 
 34.        165.        5.75      9.7266E-01  1.563E-01           D801100300829 
 34.        165.        6.25      1.0562E+00  1.694E-01           D801100300830 
 34.        165.        6.75      8.7441E-01  1.409E-01           D801100300831 
 34.        165.        7.25      9.1371E-01  1.470E-01           D801100300832 
 34.        165.        7.75      6.5335E-01  1.062E-01           D801100300833 
 34.        165.        8.25      6.3370E-01  1.031E-01           D801100300834 
 34.        165.        8.75      6.3370E-01  1.031E-01           D801100300835 
 34.        165.        9.25      4.8142E-01  7.926E-02           D801100300836 
 34.        165.        9.75      3.5861E-01  5.998E-02           D801100300837 
 34.        165.       10.25      3.6352E-01  6.075E-02           D801100300838 
 34.        165.       10.75      3.2913E-01  5.535E-02           D801100300839 
 34.        165.       11.25      1.9158E-01  3.371E-02           D801100300840 
 34.        165.       11.75      1.7193E-01  3.061E-02           D801100300841 
 34.        165.       12.25      2.2597E-01  3.913E-02           D801100300842 
 34.        165.       12.75      1.5720E-01  2.828E-02           D801100300843 
 34.        165.       13.25      2.2106E-01  3.836E-02           D801100300844 
 34.        165.       13.75      8.8424E-02  1.734E-02           D801100300845 
 34.        165.       14.25      9.3336E-02  1.813E-02           D801100300846 
 34.        165.       14.75      8.3511E-02  1.655E-02           D801100300847 
 34.        165.       15.25      5.8949E-02  1.256E-02           D801100300848 
 34.        165.       15.75      5.4037E-02  1.175E-02           D801100300849 
 34.        165.       16.25      6.8774E-02  1.416E-02           D801100300850 
 34.        165.       16.75      3.4387E-02  8.442E-03           D801100300851 
 34.        165.       17.25      7.3686E-02  1.696E-02           D801100300852 
 34.        165.       17.75      2.9475E-02  7.885E-03           D801100300853 
 34.        165.       18.25      3.4387E-02  8.442E-03           D801100300854 
 34.        165.       18.75      9.8249E-03  3.799E-03           D801100300855 
 34.        165.       19.25      1.4737E-02  4.841E-03           D801100300856 
 34.        165.       19.75      2.4562E-02  6.707E-03           D801100300857 
 34.        165.       20.25      1.9650E-02  5.798E-03           D801100300858 
 34.        165.       20.75      9.8249E-03  3.799E-03           D801100300859 
 34.        165.       21.25      4.9124E-03  2.574E-03           D801100300860 
 34.        165.       21.75      9.8249E-03  3.799E-03           D801100300861 
 34.        165.       22.25      4.9124E-03  2.574E-03           D801100300862 
 34.        165.       22.75      9.8249E-03  3.799E-03           D801100300863 
 34.        165.       23.25      4.9124E-03  2.574E-03           D801100300864 
ENDDATA            856          0                                 D801100300865 
ENDSUBENT          864          0                                 D801100399999 
SUBENT        D8011004   20200318                             D126D801100400001 
BIB                  3          3                                 D801100400002 
REACTION   (26-FE-57(HE3,X)2-HE-3,,DA/DE)                         D801100400003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty D801100400004 
STATUS     (TABLE) Data from laboratory logbooks                  D801100400005 
ENDBIB               3          0                                 D801100400006 
NOCOMMON             0          0                                 D801100400007 
DATA                 5        598                                 D801100400008 
EN         ANG        E          DATA       DATA-ERR              D801100400009 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             D801100400010 
 23.         15.        8.25      1.9119E+01  2.963E+00           D801100400011 
 23.         15.        8.75      1.0106E+02  1.211E+01           D801100400012 
 23.         15.        9.25      1.1107E+02  1.322E+01           D801100400013 
 23.         15.        9.75      1.5386E+02  1.794E+01           D801100400014 
 23.         15.       10.25      1.5477E+02  1.804E+01           D801100400015 
 23.         15.       10.75      1.5750E+02  1.834E+01           D801100400016 
 23.         15.       11.25      1.3474E+02  1.583E+01           D801100400017 
 23.         15.       11.75      1.2837E+02  1.513E+01           D801100400018 
 23.         15.       12.25      1.3656E+02  1.603E+01           D801100400019 
 23.         15.       12.75      1.2018E+02  1.422E+01           D801100400020 
 23.         15.       13.25      1.1107E+02  1.322E+01           D801100400021 
 23.         15.       13.75      1.1289E+02  1.342E+01           D801100400022 
 23.         15.       14.25      9.1953E+01  1.111E+01           D801100400023 
 23.         15.       14.75      7.7386E+01  9.494E+00           D801100400024 
 23.         15.       15.25      8.2849E+01  1.010E+01           D801100400025 
 23.         15.       15.75      8.5580E+01  1.040E+01           D801100400026 
 23.         15.       16.25      8.0117E+01  9.797E+00           D801100400027 
 23.         15.       16.75      7.4655E+01  9.192E+00           D801100400028 
 23.         15.       17.25      7.4655E+01  9.192E+00           D801100400029 
 23.         15.       17.75      7.0103E+01  8.688E+00           D801100400030 
 23.         15.       18.25      7.0103E+01  8.688E+00           D801100400031 
 23.         15.       18.75      7.0103E+01  8.688E+00           D801100400032 
 23.         15.       19.25      6.7372E+01  8.385E+00           D801100400033 
 23.         15.       19.75      7.3744E+01  9.091E+00           D801100400034 
 23.         15.       20.25      7.9207E+01  9.696E+00           D801100400035 
 23.         15.       20.75      1.0743E+02  1.282E+01           D801100400036 
 23.         15.       21.25      1.7025E+02  1.974E+01           D801100400037 
 23.         15.       21.75      2.3307E+02  2.666E+01           D801100400038 
 23.         15.       22.25      4.4975E+02  5.052E+01           D801100400039 
 23.         15.       22.75      3.3226E+04  3.658E+03           D801100400040 
 23.         15.       23.25      1.1408E+03  1.266E+02           D801100400041 
 23.         15.       23.75      2.7313E+00  8.438E-01           D801100400042 
 23.         30.        8.25      6.5904E-01  8.156E-02           D801100400043 
 23.         30.        8.75      1.9264E+00  2.214E-01           D801100400044 
 23.         30.        9.25      1.6645E+00  1.925E-01           D801100400045 
 23.         30.        9.75      2.7460E+00  3.116E-01           D801100400046 
 23.         30.       10.25      2.8220E+00  3.200E-01           D801100400047 
 23.         30.       10.75      2.6784E+00  3.042E-01           D801100400048 
 23.         30.       11.25      2.4503E+00  2.791E-01           D801100400049 
 23.         30.       11.75      2.4165E+00  2.704E-01           D801100400050 
 23.         30.       12.25      2.3742E+00  2.707E-01           D801100400051 
 23.         30.       12.75      2.2306E+00  2.549E-01           D801100400052 
 23.         30.       13.25      2.3827E+00  2.716E-01           D801100400053 
 23.         30.       13.75      2.0701E+00  2.352E-01           D801100400054 
 23.         30.       14.25      1.9940E+00  2.288E-01           D801100400055 
 23.         30.       14.75      1.9687E+00  2.260E-01           D801100400056 
 23.         30.       15.25      1.9349E+00  2.223E-01           D801100400057 
 23.         30.       15.75      1.8081E+00  2.014E-01           D801100400058 
 23.         30.       16.25      1.9011E+00  2.186E-01           D801100400059 
 23.         30.       16.75      1.8166E+00  2.093E-01           D801100400060 
 23.         30.       17.25      1.9687E+00  2.260E-01           D801100400061 
 23.         30.       17.75      1.6983E+00  1.963E-01           D801100400062 
 23.         30.       18.25      2.1039E+00  2.409E-01           D801100400063 
 23.         30.       18.75      2.1884E+00  2.502E-01           D801100400064 
 23.         30.       19.25      2.2306E+00  2.549E-01           D801100400065 
 23.         30.       19.75      2.6446E+00  3.005E-01           D801100400066 
 23.         30.       20.25      2.5432E+00  2.893E-01           D801100400067 
 23.         30.       20.75      3.3881E+00  3.823E-01           D801100400068 
 23.         30.       21.25      5.7117E+00  6.381E-01           D801100400069 
 23.         30.       21.75      1.1643E+01  1.291E+00           D801100400070 
 23.         30.       22.25      7.0695E+01  7.790E+00           D801100400071 
 23.         30.       22.75      2.2596E+02  2.488E+00           D801100400072 
 23.         30.       23.25      2.0785E+00  2.381E-01           D801100400073 
 23.         30.       23.75      4.6471E-01  5.998E-02           D801100400074 
 23.         30.       24.25      1.5209E-01  2.452E-02           D801100400075 
 23.         45.        8.25      2.4069E+04  2.979E-02           D801100400076 
 23.         45.        8.75      2.4069E-01  2.979E-02           D801100400077 
 23.         45.        9.25      1.7898E-01  2.294E-02           D801100400078 
 23.         45.        9.75      3.1167E-01  3.764E-02           D801100400079 
 23.         45.       10.25      3.1167E-01  3.764E-02           D801100400080 
 23.         45.       10.75      3.9498E-01  4.684E-02           D801100400081 
 23.         45.       11.25      2.9932E-01  3.628E-02           D801100400082 
 23.         45.       11.75      3.3327E-01  4.003E-02           D801100400083 
 23.         45.       12.25      2.9932E-01  3.628E-02           D801100400084 
 23.         45.       12.75      2.5612E-01  3.150E-02           D801100400085 
 23.         45.       13.25      2.1292E-01  2.671E-02           D801100400086 
 23.         45.       13.75      2.7464E-01  3.355E-02           D801100400087 
 23.         45.       14.25      2.9624E-01  3.594E-02           D801100400088 
 23.         45.       14.75      3.9190E-01  4.650E-02           D801100400089 
 23.         45.       15.25      2.7155E-01  3.320E-02           D801100400090 
 23.         45.       15.75      4.5670E-01  5.365E-02           D801100400091 
 23.         45.       16.25      3.4253E-01  4.105E-02           D801100400092 
 23.         45.       16.75      3.2093E-01  3.866E-02           D801100400093 
 23.         45.       17.25      3.4253E-01  4.105E-02           D801100400094 
 23.         45.       17.75      4.7522E-01  5.569E-02           D801100400095 
 23.         45.       18.25      4.2276E-01  4.991E-02           D801100400096 
 23.         45.       18.75      3.4561E-01  4.139E-02           D801100400097 
 23.         45.       19.25      5.6779E-01  6.590E-02           D801100400098 
 23.         45.       19.75      6.3568E-01  7.338E-02           D801100400099 
 23.         45.       20.25      6.6904E-01  5.501E-02           D801100400100 
 23.         45.       20.75      5.9248E-01  6.862E-02           D801100400101 
 23.         45.       21.25      9.6895E-01  1.101E-01           D801100400102 
 23.         45.       21.75      3.1784E+00  3.533E-02           D801100400103 
 23.         45.       22.25      7.4643E+01  8.218E+00           D801100400104 
 23.         45.       22.75      2.3915E+00  2.667E-01           D801100400105 
 23.         45.       23.25      6.8631E-02  9.350E-03           D801100400106 
 23.         60.        8.25      1.4698E-01  1.801E-02           D801100400107 
 23.         60.        8.75      9.3999E-02  1.213E-02           D801100400108 
 23.         60.        9.25      9.0581E-02  1.175E-02           D801100400109 
 23.         60.        9.75      1.0425E-01  1.327E-02           D801100400110 
 23.         60.       10.25      8.5454E-02  1.118E-02           D801100400111 
 23.         60.       10.75      9.5708E-02  1.232E-02           D801100400112 
 23.         60.       11.25      8.3744E-02  1.099E-02           D801100400113 
 23.         60.       11.75      8.2035E-02  1.000E-02           D801100400114 
 23.         60.       12.25      1.1793E-01  1.479E-02           D801100400115 
 23.         60.       12.75      1.0938E-01  1.384E-02           D801100400116 
 23.         60.       13.25      1.2647E-01  1.574E-02           D801100400117 
 23.         60.       13.75      1.5040E-01  1.839E-02           D801100400118 
 23.         60.       14.25      1.2818E-01  1.593E-02           D801100400119 
 23.         60.       14.75      1.1109E-01  1.403E-02           D801100400120 
 23.         60.       15.25      1.2647E-01  1.574E-02           D801100400121 
 23.         60.       15.75      1.8629E-01  2.236E-02           D801100400122 
 23.         60.       16.25      7.8617E-02  1.041E-02           D801100400123 
 23.         60.       16.75      1.4014E-01  1.726E-02           D801100400124 
 23.         60.       17.25      1.1963E-01  1.498E-02           D801100400125 
 23.         60.       17.75      1.1963E-01  1.498E-02           D801100400126 
 23.         60.       18.25      1.1280E-01  1.422E-02           D801100400127 
 23.         60.       18.75      1.9996E-01  2.347E-02           D801100400128 
 23.         60.       19.25      1.3160E-01  1.611E-02           D801100400129 
 23.         60.       19.75      1.1622E-01  1.460E-02           D801100400130 
 23.         60.       20.25      1.2989E-01  1.612E-02           D801100400131 
 23.         60.       20.75      2.4952E-01  2.934E-02           D801100400132 
 23.         60.       21.25      1.4903E+00  1.659E-01           D801100400133 
 23.         60.       21.75      1.8118E+01  1.996E+00           D801100400134 
 23.         60.       22.25      7.0072E-02  9.455E-03           D801100400135 
 23.         60.       22.75      2.0509E-02  3.722E-03           D801100400136 
 23.         75.        8.25      3.5793E-02  5.322E-03           D801100400137 
 23.         75.        8.75      3.4361E-02  5.157E-03           D801100400138 
 23.         75.        9.25      3.5793E-02  5.322E-03           D801100400139 
 23.         75.        9.75      4.7247E-02  6.629E-03           D801100400140 
 23.         75.       10.25      4.0088E-02  5.815E-03           D801100400141 
 23.         75.       10.75      4.4383E-02  6.304E-03           D801100400142 
 23.         75.       11.25      5.1542E-02  7.115E-03           D801100400143 
 23.         75.       11.75      3.0066E-02  4.659E-03           D801100400144 
 23.         75.       12.25      3.4361E-02  5.157E-03           D801100400145 
 23.         75.       12.75      4.1520E-02  5.978E-03           D801100400146 
 23.         75.       13.25      4.0132E-02  8.042E-03           D801100400147 
 23.         75.       13.75      5.2974E-02  7.276E-03           D801100400148 
 23.         75.       14.25      8.0177E-02  1.032E-02           D801100400149 
 23.         75.       14.75      7.4450E-02  9.684E-03           D801100400150 
 23.         75.       15.25      1.0165E-01  1.271E-02           D801100400151 
 23.         75.       15.75      8.8767E-02  1.128E-02           D801100400152 
 23.         75.       16.25      6.7291E-02  8.884E-03           D801100400153 
 23.         75.       16.75      9.4494E-02  1.191E-02           D801100400154 
 23.         75.       17.25      1.2886E-01  1.572E-02           D801100400155 
 23.         75.       17.75      4.8679E-02  6.791E-03           D801100400156 
 23.         75.       18.25      8.8767E-02  1.128E-02           D801100400157 
 23.         75.       18.75      4.0088E-02  5.815E-03           D801100400158 
 23.         75.       19.25      3.7225E-02  5.487E-03           D801100400159 
 23.         75.       19.75      5.2974E-02  7.276E-03           D801100400160 
 23.         75.       20.25      1.1883E-01  1.461E-02           D801100400161 
 23.         75.       20.75      1.0251E+00  1.144E-01           D801100400162 
 23.         75.       21.25      3.0224E+00  3.342E-01           D801100400163 
 23.         75.       21.75      5.7269E-03  1.564E-03           D801100400164 
 23.        105.        8.25      1.3965E-02  2.369E-03           D801100400165 
 23.        105.        8.75      8.1930E-02  1.002E-02           D801100400166 
 23.        105.        9.25      6.4240E-02  8.058E-03           D801100400167 
 23.        105.        9.75      3.6310E-02  4.942E-03           D801100400168 
 23.        105.       10.25      5.2137E-02  6.712E-03           D801100400169 
 23.        105.       10.75      3.4448E-02  4.732E-03           D801100400170 
 23.        105.       11.25      3.2586E-02  4.522E-03           D801100400171 
 23.        105.       11.75      3.1655E-02  4.416E-03           D801100400172 
 23.        105.       12.25      4.8413E-02  6.297E-03           D801100400173 
 23.        105.       12.75      4.6551E-02  6.089E-03           D801100400174 
 23.        105.       13.25      3.3517E-02  4.627E-03           D801100400175 
 23.        105.       13.75      2.5138E-02  3.675E-03           D801100400176 
 23.        105.       14.25      4.0965E-02  5.464E-03           D801100400177 
 23.        105.       14.75      4.0965E-02  5.464E-03           D801100400178 
 23.        105.       15.25      2.3276E-02  3.461E-03           D801100400179 
 23.        105.       15.75      3.2586E-02  4.522E-03           D801100400180 
 23.        105.       16.25      2.8862E-02  4.100E-03           D801100400181 
