ENTRY            D5171   20190206                             D119D517100000001 
SUBENT        D5171001   20190206                             D119D517100100001 
BIB                  8         11                                 D517100100002 
TITLE      Elastic and inelastic scattering of protons by Ne22    D517100100003 
           nuclei                                                 D517100100004 
AUTHOR     (P.V.Sorokin,A.I.Popov,V.E.Storizhko,A.Ya.Taranov)     D517100100005 
INSTITUTE  (4UKRKFT)                                              D517100100006 
REFERENCE  (J,ZET,43,749,1962)                                    D517100100007 
           (J,JET,16,529,1963) English translation                D517100100008 
FACILITY   (VDG,4UKRKFT)                                          D517100100009 
REL-REF    (I,D5150001,P.V.Sorokin+,J,JET,13,883,1961)            D517100100010 
DETECTOR   (CSICR) proton detection                               D517100100011 
           (NAICR) gamma detection                                D517100100012 
HISTORY    (20190206C) UkrNDC                                     D517100100013 
ENDBIB              11          0                                 D517100100014 
NOCOMMON             0          0                                 D517100100015 
ENDSUBENT           14          0                                 D517100199999 
SUBENT        D5171002   20190206                             D119D517100200001 
BIB                  3          3                                 D517100200002 
REACTION   (10-NE-22(P,INL)10-NE-22,PAR,DA,G)                     D517100200003 
STATUS     (CURVE) Fig. was digitized by GSYS2.4.7.               D517100200004 
ERR-ANALYS No information                                         D517100200005 
ENDBIB               3          0                                 D517100200006 
COMMON               2          3                                 D517100200007 
E          ANG                                                    D517100200008 
MEV        ADEG                                                   D517100200009 
1.27       30.                                                    D517100200010 
ENDCOMMON            3          0                                 D517100200011 
DATA                 2        178                                 D517100200012 
EN         DATA                                                   D517100200013 
MEV        MB/SR                                                  D517100200014 
     1.9041     0.0066                                            D517100200015 
     1.9183     0.0249                                            D517100200016 
     1.9217     0.0433                                            D517100200017 
     1.9317     0.0537                                            D517100200018 
     1.9350     0.0353                                            D517100200019 
     1.9366     0.0232                                            D517100200020 
     1.9415     0.0144                                            D517100200021 
     1.9456     0.0120                                            D517100200022 
     1.9548     0.0103                                            D517100200023 
     1.9623     0.0151                                            D517100200024 
     1.9789     0.0239                                            D517100200025 
     1.9856     0.0238                                            D517100200026 
     1.9963     0.0214                                            D517100200027 
     2.0021     0.0142                                            D517100200028 
     2.0220     0.0141                                            D517100200029 
     2.0386     0.0116                                            D517100200030 
     2.0602     0.0099                                            D517100200031 
     2.0777     0.0171                                            D517100200032 
     2.0985     0.0210                                            D517100200033 
     2.1076     0.0282                                            D517100200034 
     2.1177     0.0417                                            D517100200035 
     2.1202     0.0537                                            D517100200036 
     2.1228     0.0858                                            D517100200037 
     2.1263     0.1290                                            D517100200038 
     2.1289     0.1531                                            D517100200039 
     2.1375     0.2051                                            D517100200040 
     2.1376     0.2259                                            D517100200041 
     2.1431     0.1722                                            D517100200042 
     2.1463     0.1402                                            D517100200043 
     2.1487     0.1201                                            D517100200044 
     2.1519     0.0945                                            D517100200045 
     2.1592     0.0480                                            D517100200046 
     2.1650     0.0351                                            D517100200047 
     2.1699     0.0247                                            D517100200048 
     2.1791     0.0471                                            D517100200049 
     2.1825     0.0655                                            D517100200050 
     2.1851     0.0751                                            D517100200051 
     2.1892     0.0831                                            D517100200052 
     2.1992     0.0831                                            D517100200053 
     2.2067     0.0782                                            D517100200054 
     2.2136     0.1359                                            D517100200055 
     2.2181     0.2264                                            D517100200056 
     2.2215     0.2424                                            D517100200057 
     2.2311     0.1551                                            D517100200058 
     2.2368     0.1294                                            D517100200059 
     2.2460     0.1622                                            D517100200060 
     2.2509     0.1285                                            D517100200061 
     2.2548     0.0836                                            D517100200062 
     2.2597     0.0668                                            D517100200063 
     2.2697     0.0619                                            D517100200064 
     2.2813     0.0563                                            D517100200065 
     2.2929     0.0506                                            D517100200066 
     2.3012     0.0546                                            D517100200067 
     2.3095     0.0594                                            D517100200068 
     2.3153     0.0521                                            D517100200069 
     2.3236     0.0433                                            D517100200070 
     2.3285     0.0409                                            D517100200071 
     2.3368     0.0392                                            D517100200072 
     2.3468     0.0384                                            D517100200073 
     2.3543     0.0464                                            D517100200074 
     2.3667     0.0399                                            D517100200075 
     2.3750     0.0303                                            D517100200076 
     2.3900     0.0326                                            D517100200077 
     2.4008     0.0526                                            D517100200078 
     2.4108     0.0622                                            D517100200079 
     2.4174     0.0461                                            D517100200080 
     2.4226     0.0854                                            D517100200081 
     2.4243     0.1126                                            D517100200082 
     2.4279     0.1615                                            D517100200083 
     2.4338     0.1823                                            D517100200084 
     2.4395     0.1582                                            D517100200085 
     2.4425     0.0885                                            D517100200086 
     2.4457     0.0596                                            D517100200087 
     2.4515     0.0484                                            D517100200088 
     2.4539     0.0412                                            D517100200089 
     2.4589     0.0387                                            D517100200090 
     2.4680     0.0411                                            D517100200091 
     2.4755     0.0475                                            D517100200092 
     2.4814     0.0467                                            D517100200093 
     2.4988     0.0402                                            D517100200094 
     2.5220     0.0481                                            D517100200095 
     2.5337     0.0481                                            D517100200096 
     2.5420     0.0576                                            D517100200097 
     2.5470     0.0656                                            D517100200098 
     2.5496     0.0736                                            D517100200099 
     2.5529     0.0864                                            D517100200100 
     2.5555     0.1008                                            D517100200101 
     2.5616     0.1793                                            D517100200102 
     2.5701     0.2130                                            D517100200103 
     2.5742     0.2033                                            D517100200104 
     2.5798     0.1584                                            D517100200105 
     2.5855     0.1392                                            D517100200106 
     2.5934     0.2193                                            D517100200107 
     2.5953     0.2778                                            D517100200108 
     2.5996     0.3162                                            D517100200109 
     2.6053     0.2978                                            D517100200110 
     2.6126     0.2448                                            D517100200111 
     2.6223     0.1991                                            D517100200112 
     2.6289     0.1831                                            D517100200113 
     2.6422     0.1806                                            D517100200114 
     2.6465     0.2054                                            D517100200115 
     2.6476     0.2719                                            D517100200116 
     2.6562     0.5291                                            D517100200117 
     2.6624     0.6276                                            D517100200118 
     2.6671     0.5491                                            D517100200119 
     2.6716     0.4505                                            D517100200120 
     2.6767     0.2846                                            D517100200121 
     2.6815     0.2373                                            D517100200122 
     2.6912     0.1940                                            D517100200123 
     2.6987     0.1964                                            D517100200124 
     2.7030     0.2148                                            D517100200125 
     2.7064     0.2356                                            D517100200126 
     2.7123     0.2645                                            D517100200127 
     2.7288     0.2460                                            D517100200128 
     2.7509     0.3597                                            D517100200129 
     2.7584     0.3516                                            D517100200130 
     2.7609     0.3668                                            D517100200131 
     2.7684     0.3604                                            D517100200132 
     2.7748     0.3195                                            D517100200133 
     2.7749     0.3467                                            D517100200134 
     2.7840     0.3219                                            D517100200135 
     2.7930     0.2986                                            D517100200136 
     2.8012     0.2801                                            D517100200137 
     2.8104     0.2961                                            D517100200138 
     2.8138     0.3097                                            D517100200139 
     2.8178     0.4684                                            D517100200140 
     2.8303     0.6622                                            D517100200141 
     2.8351     0.6269                                            D517100200142 
     2.8377     0.4861                                            D517100200143 
     2.8447     0.3593                                            D517100200144 
     2.8511     0.4931                                            D517100200145 
     2.8599     0.5892                                            D517100200146 
     2.8653     0.4970                                            D517100200147 
     2.8736     0.3239                                            D517100200148 
     2.8775     0.2638                                            D517100200149 
     2.8824     0.2397                                            D517100200150 
     2.8923     0.2157                                            D517100200151 
     2.9006     0.2220                                            D517100200152 
     2.9081     0.2300                                            D517100200153 
     2.9082     0.2436                                            D517100200154 
     2.9190     0.2428                                            D517100200155 
     2.9259     0.3021                                            D517100200156 
     2.9349     0.2844                                            D517100200157 
     2.9398     0.2707                                            D517100200158 
     2.9432     0.2747                                            D517100200159 
     2.9486     0.3693                                            D517100200160 
     2.9545     0.3853                                            D517100200161 
     2.9577     0.3748                                            D517100200162 
     2.9634     0.3356                                            D517100200163 
     2.9680     0.2610                                            D517100200164 
     2.9698     0.2239                                            D517100200165 
     2.9786     0.2145                                            D517100200166 
     2.9853     0.2217                                            D517100200167 
     2.9960     0.2136                                            D517100200168 
     3.0109     0.3842                                            D517100200169 
     3.0186     0.4227                                            D517100200170 
     3.0253     0.4515                                            D517100200171 
     3.0297     0.5060                                            D517100200172 
     3.0323     0.5252                                            D517100200173 
     3.0369     0.6317                                            D517100200174 
     3.0457     0.5460                                            D517100200175 
     3.0603     0.2887                                            D517100200176 
     3.0651     0.2470                                            D517100200177 
     3.0813     0.3463                                            D517100200178 
     3.0894     0.6628                                            D517100200179 
     3.0898     0.5834                                            D517100200180 
     3.0936     0.6796                                            D517100200181 
     3.0994     0.6739                                            D517100200182 
     3.1068     0.4712                                            D517100200183 
     3.1107     0.4215                                            D517100200184 
     3.1205     0.1971                                            D517100200185 
     3.1278     0.1506                                            D517100200186 
     3.1360     0.1241                                            D517100200187 
     3.1394     0.1361                                            D517100200188 
     3.1411     0.1529                                            D517100200189 
     3.1512     0.1825                                            D517100200190 
     3.1545     0.1705                                            D517100200191 
     3.1552     0.1513                                            D517100200192 
ENDDATA            180          0                                 D517100200193 
ENDSUBENT          192          0                                 D517100299999 
SUBENT        D5171003   20190214                             D119D517100300001 
BIB                  2          2                                 D517100300002 
REACTION   (10-NE-22(P,INL),,WID/STR,,RM)                         D517100300003 
STATUS     (TABLE) Table in the text                              D517100300004 
ENDBIB               2          0                                 D517100300005 
NOCOMMON             0          0                                 D517100300006 
DATA                 3         15                                 D517100300007 
EN-RES     EN-RES-ERR DATA                                        D517100300008 
MEV        MEV        KEV                                         D517100300009 
1.914      0.005      0.1                                         D517100300010 
1.975      0.01       0.5                                         D517100300011 
2.13       0.005      1.                                          D517100300012 
2.19       0.005      0.3                                         D517100300013 
2.222      0.005      0.6                                         D517100300014 
2.245      0.005      0.5                                         D517100300015 
2.418      0.005      0.1                                         D517100300016 
2.436      0.005      0.8                                         D517100300017 
2.569      0.005      1.6                                         D517100300018 
2.607      0.005      2.                                          D517100300019 
2.664      0.005      5.                                          D517100300020 
2.837      0.005      3.                                          D517100300021 
2.865      0.005      4.                                          D517100300022 
3.07       0.005      7.                                          D517100300023 
3.11       0.005      8.                                          D517100300024 
ENDDATA             17          0                                 D517100300025 
ENDSUBENT           24          0                                 D517100399999 
ENDENTRY             3          0                                 D517199999999 
