ENTRY            S0066   20110520                             S015S006600000001 
SUBENT        S0066001   20110520                             S015S006600100001 
BIB                 14         40                                 S006600100002 
TITLE      Unusual potential behavior for the weakly bound        S006600100003 
           nucleus 9Be in elastic scattering from 208Pb and 209Bi S006600100004 
           near the threshold                                     S006600100005 
AUTHOR     (Ning Yu, Huanqiao Zhang, Huiming Jia, Shitao Zhang,   S006600100006 
           Ming Ruan, Feng Yang, Zhendong Wu, Xinxing Xu,         S006600100007 
           Chunlin Bai)                                           S006600100008 
INSTITUTE  (3CPRCPR) School of Physics, Huazhong University of    S006600100009 
           Science and Technology, Wuhan, China.                  S006600100010 
           (3CPRAEP) China Institute of Atomic Energy, Beijing,   S006600100011 
           China.                                                 S006600100012 
REFERENCE  (J,JP/G,37,(7),075108,2010)                            S006600100013 
           #doi:10.1088/0954-3899/37/7/075108                     S006600100014 
FACILITY   (VDGT,3CPRAEP) HI-13 tandem accelerator in China       S006600100015 
           Institute of Atomic Energy.                            S006600100016 
INC-SOURCE A collimated 9Be beam, the current range was 50-200    S006600100017 
           enA(electrical nA). Charge of incident ion is 3+.      S006600100018 
DETECTOR   (SI,SIBAR,TELES)                                       S006600100019 
SAMPLE     The 208Pb and 209Bi targets with the thickness of      S006600100020 
           about 150 microgram/cm2 evaporated on nearly 25        S006600100021 
           microgram/cm2 carbon foil backings.                    S006600100022 
METHOD     (COINC,EDE)                                            S006600100023 
ADD-RES    The experimental data were analyzed by the code of     S006600100024 
           PTOLEMY. The parameters of the optical potential have  S006600100025 
           been extracted by the phenomenological optical model   S006600100026 
           analysis.                                              S006600100027 
ERR-ANALYS (ANG-ERR) Overall absolute angle accuracy is estimated S006600100028 
           to be 0.02 degree.                                     S006600100029 
           (DATA-ERR) Total uncertainty is given.                 S006600100030 
COMMENT    The measured data shown in Fig2 and Fig3 were the      S006600100031 
           ratios of the measured differential cross sections     S006600100032 
           to those for Rutherford scattering.                    S006600100033 
           The beam energy 37.6 MeV in Fig2 and Fig3 is wrong     S006600100034 
           affirmed by the first author, it should be 37.8 MeV.   S006600100035 
STATUS     (TABLE) All measured data are shown in Fig2 and Fig3   S006600100036 
           at page 4 and 5 in J,JP/G,37,(7),75108,2010.           S006600100037 
           Experimental data were received from the first author  S006600100038 
           on 20/05/2011, and confirmed the uncertainty is total  S006600100039 
           uncertainty.                                           S006600100040 
HISTORY    (20100927C) Compiled by Jimin WANG (CNDC)              S006600100041 
           (20110520R)                                            S006600100042 
ENDBIB              40          0                                 S006600100043 
COMMON               1          3                                 S006600100044 
ANG-ERR                                                           S006600100045 
ADEG                                                              S006600100046 
0.02                                                              S006600100047 
ENDCOMMON            3          0                                 S006600100048 
ENDSUBENT           47          0                                 S006600199999 
SUBENT        S0066002   20110520                             S015S006600200001 
BIB                  1          1                                 S006600200002 
REACTION   (82-PB-208(4-BE-9,EL)82-PB-208,,DA,,RTH)               S006600200003 
ENDBIB               1          0                                 S006600200004 
NOCOMMON             0          0                                 S006600200005 
DATA                 4        776                                 S006600200006 
EN         ANG        DATA       DATA-ERR                         S006600200007 
MEV        ADEG       NO-DIM     NO-DIM                           S006600200008 
37.0        31.24     1.00529    0.0024354                        S006600200009 
37.0        37.46     1.02160    0.0030483                        S006600200010 
37.0        43.66     1.00817    0.0037283                        S006600200011 
37.0        49.84     0.99731    0.0045054                        S006600200012 
37.0        56.01     1.01595    0.0055386                        S006600200013 
37.0        62.15     0.99693    0.0050916                        S006600200014 
37.0        68.27     1.00016    0.0059380                        S006600200015 
37.0        74.36     1.02109    0.0069773                        S006600200016 
37.0        80.43     0.99227    0.0074664                        S006600200017 
37.0        86.47     0.96755    0.0084445                        S006600200018 
37.0        92.48     0.97562    0.0064764                        S006600200019 
37.0        98.47     0.97719    0.0071246                        S006600200020 
37.0       112.33     0.91564    0.0081543                        S006600200021 
37.0       118.23     0.91182    0.0087275                        S006600200022 
37.0       124.10     0.88264    0.0090556                        S006600200023 
37.0       129.95     0.86419    0.0095726                        S006600200024 
37.0       135.78     0.82582    0.0098575                        S006600200025 
37.0       141.59     0.82578    0.0101769                        S006600200026 
37.0       147.39     0.73883    0.0099865                        S006600200027 
37.0       153.16     0.69459    0.0099024                        S006600200028 
37.0       164.68     0.69829    0.0104536                        S006600200029 
37.0       170.43     0.68546    0.0107270                        S006600200030 
37.8        31.24     1.00080    0.0021071                        S006600200031 
37.8        33.29     1.00110    0.0023730                        S006600200032 
37.8        35.39     1.00930    0.0027003                        S006600200033 
37.8        37.46     1.00230    0.0026087                        S006600200034 
37.8        39.51     1.00230    0.0029523                        S006600200035 
37.8        41.59     0.99967    0.0033436                        S006600200036 
37.8        43.66     0.99202    0.0031994                        S006600200037 
37.8        45.70     1.00180    0.0036350                        S006600200038 
37.8        47.78     1.00560    0.0041189                        S006600200039 
37.8        49.84     0.99923    0.0039193                        S006600200040 
37.8        51.88     0.99677    0.0043994                        S006600200041 
37.8        53.95     0.99781    0.0049503                        S006600200042 
37.8        56.01     0.99907    0.0047383                        S006600200043 
37.8        58.04     0.99699    0.0052906                        S006600200044 
37.8        60.10     0.99397    0.0059060                        S006600200045 
37.8        62.15     1.00320    0.0044484                        S006600200046 
37.8        64.17     1.00710    0.0049440                        S006600200047 
37.8        66.23     0.99333    0.0054447                        S006600200048 
37.8        68.27     1.00020    0.0051640                        S006600200049 
37.8        70.28     1.01230    0.0057386                        S006600200050 
37.8        72.33     1.01120    0.0063351                        S006600200051 
37.8        74.36     0.99776    0.0059806                        S006600200052 
37.8        76.36     1.00930    0.0066154                        S006600200053 
37.8        78.41     1.00590    0.0072639                        S006600200054 
37.8        80.43     1.00480    0.0066334                        S006600200055 
37.8        82.42     1.00870    0.0072777                        S006600200056 
37.8        84.46     1.02040    0.0080207                        S006600200057 
37.8        86.47     0.99722    0.0076016                        S006600200058 
37.8        88.45     0.97383    0.0081922                        S006600200059 
37.8        90.48     0.98310    0.0089865                        S006600200060 
37.8        92.48     0.97543    0.0057124                        S006600200061 
37.8        94.46     0.97801    0.0062133                        S006600200062 
