ANG        E-MIN      E-MAX      DATA                             S000900200017 
ADEG       MEV        MEV        ARB-UNITS                        S000900200018 
E-EXC                                                             S000900800016 
MEV                                                               S000900800017 
11.4                                                              S000900800018 
ENDCOMMON            3          0                                 S000900800019 
DATA                 4          1                                 S000900800020 
EN-MIN     EN-MAX     DATA       DATA-ERR                         S000900800021 
MEV        MEV        NO-DIM     NO-DIM                           S000900800022 
9.0        13.5       0.12       0.048                            S000900800023 
ENDDATA              3          0                                 S000900800024 
ENDSUBENT           23          0                                 S000900899999 
SUBENT        S0009009   20080311                             Y006S000900900001 
BIB                  6         12                                 S000900900002 
REACTION   ((3-LI-7(D,N)4-BE-8,PAR,SIG)/                          S000900900003 
           (3-LI-7(D,N+A)2-HE-4,,SIG))                            S000900900004 
           ratio of the cross section populating the third and    S000900900005 
           fourth excitation states over the cross section        S000900900006 
           populating two alpha channels.                         S000900900007 
PART-DET   (A)                                                    S000900900008 
STATUS     (COREL,S0009005)                                       S000900900009 
ERR-ANALYS (DATA-ERR) no information given                        S000900900010 
ANALYSIS   Data obtained from theoretical analysis of experimentalS000900900011 
           data of subentry .005.                                 S000900900012 
EN-SEC     (E-EXC,4-BE-8) the third 16.63 MeV and fourth 16.92 MeVS000900900013 
           fourth excitation states were not resolved.            S000900900014 
ENDBIB              12          0                                 S000900900015 
NOCOMMON             0          0                                 S000900900016 
DATA                 6          1                                 S000900900017 
EN-MIN     EN-MAX     E-EXC      E-EXC      DATA       DATA-ERR   S000900900018 
MEV        MEV        MEV        MEV        NO-DIM     NO-DIM     S000900900019 
9.0        13.5       16.63      16.92      0.05       0.032      S000900900020 
ENDDATA              3          0                                 S000900900021 
ENDSUBENT           20          0                                 S000900999999 
SUBENT        S0009010   20080311                             Y006S000901000001 
BIB                  6         12                                 S000901000002 
REACTION   ((3-LI-7(D,N)4-BE-8,PAR,SIG)/                          S000901000003 
           (3-LI-7(D,N+A)2-HE-4,,SIG))                            S000901000004 
           ratio of the cross section populating the fifth,sixth  S000901000005 
           and seventh excitation states over the cross section   S000901000006 
           populating two alpha channels.                         S000901000007 
PART-DET   (A)                                                    S000901000008 
STATUS     (COREL,S0009005)                                       S000901000009 
ERR-ANALYS (DATA-ERR) no information given                        S000901000010 
ANALYSIS   Data obtained from theoretical analysis of experimentalS000901000011 
           data of subentry .005.                                 S000901000012 
EN-SEC     e-exc,4-Be-8. The fifth 19.86,Sixth 20.1 And seventh   S000901000013 
           20.2 MeV excitation states were not resolved.          S000901000014 
ENDBIB              12          0                                 S000901000015 
NOCOMMON             0          0                                 S000901000016 
DATA                 6          1                                 S000901000017 
EN-MIN     EN-MAX     E-EXC-MIN  E-EXC-MAX  DATA       DATA-ERR   S000901000018 
MEV        MEV        MEV        MEV        NO-DIM     NO-DIM     S000901000019 
9.0        13.5       19.86      20.2       0.10       0.004      S000901000020 
ENDDATA              3          0                                 S000901000021 
ENDSUBENT           20          0                                 S000901099999 
SUBENT        S0009011   20080311                             Y006S000901100001 
BIB                  6         11                                 S000901100002 
REACTION   ((3-LI-7(D,A)2-HE-5,PAR,SIG)/                          S000901100003 
           (3-LI-7(D,N+A)2-HE-4,,SIG))                            S000901100004 
           ratio of the cross section populating the first        S000901100005 
           excitation state over the cross section                S000901100006 
           populating two alpha channels.                         S000901100007 
PART-DET   (A)                                                    S000901100008 
STATUS     (COREL,S0009005)                                       S000901100009 
ERR-ANALYS (DATA-ERR) no information given                        S000901100010 
ANALYSIS   Data obtained from theoretical analysis of experimentalS000901100011 
           data of subentry .005.                                 S000901100012 
EN-SEC     (E-EXC,2-HE-5)                                         S000901100013 
ENDBIB              11          0                                 S000901100014 
COMMON               1          3                                 S000901100015 
E-EXC                                                             S000901100016 
MEV                                                               S000901100017 
4.0                                                               S000901100018 
ENDCOMMON            3          0                                 S000901100019 
DATA                 4          1                                 S000901100020 
EN-MIN     EN-MAX     DATA       DATA-ERR                         S000901100021 
MEV        MEV        NO-DIM     NO-DIM                           S000901100022 
9.0        13.5       0.04       0.028                            S000901100023 
ENDDATA              3          0                                 S000901100024 
ENDSUBENT           23          0                                 S000901199999 
SUBENT        S0009012   20080311                             Y006S000901200001 
BIB                  6         11                                 S000901200002 
REACTION   ((3-LI-7(D,A)2-HE-5,PAR,SIG)/                          S000901200003 
           (3-LI-7(D,N+A)2-HE-4,,SIG))                            S000901200004 
           ratio of the cross section populating the second       S000901200005 
           excitation state over the cross section                S000901200006 
           populating two alpha channels.                         S000901200007 
PART-DET   (A)                                                    S000901200008 
STATUS     (COREL,S0009005)                                       S000901200009 
ERR-ANALYS (DATA-ERR) no information given                        S000901200010 
ANALYSIS   Data obtained from theoretical analysis of experimentalS000901200011 
           data of subentry .005.                                 S000901200012 
EN-SEC     (E-EXC,2-HE-5)                                         S000901200013 
ENDBIB              11          0                                 S000901200014 
COMMON               1          3                                 S000901200015 
E-EXC                                                             S000901200016 
MEV                                                               S000901200017 
16.76                                                             S000901200018 
ENDCOMMON            3          0                                 S000901200019 
DATA                 4          1                                 S000901200020 
EN-MIN     EN-MAX     DATA       DATA-ERR                         S000901200021 
MEV        MEV        NO-DIM     NO-DIM                           S000901200022 
9.0        13.5       0.20       0.064                            S000901200023 
ENDDATA              3          0                                 S000901200024 
ENDSUBENT           23          0                                 S000901299999 
SUBENT        S0009013   20080311                             Y006S000901300001 
BIB                  6         11                                 S000901300002 
REACTION   ((3-LI-7(D,A)2-HE-5,PAR,SIG)/                          S000901300003 
           (3-LI-7(D,N+A)2-HE-4,,SIG))                            S000901300004 
           ratio of the cross section populating the third        S000901300005 
           excitation state over the cross section                S000901300006 
           populating two alpha channels.                         S000901300007 
PART-DET   (A)                                                    S000901300008 
STATUS     (COREL,S0009005)                                       S000901300009 
ERR-ANALYS (DATA-ERR) no information given                        S000901300010 
ANALYSIS   Data obtained from theoretical analysis of experimentalS000901300011 
           data of subentry .005.                                 S000901300012 
EN-SEC     (E-EXC,2-HE-5)                                         S000901300013 
ENDBIB              11          0                                 S000901300014 
COMMON               1          3                                 S000901300015 
E-EXC                                                             S000901300016 
MEV                                                               S000901300017 
19.8                                                              S000901300018 
ENDCOMMON            3          0                                 S000901300019 
DATA                 4          1                                 S000901300020 
EN-MIN     EN-MAX     DATA       DATA-ERR                         S000901300021 
MEV        MEV        NO-DIM     NO-DIM                           S000901300022 
9.0        13.5       0.37       0.085                            S000901300023 
ENDDATA              3          0                                 S000901300024 
ENDSUBENT           23          0                                 S000901399999 
ENDENTRY            13          0                                 S000999999999 
