ENTRY            40180   20150109                             417240180  0    1 
SUBENT        40180001   20150109                             417240180  1    1 
BIB                 11         36                                 40180  1    2 
TITLE      Gamma-ray spectrum from Se-77(n,gamma)Se-78 reaction   40180  1    3 
           using thermal neutrons                                 40180  1    4 
AUTHOR     (M.R.Akhmed,A.M.Demidov,M.A.Khalil,S.Al-Nazar)         40180  1    5 
INSTITUTE  (4RUSKUR,3IRQNRI)                                      40180  1    6 
REFERENCE  (J,BAS,37,(5),79,1974) Eng.trans.of IZV,37,(5),1004    40180  1    7 
           (J,IZV,37,1004,197305) Numerical data are given        40180  1    8 
MONITOR    For absolute intensity determination the most          40180  1    9 
           intensive gamma-lines from Rabenstein D.,Vonach H.,    40180  1   10 
           Z.Naturforsch.,26A,458(1971)                           40180  1   11 
           Background gamma-lines of H-1 and annihilation         40180  1   12 
           gamma-rays at E less than 2.5 MeV and gamma-rays       40180  1   13 
           energies of Se-78, Se-77 at higher energies were used  40180  1   14 
           for energy determination the last data from            40180  1   15 
           Rabenstein D.,Vonach H., Z.Naturforsch,26A,458(1971)   40180  1   16 
MONIT-REF  (,D.Rabenstein+,J,ZN/A,26,458,1971)                    40180  1   17 
           Absolute gamma transitions  intensities used for       40180  1   18 
           calibration.                                           40180  1   19 
FACILITY   (REAC,3IRQNRI)                                         40180  1   20 
METHOD     Direct detection of gamma spectrum in energy range     40180  1   21 
            0.1 - 10 MeV.                                         40180  1   22 
           Method was described in J.D.Jafar+, Proc. of 6th Arab. 40180  1   23 
           Science Congr., Damascus, part 3, Alexandria,p.441,197240180  1   24 
DETECTOR   (GELI)  Germanium-lithium spectrometer.                40180  1   25 
ERR-ANALYS (DATA-ERR) No information available on type of error   40180  1   26 
HISTORY    (19740514C) Compiled at the centre                     40180  1   27 
           (19860514U) some corrections are made                  40180  1   28 
                     and 'REACTION' keyword introduced            40180  1   29 
           (20150109A) SD: Updated to new date formats,lower case.40180  1   30 
             Ref. on Engl.transl. of IZV added. DATA units        40180  1   31 
             in Subent 2 corrected (GAM/100N -> PC/INC).          40180  1   32 
             1st and 2nd author are swapped in AUTHOR's list.     40180  1   33 
             Author's name corrected (S.Al'-nasar -> S.Al-Nazar). 40180  1   34 
           (20151105A) M.M. Articles were checked, BIB information40180  1   35 
           was updated in TITLE,MONIT-REF,METHOD,free text of     40180  1   36 
           REACTION. STATUS was added.                            40180  1   37 
           Data units were corrected in Subent 002.               40180  1   38 
ENDBIB              36          0                                 40180  1   39 
COMMON               1          3                                 40180  1   40 
EN                                                                40180  1   41 
EV                                                                40180  1   42 
     2.5E-2                                                       40180  1   43 
ENDCOMMON            3          0                                 40180  1   44 
ENDSUBENT           43          0                                 40180  199999 
SUBENT        40180002   20150109                             417240180  2    1 
BIB                  4         15                                 40180  2    2 
REACTION   (34-SE-77(N,G)34-SE-78,,SPC)  Gamma lines intensities  40180  2    3 
            in units & of captures                                40180  2    4 
SAMPLE     (34-SE-77,ENR=0.681) Isotopic composition, mass number 40180  2    5 
             - maintenance                                        40180  2    6 
              74.     -      0.3%                                 40180  2    7 
              76.     -      4.7%                                 40180  2    8 
              77.     -     68.1%                                 40180  2    9 
              78.     -      9.9%                                 40180  2   10 
              80.     -     13.9%                                 40180  2   11 
              82.     -      3.1%                                 40180  2   12 
           The weight of the sample was 0.5 gram                  40180  2   13 
STATUS     (TABLE) Table 2 of BAS,37,(5),79,1974                  40180  2   14 
HISTORY    (20151105A) M.M. PC/INC -> PC/REAC as explained in     40180  2   15 
           Table 2 footnote : "number of photons per 100 neutron  40180  2   16 
           captures in Se-177".                                   40180  2   17 
ENDBIB              15          0                                 40180  2   18 
NOCOMMON             0          0                                 40180  2   19 
DATA                 4        123                                 40180  2   20 
E          E-ERR      DATA       DATA-ERR                         40180  2   21 
KEV        KEV        PC/REAC    PC/REAC                          40180  2   22 
9882.9     1.5        13.0        2.0                             40180  2   23 
9188.0     1.5         7.3        1.0                             40180  2   24 
8998.3     1.5         0.24       0.04                            40180  2   25 
8738.4     2.0         0.05       0.02                            40180  2   26 
8501.6     1.2         2.3        0.3                             40180  2   27 
8168.2     1.5         2.5        0.4                             40180  2   28 
8160.3     2.0         1.9        0.3                             40180  2   29 
7959.4     1.2         0.6        0.2                             40180  2   30 
7814.9     1.5         0.11       0.03                            40180  2   31 
7743.7     1.0         0.55       0.08                            40180  2   32 
7657.7     1.0         0.61       0.08                            40180  2   33 
7598.6     1.0         0.37       0.06                            40180  2   34 
7490.9     1.0         0.96       0.12                            40180  2   35 
7309.9     2.0         0.33       0.05                            40180  2   36 
7254.8     1.5         0.53       0.07                            40180  2   37 
7208.2     1.0         1.9        0.3                             40180  2   38 
7113.1     1.0         0.93       0.15                            40180  2   39 
7048.8     1.5         0.41       0.06                            40180  2   40 
6974.9     1.2         0.58       0.08                            40180  2   41 
6905.2     1.0         0.89       0.12                            40180  2   42 
6873.0     1.2         0.45       0.05                            40180  2   43 
6810.6     1.0         0.88       0.12                            40180  2   44 
6498.7     1.0         1.3        0.3                             40180  2   45 
6460.0     1.0         0.54       0.07                            40180  2   46 
6343.8     1.5         0.21       0.05                            40180  2   47 
6315.5     1.0         1.4        0.3                             40180  2   48 
6244.1     1.0         1.1        0.2                             40180  2   49 
6153.8     1.5         0.30       0.10                            40180  2   50 
6133.1     1.5         0.39       0.10                            40180  2   51 
6108.3     1.5         0.42       0.15                            40180  2   52 
6046.5     1.0         1.0        0.2                             40180  2   53 
6026.6     1.2         0.50       0.10                            40180  2   54 
5967.5     1.5         0.22       0.05                            40180  2   55 
5945.0     1.2         0.54       0.08                            40180  2   56 
5878.5     1.2         0.14       0.03                            40180  2   57 
5852.4     1.5         0.20       0.05                            40180  2   58 
5812.9     1.5         0.95       0.20                            40180  2   59 
5774.7     1.0         0.42       0.10                            40180  2   60 
5682.8     1.0         0.18       0.05                            40180  2   61 
5615.5     1.5         0.29       0.08                            40180  2   62 
5574.2     1.5         0.20       0.05                            40180  2   63 
5498.1     1.5         0.50       0.10                            40180  2   64 
5436.6     1.5         0.14       0.04                            40180  2   65 
5369.3     1.0         0.65       0.12                            40180  2   66 
5333.4     1.2         0.23       0.05                            40180  2   67 
5252.4     1.5         0.19       0.05                            40180  2   68 
5156.1     1.5         0.22       0.05                            40180  2   69 
5107.8     1.5         0.18       0.05                            40180  2   70 
4985.9     1.5         0.15       0.04                            40180  2   71 
4961.9     1.5         0.18       0.05                            40180  2   72 
4856.4     1.2         0.19       0.05                            40180  2   73 
4810.8     1.5         0.18       0.05                            40180  2   74 
4689.5     1.5         0.20       0.05                            40180  2   75 
4626.2     1.5         0.29       0.07                            40180  2   76 
4500.8     1.5         0.24       0.06                            40180  2   77 
4452.6     1.0         0.62       0.12                            40180  2   78 
4446.2     1.5         0.50       0.10                            40180  2   79 
4391.5     1.5         0.10       0.03                            40180  2   80 
4376.8     1.5         0.10       0.03                            40180  2   81 
4338.0     1.0         0.51       0.10                            40180  2   82 
4285.3     1.5         0.22       0.05                            40180  2   83 
4262.9     1.0         0.26       0.05                            40180  2   84 
4141.2     1.5         0.34       0.06                            40180  2   85 
4096.3     1.5         0.28       0.06                            40180  2   86 
4071.2     1.0         0.40       0.08                            40180  2   87 
4033.1     1.5         0.34       0.06                            40180  2   88 
3855.1     0.8         0.41       0.07                            40180  2   89 
3631.7     1.0         0.40       0.07                            40180  2   90 
3476.9     1.0         0.20       0.05                            40180  2   91 
3439.7     0.7         0.74       0.15                            40180  2   92 
3385.0     0.8         0.78       0.15                            40180  2   93 
3280.5     0.8         0.71       0.15                            40180  2   94 
3220.9     1.0         0.58       0.12                            40180  2   95 
3184.8     0.8         0.18       0.04                            40180  2   96 
2873.8     0.8         0.84       0.15                            40180  2   97 
2769.5     0.6         0.88       0.15                            40180  2   98 
2674.9     0.8         1.2        0.2                             40180  2   99 
2509.3     1.0         0.40       0.10                            40180  2  100 
2476.5     1.0         0.55       0.10                            40180  2  101 
2392.0     0.7         1.0        0.2                             40180  2  102 
2284.6     0.6         1.3        0.2                             40180  2  103 
2240.8     1.0         0.20       0.05                            40180  2  104 
2199.9     0.8         0.61       0.12                            40180  2  105 
2162.8     0.6         0.82       0.12                            40180  2  106 
