ENTRY            40948   20180218                             417840948  0    1 
SUBENT        40948001   20180218                             417840948  1    1 
BIB                 12         24                                 40948  1    2 
INSTITUTE  (4RUSKUR)                                              40948  1    3 
REFERENCE  (J,YF,44,1403,1986)  Graphs are given. Issue 6.        40948  1    4 
           (J,SNP,44,912,1986)                                    40948  1    5 
           English translation of J,YF,44,(6),1403,1986           40948  1    6 
AUTHOR     (P.E.Vorotnikov,S.V.Dmitriev,Yu.D.Molchanov,           40948  1    7 
           G.A.Otroshchenko)                                      40948  1    8 
TITLE      Intermediate structure of the cross section for fission40948  1    9 
           of 241Am by neutrons with energies 0.08-1.3 MeV        40948  1   10 
FACILITY   (VDG,4RUSKUR) Electrostatic accelerator                40948  1   11 
INC-SOURCE (P-T,P-LI7)                                            40948  1   12 
SAMPLE      Diameter 5 mm, weight 0.23 gram, Am-241 content is    40948  1   13 
            93+-1 %, Am-242 content is 0.3+-0.1 % , Am-243        40948  1   14 
            content is 3+-1 % , Np-237 content is 4+-0.1 %.       40948  1   15 
DETECTOR   (LONGC)  For neutron flux measurement                  40948  1   16 
PART-DET   (FF)                                                   40948  1   17 
MONITOR     No information                                        40948  1   18 
CORRECTION   Corrections were made on background-neutron induced  40948  1   19 
            fission of basic isotope, on energy-dependence of     40948  1   20 
            long counter, on Np-237 fissions, on Cm-242           40948  1   21 
            spontaneous fission                                   40948  1   22 
HISTORY    (19880411C)  Compiled at the CJD                       40948  1   23 
           (20010315A) Date is corrected                          40948  1   24 
           (20180218A) M.M. Upper -> lower case correction.       40948  1   25 
           Ref.SNP,44,912,1986 was added.                         40948  1   26 
ENDBIB              24          0                                 40948  1   27 
NOCOMMON             0          0                                 40948  1   28 
ENDSUBENT           27          0                                 40948  199999 
SUBENT        40948002   20180218                             417840948  2    1 
BIB                  5         14                                 40948  2    2 
REACTION   (95-AM-241(N,F),,SIG)                                  40948  2    3 
DETECTOR   (FISCH)  Xenon-filled ionization chamber               40948  2    4 
FLAG       (1.)  Ti-tritium target, angle between proton and      40948  2    5 
                 neutron beams is 15.  deg, target 100 microg/cm2 40948  2    6 
           (2.)  Li7-F  target, thickness 300 microgram/cm2,      40948  2    7 
                 angle between proton and neutron beams is 15  deg40948  2    8 
           (3.)  Li7-F target of 300 microgram/cm2 thickness,     40948  2    9 
               proton-neutron-beams angle is 50  deg              40948  2   10 
           (4.)  Measurements with higher resolution. Li7-F target40948  2   11 
                 with thickness 20 microgram/cm2. Angle of        40948  2   12 
                 irradiations is 0.0  deg .                       40948  2   13 
ERR-ANALYS (ERR-S) Statistical error                              40948  2   14 
           (ERR-1)  Error of the cross-section absolutization     40948  2   15 
STATUS     (TABLE) From P.E.Vorotnikov, 1987-12                   40948  2   16 
ENDBIB              14          0                                 40948  2   17 
COMMON               1          3                                 40948  2   18 
ERR-1                                                             40948  2   19 
PER-CENT                                                          40948  2   20 
  13.                                                             40948  2   21 
ENDCOMMON            3          0                                 40948  2   22 
DATA                 6        127                                 40948  2   23 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-S      FLAG       40948  2   24 
KEV        KEV        KEV        MB         MB         NO-DIM     40948  2   25 
   80.       11.        25.        17.         3.        3.       40948  2   26 
  120.       12.        25.        15.         2.        3.       40948  2   27 
  135.       13.        25.        16.         3.        3.       40948  2   28 
  150.       13.        25.        20.         4.        3.       40948  2   29 
  155.       13.        25.        26.         4.        3.       40948  2   30 
  160.        1.3        2.5       27.         5.        4.       40948  2   31 
  170.        1.3        2.5       24.         6.        4.       40948  2   32 
  175.       14.        25.        27.         4.        3.       40948  2   33 
  175.01      1.3        2.5       31.         6.        4.       40948  2   34 
  180.        1.3        2.5       36.         7.        4.       40948  2   35 
  185.        1.3        2.5       30.         6.        4.       40948  2   36 
  190.       14.        25.        28.         4.        3.       40948  2   37 
  190.01      1.3        2.5       35.         6.        4.       40948  2   38 
  193.        1.3        2.5       23.         6.        4.       40948  2   39 
  195.        1.3        2.5       38.         7.        4.       40948  2   40 
  197.        1.3        2.5       25.         6.        4.       40948  2   41 
  200.       14.        25.        24.         3.        3.       40948  2   42 
  200.01      1.3        2.5       24.         6.        4.       40948  2   43 
  205.        1.3        2.5       30.         7.        4.       40948  2   44 
  207.        1.3        2.5       24.         6.        4.       40948  2   45 
  208.       14.        25.        29.         3.        3.       40948  2   46 
  212.        1.3        2.5       36.         8.        4.       40948  2   47 
  215.        1.3        2.5       32.         7.        4.       40948  2   48 
  218.       14.        25.        30.         3.        3.       40948  2   49 
  218.01      1.3        2.5       30.         6.        4.       40948  2   50 
  220.        1.3        2.5       33.         6.        4.       40948  2   51 
  223.        1.3        2.5       31.         8.        4.       40948  2   52 
  225.        1.3        2.5       30.         6.        4.       40948  2   53 
  230.        1.3        2.5       34.         5.        4.       40948  2   54 
  232.        1.3        2.5       24.         6.        4.       40948  2   55 
  235.        1.3        2.5       22.         6.        4.       40948  2   56 
  237.       14.        25.        29.         3.        3.       40948  2   57 
  237.01      1.3        2.5       31.         5.        4.       40948  2   58 
  240.        1.3        2.5       27.         4.        4.       40948  2   59 
  242.        1.3        2.5       28.         7.        4.       40948  2   60 
  244.       15.        25.        28.         3.        3.       40948  2   61 
  244.01      1.3        2.5       36.        12.        4.       40948  2   62 
  245.        1.3        2.5       30.         6.        4.       40948  2   63 
  246.        1.3        2.5       21.         9.        4.       40948  2   64 
  248.        1.3        2.5       35.         7.        4.       40948  2   65 
  250.        1.3        2.5       27.         5.        4.       40948  2   66 
  250.01      1.3        2.5       27.         8.        4.       40948  2   67 
  252.       15.        25.        30.         3.        3.       40948  2   68 
  252.01      1.3        2.5       31.         7.        4.       40948  2   69 
  254.        1.3        2.5       23.         7.        4.       40948  2   70 
  256.        1.3        2.5       24.         6.        4.       40948  2   71 
  258.        1.3        2.5       30.         7.        4.       40948  2   72 
  260.       15.        25.        34.         4.        3.       40948  2   73 
  260.01      1.3        2.5       34.         5.        4.       40948  2   74 
  262.        1.3        2.5       23.         9.        4.       40948  2   75 
  265.       12.        25.        41.         7.        2.       40948  2   76 
  265.01      1.3        2.5       29.         8.        4.       40948  2   77 
