ENTRY            40918   20010326                             00004091800000001 
SUBENT        40918001   20010326                             00004091800100001 
BIB                 12         21                                 4091800100002 
INSTITUTE  (4RUSRI )                                              4091800100003 
REFERENCE  (J,YK,1986,(3),24,1986)  Data Table is Given           4091800100004 
           (J,AE,53,(3),194,1982)  Experimental Details           4091800100005 
AUTHOR     (YU.A.NEMILOV,YA.M.KRAMAROVSKIY,E.D.TETERIN,           4091800100006 
           L.P.POBEDONOSTSEV)                                     4091800100007 
TITLE       The Neutron Inelastic Scattering on the Nb-93 Nuclei  4091800100008 
INC-SOURCE (P-T)  Target Thickness is 1 Milligram/Cm**2           4091800100009 
DETECTOR   (GELI) For Gamma-Rays                                  4091800100010 
           (FISCH) U-235 Fission Chamber For Neutron Flux         4091800100011 
                   Monitoring                                     4091800100012 
PART-DET   (G)                                                    4091800100013 
MONITOR     Absolute Measurements                                 4091800100014 
CORRECTION   Corrections were Made on the Sample Finite Dimensions4091800100015 
ERR-ANALYS (DATA-ERR) Errors are not Specified                    4091800100016 
STATUS      Data Taken from the First Reference                   4091800100017 
HISTORY    (19870410C)  Compiled at the CJD                       4091800100018 
           (19891020U)  Three Author Names Corrected              4091800100019 
                      Coded Information For Err-Analys Added      4091800100020 
           (19910722U)  Refrerence Code Updated                   4091800100021 
           (20010315A) Date is Corrected                          4091800100022 
           (20010326U) Last checking has been done.               4091800100023 
ENDBIB              21          0                                 4091800100024 
NOCOMMON             0          0                                 4091800100025 
ENDSUBENT           24          0                                 4091800199999 
SUBENT        40918002   20010326                             00004091800200001 
BIB                  2          2                                 4091800200002 
REACTION   (41-NB-93(N,INL)41-NB-93,PAR,SIG)                      4091800200003 
EN-SEC     (E-LVL,41-NB-93)                                       4091800200004 
ENDBIB               2          0                                 4091800200005 
NOCOMMON             0          0                                 4091800200006 
DATA                 4        234                                 4091800200007 
EN         E-LVL      DATA       DATA-ERR                         4091800200008 
KEV        KEV        MB         MB                               4091800200009 
       780.      743.7        32.         5.                      4091800200010 
       810.      743.7        70.         5.                      4091800200011 
       840.      743.7        66.         7.                      4091800200012 
       870.      686.8        19.         5.                      4091800200013 
       870.      743.7        83.         6.                      4091800200014 
       870.      808.4         6.         5.                      4091800200015 
       870.      809.8        10.         5.                      4091800200016 
       900.      686.8        23.         4.                      4091800200017 
       900.      743.7       112.         8.                      4091800200018 
       900.      808.4         7.         4.                      4091800200019 
       900.      809.8        26.         6.                      4091800200020 
       930.      686.8        18.         4.                      4091800200021 
       930.      743.7       142.        13.                      4091800200022 
       930.      808.4        10.         5.                      4091800200023 
       930.      809.8        34.         6.                      4091800200024 
       960.      686.8        30.         5.                      4091800200025 
       960.      743.7       186.        13.                      4091800200026 
       960.      808.4        12.         5.                      4091800200027 
       960.      809.8        57.         5.                      4091800200028 
       990.      686.8        22.         4.                      4091800200029 
       990.      743.7       179.        14.                      4091800200030 
       990.      808.4        10.         5.                      4091800200031 
       990.      809.8        47.        12.                      4091800200032 
      1020.      686.8        29.         5.                      4091800200033 
      1020.      743.7       192.        15.                      4091800200034 
      1020.      808.4        14.         5.                      4091800200035 
      1020.      809.8        40.        12.                      4091800200036 
      1050.      686.8        29.         6.                      4091800200037 
      1050.      743.7       167.        14.                      4091800200038 
      1050.      808.4        15.         4.                      4091800200039 
      1050.      809.8        64.        12.                      4091800200040 
      1050.      949.6        50.         8.                      4091800200041 
      1050.      978.6        20.         8.                      4091800200042 
      1080.      686.8        24.         4.                      4091800200043 
      1080.      743.7       216.        15.                      4091800200044 
      1080.      808.4        22.         7.                      4091800200045 
      1080.      809.8        74.        14.                      4091800200046 
      1080.      949.6        85.         8.                      4091800200047 
      1080.      978.6        35.         8.                      4091800200048 
      1110.      743.7       209.        15.                      4091800200049 
      1110.      808.4        26.         7.                      4091800200050 
      1110.      809.8        91.         6.                      4091800200051 
      1110.      949.6        96.         7.                      4091800200052 
      1110.      978.6        84.         8.                      4091800200053 
      1140.      686.8        28.         4.                      4091800200054 
      1140.      743.7       210.        15.                      4091800200055 
      1140.      808.4        31.        10.                      4091800200056 
      1140.      809.8        49.        16.                      4091800200057 
      1140.      949.6       119.         7.                      4091800200058 
      1140.      978.6       138.         7.                      4091800200059 
      1170.      686.8        19.         4.                      4091800200060 
      1170.      743.7       224.        16.                      4091800200061 
      1170.      808.4        28.         7.                      4091800200062 
      1170.      809.8        91.        14.                      4091800200063 
      1170.      949.6       128.         8.                      4091800200064 
      1170.      978.6       149.         9.                      4091800200065 
      1200.      743.7       226.        17.                      4091800200066 
      1200.      808.4        40.         5.                      4091800200067 
      1200.      809.8        98.        12.                      4091800200068 
      1200.      949.6       145.         8.                      4091800200069 
      1200.      978.6       174.         9.                      4091800200070 
      1230.      686.8        33.         6.                      4091800200071 
      1230.      743.7       256.        17.                      4091800200072 
      1230.      808.4        32.         6.                      4091800200073 
      1230.      809.8       110.         7.                      4091800200074 
      1230.      949.6       150.         8.                      4091800200075 
      1230.      978.6       198.         9.                      4091800200076 
      1260.      686.8        24.         4.                      4091800200077 
      1260.      743.7       255.        18.                      4091800200078 
      1260.      808.4        38.        14.                      4091800200079 
      1260.      809.8        84.        15.                      4091800200080 
      1260.      949.6       150.         9.                      4091800200081 
      1260.      978.6       190.        10.                      4091800200082 
      1290.      686.8        30.         6.                      4091800200083 
      1290.      743.7       270.        18.                      4091800200084 
      1290.      808.4        10.         7.                      4091800200085 
      1290.      809.8        82.        14.                      4091800200086 
      1290.      949.6       179.        10.                      4091800200087 
      1290.      978.6       233.        10.                      4091800200088 
      1320.      686.8        31.         7.                      4091800200089 
      1320.      743.7       256.        17.                      4091800200090 
