ENTRY            40670   20180325                             417840670  0    1 
SUBENT        40670001   20180325                             417840670  1    1 
BIB                 13         31                                 40670  1    2 
INSTITUTE  (4RUSFEI)                                              40670  1    3 
REFERENCE  (J,AE,55,31,1983) Data are given. Issue 1.             40670  1    4 
           (J,SJA,55,472,1983) Engl.transl.of J,AE,55,31,1983     40670  1    5 
AUTHOR     (V.M.Kupriyanov,G.N.Smirenkin,B.I.Fursov)              40670  1    6 
TITLE       Fission cross-section of 249Cf with fast neutrons     40670  1    7 
FACILITY   (VDG,4RUSFEI) Electrostatic accelerator                40670  1    8 
INC-SOURCE (P-LI7)                                                40670  1    9 
           (P-T)                                                  40670  1   10 
           (D-D)                                                  40670  1   11 
SAMPLE      Cf-249 layer ~5.5 microgram, 8 mm diameter, Cf-252    40670  1   12 
            content < 3.E-5 %.                                    40670  1   13 
           Pu-239 mass ~175 microgram, 99.891 % isotopic purity   40670  1   14 
DETECTOR   (IOCH) Double ionization chamber, efficiency 98 % for  40670  1   15 
           Pu-239, 97 % for Cf-249                                40670  1   16 
DECAY-DATA (98-CF-249,350.6YR,A)  350.6+-2.1 yr                   40670  1   17 
           (94-PU-239,24119.0YR,A) 24119+-26 yr                   40670  1   18 
STATUS     (APRVD)                                                40670  1   19 
CORRECTION  Correction on neutron background is 2.2 percent for   40670  1   20 
            0.8 MeV and 4. percent for 7.4 MeV                    40670  1   21 
ERR-ANALYS (ERR-S,1.,2.) Statistical error                        40670  1   22 
           (ERR-1,0.1,0.5) Error due to spontaneous fission count 40670  1   23 
           (ERR-2,0.4,1.2) Error due to neutron background count  40670  1   24 
           (ERR-3,0.7,0.9) Error due to corrections               40670  1   25 
           (ERR-4) Calibration error                              40670  1   26 
           (ERR-T) Total error                                    40670  1   27 
HISTORY    (19840203C)                                            40670  1   28 
           (20180325A) M.M. Upper -> lower case correction.       40670  1   29 
           Dates were corrected for 4-digits year.                40670  1   30 
           Ref. SJA,55,472,1983 was added.                        40670  1   31 
           BIB information was added.                             40670  1   32 
           ERR-ANALYS was corrected.                              40670  1   33 
ENDBIB              31          0                                 40670  1   34 
COMMON               1          3                                 40670  1   35 
ERR-4                                                             40670  1   36 
PER-CENT                                                          40670  1   37 
 1.4                                                              40670  1   38 
ENDCOMMON            3          0                                 40670  1   39 
ENDSUBENT           38          0                                 40670  199999 
SUBENT        40670002   20180325                             417840670  2    1 
BIB                  3          4                                 40670  2    2 
REACTION  1((98-CF-249(N,F),,SIG)/(94-PU-239(N,F),,SIG))          40670  2    3 
          2(98-CF-249(N,F),,SIG)                                  40670  2    4 
MONITOR   2(94-PU-239(N,F),,SIG)                                  40670  2    5 
STATUS     (TABLE) Table 1 of SJA,55,472,1983                     40670  2    6 
ENDBIB               4          0                                 40670  2    7 
NOCOMMON             0          0                                 40670  2    8 
DATA                 6         43                                 40670  2    9 
EN         EN-RSL-HW  DATA      1ERR-T     1DATA      2MONIT      40670  2   10 
MEV        KEV        NO-DIM     PER-CENT   B          B          40670  2   11 
 0.13         5.00E+01  1.35      2.7        2.039      1.508     40670  2   12 
 0.22         5.00E+01  1.29      2.8        1.937      1.503     40670  2   13 
 0.32         1.00E+02  1.18      2.7        1.789      1.519     40670  2   14 
 0.40         9.50E+01  1.08      2.6        1.683      1.554     40670  2   15 
 0.50         9.00E+01  1.00      2.6        1.588      1.588     40670  2   16 
 0.60         8.50E+01  0.97      2.7        1.552      1.600     40670  2   17 
 0.70         8.00E+01  0.92      2.7        1.494      1.624     40670  2   18 
 0.80         7.50E+01  0.86      2.6        1.420      1.648     40670  2   19 
 0.90         7.00E+01  0.79      2.7        1.356      1.706     40670  2   20 
 1.00         6.50E+01  0.80      2.6        1.390      1.729     40670  2   21 
 1.15         6.00E+01  0.81      2.7        1.459      1.806     40670  2   22 
 1.30         6.00E+01  0.84      2.7        1.567      1.874     40670  2   23 
 1.45         1.20E+02  0.85      2.6        1.642      1.923     40670  2   24 
 1.60         1.15E+02  0.88      2.6        1.715      1.947     40670  2   25 
 1.80         1.10E+02  0.94      2.5        1.840      1.962     40670  2   26 
 2.00         1.05E+02  0.96      2.6        1.885      1.964     40670  2   27 
 2.20         1.00E+02  0.99      2.6        1.932      1.952     40670  2   28 
 2.40         9.50E+01  0.99      2.6        1.902      1.921     40670  2   29 
 2.60         9.00E+01  1.01      2.6        1.902      1.891     40670  2   30 
 2.80         8.50E+01  1.00      2.6        1.882      1.873     40670  2   31 
 3.00         8.00E+01  1.01      2.9        1.865      1.854     40670  2   32 
 3.20         7.80E+01  1.02      2.9        1.859      1.828     40670  2   33 
 3.40         7.50E+01  1.01      3.1        1.840      1.816     40670  2   34 
 3.60         2.20E+02  1.02      3.4        1.850      1.814     40670  2   35 
 3.80         1.90E+02  1.04      3.0        1.874      1.799     40670  2   36 
 4.00         1.50E+02  1.04      3.2        1.848      1.784     40670  2   37 
 4.20         1.40E+02  1.04      3.1        1.838      1.771     40670  2   38 
 4.40         1.25E+02  1.04      3.1        1.828      1.758     40670  2   39 
 4.60         1.10E+02  1.06      3.1        1.853      1.745     40670  2   40 
 4.80         1.00E+02  1.07      2.8        1.850      1.732     40670  2   41 
 5.00         9.00E+01  1.08      3.0        1.864      1.720     40670  2   42 
 5.20         1.25E+02  1.11      2.6        1.886      1.705     40670  2   43 
 5.40         1.20E+02  1.12      2.6        1.895      1.698     40670  2   44 
 5.60         1.15E+02  1.12      2.6        1.904      1.702     40670  2   45 
 5.80         1.10E+02  1.12      2.6        1.927      1.725     40670  2   46 
 6.00         1.05E+02  1.09      2.6        1.933      1.770     40670  2   47 
 6.20         1.02E+02  1.08      2.6        2.020      1.864     40670  2   48 
 6.40         9.80E+01  1.06      2.8        2.079      1.969     40670  2   49 
 6.60         9.40E+01  1.04      2.7        2.141      2.055     40670  2   50 
 6.80         9.00E+01  1.02      2.8        2.161      2.115     40670  2   51 
