ENTRY            41142   19950422                             00004114200000001 
SUBENT        41142001   19950422                             00004114200100001 
BIB                 12         16                                 4114200100002 
TITLE       GAMMA-TRANSITION INVESTIGATION IN CE-140 INDUCED BY   4114200100003 
            NEUTRONS IN (N,N'GAMMA) REACTION                      4114200100004 
AUTHOR     (L.I.GOVOR,A.M.DEMIDOV,V.A.KURKIN)                     4114200100005 
INSTITUTE  (4RUSKUR)                                              4114200100006 
REFERENCE  (J,YF,56,(12),15,93)    DATA TABLES ARE GIVEN          4114200100007 
           (J,YF,40,(3),561,8409)  EXPERIMENTAL DETAILS           4114200100008 
MONITOR     NO INFORMATION                                        4114200100009 
FACILITY   (REAC)  REACTOR IR-8                                   4114200100010 
DETECTOR   (HPGE)  TWO-CRYSTAL COMPTON POLARIMETER                4114200100011 
SAMPLE      MASS 25 GRAM, CE-140 CONTENT 99.3 PC                  4114200100012 
INC-SPECT   FAST NEUTRON BEAM OF THE THERMAL REACTOR              4114200100013 
            FILTERED WITH 1 MM CADMIUM, 1 CM B4-C, 5 CM U-238     4114200100014 
ERR-ANALYS (DATA-ERR)  ERRORS ARE NOT SPECIFIED                   4114200100015 
STATUS      DATA ARE TAKEN FROM THE REFERENCE                     4114200100016 
HISTORY    (940531C)  + + COMPILED AT THE CENTRE - CJD + +        4114200100017 
           (950422U)  ..  REACTION CODE IN SAN 003 CORRECTED      4114200100018 
ENDBIB              16          0                                 4114200100019 
COMMON               1          3                                 4114200100020 
EN-DUMMY                                                          4114200100021 
EV                                                                4114200100022 
    1.0E+06                                                       4114200100023 
ENDCOMMON            3          0                                 4114200100024 
ENDSUBENT           23          0                                 4114200199999 
SUBENT        41142002   19940615                             00004114200200001 
BIB                  1          3                                 4114200200002 
REACTION   (58-CE-140(N,INL)58-CE-140,,SPC,,REL)  DATA ARE        4114200200003 
              MEASURED RELATIVE TO THE GAMMA-LINE 1596 KEV        4114200200004 
              WHICH IS TAKEN FOR 100                              4114200200005 
ENDBIB               3          0                                 4114200200006 
NOCOMMON             0          0                                 4114200200007 
DATA                 4        212                                 4114200200008 
E          E-ERR      DATA       DATA-ERR                         4114200200009 
KEV        KEV        ARB-UNITS  ARB-UNITS                        4114200200010 
   69.4       0.5        0.                                       4114200200011 
  131.13      0.03       2.66       0.24                          4114200200012 
  165.85      0.13       0.108      0.012                         4114200200013 
  169.13      0.22       0.034      0.009                         4114200200014 
  171.1       0.3        0.029      0.010                         4114200200015 
  177.4       0.3        0.024      0.008                         4114200200016 
  181.4       0.3        0.031      0.009                         4114200200017 
  202.4       0.3        0.029      0.009                         4114200200018 
  241.938     0.008      3.91       0.20                          4114200200019 
  255.19      0.16       0.014      0.006                         4114200200020 
  266.533     0.020      4.28       0.21                          4114200200021 
  278.84      0.13       0.123      0.015                         4114200200022 
  306.862     0.020      2.46       0.12                          4114200200023 
  328.740     0.020      3.21       0.16                          4114200200024 
  397.68      0.07       0.252      0.015                         4114200200025 
  410.59                 0.102      0.011                         4114200200026 
  432.497     0.020      2.58       0.13                          4114200200027 
  487.006     0.020     33.5        1.7                           4114200200028 
  520.964     0.025      0.97       0.05                          4114200200029 
  638.9       0.4        0.049      0.013                         4114200200030 
  651.21      0.19       0.040      0.006                         4114200200031 
  657.5       0.4        0.024      0.008                         4114200200032 
  679.3       0.4        0.030      0.010                         4114200200033 
  699.46      0.13       0.077      0.010                         4114200200034 
  716.4       0.3        0.070      0.012                         4114200200035 
  730.5       0.4        0.033      0.010                         4114200200036 
  734.1       0.3        0.023      0.009                         4114200200037 
  739.94      0.04       0.360      0.021                         4114200200038 
  751.665     0.020      5.4        0.3                           4114200200039 
  754.11      0.16       0.057      0.012                         4114200200040 
  768.6       0.4        0.029      0.009                         4114200200041 
  772.50      0.13       0.189      0.016                         4114200200042 
  774.8       0.3        0.080      0.013                         4114200200043 
  788.3       0.4        0.031      0.009                         4114200200044 
  808.1       0.3        0.072      0.011                         4114200200045 
  815.800     0.020      3.86       0.19                          4114200200046 
  819.53      0.10       0.324      0.021                         4114200200047 
  832.1       0.3        0.36       0.06                          4114200200048 
  855.1       0.4        0.044      0.011                         4114200200049 
  867.874     0.020      6.5        0.3                           4114200200050 
  884.5       0.5        0.041      0.013                         4114200200051 
  886.42      0.22       0.136      0.015                         4114200200052 
  893.7       0.3        0.094      0.012                         4114200200053 
  904.0       0.3        0.038      0.009                         4114200200054 
  917.51      0.19       0.21       0.03                          4114200200055 
  919.502     0.020      2.57       0.13                          4114200200056 
  925.213     0.020      2.59       0.13                          4114200200057 
  938.6       0.4        0.055      0.011                         4114200200058 
  944.0       0.3        0.056      0.010                         4114200200059 
  950.999     0.020      2.21       0.11                          4114200200060 
  968.36      0.22       0.089      0.012                         4114200200061 
  975.9       0.3        0.073      0.011                         4114200200062 
  982.89                 0.404      0.023                         4114200200063 
  985.63      0.22       0.023      0.007                         4114200200064 
  992.68      0.16       0.119      0.013                         4114200200065 
  996.2       0.3        0.037      0.009                         4114200200066 
 1000.1       0.3        0.028      0.010                         4114200200067 
 1004.42      0.22       0.070      0.012                         4114200200068 
 1010.45      0.19       0.166      0.017                         4114200200069 
 1032.57      0.22       0.095      0.012                         4114200200070 
 1045.11      0.07       0.299      0.019                         4114200200071 
 1088.65      0.06       0.76       0.04                          4114200200072 
 1097.27      0.04       0.82       0.04                          4114200200073 
 1105.6       0.3        0.057      0.011                         4114200200074 
 1113.84      0.13       0.207      0.016                         4114200200075 
 1117.1       0.4        0.031      0.009                         4114200200076 
 1121.68      0.22       0.099      0.013                         4114200200077 
 1125.64      0.22       0.097      0.013                         4114200200078 
 1135.24      0.16       0.249      0.021                         4114200200079 
 1172.61      0.13       0.180      0.015                         4114200200080 
 1177.7       0.3        0.125      0.015                         4114200200081 
 1184.7       0.4        0.037      0.011                         4114200200082 
