ENTRY            40946   20240208                             421740946000    1 
SUBENT        40946001   20240208                             421740946001    1 
BIB                  8         14                                 40946001    2 
TITLE       Iridium-191 gamma radiation spectrum in the           40946001    3 
            reaction (n,n'gamma)                                  40946001    4 
AUTHOR     (P.T.Prokof'ev,G.L.Rezvaya,L.I.Simonova)               40946001    5 
REFERENCE  (C,86KHARKO,,135,1986)                                 40946001    6 
INSTITUTE  (4LATIFL)                                              40946001    7 
DETECTOR   (GELI)  110 cm3 volume. Energy resolution 1.96 keV for 40946001    8 
            1332.5 line of 60Co.                                  40946001    9 
MONITOR    (27-CO-60(N,INL)27-CO-60,,SPC)                         40946001   10 
ERR-ANALYS (DATA-ERR)  Error not specified                        40946001   11 
HISTORY    (19880404C)  Compiled at CJD                           40946001   12 
           (19920726U)  REACTION code corrected and incident      40946001   13 
                      neutron spectrum explained                  40946001   14 
           (20240208U) Upper -> lower case correction.            40946001   15 
            Dates were corrected for 4-digits year.               40946001   16 
ENDBIB              14          0                                 40946001   17 
COMMON               2          3                                 40946001   18 
E-NRM      E-RSL                                                  40946001   19 
KEV        KEV                                                    40946001   20 
 1332.5     1.96                                                  40946001   21 
ENDCOMMON            3          0                                 40946001   22 
ENDSUBENT           21          0                                 4094600199999 
SUBENT        40946002   20240208                             421740946002    1 
BIB                  8         13                                 40946002    2 
REACTION   (77-IR-191(N,INL)77-IR-191,,SPC,,FIS/REL)              40946002    3 
            Reference quantity is not explained in the article,   40946002    4 
            "relative units" are mentioned only.                  40946002    5 
FACILITY   (REAC)                                                 40946002    6 
SAMPLE      Sample mass is .943 gram and 1.483 gram, Ir-191       40946002    7 
            content is 84.7 % and 88.8 %, respectively            40946002    8 
COMMENT     Measurement was made at the angle 90 degree           40946002    9 
            relative to the incident neutron beam                 40946002   10 
INC-SPECT   Fast neutrons spectrum of the thermal reactor         40946002   11 
EN-SEC     (E,G)                                                  40946002   12 
STATUS     (TABLE),,P.T.Prokof'ev+,C,86KHARKO,,135,1986)          40946002   13 
HISTORY    (19920726U) 'FIS' added to REACTION SF8. Neutron       40946002   14 
                      spectrum explained                          40946002   15 
ENDBIB              13          0                                 40946002   16 
COMMON               1          3                                 40946002   17 
EN-DUMMY                                                          40946002   18 
MEV                                                               40946002   19 
    1.                                                            40946002   20 
ENDCOMMON            3          0                                 40946002   21 
DATA                 4         43                                 40946002   22 
E          E-ERR      DATA       DATA-ERR                         40946002   23 
KEV        KEV        ARB-UNITS  ARB-UNITS                        40946002   24 
 129.400     .016      1000.       60.                            40946002   25 
 159.47      .02         59.        7.                            40946002   26 
 172.16      .04        135.       27.                            40946002   27 
 179.16      .08         51.       15.                            40946002   28 
 209.06      .09         75.       18.                            40946002   29 
 213.88      .06        310.       40.                            40946002   30 
 219.66      .03        730.       70.                            40946002   31 
 223.41      .06         43.       10.                            40946002   32 
 229.80      .09         40.       10.                            40946002   33 
 231.93      .13         37.       11.                            40946002   34 
 263.22      .06        150.       20.                            40946002   35 
 268.12      .05        291.       26.                            40946002   36 
 269.0       .30         38.       18.                            40946002   37 
 343.51      .06        358.       26.                            40946002   38 
 351.57      .08        262.       26.                            40946002   39 
 360.22      .11         58.       10.                            40946002   40 
 366.76      .10         44.        7.                            40946002   41 
 373.41      .07        220.       15.                            40946002   42 
 375.04      .07        195.       14.                            40946002   43 
 385.54      .08         98.       29.                            40946002   44 
 406.9       .3          23.       11.                            40946002   45 
 409.49      .09        146.       18.                            40946002   46 
 411.48      .25         30.       13.                            40946002   47 
 420.12      .15         49.       11.                            40946002   48 
 456.91      .13         62.       11.                            40946002   49 
 458.79      .13         60.       11.                            40946002   50 
 460.68      .13         44.       10.                            40946002   51 
 489.12      .16         26.        8.                            40946002   52 
 521.90      .17         28.       10.                            40946002   53 
 534.88      .13         74.       12.                            40946002   54 
 539.05      .11        172.       14.                            40946002   55 
 556.01      .24         55.       19.                            40946002   56 
 557.10      .13        130.       25.                            40946002   57 
 586.5       .3          15.        5.                            40946002   58 
 588.21      .13        145.       16.                            40946002   59 
 686.40      .14         92.       15.                            40946002   60 
 695.98      .15         66.       15.                            40946002   61 
 744.00      .23         26.        9.                            40946002   62 
 747.61      .16         61.       21.                            40946002   63 
 887.22      .18         44.        7.                            40946002   64 
 936.04      .18         51.       10.                            40946002   65 
 946.5       .4          27.       15.                            40946002   66 
1162.3       .3          42.        9.                            40946002   67 
ENDDATA             45          0                                 40946002   68 
ENDSUBENT           67          0                                 4094600299999 
ENDENTRY             2          0                                 4094699999999 
