ENTRY            41133   20150930                             417141133  0    1 
SUBENT        41133001   20150930                             417141133  1    1 
BIB                 11         22                                 41133  1    2 
INSTITUTE  (4RUSKUR)  Demidov, Kurkin, Mikhaylov                  41133  1    3 
           (3LIBTAJ)  Al-Khamidi, Dyufani, Elarash, Zleetni,      41133  1    4 
                      Rateb, Sergiva, Shermit,                    41133  1    5 
            Nuclear Research Centre 'Tazhura', Tripoli            41133  1    6 
REFERENCE  (J,YF,55,(4),890,1992)   Data tables are given         41133  1    7 
           (J,SNP,55,496,1992) Engl.transl.of YF,55,(4),890,1992  41133  1    8 
AUTHOR     (M.M.Alhamidi,A.M.Demidov,M.M.Dufani,M.S.Elahrash,     41133  1    9 
           V.A.Kurkin,I.V.Mikhailov,D.M.Rateb,S.M.Sergiwa,        41133  1   10 
           A.M.Shermit,S.M.Zleetni)                               41133  1   11 
TITLE       Investigation of Ce-142 in the Reaction (N,N'GAMMA)   41133  1   12 
FACILITY   (REAC,4RUSKUR)  Reactor IR-8                           41133  1   13 
INC-SOURCE (REAC)          Reactor IR-8                           41133  1   14 
INC-SPECT   Fast neutron spectrum of the thermal reactor          41133  1   15 
SAMPLE      Cerium oxide Ce-O2, mass 25 gram,                     41133  1   16 
            Ce-142 content is 94.2 % .                            41133  1   17 
MONITOR      No information                                       41133  1   18 
ERR-ANALYS (DATA-ERR)    Not specified                            41133  1   19 
HISTORY    (19930731C)  + + Compiled at the Centre - CJD + +      41133  1   20 
           (20010311A) Date is Corrected                          41133  1   21 
           (20010620A) Corrected at CJD                           41133  1   22 
           (20010620U) Last checking has been done.               41133  1   23 
           (20150930A) M.M. Ref.of Engl.translation was added.    41133  1   24 
ENDBIB              22          0                                 41133  1   25 
COMMON               1          3                                 41133  1   26 
EN-DUMMY                                                          41133  1   27 
MEV                                                               41133  1   28 
         1.                                                       41133  1   29 
ENDCOMMON            3          0                                 41133  1   30 
ENDSUBENT           29          0                                 41133  199999 
SUBENT        41133002   20150930                             417141133  2    1 
BIB                  4          6                                 41133  2    2 
REACTION   ((58-CE-142(N,INL)58-CE-142,,SPC,,FIS)//               41133  2    3 
           (58-CE-142(N,INL)58-CE-142,,SPC,,FIS)) Relative        41133  2    4 
              to the intensity of 641.29 keV line                 41133  2    5 
ERR-ANALYS (E-NM-ERR)  Error of the nominator gamma energy        41133  2    6 
STATUS     (TABLE) Table 1 of YF,55,(4),890,1992                  41133  2    7 
HISTORY    (20010620A)   Data are given as explicit ratio         41133  2    8 
ENDBIB               6          0                                 41133  2    9 
COMMON               2          3                                 41133  2   10 
E-DN       E-DN-ERR                                               41133  2   11 
KEV        KEV                                                    41133  2   12 
     641.29      0.02                                             41133  2   13 
ENDCOMMON            3          0                                 41133  2   14 
DATA                 4        277                                 41133  2   15 
E-NM       E-NM-ERR   DATA       DATA-ERR                         41133  2   16 
KEV        KEV        NO-DIM     NO-DIM                           41133  2   17 
     145.63       0.18    0.054-2    0.005-2                      41133  2   18 
      186.3       0.06    0.049-2    0.005-2                      41133  2   19 
      202.5       0.02    0.025-2    0.004-2                      41133  2   20 
      272.4       0.06    0.010-2    0.003-2                      41133  2   21 
      278.8       0.06    0.010-2    0.003-2                      41133  2   22 
      298.1        0.5     0.06-2     0.02-2                      41133  2   23 
      331.3        0.3    0.041-2    0.006-2                      41133  2   24 
     351.17               0.039-2    0.005-2                      41133  2   25 
     358.72       0.13    0.070-2    0.005-2                      41133  2   26 
     381.91       0.09    0.091-2    0.005-2                      41133  2   27 
     394.02       0.13    0.074-2    0.004-2                      41133  2   28 
     433.31       0.02     0.63-2     0.02-2                      41133  2   29 
     467.55       0.02     0.67-2     0.02-2                      41133  2   30 
     523.55       0.02     3.44-2     0.07-2                      41133  2   31 
     532.07       0.06    0.167-2    0.005-2                      41133  2   32 
      545.8        0.4    0.018-2    0.003-2                      41133  2   33 
     558.23       0.18    0.047-2    0.003-2                      41133  2   34 
     570.24       0.02     0.07-2     0.02-2                      41133  2   35 
     578.11       0.02     22.3-2      0.4-2                      41133  2   36 
      586.3       0.23    0.038-2    0.003-2                      41133  2   37 
     641.29       0.02         1.                                 41133  2   38 
      645.5       0.03    0.089-2    0.004-2                      41133  2   39 
     671.24       0.15    0.033-2    0.003-2                      41133  2   40 
     677.88       0.18    0.030-2    0.003-2                      41133  2   41 
      701.4        0.6    0.020-2    0.005-2                      41133  2   42 
      711.9       0.18    0.030-2    0.004-2                      41133  2   43 
      731.2       0.03    0.588-2    0.012-2                      41133  2   44 
     739.78       0.07    0.125-2    0.005-2                      41133  2   45 
      756.5        0.3    0.012-2    0.002-2                      41133  2   46 
     777.26       0.06    0.077-2    0.003-2                      41133  2   47 
     793.35       0.03    0.080-2    0.004-2                      41133  2   48 
     797.22       0.15    0.045-2    0.004-2                      41133  2   49 
     824.56       0.08    0.132-2    0.005-2                      41133  2   50 
      826.9        0.3    0.041-2    0.004-2                      41133  2   51 
     831.85       0.06    0.145-2    0.004-2                      41133  2   52 
      837.5        0.3    0.022-2    0.003-2                      41133  2   53 
     850.88       0.05    0.109-2    0.004-2                      41133  2   54 
     861.77       0.11    0.055-2    0.003-2                      41133  2   55 
      864.1        0.4    0.010-2    0.002-2                      41133  2   56 
     881.48       0.11    0.088-2    0.004-2                      41133  2   57 
      892.4       0.02     2.20-2     0.04-2                      41133  2   58 
     894.93       0.02      9.8-2      0.2-2                      41133  2   59 
      905.4       0.02     0.95-2     0.02-2                      41133  2   60 
     914.41       0.15    0.042-2    0.003-2                      41133  2   61 
