ENTRY            41041   20160615                             417441041  0    1 
SUBENT        41041001   20160615                             417441041  1    1 
BIB                 13         33                                 41041  1    2 
AUTHOR     (D.L.Shpak)                                            41041  1    3 
TITLE       Angular anisotropy of fragments from fission of 238U  41041  1    4 
            by 0.85 - 6.28 MeV neutrons                           41041  1    5 
INSTITUTE  (4RUSFEI)                                              41041  1    6 
REFERENCE  (J,YF,50,(4),922,1989)                                 41041  1    7 
           (J,SNP,50,574,1989) Engl.translation of YF,50,(4),922. 41041  1    8 
           (J,YF,33,(3),860,1981)                                 41041  1    9 
            Prelim.publication of part of data                    41041  1   10 
           (J,SNP,33,449,1981) Engl.translation of YF,33,860      41041  1   11 
REL-REF    (M,,A.S.Soldatov+,J,PTE,,(5),226,1968)                 41041  1   12 
              (M,,A.S.Soldatov+,J,IET) Engl.transl.               41041  1   13 
           (M,,I.E.Bocharova+,J,ZET,49,476,1965)                  41041  1   14 
           (M,,I.E.Bocharova+,J,JET,22,335,1966) Engl.transl.     41041  1   15 
            Details of method.                                    41041  1   16 
FACILITY   (VDG,4RUSFEI) Electrostatic accelerator                41041  1   17 
DETECTOR   (GLASD) Glass cylindrical detectors                    41041  1   18 
MONITOR    (92-U-235(N,F),,SIG)                                   41041  1   19 
INC-SOURCE (P-T,D-D) Monochromatic neutrons.                      41041  1   20 
SAMPLE      Oxide layers of thickness ~0.8 mg/cm2 on Al backing of41041  1   21 
             8x9 mm size. Isotope content ~ 99.9%.                41041  1   22 
                      Inhomogenity  of layers ~ 5%.               41041  1   23 
CORRECTION Corrections were made on the neutron flux inhomogenity,41041  1   24 
           sample inhomogenity, scattered neutrons background,    41041  1   25 
            epicadmium neutrons background.                       41041  1   26 
METHOD      Data were obtained for ten values of angles:          41041  1   27 
           4.5, 11.5, 20.5, 30., 40., 50., 60., 70., 80., 88. deg 41041  1   28 
           and 96 values of neutron energy.                       41041  1   29 
HISTORY    (19910425C) + + Compiled at the centre - CJD + +       41041  1   30 
           (19930118U) Reaction code in SAN 002 corrected         41041  1   31 
           (20160615A) M.M. Ref.J,SNP,50,574,1989 was added.      41041  1   32 
           Article was checked, BIB information was updated       41041  1   33 
            Digitized data were added.                            41041  1   34 
            RSD was added in reaction.                            41041  1   35 
ENDBIB              33          0                                 41041  1   36 
NOCOMMON             0          0                                 41041  1   37 
ENDSUBENT           36          0                                 41041  199999 
SUBENT        41041002   20160615                             417441041  2    1 
BIB                  4          6                                 41041  2    2 
REACTION   (92-U-238(N,F),,DA,FF,RSD)                             41041  2    3 
            W(0deg)/W(90deg)                                      41041  2    4 
ERR-ANALYS (DATA-ERR)  Includes statistical and                   41041  2    5 
           (ERR-1) error of scanning of glass plates.             41041  2    6 
STATUS     (TABLE) Table 1 .                                      41041  2    7 
HISTORY    (19930118U)  'FF' added in REACTION SF7                41041  2    8 
ENDBIB               6          0                                 41041  2    9 
COMMON               2          3                                 41041  2   10 
ANG        ERR-1                                                  41041  2   11 
ADEG       PER-CENT                                               41041  2   12 
  0.        0.4                                                   41041  2   13 
ENDCOMMON            3          0                                 41041  2   14 
DATA                 4         96                                 41041  2   15 
EN         EN-ERR     DATA       DATA-ERR                         41041  2   16 
MEV        MEV        NO-DIM     NO-DIM                           41041  2   17 
  0.850      0.020       1.175      0.043                         41041  2   18 
  0.900      0.020       1.236      0.059                         41041  2   19 
  0.950      0.020       1.656      0.042                         41041  2   20 
  1.000      0.020       1.557      0.035                         41041  2   21 
  1.050      0.020       1.486      0.042                         41041  2   22 
  1.100      0.020       1.416      0.033                         41041  2   23 
  1.150      0.020       1.336      0.036                         41041  2   24 
  1.200      0.020       1.531      0.035                         41041  2   25 
  1.250      0.020       1.609      0.032                         41041  2   26 
  1.280      0.025       1.549      0.044                         41041  2   27 
  1.300      0.025       1.440      0.030                         41041  2   28 
  1.310      0.025       1.383      0.042                         41041  2   29 
  1.350      0.025       1.351      0.027                         41041  2   30 
  1.370      0.025       1.466      0.034                         41041  2   31 
  1.400      0.025       1.476      0.046                         41041  2   32 
  1.440      0.025       1.562      0.021                         41041  2   33 
  1.460      0.025       1.559      0.027                         41041  2   34 
  1.500      0.025       1.541      0.024                         41041  2   35 
  1.550      0.025       1.573      0.021                         41041  2   36 
  1.560      0.025       1.629      0.022                         41041  2   37 
  1.610      0.025       1.579      0.021                         41041  2   38 
  1.630      0.025       1.368      0.022                         41041  2   39 
  1.660      0.025       1.416      0.020                         41041  2   40 
  1.710      0.025       1.356      0.020                         41041  2   41 
  1.725      0.025       1.321      0.022                         41041  2   42 
  1.750      0.025       1.274      0.018                         41041  2   43 
  1.760      0.025       1.223      0.028                         41041  2   44 
  1.775      0.025       1.258      0.019                         41041  2   45 
  1.800      0.025       1.259      0.019                         41041  2   46 
  1.825      0.025       1.230      0.021                         41041  2   47 
  1.850      0.025       1.223      0.019                         41041  2   48 
  1.900      0.025       1.237      0.018                         41041  2   49 
  1.950      0.025       1.274      0.019                         41041  2   50 
  1.960      0.025       1.250      0.016                         41041  2   51 
  2.000      0.025       1.281      0.018                         41041  2   52 
  2.050      0.025       1.308      0.020                         41041  2   53 
  2.100      0.025       1.267      0.021                         41041  2   54 
  2.120      0.025       1.294      0.016                         41041  2   55 
  2.140      0.025       1.283      0.016                         41041  2   56 
  2.180      0.025       1.279      0.019                         41041  2   57 
  2.190      0.025       1.288      0.019                         41041  2   58 
  2.220      0.025       1.310      0.019                         41041  2   59 
  2.240      0.025       1.298      0.018                         41041  2   60 
  2.280      0.025       1.307      0.018                         41041  2   61 
  2.300      0.025       1.317      0.019                         41041  2   62 
  2.340      0.025       1.306      0.018                         41041  2   63 
  2.440      0.025       1.338      0.019                         41041  2   64 
  2.450      0.025       1.340      0.028                         41041  2   65 
  2.540      0.025       1.375      0.023                         41041  2   66 
  2.600      0.025       1.321      0.017                         41041  2   67 
  2.650      0.025       1.344      0.019                         41041  2   68 
  2.730      0.025       1.294      0.019                         41041  2   69 
  2.750      0.025       1.317      0.018                         41041  2   70 
  2.830      0.025       1.297      0.018                         41041  2   71 
  2.910      0.025       1.279      0.016                         41041  2   72 
  2.930      0.025       1.283      0.018                         41041  2   73 
  2.990      0.025       1.308      0.018                         41041  2   74 
  3.030      0.025       1.293      0.018                         41041  2   75 
