ENTRY            41079   20240906                             421941079000    1 
SUBENT        41079001   20240906                             421941079001    1 
BIB                  9         27                                 41079001    2 
TITLE       Energy dependence of yields and kinetic energies of   41079001    3 
            235U fission fragments                                41079001    4 
AUTHOR     (P.P.D'yachenko,B.D.Kuz'minov,L.S.Kutsaeva,            41079001    5 
           V.M.Piksaikin)                                         41079001    6 
REFERENCE  (J,SNP,14,629,1972) English translation                41079001    7 
           (J,YF,14,1129,1971) In Russian.                        41079001    8 
INSTITUTE  (4RUSFEI)                                              41079001    9 
METHOD      Measurement at fast and thermal neutron beams.        41079001   10 
            Method is almost the same as in Entry 40235, see      41079001   11 
           REL-REFvof P/P.D'yachenko+;                            41079001   12 
           but measurement-computer-center was used instead of    41079001   13 
           16000-channel analyzer ( as in 40235).                 41079001   14 
ERR-ANALYS (DATA-ERR) Errors are not specified                    41079001   15 
COMMENT    Of the author V.M.Piksaikin:                           41079001   16 
           Yields before prompt neutron emission were measured.   41079001   17 
REL-REF    (N,,T.R.England+,R,ENDF-349,1994) = LA-UR-94-3106 .    41079001   18 
            https://nds.iaea.org/endf349/                         41079001   19 
           (M,40235001,P.P.D'yachenko+,J,SNP,8,165,1969)          41079001   20 
HISTORY    (19911116T) Converted from RIDER ENTRY 90462           41079001   21 
           (20020729A) Date is corrected.                         41079001   22 
            'MONITOR' keyword was deleted.                        41079001   23 
           (20240906A) Comment of the author V.M.Piksaikin was    41079001   24 
           added.                                                 41079001   25 
            Subents 002, 003 were deleted - data were not measured41079001   26 
            by authors, were derived by B.F.Rider and T.R.England,41079001   27 
            see REL-REF of T.R.England+.                          41079001   28 
            Subent 004 was added (measured data, digitized Fig.3).41079001   29 
ENDBIB              27          0                                 41079001   30 
NOCOMMON             0          0                                 41079001   31 
ENDSUBENT           30          0                                 4107900199999 
NOSUBENT      41079002   20240906                             421941079002    1 
NOSUBENT      41079003   20240906                             421941079003    1 
SUBENT        41079004   20240906                             421941079004    1 
BIB                  6         24                                 41079004    2 
REACTION   (92-U-235(N,F)50-SN-118,PRE,FY,,AV/MSC)                41079004    3 
            Yields average in mass region MASS-MIN - MASS-MAX,    41079004    4 
            derived from several experiments of the same authors. 41079004    5 
FLAG       (1.) this experiment ( open circles )                  41079004    6 
           (2.) this experiment ( open triangles )                41079004    7 
           (3.) derived from experiment published in              41079004    8 
           P.P.Dyachenko+,J,PL/B,31,122,1970 (crosses).           41079004    9 
           (4.) derived from previous measurement described in    41079004   10 
            Entry 40235 ( black circles)                          41079004   11 
ERR-ANALYS  Quantization errors (one pixel):                      41079004   12 
            axis X - 0.0040 MeV,                                  41079004   13 
            axis Y - 0.0022 pc/fis for mass 118-121,              41079004   14 
                   - 0.0007 pc/fis for mass 137-141.              41079004   15 
COMMENT    Of compiler M.M.                                       41079004   16 
           - Data point 0.0285 pc/fis at 137-141 mass,            41079004   17 
           EN=1.6904 MeV is on Fig.3 without error bars,          41079004   18 
           so DATA-ERR is not given for this point in DATA block. 41079004   19 
           - Data point 0.0117+-0.0048 pc/fis at 137-141,         41079004   20 
           EN=0.2781 MeV is presented on Fig.3 as two overlapping 41079004   21 
           black circles, it was digitized as one point. Probably 41079004   22 
           one of circle is the cross if take into account upper  41079004   23 
           part of Fig.3. at this EN region.                      41079004   24 
STATUS     (CURVE,,P.P.D'yachenko+,J,SNP,14,629,1972)             41079004   25 
HISTORY    (20240906C) Subent was added.                          41079004   26 
ENDBIB              24          0                                 41079004   27 
COMMON               2          3                                 41079004   28 
EN-ERR-DIG ERR-DIG                                                41079004   29 
MEV        PC/FIS                                                 41079004   30 
0.0061       0.0028                                               41079004   31 
ENDCOMMON            3          0                                 41079004   32 
DATA                 6         77                                 41079004   33 
EN         MASS-MIN   MASS-MAX   DATA       DATA-ERR   FLAG       41079004   34 
MEV        NO-DIM     NO-DIM     PC/FIS     PC/FIS     NO-DIM     41079004   35 
 0.1151     137.       141.       0.0069     0.0039     3.        41079004   36 
 0.1154     118.       121.       6.3583     0.0491     3.        41079004   37 
 0.1876     137.       141.       0.0104     0.0052     3.        41079004   38 
 0.2061     118.       121.       6.3984     0.0491     3.        41079004   39 
 0.2781     137.       141.       0.0117     0.0048     4.        41079004   40 
 0.2965     118.       121.       6.3715     0.0491     4.        41079004   41 
 0.3146     118.       121.       6.3804     0.0491     3.        41079004   42 
 0.3958     137.       141.       0.0129     0.0052     3.        41079004   43 
 0.4144     118.       121.       6.4249     0.0491     3.        41079004   44 
 0.5044     137.       141.       0.0155     0.0043     3.        41079004   45 
 0.5221     118.       121.       6.2328     0.0536     3.        41079004   46 
 0.5949     137.       141.       0.0116     0.0048     3.        41079004   47 
 0.6130     118.       121.       6.3220     0.0536     1.        41079004   48 
 0.6131     137.       141.       0.0151     0.0056     1.        41079004   49 
 0.6133     118.       121.       6.3666     0.0535     3.        41079004   50 
 0.7036     137.       141.       0.0173     0.0043     1.        41079004   51 
 0.7128     118.       121.       6.3710     0.0580     1.        41079004   52 
 0.7397     137.       141.       0.0121     0.0043     4.        41079004   53 
 0.7493     118.       121.       6.4290     0.0536     4.        41079004   54 
 0.8031     137.       141.       0.0138     0.0048     1.        41079004   55 
 0.8119     118.       121.       6.2682     0.0536     1.        41079004   56 
 0.9028     137.       141.       0.0220     0.0052     1.        41079004   57 
 0.9210     118.       121.       6.3573     0.0580     1.        41079004   58 
 0.9752     137.       141.       0.0177     0.0074     2.        41079004   59 
 1.0120     118.       121.       6.4688     0.0625     2.        41079004   60 
 1.0837     137.       141.       0.0155     0.0056     4.        41079004   61 
 1.1109     137.       141.       0.0185     0.0052     1.        41079004   62 
 1.1203     118.       121.       6.3928     0.0402     1.        41079004   63 
 1.1204     118.       121.       6.4240     0.0446     4.        41079004   64 
 1.2105     137.       141.       0.0151     0.0056     1.        41079004   65 
 1.2289     118.       121.       6.4016     0.0536     1.        41079004   66 
 1.3192     118.       121.       6.3613     0.0536     1.        41079004   67 
 1.3192     137.       141.       0.0211     0.0061     1.        41079004   68 
 1.3373     137.       141.       0.0250     0.0061     4.        41079004   69 
 1.3467     118.       121.       6.4282     0.0580     4.        41079004   70 
 1.4185     118.       121.       6.2987     0.0669     2.        41079004   71 
 1.4188     137.       141.       0.0250     0.0069     2.        41079004   72 
 1.5093     137.       141.       0.0259     0.0056     2.        41079004   73 
 1.5095     137.       141.       0.0350     0.0061     1.        41079004   74 
 1.5180     118.       121.       6.2852     0.0714     2.        41079004   75 
 1.5263     118.       121.       6.1334     0.0625     1.        41079004   76 
 1.5819     137.       141.       0.0332     0.0086     2.        41079004   77 
 1.5820     137.       141.       0.0401     0.0091     2.        41079004   78 
 1.6086     118.       121.       6.2985     0.0714     2.        41079004   79 
 1.6174     118.       121.       6.2493     0.0714     2.        41079004   80 
 1.6904     137.       141.       0.0285                2.        41079004   81 
 1.6905     137.       141.       0.0319     0.0061     4.        41079004   82 
 1.6991     118.       121.       6.2939     0.0625     4.        41079004   83 
 1.7266     118.       121.       6.3697     0.0625     2.        41079004   84 
 1.7629     137.       141.       0.0354     0.0061     2.        41079004   85 
 1.7805     118.       121.       6.2849     0.0625     2.        41079004   86 
 1.8080     137.       141.       0.0233     0.0074     2.        41079004   87 
 1.8351     118.       121.       6.3473     0.0714     2.        41079004   88 
 1.8622     137.       141.       0.0198     0.0074     2.        41079004   89 
 1.9158     118.       121.       6.1865     0.0759     2.        41079004   90 
 1.9437     137.       141.       0.0172     0.0078     2.        41079004   91 
 1.9710     118.       121.       6.3739     0.0580     2.        41079004   92 
 2.0162     137.       141.       0.0271     0.0065     2.        41079004   93 
