ENTRY            41449   20141020                             41654144900000001 
SUBENT        41449001   20141020                             41654144900100001 
BIB                 13         31                                 4144900100002 
TITLE       Gamma-lines from 183-W(n,gamma)184-W reaction         4144900100003 
AUTHOR     (Yu.E.Loginov,S.E.Malyutenkova)                        4144900100004 
INSTITUTE  (4RUSLIN)                                              4144900100005 
REFERENCE  (J,IZV,68,(8),1145,2004)                               4144900100006 
           (J,BAS,68,1292,2004)                                   4144900100007 
            Engl.translation of J,IZV,68,(8),1145,2004 .          4144900100008 
FACILITY   (REAC,4RUSLIN) WWR-M reactor                           4144900100009 
SAMPLE     - Metallic powder of 50 mg mass, enriched in W-183 to  4144900100010 
            about 80 %.                                           4144900100011 
            Sample in quartz ampule.                              4144900100012 
           - Mixed target ( Al92)O(3) and H(2)WO(4), natural      4144900100013 
           isotopic composition ) was measured to determine       4144900100014 
           absolute gamma-line intensities.                       4144900100015 
DETECTOR   (HPGE) HPGe-detector of 25 cm3 volume.                 4144900100016 
            Dependence of gamma-quantum detection efficiency on   4144900100017 
           energy was calibrated by Eu-152 decay gamma-spectra and4144900100018 
           by N-14(n,g)N-15 Al-27(n,g)Al-28 reactions             4144900100019 
           gamma-spectra.                                         4144900100020 
METHOD     (GSPEC)                                                4144900100021 
INC-SOURCE (REAC)                                                 4144900100022 
INC-SPECT   Intensity of thermal neutrons was 2.E+7 N/(SEC*CM2)   4144900100023 
CORRECTION  Gamma spectra from natural tungsten ( H(2)WO(4) )     4144900100024 
           were measured to take into account contribution from   4144900100025 
           other tungsten isotopes.                               4144900100026 
           Scattered neutron background was measured by empty     4144900100027 
           quartz ampoule as target.                              4144900100028 
ERR-ANALYS (DATA-ERR) Errors  not specified                       4144900100029 
HISTORY    (20050829C)  Compiled at CJD                           4144900100030 
           (20050830U) Last checking has been done.               4144900100031 
           (20141020A) Engl.translation ref. was added.           4144900100032 
           Article was checked , BIB information was updated.     4144900100033 
ENDBIB              31          0                                 4144900100034 
COMMON               1          3                                 4144900100035 
EN-DUMMY                                                          4144900100036 
EV                                                                4144900100037 
   2.53E-02                                                       4144900100038 
ENDCOMMON            3          0                                 4144900100039 
ENDSUBENT           38          0                                 4144900199999 
SUBENT        41449002   20141020                             41654144900200001 
BIB                  5         10                                 4144900200002 
REACTION   ((74-W-183(N,G)74-W-184,,SPC,,SPA)//                   4144900200003 
           (74-W-183(N,G)74-W-184,,SPC,,SPA)) Relative to         4144900200004 
             7411.44 gamma-line taken for 100.                    4144900200005 
            DATA and DATA-ERR were divided by 100 by compiler.    4144900200006 
EN-SEC     (E-NM,G)                                               4144900200007 
           (E-DN,G)                                               4144900200008 
FLAG       (1.) Doublet                                           4144900200009 
           (2.) Triplet                                           4144900200010 
STATUS     (TABLE)  Table 1 of J,IZV,68,(8),1145,2004             4144900200011 
HISTORY    (20141020A) DATA and DATA-ERR were divided by 100.     4144900200012 
ENDBIB              10          0                                 4144900200013 
COMMON               1          3                                 4144900200014 
E-DN                                                              4144900200015 
KEV                                                               4144900200016 
  7411.44                                                         4144900200017 
ENDCOMMON            3          0                                 4144900200018 
DATA                 5        359                                 4144900200019 
E-NM       E-ERR      DATA       DATA-ERR   FLAG                  4144900200020 
KEV        KEV        NO-DIM     NO-DIM     NO-DIM                4144900200021 
 111.194    0.007      209.  E-02 33.   E-02                      4144900200022 
 118.42     0.26         1.1 E-02  0.5  E-02                      4144900200023 
 124.047    0.035        7.  E-02  1.   E-02                      4144900200024 
 130.24     0.19         0.8 E-02  0.3  E-02                      4144900200025 
 134.26     0.07         3.8 E-02  0.4  E-02                      4144900200026 
 195.28     0.20         2.1 E-02  1.   E-02                      4144900200027 
 203.38     0.13         4.  E-02  1.   E-02                      4144900200028 
 215.32     0.02        19.  E-02  1.   E-02                      4144900200029 
 226.742    0.012      128.  E-02  4.   E-02                      4144900200030 
 252.842    0.011      139.  E-02  8.   E-02                      4144900200031 
 294.945    0.024       20.  E-02  1.   E-02                      4144900200032 
 315.38     0.15         3.  E-02  1.   E-02                      4144900200033 
 318.015    0.017       39.  E-02  2.   E-02                      4144900200034 
 339.62     0.06         8.  E-02  1.   E-02                      4144900200035 
 364.4      0.1          3.  E-02  1.   E-02                      4144900200036 
 418.87     0.04        17.  E-02  1.   E-02                      4144900200037 
 421.2      0.2          2.  E-02  1.   E-02                      4144900200038 
 424.5      0.2          3.  E-02  1.   E-02                      4144900200039 
 462.0      0.2          3.  E-02  1.   E-02                      4144900200040 
 464.9      0.1          3.  E-02  1.   E-02                      4144900200041 
 498.5      0.3          2.  E-02  1.   E-02                      4144900200042 
 539.1      0.2          4.  E-02  1.   E-02                      4144900200043 
 554.8      0.2          3.  E-02  1.   E-02                      4144900200044 
 572.1      0.3          3.  E-02  1.   E-02                      4144900200045 
 580.1      0.2          4.  E-02  1.   E-02                      4144900200046 
 584.0      0.2          3.  E-02  1.   E-02                      4144900200047 
 586.1      0.3          4.  E-02  1.   E-02                      4144900200048 
 592.9      0.2          4.  E-02  1.   E-02                      4144900200049 
 603.1      0.2          6.  E-02  1.   E-02                      4144900200050 
 607.73     0.04        22.  E-02  1.   E-02                      4144900200051 
 636.1      0.1          6.  E-02  1.   E-02                      4144900200052 
 641.95     0.05        18.  E-02  1.   E-02                      4144900200053 
 646.5      0.1          5.  E-02  1.   E-02                      4144900200054 
 655.5      0.3          6.  E-02  1.   E-02                      4144900200055 
 676.1      0.3          3.  E-02  1.   E-02                      4144900200056 
 678.37     0.08        10.  E-02  1.   E-02                      4144900200057 
 683.9      0.4          3.  E-02  1.   E-02                      4144900200058 
 700.8      0.3          3.  E-02  1.   E-02                      4144900200059 
 708.3      0.2          3.  E-02  1.   E-02                      4144900200060 
 710.25     0.05        19.  E-02  1.   E-02                      4144900200061 
 711.76     0.05        18.  E-02  1.   E-02                      4144900200062 
 720.2      0.2          3.  E-02  1.   E-02                      4144900200063 
 724.41     0.04        35.  E-02  2.   E-02                      4144900200064 
 743.25     0.07        11.  E-02  2.   E-02                      4144900200065 
 751.5      0.4          6.  E-02  2.   E-02                      4144900200066 
 752.5      0.2         11.  E-02  2.   E-02                      4144900200067 
 757.38     0.03        48.  E-02  2.   E-02                      4144900200068 
 763.17     0.06        16.  E-02  1.   E-02                      4144900200069 
 768.1      0.3          5.  E-02  2.   E-02                      4144900200070 
 769.60     0.06        17.  E-02  2.   E-02                      4144900200071 
 777.3      0.2          5.  E-02  1.   E-02                      4144900200072 
 792.079    0.014      223.  E-02  4.   E-02                      4144900200073 
 798.1      0.3          3.  E-02  1.   E-02                      4144900200074 
 802.9      0.1          3.  E-02  1.   E-02                      4144900200075 
 810.4      0.2          8.  E-02  1.   E-02                      4144900200076 
 814.6      0.4          3.  E-02  1.   E-02                      4144900200077 
 817.5      0.3          6.  E-02  1.   E-02                      4144900200078 
