ENTRY            41290   20191109                             418441290  0    1 
SUBENT        41290001   20191109                             418441290  1    1 
BIB                 11         28                                 41290  1    2 
TITLE       Investigation of resonance structure and              41290  1    3 
            temperature dependence of Pu-239 neutron              41290  1    4 
            cross-sections                                        41290  1    5 
AUTHOR     (Yu.V.Grigoriev,V.V.Sinitsa,N.A.Gundorin)              41290  1    6 
INSTITUTE  (4RUSFEI) Grigoriev, Sinitsa                           41290  1    7 
           (4ZZZDUB) Gundorin                                     41290  1    8 
REFERENCE  (J,YK,,(1-2),3,1997)  Main reference,data are given    41290  1    9 
           (T,GRIGORIEV,2005) Dissertation of Yu.Grigoriev.       41290  1   10 
FACILITY   (REAC,4ZZZDUB)  Fast pulse reactor IBR-30.             41290  1   11 
              Average thermal power 10 kWt, pulse frequency       41290  1   12 
              100 Hertz, pulse duration 4 microsec                41290  1   13 
METHOD     (TOF) Flight bases 60 m, 123 m, 1006 m                 41290  1   14 
PART-DET   (FF,N)                                                 41290  1   15 
DETECTOR   (FISCH)  For fission-fragments                         41290  1   16 
           (HE3SP)  For neutrons                                  41290  1   17 
           (BF3)    For neutrons                                  41290  1   18 
SAMPLE     .Metallic disks 47 mm diameter, 2.3 mm thickness       41290  1   19 
            placed in stainless-steel package 0.3 mm thickness    41290  1   20 
CORRECTION  Corrections were made for admixtures in samples and   41290  1   21 
            neutron background                                    41290  1   22 
HISTORY    (19980917C)  + + Compiled at the Centre - CJD + +      41290  1   23 
           (19990819A)  . . Dates corrected. New codes introduced 41290  1   24 
                          . New subents added                     41290  1   25 
           (20011224U) Last checking has been done.               41290  1   26 
           (20110506A) Reference T,GRIGORIEV was added.           41290  1   27 
            BIB information was added.                            41290  1   28 
            Subents 005-007 were added.                           41290  1   29 
           (20191109U) Ref. YK was corrected                      41290  1   30 
ENDBIB              28          0                                 41290  1   31 
NOCOMMON             0          0                                 41290  1   32 
ENDSUBENT           31          0                                 41290  199999 
SUBENT        41290002   20191109                             418441290  2    1 
BIB                  7         28                                 41290  2    2 
REACTION   (94-PU-239(N,TOT),,TRN,,AV)                            41290  2    3 
DETECTOR   (PROPC) Proportional gas counter - argon (1 atm), He-3 41290  2    4 
                   (3.12 Torr), C-O2 (8 Torr)                     41290  2    5 
MONITOR    .Absolute measurements                                 41290  2    6 
ERR-ANALYS (DATA-ERR,1.,30.) Total error, mainly due to           41290  2    7 
           statistics and background.                             41290  2    8 
           For high values of transmission errors are in the range41290  2    9 
                      1-2 %, for low transmissions 5-30 %.        41290  2   10 
STATUS     (TABLE) Table 1 of J,YK,,(1-2),3,1997.                 41290  2   11 
           (SPSDD,41290005) Superseded by newer data of           41290  2   12 
                            T,GRIGORIEV,2005.                     41290  2   13 
CRITIQUE   Of compiler M.M.                                       41290  2   14 
           1) In Table 1 of J,YK the thicknesses                  41290  2   15 
           0.0114 probably have to be 0.00114 according to values 41290  2   16 
           of transmission, given in J,YK,,(1-2),3,1997 and in    41290  2   17 
           T,GRIGORIEV;  corrected in DATA block to be 0.00114.   41290  2   18 
           2)In energy groups 21.5-46.5, 10-21.5 keV, 2.15-4.65eV:41290  2   19 
           some values of tot,TRN (this Subent) less than one of  41290  2   20 
           fis,SIF (Subent 04)                                    41290  2   21 
           in Table 1 of J,YK,,(1-2),3,1997.                      41290  2   22 
HISTORY    (19990812A)  New code added                            41290  2   23 
           (20011224U) Last checking has been done.               41290  2   24 
           (20110506A)M.M. REACTION SF6 was corrected: SIF -> TRN.41290  2   25 
            DATA-ERR was deleted from DATA block -not given in    41290  2   26 
            the article J,YK,,(1-2),3,1997 .                      41290  2   27 
            Data values were corrected as given in Table 1 and    41290  2   28 
            Fig.1 of J,YK,,(1-2),3,1997.                          41290  2   29 
            CRITIQUE was added.                                   41290  2   30 
ENDBIB              28          0                                 41290  2   31 
NOCOMMON             0          0                                 41290  2   32 
DATA                 4        105                                 41290  2   33 
EN-MIN     EN-MAX     THICKNESS  DATA                             41290  2   34 
EV         EV         ATOMS/B    NO-DIM                           41290  2   35 
       2.15       4.65    0.00114      0.938                      41290  2   36 
       2.15       4.65    0.00764      0.807                      41290  2   37 
       2.15       4.65     0.0152      0.663                      41290  2   38 
       2.15       4.65     0.0227      0.543                      41290  2   39 
       2.15       4.65     0.0303      0.423                      41290  2   40 
       2.15       4.65     0.0379      0.360                      41290  2   41 
       2.15       4.65     0.0455      0.290                      41290  2   42 
       4.65        10.    0.00114      0.904                      41290  2   43 
       4.65        10.    0.00764      0.756                      41290  2   44 
       4.65        10.     0.0152      0.631                      41290  2   45 
       4.65        10.     0.0227      0.360                      41290  2   46 
       4.65        10.     0.0303      0.413                      41290  2   47 
       4.65        10.     0.0379      0.358                      41290  2   48 
       4.65        10.     0.0455      0.295                      41290  2   49 
        10.       21.5    0.00114      0.825                      41290  2   50 
        10.       21.5    0.00764      0.552                      41290  2   51 
        10.       21.5     0.0152      0.417                      41290  2   52 
        10.       21.5     0.0227      0.315                      41290  2   53 
        10.       21.5     0.0303      0.241                      41290  2   54 
        10.       21.5     0.0379      0.204                      41290  2   55 
        10.       21.5     0.0455      0.166                      41290  2   56 
       21.5       46.5    0.00114      0.921                      41290  2   57 
       21.5       46.5    0.00764      0.763                      41290  2   58 
       21.5       46.5     0.0152      0.669                      41290  2   59 
       21.5       46.5     0.0227      0.573                      41290  2   60 
       21.5       46.5     0.0303      0.488                      41290  2   61 
       21.5       46.5     0.0379      0.450                      41290  2   62 
       21.5       46.5     0.0455      0.398                      41290  2   63 
       46.5       100.    0.00114      0.875                      41290  2   64 
       46.5       100.    0.00764      0.623                      41290  2   65 
       46.5       100.     0.0152      0.472                      41290  2   66 
       46.5       100.     0.0227      0.365                      41290  2   67 
       46.5       100.     0.0303      0.292                      41290  2   68 
       46.5       100.     0.0379      0.251                      41290  2   69 
       46.5       100.     0.0455      0.212                      41290  2   70 
       100.       215.    0.00114      0.914                      41290  2   71 
       100.       215.    0.00764      0.729                      41290  2   72 
       100.       215.     0.0152      0.584                      41290  2   73 
       100.       215.     0.0227      0.475                      41290  2   74 
       100.       215.     0.0303      0.373                      41290  2   75 
       100.       215.     0.0379      0.323                      41290  2   76 
       100.       215.     0.0455      0.277                      41290  2   77 
       215.       465.    0.00114      0.926                      41290  2   78 
       215.       465.    0.00764      0.767                      41290  2   79 
       215.       465.     0.0152      0.541                      41290  2   80 
       215.       465.     0.0227      0.443                      41290  2   81 
       215.       465.     0.0303      0.352                      41290  2   82 
       215.       465.     0.0379      0.267                      41290  2   83 
       215.       465.     0.0455      0.242                      41290  2   84 
       465.     1.E+03    0.00114      0.945                      41290  2   85 
       465.     1.E+03    0.00764      0.808                      41290  2   86 
       465.     1.E+03     0.0152      0.654                      41290  2   87 
       465.     1.E+03     0.0227      0.556                      41290  2   88 
       465.     1.E+03     0.0303      0.458                      41290  2   89 
       465.     1.E+03     0.0379      0.466                      41290  2   90 
       465.     1.E+03     0.0455      0.322                      41290  2   91 
     1.E+03   2.15E+03    0.00114      0.956                      41290  2   92 
     1.E+03   2.15E+03    0.00764      0.842                      41290  2   93 
     1.E+03   2.15E+03     0.0152      0.696                      41290  2   94 
     1.E+03   2.15E+03     0.0227      0.575                      41290  2   95 
     1.E+03   2.15E+03     0.0303      0.480                      41290  2   96 
     1.E+03   2.15E+03     0.0379      0.401                      41290  2   97 
     1.E+03   2.15E+03     0.0455      0.358                      41290  2   98 
   2.15E+03   4.65E+03    0.00114      0.965                      41290  2   99 
   2.15E+03   4.65E+03    0.00764      0.846                      41290  2  100 
   2.15E+03   4.65E+03     0.0152      0.722                      41290  2  101 
   2.15E+03   4.65E+03     0.0227      0.616                      41290  2  102 
   2.15E+03   4.65E+03     0.0303      0.527                      41290  2  103 
   2.15E+03   4.65E+03     0.0379      0.443                      41290  2  104 
