ENTRY            41179   19960416                             00004117900000001 
SUBENT        41179001   19960416                             00004117900100001 
BIB                 12         16                                 4117900100002 
TITLE       PECULIARITIES OF PU-239 FISSION BY RESONANCE          4117900100003 
            NEUTRONS                                              4117900100004 
AUTHOR     (A.A.BOGDZEL,N.A.GUNDORIN,U.GOHS,A.DUKA-ZOLYOMI,       4117900100005 
           J.KLIMAN,V.POLGORSKI,A.V.POPOV,DAO-ANH-MINH)           4117900100006 
INSTITUTE  (4ZZZDUB)                                              4117900100007 
REFERENCE  (C,91JUELIC,,150,9105)  DATA TABLE IS GIVEN            4117900100008 
FACILITY   (REAC) IBR-30 FAST PULSE REACTOR                       4117900100009 
METHOD     (TOF)                                                  4117900100010 
PART-DET   (FF,G)                                                 4117900100011 
DETECTOR   (FISCH) IONIZATION FISSION CHAMBER                     4117900100012 
           (GELI)  GE(LI)-DETECTOR FOR GAMMAS                     4117900100013 
MONITOR    (98-CF-252(0,F)ELEM/MASS,IND,FY)                       4117900100014 
STATUS      DATA ARE TAKEN FROM THE REFERENCE                     4117900100015 
ERR-ANALYS (DATA-ERR) ERRORS ARE NOT SPECIFIED                    4117900100016 
HISTORY    (960130C)  + + COMPILED AT THE CENTRE - CJD + +        4117900100017 
           (960416U)    BIB-INFORMATION IN SAN 002 CORRECTED      4117900100018 
ENDBIB              16          0                                 4117900100019 
NOCOMMON             0          0                                 4117900100020 
ENDSUBENT           19          0                                 4117900199999 
SUBENT        41179002   19960416                             00004117900200001 
BIB                  4          7                                 4117900200002 
REACTION   (94-PU-239(N,F)ELEM/MASS,IND,FY,,SPA) INDEPENDENT      4117900200003 
                                               FISSION YIELD      4117900200004 
INC-SOURCE (REAC)                                                 4117900200005 
INC-SPECT    THERMAL NEUTRONS AND RESONANCE NEUTRONS              4117900200006 
             IN THE ENERGY RANGE 0.2 - 230 EV                     4117900200007 
HISTORY    (960416U)  SPA ADDED TO SF8 AND INC-SPECT INFORMATION  4117900200008 
                      CLARIFIED                                   4117900200009 
ENDBIB               7          0                                 4117900200010 
NOCOMMON             0          0                                 4117900200011 
DATA                 6         32                                 4117900200012 
EN-MIN     EN-MAX     ELEMENT    MASS       DATA       DATA-ERR   4117900200013 
EV         EV         NO-DIM     NO-DIM     PC/FIS     PC/FIS     4117900200014 
    0.0E-00    2.5E-02    36.     88.          0.80       0.21    4117900200015 
    0.0E-00    2.5E-02    36.     90.          1.10       0.19    4117900200016 
    0.0E-00    2.5E-02    38.     94.          2.92       0.32    4117900200017 
    0.0E-00    2.5E-02    40.     98.          2.75       0.28    4117900200018 
    0.0E-00    2.5E-02    40.    100.          4.50       0.23    4117900200019 
    0.0E-00    2.5E-02    40.    102.          1.19       0.15    4117900200020 
    0.0E-00    2.5E-02    42.    104.          3.99       0.20    4117900200021 
    0.0E-00    2.5E-02    42.    106.          1.80       0.20    4117900200022 
    0.0E-00    2.5E-02    52.    132.          2.32       0.28    4117900200023 
    0.0E-00    2.5E-02    52.    134.          3.42       0.35    4117900200024 
    0.0E-00    2.5E-02    54.    136.          2.86       0.30    4117900200025 
    0.0E-00    2.5E-02    54.    138.          3.89       0.27    4117900200026 
    0.0E-00    2.5E-02    56.    142.          3.09       0.25    4117900200027 
    0.0E-00    2.5E-02    56.    144.          2.39       0.14    4117900200028 
    0.0E-00    2.5E-02    58.    146.          0.79       0.13    4117900200029 
    0.0E-00    2.5E-02    58.    148.          1.29       0.12    4117900200030 
    2.0E-01    2.3E+02    36.     88.          0.77       0.23    4117900200031 
    2.0E-01    2.3E+02    36.     90.          1.58       0.27    4117900200032 
    2.0E-01    2.3E+02    38.     94.          2.65       0.33    4117900200033 
    2.0E-01    2.3E+02    40.     98.          2.78       0.29    4117900200034 
    2.0E-01    2.3E+02    40.    100.          3.95       0.20    4117900200035 
    2.0E-01    2.3E+02    40.    102.          0.99       0.14    4117900200036 
    2.0E-01    2.3E+02    42.    104.          4.02       0.20    4117900200037 
    2.0E-01    2.3E+02    42.    106.          1.48       0.21    4117900200038 
    2.0E-01    2.3E+02    52.    132.          1.79       0.23    4117900200039 
    2.0E-01    2.3E+02    52.    134.          2.70       0.28    4117900200040 
    2.0E-01    2.3E+02    54.    136.          1.83       0.17    4117900200041 
    2.0E-01    2.3E+02    54.    138.          3.56       0.28    4117900200042 
    2.0E-01    2.3E+02    56.    142.          3.49       0.32    4117900200043 
    2.0E-01    2.3E+02    56.    144.          2.51       0.15    4117900200044 
    2.0E-01    2.3E+02    58.    146.          1.13       0.18    4117900200045 
    2.0E-01    2.3E+02    58.    148.          1.70       0.16    4117900200046 
ENDDATA             34          0                                 4117900200047 
ENDSUBENT           46          0                                 4117900299999 
ENDENTRY             2          0                                 4117999999999 
