ENTRY            23737   20210422                             23022373700000001 
SUBENT        23737001   20210422                             23022373700100001 
BIB                 11         15                                 2373700100002 
TITLE      SCORPION, the Stuttgart scattering facility for fast   2373700100003 
            polarized neutrons                                    2373700100004 
AUTHOR     (J.W.Hammer, G.Bulski, W.Grum, W.Kratschmer, H.Postner,2373700100005 
            G.Schleussner)                                        2373700100006 
INSTITUTE  (2GERTHS)                                              2373700100007 
REFERENCE  (J,NIM/A,244,455,1986)                                 2373700100008 
FACILITY   (DYNAM,2GERTHS) The Stuttgart 4 MV Dynamitron          2373700100009 
INC-SPECT  (EN-RSL) Energy-spread due to target thickness         2373700100010 
INC-SOURCE (POLNS,A-BE) 9Be(a,n)12C                               2373700100011 
SAMPLE     Thickness corresponding to the neutron energy spread   2373700100012 
            of 160 keV. No further information on the sample.     2373700100013 
DETECTOR   (SCIN) 76 mm diam. x 76 mm double end window cells     2373700100014 
            filled with NE213 scintillator                        2373700100015 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty 2373700100016 
HISTORY    (20210422C) On+LV                                      2373700100017 
ENDBIB              15          0                                 2373700100018 
COMMON               1          3                                 2373700100019 
EN-RSL                                                            2373700100020 
KEV                                                               2373700100021 
 160.                                                             2373700100022 
ENDCOMMON            3          0                                 2373700100023 
ENDSUBENT           22          0                                 2373700199999 
SUBENT        23737002   20210422                             23022373700200001 
BIB                  2          2                                 2373700200002 
REACTION   (6-C-12(N,EL)6-C-12,,DA)                               2373700200003 
STATUS     (TABLE) Table 1 of Nucl.Instrum.Meth.A244(1986)455     2373700200004 
ENDBIB               2          0                                 2373700200005 
NOCOMMON             0          0                                 2373700200006 
DATA                 4         91                                 2373700200007 
EN         ANG-CM     DATA-CM    DATA-ERR                         2373700200008 
MEV        ADEG       MB/SR      MB/SR                            2373700200009 
 7.55        22.7      478.7      43.2                            2373700200010 
 7.55        30.3      337.2      31.0                            2373700200011 
 7.55        37.8      262.9      23.4                            2373700200012 
 7.55        42.0      227.0      20.8                            2373700200013 
 7.55        45.2      161.3      16.2                            2373700200014 
 7.55        52.6       99.4       9.6                            2373700200015 
 7.55        60.0       47.9       5.6                            2373700200016 
 7.55        67.3       22.7       3.2                            2373700200017 
 7.55        74.5        8.0       1.3                            2373700200018 
 7.55        79.7       11.2       2.0                            2373700200019 
 7.55        81.7       12.4       2.0                            2373700200020 
 7.55        86.8       11.9       2.5                            2373700200021 
 7.55        93.8       22.2       3.3                            2373700200022 
 7.55       100.8       34.8       4.7                            2373700200023 
 7.55       107.7       52.5       6.7                            2373700200024 
 7.55       114.5       75.9       7.8                            2373700200025 
 7.55       121.3       89.5      10.2                            2373700200026 
 7.55       124.4       88.3       9.3                            2373700200027 
 7.55       128.0       93.3      10.3                            2373700200028 
 7.69        22.7      554.9      65.4                            2373700200029 
 7.69        28.1      378.4      45.2                            2373700200030 
 7.69        33.5      274.4      33.4                            2373700200031 
 7.69        38.8      196.8      23.6                            2373700200032 
 7.69        44.2      158.8      19.0                            2373700200033 
 7.69        49.5      102.8      12.9                            2373700200034 
 7.69        54.8       61.8       7.4                            2373700200035 
 7.69        60.0       32.0       4.2                            2373700200036 
 7.69        65.2       22.8       3.1                            2373700200037 
 7.69        70.4       15.7       2.2                            2373700200038 
 7.69        72.5       15.7       2.1                            2373700200039 
 7.69        77.6       18.4       2.8                            2373700200040 
