ENTRY            22352   20090218                             22082235200000001 
SUBENT        22352001   20090218                             22082235200100001 
BIB                 14         31                                 2235200100002 
INSTITUTE  (2JPNTOH)   Dept. of Nuclear Engeneering               2235200100003 
REFERENCE  ((S,JAERI-M-93-046,345,199211)=                        2235200100004 
           (S,INDC(JPN)-163/L,345,199211))  Main reference,       2235200100005 
               Graphs are given                                   2235200100006 
           (J,NST,27,(7),601,199007)  Experimental details        2235200100007 
           (J,NST,31,(8),757,199408)                              2235200100008 
AUTHOR     (S.Matsuyama,T.Okubo,M.Baba,T.Ito,T.Akiyama,N.Ito,     2235200100009 
            N.Hirakawa)                                           2235200100010 
TITLE      .Measurement of double-differential neutron emission   2235200100011 
            cross sections of Mo, Ta and W                        2235200100012 
FACILITY   (DYNAM,2JPNTOH) 4.5 mV dynamitron facility of Tohoku   2235200100013 
              Univ.                                               2235200100014 
INC-SOURCE (D-T)                                                  2235200100015 
INC-SPECT  .Pulsed neutron beam less than 2 nsec duration 1 MHz   2235200100016 
            repetition bombarded tritium loaded metallic Ti       2235200100017 
            target                                                2235200100018 
METHOD     (TOF)    .Single-TOF method was used                   2235200100019 
DETECTOR   (SCIN )  .Liquid NE123 scin detector 14 cm diameter    2235200100020 
                    and 10 cm thickness coupled to fast-timing    2235200100021 
                    photomultiplier tube                          2235200100022 
MONITOR    (98-CF-252(0,F),PR,DE,N)  For low energy region        2235200100023 
CORRECTION .Corrections were made on detectors efficiency and     2235200100024 
            sample-out background, on finite sample and back-     2235200100025 
            grounds caused by parasitic and target-scattered      2235200100026 
            neutrons                                              2235200100027 
ERR-ANALYS (ERR-S)     Standard deviation                         2235200100028 
STATUS     .Data obtained from M. Baba via internet, 1997/06.     2235200100029 
HISTORY    (19971020C)  + +  Compiled by S.M.     + +             2235200100030 
           (20030529A) Reactions corrected. Convertewd to new     2235200100031 
                       date formats, lower case.                  2235200100032 
           (20090218U) Date of REFERENCE NST,27 corrected         2235200100033 
ENDBIB              31          0                                 2235200100034 
COMMON               1          3                                 2235200100035 
EN                                                                2235200100036 
MEV                                                               2235200100037 
   14.10000                                                       2235200100038 
ENDCOMMON            3          0                                 2235200100039 
ENDSUBENT           38          0                                 2235200199999 
SUBENT        22352002   20030529                             00002235200200001 
BIB                  5          5                                 2235200200002 
REACTION   (24-CR-0(N,X)0-NN-1,,DA/DE)                            2235200200003 
SAMPLE     .No information                                        2235200200004 
COMMENT     Data corrected by authors in 1992                     2235200200005 
STATUS     (COREL,22025014)                                       2235200200006 
HISTORY    (20030529A) Reaction corrected.                        2235200200007 
ENDBIB               5          0                                 2235200200008 
NOCOMMON             0          0                                 2235200200009 
DATA                 5        668                                 2235200200010 
ANG        E-MIN      E-MAX      DATA       ERR-S                 2235200200011 
   52.50000    5.70000    5.90000 5.5454E-03 7.5512E-04           2235200600346 
   52.50000    5.90000    6.10000 3.9630E-03 6.4271E-04           2235200600347 
   52.50000    6.10000    6.30000 4.1657E-03 6.5940E-04           2235200600348 
   52.50000    6.30000    6.50000 5.1072E-03 6.5089E-04           2235200600349 
   52.50000    6.50000    6.70000 5.3661E-03 6.3205E-04           2235200600350 
   52.50000    6.70000    6.90000 3.7807E-03 5.8194E-04           2235200600351 
   52.50000    6.90000    7.10000 4.4300E-03 6.3770E-04           2235200600352 
   52.50000    7.10000    7.30000 5.2519E-03 6.4661E-04           2235200600353 
   52.50000    7.30000    7.50000 4.0646E-03 6.1766E-04           2235200600354 
   52.50000    7.50000    7.70000 4.6349E-03 6.5411E-04           2235200600355 
   52.50000    7.70000    7.90000 4.5680E-03 6.2342E-04           2235200600356 
   52.50000    7.90000    8.10000 2.7550E-03 5.4224E-04           2235200600357 
   52.50000    8.10000    8.30000 4.2252E-03 5.7034E-04           2235200600358 
   52.50000    8.30000    8.50000 4.1523E-03 5.7721E-04           2235200600359 
   52.50000    8.50000    8.70000 4.7302E-03 6.0000E-04           2235200600360 
   52.50000    8.70000    8.90000 3.5071E-03 5.7692E-04           2235200600361 
   52.50000    8.90000    9.10000 4.7899E-03 6.7822E-04           2235200600362 
   52.50000    9.10000    9.30000 4.0091E-03 6.9195E-04           2235200600363 
   52.50000    9.30000    9.50000 3.5485E-03 6.4064E-04           2235200600364 
   52.50000    9.50000    9.70000 4.2123E-03 6.7810E-04           2235200600365 
   52.50000    9.70000    9.90000 4.5403E-03 6.9127E-04           2235200600366 
   52.50000    9.90000   10.10000 3.5058E-03 6.9083E-04           2235200600367 
   52.50000   10.10000   10.30000 4.6560E-03 6.8839E-04           2235200600368 
   52.50000   10.30000   10.50000 4.7026E-03 7.3420E-04           2235200600369 
   52.50000   10.50000   10.70000 4.7279E-03 7.1120E-04           2235200600370 
   52.50000   10.70000   10.90000 4.0830E-03 7.0648E-04           2235200600371 
   52.50000   10.90000   11.10000 3.5688E-03 6.5104E-04           2235200600372 
   52.50000   11.10000   11.30000 3.7464E-03 6.6224E-04           2235200600373 
   52.50000   11.30000   11.50000 4.1114E-03 6.8183E-04           2235200600374 
   52.50000   11.50000   11.70000 3.8605E-03 6.8088E-04           2235200600375 
   52.50000   11.70000   11.90000 4.3040E-03 6.4451E-04           2235200600376 
   52.50000   11.90000   12.10000 4.7052E-03 6.3992E-04           2235200600377 
   52.50000   12.10000   12.30000 3.9701E-03 6.4457E-04           2235200600378 
   52.50000   12.30000   12.50000 4.9124E-03 6.4253E-04           2235200600379 
   52.50000   12.50000   12.70000 5.2487E-03 6.6757E-04           2235200600380 
   52.50000   12.70000   12.90000 6.5587E-03 7.5941E-04           2235200600381 
   52.50000   12.90000   13.10000 8.6898E-03 9.1437E-04           2235200600382 
   52.50000   13.10000   13.30000 1.4449E-02 1.2497E-03           2235200600383 
   52.50000   13.30000   13.50000 2.5643E-02 1.9982E-03           2235200600384 
   52.50000   13.50000   13.70000 4.6267E-02 3.3917E-03           2235200600385 
   52.50000   13.70000   13.90000 7.8865E-02 5.8271E-03           2235200600386 
   52.50000   13.90000   14.10000 1.0692E-01 8.1039E-03           2235200600387 
   52.50000   14.10000   14.30000 1.1274E-01 8.6310E-03           2235200600388 
   52.50000   14.30000   14.50000 9.5837E-02 7.4190E-03           2235200600389 
   52.50000   14.50000   14.70000 6.4721E-02 5.1465E-03           2235200600390 
   52.50000   14.70000   14.90000 3.5647E-02 3.0057E-03           2235200600391 
   52.50000   14.90000   15.10000 1.4078E-02 1.4726E-03           2235200600392 
   52.50000   15.10000   15.30000 4.4436E-03 8.1983E-04           2235200600393 
   52.50000   15.30000   15.50000 2.2142E-03 6.1826E-04           2235200600394 
   52.50000   15.50000   15.70000 1.8319E-05 5.4516E-04           2235200600395 
   60.00000     .70000     .90000 1.9341E-01 1.0264E-02           2235200600396 
   60.00000     .90000    1.10000 1.2999E-01 6.9470E-03           2235200600397 
   60.00000    1.10000    1.30000 1.3187E-01 7.3811E-03           2235200600398 
   60.00000    1.30000    1.50000 1.1530E-01 6.7857E-03           2235200600399 
   60.00000    1.50000    1.70000 8.8090E-02 5.2999E-03           2235200600400 
   60.00000    1.70000    1.90000 6.6307E-02 4.1105E-03           2235200600401 
   60.00000    1.90000    2.10000 5.4844E-02 3.4423E-03           2235200600402 
   60.00000    2.10000    2.30000 4.7207E-02 2.8287E-03           2235200600403 
   60.00000    2.30000    2.50000 4.0633E-02 2.4081E-03           2235200600404 
   60.00000    2.50000    2.70000 3.4975E-02 2.2687E-03           2235200600405 
   60.00000    2.70000    2.90000 3.0105E-02 2.1239E-03           2235200600406 
   60.00000    2.90000    3.10000 2.2269E-02 1.6894E-03           2235200600407 
   60.00000    3.10000    3.30000 1.9253E-02 1.5132E-03           2235200600408 
   60.00000    3.30000    3.50000 1.6028E-02 1.3278E-03           2235200600409 
   60.00000    3.50000    3.70000 1.3269E-02 1.1571E-03           2235200600410 
   60.00000    3.70000    3.90000 1.1810E-02 1.0325E-03           2235200600411 
   60.00000    3.90000    4.10000 9.4110E-03 8.8056E-04           2235200600412 
   60.00000    4.10000    4.30000 7.8898E-03 8.1568E-04           2235200600413 
   60.00000    4.30000    4.50000 7.7289E-03 7.8407E-04           2235200600414 
   60.00000    4.50000    4.70000 7.6065E-03 8.0589E-04           2235200600415 
   60.00000    4.70000    4.90000 6.4768E-03 7.9575E-04           2235200600416 
   60.00000    4.90000    5.10000 6.5947E-03 8.3186E-04           2235200600417 
   60.00000    5.10000    5.30000 5.4768E-03 7.4496E-04           2235200600418 
   60.00000    5.30000    5.50000 5.4830E-03 7.0154E-04           2235200600419 
   60.00000    5.50000    5.70000 4.7777E-03 6.7530E-04           2235200600420 
   60.00000    5.70000    5.90000 4.3486E-03 6.4920E-04           2235200600421 
   60.00000    5.90000    6.10000 4.0666E-03 6.0042E-04           2235200600422 
   60.00000    6.10000    6.30000 3.3419E-03 5.5419E-04           2235200600423 
   60.00000    6.30000    6.50000 4.2166E-03 5.9945E-04           2235200600424 
   60.00000    6.50000    6.70000 4.4827E-03 6.2652E-04           2235200600425 
   60.00000    6.70000    6.90000 4.3500E-03 6.5169E-04           2235200600426 
   60.00000    6.90000    7.10000 4.3192E-03 6.4399E-04           2235200600427 
   60.00000    7.10000    7.30000 4.3792E-03 6.1504E-04           2235200600428 
   60.00000    7.30000    7.50000 4.3700E-03 6.1273E-04           2235200600429 
   60.00000    7.50000    7.70000 4.0179E-03 5.8136E-04           2235200600430 
   60.00000    7.70000    7.90000 4.2826E-03 6.3230E-04           2235200600431 
   60.00000    7.90000    8.10000 3.6696E-03 5.6610E-04           2235200600432 
   60.00000    8.10000    8.30000 4.0172E-03 5.8995E-04           2235200600433 
   60.00000    8.30000    8.50000 4.3851E-03 5.9459E-04           2235200600434 
   60.00000    8.50000    8.70000 4.5111E-03 6.1507E-04           2235200600435 
   60.00000    8.70000    8.90000 3.9322E-03 5.6592E-04           2235200600436 
   60.00000    8.90000    9.10000 4.0389E-03 5.5935E-04           2235200600437 
   60.00000    9.10000    9.30000 3.6919E-03 5.6787E-04           2235200600438 
   60.00000    9.30000    9.50000 3.4398E-03 5.8946E-04           2235200600439 
   60.00000    9.50000    9.70000 3.6064E-03 6.3184E-04           2235200600440 
   60.00000    9.70000    9.90000 4.4969E-03 6.4792E-04           2235200600441 
   60.00000    9.90000   10.10000 4.1931E-03 6.6898E-04           2235200600442 
   60.00000   10.10000   10.30000 4.7651E-03 6.8663E-04           2235200600443 
   60.00000   10.30000   10.50000 4.2963E-03 6.4708E-04           2235200600444 
   60.00000   10.50000   10.70000 3.3183E-03 6.2430E-04           2235200600445 
   60.00000   10.70000   10.90000 3.4037E-03 5.9498E-04           2235200600446 
   60.00000   10.90000   11.10000 3.2598E-03 6.5665E-04           2235200600447 
   60.00000   11.10000   11.30000 2.8075E-03 6.6195E-04           2235200600448 
   60.00000   11.30000   11.50000 3.6058E-03 6.6829E-04           2235200600449 
   60.00000   11.50000   11.70000 3.8463E-03 6.3899E-04           2235200600450 
   60.00000   11.70000   11.90000 3.7842E-03 6.3350E-04           2235200600451 
   60.00000   11.90000   12.10000 3.2581E-03 5.8661E-04           2235200600452 
   60.00000   12.10000   12.30000 4.3841E-03 6.1331E-04           2235200600453 
   60.00000   12.30000   12.50000 4.3212E-03 6.3947E-04           2235200600454 
   60.00000   12.50000   12.70000 3.9638E-03 6.1337E-04           2235200600455 
   60.00000   12.70000   12.90000 4.5761E-03 6.5508E-04           2235200600456 
   60.00000   12.90000   13.10000 5.8167E-03 7.1425E-04           2235200600457 
   60.00000   13.10000   13.30000 7.0512E-03 7.4770E-04           2235200600458 
   60.00000   13.30000   13.50000 1.1754E-02 1.0383E-03           2235200600459 
   60.00000   13.50000   13.70000 2.3222E-02 1.6673E-03           2235200600460 
   60.00000   13.70000   13.90000 3.3796E-02 2.3045E-03           2235200600461 
   60.00000   13.90000   14.10000 3.9064E-02 2.6619E-03           2235200600462 
   60.00000   14.10000   14.30000 3.8498E-02 2.6393E-03           2235200600463 
   60.00000   14.30000   14.50000 2.9468E-02 2.1288E-03           2235200600464 
   60.00000   14.50000   14.70000 1.5987E-02 1.3700E-03           2235200600465 
   60.00000   14.70000   14.90000 8.0871E-03 9.4246E-04           2235200600466 
   60.00000   14.90000   15.30000 3.6741E-03 6.9743E-04           2235200600467 
   60.00000   15.30000   15.70000 3.0808E-04 5.6209E-04           2235200600468 
   60.00000   15.70000   16.10000 3.2809E-04 2.8412E-04           2235200600469 
   80.00000     .70000     .90000 1.7633E-01 9.7490E-03           2235200600470 
   80.00000     .90000    1.10000 1.1147E-01 6.2624E-03           2235200600471 
   80.00000    1.10000    1.30000 1.0071E-01 6.1337E-03           2235200600472 
   80.00000    1.30000    1.50000 9.5679E-02 6.5082E-03           2235200600473 
   80.00000    1.50000    1.70000 8.2775E-02 4.9502E-03           2235200600474 
   80.00000    1.70000    1.90000 6.4502E-02 4.0148E-03           2235200600475 
   80.00000    1.90000    2.10000 5.4003E-02 3.4224E-03           2235200600476 
   80.00000    2.10000    2.30000 4.3863E-02 2.7936E-03           2235200600477 
   80.00000    2.30000    2.50000 4.0547E-02 2.4848E-03           2235200600478 
   80.00000    2.50000    2.70000 3.3020E-02 2.1865E-03           2235200600479 
   80.00000    2.70000    2.90000 2.4755E-02 1.8241E-03           2235200600480 
   80.00000    2.90000    3.10000 2.1306E-02 1.6975E-03           2235200600481 
   80.00000    3.10000    3.30000 1.4540E-02 1.4890E-03           2235200600482 
   80.00000    3.30000    3.50000 1.3170E-02 1.4945E-03           2235200600483 
   80.00000    3.50000    3.70000 1.0458E-02 1.4166E-03           2235200600484 
   80.00000    3.70000    3.90000 1.0753E-02 1.4513E-03           2235200600485 
   80.00000    3.90000    4.10000 8.8579E-03 1.3754E-03           2235200600486 
   80.00000    4.10000    4.30000 7.5954E-03 1.3428E-03           2235200600487 
   80.00000    4.30000    4.50000 3.9962E-03 1.3459E-03           2235200600488 
   80.00000    4.50000    4.70000 7.4088E-03 1.4453E-03           2235200600489 
   80.00000    4.70000    4.90000 5.5590E-03 1.4977E-03           2235200600490 
   80.00000    4.90000    5.10000 5.4924E-03 1.6016E-03           2235200600491 
   80.00000    5.10000    5.30000 6.2005E-03 1.5523E-03           2235200600492 
   80.00000    5.30000    5.50000 2.1902E-03 1.3722E-03           2235200600493 
   80.00000    5.50000    5.70000 5.7809E-03 1.2844E-03           2235200600494 
   80.00000    5.70000    5.90000 3.4990E-03 6.7299E-04           2235200600495 
   80.00000    5.90000    6.10000 3.5298E-03 6.2412E-04           2235200600496 
   80.00000    6.10000    6.30000 3.2723E-03 6.1909E-04           2235200600497 
   80.00000    6.30000    6.50000 3.2774E-03 5.8039E-04           2235200600498 
   80.00000    6.50000    6.70000 2.8333E-03 5.5112E-04           2235200600499 
   80.00000    6.70000    6.90000 2.6997E-03 5.4365E-04           2235200600500 
   80.00000    6.90000    7.10000 3.7175E-03 5.7470E-04           2235200600501 
   80.00000    7.10000    7.30000 3.7855E-03 6.1200E-04           2235200600502 
   80.00000    7.30000    7.50000 2.5385E-03 6.0074E-04           2235200600503 
   80.00000    7.50000    7.70000 4.4140E-03 6.7393E-04           2235200600504 
   80.00000    7.70000    7.90000 2.6423E-03 6.6121E-04           2235200600505 
   80.00000    7.90000    8.10000 1.8286E-03 7.2392E-04           2235200600506 
   80.00000    8.10000    8.30000 2.1235E-03 7.4465E-04           2235200600507 
   80.00000    8.30000    8.50000 2.4346E-03 6.9697E-04           2235200600508 
   80.00000    8.50000    8.70000 2.5970E-03 6.6336E-04           2235200600509 
   80.00000    8.70000    8.90000 2.0058E-03 5.6560E-04           2235200600510 
   80.00000    8.90000    9.10000 2.8857E-03 5.7350E-04           2235200600511 
   80.00000    9.10000    9.30000 2.3152E-03 5.6205E-04           2235200600512 
   80.00000    9.30000    9.50000 3.0615E-03 5.9793E-04           2235200600513 
   80.00000    9.50000    9.70000 1.9879E-03 5.9189E-04           2235200600514 
   80.00000    9.70000    9.90000 3.0647E-03 6.7296E-04           2235200600515 
   80.00000    9.90000   10.10000 3.4951E-03 6.6277E-04           2235200600516 
   80.00000   10.10000   10.30000 2.7788E-03 6.9172E-04           2235200600517 
   80.00000   10.30000   10.50000 3.8692E-03 7.0673E-04           2235200600518 
   80.00000   10.50000   10.70000 2.8955E-03 6.8068E-04           2235200600519 
   80.00000   10.70000   10.90000 2.6010E-03 5.7829E-04           2235200600520 
   80.00000   10.90000   11.10000 2.9263E-03 5.9322E-04           2235200600521 
   80.00000   11.10000   11.30000 2.6321E-03 5.4613E-04           2235200600522 
   80.00000   11.30000   11.50000 2.7506E-03 5.5561E-04           2235200600523 
   80.00000   11.50000   11.70000 2.4606E-03 5.1622E-04           2235200600524 
   80.00000   11.70000   11.90000 1.7934E-03 5.1002E-04           2235200600525 
   80.00000   11.90000   12.10000 2.1769E-03 5.3183E-04           2235200600526 
   80.00000   12.10000   12.30000 2.2614E-03 5.1666E-04           2235200600527 
   80.00000   12.30000   12.50000 3.3700E-03 5.4437E-04           2235200600528 
   80.00000   12.50000   12.70000 2.5758E-03 5.3586E-04           2235200600529 
   80.00000   12.70000   12.90000 3.5099E-03 5.8019E-04           2235200600530 
   80.00000   12.90000   13.10000 3.8027E-03 5.9664E-04           2235200600531 
   80.00000   13.10000   13.30000 5.4187E-03 7.0745E-04           2235200600532 
   80.00000   13.30000   13.50000 9.0873E-03 9.5361E-04           2235200600533 
   80.00000   13.50000   13.70000 1.8404E-02 1.5344E-03           2235200600534 
   80.00000   13.70000   13.90000 2.5303E-02 2.0043E-03           2235200600535 
   80.00000   13.90000   14.10000 2.9108E-02 2.3109E-03           2235200600536 
   80.00000   14.10000   14.30000 2.9276E-02 2.3610E-03           2235200600537 
   80.00000   14.30000   14.50000 2.2748E-02 1.9424E-03           2235200600538 
   80.00000   14.50000   14.70000 1.2544E-02 1.2919E-03           2235200600539 
   80.00000   14.70000   14.90000 7.5436E-03 1.0146E-03           2235200600540 
   80.00000   14.90000   15.10000 1.4454E-03 7.5694E-04           2235200600541 
   80.00000   15.10000   15.30000 1.4282E-03 6.9274E-04           2235200600542 
   80.00000   15.30000   15.50000 3.8323E-05 7.2059E-04           2235200600543 
   80.00000   15.50000   15.70000 1.4263E-04 5.9864E-04           2235200600544 
   90.00000     .70000     .90000 1.7609E-01 9.2807E-03           2235200600545 
   90.00000     .90000    1.10000 1.2122E-01 6.4062E-03           2235200600546 
   90.00000    1.10000    1.30000 1.1440E-01 6.2661E-03           2235200600547 
   90.00000    1.30000    1.50000 1.0490E-01 5.9874E-03           2235200600548 
   90.00000    1.50000    1.70000 8.3929E-02 4.9152E-03           2235200600549 
   90.00000    1.70000    1.90000 6.2508E-02 3.8024E-03           2235200600550 
   90.00000    1.90000    2.10000 5.2337E-02 3.2317E-03           2235200600551 
   90.00000    2.10000    2.30000 4.2741E-02 2.5820E-03           2235200600552 
   90.00000    2.30000    2.50000 3.9192E-02 2.2431E-03           2235200600553 
   90.00000    2.50000    2.70000 3.3763E-02 2.0442E-03           2235200600554 
   90.00000    2.70000    2.90000 2.3818E-02 1.5621E-03           2235200600555 
   90.00000    2.90000    3.10000 1.9844E-02 1.3462E-03           2235200600556 
   90.00000    3.10000    3.30000 1.5690E-02 1.1402E-03           2235200600557 
   90.00000    3.30000    3.50000 1.2701E-02 9.9853E-04           2235200600558 
   90.00000    3.50000    3.70000 1.0485E-02 8.7629E-04           2235200600559 
   90.00000    3.70000    3.90000 8.8338E-03 7.8530E-04           2235200600560 
   90.00000    3.90000    4.10000 7.0813E-03 6.9307E-04           2235200600561 
   90.00000    4.10000    4.30000 6.7795E-03 6.8501E-04           2235200600562 
   90.00000    4.30000    4.50000 5.9424E-03 6.2589E-04           2235200600563 
   90.00000    4.50000    4.70000 5.1712E-03 5.9704E-04           2235200600564 
   90.00000    4.70000    4.90000 5.0871E-03 5.7696E-04           2235200600565 
   90.00000    4.90000    5.10000 5.2748E-03 5.7678E-04           2235200600566 
   90.00000    5.10000    5.30000 3.6459E-03 5.3246E-04           2235200600567 
   90.00000    5.30000    5.50000 3.9666E-03 5.3945E-04           2235200600568 
   90.00000    5.50000    5.70000 3.7158E-03 5.0522E-04           2235200600569 
   90.00000    5.70000    5.90000 3.4255E-03 4.6420E-04           2235200600570 
   90.00000    5.90000    6.10000 3.0894E-03 4.6050E-04           2235200600571 
   90.00000    6.10000    6.30000 2.6801E-03 4.3910E-04           2235200600572 
   90.00000    6.30000    6.50000 3.2687E-03 4.8081E-04           2235200600573 
   90.00000    6.50000    6.70000 2.2817E-03 4.5603E-04           2235200600574 
   90.00000    6.70000    6.90000 2.7286E-03 4.4852E-04           2235200600575 
   90.00000    6.90000    7.10000 3.1989E-03 4.6386E-04           2235200600576 
   90.00000    7.10000    7.30000 2.3735E-03 4.2765E-04           2235200600577 
   90.00000    7.30000    7.50000 2.1312E-03 4.2429E-04           2235200600578 
   90.00000    7.50000    7.70000 2.0682E-03 4.1717E-04           2235200600579 
   90.00000    7.70000    7.90000 2.7277E-03 4.2239E-04           2235200600580 
   90.00000    7.90000    8.10000 2.6492E-03 4.1581E-04           2235200600581 
   90.00000    8.10000    8.30000 2.7104E-03 4.0212E-04           2235200600582 
   90.00000    8.30000    8.50000 2.6425E-03 4.1532E-04           2235200600583 
   90.00000    8.50000    8.70000 1.8403E-03 4.0254E-04           2235200600584 
   90.00000    8.70000    8.90000 2.4499E-03 4.5312E-04           2235200600585 
   90.00000    8.90000    9.10000 2.6505E-03 4.3295E-04           2235200600586 
   90.00000    9.10000    9.30000 2.5065E-03 4.2741E-04           2235200600587 
   90.00000    9.30000    9.50000 2.4156E-03 4.2438E-04           2235200600588 
   90.00000    9.50000    9.70000 1.9725E-03 4.1179E-04           2235200600589 
   90.00000    9.70000    9.90000 2.8414E-03 4.2404E-04           2235200600590 
   90.00000    9.90000   10.10000 2.1305E-03 4.0776E-04           2235200600591 
   90.00000   10.10000   10.30000 2.4436E-03 4.0779E-04           2235200600592 
   90.00000   10.30000   10.50000 2.4664E-03 4.2599E-04           2235200600593 
   90.00000   10.50000   10.70000 2.7764E-03 4.4987E-04           2235200600594 
   90.00000   10.70000   10.90000 1.5435E-03 4.0066E-04           2235200600595 
   90.00000   10.90000   11.10000 2.4521E-03 4.1526E-04           2235200600596 
   90.00000   11.10000   11.30000 1.8689E-03 4.1840E-04           2235200600597 
   90.00000   11.30000   11.50000 2.5832E-03 4.4949E-04           2235200600598 
   90.00000   11.50000   11.70000 1.2571E-03 4.0000E-04           2235200600599 
   90.00000   11.70000   11.90000 2.2871E-03 4.1255E-04           2235200600600 
   90.00000   11.90000   12.10000 1.5530E-03 4.0278E-04           2235200600601 
   90.00000   12.10000   12.30000 2.5134E-03 4.5113E-04           2235200600602 
   90.00000   12.30000   12.50000 2.2794E-03 4.3817E-04           2235200600603 
   90.00000   12.50000   12.70000 1.7641E-03 4.6079E-04           2235200600604 
   90.00000   12.70000   12.90000 2.3440E-03 4.7346E-04           2235200600605 
   90.00000   12.90000   13.10000 3.3616E-03 4.9052E-04           2235200600606 
   90.00000   13.10000   13.30000 5.0581E-03 5.6997E-04           2235200600607 
   90.00000   13.30000   13.50000 7.9847E-03 7.1038E-04           2235200600608 
   90.00000   13.50000   13.70000 1.0670E-02 8.9031E-04           2235200600609 
   90.00000   13.70000   13.90000 1.2518E-02 1.0146E-03           2235200600610 
   90.00000   13.90000   14.10000 1.4747E-02 1.1538E-03           2235200600611 
   90.00000   14.10000   14.30000 1.1614E-02 1.0116E-03           2235200600612 
   90.00000   14.30000   14.50000 6.4339E-03 7.1272E-04           2235200600613 
   90.00000   14.50000   14.70000 2.5869E-03 5.4838E-04           2235200600614 
   90.00000   14.70000   14.90000 1.6026E-03 5.1120E-04           2235200600615 
   90.00000   14.90000   15.10000 9.0565E-04 5.1927E-04           2235200600616 
   90.00000   15.10000   15.50000 2.4630E-04 5.5838E-04           2235200600617 
   90.00000   15.50000   15.90000 1.5090E-04 5.2934E-04           2235200600618 
  120.00000     .70000     .90000 1.8561E-01 9.7296E-03           2235200600619 
  120.00000     .90000    1.10000 1.3000E-01 6.8128E-03           2235200600620 
  120.00000    1.10000    1.30000 1.1841E-01 6.3943E-03           2235200600621 
  120.00000    1.30000    1.50000 1.0958E-01 6.1084E-03           2235200600622 
  120.00000    1.50000    1.70000 8.6820E-02 4.9225E-03           2235200600623 
  120.00000    1.70000    1.90000 6.4530E-02 3.7757E-03           2235200600624 
  120.00000    1.90000    2.10000 5.2184E-02 3.1025E-03           2235200600625 
  120.00000    2.10000    2.30000 4.2967E-02 2.5311E-03           2235200600626 
  120.00000    2.30000    2.50000 3.9497E-02 2.3119E-03           2235200600627 
  120.00000    2.50000    2.70000 3.3077E-02 2.1156E-03           2235200600628 
  120.00000    2.70000    2.90000 2.3864E-02 1.6263E-03           2235200600629 
  120.00000    2.90000    3.10000 1.9083E-02 1.3397E-03           2235200600630 
  120.00000    3.10000    3.30000 1.5336E-02 1.1121E-03           2235200600631 
  120.00000    3.30000    3.50000 1.3003E-02 9.7607E-04           2235200600632 
  120.00000    3.50000    3.70000 9.9063E-03 8.1846E-04           2235200600633 
  120.00000    3.70000    3.90000 7.5267E-03 7.2129E-04           2235200600634 
  120.00000    3.90000    4.10000 8.2694E-03 7.6540E-04           2235200600635 
  120.00000    4.10000    4.30000 6.6421E-03 6.9807E-04           2235200600636 
  120.00000    4.30000    4.50000 5.7456E-03 6.2862E-04           2235200600637 
  120.00000    4.50000    4.70000 5.2941E-03 5.9424E-04           2235200600638 
  120.00000    4.70000    4.90000 4.9980E-03 5.5992E-04           2235200600639 
  120.00000    4.90000    5.10000 3.6815E-03 5.0520E-04           2235200600640 
  120.00000    5.10000    5.30000 3.6378E-03 4.8907E-04           2235200600641 
  120.00000    5.30000    5.50000 2.5572E-03 4.5528E-04           2235200600642 
  120.00000    5.50000    5.70000 2.7878E-03 4.5103E-04           2235200600643 
  120.00000    5.70000    5.90000 2.6951E-03 4.6658E-04           2235200600644 
  120.00000    5.90000    6.10000 2.2790E-03 4.7569E-04           2235200600645 
  120.00000    6.10000    6.30000 2.2080E-03 4.7129E-04           2235200600646 
  120.00000    6.30000    6.50000 2.3251E-03 4.4365E-04           2235200600647 
  120.00000    6.50000    6.70000 2.3311E-03 4.5561E-04           2235200600648 
  120.00000    6.70000    6.90000 2.2520E-03 4.3393E-04           2235200600649 
  120.00000    6.90000    7.10000 2.8787E-03 4.3902E-04           2235200600650 
  120.00000    7.10000    7.30000 2.6041E-03 4.5184E-04           2235200600651 
  120.00000    7.30000    7.50000 2.3195E-03 3.9737E-04           2235200600652 
  120.00000    7.50000    7.70000 2.3231E-03 3.8720E-04           2235200600653 
  120.00000    7.70000    7.90000 2.8642E-03 4.5616E-04           2235200600654 
  120.00000    7.90000    8.10000 2.0998E-03 4.2378E-04           2235200600655 
  120.00000    8.10000    8.30000 2.1696E-03 3.9876E-04           2235200600656 
  120.00000    8.30000    8.50000 2.0707E-03 3.9925E-04           2235200600657 
  120.00000    8.50000    8.70000 1.3449E-03 3.7929E-04           2235200600658 
  120.00000    8.70000    8.90000 2.3623E-03 4.2979E-04           2235200600659 
  120.00000    8.90000    9.10000 2.3856E-03 4.1634E-04           2235200600660 
  120.00000    9.10000    9.30000 1.9099E-03 3.7318E-04           2235200600661 
  120.00000    9.30000    9.50000 1.6333E-03 3.7184E-04           2235200600662 
  120.00000    9.50000    9.70000 2.1388E-03 3.7400E-04           2235200600663 
  120.00000    9.70000    9.90000 1.1110E-03 3.2802E-04           2235200600664 
  120.00000    9.90000   10.10000 1.2067E-03 3.4589E-04           2235200600665 
  120.00000   10.10000   10.30000 1.5838E-03 3.7181E-04           2235200600666 
  120.00000   10.30000   10.50000 1.9404E-03 3.8103E-04           2235200600667 
  120.00000   10.50000   10.70000 1.3192E-03 3.5687E-04           2235200600668 
