           Emin  Emax   Spectrum      Emin   Emax   Spectrum      2317000100049 
            keV   keV                  keV    keV                 2317000100050 
           ------------------------ ---------------------------   2317000100051 
PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT   2317000800025 
 2.         0.2        0.2        0.1        1.         4.        2317000800026 
ENDCOMMON            3          0                                 2317000800027 
DATA                 6          1                                 2317000800028 
KT         DATA       ERR-T      MONIT1     EN-NRM2    MONIT2     2317000800029 
KEV        B          B          MB         EV         B          2317000800030 
 25.        0.651      0.036      623.       0.0253     98.96     2317000800031 
ENDDATA              3          0                                 2317000800032 
ENDSUBENT           31          0                                 2317000899999 
SUBENT        23170009   20150520                             22422317000900001 
BIB                  6         18                                 2317000900002 
REACTION   (92-U-238(N,G)92-U-239,,SIG,,SPA)                      2317000900003 
MONITOR    ((MONIT1)79-AU-197(N,G)79-AU-198,,SIG,,SPA)            2317000900004 
           ((MONIT2)92-U-238(N,G)92-U-239,,SIG)                   2317000900005 
MONIT-REF  ((MONIT1),,3,ENDF/B-VII.1,7925,2011)                   2317000900006 
ERR-ANALYS (ERR-T) Total uncertainty                        (4.4%)2317000900007 
            Fluence determination (2.3%), Other (3.8%)            2317000900008 
           (MONIT1-ERR,,1.) Au cross section                 (<1%)2317000900009 
           (ERR-1)          Au counting detector efficiency   (2%)2317000900010 
           (ERR-2)          Au counting sample position     (0.2%)2317000900011 
           (ERR-3)          Au sample mass                  (0.2%)2317000900012 
           (ERR-4)          Au gamma-ray intensity          (0.1%)2317000900013 
           (ERR-S,,1.)     AMS statistical uncertainty       (<1%)2317000900014 
           (ERR-5,,0.5)    AMS spike (IRMM reference)      (<0.5%)2317000900015 
           (ERR-7)         AMS normalization,reproducibility  (3%)2317000900016 
           (ERR-8,,2.)     PINO energy distribution          (<2%)2317000900017 
STATUS     (TABLE) Table II of Phys.Rev.Lett.112(2014)192501      2317000900018 
HISTORY    (20140801C) M.M.                                       2317000900019 
           (20150520A) On. Recompiled.                            2317000900020 
ENDBIB              18          0                                 2317000900021 
COMMON               5          3                                 2317000900022 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-7                 2317000900023 
PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT              2317000900024 
 2.         0.2        0.2        0.1        3.                   2317000900025 
ENDCOMMON            3          0                                 2317000900026 
DATA                 6          1                                 2317000900027 
KT         DATA       ERR-T      MONIT1     EN-NRM2    MONIT2     2317000900028 
KEV        B          B          MB         EV         B          2317000900029 
 25.        0.391      0.017      623.       0.0253     2.68      2317000900030 
ENDDATA              3          0                                 2317000900031 
ENDSUBENT           30          0                                 2317000999999 
NOSUBENT      23170010   20150520                             22422317001000001 
SUBENT        23170011   20150520                             22422317001100001 
BIB                  6         19                                 2317001100002 
REACTION   (92-U-235(N,G)92-U-236,,SIG,,SPA)                      2317001100003 
MONITOR    ((MONIT1)79-AU-197(N,G)79-AU-198,,SIG,,SPA)            2317001100004 
           ((MONIT2)92-U-235(N,G)92-U-236,,SIG)                   2317001100005 
MONIT-REF  ((MONIT1),,3,ENDF/B-VII.1,7925,2011)                   2317001100006 
ERR-ANALYS (ERR-T) Total uncertainty                        (4.6%)2317001100007 
            Fluence determination (2.4%), Other (3.9%)            2317001100008 
           (MONIT1-ERR,,1.) Au cross section                 (<1%)2317001100009 
           (ERR-1)          Au counting detector efficiency   (2%)2317001100010 
           (ERR-2)          Au counting sample position     (0.8%)2317001100011 
           (ERR-3)          Au sample mass                  (0.2%)2317001100012 
           (ERR-4)          Au gamma-ray intensity          (0.1%)2317001100013 
           (ERR-S,,1.)     AMS statistical uncertainty       (<1%)2317001100014 
           (ERR-5,,0.5)    AMS spike (IRMM reference)      (<0.5%)2317001100015 
           (ERR-6)         AMS background                     (1%)2317001100016 
           (ERR-7)         AMS normalization,reproducibility(3.5%)2317001100017 
           (ERR-8,,1.)     PINO energy distribution          (<1%)2317001100018 
STATUS     (TABLE) Table II of Phys.Rev.Lett.112(2014)192501      2317001100019 
HISTORY    (20140801C) M.M.                                       2317001100020 
           (20150520A) On. Recompiled.                            2317001100021 
ENDBIB              19          0                                 2317001100022 
COMMON               6          3                                 2317001100023 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-6      ERR-7      2317001100024 
PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT   2317001100025 
 2.         0.8        0.2        0.1        1.         3.5       2317001100026 
ENDCOMMON            3          0                                 2317001100027 
DATA                 7          1                                 2317001100028 
EN-MEAN    EN-RSL-FW  DATA       ERR-T      MONIT1     EN-NRM2    2317001100029 
MONIT2                                                            2317001100030 
KEV        KEV        B          B          MB         EV         2317001100031 
B                                                                 2317001100032 
 426.       180.       0.169      0.008      157.8      0.0253    2317001100033 
 98.96                                                            2317001100034 
ENDDATA              6          0                                 2317001100035 
ENDSUBENT           34          0                                 2317001199999 
SUBENT        23170012   20150520                             22422317001200001 
BIB                  6         18                                 2317001200002 
REACTION   (92-U-238(N,G)92-U-239,,SIG,,SPA)                      2317001200003 
MONITOR    ((MONIT1)79-AU-197(N,G)79-AU-198,,SIG,,SPA)            2317001200004 
           ((MONIT2)92-U-238(N,G)92-U-239,,SIG)                   2317001200005 
MONIT-REF  ((MONIT1),,3,ENDF/B-VII.1,7925,2011)                   2317001200006 
ERR-ANALYS (ERR-T) Total uncertainty                        (4.6%)2317001200007 
            Fluence determination (2.4%), Other (2.5%)            2317001200008 
           (MONIT1-ERR,,1.) Au cross section                 (<1%)2317001200009 
           (ERR-1)          Au counting detector efficiency   (2%)2317001200010 
           (ERR-2)          Au counting sample position     (0.8%)2317001200011 
           (ERR-3)          Au sample mass                  (0.2%)2317001200012 
           (ERR-4)          Au gamma-ray intensity          (0.1%)2317001200013 
           (ERR-S,,1.)     AMS statistical uncertainty       (<1%)2317001200014 
           (ERR-5,,0.5)    AMS spike (IRMM reference)      (<0.5%)2317001200015 
           (ERR-7)         AMS normalization,reproducibility  (2%)2317001200016 
           (ERR-8,,1.)     PINO energy distribution          (<1%)2317001200017 
STATUS     (TABLE) Table II of Phys.Rev.Lett.112(2014)192501      2317001200018 
HISTORY    (20140801C) M.M.                                       2317001200019 
           (20150520A) On. Recompiled.                            2317001200020 
ENDBIB              18          0                                 2317001200021 
COMMON               5          3                                 2317001200022 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-7                 2317001200023 
PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT              2317001200024 
 2.         0.8        0.2        0.1        2.                   2317001200025 
ENDCOMMON            3          0                                 2317001200026 
DATA                 7          1                                 2317001200027 
EN-MEAN    EN-RSL-FW  DATA       ERR-T      MONIT1     EN-NRM2    2317001200028 
MONIT2                                                            2317001200029 
KEV        KEV        B          B          MB         EV         2317001200030 
B                                                                 2317001200031 
 426.       180.       0.108      0.004      157.8      0.0253    2317001200032 
 2.68                                                             2317001200033 
ENDDATA              6          0                                 2317001200034 
ENDSUBENT           33          0                                 2317001299999 
SUBENT        23170013   20150520                             22422317001300001 
BIB                  5         10                                 2317001300002 
REACTION   ((92-U-238(N,G)92-U-239,,SIG,,SPA)/                    2317001300003 
           (92-U-235(N,G)92-U-236,,SIG,,SPA))                     2317001300004 
MONITOR    ((MONIT1)92-U-235(N,G)92-U-236,,SIG)                   2317001300005 
           ((MONIT2)92-U-238(N,G)92-U-239,,SIG)                   2317001300006 
ERR-ANALYS (ERR-T) Total uncertainty                              2317001300007 
           (ERR-1) 235U(n,g)236U uncertainty                      2317001300008 
           (ERR-2) 238U(n,g)239U uncertainty                      2317001300009 
STATUS     (TABLE) Table III of Phys.Rev.Lett.112(2014)192501     2317001300010 
HISTORY    (20140801C) M.M.                                       2317001300011 
           (20150520A) On. 25 keV data moved from 010.            2317001300012 
ENDBIB              10          0                                 2317001300013 
COMMON               3          3                                 2317001300014 
EN-NRM     MONIT1     MONIT2                                      2317001300015 
EV         B          B                                           2317001300016 
 0.0253     98.96      2.68                                       2317001300017 
ENDCOMMON            3          0                                 2317001300018 
DATA                 7          2                                 2317001300019 
KT         EN-MEAN    EN-RSL-FW  DATA       ERR-T      ERR-1      2317001300020 
ERR-2                                                             2317001300021 
KEV        KEV        KEV        NO-DIM     NO-DIM     PER-CENT   2317001300022 
PER-CENT                                                          2317001300023 
 25.                              0.60       0.03       4.7       2317001300024 
 3.8                                                              2317001300025 
            426.       180.       0.64       0.03       3.9       2317001300026 
 2.5                                                              2317001300027 
ENDDATA              8          0                                 2317001300028 
ENDSUBENT           27          0                                 2317001399999 
SUBENT        23170014   20150803                             22422317001400001 
BIB                  4          8                                 2317001400002 
REACTION   ((92-U-238(N,G)92-U-239,,SIG,,SPA)/                    2317001400003 
           (79-AU-197(N,G)79-AU-198,,SIG,,SPA))                   2317001400004 
ERR-ANALYS (DATA-ERR) Total uncertainty.                          2317001400005 
STATUS     (TABLE) Data received from A.Wallner                   2317001400006 
HISTORY    (20140801C) M.M.                                       2317001400007 
           (20150520A) On. 426 keV data moved from 015.           2317001400008 
           (20150522R) On. Updated value received from A.Wallner. 2317001400009 
           (20150803A) On. Updated value adopted.                 2317001400010 
ENDBIB               8          0                                 2317001400011 
NOCOMMON             0          0                                 2317001400012 
DATA                 5          2                                 2317001400013 
KT         EN-MEAN    EN-RSL-FW  DATA       DATA-ERR              2317001400014 
KEV        KEV        KEV        NO-DIM     NO-DIM                2317001400015 
 25.                              0.620      0.023                2317001400016 
            426.       180.       0.687      0.022                2317001400017 
ENDDATA              4          0                                 2317001400018 
ENDSUBENT           17          0                                 2317001499999 
NOSUBENT      23170015   20150520                             22422317001500001 
ENDENTRY            15          0                                 2317099999999 
