ENTRY            21689   20160929                             225321689  0    1 
SUBENT        21689001   20160929                             225321689  1    1 
BIB                 13         51                                 21689  1    2 
INSTITUTE  (2FR ILL) Experimental site.                           21689  1    3 
           (2GERTHD) Inst. fur Kernphysik.                        21689  1    4 
REFERENCE  (J,NP/A,345,(1),34,198008)  Main reference and tables  21689  1    5 
            for the fractional independent yields and the         21689  1    6 
            charge distributions.                                 21689  1    7 
           (C,79JUELICH,2,65,197905)                              21689  1    8 
           (R,IKDA-8/79,1979) Tables for the independent yields   21689  1    9 
           (J,ZP/A,274,203,1975)                                  21689  1   10 
           (J,PL/B,63,275,197608)                                 21689  1   11 
           (J,NP/A,247,74,197507)                                 21689  1   12 
           (C,76CORSICA,,509,197605)                              21689  1   13 
TITLE      Nuclear charge and mass yields for U-235(n-th,f) as a  21689  1   14 
           function of the kinetic energy of the fission products 21689  1   15 
AUTHOR     (W.Lang,H.-G.Clerc,H.Wohlfarth,H.Schrader,K.-H.Schmidt)21689  1   16 
FACILITY   (SPECM,2FR ILL) Lohengrin on-line mass separator.      21689  1   17 
           (REAC,2FR ILL)  High flux reactor.                     21689  1   18 
INC-SOURCE (REAC) Thermal neutrons from reactor.                  21689  1   19 
INC-SPECT   Maxwellian thermal neutron spectrum.                  21689  1   20 
SAMPLE     .Thin samples of 40 micro-gm/cm**2 uranium dioxide,    21689  1   21 
            enriched to 93% U-235, evaporated by electron         21689  1   22 
            bombardment onto a copper backing.                    21689  1   23 
METHOD     (ASEP) On-line mass separation of fission products     21689  1   24 
            detected with a silicon surface barrier detector at   21689  1   25 
            the exit slit of the spectrometer, mass resolving     21689  1   26 
            power of 1/400.                                       21689  1   27 
           .Nuclear charge distributions for each mass chain      21689  1   28 
            are measured with a time of flight technique after    21689  1   29 
            fission product energy loss in a thin homogeneous     21689  1   30 
            carbon absorber foil. The time of flight spectra      21689  1   31 
            are unfolded to give fractional independent yields    21689  1   32 
            as a function of the fragment kinetic energies.       21689  1   33 
DETECTOR   (SIBAR) Solid state silicon surface barrier detector   21689  1   34 
            for energy measurement and as a stop signal for time  21689  1   35 
            of flight measurements.                               21689  1   36 
CORRECTION .The data were corrected for the mass and energy       21689  1   37 
            dispersion of the spectrometer.                       21689  1   38 
           .All nuclear charge distributions have been corrected  21689  1   39 
            for multiple scattering in the carbon absorber.       21689  1   40 
           .Correction of the yields for source thickness and     21689  1   41 
            target burn-up have been done.                        21689  1   42 
           .All mass and charge yields have been corrected for    21689  1   43 
            the influence of the ionic charge distribution.       21689  1   44 
ERR-ANALYS (DATA-ERR) Uncertainties include statistical errors,   21689  1   45 
            and errors in the multiple scattering correction and  21689  1   46 
            the ionic charge distribution correction.             21689  1   47 
HISTORY    (19801022C) CN.                                        21689  1   48 
           (19801124E)                                            21689  1   49 
           (20030113A) Date is corrected                          21689  1   50 
           (20040413A) 'MXW' added in San 003,005,007,009,011,013 21689  1   51 
           (20160929A) SD:Updated to new date formats,lower case. 21689  1   52 
           Zeros were deleted from right side of values.          21689  1   53 
ENDBIB              51          0                                 21689  1   54 
COMMON               1          3                                 21689  1   55 
EN-DUMMY                                                          21689  1   56 
EV                                                                21689  1   57 
 2.5300E-02                                                       21689  1   58 
ENDCOMMON            3          0                                 21689  1   59 
ENDSUBENT           58          0                                 21689  199999 
SUBENT        21689002   20160929                             225321689  2    1 
BIB                  6          8                                 21689  2    2 
REACTION   ((92-U-235(N,F)ELEM/MASS,PAR/IND,FY,,MXW)/             21689  2    3 
           (92-U-235(N,F)MASS,CHN,FY,,MXW))                       21689  2    4 
ANALYSIS    The fractional yields have been normalized to 100%    21689  2    5 
            for each isobar.                                      21689  2    6 
EN-SEC     (E,FF) Fission fragment kinetic energy.                21689  2    7 
RESULT     (FRIND)                                                21689  2    8 
STATUS     (TABLE) Table 3 from NP/A,345,34,1980                  21689  2    9 
HISTORY    (20030113A) Result keyword added                       21689  2   10 
ENDBIB               8          0                                 21689  2   11 
COMMON               1          3                                 21689  2   12 
E                                                                 21689  2   13 
MEV                                                               21689  2   14 
 88.5                                                             21689  2   15 
ENDCOMMON            3          0                                 21689  2   16 
DATA                 4         84                                 21689  2   17 
ELEMENT    MASS       DATA       DATA-ERR                         21689  2   18 
NO-DIM     NO-DIM     NO-DIM     NO-DIM                           21689  2   19 
        33.        85.      0.065      0.018                      21689  2   20 
        33.        86.      0.010      0.010                      21689  2   21 
        34.        85.      0.535      0.039                      21689  2   22 
        34.        86.      0.350      0.050                      21689  2   23 
        34.        87.      0.172      0.023                      21689  2   24 
        34.        88.      0.059      0.032                      21689  2   25 
        34.        89.      0.006      0.006                      21689  2   26 
        35.        85.      0.296      0.041                      21689  2   27 
        35.        86.      0.400      0.060                      21689  2   28 
        35.        87.      0.411      0.035                      21689  2   29 
        35.        88.      0.319      0.031                      21689  2   30 
        35.        89.      0.150      0.027                      21689  2   31 
        35.        90.      0.016      0.016                      21689  2   32 
        35.        91.      0.003      0.003                      21689  2   33 
        36.        85.      0.104      0.028                      21689  2   34 
        36.        86.      0.240      0.060                      21689  2   35 
        36.        87.      0.357      0.036                      21689  2   36 
        36.        88.      0.503      0.037                      21689  2   37 
        36.        89.      0.660      0.039                      21689  2   38 
        36.        90.      0.589      0.038                      21689  2   39 
        36.        91.      0.336      0.026                      21689  2   40 
        36.        92.      0.099      0.037                      21689  2   41 
        36.        93.      0.054      0.015                      21689  2   42 
        36.        94.      0.008      0.008                      21689  2   43 
        37.        87.      0.060      0.037                      21689  2   44 
        37.        88.      0.119      0.031                      21689  2   45 
        37.        89.      0.165      0.034                      21689  2   46 
        37.        90.      0.339      0.035                      21689  2   47 
        37.        91.      0.484      0.028                      21689  2   48 
        37.        92.      0.445      0.035                      21689  2   49 
        37.        93.      0.304      0.024                      21689  2   50 
        37.        94.      0.125      0.013                      21689  2   51 
        37.        95.      0.037      0.023                      21689  2   52 
        37.        96.      0.002      0.002                      21689  2   53 
        38.        89.      0.019      0.019                      21689  2   54 
        38.        90.      0.056      0.023                      21689  2   55 
        38.        91.      0.177      0.019                      21689  2   56 
        38.        92.      0.386      0.033                      21689  2   57 
        38.        93.      0.538      0.029                      21689  2   58 
        38.        94.      0.728      0.025                      21689  2   59 
        38.        95.      0.475      0.040                      21689  2   60 
        38.        96.      0.223      0.033                      21689  2   61 
        38.        97.      0.119      0.024                      21689  2   62 
        38.        98.      0.042      0.013                      21689  2   63 
        38.        99.      0.006      0.006                      21689  2   64 
        39.        92.      0.070      0.025                      21689  2   65 
        39.        93.      0.104      0.028                      21689  2   66 
        39.        94.      0.127      0.020                      21689  2   67 
        39.        95.      0.397      0.038                      21689  2   68 
        39.        96.      0.501      0.038                      21689  2   69 
        39.        97.      0.480      0.034                      21689  2   70 
        39.        98.      0.264      0.027                      21689  2   71 
        39.        99.      0.131      0.016                      21689  2   72 
        39.       100.      0.025      0.015                      21689  2   73 
        39.       101.      0.010      0.010                      21689  2   74 
        40.        94.      0.012      0.012                      21689  2   75 
        40.        95.      0.091      0.021                      21689  2   76 
        40.        96.      0.250      0.031                      21689  2   77 
        40.        97.      0.357      0.032                      21689  2   78 
        40.        98.      0.567      0.034                      21689  2   79 
        40.        99.      0.606      0.029                      21689  2   80 
        40.       100.      0.598      0.068                      21689  2   81 
        40.       101.      0.250      0.040                      21689  2   82 
        40.       102.      0.159      0.024                      21689  2   83 
        40.       103.      0.050      0.022                      21689  2   84 
        40.       104.      0.015      0.015                      21689  2   85 
        41.        96.      0.024      0.013                      21689  2   86 
        41.        97.      0.044      0.029                      21689  2   87 
        41.        98.      0.127      0.034                      21689  2   88 
        41.        99.      0.242      0.025                      21689  2   89 
        41.       100.      0.340      0.072                      21689  2   90 
        41.       101.      0.496      0.071                      21689  2   91 
        41.       102.      0.446      0.032                      21689  2   92 
        41.       103.      0.294      0.031                      21689  2   93 
        41.       104.      0.163      0.048                      21689  2   94 
        42.        99.      0.015      0.015                      21689  2   95 
        42.       100.      0.037      0.023                      21689  2   96 
        42.       101.      0.244      0.099                      21689  2   97 
        42.       102.      0.392      0.031                      21689  2   98 
        42.       103.      0.626      0.035                      21689  2   99 
        42.       104.      0.775      0.052                      21689  2  100 
        43.       102.      0.003      0.003                      21689  2  101 
        43.       103.      0.030      0.017                      21689  2  102 
        43.       104.      0.047      0.027                      21689  2  103 
