ENTRY            23091   20090807                             22142309100000001 
SUBENT        23091001   20090807                             22142309100100001 
BIB                 18         48                                 2309100100002 
REFERENCE  (C,2007NICE,1,407,200704)                              2309100100003 
           #doi:10.1051/ndata:07596                               2309100100004 
AUTHOR     (K.Kondo, I.Murata, K.Ochiai, H.Miyamaru, N.Kubota,    2309100100005 
           C.Konno, T.Nishitani)                                  2309100100006 
TITLE      Experimental study on breakup reaction of beryllium and2309100100007 
           carbon induced with 14-MeV neutrons based on emitted   2309100100008 
           charge particle measurements.                          2309100100009 
INSTITUTE  (2JPNJAE) K.Ochiai, N.Kubota, C.Konno, T.Nishitani.    2309100100010 
           (2JPNOSA) K.Kondo, I.Murata, H.Miyamaru.               2309100100011 
REL-REF    (N,22949001,K.Kondo+,J,NIM/A,568,723,2006)             2309100100012 
              Details of experimental setup.                      2309100100013 
FACILITY   (FNS,2JPNJAE)                                          2309100100014 
INC-SOURCE (D-T)  Pencil-beam DT neutron source at FNS facility.  2309100100015 
            DT neutron beam of 2 cm diameter.                     2309100100016 
INC-SPECT   Mean energy of neutron beam 14.2 MeV.                 2309100100017 
SAMPLE     Beryllium foil of 20 microm thickness.                 2309100100018 
           Carbon foil of 5 microm thickness.                     2309100100019 
DETECTOR   (TELES,SIBAR) Counter-telescope system with a pair  of 2309100100020 
           silicon surface barrier detectors, one for deltaE of   2309100100021 
            thickness 9.6 microm, other for E of thickness        2309100100022 
           760 microm. Threshold energies around 700 keV for      2309100100023 
           protons, around 1.0 MeV for tritons, around 1 meV for  2309100100024 
           alpha-particles.                                       2309100100025 
METHOD     (COINC) Anticoincidence spectra of deltaE detector were2309100100026 
                   utilized.                                      2309100100027 
           (ACTIV) Absolute value of neutron flux was derived by  2309100100028 
            the foil activation technique with Al foil.           2309100100029 
CORRECTION Correction for contribution of recoiling particles.    2309100100030 
           Correction for energy loss in sample.                  2309100100031 
MONITOR    ((MONIT)13-AL-27(N,A)11-NA-24,,SIG) To derive absolute 2309100100032 
            neutron fluence.                                      2309100100033 
MONIT-REF  (,,3,JENDL-3.3,,2002)                                  2309100100034 
ANALYSIS    Relationship between the actual spectrum and measured 2309100100035 
            one was calculated by Monte Carlo code SRIM-2003      2309100100036 
            combined with pre- and post-processing codes made.    2309100100037 
            then spectrum unfolding was carried out with original 2309100100038 
           code based on the spectrum type Bayes estimation method2309100100039 
           to obtain the actual spectrum.                         2309100100040 
ADD-RES    Be-9(n,a)He-6* channels contribution was estimated as  2309100100041 
           around 15% , contribution of simultaneous breakup      2309100100042 
           channel was estimated as around 30%.                   2309100100043 
            Contribution of C-12(n,a)Be-9* (2.43 MeV) and         2309100100044 
            (4.7 MeV) channels was estimated as around 25% and    2309100100045 
           10%, respectively.                                     2309100100046 
STATUS     (COREL,23000001) Data for carbon are given in ENTRY    2309100100047 
            23000, Subents 006,007, according to comment of       2309100100048 
            Keitaro Kondo.                                        2309100100049 
HISTORY    (20090807C) M.M.                                       2309100100050 
ENDBIB              48          0                                 2309100100051 
COMMON               2          3                                 2309100100052 
EN         MONIT                                                  2309100100053 
MEV        MB                                                     2309100100054 
   14.2     122.0                                                 2309100100055 
ENDCOMMON            3          0                                 2309100100056 
ENDSUBENT           55          0                                 2309100199999 
SUBENT        23091002   20090807                             22142309100200001 
BIB                  5         10                                 2309100200002 
REACTION   (4-BE-9(N,X)2-HE-4,,DA/DE)                             2309100200003 
            Double differential cross section obtained at 9       2309100200004 
            emission angles from 15 to 135 degrees.               2309100200005 
EN-SEC     (E,2-HE-4) Emitted alpha energy.                       2309100200006 
ERR-ANALYS (DATA-ERR)   Not specified.                            2309100200007 
COMMENT     Two peaks corresponding to He-6 ground state and      2309100200008 
            1.8 MeV state were identified.                        2309100200009 
STATUS     (TABLE) Data were received from K.Kondo 25.08.2009.    2309100200010 
             Data are presented on Fig.2 ( for 20 degrees)        2309100200011 
             and Fig.3 (for 40 degrees) of C,2007NICE.            2309100200012 
ENDBIB              10          0                                 2309100200013 
NOCOMMON             0          0                                 2309100200014 
DATA                 4        104                                 2309100200015 
ANG        E          DATA       DATA-ERR                         2309100200016 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        2309100200017 
 20.        1.1        33.5       11.1                            2309100200018 
 20.        1.3        47.1       12.4                            2309100200019 
 20.        1.5        42.5       10.0                            2309100200020 
 20.        1.7        27.7        6.8                            2309100200021 
 20.        1.9        21.1        5.5                            2309100200022 
 20.        2.1        19.2        4.8                            2309100200023 
 20.        2.3        17.8        4.1                            2309100200024 
 20.        2.5        22.5        4.6                            2309100200025 
 20.        2.7        19.6        3.8                            2309100200026 
 20.        2.9        19.4        3.5                            2309100200027 
 20.        3.1        22.4        3.9                            2309100200028 
 20.        3.3        20.8        3.3                            2309100200029 
 20.        3.5        23.6        3.6                            2309100200030 
 20.        3.7        24.9        3.5                            2309100200031 
 20.        3.9        23.4        3.1                            2309100200032 
 20.        4.1        21.2        2.8                            2309100200033 
 20.        4.3        20.6        2.7                            2309100200034 
 20.        4.5        21.2        2.8                            2309100200035 
 20.        4.7        17.8        2.5                            2309100200036 
 20.        4.9        15.5        2.2                            2309100200037 
 20.        5.1        17.8        2.4                            2309100200038 
 20.        5.3        18.2        2.6                            2309100200039 
 20.        5.5        13.8        2.1                            2309100200040 
 20.        5.7        11.1        1.8                            2309100200041 
 20.        5.9        11.5        2.0                            2309100200042 
 20.        6.1        10.8        2.0                            2309100200043 
 20.        6.3        10.7        2.0                            2309100200044 
 20.        6.5        10.2        2.0                            2309100200045 
 20.        6.7         9.7        1.9                            2309100200046 
 20.        6.9         7.9        1.6                            2309100200047 
 20.        7.1         9.0        1.9                            2309100200048 
 20.        7.3         8.8        2.0                            2309100200049 
 20.        7.5         5.4        1.3                            2309100200050 
 20.        7.7         6.4        1.6                            2309100200051 
 20.        7.9         7.8        1.9                            2309100200052 
 20.        8.1         7.5        1.7                            2309100200053 
 20.        8.3         6.5        1.6                            2309100200054 
 20.        8.5         4.9        1.3                            2309100200055 
 20.        8.7         3.6        1.1                            2309100200056 
 20.        8.9         3.2        1.0                            2309100200057 
 20.        9.1         2.7        0.9                            2309100200058 
 20.        9.3         3.7        1.2                            2309100200059 
 20.        9.5         4.2        1.4                            2309100200060 
 20.        9.7         4.5        1.5                            2309100200061 
 20.        9.9         7.5        2.1                            2309100200062 
 20.       10.1         9.5        2.3                            2309100200063 
 20.       10.3         6.8        1.7                            2309100200064 
 20.       10.5         3.6        1.3                            2309100200065 
 20.       10.7         1.0        0.6                            2309100200066 
 20.       10.9         0.2        0.2                            2309100200067 
 20.       11.1         0.0        0.2                            2309100200068 
 20.       11.3         0.5        0.4                            2309100200069 
 20.       11.5         1.2        0.6                            2309100200070 
 20.       11.7         0.0        0.1                            2309100200071 
 40.        1.1        40.6       11.7                            2309100200072 
 40.        1.3        37.4        9.6                            2309100200073 
 40.        1.5        32.4        7.9                            2309100200074 
 40.        1.7        29.9        6.8                            2309100200075 
 40.        1.9        36.7        7.4                            2309100200076 
 40.        2.1        35.2        6.7                            2309100200077 
 40.        2.3        34.6        6.2                            2309100200078 
 40.        2.5        39.5        6.0                            2309100200079 
 40.        2.7        44.8        6.4                            2309100200080 
 40.        2.9        37.2        5.3                            2309100200081 
 40.        3.1        27.2        3.9                            2309100200082 
 40.        3.3        19.9        3.1                            2309100200083 
 40.        3.5        19.4        3.2                            2309100200084 
 40.        3.7        16.9        2.8                            2309100200085 
 40.        3.9        13.8        2.3                            2309100200086 
 40.        4.1        12.4        2.1                            2309100200087 
 40.        4.3        10.1        1.7                            2309100200088 
 40.        4.5        10.6        1.7                            2309100200089 
 40.        4.7        10.2        1.7                            2309100200090 
 40.        4.9        10.2        1.7                            2309100200091 
 40.        5.1        10.6        1.9                            2309100200092 
 40.        5.3        10.9        1.8                            2309100200093 
 40.        5.5        12.0        2.0                            2309100200094 
 40.        5.7        11.3        1.9                            2309100200095 
 40.        5.9         8.8        1.7                            2309100200096 
 40.        6.1         6.0        1.4                            2309100200097 
 40.        6.3         4.7        1.1                            2309100200098 
 40.        6.5         5.9        1.5                            2309100200099 
 40.        6.7         5.7        1.5                            2309100200100 
 40.        6.9         4.3        1.2                            2309100200101 
 40.        7.1         3.9        1.1                            2309100200102 
 40.        7.3         4.0        1.2                            2309100200103 
 40.        7.5         3.7        1.1                            2309100200104 
 40.        7.7         3.6        1.1                            2309100200105 
 40.        7.9         2.6        0.9                            2309100200106 
 40.        8.1         2.8        0.9                            2309100200107 
 40.        8.3         3.7        1.2                            2309100200108 
 40.        8.5         2.7        1.0                            2309100200109 
 40.        8.7         2.2        0.9                            2309100200110 
 40.        8.9         3.0        1.2                            2309100200111 
 40.        9.1         3.5        1.2                            2309100200112 
 40.        9.3         3.7        1.2                            2309100200113 
 40.        9.5         1.9        0.9                            2309100200114 
 40.        9.7         0.5        0.3                            2309100200115 
 40.        9.9         0.2        0.3                            2309100200116 
 40.       10.1         0.2        0.3                            2309100200117 
 40.       10.3         0.5        0.4                            2309100200118 
 40.       10.5         1.8        0.8                            2309100200119 
 40.       10.7         1.5        0.6                            2309100200120 
 40.       10.9         0.1        0.2                            2309100200121 
ENDDATA            106          0                                 2309100200122 
ENDSUBENT          121          0                                 2309100299999 
SUBENT        23091003   20090807                             22142309100300001 
BIB                  4          9                                 2309100300002 
REACTION   (4-BE-9(N,X)2-HE-4,,DA/DE)                             2309100300003 
            Double differential cross section Be-9(n,2n+2a).      2309100300004 
EN-SEC     (E,A) Emitted alpha energy.                            2309100300005 
ERR-ANALYS (E-ERR-DIG)  Digitizing error of E .                   2309100300006 
           (ERR-DIG)    Digitizing error of DATA.                 2309100300007 
           (DATA-ERR)   Not specified.                            2309100300008 
STATUS     (CURVE) Data are presented on Fig.6 top ( for 30 deg ) 2309100300009 
             of C,2007NICE.                                       2309100300010 
           (UNOBT)                                                2309100300011 
ENDBIB               9          0                                 2309100300012 
COMMON               3          3                                 2309100300013 
E-ERR-DIG  ERR-DIG    ANG                                         2309100300014 
MEV        PER-CENT   ADEG                                        2309100300015 
  0.948E-02  0.497E-02  30.                                       2309100300016 
ENDCOMMON            3          0                                 2309100300017 
DATA                 3         46                                 2309100300018 
E          DATA       DATA-ERR                                    2309100300019 
MEV        MB/SR/MEV  MB/SR/MEV                                   2309100300020 
 1.1147     39.253     11.525                                     2309100300021 
 1.3169     47.948     8.9772                                     2309100300022 
 1.4935     48.633     7.4755                                     2309100300023 
 1.7198     34.996     5.9628                                     2309100300024 
 1.8714     39.234     6.0306                                     2309100300025 
 2.0984     39.793     6.1181                                     2309100300026 
 2.2996     31.200     4.7970                                     2309100300027 
 2.5014     31.196     3.7814                                     2309100300028 
 2.7035     35.988     4.9442                                     2309100300029 
 2.9052     35.983     4.3617                                     2309100300030 
 3.0817     34.468     3.0876                                     2309100300031 
