ENTRY            23010   20071225                             21902301000000001 
SUBENT        23010001   20071225                             21902301000100001 
BIB                 14         27                                 2301000100002 
TITLE      Measurement of gamma-ray production cross sections of  2301000100003 
           iron for incident neutron energies between 6 and 33    2301000100004 
           MeV                                                    2301000100005 
AUTHOR     (E.Tanabe, K.Shin, T.Nakamura)                         2301000100006 
INSTITUTE  (2JPNKTO) Department of Nuclear Engineering            2301000100007 
           (2JPNTOH) Cyclotron and Radioisotope Center            2301000100008 
REFERENCE  (J,NST,31,(11),1133,199411)                            2301000100009 
PART-DET   (G)                                                    2301000100010 
INC-SOURCE Beam intensity is about 0.05 micro-Ampere.             2301000100011 
           (P-BE) Be(p,n) at 35 MeV                               2301000100012 
SAMPLE     - Chemical-form of target is element.                  2301000100013 
           - Physical-form of target is solid.                    2301000100014 
           - Target-thickness: 20 cm x 20 cm x 2cm                2301000100015 
METHOD     (TOF) To measure neutron flux at sample position       2301000100016 
FACILITY   (ISOCY,2JPNTOH) AVF cyclotron at Cyclotron and         2301000100017 
                           Radioisotope Center                    2301000100018 
ANALYSIS   (UNFLD) To unfold pulse-height data to gamma-ray       2301000100019 
                   spectrum                                       2301000100020 
DETECTOR   (SCIN) TOF detector (NE213)                            2301000100021 
           (BGO) To detect gamma-rays produced in sample          2301000100022 
ERR-ANALYS (ERR-1) Errors in detector efficiency of NE-213        2301000100023 
           (ERR-2) Maximum uncertainties in response function of  2301000100024 
                   gamma-detector (1-3%)                          2301000100025 
STATUS     (APRVD) Proofread by Takashi Nakamura (2007.11.22)     2301000100026 
HISTORY    (20071018C)                                            2301000100027 
           (20071225A) DAX data added after comment from          2301000100028 
                       T.Nakamura                                 2301000100029 
ENDBIB              27          0                                 2301000100030 
COMMON               2          3                                 2301000100031 
ERR-1      ERR-2                                                  2301000100032 
PER-CENT   PER-CENT                                               2301000100033 
 10.        3.                                                    2301000100034 
ENDCOMMON            3          0                                 2301000100035 
ENDSUBENT           34          0                                 2301000199999 
SUBENT        23010002   20071225                             21902301000200001 
BIB                  4          6                                 2301000200002 
REACTION   (26-FE-0(N,X)0-G-0,,DA/DE,,AV)Averaged over ENmin-ENmax2301000200003 
EN-SEC     ANG is polar angle between beam and prompt gamma in    2301000200004 
           laboratory system                                      2301000200005 
           (E,G)                                                  2301000200006 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   2301000200007 
STATUS     (TABLE) Taken from Table 1, p1138 of reference         2301000200008 
ENDBIB               6          0                                 2301000200009 
COMMON               1          3                                 2301000200010 
ANG                                                               2301000200011 
ADEG                                                              2301000200012 
 144.                                                             2301000200013 
ENDCOMMON            3          0                                 2301000200014 
DATA                 5        167                                 2301000200015 
EN-MIN     EN-MAX     E          DATA       DATA-ERR              2301000200016 
 12.        15.        7.75       4.9        1.1                  2301000200069 
 12.        15.        8.25       3.4        0.9                  2301000200070 
 12.        15.        8.75       3.1        0.6                  2301000200071 
 12.        15.        9.25       0.9        0.4                  2301000200072 
 12.        15.        9.75       1.2        0.4                  2301000200073 
 12.        15.        10.5       0.58       0.14                 2301000200074 
 15.        18.        1.675      71.        11.                  2301000200075 
 15.        18.        1.875      -2.        4.                   2301000200076 
 15.        18.        2.25       57.        9.                   2301000200077 
 15.        18.        2.75       9.5        3.4                  2301000200078 
 15.        18.        3.25       19.5       3.6                  2301000200079 
 15.        18.        3.75       12.2       2.5                  2301000200080 
 15.        18.        4.25       5.9        1.8                  2301000200081 
 15.        18.        4.75       9.0        2.0                  2301000200082 
 15.        18.        5.25       6.0        1.3                  2301000200083 
 15.        18.        5.75       6.8        1.4                  2301000200084 
 15.        18.        6.25       4.3        1.0                  2301000200085 
 15.        18.        6.75       4.0        0.9                  2301000200086 
 15.        18.        7.25       2.0        0.6                  2301000200087 
 15.        18.        7.75       2.8        0.7                  2301000200088 
 15.        18.        8.25       1.4        0.5                  2301000200089 
 15.        18.        8.75       1.21       0.32                 2301000200090 
 15.        18.        9.25       0.38       0.25                 2301000200091 
 15.        18.        9.75       0.81       0.25                 2301000200092 
 15.        18.        10.5       0.27       0.08                 2301000200093 
 18.        21.        1.675      56.        9.                   2301000200094 
 18.        21.        1.875      0.9        3.4                  2301000200095 
 18.        21.        2.25       51.        8.                   2301000200096 
 18.        21.        2.75       4.4        2.5                  2301000200097 
 18.        21.        3.25       17.9       3.2                  2301000200098 
 18.        21.        3.75       7.1        1.6                  2301000200099 
 18.        21.        4.25       3.5        1.2                  2301000200100 
 18.        21.        4.75       4.7        1.2                  2301000200101 
 18.        21.        5.25       3.1        0.8                  2301000200102 
 18.        21.        5.75       3.9        0.8                  2301000200103 
 18.        21.        6.25       2.8        0.7                  2301000200104 
 18.        21.        6.75       1.5        0.5                  2301000200105 
 18.        21.        7.25       1.1        0.4                  2301000200106 
 18.        21.        7.75       1.2        0.4                  2301000200107 
 18.        21.        8.25       0.71       0.33                 2301000200108 
 18.        21.        8.75       0.62       0.19                 2301000200109 
 18.        21.        9.25       0.14       0.17                 2301000200110 
 18.        21.        9.75       0.16       0.13                 2301000200111 
 18.        21.        10.5       0.10       0.05                 2301000200112 
 21.        24.        1.675      56.        9.                   2301000200113 
 21.        24.        1.875      7.         4.                   2301000200114 
 21.        24.        2.25       54.        9.                   2301000200115 
 21.        24.        2.75       9.0        2.9                  2301000200116 
 21.        24.        3.25       19.2       3.4                  2301000200117 
 21.        24.        3.75       9.5        2.0                  2301000200118 
 21.        24.        4.25       5.2        1.4                  2301000200119 
 21.        24.        4.75       6.2        1.4                  2301000200120 
 21.        24.        5.25       2.8        0.8                  2301000200121 
 21.        24.        5.75       4.2        0.9                  2301000200122 
 21.        24.        6.25       2.1        0.6                  2301000200123 
 21.        24.        6.75       2.4        0.6                  2301000200124 
 21.        24.        7.25       2.2        0.5                  2301000200125 
 21.        24.        7.75       0.59       0.32                 2301000200126 
 21.        24.        8.25       0.41       0.28                 2301000200127 
 21.        24.        8.75       0.33       0.15                 2301000200128 
 21.        24.        9.25       0.04       0.12                 2301000200129 
 21.        24.        9.75       0.35       0.13                 2301000200130 
 21.        24.        10.5       0.13       0.05                 2301000200131 
 24.        27.        1.675      59.        9.                   2301000200132 
 24.        27.        1.875      10.        4.                   2301000200133 
 24.        27.        2.25       60.        10.                  2301000200134 
 24.        27.        2.75       11.        4.                   2301000200135 
 24.        27.        3.25       24.        4.                   2301000200136 
 24.        27.        3.75       10.7       2.3                  2301000200137 
 24.        27.        4.25       7.0        1.8                  2301000200138 
 24.        27.        4.75       9.1        1.9                  2301000200139 
 24.        27.        5.25       5.6        1.2                  2301000200140 
 24.        27.        5.75       4.6        1.0                  2301000200141 
 24.        27.        6.25       6.2        1.2                  2301000200142 
 24.        27.        6.75       2.2        0.6                  2301000200143 
 24.        27.        7.25       2.3        0.6                  2301000200144 
 24.        27.        7.75       1.7        0.5                  2301000200145 
 24.        27.        8.25       1.5        0.4                  2301000200146 
 24.        27.        8.75       0.87       0.25                 2301000200147 
 24.        27.        9.25       0.45       0.20                 2301000200148 
 24.        27.        9.75       0.28       0.15                 2301000200149 
 24.        27.        10.5       0.06       0.04                 2301000200150 
 27.        30.        1.675      56.        9.                   2301000200151 
 27.        30.        1.875      9.         4.                   2301000200152 
 27.        30.        2.25       54.        9.                   2301000200153 
 27.        30.        2.75       8.0        3.4                  2301000200154 
 27.        30.        3.25       25.        4.                   2301000200155 
 27.        30.        3.75       9.1        2.3                  2301000200156 
 27.        30.        4.25       11.6       2.4                  2301000200157 
 27.        30.        4.75       5.8        1.7                  2301000200158 
 27.        30.        5.25       9.6        1.8                  2301000200159 
 27.        30.        5.75       4.1        1.1                  2301000200160 
 27.        30.        6.25       4.0        1.0                  2301000200161 
 27.        30.        6.75       4.5        0.9                  2301000200162 
 27.        30.        7.25       3.0        0.7                  2301000200163 
 27.        30.        7.75       0.2        0.5                  2301000200164 
 27.        30.        8.25       3.4        0.7                  2301000200165 
 27.        30.        8.75       0.58       0.24                 2301000200166 
 27.        30.        9.25       0.96       0.28                 2301000200167 
 30.        33.        1.675      29.        5.                   2301000200168 
 30.        33.        1.875      10.        5.                   2301000200169 
 30.        33.        2.25       28.        6.                   2301000200170 
 30.        33.        2.75       12.        4.                   2301000200171 
 30.        33.        3.25       14.6       3.5                  2301000200172 
 30.        33.        3.75       6.8        2.3                  2301000200173 
 30.        33.        4.25       8.8        2.4                  2301000200174 
 30.        33.        4.75       3.6        1.9                  2301000200175 
 30.        33.        5.25       7.5        1.7                  2301000200176 
 30.        33.        5.75       4.2        1.3                  2301000200177 
 30.        33.        6.25       4.1        1.1                  2301000200178 
 30.        33.        6.75       3.8        1.0                  2301000200179 
 30.        33.        7.25       1.0        0.7                  2301000200180 
 30.        33.        7.75       1.3        0.8                  2301000200181 
 30.        33.        8.25       3.3        0.8                  2301000200182 
 30.        33.        8.75       0.66       0.33                 2301000200183 
 30.        33.        9.25       0.96       0.34                 2301000200184 
ENDDATA            169          0                                 2301000200185 
ENDSUBENT          184          0                                 2301000299999 
SUBENT        23010003   20071225                             21902301000300001 
BIB                  4         10                                 2301000300002 
REACTION   (26-FE-0(N,X)0-G-0,PAR,DA,,AV,DERIV) Averaged over     2301000300003 
             energy interval given in the DATA section            2301000300004 
EN-SEC     ANG is polar angle between beam and prompt gamma in    2301000300005 
           laboratory system                                      2301000300006 
           (E,G)                                                  2301000300007 
ERR-ANALYS (DATA-ERR)     Error bars on Fig.9                     2301000300008 
STATUS     (DEP,23010002) Derived from Table.1, p1139 of          2301000300009 
                          reference (data points)                 2301000300010 
           (CURVE) Scanned from Fig.9, p1141 of reference (error  2301000300011 
                   bars)                                          2301000300012 
ENDBIB              10          0                                 2301000300013 
COMMON               2          3                                 2301000300014 
E-MIN      ANG                                                    2301000300015 
MEV        ADEG                                                   2301000300016 
 1.5        144.                                                  2301000300017 
ENDCOMMON            3          0                                 2301000300018 
DATA                 4          9                                 2301000300019 
EN-MIN     EN-MAX     DATA       DATA-ERR                         2301000300020 
MEV        MEV        B/SR       B/SR                             2301000300021 
  6.         9.        0.151      0.027                           2301000300022 
  9.        12.        0.187      0.035                           2301000300023 
 12.        15.        0.152      0.028                           2301000300024 
 15.        18.        0.087      0.017                           2301000300025 
 18.        21.        0.064      0.012                           2301000300026 
 21.        24.        0.073      0.014                           2301000300027 
 24.        27.        0.089      0.017                           2301000300028 
 27.        30.        0.087      0.018                           2301000300029 
 30.        33.        0.059      0.016                           2301000300030 
ENDDATA             11          0                                 2301000300031 
ENDSUBENT           30          0                                 2301000399999 
ENDENTRY             3          0                                 2301099999999 
