ENTRY            22717   20031111                             00002271700000001 
SUBENT        22717001   20031111                             00002271700100001 
BIB                 11         22                                 2271700100002 
TITLE      Differential cross section for elastic n+d scattering  2271700100003 
           and n+d break-up quasi free-scattering at 67 MeV       2271700100004 
           vector polarized deuterons on 9Be and 12C              2271700100005 
AUTHOR     (J.BALEWSKI,K.BODEK,L.JARCZYK,B.KAMYS,ST.KISTRYN,      2271700100006 
           A.STRZALKOWSKI,W.HAJDAS,R.MULLER,B.DECHANT,J.KRUG,     2271700100007 
           W.LUBCKE,H.RUHL,G.SPANGARDT,M.STEINKE,M.STEPHAN,       2271700100008 
           D.KAMKE,R.HENNECK,H.WITALA,W.GLOCKLE,J.GOLAK)          2271700100009 
INSTITUTE  (3POLUJK,2SWTETH,2GERBOC,2SWTPSI)                      2271700100010 
REFERENCE  (J,NP/A,581,131,1995)                                  2271700100011 
FACILITY   (CYCLO,2SWTPSI)                                        2271700100012 
METHOD     (PSD)                                                  2271700100013 
INC-SOURCE Neutrons were produced by the 2H(p,n)pp reaction at    2271700100014 
           0 degr. utilizing protons of 72 MeV,impinging on a     2271700100015 
           liquid deuterium target. The neutron flux behind       2271700100016 
           collimator with an opening angle of 0.3 degr.          2271700100017 
           was about 5 x 10**5 neutrons/s per 1 mu-A of           2271700100018 
           proton beam.                                           2271700100019 
DETECTOR   (SCIN) deutrated liquid scintillators NE213.           2271700100020 
ERR-ANALYS (ERR-1) The overall normalization error                2271700100021 
           (ERR-S) Statistical error                              2271700100022 
STATUS     (TABLE) tbl.1,2                                        2271700100023 
HISTORY    (20031111C)                                            2271700100024 
ENDBIB              22          0                                 2271700100025 
COMMON               3          3                                 2271700100026 
EN         EN-RSL-FW  ERR-1                                       2271700100027 
MEV        MEV        PER-CENT                                    2271700100028 
  67.0        3.0      10.0                                       2271700100029 
ENDCOMMON            3          0                                 2271700100030 
ENDSUBENT           29          0                                 2271700199999 
SUBENT        22717002   20031111                             00002271700200001 
BIB                  1          1                                 2271700200002 
REACTION   (1-H-2(N,EL)1-H-2,,DA)                                 2271700200003 
ENDBIB               1          0                                 2271700200004 
NOCOMMON             0          0                                 2271700200005 
DATA                 3          5                                 2271700200006 
ANG-CM     DATA-CM    ERR-S                                       2271700200007 
ADEG       MB/SR      MB/SR                                       2271700200008 
  30.3       22.7       1.8                                       2271700200009 
  45.1       10.8       0.8                                       2271700200010 
  59.6        4.70      0.38                                      2271700200011 
  75.5        2.06      0.16                                      2271700200012 
  86.6        1.36      0.14                                      2271700200013 
ENDDATA              7          0                                 2271700200014 
ENDSUBENT           13          0                                 2271700299999 
SUBENT        22717003   20031111                             00002271700300001 
BIB                  1          1                                 2271700300002 
REACTION   (1-H-2(N,X)0-NN-1,,DA/DE)                              2271700300003 
ENDBIB               1          0                                 2271700300004 
NOCOMMON             0          0                                 2271700300005 
DATA                 4         56                                 2271700300006 
E          ANG-CM     DATA-CM    ERR-S                            2271700300007 
MEV        ADEG       MB/SR/MEV  MB/SR/MEV                        2271700300008 
  10.        40.       0.113      0.012                           2271700300009 
  12.        40.       0.135      0.014                           2271700300010 
  14.        40.       0.141      0.014                           2271700300011 
  14.        51.5      0.209      0.022                           2271700300012 
  16.        40.       0.166      0.017                           2271700300013 
  16.        51.5      0.265      0.027                           2271700300014 
  18.        40.       0.192      0.019                           2271700300015 
  18.        51.5      0.294      0.030                           2271700300016 
  18.        60.       0.253      0.025                           2271700300017 
  20.        30.       0.162      0.017                           2271700300018 
  20.        40.       0.216      0.022                           2271700300019 
  20.        51.5      0.280      0.028                           2271700300020 
  20.        60.       0.235      0.022                           2271700300021 
  22.        30.       0.158      0.017                           2271700300022 
  22.        40.       0.242      0.023                           2271700300023 
  22.        51.5      0.336      0.033                           2271700300024 
  22.        60.       0.192      0.018                           2271700300025 
  24.        30.       0.169      0.018                           2271700300026 
  24.        40.       0.278      0.026                           2271700300027 
  24.        51.5      0.376      0.036                           2271700300028 
  24.        60.       0.164      0.016                           2271700300029 
  26.        30.       0.190      0.019                           2271700300030 
  26.        40.       0.299      0.028                           2271700300031 
  26.        51.5      0.315      0.032                           2271700300032 
  28.        20.       0.167      0.025                           2271700300033 
  28.        30.       0.195      0.019                           2271700300034 
  28.        40.       0.314      0.030                           2271700300035 
  28.        51.5      0.264      0.026                           2271700300036 
  30.        20.       0.164      0.024                           2271700300037 
  30.        30.       0.222      0.022                           2271700300038 
  30.        40.       0.354      0.035                           2271700300039 
  30.        51.5      0.196      0.019                           2271700300040 
  32.        20.       0.165      0.025                           2271700300041 
  32.        30.       0.254      0.025                           2271700300042 
  32.        40.       0.368      0.036                           2271700300043 
  32.        51.5      0.191      0.018                           2271700300044 
  34.        20.       0.181      0.026                           2271700300045 
  34.        30.       0.262      0.026                           2271700300046 
  34.        40.       0.412      0.037                           2271700300047 
  36.        20.       0.197      0.028                           2271700300048 
  36.        30.       0.334      0.032                           2271700300049 
  36.        40.       0.460      0.041                           2271700300050 
  38.        20.       0.262      0.034                           2271700300051 
  38.        30.       0.378      0.036                           2271700300052 
  38.        40.       0.411      0.038                           2271700300053 
  40.        20.       0.280      0.036                           2271700300054 
  40.        30.       0.451      0.042                           2271700300055 
  40.        40.       0.430      0.039                           2271700300056 
  42.        20.       0.321      0.040                           2271700300057 
  42.        30.       0.500      0.046                           2271700300058 
  44.        20.       0.377      0.045                           2271700300059 
  44.        30.       0.572      0.053                           2271700300060 
  46.        20.       0.400      0.048                           2271700300061 
  46.        30.       0.524      0.049                           2271700300062 
  48.        20.       0.461      0.054                           2271700300063 
  50.        20.       0.594      0.066                           2271700300064 
ENDDATA             58          0                                 2271700300065 
ENDSUBENT           64          0                                 2271700399999 
ENDENTRY             3          0                                 2271799999999 
