ENTRY            22150   20161226                             225322150  0    1 
SUBENT        22150001   20161226                             225322150  1    1 
BIB                 11         36                                 22150  1    2 
TITLE      Measurements of differential cross sections for the    22150  1    3 
            reactions 6,7Li(n,d)5,6He and 6,7Li(n,t)4,5He at      22150  1    4 
            14.1 MeV                                              22150  1    5 
AUTHOR     (S.Shirato, S.Shibuya, K.Hata, Y.Ando, K.Shibata)      22150  1    6 
INSTITUTE  (2JPNYOK,2JPNJAE)                                      22150  1    7 
           (2JPNJPN) Sumitomo Heavy Industries, Ltd.              22150  1    8 
REFERENCE  ((R,INDC(JPN)-126,1989)=(R,NEANDC(J)-139,1989)=        22150  1    9 
           (R,JAERI-M-89-107,1989))                               22150  1   10 
           (C,88MITO,,249,1988)                                   22150  1   11 
            7Li(n,t)5He and preliminary 7Li(n,d0,1)6He ADX in fig 22150  1   12 
REL-REF    (O,21694001,S.Shirato+,R,INDC(JPN)-126,1989)           22150  1   13 
            6Li+n data at 14.1 MeV compiled separaltey            22150  1   14 
           (M,,S.Shirato+,J,NIM/A,278,477,1989)                   22150  1   15 
            Associated alpha-particle method                      22150  1   16 
FACILITY   (CCW,2JPNYOK) "new" 300 kV Cockcroft-Walton accelerator22150  1   17 
INC-SOURCE (D-T) 170 keV deuterons on T-Ti-Cu target              22150  1   18 
SAMPLE     (3-LI-7,ENR=0.99988) 7Li (3.90+/-0.06 mg/cm2 thick)    22150  1   19 
            placed 3.0 cm from the neutron producing target at    22150  1   20 
            the centre of a scattering chamber.                   22150  1   21 
METHOD     (EDE,ASSOP)                                            22150  1   22 
DETECTOR   (TELES,PROPC,PROPC,SI,SI)                              22150  1   23 
            Two telescopes each of which consists of:             22150  1   24 
             - Two gas proportional counters (Ar+5% of CO2, 100   22150  1   25 
               Torr) as dE detector for alpha detection.          22150  1   26 
             - Two Si detectors as dE and E detectors for proton, 22150  1   27 
               deuteron and triton detection.                     22150  1   28 
           (SCIN,SI) NE213 liquid scintillator at 0 deg and       22150  1   29 
            Si p-i-n photodiode at 90 deg as neutron monitors     22150  1   30 
           (SI) Si p-i-n photodiode for associated alpha detection22150  1   31 
HISTORY    (19900830C) S.W.                                       22150  1   32 
           (19990928A)  . .  Corrected by S.M.                    22150  1   33 
           (20161010A) SD:Updated to new date formats,lower case. 22150  1   34 
           BIB update. EN-CM -> EN in COMMON section. ERR-ANALYS  22150  1   35 
           update. Data presentation was modified following tables22150  1   36 
           (20161226A) On. ERR-ANALYS deleted. Major revisions in 22150  1   37 
            002-006. Part of 004 moved to 007 (new).              22150  1   38 
ENDBIB              36          0                                 22150  1   39 
COMMON               1          3                                 22150  1   40 
EN                                                                22150  1   41 
MEV                                                               22150  1   42 
 14.1                                                             22150  1   43 
ENDCOMMON            3          0                                 22150  1   44 
ENDSUBENT           43          0                                 22150  199999 
SUBENT        22150002   20161226                             225322150  2    1 
BIB                  5         13                                 22150  2    2 
REACTION   (3-LI-7(N,X)1-H-3,,DA/DE)                              22150  2    3 
CORRECTION Corrected for background, deuteron energy losses in    22150  2    4 
            target and counter gas, degraded neutron effects.     22150  2    5 
ERR-ANALYS (ERR-S) Statistical counting error only. FWHM in       22150  2    6 
            INDC(JPN)-126 converted to standard deviation         22150  2    7 
            (divided by 2.35482) by compiler.                     22150  2    8 
STATUS     (TABLE) Table A2 of INDC(JPN)-126                      22150  2    9 
HISTORY    (19990928A) Reaction code corrected - He-5 changed to  22150  2   10 
            He-4, (n,t) to (n,n+t)                                22150  2   11 
           (20161010A) SD: SF3=N+T -> X in REACTION code.         22150  2   12 
            FWHM was converted to standard deviation again by     22150  2   13 
            adopting the conversion factor 2.35482 instead of 2.  22150  2   14 
           (20161226A) On. REACTION corrected. DATA-ERR -> ERR-S. 22150  2   15 
ENDBIB              13          0                                 22150  2   16 
NOCOMMON             0          0                                 22150  2   17 
DATA                 4        274                                 22150  2   18 
ANG        E          DATA       ERR-S                            22150  2   19 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        22150  2   20 
  5.8        3.2        6.4       0.4                             22150  2   21 
  5.8        3.4        5.4       0.3                             22150  2   22 
  5.8        3.6        5.2       0.3                             22150  2   23 
  5.8        3.8        5.3       0.3                             22150  2   24 
  5.8        4.0        5.4       0.3                             22150  2   25 
  5.8        4.2        5.4       0.3                             22150  2   26 
  5.8        4.4        5.1       0.3                             22150  2   27 
  5.8        4.6        4.8       0.3                             22150  2   28 
  5.8        4.8        4.8       0.3                             22150  2   29 
  5.8        5.0        5.2       0.3                             22150  2   30 
  5.8        5.2        5.2       0.3                             22150  2   31 
  5.8        5.4        5.0       0.3                             22150  2   32 
  5.8        5.6        4.8       0.3                             22150  2   33 
  5.8        5.8        4.8       0.3                             22150  2   34 
  5.8        6.0        5.4       0.3                             22150  2   35 
  5.8        6.2        5.1       0.3                             22150  2   36 
  5.8        6.4        4.3       0.3                             22150  2   37 
  5.8        6.6        4.0       0.3                             22150  2   38 
  5.8        6.8        4.0       0.3                             22150  2   39 
  5.8        7.0        3.7       0.3                             22150  2   40 
  5.8        7.2        3.4       0.3                             22150  2   41 
  5.8        7.4        3.3       0.3                             22150  2   42 
  5.8        7.6        3.6       0.3                             22150  2   43 
  5.8        7.8        4.0       0.3                             22150  2   44 
  5.8        8.0        3.7       0.3                             22150  2   45 
  5.8        8.2        3.8       0.3                             22150  2   46 
  5.8        8.4        4.2       0.3                             22150  2   47 
  5.8        8.6        4.6       0.3                             22150  2   48 
  5.8        8.8        5.1       0.3                             22150  2   49 
  5.8        9.0        5.2       0.3                             22150  2   50 
  5.8        9.2        5.9       0.3                             22150  2   51 
  5.8        9.4        6.7       0.3                             22150  2   52 
  5.8        9.6        8.2       0.3                             22150  2   53 
  5.8        9.8       10.6       0.4                             22150  2   54 
  5.8       10.0       12.4       0.4                             22150  2   55 
  5.8       10.2       11.8       0.4                             22150  2   56 
  5.8       10.4        8.4       0.3                             22150  2   57 
  5.8       10.6        5.1       0.3                             22150  2   58 
  5.8       10.8        2.7       0.2                             22150  2   59 
  5.8       11.0        1.2       0.1                             22150  2   60 
  9.4        3.2        6.1       0.4                             22150  2   61 
  9.4        3.4        4.8       0.3                             22150  2   62 
  9.4        3.6        4.4       0.3                             22150  2   63 
  9.4        3.8        4.8       0.3                             22150  2   64 
  9.4        4.0        5.7       0.3                             22150  2   65 
  9.4        4.2        5.8       0.3                             22150  2   66 
  9.4        4.4        5.5       0.3                             22150  2   67 
  9.4        4.6        5.1       0.3                             22150  2   68 
  9.4        4.8        4.5       0.3                             22150  2   69 
  9.4        5.0        5.0       0.3                             22150  2   70 
  9.4        5.2        5.0       0.3                             22150  2   71 
  9.4        5.4        5.4       0.3                             22150  2   72 
  9.4        5.6        4.7       0.3                             22150  2   73 
  9.4        5.8        5.6       0.3                             22150  2   74 
  9.4        6.0        6.6       0.3                             22150  2   75 
  9.4        6.2        6.2       0.3                             22150  2   76 
  9.4        6.4        4.5       0.3                             22150  2   77 
  9.4        6.6        3.4       0.3                             22150  2   78 
  9.4        6.8        3.0       0.3                             22150  2   79 
  9.4        7.0        2.7       0.3                             22150  2   80 
  9.4        7.2        2.7       0.3                             22150  2   81 
  9.4        7.4        2.6       0.3                             22150  2   82 
  9.4        7.6        2.7       0.3                             22150  2   83 
  9.4        7.8        2.6       0.3                             22150  2   84 
  9.4        8.0        4.4       0.3                             22150  2   85 
  9.4        8.2        4.1       0.3                             22150  2   86 
  9.4        8.4        4.0       0.3                             22150  2   87 
  9.4        8.6        3.8       0.3                             22150  2   88 
  9.4        8.8        4.5       0.3                             22150  2   89 
  9.4        9.0        4.8       0.3                             22150  2   90 
  9.4        9.2        5.6       0.3                             22150  2   91 
  9.4        9.4        7.3       0.3                             22150  2   92 
