ENTRY            C0528   19990720                             0000C052800000001 
SUBENT        C0528001   19990720                             0000C052800100001 
BIB                 14         29                                 C052800100002 
INSTITUTE  (1CANMNA,1USALAS)                                      C052800100003 
REFERENCE  (J,PR/C,31,1651,198505)                                C052800100004 
AUTHOR     (R.H.MCCAMIS,P.J.T.VERHEIJEN,W.T.H.VANOERS,            C052800100005 
           P.DRAKOPOULOS,C.LAPOINTE,G.R.MAUGHAN,N.T.OKUMUSOGLU,   C052800100006 
           R.E.BROWN)                                             C052800100007 
TITLE      3He(pol)(p,p)3He analyzing powers between 25 and 35    C052800100008 
            MeV                                                   C052800100009 
FACILITY   (CYCLO,1CANMNA)                                        C052800100010 
INC-SOURCE (POLTR)                                                C052800100011 
SAMPLE     Polarized 3He gas target.                              C052800100012 
METHOD     (EDE)                                                  C052800100013 
DETECTOR   (TELES) DE-E telescopes consisting of either           C052800100014 
            1 silicon surface-barrier and 1 NaI detector, or      C052800100015 
            2 silicon surface-barrier detectors.                  C052800100016 
ANALYSIS   Data is weighted average of all measurements at a      C052800100017 
            given angle.                                          C052800100018 
CORRECTION Corrected for background and system dead time.         C052800100019 
ERR-ANALYS (EN-ERR) Uncertainty in incident proton energy.        C052800100020 
           (ANG-ERR) Accuaracy of scattering angle setting.       C052800100021 
           (DATA-ERR) Relative uncertainty which is dominated by  C052800100022 
            counting statistics, and also includes uncertainties  C052800100023 
            in:                                                   C052800100024 
            . target polarization measurement,                    C052800100025 
            . beam current integration,                           C052800100026 
            . determination of scattering angle.                  C052800100027 
           Normalization uncertainty in target polarization (5%). C052800100028 
STATUS     (APRVD) Approved by W.T.H. van Oers, 19 July 1999.     C052800100029 
           Data taken from Table II in article.                   C052800100030 
HISTORY    (19990629C) VM                                         C052800100031 
ENDBIB              29          0                                 C052800100032 
NOCOMMON             0          0                                 C052800100033 
ENDSUBENT           32          0                                 C052800199999 
SUBENT        C0528002   19990714                             0000C052800200001 
BIB                  1          1                                 C052800200002 
REACTION   (2-HE-3(P,EL)2-HE-3,,POL/DA,,ANA)                      C052800200003 
ENDBIB               1          0                                 C052800200004 
COMMON               3          3                                 C052800200005 
EN-ERR     EN-RSL-FW  ANG-ERR                                     C052800200006 
KEV        KEV        ADEG                                        C052800200007 
150.       200.         0.1                                       C052800200008 
ENDCOMMON            3          0                                 C052800200009 
DATA                 4         38                                 C052800200010 
EN         ANG        DATA       DATA-ERR                         C052800200011 
MEV        ADEG       NO-DIM     NO-DIM                           C052800200012 
 25.0       40.0      -0.089      0.025                           C052800200013 
 25.0       50.0      -0.129      0.023                           C052800200014 
 25.0       60.0      -0.177      0.025                           C052800200015 
 25.0       70.0      -0.226      0.042                           C052800200016 
 25.0       80.0      -0.248      0.092                           C052800200017 
 25.0       90.0      -0.10       0.15                            C052800200018 
 30.0       30.0      -0.069      0.042                           C052800200019 
 30.0       40.0      -0.061      0.018                           C052800200020 
 30.0       50.0      -0.175      0.025                           C052800200021 
 30.0       60.0      -0.236      0.026                           C052800200022 
 30.0       70.0      -0.219      0.038                           C052800200023 
 30.0       80.0      -0.337      0.091                           C052800200024 
 30.0       90.0      -0.096      0.053                           C052800200025 
 30.0      100.0       0.182      0.064                           C052800200026 
 30.0      110.0       0.452      0.036                           C052800200027 
 30.0      120.0       0.331      0.033                           C052800200028 
 30.0      130.0       0.184      0.028                           C052800200029 
 30.0      140.0       0.082      0.044                           C052800200030 
 32.5       30.0      -0.054      0.024                           C052800200031 
 32.5       40.0      -0.062      0.020                           C052800200032 
 32.5       50.0      -0.134      0.024                           C052800200033 
 32.5       60.0      -0.198      0.025                           C052800200034 
 32.5       70.0      -0.233      0.026                           C052800200035 
 32.5       80.0      -0.219      0.041                           C052800200036 
 32.5       90.0      -0.136      0.063                           C052800200037 
 32.5      100.0       0.25       0.10                            C052800200038 
 35.0       30.0      -0.034      0.019                           C052800200039 
 35.0       40.0      -0.085      0.019                           C052800200040 
 35.0       50.0      -0.134      0.026                           C052800200041 
 35.0       60.0      -0.217      0.030                           C052800200042 
 35.0       70.0      -0.238      0.034                           C052800200043 
 35.0       80.0      -0.271      0.054                           C052800200044 
 35.0       90.0      -0.131      0.036                           C052800200045 
 35.0      100.0       0.155      0.055                           C052800200046 
 35.0      110.0       0.397      0.039                           C052800200047 
 35.0      120.0       0.323      0.035                           C052800200048 
 35.0      130.0       0.205      0.033                           C052800200049 
 35.0      140.0       0.194      0.040                           C052800200050 
ENDDATA             40          0                                 C052800200051 
ENDSUBENT           50          0                                 C052800299999 
ENDENTRY             2          0                                 C052899999999 
