ENTRY            C0370   20240303                             C235C037000000001 
SUBENT        C0370001   20240303                             C235C037000100001 
BIB                 12         19                                 C037000100002 
INSTITUTE  (1USALRL)                                              C037000100003 
REFERENCE  (J,PR,111,886,1958)                                    C037000100004 
           #doi:J,PR,111,886,1958                                 C037000100005 
AUTHOR     (P.C.Stevenson,H.G.Hicks,W.E.Nervik,D.R.Nethaway)      C037000100006 
TITLE      Further radiochemical studies of the high-energy       C037000100007 
            fission products                                      C037000100008 
FACILITY   (CYCLO,1USALRL)                                        C037000100009 
SAMPLE     Natural uranium target foils.                          C037000100010 
METHOD     (ACTIV,CHSEP,BCINT)                                    C037000100011 
MONITOR    (13-AL-27(P,X)11-NA-24,,SIG)                           C037000100012 
           (13-AL-27(D,X)11-NA-24,,SIG)                           C037000100013 
DETECTOR   (NAICR)                                                C037000100014 
ERR-ANALYS Not given.                                             C037000100015 
STATUS     (TABLE,,P.C.Stevenson+,J,PR,111,886,1958)              C037000100016 
            table I, II and III.                                  C037000100017 
HISTORY    (19870907C)                                            C037000100018 
           (19881011U) BIB correction.                            C037000100019 
           (20240228A) OS. REACTION modified in subs.6,7, some BIBC037000100020 
            updates, converted to lower and upper case            C037000100021 
ENDBIB              19          0                                 C037000100022 
NOCOMMON             0          0                                 C037000100023 
ENDSUBENT           22          0                                 C037000199999 
SUBENT        C0370002   19871228                             0000C037000200001 
BIB                  1          1                                 C037000200002 
REACTION   (92-U-238(P,F)ELEM/MASS,,SIG)                          C037000200003 
ENDBIB               1          0                                 C037000200004 
NOCOMMON             0          0                                 C037000200005 
DATA                 4         22                                 C037000200006 
EN         ELEMENT    MASS       DATA                             C037000200007 
MEV        NO-DIM     NO-DIM     MB                               C037000200008 
  32.       57.        140.       2.8                             C037000200009 
  70.       39.         90.       0.02                            C037000200010 
  70.       57.        140.       8.6                             C037000200011 
  70.       59.        143.        0.36                           C037000200012 
 100.       39.         90.       0.11                            C037000200013 
 100.       57.        140.       8.6                             C037000200014 
 100.       59.        143.        2.1                            C037000200015 
 150.       39.         90.       0.15                            C037000200016 
 150.       57.        140.       7.9                             C037000200017 
 150.       59.        143.        2.0                            C037000200018 
 200.       39.         90.       3.7                             C037000200019 
 200.       57.        140.       6.2                             C037000200020 
 200.       59.        143.        1.9                            C037000200021 
 250.       39.         90.       3.8                             C037000200022 
 250.       57.        140.       7.3                             C037000200023 
 250.       59.        143.        2.2                            C037000200024 
 300.       39.         90.       3.9                             C037000200025 
 300.       57.        140.       7.0                             C037000200026 
 300.       59.        143.        2.3                            C037000200027 
 340.       39.         90.       7.2                             C037000200028 
 340.       57.        140.       5.5                             C037000200029 
 340.       59.        143.        1.9                            C037000200030 
ENDDATA             24          0                                 C037000200031 
ENDSUBENT           30          0                                 C037000299999 
SUBENT        C0370003   19871228                             0000C037000300001 
BIB                  1          1                                 C037000300002 
REACTION   (92-U-238(P,F)ELEM/MASS,CUM,SIG)                       C037000300003 
ENDBIB               1          0                                 C037000300004 
NOCOMMON             0          0                                 C037000300005 
DATA                 4         85                                 C037000300006 
EN         ELEMENT    MASS       DATA                             C037000300007 
MEV        NO-DIM     NO-DIM     MB                               C037000300008 
  10.       39.         91.        0.34                           C037000300009 
  10.       39.         93.        0.80                           C037000300010 
  10.       42.         99.        1.9                            C037000300011 
  10.       58.        141.        1.7                            C037000300012 
  10.       58.        143.        1.2                            C037000300013 
  10.       58.        144.        1.1                            C037000300014 
  10.       60.        147.        0.60                           C037000300015 
  10.       62.        153.        0.12                           C037000300016 
  10.       63.        156.        0.02                           C037000300017 
  10.       63.        157.        0.02                           C037000300018 
  32.       39.         91.       27.                             C037000300019 
  32.       39.         93.       43.                             C037000300020 
  32.       42.         99.       62.                             C037000300021 
  32.       58.        141.       48.                             C037000300022 
  32.       58.        143.       45.                             C037000300023 
  32.       58.        144.       35.                             C037000300024 
  32.       60.        147.       17.                             C037000300025 
  32.       62.        153.        4.2                            C037000300026 
  32.       63.        156.        1.12                           C037000300027 
  32.       63.        157.        0.69                           C037000300028 
  70.       39.         91.       27.                             C037000300029 
  70.       42.         99.       71.                             C037000300030 
  70.       58.        141.       49.                             C037000300031 
  70.       58.        143.       36.                             C037000300032 
  70.       58.        144.       30.                             C037000300033 
  70.       60.        147.       17.                             C037000300034 
  70.       62.        153.        4.6                            C037000300035 
  70.       63.        156.        1.22                           C037000300036 
  70.       63.        157.        0.90                           C037000300037 
 100.       39.         91.       30.                             C037000300038 
 100.       39.         93.       79.                             C037000300039 
 100.       42.         99.       69.                             C037000300040 
 100.       58.        141.       51.                             C037000300041 
 100.       58.        143.       31.                             C037000300042 
 100.       58.        144.       28.                             C037000300043 
 100.       60.        147.       18.                             C037000300044 
 100.       62.        153.        4.4                            C037000300045 
 100.       63.        156.        1.31                           C037000300046 
 100.       63.        157.        0.89                           C037000300047 
 150.       39.         91.       27.                             C037000300048 
 150.       39.         93.       39.                             C037000300049 
 150.       42.         99.       55.                             C037000300050 
 150.       58.        141.       36.                             C037000300051 
 150.       58.        143.       22.                             C037000300052 
 150.       58.        144.       18.                             C037000300053 
 150.       60.        147.       12.                             C037000300054 
 150.       62.        153.        3.1                            C037000300055 
 150.       63.        156.        0.93                           C037000300056 
 150.       63.        157.        0.54                           C037000300057 
 200.       39.         91.       26.                             C037000300058 
 200.       39.         93.       38.                             C037000300059 
 200.       42.         99.       53.                             C037000300060 
 200.       58.        141.       36.                             C037000300061 
 200.       58.        143.       21.                             C037000300062 
 200.       58.        144.       17.                             C037000300063 
 200.       60.        147.       11.3                            C037000300064 
 200.       62.        153.        2.6                            C037000300065 
 200.       63.        156.        0.86                           C037000300066 
 200.       63.        157.        0.46                           C037000300067 
 250.       39.         91.       37.                             C037000300068 
 250.       39.         93.       38.                             C037000300069 
 250.       42.         99.       58.                             C037000300070 
 250.       58.        143.       21.                             C037000300071 
 250.       60.        147.       11.4                            C037000300072 
 250.       62.        153.        2.6                            C037000300073 
 250.       63.        156.        0.92                           C037000300074 
 250.       63.        157.        0.47                           C037000300075 
 300.       39.         91.       37.                             C037000300076 
 300.       39.         93.       38.                             C037000300077 
 300.       42.         99.       62.                             C037000300078 
 300.       58.        143.       23.                             C037000300079 
 300.       60.        147.       10.8                            C037000300080 
 300.       62.        153.        2.4                            C037000300081 
 300.       63.        156.        1.12                           C037000300082 
 300.       63.        157.        0.42                           C037000300083 
 340.       39.         91.       32.                             C037000300084 
 340.       39.         93.       38.                             C037000300085 
 340.       42.         99.       59.                             C037000300086 
 340.       58.        141.       31.                             C037000300087 
 340.       58.        143.       20.                             C037000300088 
 340.       58.        144.       14.                             C037000300089 
 340.       60.        147.        9.7                            C037000300090 
 340.       62.        153.        2.0                            C037000300091 
 340.       63.        156.        1.22                           C037000300092 
 340.       63.        157.        0.40                           C037000300093 
ENDDATA             87          0                                 C037000300094 
ENDSUBENT           93          0                                 C037000399999 
SUBENT        C0370004   20240303                             C235C037000400001 
BIB                  2          2                                 C037000400002 
REACTION   (92-U-238(D,F)ELEM/MASS,,SIG)                          C037000400003 
HISTORY    (19881011A) DATA-MAX added.                            C037000400004 
ENDBIB               2          0                                 C037000400005 
NOCOMMON             0          0                                 C037000400006 
DATA                 5         34                                 C037000400007 
EN         ELEMENT    MASS       DATA       DATA-MAX              C037000400008 
MEV        NO-DIM     NO-DIM     MB         MB                    C037000400009 
  28.       39.         91.       20.                             C037000400010 
  28.       57.        140.        0.44                           C037000400011 
  50.       39.         90.                  0.1                  C037000400012 
  50.       39.         91.        4.7                            C037000400013 
  50.       57.        140.        4.0                            C037000400014 
  75.       39.         90.        0.083                          C037000400015 
  75.       39.         91.        9.5                            C037000400016 
  75.       57.        140.      10.                              C037000400017 
  75.       59.        143.       0.52                            C037000400018 
 100.       39.         90.        0.55                           C037000400019 
 100.       39.         91.       10.                             C037000400020 
 100.       57.        140.      12.                              C037000400021 
 100.       58.        141.       4.5                             C037000400022 
 100.       59.        143.       1.5                             C037000400023 
 125.       39.         90.        1.4                            C037000400024 
 125.       39.         91.       11.                             C037000400025 
 125.       57.        140.      12.                              C037000400026 
 125.       58.        141.       8.0                             C037000400027 
 125.       59.        143.       2.7                             C037000400028 
 150.       39.         90.        2.1                            C037000400029 
 150.       39.         91.       12.                             C037000400030 
 150.       57.        140.      10.                              C037000400031 
 150.       58.        141.       8.5                             C037000400032 
 150.       59.        143.       2.9                             C037000400033 
 170.       39.         90.        2.8                            C037000400034 
 170.       39.         91.       12.                             C037000400035 
 170.       57.        140.      11.                              C037000400036 
 170.       58.        141.       7.0                             C037000400037 
 170.       59.        143.       3.2                             C037000400038 
 190.       39.         90.        3.4                            C037000400039 
 190.       39.         91.       12.                             C037000400040 
 190.       57.        140.      11.                              C037000400041 
 190.       58.        141.       6.5                             C037000400042 
 190.       59.        143.       3.1                             C037000400043 
ENDDATA             36          0                                 C037000400044 
ENDSUBENT           43          0                                 C037000499999 
SUBENT        C0370005   19871228                             0000C037000500001 
BIB                  1          1                                 C037000500002 
REACTION   (92-U-238(D,F)ELEM/MASS,CUM,SIG)                       C037000500003 
ENDBIB               1          0                                 C037000500004 
NOCOMMON             0          0                                 C037000500005 
DATA                 4         90                                 C037000500006 
EN         ELEMENT    MASS       DATA                             C037000500007 
MEV        NO-DIM     NO-DIM     MB                               C037000500008 
  20.       39.         91.       19.                             C037000500009 
  20.       39.         93.       24.                             C037000500010 
  20.       42.         99.       55.                             C037000500011 
  20.       57.        141.       28.                             C037000500012 
  20.       58.        143.       22.                             C037000500013 
  20.       58.        144.       20.                             C037000500014 
  20.       60.        147.       11.                             C037000500015 
  20.       62.        153.        2.5                            C037000500016 
  20.       63.        156.        0.60                           C037000500017 
  20.       63.        157.        0.50                           C037000500018 
  28.       39.         91.       20.                             C037000500019 
  28.       39.         93.       25.                             C037000500020 
  28.       42.         99.       60.                             C037000500021 
  28.       57.        141.       30.                             C037000500022 
  28.       58.        143.       28.                             C037000500023 
  28.       58.        144.       25.                             C037000500024 
  28.       60.        147.       12.                             C037000500025 
  28.       62.        153.        2.7                            C037000500026 
  28.       63.        156.        0.67                           C037000500027 
  28.       63.        157.        0.61                           C037000500028 
  50.       39.         91.       22.                             C037000500029 
  50.       39.         93.       46.                             C037000500030 
  50.       42.         99.       68.                             C037000500031 
  50.       57.        141.       54.                             C037000500032 
  50.       58.        143.       37.                             C037000500033 
  50.       58.        144.       33.                             C037000500034 
  50.       60.        147.       22.                             C037000500035 
  50.       62.        153.        5.7                            C037000500036 
  50.       63.        156.        1.5                            C037000500037 
  50.       63.        157.        1.0                            C037000500038 
  75.       39.         91.       38.                             C037000500039 
  75.       39.         93.       65.                             C037000500040 
  75.       42.         99.       92.                             C037000500041 
  75.       57.        141.       71.                             C037000500042 
  75.       58.        143.       49.                             C037000500043 
  75.       58.        144.       43.                             C037000500044 
  75.       60.        147.       29.                             C037000500045 
  75.       62.        153.        7.2                            C037000500046 
  75.       63.        156.        2.0                            C037000500047 
  75.       63.        157.        1.5                            C037000500048 
 100.       39.         91.       42.                             C037000500049 
 100.       39.         93.       71.                             C037000500050 
 100.       42.         99.       101.                            C037000500051 
 100.       57.        141.       67.                             C037000500052 
 100.       58.        143.       46.                             C037000500053 
 100.       58.        144.       39.                             C037000500054 
 100.       60.        147.       27.                             C037000500055 
 100.       62.        153.        7.0                            C037000500056 
 100.       63.        156.        2.1                            C037000500057 
 100.       63.        157.        1.4                            C037000500058 
 125.       39.         91.       45.                             C037000500059 
 125.       39.         93.       65.                             C037000500060 
 125.       42.         99.       97.                             C037000500061 
 125.       57.        141.       59.                             C037000500062 
 125.       58.        143.       40.                             C037000500063 
 125.       58.        144.       32.                             C037000500064 
 125.       60.        147.       24.                             C037000500065 
 125.       62.        153.        6.0                            C037000500066 
 125.       63.        156.        1.9                            C037000500067 
 125.       63.        157.        1.1                            C037000500068 
 150.       39.         91.       48.                             C037000500069 
 150.       39.         93.       62.                             C037000500070 
 150.       42.         99.       92.                             C037000500071 
 150.       57.        141.       50.                             C037000500072 
 150.       58.        143.       36.                             C037000500073 
 150.       58.        144.       28.                             C037000500074 
 150.       60.        147.       21.                             C037000500075 
 150.       62.        153.        5.0                            C037000500076 
 150.       63.        156.        1.6                            C037000500077 
 150.       63.        157.        1.0                            C037000500078 
 170.       39.         91.       50.                             C037000500079 
 170.       39.         93.       65.                             C037000500080 
 170.       42.         99.       92.                             C037000500081 
 170.       57.        141.       53.                             C037000500082 
 170.       58.        143.       35.                             C037000500083 
 170.       58.        144.       29.                             C037000500084 
 170.       60.        147.       20.                             C037000500085 
 170.       62.        153.        4.8                            C037000500086 
 170.       63.        156.        1.6                            C037000500087 
 170.       63.        157.        1.0                            C037000500088 
 190.       39.         91.       51.                             C037000500089 
 190.       39.         93.       68.                             C037000500090 
 190.       42.         99.       92.                             C037000500091 
 190.       57.        141.       53.                             C037000500092 
 190.       58.        143.       35.                             C037000500093 
 190.       58.        144.       28.                             C037000500094 
 190.       60.        147.       20.                             C037000500095 
 190.       62.        153.        4.7                            C037000500096 
 190.       63.        156.        1.6                            C037000500097 
 190.       63.        157.        0.87                           C037000500098 
ENDDATA             92          0                                 C037000500099 
ENDSUBENT           98          0                                 C037000599999 
SUBENT        C0370006   20240303                             C235C037000600001 
BIB                  2          2                                 C037000600002 
REACTION   (92-U-238(P,F)60-ND-140,CUM,FY,,REL)                   C037000600003 
HISTORY    (20240228A) REACTION SF6: SIG -> FY                    C037000600004 
ENDBIB               2          0                                 C037000600005 
NOCOMMON             0          0                                 C037000600006 
DATA                 2          5                                 C037000600007 
EN         DATA                                                   C037000600008 
MEV        ARB-UNITS                                              C037000600009 
 150.        0.7                                                  C037000600010 
 200.        3.4                                                  C037000600011 
 250.        7.1                                                  C037000600012 
 300.       13.                                                   C037000600013 
 340.       17.                                                   C037000600014 
ENDDATA              7          0                                 C037000600015 
ENDSUBENT           14          0                                 C037000699999 
SUBENT        C0370007   20240303                             C235C037000700001 
BIB                  2          2                                 C037000700002 
REACTION   (92-U-238(D,F)60-ND-140,CUM,FY,,REL)                   C037000700003 
HISTORY    (20240228A) REACTION SF6: SIG -> FY                    C037000700004 
ENDBIB               2          0                                 C037000700005 
NOCOMMON             0          0                                 C037000700006 
DATA                 3          8                                 C037000700007 
EN         DATA       DATA-MAX                                    C037000700008 
MEV        ARB-UNITS  ARB-UNITS                                   C037000700009 
  28.                  0.2                                        C037000700010 
  50.                  0.2                                        C037000700011 
  75.                  0.2                                        C037000700012 
 100.                  0.2                                        C037000700013 
 125.                  0.2                                        C037000700014 
 150.       0.5                                                   C037000700015 
 170.       1.                                                    C037000700016 
 190.       3.                                                    C037000700017 
ENDDATA             10          0                                 C037000700018 
ENDSUBENT           17          0                                 C037000799999 
SUBENT        C0370008   19871228                             0000C037000800001 
BIB                  1          1                                 C037000800002 
REACTION   (92-U-238(P,F),,SIG)                                   C037000800003 
ENDBIB               1          0                                 C037000800004 
NOCOMMON             0          0                                 C037000800005 
DATA                 2          9                                 C037000800006 
EN         DATA                                                   C037000800007 
MEV        B                                                      C037000800008 
  10.       0.029                                                 C037000800009 
  32.       1.47                                                  C037000800010 
  70.       1.47                                                  C037000800011 
 100.       1.49                                                  C037000800012 
 150.       1.44                                                  C037000800013 
 200.       1.47                                                  C037000800014 
 250.       1.58                                                  C037000800015 
 300.       1.46                                                  C037000800016 
 340.       1.59                                                  C037000800017 
ENDDATA             11          0                                 C037000800018 
ENDSUBENT           17          0                                 C037000899999 
SUBENT        C0370009   19871228                             0000C037000900001 
BIB                  1          1                                 C037000900002 
REACTION   (92-U-238(D,F),,SIG)                                   C037000900003 
ENDBIB               1          0                                 C037000900004 
NOCOMMON             0          0                                 C037000900005 
DATA                 2          8                                 C037000900006 
EN         DATA                                                   C037000900007 
MEV        B                                                      C037000900008 
  20.       1.03                                                  C037000900009 
  50.       1.61                                                  C037000900010 
  75.       1.13                                                  C037000900011 
 100.       2.42                                                  C037000900012 
 125.       2.45                                                  C037000900013 
 150.       2.39                                                  C037000900014 
 170.       2.48                                                  C037000900015 
 190.       2.49                                                  C037000900016 
ENDDATA             10          0                                 C037000900017 
ENDSUBENT           16          0                                 C037000999999 
ENDENTRY             9          0                                 C037099999999 
