ENTRY            C0152   19970508                             0000C015200000001 
SUBENT        C0152001   19970508                             0000C015200100001 
BIB                 12         24                                 C015200100002 
INSTITUTE  (1USAINU,1USAMRY)                                      C015200100003 
REFERENCE  (J,PR/C,41,2514,9006)                                  C015200100004 
AUTHOR     (Q.CHEN,J.J.KELLY,P.P.SINGH,M.C.RADHAKRISHNA,W.P.JONES,C015200100005 
           H.NANN)                                                C015200100006 
TITLE      Effective interactions and nuclear structure using 180 C015200100007 
            MeV protons. II. 28Si(p,p')                           C015200100008 
FACILITY   (CYCLO,1USAINU) Indiana University Cyclotron Facility. C015200100009 
INC-SOURCE (POLIS) Average beam polarization 77.3% for spin up    C015200100010 
            and 78.3% with spin down.                             C015200100011 
SAMPLE     Self-supporting 28Si foil, thickness 15.7 mg/cm2.      C015200100012 
METHOD     Spectra analyzed using ALLFIT program.                 C015200100013 
DETECTOR   (SCIN) Protons detected using 2 multiwire vertical     C015200100014 
            drift chambers, and 2 plastic scintillators.          C015200100015 
            Excitation energy resolution 70-100 keV FWHM.         C015200100016 
           Beam charge measured with Faraday cup.                 C015200100017 
           Beam polarization measured periodically using low-     C015200100018 
            energy 4He polarimeter.                               C015200100019 
ERR-ANALYS (DATA-ERR) Uncertainties given include statistical and C015200100020 
            fitting uncertainies.                                 C015200100021 
           Normalization uncertainty estimated at 5%.             C015200100022 
STATUS     Data of Q. Chen taken from WWW site of J. J. Kelly,    C015200100023 
            4/15/97.                                              C015200100024 
           (APRVD) Approved by J.J.Kelly, 97/5/7.                 C015200100025 
HISTORY    (970423C)                                              C015200100026 
ENDBIB              24          0                                 C015200100027 
COMMON               1          3                                 C015200100028 
EN                                                                C015200100029 
MEV                                                               C015200100030 
180.0                                                             C015200100031 
ENDCOMMON            3          0                                 C015200100032 
ENDSUBENT           31          0                                 C015200199999 
SUBENT        C0152002   19970423                             0000C015200200001 
BIB                  1          1                                 C015200200002 
REACTION   (14-SI-28(P,EL)14-SI-28,,DA)                           C015200200003 
ENDBIB               1          0                                 C015200200004 
NOCOMMON             0          0                                 C015200200005 
DATA                 3          7                                 C015200200006 
ANG-CM     DATA-CM    DATA-ERR                                    C015200200007 
ADEG       MB/SR      PER-CENT                                    C015200200008 
 25.00       8.283E+00    0.28                                    C015200200009 
 28.10       5.872E+00    0.34                                    C015200200010 
 31.23       3.344E+00    0.36                                    C015200200011 
 34.34       1.786E+00    0.39                                    C015200200012 
 37.44       8.070E-01    0.37                                    C015200200013 
 40.54       3.162E-01    0.57                                    C015200200014 
 41.57       2.236E-01    0.45                                    C015200200015 
ENDDATA              9          0                                 C015200200016 
ENDSUBENT           15          0                                 C015200299999 
SUBENT        C0152003   19970423                             0000C015200300001 
BIB                  1          1                                 C015200300002 
REACTION   (14-SI-28(P,INL)14-SI-28,PAR,DA)                       C015200300003 
ENDBIB               1          0                                 C015200300004 
NOCOMMON             0          0                                 C015200300005 
DATA                 4        201                                 C015200300006 
Q-VAL      ANG-CM     DATA-CM    DATA-ERR                         C015200300007 
MEV        ADEG       MB/SR      PER-CENT                         C015200300008 
 -1.779      6.25       1.496E+00     3.34                        C015200300009 
 -1.779      8.34       4.089E+00    11.66                        C015200300010 
 -1.779     10.42       7.968E+00     1.26                        C015200300011 
 -1.779     12.51       1.091E+01     0.75                        C015200300012 
 -1.779     14.59       1.203E+01     0.56                        C015200300013 
 -1.779     16.67       1.048E+01     0.39                        C015200300014 
 -1.779     18.75       8.376E+00    10.25                        C015200300015 
 -1.779     20.84       5.204E+00     0.60                        C015200300016 
 -1.779     22.92       3.182E+00     0.78                        C015200300017 
 -1.779     25.01       2.271E+00     5.74                        C015200300018 
 -1.779     28.12       1.214E+00     0.34                        C015200300019 
 -1.779     31.24       7.410E-01     0.38                        C015200300020 
 -1.779     34.33       5.412E-01     0.49                        C015200300021 
 -1.779     37.44       4.363E-01     0.56                        C015200300022 
 -1.779     40.55       3.768E-01     0.64                        C015200300023 
 -1.779     41.57       3.692E-01     0.64                        C015200300024 
 -4.617      8.34       8.228E-03    35.15                        C015200300025 
 -4.617     10.42       2.951E-02    27.98                        C015200300026 
 -4.617     12.51       7.527E-02     4.32                        C015200300027 
 -4.617     14.59       1.859E-01     3.17                        C015200300028 
 -4.617     16.69       3.378E-01     2.20                        C015200300029 
 -4.617     18.76       4.703E-01     1.63                        C015200300030 
 -4.617     20.84       5.833E-01     3.63                        C015200300031 
 -4.617     22.93       6.474E-01     0.96                        C015200300032 
 -4.617     25.01       6.599E-01     0.47                        C015200300033 
 -4.617     28.12       6.220E-01     0.47                        C015200300034 
 -4.617     31.23       5.294E-01     0.46                        C015200300035 
 -4.617     34.34       4.384E-01     0.53                        C015200300036 
 -4.617     37.44       2.952E-01     0.57                        C015200300037 
 -4.617     40.55       1.731E-01    12.37                        C015200300038 
 -4.617     41.59       1.454E-01     1.13                        C015200300039 
 -4.617     62.13       1.015E-03     4.64                        C015200300040 
 -4.979      6.27       2.930E-01     2.80                        C015200300041 
 -4.979      8.34       6.875E-02     8.89                        C015200300042 
 -4.979     10.42       9.928E-02    32.87                        C015200300043 
 -4.979     12.51       2.488E-01     2.05                        C015200300044 
 -4.979     14.60       3.622E-01     2.62                        C015200300045 
 -4.979     16.67       3.193E-01     1.90                        C015200300046 
 -4.979     18.77       1.987E-01     5.28                        C015200300047 
 -4.979     20.85       8.068E-02     4.41                        C015200300048 
 -4.979     22.92       2.891E-02     7.66                        C015200300049 
 -4.979     25.00       2.090E-02     9.24                        C015200300050 
 -4.979     28.11       5.741E-02     1.39                        C015200300051 
 -4.979     31.25       9.745E-02     0.97                        C015200300052 
 -4.979     34.34       1.128E-01     1.02                        C015200300053 
 -4.979     37.46       9.657E-02     1.05                        C015200300054 
 -4.979     40.55       6.268E-02     1.71                        C015200300055 
 -4.979     41.59       5.499E-02     1.77                        C015200300056 
 -4.979     62.14       9.065E-04    12.88                        C015200300057 
 -6.880      6.26       9.300E-02    22.58                        C015200300058 
 -6.880      8.34       3.160E-01     6.01                        C015200300059 
 -6.880     10.44       8.413E-01    29.76                        C015200300060 
 -6.880     12.52       1.624E+00     0.90                        C015200300061 
 -6.880     14.60       2.495E+00     0.82                        C015200300062 
 -6.880     16.68       3.157E+00     0.48                        C015200300063 
 -6.880     18.77       3.940E+00    13.27                        C015200300064 
 -6.880     20.86       3.234E+00     1.98                        C015200300065 
 -6.880     22.94       2.806E+00     0.57                        C015200300066 
 -6.880     25.00       2.390E+00     0.34                        C015200300067 
 -6.880     28.13       1.688E+00     0.35                        C015200300068 
 -6.880     31.25       1.132E+00     0.57                        C015200300069 
 -6.880     34.36       7.716E-01     0.46                        C015200300070 
 -6.880     37.47       4.959E-01     0.50                        C015200300071 
 -6.880     40.56       3.511E-01     0.60                        C015200300072 
 -6.880     41.59       3.284E-01     1.10                        C015200300073 
 -6.880     62.14       8.232E-03     1.69                        C015200300074 
 -7.381      6.25       7.940E-02    15.11                        C015200300075 
 -7.381      8.35       1.505E-01     9.30                        C015200300076 
 -7.381     10.44       2.317E-01     4.23                        C015200300077 
 -7.381     12.52       2.615E-01     4.21                        C015200300078 
 -7.381     14.60       2.208E-01     4.53                        C015200300079 
 -7.381     16.69       2.335E-01     2.68                        C015200300080 
 -7.381     18.78       1.659E-01    11.98                        C015200300081 
 -7.381     20.85       1.172E-01     5.46                        C015200300082 
 -7.381     22.93       6.242E-02     8.75                        C015200300083 
 -7.381     25.02       6.417E-02    37.33                        C015200300084 
 -7.381     28.12       1.160E-01     2.33                        C015200300085 
 -7.381     31.25       1.140E-01     2.54                        C015200300086 
 -7.381     34.36       8.541E-02     2.65                        C015200300087 
 -7.381     37.45       6.427E-02     2.86                        C015200300088 
 -7.381     40.55       4.318E-02     3.43                        C015200300089 
 -7.381     41.60       4.280E-02     9.81                        C015200300090 
 -7.381     62.15       7.392E-04    28.05                        C015200300091 
 -7.417      8.35       5.127E-02    15.02                        C015200300092 
 -7.417     10.44       1.129E-01     6.64                        C015200300093 
 -7.417     12.52       2.098E-01     4.29                        C015200300094 
 -7.417     14.60       2.660E-01     3.76                        C015200300095 
 -7.417     16.69       2.570E-01     2.49                        C015200300096 
 -7.417     18.78       2.753E-01    10.64                        C015200300097 
 -7.417     20.85       2.473E-01     2.80                        C015200300098 
 -7.417     22.93       2.637E-01     2.36                        C015200300099 
 -7.417     25.02       2.510E-01    11.95                        C015200300100 
 -7.417     28.13       1.543E-01     1.94                        C015200300101 
 -7.417     31.25       1.160E-01     3.36                        C015200300102 
 -7.417     34.36       9.199E-02     2.71                        C015200300103 
 -7.417     37.45       4.804E-02     4.35                        C015200300104 
 -7.417     40.56       1.718E-02    11.18                        C015200300105 
 -7.799      8.34       3.930E-03    82.21                        C015200300106 
 -7.799     10.43       7.740E-03    29.72                        C015200300107 
 -7.799     12.52       9.484E-03    29.13                        C015200300108 
 -7.799     14.60       1.683E-02    20.15                        C015200300109 
 -7.799     16.69       2.820E-02    10.28                        C015200300110 
 -7.799     18.76       3.619E-02     5.68                        C015200300111 
 -7.799     20.86       4.027E-02     8.22                        C015200300112 
 -7.799     22.94       5.948E-02     4.53                        C015200300113 
 -7.799     25.01       4.983E-02     3.71                        C015200300114 
 -7.799     28.12       3.701E-02     1.94                        C015200300115 
 -7.799     31.25       3.002E-02     2.22                        C015200300116 
 -7.799     34.36       1.396E-02     3.53                        C015200300117 
 -7.799     37.46       6.058E-03     5.81                        C015200300118 
 -7.799     40.56       2.252E-03    10.95                        C015200300119 
 -7.799     41.61       1.571E-03    12.21                        C015200300120 
 -7.933      6.25       4.780E-02     4.81                        C015200300121 
 -7.933      8.34       1.363E-01     7.64                        C015200300122 
 -7.933     10.43       1.982E-01    27.68                        C015200300123 
 -7.933     12.52       2.617E-01     2.35                        C015200300124 
 -7.933     14.60       2.154E-01     2.60                        C015200300125 
 -7.933     16.69       1.483E-01     1.97                        C015200300126 
 -7.933     18.77       8.662E-02    10.69                        C015200300127 
 -7.933     20.84       2.311E-02     9.86                        C015200300128 
 -7.933     22.93       1.121E-02    19.50                        C015200300129 
 -7.933     25.02       1.420E-02     4.40                        C015200300130 
 -7.933     28.12       2.804E-02     2.34                        C015200300131 
 -7.933     31.25       2.952E-02     2.22                        C015200300132 
 -7.933     34.35       2.443E-02     2.44                        C015200300133 
 -7.933     37.46       1.402E-02     3.28                        C015200300134 
 -7.933     40.57       4.822E-03     6.20                        C015200300135 
 -7.933     41.59       1.088E-03    21.19                        C015200300136 
 -7.933     62.16       5.058E-04    18.17                        C015200300137 
 -8.259      6.26       1.980E-02    30.81                        C015200300138 
 -8.259      8.35       2.314E-02    18.15                        C015200300139 
 -8.259     10.43       4.502E-02    31.95                        C015200300140 
 -8.259     12.52       6.750E-02     5.40                        C015200300141 
 -8.259     14.61       9.491E-02     5.24                        C015200300142 
 -8.259     16.68       1.325E-01     2.47                        C015200300143 
 -8.259     18.77       1.614E-01     6.48                        C015200300144 
 -8.259     20.85       1.429E-01     3.07                        C015200300145 
 -8.259     22.93       1.487E-01     2.32                        C015200300146 
 -8.259     25.00       1.350E-01     4.31                        C015200300147 
 -8.259     28.14       9.472E-02     1.24                        C015200300148 
 -8.259     31.25       6.013E-02     1.46                        C015200300149 
 -8.259     34.36       3.788E-02     2.21                        C015200300150 
 -8.259     37.46       1.514E-02     3.93                        C015200300151 
 -8.259     40.57       7.846E-03     4.82                        C015200300152 
 -8.259     41.59       4.347E-03     6.31                        C015200300153 
 -8.259     62.15       1.202E-03    12.53                        C015200300154 
 -8.413     12.52       4.487E-03    58.21                        C015200300155 
 -8.413     14.61       1.143E-02    31.66                        C015200300156 
 -8.413     16.68       2.012E-02    11.38                        C015200300157 
 -8.413     18.77       2.660E-02    16.26                        C015200300158 
 -8.413     20.85       3.499E-02     8.45                        C015200300159 
 -8.413     22.94       4.827E-02     6.08                        C015200300160 
 -8.413     25.01       4.591E-02     7.36                        C015200300161 
 -8.413     28.12       4.497E-02     2.26                        C015200300162 
 -8.413     31.25       3.293E-02     2.34                        C015200300163 
 -8.413     34.35       1.441E-02     5.40                        C015200300164 
 -8.413     37.47       6.818E-03     7.77                        C015200300165 
 -8.413     40.58       2.383E-03    15.86                        C015200300166 
 -8.413     41.60       1.524E-03    28.84                        C015200300167 
 -8.560     10.43       2.076E-02    17.34                        C015200300168 
 -8.560     12.52       3.639E-02    19.79                        C015200300169 
 -8.560     14.61       5.789E-02    20.73                        C015200300170 
 -8.560     16.68       6.776E-02     9.15                        C015200300171 
 -8.560     18.78       9.254E-02    12.97                        C015200300172 
 -8.560     20.86       6.756E-02     7.70                        C015200300173 
 -8.560     22.94       5.052E-02    10.10                        C015200300174 
 -8.560     25.01       4.554E-02     4.83                        C015200300175 
 -8.560     28.13       3.029E-02     8.25                        C015200300176 
 -8.560     31.24       2.427E-02     7.00                        C015200300177 
 -8.560     34.36       2.303E-02     9.55                        C015200300178 
 -8.560     37.46       1.806E-02    14.40                        C015200300179 
 -8.560     40.56       1.902E-02    13.67                        C015200300180 
 -8.560     41.59       2.092E-02    11.95                        C015200300181 
 -8.904      6.26       3.522E-02    24.13                        C015200300182 
 -8.904      8.34       1.742E-02    28.05                        C015200300183 
 -8.904     10.44       6.369E-02    35.79                        C015200300184 
 -8.904     12.52       1.415E-01     3.31                        C015200300185 
 -8.904     14.61       2.303E-01     3.23                        C015200300186 
 -8.904     16.68       2.963E-01     1.61                        C015200300187 
 -8.904     18.78       3.096E-01     6.68                        C015200300188 
 -8.904     20.86       2.299E-01     2.94                        C015200300189 
 -8.904     22.93       2.131E-01     2.01                        C015200300190 
 -8.904     25.02       1.731E-01     0.92                        C015200300191 
 -8.904     28.14       1.245E-01     0.90                        C015200300192 
 -8.904     31.26       9.138E-02     1.15                        C015200300193 
 -8.904     34.35       7.068E-02     1.37                        C015200300194 
 -8.904     37.48       5.660E-02     1.60                        C015200300195 
 -8.904     40.56       4.948E-02     1.54                        C015200300196 
 -8.904     41.59       4.174E-02     1.36                        C015200300197 
