ENTRY            C0635   20000510                             0000C063500000001 
SUBENT        C0635001   20000510                             0000C063500100001 
BIB                  9         12                                 C063500100002 
INSTITUTE  (1USAGEO) + Armstrong College, Savannah, GA.           C063500100003 
REFERENCE  (J,NP/A,357,9,1981)                                    C063500100004 
AUTHOR     (A.SCOTT,F.T.BAKER,W.G.LOVE,J.D.WIGGINS JR,M.L.WHITEN) C063500100005 
TITLE      Comparison of the 92Mo(p,p') and 90Zr(p,p') reactions  C063500100006 
            at 61.2 MeV                                           C063500100007 
FACILITY   (ISOCY,1USAORL)                                        C063500100008 
DETECTOR   (TRD) Ilford emulsions on image surface of broad-range C063500100009 
            spectrograph.                                         C063500100010 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties.  C063500100011 
STATUS     (APRVD) Approved by F.T. Baker, 8 May 2000             C063500100012 
           Tabulated data received from F.T.Baker, 7 April 2000.  C063500100013 
HISTORY    (20000417C) VM                                         C063500100014 
ENDBIB              12          0                                 C063500100015 
COMMON               1          3                                 C063500100016 
EN                                                                C063500100017 
MEV                                                               C063500100018 
 61.2                                                             C063500100019 
ENDCOMMON            3          0                                 C063500100020 
ENDSUBENT           19          0                                 C063500199999 
SUBENT        C0635002   20000510                             0000C063500200001 
BIB                  3          9                                 C063500200002 
REACTION   (42-MO-92(P,INL)42-MO-92,PAR,DA)                       C063500200003 
SAMPLE     Target enriched to 98.27% 92Mo. Areal density 5.45     C063500200004 
            mg/cm2.                                               C063500200005 
LEVEL-PROP (42-MO-92,E-LVL=1.51,SPIN=2.,PARITY=+1.)               C063500200006 
           (42-MO-92,E-LVL=2.28,SPIN=4.,PARITY=+1.)               C063500200007 
           (42-MO-92,E-LVL=2.53,SPIN=5.,PARITY=-1.)               C063500200008 
           (42-MO-92,E-LVL=2.61,SPIN=6.,PARITY=+1.)               C063500200009 
           (42-MO-92,E-LVL=2.76,SPIN=8.,PARITY=+1.)               C063500200010 
           (42-MO-92,E-LVL=2.85,SPIN=3.,PARITY=-1.)               C063500200011 
ENDBIB               9          0                                 C063500200012 
NOCOMMON             0          0                                 C063500200013 
DATA                 4        193                                 C063500200014 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         C063500200015 
MEV        ADEG       MB/SR      MB/SR                            C063500200016 
  1.51      16.2        6.27       0.21                           C063500200017 
  1.51      18.2        5.98       0.20                           C063500200018 
  1.51      19.2        5.29       0.12                           C063500200019 
  1.51      20.2        4.82       0.14                           C063500200020 
  1.51      22.2        3.53       0.09                           C063500200021 
  1.51      24.3        2.37       0.07                           C063500200022 
  1.51      26.3        1.27       0.05                           C063500200023 
  1.51      28.3        0.735      0.033                          C063500200024 
  1.51      30.3        0.707      0.032                          C063500200025 
  1.51      32.3        1.11       0.07                           C063500200026 
  1.51      34.4        1.41       0.08                           C063500200027 
  1.51      36.4        1.42       0.05                           C063500200028 
  1.51      38.4        1.38       0.04                           C063500200029 
  1.51      40.4        1.098      0.039                          C063500200030 
  1.51      42.4        0.810      0.020                          C063500200031 
  1.51      44.4        0.559      0.012                          C063500200032 
  1.51      46.5        0.339      0.012                          C063500200033 
  1.51      48.5        0.325      0.008                          C063500200034 
  1.51      50.5        0.338      0.011                          C063500200035 
  1.51      52.5        0.379      0.016                          C063500200036 
  1.51      53.5        0.418      0.012                          C063500200037 
  1.51      56.5        0.420      0.012                          C063500200038 
  1.51      58.5        0.354      0.007                          C063500200039 
  1.51      60.5        0.298      0.039                          C063500200040 
  1.51      63.1        0.185      0.007                          C063500200041 
  1.51      65.6        0.1228     0.0036                         C063500200042 
  1.51      68.1        0.1017     0.0051                         C063500200043 
  1.51      70.6        0.1175     0.0034                         C063500200044 
  1.51      73.1        0.1194     0.0034                         C063500200045 
  1.51      76.1        0.1079     0.0033                         C063500200046 
  1.51      78.1        0.0919     0.0047                         C063500200047 
  1.51      83.1        0.0459     0.0032                         C063500200048 
  1.51      88.1        0.0223     0.0013                         C063500200049 
  1.51      93.1        0.0324     0.0055                         C063500200050 
  2.28      15.2        0.806      0.035                          C063500200051 
  2.28      16.2        0.992      0.091                          C063500200052 
  2.28      17.2        0.905      0.036                          C063500200053 
  2.28      18.2        1.187      0.085                          C063500200054 
  2.28      19.2        1.072      0.037                          C063500200055 
