ENTRY            C1002   20040423                             0000C100200000001 
SUBENT        C1002001   20040423                             0000C100200100001 
BIB                 11         22                                 C100200100002 
INSTITUTE  (1USANCA,1USATNL)                                      C100200100003 
REFERENCE  (J,PR/C,66,055804,2002)                                C100200100004 
AUTHOR     (P.F.Bertone,A.E.Champagne,M.Boswell,C.Iliadis,        C100200100005 
           S.E.Hale,V.Y.Hansper,D.C.Powell)                       C100200100006 
TITLE      14N(3He,d)15O as a probe of direct capture in the      C100200100007 
            14N(p,gamma)15O reaction                              C100200100008 
FACILITY   (VDGT,1USATNL)                                         C100200100009 
INC-SOURCE 3He(2+) beam.                                          C100200100010 
SAMPLE     Singlely charged 14N ions implanted into a natural     C100200100011 
            carbon foil. 14N target thickness 2.2 microg/cm2.     C100200100012 
DETECTOR   (MAGSP) Outgoing deuterons momentum-analyzed using     C100200100013 
            Enge split-pole spectrometer and detected using a     C100200100014 
            position-sensitive avalanche counter.                 C100200100015 
           Target composition monitored using an E-dE silicon     C100200100016 
            telescope.                                            C100200100017 
ERR-ANALYS (DATA-ERR) Uncertainty given includes statistical      C100200100018 
            errors as well as estimated relative uncertainty in   C100200100019 
            target density.                                       C100200100020 
STATUS     Data received by email from A.Champagne, 18 February   C100200100021 
            2004.                                                 C100200100022 
           No reply from A. Champagne to author proof.            C100200100023 
HISTORY    (20040323C) VM                                         C100200100024 
ENDBIB              22          0                                 C100200100025 
NOCOMMON             0          0                                 C100200100026 
ENDSUBENT           25          0                                 C100200199999 
SUBENT        C1002002   20040323                             0000C100200200001 
BIB                  1          1                                 C100200200002 
REACTION   (7-N-14(HE3,D)8-O-15,PAR,DA)                           C100200200003 
ENDBIB               1          0                                 C100200200004 
COMMON               1          3                                 C100200200005 
EN                                                                C100200200006 
MEV                                                               C100200200007 
 20.                                                              C100200200008 
ENDCOMMON            3          0                                 C100200200009 
DATA                 4        104                                 C100200200010 
E-EXC      ANG-CM     DATA-CM    DATA-ERR                         C100200200011 
KEV        ADEG       MB/SR      MB/SR                            C100200200012 
  0.0        5.81      14.6        1.23                           C100200200013 
  0.0        8.72      18.3        1.52                           C100200200014 
  0.0       11.62      23.1        1.91                           C100200200015 
  0.0       14.52      19.8        1.63                           C100200200016 
  0.0       17.42      16.1        1.32                           C100200200017 
  0.0       20.31       9.08       0.76                           C100200200018 
  0.0       23.19       4.08       0.342                          C100200200019 
  0.0       26.07       1.96       0.166                          C100200200020 
  0.0       28.95       1.55       0.136                          C100200200021 
  0.0       34.67       2.79       0.238                          C100200200022 
  0.0       40.36       2.63       0.226                          C100200200023 
  0.0       46.00       1.08       0.0943                         C100200200024 
  0.0       51.61       0.335      0.0326                         C100200200025 
5183.        5.96       0.182      0.0596                         C100200200026 
5183.        8.94       0.126      0.0385                         C100200200027 
5183.       11.91       0.0377     0.0316                         C100200200028 
5183.       14.88       0.0568     0.0354                         C100200200029 
5183.       17.85       0.065      0.0163                         C100200200030 
5183.       20.81       0.0743     0.0161                         C100200200031 
5183.       23.77       0.0578     0.0171                         C100200200032 
5183.       26.71       0.112      0.0197                         C100200200033 
5183.       29.66       0.0955     0.0191                         C100200200034 
5183.       35.51       0.0929     0.0162                         C100200200035 
5183.       41.32       0.0562     0.0127                         C100200200036 
5183.       47.09       0.0408     0.0084                         C100200200037 
5183.       52.80       0.0243     0.00848                        C100200200038 
5241.        5.96       5.49       0.493                          C100200200039 
5241.        8.94       4.47       0.403                          C100200200040 
5241.       11.92       4.42       0.392                          C100200200041 
5241.       14.89       3.76       0.328                          C100200200042 
5241.       17.86       3.23       0.278                          C100200200043 
5241.       20.82       2.40       0.207                          C100200200044 
5241.       23.77       1.77       0.153                          C100200200045 
5241.       26.72       1.15       0.107                          C100200200046 
5241.       29.67       0.875      0.0846                         C100200200047 
5241.       35.52       0.593      0.0609                         C100200200048 
5241.       41.34       0.602      0.0596                         C100200200049 
5241.       47.11       0.592      0.054                          C100200200050 
5241.       52.82       0.435      0.043                          C100200200051 
6176.        6.00       4.21       0.39                           C100200200052 
6176.        8.99       3.71       0.345                          C100200200053 
6176.       11.99       3.15       0.292                          C100200200054 
6176.       14.98       2.54       0.232                          C100200200055 
6176.       17.96       1.85       0.168                          C100200200056 
6176.       20.94       1.44       0.131                          C100200200057 
6176.       23.92       1.14       0.103                          C100200200058 
6176.       26.88       0.91       0.0892                         C100200200059 
