ENTRY            C0654   20001218                             0000C065400000001 
SUBENT        C0654001   20001218                             0000C065400100001 
BIB                 13         29                                 C065400100002 
INSTITUTE  (1CANSFU)                                              C065400100003 
REFERENCE  (J,PR/C,22,1594,198010)                                C065400100004 
AUTHOR     (R.E.L.GREEN,R.G.KORTELING)                            C065400100005 
TITLE      Fragment production from p+Ag interactions at          C065400100006 
            intermediate energies                                 C065400100007 
FACILITY   (MESON,1CANTMF)                                        C065400100008 
SAMPLE     Natural silver target, areal density 2.3 mg/cm3,       C065400100009 
            mounted on Al frame.                                  C065400100010 
METHOD     (EDE)                                                  C065400100011 
DETECTOR   (TELES,SOLST) etector telescope consisting of 5 siliconC065400100012 
            surface barrier detectors.                            C065400100013 
           Monitor telescope mounted at 90 degrees consisting of 2C065400100014 
            E,DE detectors and 2 detectors in passing mode to     C065400100015 
            identify 4He fragments.  A polarimeter immediately    C065400100016 
            down beam used for normalization of monitor telescope C065400100017 
            data.                                                 C065400100018 
MONITOR    (1-H-1(P,EL)1-H-1,,DA)                                 C065400100019 
CORRECTION Corrected for:                                         C065400100020 
           . background from light mass impurities,               C065400100021 
           . dead time.                                           C065400100022 
           Not corrected for nonuniformity in target thickness,   C065400100023 
ERR-ANALYS (ERR-S) Statistical uncertainty given.                 C065400100024 
           (MONIT-ERR) Absolute overal normalization uncertainty. C065400100025 
            Relative uncertainty correct to 5%.                   C065400100026 
STATUS     Data taken from PAPS PRVCA-22-1594-16.                 C065400100027 
           (APRVD) Approved by R. Korteling, 1 September 2000.    C065400100028 
           (COREL,C0309001)                                       C065400100029 
HISTORY    (20000605C) VM                                         C065400100030 
           (20001218A) Subentries 2,3 deleted; see C0309.         C065400100031 
ENDBIB              29          0                                 C065400100032 
COMMON               2          3                                 C065400100033 
ANG-NRM    MONIT-ERR                                              C065400100034 
ADEG       PER-CENT                                               C065400100035 
 90.        25.                                                   C065400100036 
ENDCOMMON            3          0                                 C065400100037 
ENDSUBENT           36          0                                 C065400199999 
NOSUBENT      C0654002   20001218                             0000C065400200001 
NOSUBENT      C0654003   20001218                             0000C065400300001 
SUBENT        C0654004   20000615                             0000C065400400001 
BIB                  1          1                                 C065400400002 
REACTION   (47-AG-0(P,X)3-LI-6,,DA/DE,,AV)                        C065400400003 
ENDBIB               1          0                                 C065400400004 
NOCOMMON             0          0                                 C065400400005 
DATA                 6        240                                 C065400400006 
EN         ANG        E-MEAN     E-RSL      DATA       ERR-S      C065400400007 
MEV        ADEG       MEV        MEV        NB/SR/MEV  NB/SR/MEV  C065400400008 
210.        20.        11.         2.          389.        46.    C065400400009 
210.        20.        13.         2.          713.        17.    C065400400010 
210.        20.        15.         2.         1359.        17.    C065400400011 
210.        20.        17.         2.         2958.         7.92  C065400400012 
210.        20.        19.         2.         4668.         7.92  C065400400013 
210.        20.        21.         2.         5808.         7.92  C065400400014 
210.        20.        23.         2.         5717.         7.08  C065400400015 
210.        20.        25.         2.         5348.         7.08  C065400400016 
210.        20.        27.         2.         5188.         7.08  C065400400017 
210.        20.        29.         2.         4326.         7.08  C065400400018 
210.        20.        31.         2.         4214.         7.08  C065400400019 
210.        20.        33.         2.         3577.         7.08  C065400400020 
210.        20.        35.         2.         3236.         3.93  C065400400021 
210.        20.        37.         2.         2960.         3.93  C065400400022 
210.        20.        39.         2.         2610.         3.93  C065400400023 
210.        20.        42.         2.         2380.         1.93  C065400400024 
210.        20.        46.         2.         1923.         1.93  C065400400025 
210.        20.        50.         4.         1621.         1.93  C065400400026 
210.        20.        54.         4.         1295.         1.93  C065400400027 
210.        20.        58.         4.         1122.         1.93  C065400400028 
210.        20.        64.         4.          823.         0.97  C065400400029 
210.        20.        72.         4.          482.         0.97  C065400400030 
210.        20.        80.         8.          313.         0.97  C065400400031 
210.        20.        88.         8.          236.         0.97  C065400400032 
210.        20.        96.         8.          127.         0.97  C065400400033 
210.        20.       104.         8.          103.         3.68  C065400400034 
210.        20.       112.         8.           26.         3.68  C065400400035 
210.        90.        11.         2.          439.        24.    C065400400036 
210.        90.        13.         2.         1078.         3.0   C065400400037 
210.        90.        15.         2.         2191.         3.0   C065400400038 
210.        90.        17.         2.         3244.         2.08  C065400400039 
210.        90.        19.         2.         3482.         2.08  C065400400040 
210.        90.        21.         2.         3379.         2.08  C065400400041 
210.        90.        23.         2.         2747.         1.95  C065400400042 
210.        90.        25.         2.         2231.         1.95  C065400400043 
210.        90.        27.         2.         1749.         1.95  C065400400044 
210.        90.        29.         2.         1320.         1.95  C065400400045 
210.        90.        31.         2.         1235.         1.95  C065400400046 
210.        90.        33.         2.          940.         1.95  C065400400047 
210.        90.        35.         2.          822.         1.95  C065400400048 
210.        90.        37.         2.          685.         1.95  C065400400049 
210.        90.        39.         2.          532.         1.95  C065400400050 
210.        90.        42.         4.          456.         0.96  C065400400051 
210.        90.        46.         4.          327.         0.96  C065400400052 
210.        90.        50.         4.          204.         0.96  C065400400053 
