ENTRY            C2985   20240824                             C240C298500000001 
SUBENT        C2985001   20240824                             C240C298500100001 
BIB                 10         21                                 C298500100002 
TITLE      Study of 39K levels via the 39K(alpha,alpha') reaction C298500100003 
AUTHOR     (R.N.Boyd,A.Mignerey,G.D.Gunn)                         C298500100004 
INSTITUTE  (1USAROC)                                              C298500100005 
REFERENCE  (J,NP/A,281,405,1977)                                  C298500100006 
           #doi:10.1016/0375-9474(77)90505-X                      C298500100007 
FACILITY   (VDGT,1USAROC)                                         C298500100008 
DETECTOR   (MAGSP,PS) Alpha-particles were detected using two     C298500100009 
           position sensitive solid state detectors each 5 cm in  C298500100010 
           length, located in the focal plane of the magnetic     C298500100011 
           spectrograph.                                          C298500100012 
SAMPLE     The target was a layer of isotopically enriched KNO3   C298500100013 
           200 mu-g/cm2 in thickness evaporated onto a 40 mu-g/cm2C298500100014 
           C-backing.                                             C298500100015 
METHOD     (EXTB)                                                 C298500100016 
ADD-RES    (COMP,STRUC) Distorted-wave Born-approximation         C298500100017 
           analysis was used to interpret the reaction results.   C298500100018 
           Results of particle-core and hole-core                 C298500100019 
           model calculations are consistent with the observed    C298500100020 
           spectroscopic factors and with the proposed level      C298500100021 
           scheme.                                                C298500100022 
HISTORY    (20240912C) OG                                         C298500100023 
ENDBIB              21          0                                 C298500100024 
COMMON               2          3                                 C298500100025 
EN         EN-RSL-FW                                              C298500100026 
MEV        KEV                                                    C298500100027 
31.        35.                                                    C298500100028 
ENDCOMMON            3          0                                 C298500100029 
ENDSUBENT           28          0                                 C298500199999 
SUBENT        C2985002   20240913                             C240C298500200001 
BIB                  3          3                                 C298500200002 
REACTION   (19-K-39(A,EL)19-K-39,,DA)                             C298500200003 
ERR-ANALYS No information on uncertainties.                       C298500200004 
STATUS     (CURVE,,R.N.Boyd+,J,NP/A,281,405,1977) Fig.2.          C298500200005 
ENDBIB               3          0                                 C298500200006 
NOCOMMON             0          0                                 C298500200007 
DATA                 2          7                                 C298500200008 
ANG-CM     DATA-CM                                                C298500200009 
ADEG       MB/SR                                                  C298500200010 
     16.467  1.590E+03                                            C298500200011 
     19.586  1.013E+03                                            C298500200012 
     21.958  7.170E+02                                            C298500200013 
     24.675  2.834E+02                                            C298500200014 
     27.263  6.815E+01                                            C298500200015 
     32.770  1.117E+02                                            C298500200016 
     35.690  7.570E+01                                            C298500200017 
ENDDATA              9          0                                 C298500200018 
ENDSUBENT           17          0                                 C298500299999 
SUBENT        C2985003   20240913                             C240C298500300001 
BIB                  3          6                                 C298500300002 
REACTION   (19-K-39(A,INL)19-K-39,PAR,DA)                         C298500300003 
ERR-ANALYS (DATA-ERR) The uncertainties from tree sources:        C298500300004 
           statistics, peak separation, background subtraction.   C298500300005 
           (ERR-1,,15.) Normalization uncertainty is estimated to C298500300006 
           be less than 15%.                                      C298500300007 
STATUS     (CURVE,,R.N.Boyd+,J,NP/A,281,405,1977) Figs.3-5.       C298500300008 
ENDBIB               6          0                                 C298500300009 
NOCOMMON             0          0                                 C298500300010 
DATA                 4        168                                 C298500300011 
E-EXC      ANG-CM     DATA-CM    DATA-ERR                         C298500300012 
MEV        ADEG       MB/SR      MB/SR                            C298500300013 
       2.52     15.560  1.041E+00  4.479E-02                      C298500300014 
       2.52     18.236  4.557E-01  4.298E-02                      C298500300015 
       2.52     20.900  8.356E-02  2.416E-02                      C298500300016 
       2.52     26.570  2.325E-01  3.756E-02                      C298500300017 
       2.52     32.127  1.580E-01  2.258E-02                      C298500300018 
       2.52     34.808  1.098E-01  3.966E-02                      C298500300019 
       2.52     53.988  1.277E-01  2.180E-02                      C298500300020 
       2.52     59.251  5.466E-02  1.125E-02                      C298500300021 
       2.52     64.522  4.193E-02  1.091E-02                      C298500300022 
       2.81     14.438  1.289E+00  1.199E-01                      C298500300023 
       2.81     16.918  1.358E+00  1.381E-01                      C298500300024 
       2.81     19.865  9.502E-01  1.822E-01                      C298500300025 
       2.81     22.581  5.010E-01  7.650E-02                      C298500300026 
       2.81     25.616  1.362E-01  2.627E-02                      C298500300027 
       2.81     31.003  3.815E-01  4.211E-02                      C298500300028 
       2.81     33.425  2.970E-01  2.233E-02                      C298500300029 
       2.81     36.686  1.136E-01  1.733E-02                      C298500300030 
       2.81     47.785  1.717E-01  3.042E-02                      C298500300031 
       2.81     58.365  4.442E-02  1.394E-02                      C298500300032 
       2.81     63.351  9.283E-02  1.567E-02                      C298500300033 
       3.02     16.605  2.870E+00  2.636E-01                      C298500300034 
       3.02     19.428  2.702E+00  2.719E-01                      C298500300035 
       3.02     22.575  1.997E+00  1.839E-01                      C298500300036 
       3.02     25.078  8.206E-01  8.314E-02                      C298500300037 
       3.02     27.623  1.927E-01  1.773E-02                      C298500300038 
       3.02     33.474  8.218E-01  6.101E-02                      C298500300039 
       3.02     36.022  6.080E-01  4.504E-02                      C298500300040 
       3.02     38.977  3.432E-01  3.155E-02                      C298500300041 
       3.02     49.948  3.633E-01  6.370E-02                      C298500300042 
       3.02     60.360  6.914E-02  1.268E-02                      C298500300043 
       3.02     65.560  1.488E-01  2.482E-02                      C298500300044 
       3.60     16.162  8.142E+00  7.690E-01                      C298500300045 
       3.60     19.078  7.291E+00  7.541E-01                      C298500300046 
       3.60     21.975  3.494E+00  3.303E-01                      C298500300047 
       3.60     24.873  1.708E+00  1.783E-01                      C298500300048 
       3.60     27.615  1.399E+00  1.322E-01                      C298500300049 
       3.60     32.958  2.433E+00  1.857E-01                      C298500300050 
       3.60     35.606  1.586E+00  1.209E-01                      C298500300051 
       3.60     38.313  4.274E-01  4.038E-02                      C298500300052 
       3.60     41.579  4.530E-01  4.683E-02                      C298500300053 
       3.60     49.588  8.777E-01  7.253E-02                      C298500300054 
       3.60     55.132  2.661E-01  4.580E-02                      C298500300055 
       3.88     17.267  5.139E+00  3.477E-01                      C298500300056 
       3.88     20.010  4.584E+00  3.107E-01                      C298500300057 
       3.88     22.339  2.110E+00  2.018E-01                      C298500300058 
       3.88     25.686  8.431E-01  6.500E-02                      C298500300059 
       3.88     28.377  4.601E-01  4.395E-02                      C298500300060 
