ENTRY            C1739   20130426                             C130C173900000001 
SUBENT        C1739001   20130426                             C130C173900100001 
BIB                  8         29                                 C173900100002 
TITLE      Systematic study of the alpha-optical potential via    C173900100003 
            elastic scattering near the Z = 50 region for         C173900100004 
            p-process nuclei                                      C173900100005 
AUTHOR     (A.Palumbo, W.P.Tan, J.Gorres, A.Best, M.Couder,       C173900100006 
            R.Crowter, R.J.Deboer, S.Falahat, P.J.Leblanc,        C173900100007 
            H.Y.Lee, S.O'Brien, E.Strandberg, M.Wiescher,         C173900100008 
            J.P.Greene, Zs.Fulop, G.G.Kiss,  E.Somorjai,          C173900100009 
            N.Ozkan, G.Efe, R.T.Guray)                            C173900100010 
INSTITUTE  (1USANOT,1USAANL,3HUNDEB,2TUKKOC)                      C173900100011 
REFERENCE  (J,PR/C,85,035808,2012) Main reference                 C173900100012 
           (C,2008MACKIN,,(046),2008) preliminary data on 120Te   C173900100013 
FACILITY   (VDGT,1USANOT) FN tandem accelerator                   C173900100014 
DETECTOR   (SI) Thirty Si pin diode detectors were mounted on a   C173900100015 
            rotatable table which spanned an angular range from   C173900100016 
            22.5deg to 167.5deg in 2.5deg increments.             C173900100017 
           Two monitor detectors were placed at 15deg on either   C173900100018 
            side of the beam axis to correct for deviations in    C173900100019 
            the beam spot.                                        C173900100020 
ERR-ANALYS (ERR-T) Quadrature sum of the uncertainties due to     C173900100021 
                    - counting statistics                         C173900100022 
                    - angular position                            C173900100023 
                    - beam energy,                                C173900100024 
           (ERR-1)  - solid angle (1%)                            C173900100025 
HISTORY    (20090918C) Compiled by S.H.                           C173900100026 
           (20120331A) Main reference compiled by S.H.            C173900100027 
                       All data replaced by data from author.     C173900100028 
                       Subentry 2 updated - differential cross    C173900100029 
                       section added, subentries 3,4 deleted      C173900100030 
                       and subentries 5-10 added                  C173900100031 
ENDBIB              29          0                                 C173900100032 
COMMON               2          3                                 C173900100033 
ANG-ERR    ERR-1                                                  C173900100034 
ADEG       PER-CENT                                               C173900100035 
 0.01       1.                                                    C173900100036 
ENDCOMMON            3          0                                 C173900100037 
ENDSUBENT           36          0                                 C173900199999 
SUBENT        C1739002   20130426                             C130C173900200001 
BIB                  4         11                                 C173900200002 
REACTION  1(52-TE-120(A,EL)52-TE-120,,DA)                         C173900200003 
          2(52-TE-120(A,EL)52-TE-120,,DA,,RTH)                    C173900200004 
SAMPLE     (52-TE-120,ENR=0.994) Target in oxide form TeO2 with   C173900200005 
                                 thickness of 130 - 210 mu-g/cm2  C173900200006 
STATUS     (TABLE) Data presented in fig. 4 of the main reference C173900200007 
                   sent by author (W.P.T)                         C173900200008 
HISTORY    (20120331A) S.H. Data in original subentry 2 contained C173900200009 
            only ratios to Rutherford cross sections. DifferentialC173900200010 
            cross sections from main reference were added for     C173900200011 
            several incident energies                             C173900200012 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900200013 
ENDBIB              11          0                                 C173900200014 
NOCOMMON             0          0                                 C173900200015 
DATA                 6        296                                 C173900200016 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900200017 
       17.0      162.6   6.13E+00   2.00E-01   1.22E-01   3.26    C173900900073 
       17.0      165.1   6.22E+00   2.03E-01   1.26E-01   3.27    C173900900074 
       17.0      167.6   5.91E+00   1.94E-01   1.21E-01   3.29    C173900900075 
       19.0       15.1   1.13E+05   1.13E+03   1.00E+00   1.00    C173900900076 
       19.0       22.6   2.36E+04   2.44E+02   1.03E+00   1.04    C173900900077 
       19.0       25.1   1.55E+04   1.64E+02   1.03E+00   1.06    C173900900078 
       19.0       27.6   1.03E+04   1.13E+02   9.91E-01   1.09    C173900900079 
       19.0       30.1   7.44E+03   8.48E+01   1.00E+00   1.14    C173900900080 
       19.0       32.5   5.65E+03   5.60E+01   1.02E+00    .991   C173900900081 
       19.0       35.0   4.46E+03   4.43E+01   1.08E+00    .993   C173900900082 
       19.0       37.5   3.51E+03   3.50E+01   1.10E+00    .997   C173900900083 
       19.0       40.0   2.84E+03   2.85E+01   1.14E+00   1.00    C173900900084 
       19.0       42.5   2.24E+03   2.26E+01   1.13E+00   1.01    C173900900085 
       19.0       45.0   1.79E+03   1.82E+01   1.13E+00   1.02    C173900900086 
       19.0       47.5   1.40E+03   1.44E+01   1.08E+00   1.02    C173900900087 
       19.0       50.0   1.12E+03   1.16E+01   1.04E+00   1.04    C173900900088 
       19.0       52.5   8.97E+02   9.45E+00   9.98E-01   1.05    C173900900089 
       19.0       55.0   7.00E+02   7.48E+00   9.22E-01   1.07    C173900900090 
       19.0       57.5   5.60E+02   6.10E+00   8.68E-01   1.09    C173900900091 
       19.0       60.0   4.41E+02   4.92E+00   7.96E-01   1.12    C173900900092 
       19.0       62.5   3.54E+02   4.07E+00   7.37E-01   1.15    C173900900093 
       19.0       65.0   2.83E+02   3.36E+00   6.77E-01   1.19    C173900900094 
       19.0       67.5   2.25E+02   2.78E+00   6.13E-01   1.24    C173900900095 
       19.0       70.1   1.80E+02   2.34E+00   5.57E-01   1.30    C173900900096 
       19.0       72.5   1.48E+02   2.02E+00   5.16E-01   1.36    C173900900097 
       19.0       75.1   1.19E+02   1.69E+00   4.65E-01   1.42    C173900900098 
       19.0       77.5   9.78E+01   1.49E+00   4.25E-01   1.53    C173900900099 
       19.0       80.0   8.01E+01   1.28E+00   3.86E-01   1.60    C173900900100 
       19.0       82.5   6.61E+01   1.12E+00   3.51E-01   1.70    C173900900101 
       19.0       85.0   5.46E+01   9.91E-01   3.19E-01   1.82    C173900900102 
       19.0       87.5   4.61E+01   8.95E-01   2.95E-01   1.94    C173900900103 
       19.0       90.0   3.85E+01   8.02E-01   2.68E-01   2.09    C173900900104 
       19.0       92.5   3.18E+01   7.15E-01   2.41E-01   2.25    C173900900105 
       19.0       95.1   2.63E+01   3.27E-01   2.15E-01   1.25    C173900900106 
       19.0       97.6   2.24E+01   2.88E-01   1.98E-01   1.28    C173900900107 
       19.0      100.1   1.88E+01   2.49E-01   1.78E-01   1.33    C173900900108 
       19.0      102.6   1.61E+01   2.24E-01   1.64E-01   1.40    C173900900109 
       19.0      105.1   1.37E+01   1.96E-01   1.49E-01   1.43    C173900900110 
       19.0      107.6   1.21E+01   1.86E-01   1.40E-01   1.54    C173900900111 
       19.0      110.1   1.03E+01   1.66E-01   1.26E-01   1.61    C173900900112 
       19.0      112.6   9.10E+00   1.53E-01   1.18E-01   1.68    C173900900113 
       19.0      115.1   7.91E+00   1.41E-01   1.09E-01   1.78    C173900900114 
       19.0      117.6   7.09E+00   1.29E-01   1.02E-01   1.83    C173900900115 
       19.0      120.1   6.19E+00   1.18E-01   9.40E-02   1.91    C173900900116 
       19.0      122.6   5.60E+00   1.11E-01   8.90E-02   1.98    C173900900117 
       19.0      125.1   5.03E+00   1.04E-01   8.35E-02   2.07    C173900900118 
       19.0      127.6   4.54E+00   9.76E-02   7.86E-02   2.15    C173900900119 
       19.0      130.1   4.00E+00   9.11E-02   7.22E-02   2.27    C173900900120 
       19.0      132.6   3.68E+00   8.74E-02   6.88E-02   2.38    C173900900121 
       19.0      135.1   3.31E+00   8.30E-02   6.42E-02   2.51    C173900900122 
       19.0      137.6   2.96E+00   7.61E-02   5.93E-02   2.57    C173900900123 
       19.0      140.1   2.90E+00   7.73E-02   6.00E-02   2.66    C173900900124 
       19.0      142.6   2.71E+00   7.26E-02   5.76E-02   2.68    C173900900125 
       19.0      145.1   2.45E+00   6.83E-02   5.34E-02   2.79    C173900900126 
       19.0      147.6   2.40E+00   6.79E-02   5.38E-02   2.83    C173900900127 
       19.0      150.1   2.20E+00   6.50E-02   5.04E-02   2.95    C173900900128 
       19.0      152.6   1.91E+00   6.03E-02   4.47E-02   3.15    C173900900129 
       19.0      155.1   1.91E+00   6.02E-02   4.54E-02   3.16    C173900900130 
       19.0      157.5   1.92E+00   6.01E-02   4.65E-02   3.13    C173900900131 
       19.0      160.0   1.83E+00   5.87E-02   4.51E-02   3.20    C173900900132 
       19.0      162.6   1.68E+00   5.64E-02   4.18E-02   3.37    C173900900133 
       19.0      165.1   1.62E+00   5.59E-02   4.08E-02   3.45    C173900900134 
       19.0      167.5   1.60E+00   5.45E-02   4.08E-02   3.41    C173900900135 
       22.0       15.1   8.33E+04   8.36E+02   1.00E+00   1.00    C173900900136 
       22.0       22.6   1.66E+04   1.68E+02   9.67E-01   1.01    C173900900137 
       22.0       25.1   1.15E+04   1.18E+02   1.02E+00   1.02    C173900900138 
       22.0       27.6   8.16E+03   8.42E+01   1.04E+00   1.03    C173900900139 
       22.0       30.1   6.18E+03   6.50E+01   1.11E+00   1.05    C173900900140 
       22.0       32.6   4.64E+03   4.56E+01   1.13E+00    .983   C173900900141 
       22.0       35.1   3.46E+03   3.40E+01   1.13E+00    .984   C173900900142 
       22.0       37.6   2.48E+03   2.45E+01   1.05E+00    .985   C173900900143 
       22.0       40.1   1.84E+03   1.82E+01   9.98E-01    .988   C173900900144 
       22.0       42.6   1.33E+03   1.32E+01   9.10E-01    .991   C173900900145 
       22.0       45.1   9.82E+02   9.78E+00   8.32E-01    .996   C173900900146 
       22.0       47.6   7.04E+02   7.06E+00   7.29E-01   1.00    C173900900147 
       22.0       50.1   5.20E+02   5.26E+00   6.51E-01   1.01    C173900900148 
       22.0       52.6   3.86E+02   3.95E+00   5.78E-01   1.02    C173900900149 
       22.0       55.1   2.87E+02   2.97E+00   5.09E-01   1.04    C173900900150 
       22.0       57.6   2.16E+02   2.27E+00   4.50E-01   1.05    C173900900151 
       22.0       60.1   1.61E+02   1.73E+00   3.91E-01   1.08    C173900900152 
       22.0       62.6   1.22E+02   1.34E+00   3.40E-01   1.11    C173900900153 
       22.0       65.1   9.33E+01   1.06E+00   3.00E-01   1.14    C173900900154 
       22.0       67.6   7.25E+01   8.58E-01   2.66E-01   1.18    C173900900155 
       22.0       70.1   5.68E+01   7.03E-01   2.36E-01   1.24    C173900900156 
       22.0       72.6   4.45E+01   5.81E-01   2.08E-01   1.31    C173900900157 
       22.0       75.1   3.49E+01   4.77E-01   1.83E-01   1.36    C173900900158 
       22.0       77.6   2.71E+01   4.01E-01   1.59E-01   1.48    C173900900159 
       22.0       80.1   2.12E+01   3.32E-01   1.37E-01   1.56    C173900900160 
       22.0       82.6   1.74E+01   2.89E-01   1.24E-01   1.66    C173900900161 
       22.0       85.1   1.40E+01   2.51E-01   1.10E-01   1.79    C173900900162 
       22.0       87.6   1.15E+01   2.23E-01   9.91E-02   1.93    C173900900163 
       22.0       90.1   9.29E+00   1.95E-01   8.71E-02   2.10    C173900900164 
       22.0       92.6   7.53E+00   1.72E-01   7.66E-02   2.29    C173900900165 
       22.0       95.1   6.20E+00   7.46E-02   6.82E-02   1.20    C173900900166 
       22.0       97.6   5.08E+00   6.31E-02   6.03E-02   1.24    C173900900167 
       22.0      100.1   4.18E+00   5.38E-02   5.33E-02   1.29    C173900900168 
       22.0      102.6   3.65E+00   4.89E-02   4.99E-02   1.34    C173900900169 
       22.0      105.1   3.12E+00   4.28E-02   4.55E-02   1.37    C173900900170 
       22.0      107.6   2.78E+00   4.03E-02   4.31E-02   1.45    C173900900171 
       22.0      110.1   2.32E+00   3.53E-02   3.82E-02   1.52    C173900900172 
       22.0      112.6   1.99E+00   3.17E-02   3.46E-02   1.60    C173900900173 
       22.0      115.1   1.64E+00   2.82E-02   3.02E-02   1.72    C173900900174 
       22.0      117.6   1.41E+00   2.51E-02   2.72E-02   1.79    C173900900175 
       22.0      120.1   1.19E+00   2.24E-02   2.42E-02   1.88    C173900900176 
       22.0      122.6   1.08E+00   2.10E-02   2.29E-02   1.95    C173900900177 
       22.0      125.1   9.67E-01   1.97E-02   2.15E-02   2.04    C173900900178 
       22.0      127.6   9.06E-01   1.89E-02   2.11E-02   2.09    C173900900179 
       22.0      130.1   7.97E-01   1.76E-02   1.93E-02   2.21    C173900900180 
       22.0      132.6   7.28E-01   1.69E-02   1.83E-02   2.32    C173900900181 
       22.0      135.1   6.59E-01   1.60E-02   1.71E-02   2.44    C173900900182 
       22.0      137.6   5.88E-01   1.47E-02   1.58E-02   2.50    C173900900183 
       22.0      140.1   5.18E-01   1.40E-02   1.44E-02   2.71    C173900900184 
       22.0      142.6   4.83E-01   1.32E-02   1.38E-02   2.73    C173900900185 
       22.0      145.1   4.24E-01   1.22E-02   1.24E-02   2.88    C173900900186 
       22.0      147.6   4.15E-01   1.21E-02   1.25E-02   2.92    C173900900187 
       22.0      150.1   3.93E-01   1.18E-02   1.21E-02   3.00    C173900900188 
       22.0      152.6   3.76E-01   1.16E-02   1.18E-02   3.07    C173900900189 
       22.0      155.1   3.68E-01   1.14E-02   1.17E-02   3.10    C173900900190 
       22.0      157.6   3.46E-01   1.10E-02   1.12E-02   3.18    C173900900191 
       22.0      160.1   3.52E-01   1.11E-02   1.16E-02   3.15    C173900900192 
       22.0      162.6   3.45E-01   1.11E-02   1.15E-02   3.21    C173900900193 
       22.0      165.1   3.16E-01   1.07E-02   1.07E-02   3.37    C173900900194 
       22.0      167.6   2.91E-01   1.00E-02   9.95E-03   3.44    C173900900195 
       24.5       15.1   6.73E+04   6.76E+02   1.00E+00   1.00    C173900900196 
       24.5       22.6   1.50E+04   1.51E+02   1.09E+00   1.01    C173900900197 
       24.5       25.1   1.05E+04   1.07E+02   1.16E+00   1.02    C173900900198 
       24.5       27.6   7.41E+03   7.64E+01   1.18E+00   1.03    C173900900199 
       24.5       30.1   5.21E+03   5.50E+01   1.16E+00   1.06    C173900900200 
       24.5       32.6   3.47E+03   3.41E+01   1.05E+00    .985   C173900900201 
       24.5       35.1   2.43E+03   2.39E+01   9.84E-01    .986   C173900900202 
       24.5       37.6   1.67E+03   1.65E+01   8.79E-01    .989   C173900900203 
       24.5       40.1   1.16E+03   1.16E+01   7.84E-01    .994   C173900900204 
       24.5       42.6   7.68E+02   7.69E+00   6.52E-01   1.00    C173900900205 
       24.5       45.1   5.32E+02   5.38E+00   5.60E-01   1.01    C173900900206 
       24.5       47.6   3.78E+02   3.87E+00   4.86E-01   1.02    C173900900207 
       24.5       50.1   2.77E+02   2.88E+00   4.31E-01   1.04    C173900900208 
       24.5       52.6   1.98E+02   2.12E+00   3.69E-01   1.07    C173900900209 
       24.5       55.1   1.36E+02   1.50E+00   3.00E-01   1.10    C173900900210 
       24.5       57.6   9.77E+01   1.11E+00   2.53E-01   1.14    C173900900211 
       24.5       60.1   7.20E+01   8.58E-01   2.17E-01   1.19    C173900900212 
       24.5       62.6   5.66E+01   7.05E-01   1.97E-01   1.25    C173900900213 
       24.5       65.1   4.24E+01   5.60E-01   1.69E-01   1.32    C173900900214 
       24.5       67.6   3.19E+01   4.54E-01   1.45E-01   1.42    C173900900215 
       24.5       70.1   2.34E+01   3.65E-01   1.21E-01   1.56    C173900900216 
       24.5       72.6   1.71E+01   2.97E-01   9.91E-02   1.74    C173900900217 
       24.5       75.1   1.41E+01   2.57E-01   9.16E-02   1.83    C173900900218 
       24.5       77.6   1.10E+01   2.25E-01   7.95E-02   2.05    C173900900219 
       24.5       80.1   8.92E+00   1.94E-01   7.17E-02   2.18    C173900900220 
       24.5       82.6   6.80E+00   1.65E-01   6.03E-02   2.43    C173900900221 
       24.5       85.1   5.51E+00   1.47E-01   5.38E-02   2.67    C173900900222 
       24.5       87.6   4.11E+00   1.25E-01   4.38E-02   3.05    C173900900223 
       24.5       90.1   3.49E+00   1.15E-01   4.06E-02   3.30    C173900900224 
       24.5       92.6   2.76E+00   1.01E-01   3.48E-02   3.68    C173900900225 
       24.5       95.1   2.28E+00   3.54E-02   3.12E-02   1.55    C173900900226 
       24.5       97.6   1.85E+00   3.06E-02   2.72E-02   1.65    C173900900227 
       24.5      100.1   1.48E+00   2.61E-02   2.34E-02   1.77    C173900900228 
       24.5      102.6   1.26E+00   2.41E-02   2.14E-02   1.91    C173900900229 
       24.5      105.1   1.08E+00   2.14E-02   1.96E-02   1.98    C173900900230 
       24.5      107.6   8.83E-01   1.98E-02   1.70E-02   2.25    C173900900231 
       24.5      110.1   7.49E-01   1.79E-02   1.53E-02   2.40    C173900900232 
       24.5      112.6   6.15E-01   1.60E-02   1.33E-02   2.61    C173900900233 
       24.5      115.1   4.86E-01   1.43E-02   1.11E-02   2.95    C173900900234 
       24.5      117.6   4.19E-01   1.29E-02   1.01E-02   3.09    C173900900235 
       24.5      120.1   3.70E-01   1.20E-02   9.33E-03   3.25    C173900900236 
       24.5      122.6   3.50E-01   1.16E-02   9.26E-03   3.33    C173900900237 
       24.5      125.1   3.53E-01   1.18E-02   9.75E-03   3.34    C173900900238 
       24.5      127.6   3.04E-01   1.08E-02   8.75E-03   3.57    C173900900239 
       24.5      130.1   2.58E-01   1.00E-02   7.74E-03   3.88    C173900900240 
       24.5      132.6   2.18E-01   9.26E-03   6.80E-03   4.24    C173900900241 
       24.5      135.1   1.96E-01   8.83E-03   6.30E-03   4.52    C173900900242 
       24.5      137.6   1.57E-01   7.68E-03   5.22E-03   4.90    C173900900243 
       24.5      140.1   1.48E-01   7.68E-03   5.09E-03   5.19    C173900900244 
       24.5      142.6   1.43E-01   7.35E-03   5.06E-03   5.14    C173900900245 
       24.5      145.1   1.46E-01   7.41E-03   5.32E-03   5.06    C173900900246 
       24.5      147.6   1.45E-01   7.41E-03   5.40E-03   5.11    C173900900247 
       24.5      150.1   1.29E-01   7.02E-03   4.92E-03   5.44    C173900900248 
       24.5      152.6   1.35E-01   7.20E-03   5.24E-03   5.34    C173900900249 
       24.5      155.1   1.06E-01   6.36E-03   4.20E-03   6.00    C173900900250 
       24.5      157.6   8.70E-02   5.72E-03   3.51E-03   6.57    C173900900251 
       24.5      160.1   6.88E-02   5.08E-03   2.82E-03   7.38    C173900900252 
       24.5      162.6   7.56E-02   5.39E-03   3.14E-03   7.12    C173900900253 
       24.5      165.1   7.34E-02   5.36E-03   3.08E-03   7.30    C173900900254 
       24.5      167.6   7.59E-02   5.34E-03   3.22E-03   7.04    C173900900255 
       27.0       15.1   5.58E+04   5.60E+02   1.00E+00   1.00    C173900900256 
       27.0       22.6   1.39E+04   1.39E+02   1.23E+00    .997   C173900900257 
       27.0       25.1   9.58E+03   9.57E+01   1.28E+00    .999   C173900900258 
       27.0       27.6   5.94E+03   5.98E+01   1.15E+00   1.01    C173900900259 
       27.0       30.1   3.75E+03   3.84E+01   1.02E+00   1.02    C173900900260 
       27.0       32.6   2.47E+03   2.43E+01   9.11E-01    .982   C173900900261 
       27.0       35.1   1.68E+03   1.65E+01   8.23E-01    .983   C173900900262 
       27.0       37.6   1.05E+03   1.04E+01   6.71E-01    .986   C173900900263 
       27.0       40.1   6.69E+02   6.63E+00   5.47E-01    .990   C173900900264 
       27.0       42.6   4.45E+02   4.42E+00   4.57E-01    .994   C173900900265 
       27.0       45.1   3.19E+02   3.19E+00   4.07E-01   1.00    C173900900266 
       27.0       47.6   2.17E+02   2.19E+00   3.38E-01   1.01    C173900900267 
       27.0       50.1   1.43E+02   1.47E+00   2.70E-01   1.03    C173900900268 
       27.0       52.6   9.64E+01   1.01E+00   2.17E-01   1.05    C173900900269 
       27.0       55.1   7.09E+01   7.61E-01   1.89E-01   1.07    C173900900270 
       27.0       57.6   5.45E+01   5.99E-01   1.71E-01   1.10    C173900900271 
       27.0       60.1   3.84E+01   4.39E-01   1.40E-01   1.15    C173900900272 
       27.0       62.6   2.64E+01   3.21E-01   1.11E-01   1.21    C173900900273 
       27.0       65.1   1.88E+01   2.43E-01   9.09E-02   1.29    C173900900274 
       27.0       67.6   1.47E+01   2.02E-01   8.13E-02   1.37    C173900900275 
       27.0       70.1   1.18E+01   1.73E-01   7.41E-02   1.46    C173900900276 
       27.0       72.6   8.92E+00   1.42E-01   6.28E-02   1.60    C173900900277 
       27.0       75.1   6.10E+00   1.09E-01   4.82E-02   1.78    C173900900278 
       27.0       77.6   4.45E+00   9.09E-02   3.92E-02   2.04    C173900900279 
       27.0       80.1   3.72E+00   7.99E-02   3.63E-02   2.15    C173900900280 
       27.0       82.6   3.22E+00   7.31E-02   3.47E-02   2.27    C173900900281 
       27.0       85.1   2.64E+00   6.54E-02   3.13E-02   2.47    C173900900282 
       27.0       87.6   2.03E+00   5.65E-02   2.63E-02   2.78    C173900900283 
       27.0       90.1   1.36E+00   4.55E-02   1.92E-02   3.34    C173900900284 
       27.0       92.6   9.36E-01   3.72E-02   1.43E-02   3.98    C173900900285 
       27.0       95.1   8.61E-01   1.33E-02   1.43E-02   1.55    C173900900286 
       27.0       97.6   8.12E-01   1.28E-02   1.45E-02   1.57    C173900900287 
       27.0      100.1   7.22E-01   1.17E-02   1.39E-02   1.62    C173900900288 
       27.0      102.6   5.98E-01   1.05E-02   1.23E-02   1.76    C173900900289 
       27.0      105.1   4.14E-01   8.11E-03   9.09E-03   1.96    C173900900290 
       27.0      107.6   2.92E-01   6.86E-03   6.83E-03   2.35    C173900900291 
       27.0      110.1   2.36E-01   6.04E-03   5.85E-03   2.56    C173900900292 
       27.0      112.6   2.26E-01   5.91E-03   5.94E-03   2.61    C173900900293 
       27.0      115.1   2.38E-01   6.20E-03   6.58E-03   2.61    C173900900294 
       27.0      117.6   2.05E-01   5.60E-03   5.99E-03   2.73    C173900900295 
       27.0      120.1   1.83E-01   5.21E-03   5.60E-03   2.86    C173900900296 
       27.0      122.6   1.43E-01   4.54E-03   4.58E-03   3.19    C173900900297 
       27.0      125.1   1.14E-01   4.04E-03   3.81E-03   3.55    C173900900298 
       27.0      127.6   9.19E-02   3.60E-03   3.22E-03   3.91    C173900900299 
       27.0      130.1   7.47E-02   3.25E-03   2.72E-03   4.35    C173900900300 
       27.0      132.6   7.29E-02   3.24E-03   2.75E-03   4.45    C173900900301 
       27.0      135.1   6.83E-02   3.17E-03   2.67E-03   4.64    C173900900302 
       27.0      137.6   7.25E-02   3.19E-03   2.93E-03   4.40    C173900900303 
       27.0      140.1   7.01E-02   3.23E-03   2.92E-03   4.61    C173900900304 
       27.0      142.6   6.39E-02   3.00E-03   2.75E-03   4.69    C173900900305 
       27.0      145.1   4.84E-02   2.58E-03   2.13E-03   5.34    C173900900306 
       27.0      147.6   4.67E-02   2.55E-03   2.11E-03   5.46    C173900900307 
       27.0      150.1   3.93E-02   2.35E-03   1.82E-03   5.97    C173900900308 
       27.0      152.6   3.47E-02   2.21E-03   1.64E-03   6.37    C173900900309 
       27.0      155.1   3.82E-02   2.32E-03   1.84E-03   6.07    C173900900310 
       27.0      157.5   3.53E-02   2.22E-03   1.73E-03   6.29    C173900900311 
       27.0      160.0   3.87E-02   2.33E-03   1.92E-03   6.01    C173900900312 
       27.0      162.6   4.45E-02   2.53E-03   2.24E-03   5.68    C173900900313 
       27.0      165.1   4.04E-02   2.43E-03   2.06E-03   6.01    C173900900314 
       27.0      167.5   3.85E-02   2.32E-03   1.98E-03   6.03    C173900900315 
ENDDATA            302          0                                 C173900900316 
ENDSUBENT          315          0                                 C173900999999 
SUBENT        C1739010   20130426                             C130C173901000001 
BIB                  6         17                                 C173901000002 
REACTION  1(48-CD-106(A,EL)48-CD-106,,DA)                         C173901000003 
          2(48-CD-106(A,EL)48-CD-106,,DA,,RTH)                    C173901000004 
SAMPLE     (48-CD-106,ENR=0.864) Metallic target with             C173901000005 
                                 thickness of 300 mu-g/cm2        C173901000006 
COMMENT    A.Palumbo and Wanpeng Tan (2012-05-30):                C173901000007 
             Comparison with data taken with enriched (96.5%)     C173901000008 
              samples at 16.1-19.6 MeV shows that large errors    C173901000009 
             (<2% at forwarded angles, <10% at backward angles)   C173901000010 
              due to low target enrichment (~86%). This error is  C173901000011 
              not included into the uncertainty values in the dataC173901000012 
              table.                                              C173901000013 
REL-REF    (D,D4136001,G.G.Kiss+,J,EPJ/AS,27,197,2006)            C173901000014 
           Ea=16.1-19.6 MeV data taken with enriched Cd-106 sampleC173901000015 
STATUS     (TABLE) Data presented in fig. 10 of the main referenceC173901000016 
                   sent by author (W.P.T)                         C173901000017 
HISTORY    (20120331C) S.H.                                       C173901000018 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173901000019 
ENDBIB              17          0                                 C173901000020 
NOCOMMON             0          0                                 C173901000021 
DATA                 6        360                                 C173901000022 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173901000023 
MEV        ADEG       MB/SR      MB/SR      NO-DIM     PER-CENT   C173901000024 
      17.00       15.1   1.28E+05   1.28E+03   1.00E+00   1.00    C173901000025 
      17.00       22.6   2.63E+04   2.77E+02   1.01E+00   1.05    C173901000026 
      17.00       25.1   1.77E+04   1.92E+02   1.03E+00   1.08    C173901000027 
      17.00       27.6   1.19E+04   1.33E+02   9.95E-01   1.12    C173901000028 
      17.00       30.1   8.28E+03   9.86E+01   9.74E-01   1.19    C173901000029 
      17.00       32.6   6.12E+03   6.13E+01   9.83E-01   1.00    C173901000030 
      17.00       35.2   4.67E+03   4.71E+01   9.98E-01   1.01    C173901000031 
      17.00       37.6   3.61E+03   3.67E+01   1.00E+00   1.02    C173901000032 
      17.00       40.2   2.85E+03   2.94E+01   1.01E+00   1.03    C173901000033 
      17.00       42.7   2.35E+03   2.44E+01   1.05E+00   1.04    C173901000034 
      17.00       45.2   1.95E+03   2.05E+01   1.08E+00   1.05    C173901000035 
      17.00       47.6   1.58E+03   1.69E+01   1.07E+00   1.07    C173901000036 
      17.00       50.1   1.32E+03   1.43E+01   1.08E+00   1.09    C173901000037 
      17.00       52.6   1.10E+03   1.23E+01   1.08E+00   1.12    C173901000038 
      17.00       55.1   8.92E+02   1.02E+01   1.03E+00   1.14    C173901000039 
      17.00       57.7   7.56E+02   8.79E+00   1.03E+00   1.16    C173901000040 
      17.00       60.2   6.26E+02   7.50E+00   9.91E-01   1.20    C173901000041 
      17.00       62.6   5.28E+02   6.54E+00   9.65E-01   1.24    C173901000042 
      17.00       65.2   4.35E+02   5.59E+00   9.12E-01   1.29    C173901000043 
      17.00       67.7   3.66E+02   4.91E+00   8.74E-01   1.34    C173901000044 
      17.00       70.2   2.98E+02   4.23E+00   8.07E-01   1.42    C173901000045 
      17.00       72.7   2.51E+02   3.76E+00   7.65E-01   1.50    C173901000046 
      17.00       75.2   2.13E+02   3.30E+00   7.28E-01   1.55    C173901000047 
      17.00       77.7   1.79E+02   2.99E+00   6.82E-01   1.66    C173901000048 
      17.00       80.2   1.50E+02   2.61E+00   6.32E-01   1.74    C173901000049 
      17.00       82.7   1.26E+02   2.32E+00   5.85E-01   1.85    C173901000050 
      17.00       85.2   1.12E+02   2.17E+00   5.74E-01   1.93    C173901000051 
      17.00       87.6   8.98E+01   1.90E+00   5.01E-01   2.11    C173901000052 
      17.00       90.2   8.06E+01   1.78E+00   4.90E-01   2.21    C173901000053 
      17.00       92.6   6.78E+01   1.61E+00   4.47E-01   2.38    C173901000054 
      17.00       95.1   5.72E+01   7.33E-01   4.07E-01   1.28    C173901000055 
      17.00       97.6   5.14E+01   6.59E-01   3.95E-01   1.28    C173901000056 
      17.00      100.1   4.35E+01   5.76E-01   3.59E-01   1.32    C173901000057 
      17.00      102.6   3.74E+01   5.19E-01   3.30E-01   1.39    C173901000058 
      17.00      105.1   3.34E+01   4.70E-01   3.15E-01   1.41    C173901000059 
      17.00      107.6   2.90E+01   4.38E-01   2.91E-01   1.51    C173901000060 
      17.00      110.1   2.55E+01   4.00E-01   2.72E-01   1.57    C173901000061 
      17.00      112.6   2.29E+01   3.71E-01   2.58E-01   1.62    C173901000062 
      17.00      115.1   2.03E+01   3.47E-01   2.41E-01   1.71    C173901000063 
      17.00      117.6   1.79E+01   3.15E-01   2.24E-01   1.76    C173901000064 
      17.00      120.1   1.64E+01   2.96E-01   2.16E-01   1.80    C173901000065 
      17.00      122.6   1.48E+01   2.77E-01   2.04E-01   1.87    C173901000066 
