ENTRY            C2059   20130918                             C135C205900000001 
SUBENT        C2059001   20130918                             C135C205900100001 
BIB                  9         19                                 C205900100002 
TITLE      Level Structure of 88Zr Studied with the 90Zr(p,t)     C205900100003 
           Reaction                                               C205900100004 
AUTHOR     (J.B.Ball,R.L.Auble,R.M.Drisko,P.G.Roos)               C205900100005 
INSTITUTE  (1USAORL,1USAMRY)                                      C205900100006 
REFERENCE  (J,PR,177,1699,1969)                                   C205900100007 
FACILITY   (CYCLO,1USAORL) Experiment was performed at the Oak    C205900100008 
           Ridge Isochronous Cyclotron                            C205900100009 
SAMPLE     (40-ZR-90,ENR=0.978) The target was a rolled self-     C205900100010 
           supporting foil with thickness of 0.25 mg/cm2          C205900100011 
DETECTOR   (MAGSP,TRD) The tritons were observed with the broad-  C205900100012 
           range spectrograph facility and recorded with 50mu-m   C205900100013 
           Kodak NTB emulsions. A spectrograph entrance angle of  C205900100014 
           4.0deg and a scanning zone of 3 cm gave a solid angle  C205900100015 
           of about 0.6 msr for the system.                       C205900100016 
ERR-ANALYS (DATA-ERR) Uncertainties of about 10% due to           C205900100017 
           uncertainties in the current integration and           C205900100018 
           target thickness. No other information                 C205900100019 
           given.                                                 C205900100020 
HISTORY    (20130918C) Compiled by S.H.                           C205900100021 
ENDBIB              19          0                                 C205900100022 
NOCOMMON             0          0                                 C205900100023 
ENDSUBENT           22          0                                 C205900199999 
SUBENT        C2059002   20130918                             C135C205900200001 
BIB                  2          2                                 C205900200002 
REACTION   (40-ZR-90(P,T)40-ZR-88,PAR,DA)                         C205900200003 
STATUS     (CURVE) Data taken from figs. 2-6 of the reference     C205900200004 
ENDBIB               2          0                                 C205900200005 
COMMON               1          3                                 C205900200006 
EN                                                                C205900200007 
MEV                                                               C205900200008 
31.0                                                              C205900200009 
ENDCOMMON            3          0                                 C205900200010 
DATA                 4         61                                 C205900200011 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         C205900200012 
MEV        ADEG       MB/SR      MB/SR                            C205900200013 
       0.00       5.49   1.35E+00   1.43E-01                      C205900200014 
       0.00      15.53   1.77E-01   1.44E-02                      C205900200015 
       0.00      20.84   4.37E-02   4.29E-03                      C205900200016 
       0.00      25.76   9.11E-03   1.69E-03                      C205900200017 
       0.00      30.85   2.74E-02   3.02E-03                      C205900200018 
       0.00      36.05   1.07E-01   1.01E-02                      C205900200019 
       0.00      46.20   4.82E-02   4.53E-03                      C205900200020 
       0.00      56.30   1.03E-02   2.03E-03                      C205900200021 
       0.00      66.63   3.44E-02   3.23E-03                      C205900200022 
       1.05       5.80   7.97E-02   7.26E-03                      C205900200023 
       1.05      15.87   1.49E-01   1.36E-02                      C205900200024 
       1.05      20.94   1.11E-01   1.07E-02                      C205900200025 
       1.05      25.87   9.12E-02   6.71E-03                      C205900200026 
       1.05      30.75   3.59E-02   3.48E-03                      C205900200027 
       1.05      35.80   2.08E-02   2.72E-03                      C205900200028 
       1.05      46.31   1.68E-02   2.83E-03                      C205900200029 
       1.05      56.00   2.01E-02   3.17E-03                      C205900200030 
       1.05      65.98   9.36E-03   2.29E-03                      C205900200031 
       1.52       5.17   1.26E-01   1.12E-02                      C205900200032 
       1.52      15.22   2.08E-02   3.71E-03                      C205900200033 
       1.52      25.54   3.45E-03   9.80E-04                      C205900200034 
       1.52      30.68   5.99E-03   1.24E-03                      C205900200035 
       1.52      35.60   1.10E-02   2.20E-03                      C205900200036 
       1.52      45.79   2.48E-03   8.06E-04                      C205900200037 
       1.52      55.99   1.61E-03   7.34E-04                      C205900200038 
       1.52      65.92   7.29E-03   1.99E-03                      C205900200039 
       1.80       5.76   1.11E-02   3.02E-03                      C205900200040 
       1.80      15.73   1.58E-02   3.39E-03                      C205900200041 
