ENTRY            C1687   20100805                             C103C168700000001 
SUBENT        C1687001   20100805                             C103C168700100001 
BIB                 10         24                                 C168700100002 
TITLE      Giant resonances in 116Sn from 240 MeV 6Li scattering  C168700100003 
AUTHOR     (X.Chen,Y.-W.Lui,H.L.Clark,Y.Tokimoto,D.H.Youngblood)  C168700100004 
INSTITUTE  (1USATAM)                                              C168700100005 
REFERENCE  (J,PR/C,79,024320,2009)                                C168700100006 
FACILITY   (CYCLO,1USATAM)A beam of 240 MeV 6Li particles from    C168700100007 
           the Texas A&M University K500 superconducting          C168700100008 
           cyclotron was used in experiment                       C168700100009 
SAMPLE     Self-supporting 9.9 mg/cm2 Sn foil enriched to 95%     C168700100010 
           in 116Sn                                               C168700100011 
DETECTOR   (MAGSP)Reaction products were momentum analysed using  C168700100012 
           multipole-dipole-multipole spectrometer and detected   C168700100013 
           in 60 cm long focal plane detector. The horizontal     C168700100014 
           acceptance of the spectrometer was 4deg and ray        C168700100015 
           tracing was used to reconstruct the scattering angle.  C168700100016 
           The vertical acceptance was +-2 deg.                   C168700100017 
           (MWPC,IOCH,SCIN) Focal plane detector consisted of     C168700100018 
           four resistive wire proportional counters to measure   C168700100019 
           position. Ionization chamber measured energy loss and  C168700100020 
           scintillation detector behind the ionization chamber   C168700100021 
           measured deposited energy and provided time of flight  C168700100022 
           signal.                                                C168700100023 
METHOD     (EDE,TOF)                                              C168700100024 
ERR-ANALYS (DATA-ERR) No information given                        C168700100025 
HISTORY    (20090703C) Compiled by S.H.                           C168700100026 
ENDBIB              24          0                                 C168700100027 
COMMON               1          3                                 C168700100028 
EN                                                                C168700100029 
MEV                                                               C168700100030 
 240.0                                                            C168700100031 
ENDCOMMON            3          0                                 C168700100032 
ENDSUBENT           31          0                                 C168700199999 
SUBENT        C1687002   20100805                             C103C168700200001 
BIB                  2          3                                 C168700200002 
REACTION   (50-SN-116(3-LI-6,INL)50-SN-116,PAR,DA,,AV)            C168700200003 
STATUS     (CURVE) Data taken from fig. 4 of the reference        C168700200004 
                   Waiting for data from author                   C168700200005 
ENDBIB               3          0                                 C168700200006 
NOCOMMON             0          0                                 C168700200007 
DATA                 5         36                                 C168700200008 
E-EXC-MIN  E-EXC-MAX  ANG-CM     DATA-CM    DATA-ERR              C168700200009 
MEV        MEV        ADEG       MB/SR      MB/SR                 C168700200010 
    11.82     13.42     1.09         99.7      5.6                C168700200011 
    11.82     13.42     1.25         91.5      6.1                C168700200012 
    11.82     13.42     1.51         90.1      6.1                C168700200013 
    11.82     13.42     1.83         98.3      5.6                C168700200014 
    11.82     13.42     3.15         47.4      2.2                C168700200015 
    11.82     13.42     3.54         34.5      1.5                C168700200016 
    11.82     13.42     3.91         25.7      0.9                C168700200017 
    11.82     13.42     4.28         21.0      0.8                C168700200018 
    11.82     13.42     4.70         20.1      0.4                C168700200019 
    11.82     13.42     5.09         17.7      0.8                C168700200020 
    11.82     13.42     5.46         16.6      0.8                C168700200021 
    11.82     13.42     5.88         15.1      1.1                C168700200022 
    14.20     23.00     1.09         84.2      5.5                C168700200023 
    14.20     23.00     1.24         78.6      3.9                C168700200024 
    14.20     23.00     1.51         80.6      3.3                C168700200025 
    14.20     23.00     1.84         82.0      4.7                C168700200026 
    14.20     23.00     3.16         45.7      2.6                C168700200027 
    14.20     23.00     3.53         34.5      1.7                C168700200028 
    14.20     23.00     3.89         25.5      1.3                C168700200029 
    14.20     23.00     4.27         20.2      1.2                C168700200030 
    14.20     23.00     4.71         18.8      1.2                C168700200031 
    14.20     23.00     5.09         16.4      0.5                C168700200032 
    14.20     23.00     5.46         15.3      0.9                C168700200033 
    14.20     23.00     5.89         13.4      0.8                C168700200034 
    29.37     30.97     1.09         73.8      3.2                C168700200035 
    29.37     30.97     1.26         69.4      3.0                C168700200036 
    29.37     30.97     1.50         71.9      3.1                C168700200037 
    29.37     30.97     1.84         72.5      3.1                C168700200038 
    29.37     30.97     3.12         42.2      1.5                C168700200039 
    29.37     30.97     3.50         33.2      1.2                C168700200040 
    29.37     30.97     3.93         23.9      0.8                C168700200041 
    29.37     30.97     4.30         19.0      0.7                C168700200042 
    29.37     30.97     4.68         16.9      1.0                C168700200043 
    29.37     30.97     5.06         14.7      0.6                C168700200044 
    29.37     30.97     5.50         13.3      0.4                C168700200045 
    29.37     30.97     5.86         11.7      0.4                C168700200046 
ENDDATA             38          0                                 C168700200047 
ENDSUBENT           46          0                                 C168700299999 
ENDENTRY             2          0                                 C168799999999 
