ENTRY            C1461   20130322                             C128C146100000001 
SUBENT        C1461001   20130322                             C128C146100100001 
BIB                 14         45                                 C146100100002 
TITLE      Measurement of elastic 12C+alpha scattering: Details   C146100100003 
            of the experiment, analysis, and discussion of phase  C146100100004 
            shifts                                                C146100100005 
AUTHOR     (P.Tischhauser, A.Couture, R.Detwiler, J.Gorres,       C146100100006 
            C.Ugalde, E.Stech, M.Wiescher, M.Heil, F.Kappeler,    C146100100007 
            R.E.Azuma, L.Buchmann)                                C146100100008 
INSTITUTE  (1USANOT,1CANTOR,1CANTMF,2GERKFK,1USAMSU,2UK EDG)      C146100100009 
REFERENCE  (J,PR/C,79,055803,2009)                                C146100100010 
           (J,PRL,88,072501,2002) Letter                          C146100100011 
FACILITY   (VDGT,1USANOT) FN Pelletron tandem accelerator         C146100100012 
INC-SOURCE 200 nA of highly collimated 4He2+ beam on carbon       C146100100013 
            target foils                                          C146100100014 
INC-SPECT  FWHM(beam)=5 keV at 5.2473(21)MeV resonance            C146100100015 
SAMPLE     Nine natural carbon targets were used, each with a     C146100100016 
            thin (0.2-2 ug/cm2) layer of evaporated Au and carbon C146100100017 
            thicknesses of 11-25 ug/cm2.                          C146100100018 
           The targets were oriented at a 45 deg angle relative toC146100100019 
            incident beam.                                        C146100100020 
METHOD     (BCINT) Corrected for equilibrium charge state of beam C146100100021 
            after passing through the carbon target (3-10% at Ea= C146100100022 
            2.6-6.6 MeV)                                          C146100100023 
DETECTOR   (SIBAR) An array of 32 ion-implanted silicon detectors C146100100024 
            (100 um thickness, 100 mm2 area) were arranged at a   C146100100025 
            distance of 63 cm from the target at the center of a  C146100100026 
            vacuum chamber.                                       C146100100027 
MONITOR    (79-AU-197(A,EL)79-AU-197,,DA,,RTH)                    C146100100028 
           Rutherford cross section corrected for screening       C146100100029 
            effect correction (1-5%).                             C146100100030 
           The thickness of Au layer (0.22-1.79 ug/cm2) was       C146100100031 
            constant during the course of experiment.             C146100100032 
CORRECTION The target thickness was monitored by comparing        C146100100033 
            yields relative to 197Au(alpha,alpha)197Au, and showedC146100100034 
            that targets experienced an increase of 10%-40% in    C146100100035 
            thickness over time. Corrections for the target       C146100100036 
            thickness growth were applied in the analysis.        C146100100037 
COMMENT    Richard James deBoer (2013-02-15):                     C146100100038 
            Note that the order of data is VERY important as some C146100100039 
            of the data points have the same energy. There are    C146100100040 
            the same number of data points at every angle as the  C146100100041 
            data were taken simultaneously with 32 silicon        C146100100042 
            detectors.                                            C146100100043 
HISTORY    (20060816C) DR                                         C146100100044 
           (20111229A) SD: REACTION code in Subent 2 corrected.   C146100100045 
           (20120715A) SD: Subents 3-13 were added from C1705.    C146100100046 
           (20130322U) On. BIB updated; C1461.002-013 merged.     C146100100047 
ENDBIB              45          0                                 C146100100048 
NOCOMMON             0          0                                 C146100100049 
ENDSUBENT           48          0                                 C146100199999 
SUBENT        C1461002   20130322                             C128C146100200001 
BIB                  5         12                                 C146100200002 
REACTION   (6-C-12(A,EL)6-C-12,,DA,,REL)                          C146100200003 
COMMENT    Richard James deBoer (2013-02-16):                     C146100200004 
            I believe the uncertainty is purely statistical.      C146100200005 
            The data at the 32 angles were measured simultaneouslyC146100200006 
             at a given energy, one can take the ratio of their   C146100200007 
             yields and this approximates the ratio in the cross  C146100200008 
             sections.                                            C146100200009 
ERR-ANALYS (ERR-S)  Purely statistical                            C146100200010 
STATUS     (TABLE) Not shown in articles                          C146100200011 
HISTORY    (20111229A) SD: REACTION code corrected:(A,G)=>(A,EL)  C146100200012 
           (20130215R) On. Received from Richard James deBoer     C146100200013 
           (20130322A) On. Data received from R.J.deBoer inserted C146100200014 
ENDBIB              12          0                                 C146100200015 
NOCOMMON             0          0                                 C146100200016 
DATA                 4      11392                                 C146100200017 
ANG        EN         DATA       ERR-S                            C146100200018 
ADEG       MEV        ARB-UNITS  ARB-UNITS                        C146100200019 
  24.       2.6089      77530.     783.1                          C146100200020 
  24.       2.659       74478.     960.8                          C146100200021 
  24.       2.7095      75636.    1195.                           C146100200022 
  24.       2.7572      66065.     792.8                          C146100200023 
  24.       2.8099      62808.     772.5                          C146100200024 
  24.       2.8099      73338.    1070.7                          C146100200025 
  24.       2.8597     123732.    1992.1                          C146100200026 
  24.       2.9048     116976.    2304.4                          C146100200027 
  24.       2.9053      94679.    1401.2                          C146100200028 
  24.       2.9093      59700.     608.9                          C146100200029 
  24.       2.9597     100312.    1183.7                          C146100200030 
  24.       3.0087      65312.     672.7                          C146100200031 
  24.       3.0107     119941.    2842.6                          C146100200032 
  24.       3.0508      34819.     306.4                          C146100200033 
  24.       3.0512      49550.    1109.9                          C146100200034 
  24.       3.0512      47936.     647.1                          C146100200035 
  24.       3.1004      45320.     403.3                          C146100200036 
  24.       3.1123      51622.     598.8                          C146100200037 
  24.       3.1359      37643.     338.8                          C146100200038 
  24.       3.2017      40926.     462.5                          C146100200039 
  24.       3.2044      73478.    1109.5                          C146100200040 
  24.       3.2048      37253.     391.2                          C146100200041 
  24.       3.2066      74734.     769.8                          C146100200042 
  24.       3.2496      83338.     700.                           C146100200043 
  24.       3.3088      57446.     545.7                          C146100200044 
  24.       3.3111      18064.     252.9                          C146100200045 
  24.       3.3113      17632.     188.7                          C146100200046 
  24.       3.3476      37090.     333.8                          C146100200047 
  24.       3.3982      36101.     353.8                          C146100200048 
  24.       3.4003      40783.     477.2                          C146100200049 
  24.       3.4134      35612.     384.6                          C146100200050 
  24.       3.4375      31044.     391.2                          C146100200051 
  24.       3.474       42199.     476.8                          C146100200052 
  24.       3.4741      13832.     179.8                          C146100200053 
  24.       3.5121      26787.     324.1                          C146100200054 
  24.       3.5379      24955.     277.                           C146100200055 
  24.       3.538       33610.     396.6                          C146100200056 
  24.       3.5493      13345.     170.8                          C146100200057 
  24.       3.5499      12618.     131.2                          C146100200058 
  24.       3.5598       7865.     141.6                          C146100200059 
  24.       3.5627      26811.     289.6                          C146100200060 
  24.       3.5652      31121.     351.7                          C146100200061 
  24.       3.5679      27166.     293.4                          C146100200062 
  24.       3.5696      10769.     157.2                          C146100200063 
  24.       3.5703      25412.     274.4                          C146100200064 
  24.       3.5728      25735.     277.9                          C146100200065 
  24.       3.5753      25074.     258.3                          C146100200066 
  24.       3.5778      20635.     235.2                          C146100200067 
  24.       3.5799      16790.     201.5                          C146100200068 
  24.       3.58         2048.      70.2                          C146100200069 
  24.       3.5803      18235.     191.5                          C146100200070 
  24.       3.5828      22054.     288.9                          C146100200071 
  24.       3.5853      24593.     255.8                          C146100200072 
  24.       3.5878      21722.     280.2                          C146100200073 
  24.       3.5901      16151.     229.3                          C146100200074 
  24.       3.5904      21969.     292.2                          C146100200075 
  24.       3.5929      17822.     206.7                          C146100200076 
  24.       3.5951      38457.     392.3                          C146100200077 
  24.       3.5954      19139.     195.2                          C146100200078 
  24.       3.5979      18140.     206.8                          C146100200079 
  24.       3.5996      14916.     120.8                          C146100200080 
  24.       3.6004      17965.     203.                           C146100200081 
  24.       3.6055      21596.     239.7                          C146100200082 
  24.       3.6098      21788.     270.2                          C146100200083 
  24.       3.63        17957.     256.8                          C146100200084 
  24.       3.6489      15410.     141.8                          C146100200085 
  24.       3.6496      16889.     228.                           C146100200086 
  24.       3.6989      36466.     404.8                          C146100200087 
  24.       3.7128      24325.     289.5                          C146100200088 
  24.       3.7479      33675.     367.1                          C146100200089 
  24.       3.7497      14856.     153.                           C146100200090 
  24.       3.7981      14213.     238.8                          C146100200091 
  24.       3.7982      33124.     410.7                          C146100200092 
