ENTRY            C0806   20220805                             C216C0806  0    1 
SUBENT        C0806001   20220805                             C216C0806  1    1 
BIB                 13         29                                 C0806  1    2 
INSTITUTE  (2NEDKVI,1USAMHG,1USAINU)                              C0806  1    3 
REFERENCE  (J,PR/C,61,054602,2000)                                C0806  1    4 
AUTHOR     (R.G.T.Zegers,S.Brandenburg,M.N.Harakeh,               C0806  1    5 
           S.Y.van der Werf,J.Janecke,T.O'Donnell,D.A.Roberts,    C0806  1    6 
           S.Shaheen,G.P.A.Berg,C.C.Foster,T.Rinckel,             C0806  1    7 
           E.J.Stephenson)                                        C0806  1    8 
TITLE      Search for isovector giant monopole resonances via the C0806  1    9 
            124Sn(3He,tn) reaction                                C0806  1   10 
FACILITY   (CYCLO,1USAINU)                                        C0806  1   11 
INC-SOURCE 3He++ beam.                                            C0806  1   12 
SAMPLE     Target enriched to 97.2% 124Sn, thickness 7.7 mg/cm2.  C0806  1   13 
METHOD     (BCINT) Flux collected in faraday cup positioned       C0806  1   14 
            inside dipole magnet.                                 C0806  1   15 
           (COINC) t-n and t-gamma coincidences measured.         C0806  1   16 
DETECTOR   (MAGSP) K600 hqdd spectrometer.  Focal plane detection C0806  1   17 
            system consists of of a wire chamber array (2 verticalC0806  1   18 
            and 2 horizontal drift chambers) backed by two        C0806  1   19 
            scintillation detectors.                              C0806  1   20 
           (SCIN) Neutron detected in 4 Ne213 and 4 Ne230 liquid  C0806  1   21 
            scintillation detectors.                              C0806  1   22 
CORRECTION Corrected for background, detector efficiency, and     C0806  1   23 
            neutron-decay multiplicity.                           C0806  1   24 
ERR-ANALYS A discussion of systematic errors given in reference.  C0806  1   25 
STATUS     (TABLE) Data received by email from R.Zegers, 6 May andC0806  1   26 
                   8 May, 2001.                                   C0806  1   27 
           (APRVD) Approved by R.Zegers, 17 May 2001.             C0806  1   28 
HISTORY    (20010507C) VM                                         C0806  1   29 
           (20090904A) BIB updates.                               C0806  1   30 
           (20220725A) REACTION on subs.4,5 modified              C0806  1   31 
ENDBIB              29          0                                 C0806  1   32 
COMMON               1          3                                 C0806  1   33 
EN                                                                C0806  1   34 
MEV                                                               C0806  1   35 
199.                                                              C0806  1   36 
ENDCOMMON            3          0                                 C0806  1   37 
ENDSUBENT           36          0                                 C0806  199999 
SUBENT        C0806002   20010517                             0000C080600200001 
BIB                  2          3                                 C080600200002 
REACTION   (50-SN-124(HE3,T)51-SB-124,,DA/DE)                     C080600200003 
            Low magnetic filed run.                               C080600200004 
ERR-ANALYS No uncertainties given (small).                        C080600200005 
ENDBIB               3          0                                 C080600200006 
NOCOMMON             0          0                                 C080600200007 
DATA                 3        619                                 C080600200008 
