ENTRY            C0670   20000724                             0000C067000000001 
SUBENT        C0670001   20000724                             0000C067000100001 
BIB                 10         20                                 C067000100002 
INSTITUTE  (1USACAL)                                              C067000100003 
REFERENCE  (J,NP/A,315,430,1979)                                  C067000100004 
           (T,ZYSKIND,1979)                                       C067000100005 
AUTHOR     (J.L.ZYSKIND,J.M.DAVIDSON,M.T.ESAT,R.H.SPEAR,          C067000100006 
           M.H.SHAPIRO,W.A.FOWLER,C.A.BARNES)                     C067000100007 
TITLE      Cross section measurements and thermonuclear reaction  C067000100008 
            rates                                                 C067000100009 
FACILITY   (VDGT,1USACAL)                                         C067000100010 
INC-SPECT  Energy given calculated by allowing for thick target   C067000100011 
            effects according to e-folding technique of Mak et al.C067000100012 
            Nucl.Phys. A226, 493 (1974).                          C067000100013 
SAMPLE     Metallic Ca target, enriched to 97.78% 48Ca,           C067000100014 
            evaporated onto Ta backing. Areal density 185         C067000100015 
            microg.cm3.                                           C067000100016 
CORRECTION Corrected for conversion of Ca to CaO and CaCO3 in     C067000100017 
            target by assuming composition of target was CaO.     C067000100018 
            Validity of this approximation verified by experiment.C067000100019 
STATUS     Data taken from tables in thesis.                      C067000100020 
           (APRVD) Approved by C.A. Barnes, 25 July 2000.         C067000100021 
HISTORY    (20000616C) VM                                         C067000100022 
ENDBIB              20          0                                 C067000100023 
NOCOMMON             0          0                                 C067000100024 
ENDSUBENT           23          0                                 C067000199999 
SUBENT        C0670002   20000724                             0000C067000200001 
BIB                  7         20                                 C067000200002 
REACTION   (20-CA-48(P,G)21-SC-49,,SIG)                           C067000200003 
DETECTOR   (GELI)                                                 C067000200004 
METHOD     Detector calibrated with standard radioactive sources  C067000200005 
            and 27Al(p,gamma)28Si reaction.                       C067000200006 
ANALYSIS   Sum of observed gammas, ignoring possible anisotropies C067000200007 
            (assumed to be small).                                C067000200008 
CORRECTION Corrected for deadtime and gammas too weak to be       C067000200009 
            observed.                                             C067000200010 
ERR-ANALYS (ERR-S) Statistical uncertainty given.                 C067000200011 
           Systematic uncertainty <22%, and includes              C067000200012 
           contributions from:                                    C067000200013 
           . relative detector efficiency (5%),                   C067000200014 
           . absolute efficiency, primarily from geometric        C067000200015 
             effects (10%),                                       C067000200016 
           . charge collection (2%),                              C067000200017 
           . target thickness (15%),                              C067000200018 
           . angular distribution effects (10%),                  C067000200019 
           . correction for weak transitions (5%).                C067000200020 
STATUS     Data point at 1.057 given as 0.677 in thesis table.    C067000200021 
           Corrected here for probable misprint.                  C067000200022 
ENDBIB              20          0                                 C067000200023 
NOCOMMON             0          0                                 C067000200024 
DATA                 3         90                                 C067000200025 
EN         DATA       ERR-S                                       C067000200026 
MEV        MB         MB                                          C067000200027 
  0.579     4.1    -04 1.6    -04                                 C067000200028 
  0.609     9.5    -04 1.2    -04                                 C067000200029 
  0.639     1.43   -03 2.0    -04                                 C067000200030 
  0.670     1.90   -03 2.2    -04                                 C067000200031 
  0.700     1.26   -03 1.8    -04                                 C067000200032 
  0.731     3.86   -03 3.1    -04                                 C067000200033 
  0.755     3.51   -03 3.1    -04                                 C067000200034 
  0.781     3.59   -03 3.2    -04                                 C067000200035 
  0.806     1.76   -02 6.7    -04                                 C067000200036 
  0.831     1.56   -02 6.8    -04                                 C067000200037 
  0.857     3.88   -03 3.1    -04                                 C067000200038 
  0.881     9.03   -03 7.5    -04                                 C067000200039 
  0.906     1.73   -02 9.0    -04                                 C067000200040 
  0.931     3.46   -02 1.4    -03                                 C067000200041 
  0.956     6.13   -02 1.7    -03                                 C067000200042 
  0.982     5.01   -02 1.6    -03                                 C067000200043 
  1.007     4.64   -02 1.6    -03                                 C067000200044 
  1.032     1.00   -01 2.4    -03                                 C067000200045 
  1.057     6.77   -02 2.0    -03                                 C067000200046 
  1.082     4.20   -02 1.6    -03                                 C067000200047 
  1.108     7.58   -02 2.0    -03                                 C067000200048 
  1.133     1.013  -01 2.4    -03                                 C067000200049 
  1.158     7.04   -02 2.0    -03                                 C067000200050 
  1.183     8.26   -02 2.1    -03                                 C067000200051 
  1.209     1.18   -01 2.5    -03                                 C067000200052 
  1.234     8.02   -02 1.8    -03                                 C067000200053 
  1.259     1.75   -02 1.4    -03                                 C067000200054 
  1.284     1.19   -02 3.1    -03                                 C067000200055 
  1.309     4.94   -02 2.0    -03                                 C067000200056 
  1.335     9.55   -02 2.9    -03                                 C067000200057 
  1.360     8.38   -02 2.7    -03                                 C067000200058 
  1.385     7.32   -02 2.4    -03                                 C067000200059 
  1.410     6.32   -02 2.4    -03                                 C067000200060 
  1.435     7.57   -02 2.5    -03                                 C067000200061 
  1.460     8.06   -02 2.5    -03                                 C067000200062 
  1.486     1.40   -01 3.3    -03                                 C067000200063 
  1.516     1.10   -01 2.9    -03                                 C067000200064 
  1.536     9.38   -02 2.8    -03                                 C067000200065 
  1.566     1.40   -02 3.4    -03                                 C067000200066 
  1.586     6.16   -02 2.3    -03                                 C067000200067 
  1.611     7.10   -02 2.4    -03                                 C067000200068 
  1.637     1.08   -01 3.0    -03                                 C067000200069 
  1.682     1.33   -01 3.3    -03                                 C067000200070 
  1.707     7.95   -02 2.7    -03                                 C067000200071 
  1.732     9.61   -02 2.8    -03                                 C067000200072 
  1.757     1.26   -01 3.4    -03                                 C067000200073 
  1.782     8.18   -02 2.7    -03                                 C067000200074 
  1.807     3.36   -02 2.4    -03                                 C067000200075 
  1.833     8.44   -02 3.6    -03                                 C067000200076 
  1.858     1.22   -01 4.2    -03                                 C067000200077 
  1.883     4.24   -02 3.7    -03                                 C067000200078 
  1.908     2.02   -01 7.5    -03                                 C067000200079 
  1.933     1.25   -01 5.8    -03                                 C067000200080 
  1.948     1.53   -01 7.3    -03                                 C067000200081 
  1.973     4.86   -01 1.2    -03                                 C067000200082 
  1.988     2.98   -01 8.3    -03                                 C067000200083 
  2.008     5.63   -02 3.3    -03                                 C067000200084 
  2.028     4.71   -02 2.7    -03                                 C067000200085 
  2.048     4.72   -02 3.7    -03                                 C067000200086 
  2.069     1.046  -01 5.2    -03                                 C067000200087 
  2.089     1.74   -01 6.2    -03                                 C067000200088 
  2.109     4.40   -02 3.8    -03                                 C067000200089 
  2.129     7.79   -02 5.4    -03                                 C067000200090 
