ENTRY            C1017   20040412                             0000C101700000001 
SUBENT        C1017001   20040412                             0000C101700100001 
BIB                 10         11                                 C101700100002 
INSTITUTE  (1USAROC)                                              C101700100003 
REFERENCE  (J,PR,115,389,195907)                                  C101700100004 
AUTHOR     (C.A.Preskitt,W.P.Alford)                              C101700100005 
TITLE      Elastic Scattering of Protons by Vanadium, Chromium,   C101700100006 
            Iron, and Cobalt                                      C101700100007 
FACILITY   (CYCLO,1USAROC)                                        C101700100008 
DETECTOR   (CSICR)                                                C101700100009 
MONITOR    (79-AU-197(P,EL)79-AU-197,,DA)                         C101700100010 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       C101700100011 
STATUS     Data taken from tables in reference.                   C101700100012 
  5.55      25.        1.010                                      C101700400095 
  5.55      30.        0.985                                      C101700400096 
  5.55      35.        1.010                                      C101700400097 
  5.55      40.        1.050                                      C101700400098 
  5.55      45.        1.035                                      C101700400099 
  5.55      50.        0.995                                      C101700400100 
  5.55      55.        0.895                                      C101700400101 
  5.55      65.        0.770                                      C101700400102 
  5.55      75.        0.650                                      C101700400103 
  5.55      80.        0.625                                      C101700400104 
  5.55      85.        0.620                                      C101700400105 
  5.55      95.        0.670                                      C101700400106 
  5.55     105.        0.845                                      C101700400107 
  5.55     110.        0.985                                      C101700400108 
  5.55     115.        1.110                                      C101700400109 
  5.55     120.        1.190                                      C101700400110 
  5.55     125.        1.335                                      C101700400111 
  5.55     130.        1.470                                      C101700400112 
  5.55     145.        1.750                                      C101700400113 
  5.55     150.        1.875                                      C101700400114 
  5.55     155.        2.025                                      C101700400115 
  5.55     160.        2.135                                      C101700400116 
  5.85      20.        0.995                                      C101700400117 
  5.85      25.        1.020                                      C101700400118 
  5.85      30.        0.995                                      C101700400119 
  5.85      35.        0.985                                      C101700400120 
  5.85      40.        1.045                                      C101700400121 
  5.85      45.        1.090                                      C101700400122 
  5.85      50.        1.090                                      C101700400123 
  5.85      55.        1.020                                      C101700400124 
  5.85      60.        0.935                                      C101700400125 
  5.85      65.        0.865                                      C101700400126 
  5.85      75.        0.740                                      C101700400127 
  5.85      80.        0.685                                      C101700400128 
  5.85      85.        0.690                                      C101700400129 
  5.85      90.        0.720                                      C101700400130 
  5.85     100.        0.885                                      C101700400131 
  5.85     110.        1.045                                      C101700400132 
  5.85     115.        1.165                                      C101700400133 
  5.85     125.        1.310                                      C101700400134 
  5.85     135.        1.450                                      C101700400135 
  5.85     145.        1.510                                      C101700400136 
  5.85     155.        1.650                                      C101700400137 
  5.85     160.        1.660                                      C101700400138 
  5.99      20.        1.000                                      C101700400139 
  5.99      25.        1.020                                      C101700400140 
  5.99      30.        1.000                                      C101700400141 
  5.99      35.        1.045                                      C101700400142 
  5.99      40.        1.085                                      C101700400143 
  5.99      45.        1.090                                      C101700400144 
  5.99      50.        1.080                                      C101700400145 
  5.99      55.        1.000                                      C101700400146 
  5.99      60.        0.855                                      C101700400147 
  5.99      65.        0.765                                      C101700400148 
  5.99      75.        0.565                                      C101700400149 
  5.99      80.        0.510                                      C101700400150 
  5.99      85.        0.515                                      C101700400151 
  5.99      90.        0.590                                      C101700400152 
  5.99      95.        0.685                                      C101700400153 
  5.99     105.        0.935                                      C101700400154 
  5.99     115.        1.180                                      C101700400155 
  5.99     120.        1.320                                      C101700400156 
  5.99     125.        1.470                                      C101700400157 
  5.99     135.        1.550                                      C101700400158 
  5.99     140.        1.570                                      C101700400159 
  5.99     145.        1.625                                      C101700400160 
  5.99     155.        1.635                                      C101700400161 
  5.99     160.        1.640                                      C101700400162 
  6.14      20.        1.000                                      C101700400163 
  6.14      25.        0.985                                      C101700400164 
  6.14      30.        1.010                                      C101700400165 
  6.14      35.        0.990                                      C101700400166 
  6.14      40.        1.050                                      C101700400167 
  6.14      45.        1.100                                      C101700400168 
  6.14      50.        1.085                                      C101700400169 
  6.14      55.        1.055                                      C101700400170 
  6.14      60.        0.910                                      C101700400171 
  6.14      65.        0.800                                      C101700400172 
  6.14      70.        0.725                                      C101700400173 
  6.14      75.        0.700                                      C101700400174 
  6.14      80.        0.715                                      C101700400175 
  6.14      85.        0.740                                      C101700400176 
  6.14      90.        0.805                                      C101700400177 
  6.14     100.        1.000                                      C101700400178 
  6.14     110.        1.245                                      C101700400179 
  6.14     115.        1.335                                      C101700400180 
  6.14     120.        1.400                                      C101700400181 
  6.14     125.        1.460                                      C101700400182 
  6.14     135.        1.460                                      C101700400183 
  6.14     140.        1.450                                      C101700400184 
  6.14     145.        1.395                                      C101700400185 
  6.14     150.        1.390                                      C101700400186 
  6.14     155.        1.370                                      C101700400187 
  6.14     160.        1.340                                      C101700400188 
  6.42      20.        0.990                                      C101700400189 
  6.42      25.        1.005                                      C101700400190 
  6.42      30.        1.000                                      C101700400191 
  6.42      35.        1.050                                      C101700400192 
  6.42      40.        1.095                                      C101700400193 
  6.42      45.        1.105                                      C101700400194 
  6.42      50.        1.070                                      C101700400195 
  6.42      55.        1.015                                      C101700400196 
  6.42      65.        0.810                                      C101700400197 
  6.42      70.        0.725                                      C101700400198 
  6.42      75.        0.660                                      C101700400199 
  6.42      80.        0.665                                      C101700400200 
  6.42      85.        0.720                                      C101700400201 
  6.42      95.        0.840                                      C101700400202 
  6.42     105.        1.070                                      C101700400203 
  6.42     115.        1.400                                      C101700400204 
  6.42     125.        1.490                                      C101700400205 
  6.42     135.        1.495                                      C101700400206 
  6.42     140.        1.550                                      C101700400207 
  6.42     145.        1.530                                      C101700400208 
  6.42     150.        1.495                                      C101700400209 
  6.42     155.        1.470                                      C101700400210 
  6.42     160.        1.410                                      C101700400211 
ENDDATA            204          0                                 C101700400212 
ENDSUBENT          211          0                                 C101700499999 
SUBENT        C1017005   20040412                             0000C101700500001 
BIB                  2          2                                 C101700500002 
REACTION   (27-CO-59(P,EL)27-CO-59,,DA,,RTH)                      C101700500003 
SAMPLE     Natural cobalt sample, areal density 1.9 mg/cm2.       C101700500004 
ENDBIB               2          0                                 C101700500005 
NOCOMMON             0          0                                 C101700500006 
DATA                 3        135                                 C101700500007 
EN         ANG        DATA                                        C101700500008 
MEV        ADEG       NO-DIM                                      C101700500009 
  3.88      25.        0.985                                      C101700500010 
  3.88      35.        0.995                                      C101700500011 
  3.88      45.        1.015                                      C101700500012 
  3.88      55.        0.990                                      C101700500013 
  3.88      65.        1.005                                      C101700500014 
  3.88      75.        0.945                                      C101700500015 
  3.88      85.        0.925                                      C101700500016 
  3.88      95.        0.920                                      C101700500017 
  3.88     100.        0.910                                      C101700500018 
  3.88     105.        0.925                                      C101700500019 
  3.88     115.        0.920                                      C101700500020 
  3.88     125.        0.960                                      C101700500021 
  3.88     130.        0.960                                      C101700500022 
  3.88     135.        0.980                                      C101700500023 
  3.88     145.        0.980                                      C101700500024 
  3.88     155.        1.000                                      C101700500025 
  3.88     160.        1.015                                      C101700500026 
  4.67      30.        1.005                                      C101700500027 
  4.67      35.        0.985                                      C101700500028 
  4.67      40.        1.005                                      C101700500029 
  4.67      45.        1.010                                      C101700500030 
  4.67      50.        0.985                                      C101700500031 
  4.67      55.        1.000                                      C101700500032 
  4.67      60.        0.990                                      C101700500033 
  4.67      65.        0.945                                      C101700500034 
  4.67      70.        0.900                                      C101700500035 
  4.67      75.        0.835                                      C101700500036 
  4.67      80.        0.810                                      C101700500037 
  4.67      85.        0.765                                      C101700500038 
  4.67      90.        0.770                                      C101700500039 
  4.67      95.        0.760                                      C101700500040 
  4.67     100.        0.765                                      C101700500041 
  4.67     105.        0.800                                      C101700500042 
  4.67     110.        0.810                                      C101700500043 
  4.67     120.        0.855                                      C101700500044 
  4.67     130.        0.910                                      C101700500045 
  4.67     135.        0.975                                      C101700500046 
  4.67     145.        0.960                                      C101700500047 
  4.67     150.        0.985                                      C101700500048 
  4.67     155.        0.960                                      C101700500049 
  4.67     160.        0.935                                      C101700500050 
  5.18      25.        1.000                                      C101700500051 
  5.18      30.        1.010                                      C101700500052 
  5.18      35.        0.990                                      C101700500053 
  5.18      40.        0.995                                      C101700500054 
  5.18      45.        1.035                                      C101700500055 
  5.18      50.        1.035                                      C101700500056 
  5.18      55.        0.995                                      C101700500057 
  5.18      60.        0.925                                      C101700500058 
  5.18      65.        0.860                                      C101700500059 
  5.18      75.        0.755                                      C101700500060 
  5.18      80.        0.700                                      C101700500061 
  5.18      85.        0.685                                      C101700500062 
  5.18      90.        0.685                                      C101700500063 
  5.18      95.        0.715                                      C101700500064 
  5.18     100.        0.770                                      C101700500065 
  5.18     110.        0.865                                      C101700500066 
  5.18     115.        0.890                                      C101700500067 
  5.18     125.        0.970                                      C101700500068 
  5.18     130.        0.980                                      C101700500069 
  5.18     135.        0.980                                      C101700500070 
  5.18     140.        0.965                                      C101700500071 
  5.18     145.        0.960                                      C101700500072 
  5.18     155.        0.910                                      C101700500073 
  5.18     160.        0.890                                      C101700500074 
  5.66      25.        1.005                                      C101700500075 
  5.66      30.        1.015                                      C101700500076 
  5.66      35.        1.000                                      C101700500077 
  5.66      40.        1.040                                      C101700500078 
  5.66      45.        1.050                                      C101700500079 
  5.66      50.        1.010                                      C101700500080 
  5.66      55.        0.960                                      C101700500081 
  5.66      60.        0.870                                      C101700500082 
  5.66      75.        0.650                                      C101700500083 
  5.66      80.        0.600                                      C101700500084 
  5.66      85.        0.600                                      C101700500085 
  5.66      90.        0.640                                      C101700500086 
  5.66      95.        0.685                                      C101700500087 
  5.66     100.        0.755                                      C101700500088 
  5.66     110.        0.855                                      C101700500089 
  5.66     115.        0.895                                      C101700500090 
  5.66     125.        0.940                                      C101700500091 
  5.66     130.        0.945                                      C101700500092 
  5.66     135.        0.955                                      C101700500093 
  5.66     140.        0.940                                      C101700500094 
  5.66     145.        0.910                                      C101700500095 
  5.66     155.        0.875                                      C101700500096 
  5.66     160.        0.845                                      C101700500097 
  5.94      20.        1.000                                      C101700500098 
  5.94      25.        0.990                                      C101700500099 
  5.94      30.        1.000                                      C101700500100 
  5.94      35.        1.025                                      C101700500101 
  5.94      40.        1.040                                      C101700500102 
  5.94      45.        1.030                                      C101700500103 
  5.94      50.        0.945                                      C101700500104 
  5.94      55.        0.885                                      C101700500105 
  5.94      60.        0.800                                      C101700500106 
  5.94      65.        0.775                                      C101700500107 
  5.94      70.        0.675                                      C101700500108 
  5.94      75.        0.615                                      C101700500109 
  5.94      80.        0.555                                      C101700500110 
  5.94      85.        0.545                                      C101700500111 
  5.94      90.        0.580                                      C101700500112 
  5.94      95.        0.655                                      C101700500113 
  5.94     105.        0.795                                      C101700500114 
  5.94     115.        0.920                                      C101700500115 
  5.94     125.        1.015                                      C101700500116 
  5.94     130.        1.025                                      C101700500117 
  5.94     135.        1.010                                      C101700500118 
  5.94     145.        0.970                                      C101700500119 
  5.94     150.        0.905                                      C101700500120 
  5.94     155.        0.870                                      C101700500121 
  5.94     160.        0.825                                      C101700500122 
  6.41      20.        1.010                                      C101700500123 
  6.41      25.        1.000                                      C101700500124 
  6.41      30.        1.000                                      C101700500125 
  6.41      35.        1.025                                      C101700500126 
  6.41      40.        1.080                                      C101700500127 
  6.41      45.        1.105                                      C101700500128 
  6.41      50.        1.050                                      C101700500129 
  6.41      55.        0.945                                      C101700500130 
  6.41      65.        0.735                                      C101700500131 
  6.41      75.        0.570                                      C101700500132 
  6.41      80.        0.530                                      C101700500133 
  6.41      85.        0.580                                      C101700500134 
  6.41      95.        0.725                                      C101700500135 
  6.41     105.        0.890                                      C101700500136 
  6.41     115.        1.043                                      C101700500137 
  6.41     120.        1.090                                      C101700500138 
  6.41     125.        1.075                                      C101700500139 
  6.41     135.        0.970                                      C101700500140 
  6.41     145.        0.820                                      C101700500141 
  6.41     150.        0.745                                      C101700500142 
  6.41     155.        0.690                                      C101700500143 
  6.41     160.        0.645                                      C101700500144 
ENDDATA            137          0                                 C101700500145 
ENDSUBENT          144          0                                 C101700599999 
ENDENTRY             5          0                                 C101799999999 
