ENTRY            C2186   20160404                             C158C2186  0    1 
SUBENT        C2186001   20160404                             C158C2186  1    1 
BIB                 13         36                                 C2186  1    2 
TITLE      Estimation of double differential angle-dependent      C2186  1    3 
            neutron production cross sections from tritons on     C2186  1    4 
            197Au at energies from 5.97 to 19.14 MeV              C2186  1    5 
AUTHOR     (M.Drosg, B.Hoop)                                      C2186  1    6 
INSTITUTE  (2AUSVIE)                                              C2186  1    7 
           (1USAUSA) Walden University, Minneapolis               C2186  1    8 
REFERENCE  (J,NSE,182,563,2016)                                   C2186  1    9 
REL-REF    (N,,M.Drosg,R,IAEA-NDS-87,2005) Rev.9 (May, 2005)      C2186  1   10 
           Description of DROSG-2000v2.21                         C2186  1   11 
EXP-YEAR   (1982)                                                 C2186  1   12 
FACILITY   (VDGT,1USALAS) LANL Ion Beam Facility (IBF)            C2186  1   13 
SAMPLE     Gas target (0.49 mg/cm2) in a cell (3.0 cm length)     C2186  1   14 
            with a molybdenum entrance window (5.3 mg/cm2) and a  C2186  1   15 
            gold beam stop (0.076 cm thick)                       C2186  1   16 
           The effective gold target thickness is the depth in    C2186  1   17 
            gold at which the triton beam has lost the same       C2186  1   18 
            amount of energy as in the gas of the gas-filled cell.C2186  1   19 
DETECTOR   (SCIN) 2" x 2" liquid  scintillator (NE213).           C2186  1   20 
           Efficiency at two pulse-height biases (minimum between C2186  1   21 
            25 keV and 60 keV peak in 241Am gamma spectrum,       C2186  1   22 
            Compton edge of 137Cs) was determined by              C2186  1   23 
           1) measuring 2H(t,n)4He and 1H(t,n)3He neutron yields  C2186  1   24 
            at about 30 neutron energies between 2.2 and 36.9 MeV;C2186  1   25 
           2) comparing them with DROSG-2000v2.21                 C2186  1   26 
METHOD     (TOF) Flight path of 3.61 m, the total time resolution C2186  1   27 
            of 2.1 nsec (FWHM of prompt gamma-ray peak)           C2186  1   28 
CORRECTION Corrections for the neutron interaction in gold, in    C2186  1   29 
            the target structure and in the air of the flight     C2186  1   30 
            path were obtained by means of a Monte Carlo          C2186  1   31 
            technique.                                            C2186  1   32 
STATUS     (APRVD) Corrected and approved by Manfred Drosg        C2186  1   33 
            (2015-10-04)                                          C2186  1   34 
HISTORY    (20150920R) Data received from Manfred Drosg           C2186  1   35 
           (20151002C) On                                         C2186  1   36 
           (20151004A) Corrected by Manfred Drosg                 C2186  1   37 
           (20160404U) On. REFERENCE: NSE vol#, page#, year added.C2186  1   38 
ENDBIB              36          0                                 C2186  1   39 
COMMON               2          3                                 C2186  1   40 
EN-ERR     ANG-ERR                                                C2186  1   41 
MEV        ADEG                                                   C2186  1   42 
 0.02       0.1                                                   C2186  1   43 
ENDCOMMON            3          0                                 C2186  1   44 
ENDSUBENT           43          0                                 C2186  199999 
SUBENT        C2186002   20151004                             C153C2186  2    1 
BIB                  4         10                                 C2186  2    2 
REACTION   (79-AU-197(T,X)0-NN-1,,DA/DE,,,DERIV)                  C2186  2    3 
ANALYSIS   The neutron yield for Au was obtained by the ratio     C2186  2    4 
            between the spectrum of the empty cell and that of    C2186  2    5 
            a cell filled with hydrogen multiplied by the factor  C2186  2    6 
             [m(Au)*dE(Au)]/[m(H)*dE(H)],                         C2186  2    7 
            where m and dE are the molar mass and energy loss,    C2186  2    8 
             respectively.                                        C2186  2    9 
ERR-ANALYS (ERR-S) Counting statistics                            C2186  2   10 
           (ERR-SYS) Scale uncertainty                            C2186  2   11 
STATUS     (TABLE) Data received from Manfred Drosg               C2186  2   12 
ENDBIB              10          0                                 C2186  2   13 
NOCOMMON             0          0                                 C2186  2   14 
DATA                 6       2215                                 C2186  2   15 
EN         ANG        E          DATA       ERR-S      ERR-SYS    C2186  2   16 
 10.45       145.0      4.8750      2.2522   0.1583     24.7      C2186  2 1160 
 10.45       145.0      5.1250      1.9435   0.1465     24.7      C2186  2 1161 
 10.45       145.0      5.3750      1.4986   0.1301     24.7      C2186  2 1162 
 10.45       145.0      5.6250      1.4161   0.1276     24.7      C2186  2 1163 
 10.45       145.0      5.8750      1.3110   0.1242     24.7      C2186  2 1164 
 10.45       145.0      6.1250      1.1668   0.1184     24.7      C2186  2 1165 
 10.45       145.0      6.3750      0.7466   0.0954     24.7      C2186  2 1166 
 10.45       145.0      6.6250      0.7684   0.0980     24.7      C2186  2 1167 
 10.45       145.0      6.8750      0.5653   0.0854     24.7      C2186  2 1168 
 10.45       145.0      7.1250      0.4676   0.0791     24.7      C2186  2 1169 
 10.45       145.0      7.3750      0.3911   0.0730     24.7      C2186  2 1170 
 10.45       145.0      7.6250      0.2942   0.0630     24.7      C2186  2 1171 
 10.45       145.0      7.8750      0.2043   0.0520     24.7      C2186  2 1172 
 10.45       145.0      8.1500      0.3055   0.0592     24.7      C2186  2 1173 
 10.45       145.0      8.4500      0.2179   0.0517     24.7      C2186  2 1174 
 10.45       145.0      8.7500      0.1949   0.0503     24.7      C2186  2 1175 
 10.45       145.0      9.0500      0.1502   0.0445     24.7      C2186  2 1176 
 10.45       145.0      9.3500      0.1462   0.0445     24.7      C2186  2 1177 
 10.45       145.0      9.6500      0.1024   0.0407     24.7      C2186  2 1178 
 10.45       145.0      9.9500      0.1158   0.0505     24.7      C2186  2 1179 
 10.45       145.0     10.2500      0.0002   0.0359     24.7      C2186  2 1180 
 10.45       145.0     10.5500      0.0002   0.0316     24.7      C2186  2 1181 
 10.45       145.0     10.8500      0.0406   0.0301     24.7      C2186  2 1182 
 10.45       145.0     11.1500      0.0169   0.0164     24.7      C2186  2 1183 
 10.45       145.0     11.4500      0.0589   0.0279     24.7      C2186  2 1184 
 10.45       145.0     11.7500      0.0632   0.0287     24.7      C2186  2 1185 
 10.45       145.0     12.0500      0.0381   0.0221     24.7      C2186  2 1186 
 10.45       145.0     12.3500      0.0526   0.0256     24.7      C2186  2 1187 
 10.45       145.0     12.6500      0.0547   0.0261     24.7      C2186  2 1188 
 10.45       145.0     12.9500      0.0544   0.0264     24.7      C2186  2 1189 
 10.45       145.0     13.2500      0.0354   0.0216     24.7      C2186  2 1190 
 10.45       145.0     13.5500      0.0145   0.0141     24.7      C2186  2 1191 
 10.45       145.0     13.8500      0.0897   0.0788     24.7      C2186  2 1192 
 10.45       145.0     14.2500      0.0197   0.0127     24.7      C2186  2 1193 
 10.45       145.0     14.7500      0.0150   0.0112     24.7      C2186  2 1194 
 10.45       145.0     15.2500      0.0235   0.0138     24.7      C2186  2 1195 
 10.45       145.0     15.7500      0.0129   0.0104     24.7      C2186  2 1196 
 10.45       145.0     16.2500      0.0214   0.0132     24.7      C2186  2 1197 
 10.45       145.0     16.7500      0.0280   0.0152     24.7      C2186  2 1198 
 16.41         0.1      0.5750    132.0615   1.7690     24.0      C2186  2 1199 
 16.41         0.1      0.7250    141.8749   1.6220     24.0      C2186  2 1200 
 16.41         0.1      0.8750    163.2727   1.6840     24.0      C2186  2 1201 
 16.41         0.1      1.0250    166.3832   1.6700     24.0      C2186  2 1202 
 16.41         0.1      1.1750    170.1316   1.6830     24.0      C2186  2 1203 
 16.41         0.1      1.3250    161.4154   1.6380     24.0      C2186  2 1204 
 16.41         0.1      1.4750    150.5432   1.5900     24.0      C2186  2 1205 
 16.41         0.1      1.6250    143.0719   1.5610     24.0      C2186  2 1206 
 16.41         0.1      1.7750    133.3582   1.5210     24.0      C2186  2 1207 
 16.41         0.1      1.9250    124.5638   1.4850     24.0      C2186  2 1208 
 16.41         0.1      2.1000    111.8340   1.2310     24.0      C2186  2 1209 
 16.41         0.1      2.3000    100.9772   1.1820     24.0      C2186  2 1210 
 16.41         0.1      2.5000     86.8009   1.1070     24.0      C2186  2 1211 
 16.41         0.1      2.7000     75.2806   1.0410     24.0      C2186  2 1212 
 16.41         0.1      2.9000     67.6649   1.0000     24.0      C2186  2 1213 
 16.41         0.1      3.1000     60.0761   0.9541     24.0      C2186  2 1214 
 16.41         0.1      3.3000     52.4466   0.9011     24.0      C2186  2 1215 
 16.41         0.1      3.5000     47.3019   0.8648     24.0      C2186  2 1216 
 16.41         0.1      3.7000     41.1188   0.8157     24.0      C2186  2 1217 
 16.41         0.1      3.9000     36.7444   0.7806     24.0      C2186  2 1218 
 16.41         0.1      4.1250     33.5353   0.6764     24.0      C2186  2 1219 
 16.41         0.1      4.3750     30.5463   0.6555     24.0      C2186  2 1220 
 16.41         0.1      4.6250     28.4493   0.6420     24.0      C2186  2 1221 
 16.41         0.1      4.8750     26.5668   0.6289     24.0      C2186  2 1222 
 16.41         0.1      5.1250     22.6539   0.5886     24.0      C2186  2 1223 
 16.41         0.1      5.3750     21.4303   0.5792     24.0      C2186  2 1224 
 16.41         0.1      5.6250     19.7739   0.5624     24.0      C2186  2 1225 
 16.41         0.1      5.8750     17.9440   0.5400     24.0      C2186  2 1226 
 16.41         0.1      6.1250     16.8990   0.5294     24.0      C2186  2 1227 
 16.41         0.1      6.3750     15.1813   0.3878     24.0      C2186  2 1228 
 16.41         0.1      6.6250     14.2887   0.3808     24.0      C2186  2 1229 
 16.41         0.1      6.8750     14.2937   0.3874     24.0      C2186  2 1230 
 16.41         0.1      7.1250     13.1794   0.3778     24.0      C2186  2 1231 
 16.41         0.1      7.3750     11.6695   0.3587     24.0      C2186  2 1232 
 16.41         0.1      7.6250     10.2652   0.3341     24.0      C2186  2 1233 
 16.41         0.1      7.8750      9.5932   0.3207     24.0      C2186  2 1234 
 16.41         0.1      8.1500      8.9741   0.2889     24.0      C2186  2 1235 
 16.41         0.1      8.4500      8.6913   0.2931     24.0      C2186  2 1236 
 16.41         0.1      8.7500      8.1985   0.2895     24.0      C2186  2 1237 
 16.41         0.1      9.0500      7.2774   0.2722     24.0      C2186  2 1238 
 16.41         0.1      9.3500      6.8720   0.2620     24.0      C2186  2 1239 
 16.41         0.1      9.6500      6.4903   0.2564     24.0      C2186  2 1240 
 16.41         0.1      9.9500      5.6997   0.2451     24.0      C2186  2 1241 
 16.41         0.1     10.2500      5.2140   0.2371     24.0      C2186  2 1242 
 16.41         0.1     10.5500      4.8955   0.2291     24.0      C2186  2 1243 
 16.41         0.1     10.8500      4.3871   0.2147     24.0      C2186  2 1244 
 16.41         0.1     11.1500      3.9969   0.2045     24.0      C2186  2 1245 
 16.41         0.1     11.4500      3.7520   0.1990     24.0      C2186  2 1246 
 16.41         0.1     11.7500      3.2804   0.1862     24.0      C2186  2 1247 
 16.41         0.1     12.0500      2.9339   0.1746     24.0      C2186  2 1248 
 16.41         0.1     12.3500      2.6972   0.1657     24.0      C2186  2 1249 
 16.41         0.1     12.6500      2.4459   0.1587     24.0      C2186  2 1250 
 16.41         0.1     12.9500      2.1336   0.1502     24.0      C2186  2 1251 
 16.41         0.1     13.2500      1.8907   0.1436     24.0      C2186  2 1252 
 16.41         0.1     13.5500      1.7936   0.1414     24.0      C2186  2 1253 
 16.41         0.1     13.8500      1.5866   0.2316     24.0      C2186  2 1254 
 16.41         0.1     14.2500      1.4689   0.1016     24.0      C2186  2 1255 
 16.41         0.1     14.7500      1.1789   0.0914     24.0      C2186  2 1256 
 16.41         0.1     15.2500      0.9973   0.0829     24.0      C2186  2 1257 
 16.41         0.1     15.7500      0.7384   0.0735     24.0      C2186  2 1258 
 16.41         0.1     16.2500      0.6289   0.0668     24.0      C2186  2 1259 
 16.41         0.1     16.7500      0.5115   0.0619     24.0      C2186  2 1260 
 16.41         0.1     17.2500      0.4762   0.0601     24.0      C2186  2 1261 
 16.41         0.1     17.7500      0.3795   0.0544     24.0      C2186  2 1262 
 16.41         0.1     18.2500      0.3114   0.0501     24.0      C2186  2 1263 
 16.41         0.1     18.7500      0.2321   0.1555     24.0      C2186  2 1264 
 16.41         0.1     19.2500      0.1755   0.0404     24.0      C2186  2 1265 
 16.41         0.1     19.7500      0.1408   0.0376     24.0      C2186  2 1266 
 16.41         0.1     20.5000      0.1214   0.0250     24.0      C2186  2 1267 
 16.41         0.1     21.5000      0.0786   0.0220     24.0      C2186  2 1268 
 16.41         0.1     22.5000      0.0450   0.0186     24.0      C2186  2 1269 
 16.41         0.1     23.5000      0.0347   0.0175     24.0      C2186  2 1270 
 16.41         0.1     24.5000      0.0217   0.0162     24.0      C2186  2 1271 
 16.41        15.0      0.5750    132.7517   0.9168     24.0      C2186  2 1272 
 16.41        15.0      0.7250    144.3158   0.8452     24.0      C2186  2 1273 
 16.41        15.0      0.8750    164.3562   0.8744     24.0      C2186  2 1274 
 16.41        15.0      1.0250    172.5200   0.8826     24.0      C2186  2 1275 
 16.41        15.0      1.1750    172.1272   0.8759     24.0      C2186  2 1276 
 16.41        15.0      1.3250    162.6700   0.8546     24.0      C2186  2 1277 
 16.41        15.0      1.4750    154.7170   0.8392     24.0      C2186  2 1278 
 16.41        15.0      1.6250    140.4319   0.8012     24.0      C2186  2 1279 
 16.41        15.0      1.7750    129.3797   0.7730     24.0      C2186  2 1280 
 16.41        15.0      1.9250    121.6017   0.7564     24.0      C2186  2 1281 
 16.41        15.0      2.1000    110.9565   0.6332     24.0      C2186  2 1282 
 16.41        15.0      2.3000     97.8481   0.6018     24.0      C2186  2 1283 
 16.41        15.0      2.5000     84.9403   0.5669     24.0      C2186  2 1284 
 16.41        15.0      2.7000     74.7450   0.5375     24.0      C2186  2 1285 
 16.41        15.0      2.9000     65.7635   0.5108     24.0      C2186  2 1286 
 16.41        15.0      3.1000     56.7821   0.4810     24.0      C2186  2 1287 
 16.41        15.0      3.3000     50.0773   0.4571     24.0      C2186  2 1288 
 16.41        15.0      3.5000     43.7513   0.4328     24.0      C2186  2 1289 
 16.41        15.0      3.7000     39.8803   0.4197     24.0      C2186  2 1290 
 16.41        15.0      3.9000     35.5234   0.4019     24.0      C2186  2 1291 
 16.41        15.0      4.1250     31.5062   0.3419     24.0      C2186  2 1292 
 16.41        15.0      4.3750     27.4382   0.3206     24.0      C2186  2 1293 
 16.41        15.0      4.6250     24.1844   0.3035     24.0      C2186  2 1294 
 16.41        15.0      4.8750     21.6529   0.2901     24.0      C2186  2 1295 
 16.41        15.0      5.1250     19.0676   0.2755     24.0      C2186  2 1296 
 16.41        15.0      5.3750     17.6735   0.2684     24.0      C2186  2 1297 
 16.41        15.0      5.6250     16.0019   0.2582     24.0      C2186  2 1298 
 16.41        15.0      5.8750     14.8296   0.2524     24.0      C2186  2 1299 
 16.41        15.0      6.1250     13.2331   0.2420     24.0      C2186  2 1300 
 16.41        15.0      6.3750     12.2694   0.2356     24.0      C2186  2 1301 
 16.41        15.0      6.6250     11.6865   0.2338     24.0      C2186  2 1302 
 16.41        15.0      6.8750     11.1232   0.2322     24.0      C2186  2 1303 
 16.41        15.0      7.1250     10.5548   0.2298     24.0      C2186  2 1304 
 16.41        15.0      7.3750      9.4601   0.2197     24.0      C2186  2 1305 
 16.41        15.0      7.6250      8.3885   0.2055     24.0      C2186  2 1306 
 16.41        15.0      7.8750      7.9996   0.1992     24.0      C2186  2 1307 
 16.41        15.0      8.1500      7.3083   0.1773     24.0      C2186  2 1308 
 16.41        15.0      8.4500      6.9756   0.1788     24.0      C2186  2 1309 
 16.41        15.0      8.7500      6.5734   0.1764     24.0      C2186  2 1310 
 16.41        15.0      9.0500      5.6991   0.1639     24.0      C2186  2 1311 
 16.41        15.0      9.3500      5.1653   0.1546     24.0      C2186  2 1312 
 16.41        15.0      9.6500      4.8599   0.1510     24.0      C2186  2 1313 
 16.41        15.0      9.9500      4.4905   0.1479     24.0      C2186  2 1314 
 16.41        15.0     10.2500      4.5284   0.1501     24.0      C2186  2 1315 
 16.41        15.0     10.5500      3.9197   0.1392     24.0      C2186  2 1316 
 16.41        15.0     10.8500      3.5473   0.1309     24.0      C2186  2 1317 
 16.41        15.0     11.1500      3.3743   0.1274     24.0      C2186  2 1318 
 16.41        15.0     11.4500      2.9102   0.1188     24.0      C2186  2 1319 
 16.41        15.0     11.7500      2.6111   0.1126     24.0      C2186  2 1320 
 16.41        15.0     12.0500      2.2869   0.1043     24.0      C2186  2 1321 
 16.41        15.0     12.3500      1.8721   0.0935     24.0      C2186  2 1322 
 16.41        15.0     12.6500      1.7908   0.0919     24.0      C2186  2 1323 
 16.41        15.0     12.9500      1.6329   0.0888     24.0      C2186  2 1324 
 16.41        15.0     13.2500      1.5030   0.0864     24.0      C2186  2 1325 
 16.41        15.0     13.5500      1.5934   0.0897     24.0      C2186  2 1326 
 16.41        15.0     13.8500      1.3881   0.0905     24.0      C2186  2 1327 
 16.41        15.0     14.2500      1.1616   0.0604     24.0      C2186  2 1328 
 16.41        15.0     14.7500      0.9249   0.0540     24.0      C2186  2 1329 
 16.41        15.0     15.2500      0.7419   0.0483     24.0      C2186  2 1330 
 16.41        15.0     15.7500      0.6504   0.0454     24.0      C2186  2 1331 
 16.41        15.0     16.2500      0.5243   0.0413     24.0      C2186  2 1332 
 16.41        15.0     16.7500      0.3694   0.0354     24.0      C2186  2 1333 
 16.41        15.0     17.2500      0.2817   0.0314     24.0      C2186  2 1334 
 16.41        15.0     17.7500      0.2151   0.0280     24.0      C2186  2 1335 
 16.41        15.0     18.2500      0.1924   0.0268     24.0      C2186  2 1336 
 16.41        15.0     18.7500      0.1872   0.0363     24.0      C2186  2 1337 
 16.41        15.0     19.2500      0.1261   0.0231     24.0      C2186  2 1338 
 16.41        15.0     19.7500      0.1114   0.0223     24.0      C2186  2 1339 
 16.41        15.0     20.5000      0.0814   0.0143     24.0      C2186  2 1340 
 16.41        15.0     21.5000      0.0457   0.0119     24.0      C2186  2 1341 
 16.41        15.0     22.5000      0.0208   0.0099     24.0      C2186  2 1342 
 16.41        15.0     23.5000      0.0001   0.0079     24.0      C2186  2 1343 
 16.41        15.0     24.5000      0.0042   0.0084     24.0      C2186  2 1344 
 16.41        30.1      0.5750    126.4099   0.8952     24.0      C2186  2 1345 
 16.41        30.1      0.7250    135.8798   0.8288     24.0      C2186  2 1346 
 16.41        30.1      0.8750    154.4515   0.8479     24.0      C2186  2 1347 
 16.41        30.1      1.0250    163.8654   0.8573     24.0      C2186  2 1348 
 16.41        30.1      1.1750    163.5456   0.8534     24.0      C2186  2 1349 
 16.41        30.1      1.3250    155.0021   0.8285     24.0      C2186  2 1350 
 16.41        30.1      1.4750    146.6396   0.8104     24.0      C2186  2 1351 
 16.41        30.1      1.6250    135.2129   0.7820     24.0      C2186  2 1352 
 16.41        30.1      1.7750    125.1676   0.7573     24.0      C2186  2 1353 
 16.41        30.1      1.9250    114.3664   0.7297     24.0      C2186  2 1354 
 16.41        30.1      2.1000    103.1797   0.6052     24.0      C2186  2 1355 
 16.41        30.1      2.3000     90.9327   0.5731     24.0      C2186  2 1356 
 16.41        30.1      2.5000     80.0013   0.5442     24.0      C2186  2 1357 
 16.41        30.1      2.7000     70.4972   0.5183     24.0      C2186  2 1358 
 16.41        30.1      2.9000     60.1709   0.4842     24.0      C2186  2 1359 
 16.41        30.1      3.1000     51.7564   0.4529     24.0      C2186  2 1360 
 16.41        30.1      3.3000     45.1579   0.4271     24.0      C2186  2 1361 
 16.41        30.1      3.5000     38.9509   0.4017     24.0      C2186  2 1362 
 16.41        30.1      3.7000     35.0970   0.3871     24.0      C2186  2 1363 
 16.41        30.1      3.9000     31.6712   0.3728     24.0      C2186  2 1364 
 16.41        30.1      4.1250     26.9727   0.3102     24.0      C2186  2 1365 
 16.41        30.1      4.3750     23.2749   0.2885     24.0      C2186  2 1366 
 16.41        30.1      4.6250     19.6261   0.2666     24.0      C2186  2 1367 
 16.41        30.1      4.8750     17.6185   0.2551     24.0      C2186  2 1368 
 16.41        30.1      5.1250     16.4671   0.2557     24.0      C2186  2 1369 
 16.41        30.1      5.3750     14.5958   0.2432     24.0      C2186  2 1370 
 16.41        30.1      5.6250     12.4997   0.2230     24.0      C2186  2 1371 
 16.41        30.1      5.8750     11.3618   0.2163     24.0      C2186  2 1372 
 16.41        30.1      6.1250     10.5775   0.2122     24.0      C2186  2 1373 
 16.41        30.1      6.3750      9.3328   0.2020     24.0      C2186  2 1374 
 16.41        30.1      6.6250      9.2467   0.2049     24.0      C2186  2 1375 
 16.41        30.1      6.8750      8.2155   0.1966     24.0      C2186  2 1376 
 16.41        30.1      7.1250      7.6122   0.1922     24.0      C2186  2 1377 
 16.41        30.1      7.3750      7.2467   0.1893     24.0      C2186  2 1378 
 16.41        30.1      7.6250      6.5361   0.1785     24.0      C2186  2 1379 
 16.41        30.1      7.8750      5.8907   0.1683     24.0      C2186  2 1380 
 16.41        30.1      8.1500      5.5256   0.1517     24.0      C2186  2 1381 
 16.41        30.1      8.4500      4.9539   0.1482     24.0      C2186  2 1382 
 16.41        30.1      8.7500      4.7087   0.1468     24.0      C2186  2 1383 
 16.41        30.1      9.0500      4.2973   0.1399     24.0      C2186  2 1384 
 16.41        30.1      9.3500      3.7532   0.1296     24.0      C2186  2 1385 
 16.41        30.1      9.6500      3.6281   0.1283     24.0      C2186  2 1386 
 16.41        30.1      9.9500      3.0899   0.1207     24.0      C2186  2 1387 
 16.41        30.1     10.2500      3.0872   0.1219     24.0      C2186  2 1388 
 16.41        30.1     10.5500      2.7074   0.1138     24.0      C2186  2 1389 
 16.41        30.1     10.8500      2.4819   0.1079     24.0      C2186  2 1390 
 16.41        30.1     11.1500      2.2504   0.1027     24.0      C2186  2 1391 
 16.41        30.1     11.4500      2.1143   0.1001     24.0      C2186  2 1392 
 16.41        30.1     11.7500      1.8904   0.0948     24.0      C2186  2 1393 
 16.41        30.1     12.0500      1.7661   0.0909     24.0      C2186  2 1394 
 16.41        30.1     12.3500      1.5073   0.0832     24.0      C2186  2 1395 
 16.41        30.1     12.6500      1.2890   0.0774     24.0      C2186  2 1396 
 16.41        30.1     12.9500      1.2190   0.0764     24.0      C2186  2 1397 
 16.41        30.1     13.2500      1.1652   0.0757     24.0      C2186  2 1398 
 16.41        30.1     13.5500      1.0229   0.0718     24.0      C2186  2 1399 
 16.41        30.1     13.8500      0.9512   0.0851     24.0      C2186  2 1400 
 16.41        30.1     14.2500      0.8548   0.0517     24.0      C2186  2 1401 
 16.41        30.1     14.7500      0.6132   0.0440     24.0      C2186  2 1402 
 16.41        30.1     15.2500      0.5477   0.0413     24.0      C2186  2 1403 
 16.41        30.1     15.7500      0.4287   0.0367     24.0      C2186  2 1404 
 16.41        30.1     16.2500      0.3363   0.0331     24.0      C2186  2 1405 
 16.41        30.1     16.7500      0.2907   0.0311     24.0      C2186  2 1406 
 16.41        30.1     17.2500      0.2047   0.0266     24.0      C2186  2 1407 
 16.41        30.1     17.7500      0.1647   0.0243     24.0      C2186  2 1408 
 16.41        30.1     18.2500      0.1439   0.0231     24.0      C2186  2 1409 
 16.41        30.1     18.7500      0.1183   0.0455     24.0      C2186  2 1410 
 16.41        30.1     19.2500      0.0944   0.0201     24.0      C2186  2 1411 
 16.41        30.1     19.7500      0.0687   0.0182     24.0      C2186  2 1412 
 16.41        30.1     20.5000      0.0385   0.0107     24.0      C2186  2 1413 
 16.41        30.1     21.5000      0.0054   0.0079     24.0      C2186  2 1414 
 16.41        30.1     22.5000      0.0188   0.0092     24.0      C2186  2 1415 
 16.41        30.1     23.5000      0.0034   0.0076     24.0      C2186  2 1416 
 16.41        30.1     24.5000      0.0010   0.0074     24.0      C2186  2 1417 
 16.41        49.9      0.5750    124.9952   1.2390     24.0      C2186  2 1418 
 16.41        49.9      0.7250    136.0471   1.1530     24.0      C2186  2 1419 
 16.41        49.9      0.8750    151.7468   1.1710     24.0      C2186  2 1420 
 16.41        49.9      1.0250    157.8258   1.1700     24.0      C2186  2 1421 
 16.41        49.9      1.1750    157.2824   1.1660     24.0      C2186  2 1422 
 16.41        49.9      1.3250    149.7254   1.1340     24.0      C2186  2 1423 
 16.41        49.9      1.4750    138.8595   1.0970     24.0      C2186  2 1424 
 16.41        49.9      1.6250    131.0283   1.0700     24.0      C2186  2 1425 
 16.41        49.9      1.7750    119.3836   1.0280     24.0      C2186  2 1426 
 16.41        49.9      1.9250    111.6282   1.0030     24.0      C2186  2 1427 
 16.41        49.9      2.1000     98.7863   0.8254     24.0      C2186  2 1428 
 16.41        49.9      2.3000     87.1713   0.7833     24.0      C2186  2 1429 
 16.41        49.9      2.5000     76.0166   0.7387     24.0      C2186  2 1430 
 16.41        49.9      2.7000     65.4241   0.6928     24.0      C2186  2 1431 
 16.41        49.9      2.9000     56.8795   0.6542     24.0      C2186  2 1432 
 16.41        49.9      3.1000     49.5166   0.6178     24.0      C2186  2 1433 
 16.41        49.9      3.3000     44.0021   0.0097     24.0      C2186  2 1434 
 16.41        49.9      3.5000     37.1879   0.0255     24.0      C2186  2 1435 
 16.41        49.9      3.7000     33.1094   0.0008     24.0      C2186  2 1436 
 16.41        49.9      3.9000     29.4846   0.0347     24.0      C2186  2 1437 
 16.41        49.9      4.1250     25.1472   0.0213     24.0      C2186  2 1438 
 16.41        49.9      4.3750     21.3784   0.0008     24.0      C2186  2 1439 
 16.41        49.9      4.6250     18.7183   0.0358     24.0      C2186  2 1440 
 16.41        49.9      4.8750     15.6463   0.3454     24.0      C2186  2 1441 
 16.41        49.9      5.1250     12.9632   0.3183     24.0      C2186  2 1442 
 16.41        49.9      5.3750     11.1499   0.2984     24.0      C2186  2 1443 
 16.41        49.9      5.6250      9.9449   0.2843     24.0      C2186  2 1444 
 16.41        49.9      5.8750      9.1656   0.2823     24.0      C2186  2 1445 
 16.41        49.9      6.1250      8.1032   0.2595     24.0      C2186  2 1446 
 16.41        49.9      6.3750      7.2776   0.2500     24.0      C2186  2 1447 
 16.41        49.9      6.6250      6.5318   0.2398     24.0      C2186  2 1448 
 16.41        49.9      6.8750      6.0609   0.2349     24.0      C2186  2 1449 
 16.41        49.9      7.1250      5.4344   0.2398     24.0      C2186  2 1450 
 16.41        49.9      7.3750      4.9753   0.2181     24.0      C2186  2 1451 
 16.41        49.9      7.6250      4.4366   0.2046     24.0      C2186  2 1452 
 16.41        49.9      7.8750      3.9845   0.1924     24.0      C2186  2 1453 
 16.41        49.9      8.1500      3.8297   0.1757     24.0      C2186  2 1454 
 16.41        49.9      8.4500      3.3190   0.1686     24.0      C2186  2 1455 
 16.41        49.9      8.7500      3.2799   0.1704     24.0      C2186  2 1456 
 16.41        49.9      9.0500      3.0079   0.1628     24.0      C2186  2 1457 
 16.41        49.9      9.3500      2.4692   0.1463     24.0      C2186  2 1458 
 16.41        49.9      9.6500      2.4246   0.1459     24.0      C2186  2 1459 
 16.41        49.9      9.9500      2.1576   0.1403     24.0      C2186  2 1460 
 16.41        49.9     10.2500      1.8126   0.1301     24.0      C2186  2 1461 
 16.41        49.9     10.5500      1.8233   0.1301     24.0      C2186  2 1462 
 16.41        49.9     10.8500      1.7696   0.1266     24.0      C2186  2 1463 
 16.41        49.9     11.1500      1.4579   0.1147     24.0      C2186  2 1464 
 16.41        49.9     11.4500      1.3580   0.1112     24.0      C2186  2 1465 
 16.41        49.9     11.7500      1.1952   0.1044     24.0      C2186  2 1466 
 16.41        49.9     12.0500      1.0058   0.0950     24.0      C2186  2 1467 
 16.41        49.9     12.3500      0.8994   0.0889     24.0      C2186  2 1468 
 16.41        49.9     12.6500      0.8066   0.0846     24.0      C2186  2 1469 
 16.41        49.9     12.9500      0.6974   0.0797     24.0      C2186  2 1470 
 16.41        49.9     13.2500      0.6278   0.0768     24.0      C2186  2 1471 
 16.41        49.9     13.5500      0.6267   0.0774     24.0      C2186  2 1472 
 16.41        49.9     13.8500      0.6298   0.1118     24.0      C2186  2 1473 
 16.41        49.9     14.2500      0.4813   0.0535     24.0      C2186  2 1474 
 16.41        49.9     14.7500      0.3504   0.0459     24.0      C2186  2 1475 
 16.41        49.9     15.2500      0.3026   0.0424     24.0      C2186  2 1476 
 16.41        49.9     15.7500      0.2058   0.0354     24.0      C2186  2 1477 
 16.41        49.9     16.2500      0.1856   0.0340     24.0      C2186  2 1478 
