ENTRY            C0583   19991230                             0000C058300000001 
SUBENT        C0583001   19991230                             0000C058300100001 
BIB                 13         31                                 C058300100002 
INSTITUTE  (1USAPUP,1USAINU,1USAOHO,1USAGEO)                      C058300100003 
REFERENCE  (J,PR/C,24,1834,198111)                                C058300100004 
AUTHOR     (J.R.COMFORT,G.L.MOAKE,C.C.FOSTER,P.SCHWANDT,          C058300100005 
           C.D.GOODMAN,J.RAPAPORT,W.G.LOVE)                       C058300100006 
TITLE      Analyzing powers for the 12C(p(pol),p')12C reaction at C058300100007 
            120 MeV and a test of the distorted-wave impulse      C058300100008 
            approximation                                         C058300100009 
FACILITY   (ISOCY,1USAINU)                                        C058300100010 
INC-SOURCE (POLIS) Polarized proton beams with energies of        C058300100011 
            119.4+-0.1 MeV and 121.5+-0.1 MeV; beam polarization  C058300100012 
            typically 50% and 70%, respectively.                  C058300100013 
SAMPLE     Four natural carbon targets with thicknesses from 3.74 C058300100014 
            to 21.5 mg/cm2.                                       C058300100015 
METHOD     (BCINT)                                                C058300100016 
           Two sets of measurements.  More than one value given   C058300100017 
            at some angles.                                       C058300100018 
MONITOR    Beam polarization determined by helium elastic         C058300100019 
            scattering asymmetry measurements.                    C058300100020 
DETECTOR   (MAGSP) Quadrupole-dipole-dipole-multipole magnetic    C058300100021 
            spectrometer.                                         C058300100022 
           Helical-cathode position-sensitive proportional        C058300100023 
            chamber used as focal plane detector.                 C058300100024 
           Two plastic scintillator detectors 0.63 and 1.27 cm    C058300100025 
            thick, placed behind the chamber, used for particle   C058300100026 
            indentification.                                      C058300100027 
           Faraday cup internal to the scattering chamber used.   C058300100028 
ERR-ANALYS Relative scattering angle believed correct to 0.04     C058300100029 
            degrees.  Absolute angle error <0.1 degrees.          C058300100030 
STATUS     Data received by email, J. Comfort, 2 November 1999.   C058300100031 
           No reply from J. Comfort to author proof.              C058300100032 
HISTORY    (19991108C)                                            C058300100033 
ENDBIB              31          0                                 C058300100034 
COMMON               1          3                                 C058300100035 
EN                                                                C058300100036 
MEV                                                               C058300100037 
 120.                                                             C058300100038 
ENDCOMMON            3          0                                 C058300100039 
ENDSUBENT           38          0                                 C058300199999 
SUBENT        C0583002   19991108                             0000C058300200001 
BIB                  3          9                                 C058300200002 
REACTION   (6-C-12(P,INL)6-C-12,PAR,DA)                           C058300200003 
MONITOR    Cross sections renormalized to data of Comfort et al., C058300200004 
            Phys.Rev.C, 21, 2147 (1980).                          C058300200005 
ERR-ANALYS (DATA-ERR) Absolute scale uncertainty, includes        C058300200006 
            uncertainties associated with:                        C058300200007 
            . target thickness,                                   C058300200008 
            . charge collection,                                  C058300200009 
            . dead-time corrections,                              C058300200010 
            . solid angle settings.                               C058300200011 
ENDBIB               9          0                                 C058300200012 
NOCOMMON             0          0                                 C058300200013 
DATA                 4        173                                 C058300200014 
E-LVL      ANG-CM     DATA       DATA-ERR                         C058300200015 
MEV        ADEG       MB/SR      MB/SR                            C058300200016 
 0.000       6.78      374.2047      7.7542                       C058300200017 
 0.000       8.97      376.0367      7.2051                       C058300200018 
 0.000       8.97      390.3232      7.5170                       C058300200019 
 0.000      10.06      392.8978      8.1159                       C058300200020 
 0.000      11.15      358.9729      6.8954                       C058300200021 
 0.000      13.88      269.9245      5.1155                       C058300200022 
 0.000      15.52      210.2340      4.0764                       C058300200023 
 0.000      17.26      156.3444      1.1189                       C058300200024 
 0.000      17.70      146.6159      2.8649                       C058300200025 
 0.000      19.44      103.5105      1.0801                       C058300200026 
 0.000      19.88       95.7751      2.0588                       C058300200027 
 0.000      21.62       67.3017      0.7887                       C058300200028 
 0.000      22.05       58.5508      1.3793                       C058300200029 
 0.000      24.23       33.6257      0.9173                       C058300200030 
 0.000      26.40       18.4697      0.4468                       C058300200031 
 0.000      28.57       10.1349      0.2674                       C058300200032 
 0.000      30.74        5.7961      0.1712                       C058300200033 
 0.000      32.90        3.6775      0.1200                       C058300200034 
 0.000      35.06        2.6686      0.0551                       C058300200035 
 0.000      37.22        2.0819      0.0471                       C058300200036 
 0.000      39.37        1.6093      0.0309                       C058300200037 
 0.000      41.52        1.2041      0.0282                       C058300200038 
 0.000      43.66        0.8563      0.0215                       C058300200039 
 0.000      45.80        0.5777      0.0143                       C058300200040 
 0.000      47.94        0.3982      0.0114                       C058300200041 
 0.000      50.07        0.2878      0.0078                       C058300200042 
 0.000      52.20        0.2175      0.0070                       C058300200043 
 0.000      52.20        0.2206      0.0063                       C058300200044 
 0.000      52.20        0.2215      0.0040                       C058300200045 
 0.000      55.38        0.1747      0.0060                       C058300200046 
 0.000      58.55        0.1614      0.0056                       C058300200047 
 0.000      61.70        0.1450      0.0045                       C058300200048 
 0.000      64.85        0.1265      0.0038                       C058300200049 
 4.440       6.79        1.0819      0.1296                       C058300200050 
 4.440       8.98        1.5087      0.1087                       C058300200051 
 4.440       8.98        1.4599      0.1043                       C058300200052 
 4.440      10.07        1.8842      0.1638                       C058300200053 
 4.440      11.17        2.3030      0.1450                       C058300200054 
 4.440      13.90        3.4071      0.1153                       C058300200055 
 4.440      15.54        4.1628      0.1290                       C058300200056 
 4.440      17.29        4.7722      0.1278                       C058300200057 
 4.440      17.73        5.1593      0.1262                       C058300200058 
 4.440      19.47        5.3441      0.3053                       C058300200059 
 4.440      19.91        5.6466      0.1620                       C058300200060 
 4.440      21.65        6.0501      0.3042                       C058300200061 
 4.440      22.09        5.9880      0.1435                       C058300200062 
 4.440      24.27        5.6422      0.1619                       C058300200063 
 4.440      26.44        5.2447      0.0851                       C058300200064 
 4.440      28.61        4.5496      0.0780                       C058300200065 
 4.440      30.78        3.8584      0.0678                       C058300200066 
