ENTRY            C0935   20030929                             0000C093500000001 
SUBENT        C0935001   20030929                             0000C093500100001 
BIB                 12         26                                 C093500100002 
INSTITUTE  (1USAWIS)                                              C093500100003 
REFERENCE  (J,PR,90,899,195306)                                   C093500100004 
AUTHOR     (H.R.Worthington, J.N.McGruer,D.E.Findley)             C093500100005 
TITLE      Proton-Proton Scattering from 1.8 MeV to 4.2 MeV       C093500100006 
SAMPLE     Hydrogen gas.                                          C093500100007 
METHOD     (BCINT)                                                C093500100008 
DETECTOR   (PROPC) Gas proportional counter.                      C093500100009 
MONITOR    Beam energy calibrated using 7Li(p,n)7Be reaction      C093500100010 
            threshold of 1.882 MeV.                               C093500100011 
CORRECTION Corrected for:                                         C093500100012 
           . pulse-height discrimination,                         C093500100013 
           . multiple scattering,                                 C093500100014 
           . counting losses,                                     C093500100015 
           . slit-edge scattering,                                C093500100016 
           . contaminants in gas target.                          C093500100017 
ERR-ANALYS (DATA-ERR) Non-systematic uncertainty given. Includes  C093500100018 
            uncertainties from:                                   C093500100019 
            . statistics (0.22%),                                 C093500100020 
            . height of oil column used to measure H gas pressure C093500100021 
              (0.02%),                                            C093500100022 
            . target gas temperature (0.02%),                     C093500100023 
            . counting losses (0.02%),                            C093500100024 
           See article, Table II, for details of systematic       C093500100025 
            uncertainties.                                        C093500100026 
STATUS     Data taken from tables in reference.                   C093500100027 
HISTORY    (20030929C) VM                                         C093500100028 
ENDBIB              26          0                                 C093500100029 
NOCOMMON             0          0                                 C093500100030 
ENDSUBENT           29          0                                 C093500199999 
SUBENT        C0935002   20030929                             0000C093500200001 
BIB                  2          2                                 C093500200002 
REACTION   (1-H-1(P,EL)1-H-1,,DA)                                 C093500200003 
SAMPLE     Hydrogen gas at 11.4-cm of oil.                        C093500200004 
ENDBIB               2          0                                 C093500200005 
COMMON               1          3                                 C093500200006 
EN                                                                C093500200007 
MEV                                                               C093500200008 
  1.855                                                           C093500200009 
ENDCOMMON            3          0                                 C093500200010 
DATA                 3          3                                 C093500200011 
ANG        DATA-CM    DATA-ERR                                    C093500200012 
ADEG       B/SR       PER-CENT                                    C093500200013 
 15.         0.27824    0.16                                      C093500200014 
 17.5        0.19673    0.15                                      C093500200015 
 30.         0.15992    0.21                                      C093500200016 
ENDDATA              5          0                                 C093500200017 
ENDSUBENT           16          0                                 C093500299999 
SUBENT        C0935003   20030929                             0000C093500300001 
BIB                  3          5                                 C093500300002 
REACTION   (1-H-1(P,EL)1-H-1,,DA)                                 C093500300003 
SAMPLE     Hydrogen gas at 6.12-cm of oil for 1.858 MeV run; at   C093500300004 
            11.4-cm of oil for remaining energies.                C093500300005 
MONITOR    Data normalized to standardization measurements made   C093500300006 
            at 1.855 MeV.                                         C093500300007 
ENDBIB               5          0                                 C093500300008 
NOCOMMON             0          0                                 C093500300009 
DATA                 4         99                                 C093500300010 
EN         ANG-CM     DATA-CM    DATA-ERR                         C093500300011 
MEV        ADEG       B/SR       PER-CENT                         C093500300012 
  1.855      14.        5.75321    0.27                           C093500300013 
  1.855      16.        3.25245    0.29                           C093500300014 
  1.855      20.        1.25760    0.21                           C093500300015 
  1.855      24.        0.59277    0.25                           C093500300016 
  1.855      30.        0.27824    0.21                           C093500300017 
  1.855      35.        0.19750    0.26                           C093500300018 
  1.855      40.        0.16763    0.20                           C093500300019 
  1.855      50.        0.15594    0.23                           C093500300020 
  1.855      60.        0.15992    0.21                           C093500300021 
  1.855      70.        0.16420    0.25                           C093500300022 
  1.855      80.        0.16753    0.24                           C093500300023 
  1.855      90.        0.16793    0.28                           C093500300024 
  1.858      14.        5.75321    0.27                           C093500300025 
  1.858      16.        3.25245    0.29                           C093500300026 
  1.858      20.        1.25760    0.21                           C093500300027 
  1.858      24.        0.59277    0.25                           C093500300028 
  1.858      30.        0.27824    0.21                           C093500300029 
  1.858      35.        0.19750    0.26                           C093500300030 
  1.858      40.        0.16763    0.20                           C093500300031 
  1.858      50.        0.15594    0.23                           C093500300032 
  1.858      60.        0.15992    0.21                           C093500300033 
  1.858      70.        0.16420    0.25                           C093500300034 
  1.858      80.        0.16753    0.24                           C093500300035 
  1.858      90.        0.16793    0.28                           C093500300036 
  2.425      12.        6.41529    0.26                           C093500300037 
  2.425      16.        1.89917    0.34                           C093500300038 
  2.425      20.        0.75311    0.22                           C093500300039 
  2.425      24.        0.37787    0.29                           C093500300040 
  2.425      30.        0.20453    0.15                           C093500300041 
  2.425      35.        0.16273    0.22                           C093500300042 
  2.425      40.        0.14922    0.28                           C093500300043 
  2.425      50.        0.14673    0.26                           C093500300044 
  2.425      60.        0.15064    0.23                           C093500300045 
  2.425      70.        0.15467    0.21                           C093500300046 
  2.425      80.        0.15708    0.20                           C093500300047 
  2.425      90.        0.15686    0.24                           C093500300048 
  2.425     100.        0.15604    0.28                           C093500300049 
  2.425     110.        0.15450    0.37                           C093500300050 
  2.425     120.        0.15012    0.49                           C093500300051 
  3.037      12.        4.04698    0.30                           C093500300052 
  3.037      14.        2.10501    0.33                           C093500300053 
  3.037      16.        1.21101    0.40                           C093500300054 
  3.037      20.        0.49519    0.30                           C093500300055 
  3.037      24.        0.26680    0.35                           C093500300056 
  3.037      30.        0.16286    0.49                           C093500300057 
  3.037      35.        0.13868    0.29                           C093500300058 
  3.037      40.        0.13160    0.20                           C093500300059 
  3.037      50.        0.13203    0.25                           C093500300060 
  3.037      60.        0.13615    0.26                           C093500300061 
  3.037      70.        0.13832    0.28                           C093500300062 
  3.037      80.        0.14067    0.23                           C093500300063 
  3.037      90.        0.14084    0.28                           C093500300064 
  3.037     100.        0.14060    0.33                           C093500300065 
  3.037     110.        0.13953    0.39                           C093500300066 
  3.037     120.        0.13579    0.54                           C093500300067 
