ENTRY            C1283   20050728                             C075C128300000001 
SUBENT        C1283001   20050728                             C075C128300100001 
BIB                  9         14                                 C128300100002 
INSTITUTE  (1USAWAU)                                              C128300100003 
REFERENCE  (J,PR/C,28,1040,1983)                                  C128300100004 
AUTHOR     (N.L.Back,J.G.Cramer)                                  C128300100005 
TITLE      Elastic and inelastic scattering of polarized protons  C128300100006 
            from 206Pb near isobaric analog resonances            C128300100007 
FACILITY   (VDGT,1USAWAU) University of Washington FN tandem      C128300100008 
            Van de Graaff                                         C128300100009 
INC-SOURCE Beam of protons                                        C128300100010 
SAMPLE     Self supporting foil of isotopically enriched 206Pb    C128300100011 
            (97.2 %), effective thickness of 1.1 mg/cm2           C128300100012 
DETECTOR   (SILI) Si(Li) detectors at 112 degree and a cylindricalC128300100013 
            gas cell polarimeter, 3.8 cm in diameter and filled   C128300100014 
            with helium                                           C128300100015 
HISTORY    (20050728C) DR                                         C128300100016 
ENDBIB              14          0                                 C128300100017 
NOCOMMON             0          0                                 C128300100018 
ENDSUBENT           17          0                                 C128300199999 
SUBENT        C1283002   20050728                             C075C128300200001 
BIB                  3          3                                 C128300200002 
REACTION   (82-PB-206(P,EL)82-PB-206,,DA)                         C128300200003 
ERR-ANALYS No Information                                         C128300200004 
STATUS     (CURVE) Data taken from Figs. 2 to 5                   C128300200005 
ENDBIB               3          0                                 C128300200006 
NOCOMMON             0          0                                 C128300200007 
DATA                 3        315                                 C128300200008 
ANG        EN         DATA                                        C128300200009 
ADEG       MEV        MB/SR                                       C128300200010 
120.         1.423E+01   2.60E+01                                 C128300200011 
120.         1.428E+01   2.50E+01                                 C128300200012 
120.         1.433E+01   2.45E+01                                 C128300200013 
120.         1.438E+01   2.32E+01                                 C128300200014 
120.         1.444E+01   2.28E+01                                 C128300200015 
120.         1.449E+01   2.22E+01                                 C128300200016 
120.         1.453E+01   2.17E+01                                 C128300200017 
120.         1.458E+01   2.11E+01                                 C128300200018 
120.         1.463E+01   2.07E+01                                 C128300200019 
120.         1.467E+01   2.01E+01                                 C128300200020 
120.         1.473E+01   1.93E+01                                 C128300200021 
120.         1.478E+01   1.81E+01                                 C128300200022 
120.         1.482E+01   1.72E+01                                 C128300200023 
120.         1.488E+01   1.43E+01                                 C128300200024 
120.         1.492E+01   1.28E+01                                 C128300200025 
120.         1.497E+01   1.24E+01                                 C128300200026 
120.         1.503E+01   1.33E+01                                 C128300200027 
120.         1.508E+01   1.39E+01                                 C128300200028 
120.         1.513E+01   1.43E+01                                 C128300200029 
120.         1.518E+01   1.43E+01                                 C128300200030 
120.         1.523E+01   1.43E+01                                 C128300200031 
120.         1.528E+01   1.39E+01                                 C128300200032 
120.         1.533E+01   1.40E+01                                 C128300200033 
120.         1.537E+01   1.36E+01                                 C128300200034 
120.         1.542E+01   1.35E+01                                 C128300200035 
120.         1.548E+01   1.32E+01                                 C128300200036 
120.         1.553E+01   1.33E+01                                 C128300200037 
120.         1.557E+01   1.30E+01                                 C128300200038 
120.         1.562E+01   1.31E+01                                 C128300200039 
120.         1.567E+01   1.27E+01                                 C128300200040 
120.         1.573E+01   1.26E+01                                 C128300200041 
120.         1.578E+01   1.21E+01                                 C128300200042 
120.         1.583E+01   1.20E+01                                 C128300200043 
120.         1.588E+01   1.19E+01                                 C128300200044 
120.         1.591E+01   1.17E+01                                 C128300200045 
120.         1.598E+01   1.17E+01                                 C128300200046 
120.         1.602E+01   1.11E+01                                 C128300200047 
120.         1.607E+01   1.11E+01                                 C128300200048 
120.         1.612E+01   1.10E+01                                 C128300200049 
120.         1.618E+01   1.10E+01                                 C128300200050 
120.         1.623E+01   1.09E+01                                 C128300200051 
120.         1.627E+01   1.09E+01                                 C128300200052 
120.         1.632E+01   1.07E+01                                 C128300200053 
120.         1.636E+01   1.06E+01                                 C128300200054 
120.         1.641E+01   1.06E+01                                 C128300200055 
120.         1.647E+01   1.02E+01                                 C128300200056 
120.         1.652E+01   1.06E+01                                 C128300200057 
120.         1.657E+01   1.08E+01                                 C128300200058 
120.         1.663E+01   1.10E+01                                 C128300200059 
120.         1.667E+01   1.00E+01                                 C128300200060 
120.         1.672E+01   8.77E+00                                 C128300200061 
120.         1.677E+01   6.65E+00                                 C128300200062 
120.         1.680E+01   5.58E+00                                 C128300200063 
120.         1.682E+01   5.00E+00                                 C128300200064 
120.         1.686E+01   4.52E+00                                 C128300200065 
120.         1.691E+01   5.58E+00                                 C128300200066 
120.         1.697E+01   6.15E+00                                 C128300200067 
120.         1.697E+01   6.92E+00                                 C128300200068 
120.         1.702E+01   7.21E+00                                 C128300200069 
120.         1.707E+01   7.20E+00                                 C128300200070 
120.         1.713E+01   7.49E+00                                 C128300200071 
120.         1.717E+01   7.29E+00                                 C128300200072 
120.         1.722E+01   7.58E+00                                 C128300200073 
120.         1.727E+01   7.19E+00                                 C128300200074 
120.         1.733E+01   6.99E+00                                 C128300200075 
120.         1.737E+01   6.80E+00                                 C128300200076 
120.         1.742E+01   6.99E+00                                 C128300200077 
120.         1.747E+01   6.98E+00                                 C128300200078 
120.         1.752E+01   7.27E+00                                 C128300200079 
120.         1.757E+01   6.98E+00                                 C128300200080 
120.         1.763E+01   7.17E+00                                 C128300200081 
120.         1.766E+01   7.84E+00                                 C128300200082 
