ENTRY            C2072   20131203                             C137C207200000001 
SUBENT        C2072001   20131203                             C137C207200100001 
BIB                  9         25                                 C207200100002 
TITLE      Study of the 10B(p,alpha) reaction between 2.1 and     C207200100003 
           6.0 MeV                                                C207200100004 
AUTHOR     (A.Kafkarkou,M.W.Ahmed,P.H.Chu,R.H.France,             C207200100005 
           H.J.Karwowski,D.P.Kendellen,G.Laskaris,I.Mazumdar,     C207200100006 
           J.M.Mueller,L.S.Myers,R.M.Prior,M.H.Sikora,M.C.Spraker,C207200100007 
           H.R.Weller,W.R.Zimmerman)                              C207200100008 
INSTITUTE  (1USADKE,1USATNL,1USANCA,1USANGC,1USAGWU,1USANCC,      C207200100009 
           3INDTAT)                                               C207200100010 
           (1USAUSA) Georgia College and State University,        C207200100011 
           Milledgeville, Georgia                                 C207200100012 
           (1USAUSA)University of Connecticut,Storrs,Connecticut  C207200100013 
REFERENCE  (J,NIM/B,316,48,2013)                                  C207200100014 
FACILITY   (VDGT,1USATNL) Experiment was conducted at Triangle    C207200100015 
           Universities Nuclear Laboratory using the 10 MV FN     C207200100016 
           Tandem accelerator facility.                           C207200100017 
SAMPLE     (5-B-10,ENR=0.98) The target consisted of a thin       C207200100018 
           enriched 10B layer of 100 mu-g/cm2 nominal thickness,  C207200100019 
           deposited on a thin carbon foil ( 40 mu-g/cm2).        C207200100020 
DETECTOR   (SIBAR) An array of silicon surface barrier detectors  C207200100021 
           was used to detect the outgoing alpha particles. Each  C207200100022 
           detector was placed at a specific angle at a distance  C207200100023 
           of 16 cm from the target, subtending a solid angle of  C207200100024 
           approx. 4.5E-4 sr.                                     C207200100025 
ERR-ANALYS (ERR-SYS) Systematic uncertainty                       C207200100026 
HISTORY    (20131203C) Compiled by S.H.                           C207200100027 
ENDBIB              25          0                                 C207200100028 
COMMON               2          3                                 C207200100029 
ERR-SYS    EN-RSL                                                 C207200100030 
PER-CENT   KEV                                                    C207200100031 
7.0        10.0                                                   C207200100032 
ENDCOMMON            3          0                                 C207200100033 
ENDSUBENT           32          0                                 C207200199999 
SUBENT        C2072002   20131203                             C137C207200200001 
BIB                  3          3                                 C207200200002 
REACTION   (5-B-10(P,A)4-BE-7,PAR,DA)                             C207200200003 
STATUS     (TABLE) Data taken from tables A1,A2 of the reference  C207200200004 
ERR-ANALYS (ERR-S) Statistical uncertainty                        C207200200005 
ENDBIB               3          0                                 C207200200006 
COMMON               2          3                                 C207200200007 
E-LVL      E-LVL                                                  C207200200008 
KEV        KEV                                                    C207200200009 
0.0        429.08                                                 C207200200010 
ENDCOMMON            3          0                                 C207200200011 
DATA                 4        246                                 C207200200012 
ANG        EN-CM      DATA-CM    ERR-S                            C207200200013 
ADEG       MEV        MB/SR      MB/SR                            C207200200014 
    30.0        2.1      16.40       0.04                         C207200200015 
    30.0        2.2      24.70       0.05                         C207200200016 
    30.0        2.4      14.84       0.03                         C207200200017 
    30.0        2.6      12.27       0.03                         C207200200018 
    30.0        2.7      12.59       0.03                         C207200200019 
    30.0        2.8      14.04       0.03                         C207200200020 
    30.0        2.9      16.91       0.04                         C207200200021 
    30.0        3.0      17.52       0.03                         C207200200022 
    30.0        3.1      16.03       0.04                         C207200200023 
    30.0        3.2      13.50       0.04                         C207200200024 
    30.0        3.3      11.58       0.03                         C207200200025 
    30.0        3.4      10.43       0.02                         C207200200026 
    30.0        3.5       9.75       0.02                         C207200200027 
    30.0        3.6       9.34       0.02                         C207200200028 
    30.0        3.7       9.41       0.02                         C207200200029 
    30.0        3.8      10.42       0.03                         C207200200030 
    30.0        4.0      13.20       0.03                         C207200200031 
    30.0        4.1      14.93       0.03                         C207200200032 
    30.0        4.2      17.73       0.04                         C207200200033 
    30.0        4.3      20.80       0.04                         C207200200034 
    30.0        4.4      21.11       0.04                         C207200200035 
    30.0        4.5      19.79       0.04                         C207200200036 
    30.0        4.6      17.23       0.04                         C207200200037 
    30.0        4.7      14.68       0.03                         C207200200038 
    30.0        4.8      12.96       0.03                         C207200200039 
    30.0        4.9      12.10       0.03                         C207200200040 
    30.0        5.0      11.65       0.02                         C207200200041 
    30.0        5.1      11.44       0.02                         C207200200042 
    30.0        5.2      10.99       0.02                         C207200200043 
    30.0        5.4       9.97       0.02                         C207200200044 
    30.0        5.5       9.40       0.02                         C207200200045 
    30.0        5.6       9.25       0.03                         C207200200046 
    30.0        5.7       9.29       0.02                         C207200200047 
    30.0        5.8       9.11       0.02                         C207200200048 
    30.0        5.9       9.63       0.03                         C207200200049 
    30.0        6.0       7.56       0.02                         C207200200050 
    50.0        2.1      21.62       0.05                         C207200200051 
    50.0        2.2      28.87       0.05                         C207200200052 
    50.0        2.4      14.96       0.03                         C207200200053 
    50.0        2.6      10.84       0.03                         C207200200054 
    50.0        2.7      10.94       0.03                         C207200200055 
    50.0        2.8      12.04       0.03                         C207200200056 
    50.0        2.9      14.50       0.03                         C207200200057 
    50.0        3.0      14.84       0.03                         C207200200058 
    50.0        3.1      13.62       0.04                         C207200200059 
    50.0        3.2      11.50       0.03                         C207200200060 
    50.0        3.3       9.93       0.02                         C207200200061 
    50.0        3.4       9.01       0.02                         C207200200062 
    50.0        3.5       8.51       0.02                         C207200200063 
    50.0        3.6       8.43       0.02                         C207200200064 
