ENTRY            C0420   20050602                             C074C042000000001 
SUBENT        C0420001   20050602                             C074C042000100001 
BIB                 10         14                                 C042000100002 
INSTITUTE  (2JPNTOH)                                              C042000100003 
REFERENCE  (J,NIM/A,257,189,1987)                                 C042000100004 
AUTHOR     (H.Orihara,S.Nishihara,K.Furukawa,M.Kabasawa,          C042000100005 
           T.Kawamura,Y.Takahashi,T.Nakagawa,K.Maeda)             C042000100006 
TITLE      Status of the CYRIC neutron tof facilities upgrade     C042000100007 
FACILITY   (CYCLO)                                                C042000100008 
METHOD     (TOF)                                                  C042000100009 
DETECTOR   (SCIN)                                                 C042000100010 
ERR-ANALYS (DATA-ERR) Statistical uncertainty.                    C042000100011 
STATUS     Data taken from Nucl.Inst.Meth.,257,189, Table 2.      C042000100012 
           No reply to author proof.                              C042000100013 
HISTORY    (19880225C)                                            C042000100014 
           (20010307A) Updated to new date formats, lower case.   C042000100015 
           (20050602C) DR Reference corrected (NIM->NIM/A)        C042000100016 
ENDBIB              14          0                                 C042000100017 
COMMON               1          3                                 C042000100018 
EN                                                                C042000100019 
MEV                                                               C042000100020 
 35.                                                              C042000100021 
ENDCOMMON            3          0                                 C042000100022 
ENDSUBENT           21          0                                 C042000199999 
SUBENT        C0420002   19880906                             0000C042000200001 
BIB                  1          1                                 C042000200002 
REACTION   (3-LI-7(P,N)4-BE-7,PAR,DA)                             C042000200003 
ENDBIB               1          0                                 C042000200004 
NOCOMMON             0          0                                 C042000200005 
DATA                 4         64                                 C042000200006 
E-LVL      ANG        DATA       DATA-ERR                         C042000200007 
MEV        ADEG       MB/SR      MB/SR                            C042000200008 
  0.          0.       23.022     0.058                           C042000200009 
  0.          3.       22.239     0.083                           C042000200010 
  0.          5.       20.394     0.067                           C042000200011 
  0.         10.       17.568     0.076                           C042000200012 
  0.         12.5      14.936     0.069                           C042000200013 
  0.         15.       11.772     0.062                           C042000200014 
  0.         17.5       9.699     0.082                           C042000200015 
  0.         20.        7.614     0.050                           C042000200016 
  0.         22.5       5.972     0.044                           C042000200017 
  0.         25.        4.608     0.039                           C042000200018 
  0.         30.        3.006     0.032                           C042000200019 
  0.         35.        2.286     0.028                           C042000200020 
  0.         40.        2.124     0.027                           C042000200021 
  0.         45.        1.944     0.027                           C042000200022 
  0.         50.        1.800     0.026                           C042000200023 
  0.         55.        1.422     0.024                           C042000200024 
  0.         60.        1.134     0.021                           C042000200025 
  0.         65.        0.814     0.019                           C042000200026 
  0.         70.        0.616     0.017                           C042000200027 
  0.         75.        0.429     0.014                           C042000200028 
  0.         80.        0.309     0.0098                          C042000200029 
  0.         85.        0.243     0.011                           C042000200030 
  0.         90.        0.207     0.0076                          C042000200031 
  0.         95.        0.174     0.0072                          C042000200032 
  0.        100.        0.167     0.0072                          C042000200033 
  0.        105.        0.139     0.0076                          C042000200034 
  0.        110.        0.122     0.0065                          C042000200035 
  0.        115.        0.110     0.0063                          C042000200036 
  0.        120.        0.0909    0.0059                          C042000200037 
  0.        130.        0.0699    0.0042                          C042000200038 
  0.        140.        0.0607    0.0043                          C042000200039 
  0.        145.        0.0693    0.0047                          C042000200040 
 0.429        0.       9.639      0.038                           C042000200041 
 0.429        3.       9.405      0.056                           C042000200042 
 0.429        5.       9.261      0.045                           C042000200043 
 0.429       10.       7.245      0.049                           C042000200044 
 0.429       12.5      6.143      0.044                           C042000200045 
 0.429       15.       5.085      0.040                           C042000200046 
 0.429       17.5      4.303      0.037                           C042000200047 
 0.429       20.       3.483      0.034                           C042000200048 
 0.429       22.5      2.834      0.031                           C042000200049 
 0.429       25.       2.340      0.028                           C042000200050 
 0.429       30.       1.593      0.023                           C042000200051 
 0.429       35.       1.224      0.021                           C042000200052 
 0.429       40.       0.927      0.018                           C042000200053 
 0.429       45.       0.806      0.017                           C042000200054 
 0.429       50.       0.634      0.016                           C042000200055 
 0.429       55.       0.509      0.014                           C042000200056 
 0.429       60.       0.399      0.013                           C042000200057 
 0.429       65.       0.311      0.012                           C042000200058 
 0.429       70.       0.219      0.010                           C042000200059 
 0.429       75.       0.161      0.0090                          C042000200060 
 0.429       80.       0.110      0.0053                          C042000200061 
 0.429       85.       0.102      0.0075                          C042000200062 
 0.429       90.       0.0842     0.0049                          C042000200063 
 0.429       95.       0.0597     0.0043                          C042000200064 
 0.429      100.       0.0669     0.0046                          C042000200065 
 0.429      105.       0.0549     0.0045                          C042000200066 
 0.429      110.       0.0485     0.0042                          C042000200067 
 0.429      115.       0.0370     0.0038                          C042000200068 
 0.429      120.       0.0329     0.0037                          C042000200069 
 0.429      130.       0.0187     0.0024                          C042000200070 
 0.429      140.       0.0104     0.0019                          C042000200071 
 0.429      145.       0.0127     0.0021                          C042000200072 
ENDDATA             66          0                                 C042000200073 
ENDSUBENT           72          0                                 C042000299999 
ENDENTRY             2          0                                 C042099999999 
