ENTRY            C0838   20120123                             C114C083800000001 
SUBENT        C0838001   20120123                             C114C083800100001 
BIB                 12         23                                 C083800100002 
INSTITUTE  (1USAMIT,1USAOHO)                                      C083800100003 
REFERENCE  (J,NSE,138,145,200106)                                 C083800100004 
           (C,97TRIEST,2,1655,1997) prelim.results                C083800100005 
AUTHOR     (W.B.Howard,S.M.Grimes,T.N.Massey,S.I.Al-Quraishi,     C083800100006 
           D.K.Jacobs,C.E.Brient,J.C.Yanch)                       C083800100007 
TITLE      Measurement of the Thick-Target 9Be(p,n) Neutron EnergyC083800100008 
            Spectra                                               C083800100009 
FACILITY   (VDGT,1USAOHO) Beam swinger facility at tandem Van de  C083800100010 
            Graaff.                                               C083800100011 
SAMPLE     Beryllium targets, 99.9% pure, 0.25 or 0.5 mm thick    C083800100012 
            (thick enough to stop 4-MeV protons).                 C083800100013 
METHOD     (TOF,PSD) Neutron time-of-flight; 10-m flight path.    C083800100014 
DETECTOR   (GLASD) Four Li-loaded (95% 6Li) glass scintillators   C083800100015 
            used to detect neutrons.                              C083800100016 
CORRECTION Corrected for background.                              C083800100017 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       C083800100018 
STATUS     (APRVD) Approved by T. Massey, 16 August 2002.         C083800100019 
           (TABLE) Data received by email from T. Massey,         C083800100020 
            2 August 2001.                                        C083800100021 
HISTORY    (20020814C) VM                                         C083800100022 
           (20100610A) VM: subentry 003 updated.                  C083800100023 
           (20110121A) OS. Reaction in Sub.3 modified             C083800100024 
           (20120123U) SD: ref. added.                            C083800100025 
ENDBIB              23          0                                 C083800100026 
NOCOMMON             0          0                                 C083800100027 
ENDSUBENT           26          0                                 C083800199999 
SUBENT        C0838003   20110123                             C104C083800300001 
BIB                  2          5                                 C083800300002 
REACTION   (4-BE-9(P,X)0-NN-1,,TTY/PY/DA/DE,,AV)                  C083800300003 
HISTORY    (20030127A) Comment added.                             C083800300004 
           (20040504A) Reaction updated.                          C083800300005 
           (20100610A) Reaction updated.                          C083800300006 
           (20110121A) OS. REACTION SF6 corrected                 C083800300007 
ENDBIB               5          0                                 C083800300008 
NOCOMMON             0          0                                 C083800300009 
DATA                 6       1734                                 C083800300010 
EN         ANG        E-MEAN     E-RSL      DATA       ERR-S      C083800300011 
MEV        ADEG       MEV        MEV        P/MEVMUCSR P/MEVMUCSR C083800300012 
  3.7      125.         1.025      0.025     6.0865E+07 2.3684E+06C083800300655 
  3.7      125.         1.075      0.025     1.3668E+07 8.6156E+05C083800300656 
  3.7      125.         1.125      0.025     2.6683E+06 5.7853E+05C083800300657 
  3.7      125.         1.175      0.025     2.5449E+06 6.3518E+05C083800300658 
  3.7      125.         1.225      0.025     1.2679E+06 5.6310E+05C083800300659 
  3.7      130.         0.090      0.010     1.3438E+07 2.0055E+06C083800300660 
  3.7      130.         0.110      0.010     1.7738E+07 1.9413E+06C083800300661 
  3.7      130.         0.130      0.010     2.1852E+07 1.9702E+06C083800300662 
  3.7      130.         0.150      0.010     2.0052E+07 1.6799E+06C083800300663 
  3.7      130.         0.170      0.010     2.0664E+07 1.5370E+06C083800300664 
  3.7      130.         0.190      0.010     2.1771E+07 1.5184E+06C083800300665 
  3.7      130.         0.210      0.010     2.4056E+07 1.6236E+06C083800300666 
  3.7      130.         0.230      0.010     2.5985E+07 1.3782E+06C083800300667 
  3.7      130.         0.250      0.010     3.5750E+07 1.5969E+06C083800300668 
  3.7      130.         0.270      0.010     2.9050E+07 1.4509E+06C083800300669 
  3.7      130.         0.290      0.010     2.6058E+07 1.2923E+06C083800300670 
  3.7      130.         0.310      0.010     3.8555E+07 1.5460E+06C083800300671 
  3.7      130.         0.330      0.010     3.9282E+07 1.6117E+06C083800300672 
  3.7      130.         0.350      0.010     4.6646E+07 1.8787E+06C083800300673 
  3.7      130.         0.370      0.010     3.3731E+07 1.4911E+06C083800300674 
  3.7      130.         0.390      0.010     3.7003E+07 1.5149E+06C083800300675 
  3.7      130.         0.410      0.010     3.9858E+07 1.6056E+06C083800300676 
  3.7      130.         0.430      0.010     5.0195E+07 2.0775E+06C083800300677 
  3.7      130.         0.450      0.010     4.2462E+07 1.8323E+06C083800300678 
  3.7      130.         0.470      0.010     5.2375E+07 2.5334E+06C083800300679 
  3.7      130.         0.490      0.010     4.4338E+07 2.3142E+06C083800300680 
  3.7      130.         0.510      0.010     5.3540E+07 2.9767E+06C083800300681 
  3.7      130.         0.530      0.010     5.7511E+07 3.1661E+06C083800300682 
  3.7      130.         0.550      0.010     6.3453E+07 3.4478E+06C083800300683 
  3.7      130.         0.570      0.010     6.2766E+07 3.6182E+06C083800300684 
  3.7      130.         0.590      0.010     6.3588E+07 3.6848E+06C083800300685 
  3.7      130.         0.610      0.010     7.1539E+07 4.5117E+06C083800300686 
  3.7      130.         0.630      0.010     7.4890E+07 4.7726E+06C083800300687 
  3.7      130.         0.650      0.010     5.7719E+07 3.5106E+06C083800300688 
  3.7      130.         0.670      0.010     7.6401E+07 5.0721E+06C083800300689 
  3.7      130.         0.690      0.010     6.6703E+07 4.4678E+06C083800300690 
  3.7      130.         0.725      0.025     7.1788E+07 2.8939E+06C083800300691 
  3.7      130.         0.775      0.025     6.6083E+07 2.5508E+06C083800300692 
  3.7      130.         0.825      0.025     6.8941E+07 2.7686E+06C083800300693 
  3.7      130.         0.875      0.025     6.6136E+07 2.5162E+06C083800300694 
  3.7      130.         0.925      0.025     7.0244E+07 2.6128E+06C083800300695 
  3.7      130.         0.975      0.025     6.1233E+07 2.2595E+06C083800300696 
  3.7      130.         1.025      0.025     4.1072E+07 1.7383E+06C083800300697 
  3.7      130.         1.075      0.025     3.2469E+06 5.9303E+05C083800300698 
  3.7      130.         1.125      0.025     3.6156E+06 6.1187E+05C083800300699 
  3.7      130.         1.175      0.025     3.1670E+06 6.6544E+05C083800300700 
  3.7      135.         0.090      0.010     1.2769E+07 1.9899E+06C083800300701 
  3.7      135.         0.110      0.010     2.0730E+07 2.0859E+06C083800300702 
  3.7      135.         0.130      0.010     1.9254E+07 1.8442E+06C083800300703 
  3.7      135.         0.150      0.010     2.0861E+07 1.7304E+06C083800300704 
  3.7      135.         0.170      0.010     2.0839E+07 1.5499E+06C083800300705 
  3.7      135.         0.190      0.010     2.2861E+07 1.5860E+06C083800300706 
  3.7      135.         0.210      0.010     2.4002E+07 1.6222E+06C083800300707 
  3.7      135.         0.230      0.010     2.7344E+07 1.4465E+06C083800300708 
  3.7      135.         0.250      0.010     3.7016E+07 1.6506E+06C083800300709 
  3.7      135.         0.270      0.010     2.7614E+07 1.3826E+06C083800300710 
  3.7      135.         0.290      0.010     2.5943E+07 1.2868E+06C083800300711 
  3.7      135.         0.310      0.010     3.8609E+07 1.5474E+06C083800300712 
  3.7      135.         0.330      0.010     3.7894E+07 1.5623E+06C083800300713 
  3.7      135.         0.350      0.010     4.6899E+07 1.8867E+06C083800300714 
  3.7      135.         0.370      0.010     3.3425E+07 1.4809E+06C083800300715 
  3.7      135.         0.390      0.010     3.8557E+07 1.5693E+06C083800300716 
  3.7      135.         0.410      0.010     4.0325E+07 1.6208E+06C083800300717 
  3.7      135.         0.430      0.010     5.0255E+07 2.0819E+06C083800300718 
  3.7      135.         0.450      0.010     4.2885E+07 1.8483E+06C083800300719 
  3.7      135.         0.470      0.010     5.1818E+07 2.5114E+06C083800300720 
  3.7      135.         0.490      0.010     4.3963E+07 2.2988E+06C083800300721 
  3.7      135.         0.510      0.010     5.5589E+07 3.0748E+06C083800300722 
  3.7      135.         0.530      0.010     5.4254E+07 3.0076E+06C083800300723 
  3.7      135.         0.550      0.010     6.5964E+07 3.5658E+06C083800300724 
  3.7      135.         0.570      0.010     6.2914E+07 3.6363E+06C083800300725 
  3.7      135.         0.590      0.010     6.4283E+07 3.7165E+06C083800300726 
  3.7      135.         0.610      0.010     6.9719E+07 4.4169E+06C083800300727 
  3.7      135.         0.630      0.010     7.3947E+07 4.7284E+06C083800300728 
  3.7      135.         0.650      0.010     5.3918E+07 3.3076E+06C083800300729 
  3.7      135.         0.670      0.010     7.3115E+07 4.8580E+06C083800300730 
  3.7      135.         0.690      0.010     6.8777E+07 4.5947E+06C083800300731 
  3.7      135.         0.725      0.025     6.9412E+07 2.8067E+06C083800300732 
  3.7      135.         0.775      0.025     6.5867E+07 2.5438E+06C083800300733 
  3.7      135.         0.825      0.025     6.7944E+07 2.7372E+06C083800300734 
  3.7      135.         0.875      0.025     6.6343E+07 2.5271E+06C083800300735 
  3.7      135.         0.925      0.025     7.0662E+07 2.6287E+06C083800300736 
  3.7      135.         0.975      0.025     5.8766E+07 2.1877E+06C083800300737 
  3.7      135.         1.025      0.025     1.6502E+07 9.7727E+05C083800300738 
  3.7      135.         1.075      0.025     3.2435E+06 5.9356E+05C083800300739 
  3.7      135.         1.125      0.025     1.3029E+06 5.6331E+05C083800300740 
  3.7      135.         1.175      0.025     2.5304E+06 6.5326E+05C083800300741 
  3.7      140.         0.090      0.010     8.9297E+06 1.9305E+06C083800300742 
  3.7      140.         0.110      0.010     1.5933E+07 1.8951E+06C083800300743 
  3.7      140.         0.130      0.010     1.9664E+07 1.8741E+06C083800300744 
  3.7      140.         0.150      0.010     1.7552E+07 1.5651E+06C083800300745 
  3.7      140.         0.170      0.010     1.9122E+07 1.4548E+06C083800300746 
  3.7      140.         0.190      0.010     2.2604E+07 1.5731E+06C083800300747 
  3.7      140.         0.210      0.010     2.5032E+07 1.6871E+06C083800300748 
  3.7      140.         0.230      0.010     2.8215E+07 1.4913E+06C083800300749 
  3.7      140.         0.250      0.010     3.3915E+07 1.5198E+06C083800300750 
  3.7      140.         0.270      0.010     2.4707E+07 1.2445E+06C083800300751 
  3.7      140.         0.290      0.010     2.4138E+07 1.2038E+06C083800300752 
  3.7      140.         0.310      0.010     3.7102E+07 1.4966E+06C083800300753 
  3.7      140.         0.330      0.010     3.6264E+07 1.5050E+06C083800300754 
  3.7      140.         0.350      0.010     4.6418E+07 1.8732E+06C083800300755 
  3.7      140.         0.370      0.010     3.2725E+07 1.4568E+06C083800300756 
  3.7      140.         0.390      0.010     3.5883E+07 1.4773E+06C083800300757 
  3.7      140.         0.410      0.010     3.7657E+07 1.5343E+06C083800300758 
  3.7      140.         0.430      0.010     4.8829E+07 2.0341E+06C083800300759 
  3.7      140.         0.450      0.010     4.0290E+07 1.7583E+06C083800300760 
  3.7      140.         0.470      0.010     4.8113E+07 2.3636E+06C083800300761 
  3.7      140.         0.490      0.010     4.1138E+07 2.1758E+06C083800300762 
  3.7      140.         0.510      0.010     5.3178E+07 2.9604E+06C083800300763 
  3.7      140.         0.530      0.010     5.3161E+07 2.9684E+06C083800300764 
  3.7      140.         0.550      0.010     5.9459E+07 3.2731E+06C083800300765 
  3.7      140.         0.570      0.010     5.9114E+07 3.4499E+06C083800300766 
  3.7      140.         0.590      0.010     6.0805E+07 3.5529E+06C083800300767 
  3.7      140.         0.610      0.010     6.7095E+07 4.2807E+06C083800300768 
  3.7      140.         0.630      0.010     6.7291E+07 4.3708E+06C083800300769 
  3.7      140.         0.650      0.010     5.5386E+07 3.3892E+06C083800300770 
  3.7      140.         0.670      0.010     6.7766E+07 4.5907E+06C083800300771 
  3.7      140.         0.690      0.010     5.9212E+07 4.0345E+06C083800300772 
  3.7      140.         0.725      0.025     6.8042E+07 2.7680E+06C083800300773 
  3.7      140.         0.775      0.025     6.2799E+07 2.4473E+06C083800300774 
  3.7      140.         0.825      0.025     6.6464E+07 2.6915E+06C083800300775 
  3.7      140.         0.875      0.025     6.0638E+07 2.3395E+06C083800300776 
  3.7      140.         0.925      0.025     6.4189E+07 2.4289E+06C083800300777 
  3.7      140.         0.975      0.025     4.8888E+07 1.8926E+06C083800300778 
  3.7      140.         1.025      0.025     5.1672E+06 6.8660E+05C083800300779 
  3.7      140.         1.075      0.025     2.6196E+06 5.9017E+05C083800300780 
  3.7      140.         1.125      0.025     1.2865E+06 5.7277E+05C083800300781 
  3.7      140.         1.175      0.025     1.2481E+06 6.4039E+05C083800300782 
  3.7      145.         0.090      0.010     1.2034E+07 2.0308E+06C083800300783 
  3.7      145.         0.110      0.010     1.8719E+07 2.0173E+06C083800300784 
  3.7      145.         0.130      0.010     1.9995E+07 1.8960E+06C083800300785 
  3.7      145.         0.150      0.010     1.9400E+07 1.6635E+06C083800300786 
  3.7      145.         0.170      0.010     1.9587E+07 1.4826E+06C083800300787 
  3.7      145.         0.190      0.010     2.2553E+07 1.5705E+06C083800300788 
  3.7      145.         0.210      0.010     2.5204E+07 1.6981E+06C083800300789 
  3.7      145.         0.230      0.010     2.7375E+07 1.4496E+06C083800300790 
  3.7      145.         0.250      0.010     3.0946E+07 1.3947E+06C083800300791 
  3.7      145.         0.270      0.010     2.5825E+07 1.2979E+06C083800300792 
  3.7      145.         0.290      0.010     2.3924E+07 1.1939E+06C083800300793 
  3.7      145.         0.310      0.010     3.5042E+07 1.4230E+06C083800300794 
  3.7      145.         0.330      0.010     3.5358E+07 1.4715E+06C083800300795 
  3.7      145.         0.350      0.010     4.2421E+07 1.7377E+06C083800300796 
  3.7      145.         0.370      0.010     3.1797E+07 1.4207E+06C083800300797 
  3.7      145.         0.390      0.010     3.4689E+07 1.4363E+06C083800300798 
  3.7      145.         0.410      0.010     3.8191E+07 1.5523E+06C083800300799 
  3.7      145.         0.430      0.010     4.6263E+07 1.9465E+06C083800300800 
  3.7      145.         0.450      0.010     3.8462E+07 1.6944E+06C083800300801 
  3.7      145.         0.470      0.010     4.5766E+07 2.2695E+06C083800300802 
  3.7      145.         0.490      0.010     4.1238E+07 2.1796E+06C083800300803 
  3.7      145.         0.510      0.010     4.9656E+07 2.7988E+06C083800300804 
  3.7      145.         0.530      0.010     5.0483E+07 2.8448E+06C083800300805 
  3.7      145.         0.550      0.010     5.6886E+07 3.1556E+06C083800300806 
  3.7      145.         0.570      0.010     5.3246E+07 3.1707E+06C083800300807 
  3.7      145.         0.590      0.010     5.8962E+07 3.4580E+06C083800300808 
  3.7      145.         0.610      0.010     6.3121E+07 4.0626E+06C083800300809 
  3.7      145.         0.630      0.010     6.9044E+07 4.4651E+06C083800300810 
  3.7      145.         0.650      0.010     5.0283E+07 3.1604E+06C083800300811 
  3.7      145.         0.670      0.010     6.3265E+07 4.3697E+06C083800300812 
  3.7      145.         0.690      0.010     6.2248E+07 4.2259E+06C083800300813 
  3.7      145.         0.725      0.025     6.3662E+07 2.6191E+06C083800300814 
  3.7      145.         0.775      0.025     6.0906E+07 2.3816E+06C083800300815 
  3.7      145.         0.825      0.025     6.3874E+07 2.6076E+06C083800300816 
  3.7      145.         0.875      0.025     6.2181E+07 2.3871E+06C083800300817 
  3.7      145.         0.925      0.025     6.4643E+07 2.4434E+06C083800300818 
  3.7      145.         0.975      0.025     2.6838E+07 1.2338E+06C083800300819 
  3.7      145.         1.025      0.025     1.9141E+06 6.1975E+05C083800300820 
  3.7      145.         1.075      0.025     1.7788E+06 5.7431E+05C083800300821 
  3.7      145.         1.125      0.025     1.4708E+06 5.7741E+05C083800300822 
  3.7      145.         1.175      0.025     1.1901E+06 6.4831E+05C083800300823 
  3.7      148.         0.090      0.010     6.0579E+06 2.1439E+06C083800300824 
  3.7      148.         0.110      0.010     1.4738E+07 2.0574E+06C083800300825 
  3.7      148.         0.130      0.010     2.0639E+07 2.0665E+06C083800300826 
  3.7      148.         0.150      0.010     1.7070E+07 1.6445E+06C083800300827 
  3.7      148.         0.170      0.010     1.9933E+07 1.5481E+06C083800300828 
  3.7      148.         0.190      0.010     2.3082E+07 1.6243E+06C083800300829 
  3.7      148.         0.210      0.010     2.5934E+07 1.7538E+06C083800300830 
  3.7      148.         0.230      0.010     2.7143E+07 1.4429E+06C083800300831 
  3.7      148.         0.250      0.010     2.9356E+07 1.3336E+06C083800300832 
  3.7      148.         0.270      0.010     2.4298E+07 1.2296E+06C083800300833 
  3.7      148.         0.290      0.010     2.3123E+07 1.1619E+06C083800300834 
  3.7      148.         0.310      0.010     3.3706E+07 1.3890E+06C083800300835 
  3.7      148.         0.330      0.010     3.4361E+07 1.4503E+06C083800300836 
  3.7      148.         0.350      0.010     4.1873E+07 1.7391E+06C083800300837 
  3.7      148.         0.370      0.010     2.9530E+07 1.3503E+06C083800300838 
  3.7      148.         0.390      0.010     3.2588E+07 1.3817E+06C083800300839 
  3.7      148.         0.410      0.010     3.3437E+07 1.4127E+06C083800300840 
  3.7      148.         0.430      0.010     4.5043E+07 1.9329E+06C083800300841 
  3.7      148.         0.450      0.010     3.6537E+07 1.6456E+06C083800300842 
  3.7      148.         0.470      0.010     4.3055E+07 2.1924E+06C083800300843 
  3.7      148.         0.490      0.010     3.8424E+07 2.0882E+06C083800300844 
  3.7      148.         0.510      0.010     4.5514E+07 2.6480E+06C083800300845 
  3.7      148.         0.530      0.010     5.1542E+07 2.9267E+06C083800300846 
  3.7      148.         0.550      0.010     5.6967E+07 3.2035E+06C083800300847 
  3.7      148.         0.570      0.010     5.2997E+07 3.1947E+06C083800300848 
  3.7      148.         0.590      0.010     5.6563E+07 3.3929E+06C083800300849 
  3.7      148.         0.610      0.010     6.4247E+07 4.1634E+06C083800300850 
  3.7      148.         0.630      0.010     6.7387E+07 4.4222E+06C083800300851 
  3.7      148.         0.650      0.010     4.9297E+07 3.1164E+06C083800300852 
  3.7      148.         0.670      0.010     6.1344E+07 4.2754E+06C083800300853 
  3.7      148.         0.690      0.010     6.1595E+07 4.2131E+06C083800300854 
  3.7      148.         0.725      0.025     6.3711E+07 2.6431E+06C083800300855 
  3.7      148.         0.775      0.025     5.8773E+07 2.3374E+06C083800300856 
  3.7      148.         0.825      0.025     6.3418E+07 2.6058E+06C083800300857 
  3.7      148.         0.875      0.025     5.8726E+07 2.3012E+06C083800300858 
  3.7      148.         0.925      0.025     5.9847E+07 2.3125E+06C083800300859 
  3.7      148.         0.975      0.025     1.6201E+07 9.8729E+05C083800300860 
  3.7      148.         1.025      0.025     1.9850E+06 7.0286E+05C083800300861 
  3.7      148.         1.075      0.025     3.1336E+06 6.7820E+05C083800300862 
  3.7      148.         1.125      0.025     2.1783E+06 6.7185E+05C083800300863 
  3.7      148.         1.175      0.025     8.6580E+05 7.2462E+05C083800300864 
  3.7      148.         1.225      0.025     1.1277E+06 6.6982E+05C083800300865 
  4.0        0.         0.090      0.010     2.2718E+07 2.5096E+06C083800300866 
  4.0        0.         0.110      0.010     2.7558E+07 2.5071E+06C083800300867 
  4.0        0.         0.130      0.010     3.5509E+07 2.7618E+06C083800300868 
  4.0        0.         0.150      0.010     3.4228E+07 2.5207E+06C083800300869 
  4.0        0.         0.170      0.010     3.6533E+07 2.5138E+06C083800300870 
  4.0        0.         0.190      0.010     3.8934E+07 2.5993E+06C083800300871 
  4.0        0.         0.210      0.010     3.9600E+07 2.6126E+06C083800300872 
  4.0        0.         0.230      0.010     3.8670E+07 2.0136E+06C083800300873 
  4.0        0.         0.250      0.010     4.7829E+07 2.1027E+06C083800300874 
  4.0        0.         0.270      0.010     4.1540E+07 2.0428E+06C083800300875 
  4.0        0.         0.290      0.010     4.1331E+07 2.0007E+06C083800300876 
  4.0        0.         0.310      0.010     6.3713E+07 2.4340E+06C083800300877 
  4.0        0.         0.330      0.010     6.4798E+07 2.5250E+06C083800300878 
  4.0        0.         0.350      0.010     8.0360E+07 3.0342E+06C083800300879 
  4.0        0.         0.370      0.010     5.8654E+07 2.4437E+06C083800300880 
  4.0        0.         0.390      0.010     6.6134E+07 2.5156E+06C083800300881 
  4.0        0.         0.410      0.010     7.0149E+07 2.6179E+06C083800300882 
  4.0        0.         0.430      0.010     8.8058E+07 3.3679E+06C083800300883 
  4.0        0.         0.450      0.010     7.4171E+07 2.9558E+06C083800300884 
  4.0        0.         0.470      0.010     9.0324E+07 4.0708E+06C083800300885 
  4.0        0.         0.490      0.010     7.7889E+07 3.7831E+06C083800300886 
  4.0        0.         0.510      0.010     9.5490E+07 4.9526E+06C083800300887 
  4.0        0.         0.530      0.010     9.9525E+07 5.0884E+06C083800300888 
  4.0        0.         0.550      0.010     1.1096E+08 5.5873E+06C083800300889 
  4.0        0.         0.570      0.010     1.1077E+08 5.9310E+06C083800300890 
  4.0        0.         0.590      0.010     1.1104E+08 5.9715E+06C083800300891 
  4.0        0.         0.610      0.010     1.0598E+08 6.3758E+06C083800300892 
  4.0        0.         0.630      0.010     1.1388E+08 6.9187E+06C083800300893 
  4.0        0.         0.650      0.010     7.4960E+07 4.3641E+06C083800300894 
  4.0        0.         0.670      0.010     8.7460E+07 5.6609E+06C083800300895 
  4.0        0.         0.690      0.010     7.3218E+07 4.8120E+06C083800300896 
  4.0        0.         0.725      0.025     6.9453E+07 2.7795E+06C083800300897 
  4.0        0.         0.775      0.025     5.8162E+07 2.2601E+06C083800300898 
  4.0        0.         0.825      0.025     5.5834E+07 2.2854E+06C083800300899 
  4.0        0.         0.875      0.025     5.2000E+07 2.0271E+06C083800300900 
  4.0        0.         0.925      0.025     5.7673E+07 2.1728E+06C083800300901 
  4.0        0.         0.975      0.025     5.3089E+07 1.9640E+06C083800300902 
  4.0        0.         1.025      0.025     5.0696E+07 2.0091E+06C083800300903 
  4.0        0.         1.075      0.025     4.8642E+07 1.9785E+06C083800300904 
  4.0        0.         1.125      0.025     4.8373E+07 1.9699E+06C083800300905 
  4.0        0.         1.175      0.025     5.3355E+07 2.1539E+06C083800300906 
  4.0        0.         1.225      0.025     4.8418E+07 1.9819E+06C083800300907 
  4.0        0.         1.275      0.025     3.9538E+07 1.5756E+06C083800300908 
  4.0        0.         1.325      0.025     4.3833E+07 1.7092E+06C083800300909 
  4.0        0.         1.375      0.025     4.2379E+07 1.8319E+06C083800300910 
  4.0        0.         1.425      0.025     4.3221E+07 1.7924E+06C083800300911 
  4.0        0.         1.475      0.025     4.4626E+07 1.8700E+06C083800300912 
  4.0        0.         1.525      0.025     4.4383E+07 1.7519E+06C083800300913 
  4.0        0.         1.575      0.025     4.6094E+07 1.8824E+06C083800300914 
  4.0        0.         1.625      0.025     5.1724E+07 2.0660E+06C083800300915 
  4.0        0.         1.675      0.025     5.4142E+07 2.1544E+06C083800300916 
  4.0        0.         1.725      0.025     5.0435E+07 1.9320E+06C083800300917 
  4.0        0.         1.775      0.025     6.7725E+07 2.7498E+06C083800300918 
  4.0        0.         1.825      0.025     6.2691E+07 2.3855E+06C083800300919 
  4.0        0.         1.875      0.025     5.9306E+07 2.2517E+06C083800300920 
  4.0        0.         1.925      0.025     5.9752E+07 2.1801E+06C083800300921 
  4.0        0.         1.975      0.025     6.6689E+07 2.5085E+06C083800300922 
  4.0        0.         2.025      0.025     6.0114E+07 2.1808E+06C083800300923 
  4.0        0.         2.075      0.025     5.0480E+07 1.8574E+06C083800300924 
  4.0        0.         2.125      0.025     2.0425E+07 9.2002E+05C083800300925 
  4.0        0.         2.175      0.025     1.0448E+06 3.9028E+05C083800300926 
  4.0       10.         0.090      0.010     2.2942E+07 4.8856E+06C083800300927 
  4.0       10.         0.110      0.010     2.7829E+07 4.9241E+06C083800300928 
  4.0       10.         0.130      0.010     3.5860E+07 5.8042E+06C083800300929 
  4.0       10.         0.150      0.010     3.4562E+07 5.0038E+06C083800300930 
  4.0       10.         0.170      0.010     3.6892E+07 4.0482E+06C083800300931 
  4.0       10.         0.190      0.010     3.9316E+07 3.6162E+06C083800300932 
  4.0       10.         0.210      0.010     3.9988E+07 3.0824E+06C083800300933 
  4.0       10.         0.230      0.010     3.9767E+07 1.9458E+06C083800300934 
  4.0       10.         0.250      0.010     4.8326E+07 1.9773E+06C083800300935 
  4.0       10.         0.270      0.010     4.1855E+07 1.9448E+06C083800300936 
  4.0       10.         0.290      0.010     4.0898E+07 1.8436E+06C083800300937 
  4.0       10.         0.310      0.010     6.0830E+07 1.9757E+06C083800300938 
  4.0       10.         0.330      0.010     6.4964E+07 2.1051E+06C083800300939 
  4.0       10.         0.350      0.010     7.6276E+07 2.2605E+06C083800300940 
  4.0       10.         0.370      0.010     5.9300E+07 2.0398E+06C083800300941 
  4.0       10.         0.390      0.010     6.6649E+07 2.1200E+06C083800300942 
  4.0       10.         0.410      0.010     7.0563E+07 2.1941E+06C083800300943 
  4.0       10.         0.430      0.010     8.3598E+07 2.5135E+06C083800300944 
  4.0       10.         0.450      0.010     7.4377E+07 2.3582E+06C083800300945 
  4.0       10.         0.470      0.010     7.8308E+07 2.5843E+06C083800300946 
  4.0       10.         0.490      0.010     7.1972E+07 2.5658E+06C083800300947 
  4.0       10.         0.510      0.010     8.7516E+07 3.0883E+06C083800300948 
  4.0       10.         0.530      0.010     8.7289E+07 3.0116E+06C083800300949 
  4.0       10.         0.550      0.010     1.0559E+08 3.7564E+06C083800300950 
  4.0       10.         0.570      0.010     9.6969E+07 3.4781E+06C083800300951 
  4.0       10.         0.590      0.010     1.0016E+08 3.7083E+06C083800300952 
  4.0       10.         0.610      0.010     9.9544E+07 3.7752E+06C083800300953 
  4.0       10.         0.630      0.010     9.4233E+07 3.6878E+06C083800300954 
  4.0       10.         0.650      0.010     7.4391E+07 2.9777E+06C083800300955 
  4.0       10.         0.670      0.010     7.7934E+07 3.0832E+06C083800300956 
  4.0       10.         0.690      0.010     6.5541E+07 2.7418E+06C083800300957 
  4.0       10.         0.725      0.025     6.6140E+07 1.9185E+06C083800300958 
  4.0       10.         0.775      0.025     6.2497E+07 1.8691E+06C083800300959 
  4.0       10.         0.825      0.025     5.7157E+07 1.7234E+06C083800300960 
  4.0       10.         0.875      0.025     5.6957E+07 1.7306E+06C083800300961 
  4.0       10.         0.925      0.025     6.0816E+07 1.8121E+06C083800300962 
  4.0       10.         0.975      0.025     5.6204E+07 1.6977E+06C083800300963 
  4.0       10.         1.025      0.025     5.6317E+07 1.7493E+06C083800300964 
  4.0       10.         1.075      0.025     4.8148E+07 1.5201E+06C083800300965 
  4.0       10.         1.125      0.025     4.9307E+07 1.5728E+06C083800300966 
  4.0       10.         1.175      0.025     5.8161E+07 1.8452E+06C083800300967 
  4.0       10.         1.225      0.025     4.5522E+07 1.4668E+06C083800300968 
  4.0       10.         1.275      0.025     3.7062E+07 1.2412E+06C083800300969 
  4.0       10.         1.325      0.025     4.5617E+07 1.5124E+06C083800300970 
  4.0       10.         1.375      0.025     4.1425E+07 1.4031E+06C083800300971 
  4.0       10.         1.425      0.025     4.5852E+07 1.5377E+06C083800300972 
  4.0       10.         1.475      0.025     4.1640E+07 1.4016E+06C083800300973 
  4.0       10.         1.525      0.025     4.4031E+07 1.4452E+06C083800300974 
  4.0       10.         1.575      0.025     4.6496E+07 1.4846E+06C083800300975 
  4.0       10.         1.625      0.025     5.1811E+07 1.6432E+06C083800300976 
  4.0       10.         1.675      0.025     4.9670E+07 1.5525E+06C083800300977 
  4.0       10.         1.725      0.025     5.2241E+07 1.6490E+06C083800300978 
  4.0       10.         1.775      0.025     5.9629E+07 1.8167E+06C083800300979 
  4.0       10.         1.825      0.025     5.6163E+07 1.6565E+06C083800300980 
  4.0       10.         1.875      0.025     5.1576E+07 1.4461E+06C083800300981 
  4.0       10.         1.925      0.025     5.4472E+07 1.5498E+06C083800300982 
  4.0       10.         1.975      0.025     5.7493E+07 1.6407E+06C083800300983 
  4.0       10.         2.025      0.025     5.0079E+07 1.4578E+06C083800300984 
  4.0       10.         2.075      0.025     3.6377E+07 1.1748E+06C083800300985 
  4.0       10.         2.125      0.025     4.1693E+06 4.3526E+05C083800300986 
  4.0       20.         0.090      0.010     2.1344E+07 2.7188E+06C083800300987 
  4.0       20.         0.110      0.010     3.0705E+07 2.8428E+06C083800300988 
  4.0       20.         0.130      0.010     3.6143E+07 2.9289E+06C083800300989 
  4.0       20.         0.150      0.010     3.5036E+07 2.6577E+06C083800300990 
  4.0       20.         0.170      0.010     3.8481E+07 2.6807E+06C083800300991 
