EN         ANG        E          DATA       DATA-ERR              C0897  2   11 
MEV/A      ADEG       MEV        P/IN/MEVSR P/IN/MEVSR            C0897  2   12 
 435.       56.         35.         4.29E-06   2.36E-07           C0897  2  805 
 435.       56.         45.         3.28E-06   1.82E-07           C0897  2  806 
 435.       56.         55.         2.50E-06   1.43E-07           C0897  2  807 
 435.       56.         65.         2.27E-06   1.32E-07           C0897  2  808 
 435.       56.         75.         2.06E-06   1.23E-07           C0897  2  809 
 435.       56.         85.         1.80E-06   1.12E-07           C0897  2  810 
 435.       56.         95.         1.39E-06   9.28E-08           C0897  2  811 
 435.       56.        105.         1.39E-06   9.30E-08           C0897  2  812 
 435.       56.        115.         1.20E-06   8.43E-08           C0897  2  813 
 435.       56.        125.         9.47E-07   7.23E-08           C0897  2  814 
 435.       56.        135.         7.49E-07   6.20E-08           C0897  2  815 
 435.       56.        145.         7.26E-07   6.04E-08           C0897  2  816 
 435.       56.        155.         6.61E-07   5.72E-08           C0897  2  817 
 435.       56.        165.         6.15E-07   5.51E-08           C0897  2  818 
 435.       56.        175.         4.97E-07   4.85E-08           C0897  2  819 
 435.       56.        185.         3.97E-07   4.23E-08           C0897  2  820 
 435.       56.        195.         3.56E-07   3.98E-08           C0897  2  821 
 435.       56.        210.         3.21E-07   2.84E-08           C0897  2  822 
 435.       56.        230.         2.18E-07   2.26E-08           C0897  2  823 
 435.       56.        250.         1.80E-07   2.02E-08           C0897  2  824 
 435.       56.        270.         1.51E-07   1.83E-08           C0897  2  825 
 435.       56.        290.         1.07E-07   1.51E-08           C0897  2  826 
 435.       56.        310.         7.67E-08   1.27E-08           C0897  2  827 
 435.       56.        340.         4.46E-08   6.87E-09           C0897  2  828 
 435.       56.        380.         3.08E-08   5.66E-09           C0897  2  829 
 435.       56.        420.         1.93E-08   4.44E-09           C0897  2  830 
 435.       56.        460.         1.22E-08   3.49E-09           C0897  2  831 
 435.       56.        500.         5.38E-09   2.30E-09           C0897  2  832 
 435.       56.        560.         3.75E-09   1.36E-09           C0897  2  833 
 435.       72.         25.         2.22E-06   1.14E-07           C0897  2  834 
 435.       72.         35.         1.81E-06   9.51E-08           C0897  2  835 
 435.       72.         45.         1.42E-06   7.55E-08           C0897  2  836 
 435.       72.         55.         1.17E-06   6.36E-08           C0897  2  837 
 435.       72.         65.         9.51E-07   5.52E-08           C0897  2  838 
 435.       72.         75.         7.39E-07   4.73E-08           C0897  2  839 
 435.       72.         85.         6.58E-07   4.43E-08           C0897  2  840 
 435.       72.         95.         6.01E-07   4.23E-08           C0897  2  841 
 435.       72.        105.         5.09E-07   3.87E-08           C0897  2  842 
 435.       72.        115.         3.91E-07   3.35E-08           C0897  2  843 
 435.       72.        125.         3.20E-07   3.02E-08           C0897  2  844 
 435.       72.        135.         2.88E-07   2.84E-08           C0897  2  845 
 435.       72.        145.         2.13E-07   2.40E-08           C0897  2  846 
 435.       72.        155.         2.25E-07   2.49E-08           C0897  2  847 
 435.       72.        165.         2.15E-07   2.44E-08           C0897  2  848 
 435.       72.        175.         1.40E-07   1.95E-08           C0897  2  849 
 435.       72.        185.         1.16E-07   1.76E-08           C0897  2  850 
 435.       72.        195.         1.19E-07   1.79E-08           C0897  2  851 
 435.       72.        210.         8.43E-08   1.08E-08           C0897  2  852 
 435.       72.        230.         4.99E-08   8.25E-09           C0897  2  853 
 435.       72.        250.         5.26E-08   8.50E-09           C0897  2  854 
 435.       72.        270.         2.51E-08   5.79E-09           C0897  2  855 
 435.       72.        290.         2.30E-08   5.56E-09           C0897  2  856 
 435.       72.        310.         1.16E-08   3.95E-09           C0897  2  857 
 435.       72.        340.         6.93E-09   2.15E-09           C0897  2  858 
 435.       72.        380.         5.26E-09   1.88E-09           C0897  2  859 
 435.       72.        420.         1.83E-09   1.09E-09           C0897  2  860 
 435.       72.        460.         1.62E-09   1.02E-09           C0897  2  861 
 435.       80.         25.         1.57E-06   1.00E-07           C0897  2  862 
 435.       80.         35.         1.14E-06   7.73E-08           C0897  2  863 
 435.       80.         45.         9.12E-07   6.18E-08           C0897  2  864 
 435.       80.         55.         6.65E-07   4.80E-08           C0897  2  865 
 435.       80.         65.         5.78E-07   4.33E-08           C0897  2  866 
 435.       80.         75.         4.87E-07   3.88E-08           C0897  2  867 
 435.       80.         85.         4.41E-07   3.66E-08           C0897  2  868 
 435.       80.         95.         3.32E-07   3.09E-08           C0897  2  869 
 435.       80.        105.         2.53E-07   2.65E-08           C0897  2  870 
 435.       80.        115.         2.43E-07   2.61E-08           C0897  2  871 
 435.       80.        125.         2.11E-07   2.42E-08           C0897  2  872 
 435.       80.        135.         1.76E-07   2.18E-08           C0897  2  873 
 435.       80.        145.         1.30E-07   1.83E-08           C0897  2  874 
 435.       80.        155.         1.11E-07   1.69E-08           C0897  2  875 
 435.       80.        165.         8.15E-08   1.44E-08           C0897  2  876 
 435.       80.        175.         1.04E-07   1.65E-08           C0897  2  877 
 435.       80.        185.         8.47E-08   1.47E-08           C0897  2  878 
 435.       80.        195.         6.17E-08   1.25E-08           C0897  2  879 
 435.       80.        210.         3.47E-08   6.66E-09           C0897  2  880 
 435.       80.        230.         4.02E-08   7.24E-09           C0897  2  881 
 435.       80.        250.         1.91E-08   4.93E-09           C0897  2  882 
 435.       80.        270.         2.27E-08   5.37E-09           C0897  2  883 
 435.       80.        290.         1.96E-08   4.99E-09           C0897  2  884 
 435.       80.        310.         1.05E-08   3.64E-09           C0897  2  885 
 435.       80.        340.         7.09E-09   2.11E-09           C0897  2  886 
 435.       80.        380.         4.12E-09   1.60E-09           C0897  2  887 
 435.       80.        420.         4.88E-09   1.76E-09           C0897  2  888 
 435.       80.        460.         2.20E-09   1.16E-09           C0897  2  889 
ENDDATA            879          0                                 C0897  2  890 
ENDSUBENT          889          0                                 C0897  299999 
SUBENT        C0897003   20170615                             C167C0897  3    1 
BIB                  4          4                                 C0897  3    2 
REACTION   (13-AL-27(41-NB-93,X)0-NN-1,,PY/DA/DE,,TT)             C0897  3    3 
SAMPLE     1.27-cm-thick (3.43 g/cm2)                             C0897  3    4 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty C0897  3    5 
STATUS     (TABLE) Data received from Lowrence Heilbronn          C0897  3    6 
ENDBIB               4          0                                 C0897  3    7 
COMMON               1          3                                 C0897  3    8 
EN                                                                C0897  3    9 
MEV/A                                                             C0897  3   10 
 272.                                                             C0897  3   11 
ENDCOMMON            3          0                                 C0897  3   12 
DATA                 4        397                                 C0897  3   13 
ANG        E          DATA       DATA-ERR                         C0897  3   14 
ADEG       MEV        P/IN/MEVSR P/IN/MEVSR                       C0897  3   15 
  3.         25.         8.04E-06   1.33E-06                      C0897  3   16 
  3.         35.         1.49E-05   1.92E-06                      C0897  3   17 
  3.         45.         1.80E-05   2.06E-06                      C0897  3   18 
  3.         55.         2.24E-05   2.36E-06                      C0897  3   19 
  3.         65.         2.80E-05   2.80E-06                      C0897  3   20 
  3.         75.         3.41E-05   3.29E-06                      C0897  3   21 
  3.         85.         3.64E-05   3.49E-06                      C0897  3   22 
  3.         95.         4.43E-05   4.13E-06                      C0897  3   23 
  3.        105.         4.62E-05   4.29E-06                      C0897  3   24 
  3.        115.         4.93E-05   4.55E-06                      C0897  3   25 
  3.        125.         4.94E-05   4.57E-06                      C0897  3   26 
  3.        135.         5.75E-05   5.22E-06                      C0897  3   27 
  3.        145.         6.61E-05   5.92E-06                      C0897  3   28 
  3.        155.         6.96E-05   6.19E-06                      C0897  3   29 
  3.        165.         6.90E-05   6.15E-06                      C0897  3   30 
  3.        175.         7.31E-05   6.49E-06                      C0897  3   31 
  3.        185.         7.37E-05   6.55E-06                      C0897  3   32 
  3.        195.         7.97E-05   7.03E-06                      C0897  3   33 
  3.        210.         7.87E-05   6.60E-06                      C0897  3   34 
  3.        230.         7.76E-05   6.52E-06                      C0897  3   35 
  3.        250.         7.14E-05   6.03E-06                      C0897  3   36 
  3.        270.         6.41E-05   5.46E-06                      C0897  3   37 
  3.        290.         4.90E-05   4.26E-06                      C0897  3   38 
  3.        310.         3.25E-05   2.96E-06                      C0897  3   39 
  3.        340.         1.65E-05   1.50E-06                      C0897  3   40 
  3.        380.         6.22E-06   6.71E-07                      C0897  3   41 
  3.        420.         1.61E-06   2.64E-07                      C0897  3   42 
  3.        460.         1.13E-06   2.15E-07                      C0897  3   43 
  3.        500.         4.44E-07   1.29E-07                      C0897  3   44 
  3.        560.         2.48E-07   6.90E-08                      C0897  3   45 
  3.        640.         5.31E-08   3.12E-08                      C0897  3   46 
  6.         25.         1.66E-05   1.85E-06                      C0897  3   47 
  6.         35.         2.21E-05   2.01E-06                      C0897  3   48 
  6.         45.         2.64E-05   2.03E-06                      C0897  3   49 
  6.         55.         2.76E-05   1.97E-06                      C0897  3   50 
  6.         65.         3.14E-05   2.11E-06                      C0897  3   51 
  6.         75.         3.38E-05   2.21E-06                      C0897  3   52 
  6.         85.         3.96E-05   2.45E-06                      C0897  3   53 
  6.         95.         3.97E-05   2.48E-06                      C0897  3   54 
  6.        105.         4.61E-05   2.75E-06                      C0897  3   55 
  6.        115.         4.50E-05   2.72E-06                      C0897  3   56 
  6.        125.         4.23E-05   2.63E-06                      C0897  3   57 
  6.        135.         4.20E-05   2.63E-06                      C0897  3   58 
  6.        145.         4.65E-05   2.82E-06                      C0897  3   59 
  6.        155.         4.87E-05   2.90E-06                      C0897  3   60 
  6.        165.         4.34E-05   2.69E-06                      C0897  3   61 
  6.        175.         4.44E-05   2.76E-06                      C0897  3   62 
  6.        185.         4.50E-05   2.79E-06                      C0897  3   63 
  6.        195.         4.23E-05   2.69E-06                      C0897  3   64 
  6.        210.         4.01E-05   2.08E-06                      C0897  3   65 
  6.        230.         3.52E-05   1.90E-06                      C0897  3   66 
  6.        250.         3.04E-05   1.73E-06                      C0897  3   67 
  6.        270.         1.96E-05   1.31E-06                      C0897  3   68 
  6.        290.         1.38E-05   1.06E-06                      C0897  3   69 
  6.        310.         8.60E-06   8.08E-07                      C0897  3   70 
  6.        340.         4.50E-06   4.17E-07                      C0897  3   71 
  6.        380.         1.18E-06   2.03E-07                      C0897  3   72 
  6.        420.         8.14E-07   1.67E-07                      C0897  3   73 
  6.        460.         2.76E-07   9.69E-08                      C0897  3   74 
  6.        500.         1.07E-07   6.12E-08                      C0897  3   75 
  6.        560.         8.24E-08   3.83E-08                      C0897  3   76 
  6.        640.         1.25E-08   1.50E-08                      C0897  3   77 
  9.         25.         6.99E-06   5.29E-07                      C0897  3   78 
  9.         35.         9.36E-06   6.03E-07                      C0897  3   79 
  9.         45.         1.13E-05   6.38E-07                      C0897  3   80 
  9.         55.         1.11E-05   6.05E-07                      C0897  3   81 
  9.         65.         1.27E-05   6.58E-07                      C0897  3   82 
  9.         75.         1.45E-05   7.22E-07                      C0897  3   83 
  9.         85.         1.52E-05   7.52E-07                      C0897  3   84 
  9.         95.         1.64E-05   8.00E-07                      C0897  3   85 
  9.        105.         1.70E-05   8.26E-07                      C0897  3   86 
  9.        115.         1.70E-05   8.26E-07                      C0897  3   87 
  9.        125.         1.73E-05   8.38E-07                      C0897  3   88 
  9.        135.         1.68E-05   8.23E-07                      C0897  3   89 
  9.        145.         1.66E-05   8.14E-07                      C0897  3   90 
  9.        155.         1.69E-05   8.28E-07                      C0897  3   91 
  9.        165.         1.62E-05   8.03E-07                      C0897  3   92 
  9.        175.         1.55E-05   7.78E-07                      C0897  3   93 
  9.        185.         1.47E-05   7.49E-07                      C0897  3   94 
  9.        195.         1.48E-05   7.54E-07                      C0897  3   95 
  9.        210.         1.31E-05   5.86E-07                      C0897  3   96 
  9.        230.         1.16E-05   5.31E-07                      C0897  3   97 
  9.        250.         9.56E-06   4.57E-07                      C0897  3   98 
  9.        270.         6.94E-06   3.61E-07                      C0897  3   99 
  9.        290.         5.15E-06   2.93E-07                      C0897  3  100 
  9.        310.         3.65E-06   2.32E-07                      C0897  3  101 
  9.        340.         2.00E-06   1.24E-07                      C0897  3  102 
  9.        380.         8.68E-07   7.41E-08                      C0897  3  103 
  9.        420.         4.19E-07   4.93E-08                      C0897  3  104 
  9.        460.         2.17E-07   3.47E-08                      C0897  3  105 
  9.        500.         1.44E-07   2.82E-08                      C0897  3  106 
  9.        560.         4.33E-08   1.08E-08                      C0897  3  107 
  9.        640.         3.70E-08   1.01E-08                      C0897  3  108 
 12.         25.         6.97E-06   5.12E-07                      C0897  3  109 
 12.         35.         9.41E-06   5.73E-07                      C0897  3  110 
 12.         45.         9.82E-06   5.42E-07                      C0897  3  111 
 12.         55.         9.54E-06   5.08E-07                      C0897  3  112 
 12.         65.         1.06E-05   5.36E-07                      C0897  3  113 
 12.         75.         1.15E-05   5.64E-07                      C0897  3  114 
 12.         85.         1.17E-05   5.72E-07                      C0897  3  115 
 12.         95.         1.25E-05   6.02E-07                      C0897  3  116 
 12.        105.         1.13E-05   5.66E-07                      C0897  3  117 
 12.        115.         1.10E-05   5.58E-07                      C0897  3  118 
 12.        125.         1.09E-05   5.55E-07                      C0897  3  119 
 12.        135.         1.07E-05   5.49E-07                      C0897  3  120 
 12.        145.         1.06E-05   5.47E-07                      C0897  3  121 
 12.        155.         9.67E-06   5.18E-07                      C0897  3  122 
 12.        165.         9.13E-06   5.00E-07                      C0897  3  123 
 12.        175.         8.97E-06   4.94E-07                      C0897  3  124 
 12.        185.         8.56E-06   4.82E-07                      C0897  3  125 
 12.        195.         7.93E-06   4.60E-07                      C0897  3  126 
 12.        210.         6.90E-06   3.29E-07                      C0897  3  127 
 12.        230.         5.79E-06   2.94E-07                      C0897  3  128 
 12.        250.         4.56E-06   2.52E-07                      C0897  3  129 
 12.        270.         3.54E-06   2.16E-07                      C0897  3  130 
 12.        290.         2.97E-06   1.94E-07                      C0897  3  131 
 12.        310.         1.99E-06   1.54E-07                      C0897  3  132 
 12.        340.         1.20E-06   8.60E-08                      C0897  3  133 
 12.        380.         6.45E-07   6.11E-08                      C0897  3  134 
 12.        420.         3.90E-07   4.67E-08                      C0897  3  135 
 12.        460.         2.30E-07   3.55E-08                      C0897  3  136 
 12.        500.         1.09E-07   2.44E-08                      C0897  3  137 
 12.        560.         5.37E-08   1.21E-08                      C0897  3  138 
 12.        640.         2.11E-08   7.58E-09                      C0897  3  139 
 16.         25.         5.88E-06   3.50E-07                      C0897  3  140 
 16.         35.         7.05E-06   3.76E-07                      C0897  3  141 
 16.         45.         7.66E-06   3.71E-07                      C0897  3  142 
 16.         55.         7.51E-06   3.52E-07                      C0897  3  143 
 16.         65.         7.98E-06   3.65E-07                      C0897  3  144 
 16.         75.         7.61E-06   3.52E-07                      C0897  3  145 
 16.         85.         7.83E-06   3.62E-07                      C0897  3  146 
 16.         95.         7.44E-06   3.48E-07                      C0897  3  147 
 16.        105.         6.58E-06   3.21E-07                      C0897  3  148 
 16.        115.         6.44E-06   3.18E-07                      C0897  3  149 
 16.        125.         6.30E-06   3.15E-07                      C0897  3  150 
 16.        135.         5.67E-06   2.93E-07                      C0897  3  151 
 16.        145.         5.03E-06   2.71E-07                      C0897  3  152 
 16.        155.         4.59E-06   2.54E-07                      C0897  3  153 
 16.        165.         4.13E-06   2.37E-07                      C0897  3  154 
 16.        175.         3.93E-06   2.32E-07                      C0897  3  155 
 16.        185.         3.67E-06   2.22E-07                      C0897  3  156 
 16.        195.         3.20E-06   2.04E-07                      C0897  3  157 
 16.        210.         2.58E-06   1.38E-07                      C0897  3  158 
 16.        230.         2.09E-06   1.21E-07                      C0897  3  159 
 16.        250.         1.42E-06   9.54E-08                      C0897  3  160 
 16.        270.         1.29E-06   9.04E-08                      C0897  3  161 
 16.        290.         9.29E-07   7.47E-08                      C0897  3  162 
 16.        310.         6.53E-07   6.13E-08                      C0897  3  163 
 16.        340.         5.05E-07   3.92E-08                      C0897  3  164 
 16.        380.         2.56E-07   2.67E-08                      C0897  3  165 
 16.        420.         1.85E-07   2.24E-08                      C0897  3  166 
 16.        460.         1.00E-07   1.63E-08                      C0897  3  167 
 16.        500.         6.03E-08   1.26E-08                      C0897  3  168 
 16.        560.         2.24E-08   5.44E-09                      C0897  3  169 
 16.        640.         1.39E-08   4.29E-09                      C0897  3  170 
 20.         25.         4.54E-06   3.13E-07                      C0897  3  171 
 20.         35.         5.94E-06   3.60E-07                      C0897  3  172 
 20.         45.         5.62E-06   3.25E-07                      C0897  3  173 
 20.         55.         5.16E-06   2.94E-07                      C0897  3  174 
 20.         65.         5.61E-06   3.11E-07                      C0897  3  175 
 20.         75.         5.59E-06   3.09E-07                      C0897  3  176 
 20.         85.         5.28E-06   2.99E-07                      C0897  3  177 
 20.         95.         5.11E-06   2.91E-07                      C0897  3  178 
 20.        105.         5.02E-06   2.89E-07                      C0897  3  179 
 20.        115.         4.30E-06   2.60E-07                      C0897  3  180 
 20.        125.         4.22E-06   2.59E-07                      C0897  3  181 
 20.        135.         3.69E-06   2.36E-07                      C0897  3  182 
 20.        145.         3.22E-06   2.15E-07                      C0897  3  183 
 20.        155.         2.82E-06   1.97E-07                      C0897  3  184 
 20.        165.         2.80E-06   1.96E-07                      C0897  3  185 
 20.        175.         2.36E-06   1.77E-07                      C0897  3  186 
 20.        185.         2.22E-06   1.71E-07                      C0897  3  187 
 20.        195.         1.76E-06   1.48E-07                      C0897  3  188 
 20.        210.         1.52E-06   1.04E-07                      C0897  3  189 
 20.        230.         1.25E-06   9.25E-08                      C0897  3  190 
 20.        250.         1.22E-06   9.12E-08                      C0897  3  191 
 20.        270.         8.28E-07   7.23E-08                      C0897  3  192 
 20.        290.         6.91E-07   6.51E-08                      C0897  3  193 
 20.        310.         4.45E-07   5.07E-08                      C0897  3  194 
 20.        340.         3.14E-07   3.08E-08                      C0897  3  195 
 20.        380.         2.05E-07   2.41E-08                      C0897  3  196 
 20.        420.         1.51E-07   2.04E-08                      C0897  3  197 
 20.        460.         7.00E-08   1.37E-08                      C0897  3  198 
 20.        500.         3.93E-08   1.02E-08                      C0897  3  199 
 20.        560.         1.30E-08   4.13E-09                      C0897  3  200 
 24.         25.         3.16E-06   2.72E-07                      C0897  3  201 
 24.         35.         3.81E-06   3.00E-07                      C0897  3  202 
 24.         45.         4.30E-06   3.09E-07                      C0897  3  203 
 24.         55.         4.32E-06   3.02E-07                      C0897  3  204 
 24.         65.         4.14E-06   2.90E-07                      C0897  3  205 
 24.         75.         4.02E-06   2.83E-07                      C0897  3  206 
 24.         85.         3.85E-06   2.76E-07                      C0897  3  207 
 24.         95.         3.62E-06   2.62E-07                      C0897  3  208 
 24.        105.         3.20E-06   2.41E-07                      C0897  3  209 
 24.        115.         3.00E-06   2.31E-07                      C0897  3  210 
 24.        125.         2.68E-06   2.14E-07                      C0897  3  211 
 24.        135.         2.63E-06   2.11E-07                      C0897  3  212 
 24.        145.         1.96E-06   1.72E-07                      C0897  3  213 
 24.        155.         2.15E-06   1.82E-07                      C0897  3  214 
 24.        165.         1.77E-06   1.61E-07                      C0897  3  215 
 24.        175.         1.58E-06   1.50E-07                      C0897  3  216 
 24.        185.         1.74E-06   1.60E-07                      C0897  3  217 
 24.        195.         1.33E-06   1.34E-07                      C0897  3  218 
 24.        210.         1.22E-06   1.01E-07                      C0897  3  219 
 24.        230.         9.82E-07   8.67E-08                      C0897  3  220 
 24.        250.         8.05E-07   7.62E-08                      C0897  3  221 
 24.        270.         6.22E-07   6.49E-08                      C0897  3  222 
 24.        290.         5.57E-07   6.07E-08                      C0897  3  223 
 24.        310.         4.55E-07   5.36E-08                      C0897  3  224 
 24.        340.         3.17E-07   3.29E-08                      C0897  3  225 
 24.        380.         1.62E-07   2.19E-08                      C0897  3  226 
 24.        420.         7.92E-08   1.47E-08                      C0897  3  227 
 24.        460.         6.74E-08   1.36E-08                      C0897  3  228 
 24.        500.         2.06E-08   7.33E-09                      C0897  3  229 
 24.        560.         1.53E-08   4.51E-09                      C0897  3  230 
 24.        640.         6.69E-09   2.96E-09                      C0897  3  231 
 28.         25.         3.89E-06   3.35E-07                      C0897  3  232 
 28.         35.         3.50E-06   3.00E-07                      C0897  3  233 
 28.         45.         3.86E-06   3.08E-07                      C0897  3  234 
 28.         55.         3.65E-06   2.86E-07                      C0897  3  235 
 28.         65.         3.31E-06   2.63E-07                      C0897  3  236 
 28.         75.         3.44E-06   2.71E-07                      C0897  3  237 
 28.         85.         2.93E-06   2.41E-07                      C0897  3  238 
 28.         95.         2.80E-06   2.32E-07                      C0897  3  239 
 28.        105.         2.51E-06   2.15E-07                      C0897  3  240 
 28.        115.         2.24E-06   1.99E-07                      C0897  3  241 
 28.        125.         1.96E-06   1.82E-07                      C0897  3  242 
 28.        135.         1.74E-06   1.67E-07                      C0897  3  243 
 28.        145.         1.52E-06   1.52E-07                      C0897  3  244 
 28.        155.         1.41E-06   1.44E-07                      C0897  3  245 
 28.        165.         1.30E-06   1.37E-07                      C0897  3  246 
 28.        175.         1.09E-06   1.23E-07                      C0897  3  247 
 28.        185.         1.09E-06   1.23E-07                      C0897  3  248 
 28.        195.         7.89E-07   1.00E-07                      C0897  3  249 
 28.        210.         6.70E-07   7.02E-08                      C0897  3  250 
 28.        230.         5.84E-07   6.44E-08                      C0897  3  251 
 28.        250.         5.14E-07   5.95E-08                      C0897  3  252 
 28.        270.         2.72E-07   4.06E-08                      C0897  3  253 
 28.        290.         2.96E-07   4.27E-08                      C0897  3  254 
 28.        310.         1.54E-07   2.95E-08                      C0897  3  255 
 28.        340.         1.67E-07   2.29E-08                      C0897  3  256 
 28.        380.         5.85E-08   1.26E-08                      C0897  3  257 
 28.        420.         5.77E-08   1.25E-08                      C0897  3  258 
 28.        460.         1.64E-08   6.51E-09                      C0897  3  259 
 28.        500.         1.51E-08   6.26E-09                      C0897  3  260 
 28.        560.         7.13E-09   3.04E-09                      C0897  3  261 
 32.         25.         2.88E-06   2.52E-07                      C0897  3  262 
 32.         35.         3.45E-06   2.72E-07                      C0897  3  263 
 32.         45.         3.45E-06   2.55E-07                      C0897  3  264 
 32.         55.         3.06E-06   2.26E-07                      C0897  3  265 
 32.         65.         2.63E-06   2.01E-07                      C0897  3  266 
 32.         75.         2.40E-06   1.88E-07                      C0897  3  267 
 32.         85.         2.18E-06   1.78E-07                      C0897  3  268 
 32.         95.         2.02E-06   1.68E-07                      C0897  3  269 
 32.        105.         2.06E-06   1.72E-07                      C0897  3  270 
 32.        115.         1.66E-06   1.51E-07                      C0897  3  271 
 32.        125.         1.51E-06   1.42E-07                      C0897  3  272 
 32.        135.         1.33E-06   1.32E-07                      C0897  3  273 
 32.        145.         1.01E-06   1.11E-07                      C0897  3  274 
 32.        155.         9.78E-07   1.08E-07                      C0897  3  275 
 32.        165.         1.05E-06   1.13E-07                      C0897  3  276 
 32.        175.         9.19E-07   1.06E-07                      C0897  3  277 
 32.        185.         8.72E-07   1.03E-07                      C0897  3  278 
 32.        195.         5.96E-07   8.22E-08                      C0897  3  279 
 32.        210.         6.15E-07   6.28E-08                      C0897  3  280 
 32.        230.         3.57E-07   4.58E-08                      C0897  3  281 
 32.        250.         3.22E-07   4.33E-08                      C0897  3  282 
 32.        270.         2.23E-07   3.55E-08                      C0897  3  283 
 32.        290.         2.09E-07   3.42E-08                      C0897  3  284 
 32.        310.         1.43E-07   2.79E-08                      C0897  3  285 
 32.        340.         9.82E-08   1.65E-08                      C0897  3  286 
 32.        380.         7.05E-08   1.38E-08                      C0897  3  287 
 32.        420.         3.77E-08   9.92E-09                      C0897  3  288 
 32.        460.         1.44E-08   6.09E-09                      C0897  3  289 
 32.        500.         4.02E-09   3.17E-09                      C0897  3  290 
 36.         25.         1.78E-06   1.82E-07                      C0897  3  291 
 36.         35.         2.63E-06   2.21E-07                      C0897  3  292 
 36.         45.         2.65E-06   2.06E-07                      C0897  3  293 
 36.         55.         2.17E-06   1.73E-07                      C0897  3  294 
 36.         65.         1.69E-06   1.46E-07                      C0897  3  295 
 36.         75.         1.78E-06   1.50E-07                      C0897  3  296 
 36.         85.         1.78E-06   1.52E-07                      C0897  3  297 
 36.         95.         1.43E-06   1.32E-07                      C0897  3  298 
 36.        105.         1.34E-06   1.28E-07                      C0897  3  299 
 36.        115.         1.25E-06   1.24E-07                      C0897  3  300 
 36.        125.         1.02E-06   1.10E-07                      C0897  3  301 
 36.        135.         9.77E-07   1.07E-07                      C0897  3  302 
 36.        145.         7.31E-07   9.09E-08                      C0897  3  303 
 36.        155.         7.11E-07   8.90E-08                      C0897  3  304 
 36.        165.         7.09E-07   8.91E-08                      C0897  3  305 
 36.        175.         5.02E-07   7.41E-08                      C0897  3  306 
 36.        185.         5.69E-07   7.96E-08                      C0897  3  307 
 36.        195.         4.45E-07   6.94E-08                      C0897  3  308 
 36.        210.         3.86E-07   4.71E-08                      C0897  3  309 
 36.        230.         3.04E-07   4.14E-08                      C0897  3  310 
 36.        250.         1.86E-07   3.17E-08                      C0897  3  311 
 36.        270.         1.61E-07   2.96E-08                      C0897  3  312 
 36.        290.         1.41E-07   2.76E-08                      C0897  3  313 
 36.        310.         1.13E-07   2.46E-08                      C0897  3  314 
 36.        340.         8.63E-08   1.53E-08                      C0897  3  315 
 36.        380.         4.15E-08   1.04E-08                      C0897  3  316 
 36.        420.         1.73E-08   6.63E-09                      C0897  3  317 
 36.        460.         4.46E-09   3.34E-09                      C0897  3  318 
 48.         25.         1.48E-06   1.24E-07                      C0897  3  319 
 48.         35.         1.72E-06   1.33E-07                      C0897  3  320 
 48.         45.         1.36E-06   1.06E-07                      C0897  3  321 
 48.         55.         1.14E-06   9.04E-08                      C0897  3  322 
 48.         65.         8.63E-07   7.36E-08                      C0897  3  323 
 48.         75.         7.99E-07   6.99E-08                      C0897  3  324 
 48.         85.         7.39E-07   6.67E-08                      C0897  3  325 
 48.         95.         6.38E-07   6.09E-08                      C0897  3  326 
 48.        105.         5.84E-07   5.79E-08                      C0897  3  327 
 48.        115.         5.37E-07   5.53E-08                      C0897  3  328 
 48.        125.         4.34E-07   4.86E-08                      C0897  3  329 
 48.        135.         3.98E-07   4.61E-08                      C0897  3  330 
 48.        145.         2.95E-07   3.84E-08                      C0897  3  331 
 48.        155.         2.67E-07   3.64E-08                      C0897  3  332 
 48.        165.         2.36E-07   3.43E-08                      C0897  3  333 
 48.        175.         1.85E-07   2.99E-08                      C0897  3  334 
 48.        185.         1.49E-07   2.65E-08                      C0897  3  335 
 48.        195.         1.05E-07   2.20E-08                      C0897  3  336 
 48.        210.         1.23E-07   1.76E-08                      C0897  3  337 
 48.        230.         7.10E-08   1.31E-08                      C0897  3  338 
 48.        250.         6.44E-08   1.24E-08                      C0897  3  339 
 48.        270.         4.97E-08   1.08E-08                      C0897  3  340 
 48.        290.         2.65E-08   7.77E-09                      C0897  3  341 
 48.        310.         1.52E-08   5.86E-09                      C0897  3  342 
 48.        340.         9.11E-09   3.20E-09                      C0897  3  343 
 48.        380.         3.63E-09   1.99E-09                      C0897  3  344 
 56.         25.         1.28E-06   9.94E-08                      C0897  3  345 
 56.         35.         1.21E-06   9.22E-08                      C0897  3  346 
 56.         45.         1.01E-06   7.60E-08                      C0897  3  347 
 56.         55.         9.35E-07   6.92E-08                      C0897  3  348 
 56.         65.         7.23E-07   5.81E-08                      C0897  3  349 
 56.         75.         5.86E-07   5.11E-08                      C0897  3  350 
 56.         85.         4.20E-07   4.22E-08                      C0897  3  351 
 56.         95.         4.18E-07   4.23E-08                      C0897  3  352 
 56.        105.         3.31E-07   3.73E-08                      C0897  3  353 
 56.        115.         3.04E-07   3.58E-08                      C0897  3  354 
 56.        125.         2.26E-07   3.06E-08                      C0897  3  355 
 56.        135.         2.08E-07   2.92E-08                      C0897  3  356 
 56.        145.         1.88E-07   2.74E-08                      C0897  3  357 
 56.        155.         1.41E-07   2.37E-08                      C0897  3  358 
