EN         ANG        E          DATA       DATA-ERR              C0897  2   11 
MEV/A      ADEG       MEV        P/IN/MEVSR P/IN/MEVSR            C0897  2   12 
 272.       72.         35.         7.90E-07   4.27E-08           C0897  2  384 
 272.       72.         45.         6.29E-07   3.42E-08           C0897  2  385 
 272.       72.         55.         4.59E-07   2.71E-08           C0897  2  386 
 272.       72.         65.         4.02E-07   2.48E-08           C0897  2  387 
 272.       72.         75.         2.85E-07   2.05E-08           C0897  2  388 
 272.       72.         85.         2.41E-07   1.89E-08           C0897  2  389 
 272.       72.         95.         1.75E-07   1.60E-08           C0897  2  390 
 272.       72.        105.         1.65E-07   1.56E-08           C0897  2  391 
 272.       72.        115.         1.51E-07   1.51E-08           C0897  2  392 
 272.       72.        125.         9.09E-08   1.16E-08           C0897  2  393 
 272.       72.        135.         7.73E-08   1.07E-08           C0897  2  394 
 272.       72.        145.         5.99E-08   9.31E-09           C0897  2  395 
 272.       72.        155.         5.01E-08   8.55E-09           C0897  2  396 
 272.       72.        165.         4.14E-08   7.82E-09           C0897  2  397 
 272.       72.        175.         2.48E-08   6.05E-09           C0897  2  398 
 272.       72.        185.         2.25E-08   5.74E-09           C0897  2  399 
 272.       72.        195.         1.69E-08   4.98E-09           C0897  2  400 
 272.       72.        210.         1.06E-08   2.79E-09           C0897  2  401 
 272.       72.        230.         7.31E-09   2.33E-09           C0897  2  402 
 272.       72.        250.         6.06E-09   2.13E-09           C0897  2  403 
 272.       72.        270.         2.55E-09   1.36E-09           C0897  2  404 
 272.       80.         25.         5.00E-07   3.42E-08           C0897  2  405 
 272.       80.         35.         5.52E-07   3.51E-08           C0897  2  406 
 272.       80.         45.         4.40E-07   2.80E-08           C0897  2  407 
 272.       80.         55.         2.95E-07   2.12E-08           C0897  2  408 
 272.       80.         65.         2.16E-07   1.75E-08           C0897  2  409 
 272.       80.         75.         1.73E-07   1.55E-08           C0897  2  410 
 272.       80.         85.         1.34E-07   1.36E-08           C0897  2  411 
 272.       80.         95.         1.01E-07   1.17E-08           C0897  2  412 
 272.       80.        105.         8.53E-08   1.08E-08           C0897  2  413 
 272.       80.        115.         6.83E-08   9.74E-09           C0897  2  414 
 272.       80.        125.         3.99E-08   7.42E-09           C0897  2  415 
 272.       80.        135.         4.10E-08   7.51E-09           C0897  2  416 
 272.       80.        145.         4.50E-08   7.82E-09           C0897  2  417 
 272.       80.        155.         2.61E-08   5.96E-09           C0897  2  418 
 272.       80.        165.         1.52E-08   4.56E-09           C0897  2  419 
 272.       80.        175.         1.99E-08   5.24E-09           C0897  2  420 
 272.       80.        185.         9.61E-09   3.60E-09           C0897  2  421 
 272.       80.        195.         8.30E-09   3.35E-09           C0897  2  422 
 272.       80.        210.         6.65E-09   2.13E-09           C0897  2  423 
 272.       80.        230.         5.61E-09   1.97E-09           C0897  2  424 
 272.       80.        250.         2.70E-09   1.35E-09           C0897  2  425 
 272.       80.        270.         1.99E-09   1.15E-09           C0897  2  426 
 272.       80.        290.         1.93E-09   1.13E-09           C0897  2  427 
 435.        3.         25.         1.24E-05   1.80E-06           C0897  2  428 
 435.        3.         35.         1.65E-05   2.07E-06           C0897  2  429 
 435.        3.         45.         2.36E-05   2.54E-06           C0897  2  430 
 435.        3.         55.         2.38E-05   2.48E-06           C0897  2  431 
 435.        3.         65.         2.90E-05   2.89E-06           C0897  2  432 
 435.        3.         75.         3.00E-05   2.97E-06           C0897  2  433 
 435.        3.         85.         3.19E-05   3.13E-06           C0897  2  434 
 435.        3.         95.         3.79E-05   3.63E-06           C0897  2  435 
 435.        3.        105.         4.19E-05   3.96E-06           C0897  2  436 
 435.        3.        115.         4.17E-05   3.95E-06           C0897  2  437 
 435.        3.        125.         4.65E-05   4.36E-06           C0897  2  438 
 435.        3.        135.         4.99E-05   4.64E-06           C0897  2  439 
 435.        3.        145.         5.47E-05   5.03E-06           C0897  2  440 
 435.        3.        155.         5.10E-05   4.73E-06           C0897  2  441 
 435.        3.        165.         5.02E-05   4.67E-06           C0897  2  442 
 435.        3.        175.         5.85E-05   5.35E-06           C0897  2  443 
 435.        3.        185.         6.17E-05   5.61E-06           C0897  2  444 
 435.        3.        195.         6.34E-05   5.76E-06           C0897  2  445 
 435.        3.        210.         5.97E-05   5.12E-06           C0897  2  446 
 435.        3.        230.         6.63E-05   5.66E-06           C0897  2  447 
 435.        3.        250.         7.32E-05   6.21E-06           C0897  2  448 
 435.        3.        270.         7.73E-05   6.55E-06           C0897  2  449 
 435.        3.        290.         8.15E-05   6.89E-06           C0897  2  450 
 435.        3.        310.         8.20E-05   6.93E-06           C0897  2  451 
 435.        3.        340.         8.03E-05   6.61E-06           C0897  2  452 
 435.        3.        380.         7.66E-05   6.31E-06           C0897  2  453 
 435.        3.        420.         6.61E-05   5.47E-06           C0897  2  454 
 435.        3.        460.         4.32E-05   3.65E-06           C0897  2  455 
 435.        3.        500.         2.53E-05   2.22E-06           C0897  2  456 
 435.        3.        560.         8.84E-06   8.08E-07           C0897  2  457 
 435.        3.        640.         2.77E-06   3.14E-07           C0897  2  458 
 435.        3.        720.         1.12E-06   1.70E-07           C0897  2  459 
 435.        3.        800.         5.13E-07   1.09E-07           C0897  2  460 
 435.        3.        880.         2.67E-07   7.79E-08           C0897  2  461 
 435.        3.        960.         1.35E-07   5.61E-08           C0897  2  462 
 435.        6.         25.         1.55E-05   1.95E-06           C0897  2  463 
 435.        6.         35.         2.37E-05   2.39E-06           C0897  2  464 
 435.        6.         45.         2.57E-05   2.36E-06           C0897  2  465 
 435.        6.         55.         3.04E-05   2.58E-06           C0897  2  466 
 435.        6.         65.         3.00E-05   2.53E-06           C0897  2  467 
 435.        6.         75.         3.32E-05   2.74E-06           C0897  2  468 
 435.        6.         85.         3.42E-05   2.81E-06           C0897  2  469 
 435.        6.         95.         3.47E-05   2.86E-06           C0897  2  470 
 435.        6.        105.         3.87E-05   3.12E-06           C0897  2  471 
 435.        6.        115.         4.09E-05   3.27E-06           C0897  2  472 
 435.        6.        125.         3.79E-05   3.10E-06           C0897  2  473 
 435.        6.        135.         4.53E-05   3.57E-06           C0897  2  474 
 435.        6.        145.         4.12E-05   3.31E-06           C0897  2  475 
 435.        6.        155.         4.19E-05   3.36E-06           C0897  2  476 
 435.        6.        165.         4.42E-05   3.50E-06           C0897  2  477 
 435.        6.        175.         4.43E-05   3.53E-06           C0897  2  478 
 435.        6.        185.         4.25E-05   3.42E-06           C0897  2  479 
 435.        6.        195.         4.44E-05   3.55E-06           C0897  2  480 
 435.        6.        210.         4.46E-05   3.16E-06           C0897  2  481 
 435.        6.        230.         3.72E-05   2.71E-06           C0897  2  482 
 435.        6.        250.         4.22E-05   3.03E-06           C0897  2  483 
 435.        6.        270.         3.85E-05   2.81E-06           C0897  2  484 
 435.        6.        290.         3.90E-05   2.85E-06           C0897  2  485 
 435.        6.        310.         3.72E-05   2.74E-06           C0897  2  486 
 435.        6.        340.         3.31E-05   2.26E-06           C0897  2  487 
 435.        6.        380.         2.65E-05   1.86E-06           C0897  2  488 
 435.        6.        420.         1.80E-05   1.33E-06           C0897  2  489 
 435.        6.        460.         1.15E-05   9.34E-07           C0897  2  490 
 435.        6.        500.         6.83E-06   6.39E-07           C0897  2  491 
 435.        6.        560.         2.54E-06   2.62E-07           C0897  2  492 
 435.        6.        640.         1.03E-06   1.50E-07           C0897  2  493 
 435.        6.        720.         3.81E-07   8.81E-08           C0897  2  494 
 435.        6.        800.         1.83E-07   6.12E-08           C0897  2  495 
 435.        6.        880.         9.21E-08   4.45E-08           C0897  2  496 
 435.        6.        960.         1.70E-09   5.49E-09           C0897  2  497 
 435.        9.         25.         8.41E-06   1.18E-06           C0897  2  498 
 435.        9.         35.         1.09E-05   1.48E-06           C0897  2  499 
 435.        9.         45.         1.22E-05   1.62E-06           C0897  2  500 
 435.        9.         55.         1.18E-05   1.57E-06           C0897  2  501 
 435.        9.         65.         1.32E-05   1.75E-06           C0897  2  502 
 435.        9.         75.         1.25E-05   1.66E-06           C0897  2  503 
 435.        9.         85.         1.38E-05   1.81E-06           C0897  2  504 
 435.        9.         95.         1.38E-05   1.81E-06           C0897  2  505 
 435.        9.        105.         1.39E-05   1.83E-06           C0897  2  506 
 435.        9.        115.         1.44E-05   1.90E-06           C0897  2  507 
 435.        9.        125.         1.40E-05   1.85E-06           C0897  2  508 
 435.        9.        135.         1.38E-05   1.82E-06           C0897  2  509 
 435.        9.        145.         1.31E-05   1.74E-06           C0897  2  510 
 435.        9.        155.         1.38E-05   1.82E-06           C0897  2  511 
 435.        9.        165.         1.42E-05   1.87E-06           C0897  2  512 
 435.        9.        175.         1.28E-05   1.70E-06           C0897  2  513 
 435.        9.        185.         1.31E-05   1.73E-06           C0897  2  514 
 435.        9.        195.         1.28E-05   1.69E-06           C0897  2  515 
 435.        9.        210.         1.30E-05   1.68E-06           C0897  2  516 
 435.        9.        230.         1.16E-05   1.51E-06           C0897  2  517 
 435.        9.        250.         1.08E-05   1.41E-06           C0897  2  518 
 435.        9.        270.         1.03E-05   1.35E-06           C0897  2  519 
 435.        9.        290.         9.50E-06   1.24E-06           C0897  2  520 
 435.        9.        310.         9.41E-06   1.23E-06           C0897  2  521 
 435.        9.        340.         8.22E-06   1.06E-06           C0897  2  522 
 435.        9.        380.         6.40E-06   8.31E-07           C0897  2  523 
 435.        9.        420.         4.52E-06   5.93E-07           C0897  2  524 
 435.        9.        460.         3.17E-06   4.22E-07           C0897  2  525 
 435.        9.        500.         2.11E-06   2.87E-07           C0897  2  526 
 435.        9.        560.         1.20E-06   1.62E-07           C0897  2  527 
 435.        9.        640.         5.23E-07   7.59E-08           C0897  2  528 
 435.        9.        720.         2.44E-07   4.02E-08           C0897  2  529 
 435.        9.        800.         1.52E-07   2.82E-08           C0897  2  530 
 435.        9.        880.         7.06E-08   1.67E-08           C0897  2  531 
 435.        9.        960.         3.34E-08   1.07E-08           C0897  2  532 
 435.       12.         25.         8.68E-06   6.94E-07           C0897  2  533 
 435.       12.         35.         1.21E-05   8.55E-07           C0897  2  534 
 435.       12.         45.         1.37E-05   9.05E-07           C0897  2  535 
 435.       12.         55.         1.30E-05   8.50E-07           C0897  2  536 
 435.       12.         65.         1.21E-05   7.93E-07           C0897  2  537 
 435.       12.         75.         1.28E-05   8.28E-07           C0897  2  538 
 435.       12.         85.         1.22E-05   8.03E-07           C0897  2  539 
 435.       12.         95.         1.24E-05   8.12E-07           C0897  2  540 
 435.       12.        105.         1.14E-05   7.62E-07           C0897  2  541 
 435.       12.        115.         1.19E-05   7.89E-07           C0897  2  542 
 435.       12.        125.         1.17E-05   7.78E-07           C0897  2  543 
 435.       12.        135.         1.13E-05   7.57E-07           C0897  2  544 
 435.       12.        145.         1.07E-05   7.29E-07           C0897  2  545 
 435.       12.        155.         1.16E-05   7.81E-07           C0897  2  546 
 435.       12.        165.         1.01E-05   6.97E-07           C0897  2  547 
 435.       12.        175.         9.58E-06   6.68E-07           C0897  2  548 
 435.       12.        185.         1.05E-05   7.22E-07           C0897  2  549 
 435.       12.        195.         9.15E-06   6.46E-07           C0897  2  550 
 435.       12.        210.         9.25E-06   5.75E-07           C0897  2  551 
 435.       12.        230.         8.48E-06   5.35E-07           C0897  2  552 
 435.       12.        250.         7.92E-06   5.05E-07           C0897  2  553 
 435.       12.        270.         6.99E-06   4.55E-07           C0897  2  554 
 435.       12.        290.         6.42E-06   4.24E-07           C0897  2  555 
 435.       12.        310.         5.92E-06   3.97E-07           C0897  2  556 
 435.       12.        340.         5.34E-06   3.26E-07           C0897  2  557 
 435.       12.        380.         3.86E-06   2.48E-07           C0897  2  558 
 435.       12.        420.         3.11E-06   2.07E-07           C0897  2  559 
 435.       12.        460.         2.27E-06   1.62E-07           C0897  2  560 
 435.       12.        500.         1.72E-06   1.31E-07           C0897  2  561 
 435.       12.        560.         9.84E-07   7.26E-08           C0897  2  562 
 435.       12.        640.         4.87E-07   4.43E-08           C0897  2  563 
 435.       12.        720.         2.08E-07   2.62E-08           C0897  2  564 
 435.       12.        800.         1.49E-07   2.20E-08           C0897  2  565 
 435.       12.        880.         6.85E-08   1.45E-08           C0897  2  566 
 435.       12.        960.         3.19E-08   9.85E-09           C0897  2  567 
 435.       16.         25.         8.65E-06   5.40E-07           C0897  2  568 
 435.       16.         35.         1.08E-05   6.26E-07           C0897  2  569 
 435.       16.         45.         1.07E-05   5.97E-07           C0897  2  570 
 435.       16.         55.         9.97E-06   5.53E-07           C0897  2  571 
 435.       16.         65.         1.01E-05   5.59E-07           C0897  2  572 
 435.       16.         75.         9.96E-06   5.50E-07           C0897  2  573 
 435.       16.         85.         1.01E-05   5.57E-07           C0897  2  574 
 435.       16.         95.         9.62E-06   5.35E-07           C0897  2  575 
 435.       16.        105.         9.02E-06   5.09E-07           C0897  2  576 
 435.       16.        115.         9.26E-06   5.22E-07           C0897  2  577 
 435.       16.        125.         9.10E-06   5.15E-07           C0897  2  578 
 435.       16.        135.         8.45E-06   4.85E-07           C0897  2  579 
 435.       16.        145.         7.84E-06   4.55E-07           C0897  2  580 
 435.       16.        155.         7.60E-06   4.43E-07           C0897  2  581 
 435.       16.        165.         6.80E-06   4.06E-07           C0897  2  582 
 435.       16.        175.         6.90E-06   4.12E-07           C0897  2  583 
 435.       16.        185.         6.03E-06   3.71E-07           C0897  2  584 
 435.       16.        195.         5.85E-06   3.61E-07           C0897  2  585 
 435.       16.        210.         5.57E-06   3.06E-07           C0897  2  586 
 435.       16.        230.         4.76E-06   2.69E-07           C0897  2  587 
 435.       16.        250.         4.57E-06   2.60E-07           C0897  2  588 
 435.       16.        270.         3.84E-06   2.26E-07           C0897  2  589 
 435.       16.        290.         3.35E-06   2.02E-07           C0897  2  590 
 435.       16.        310.         2.77E-06   1.74E-07           C0897  2  591 
 435.       16.        340.         2.55E-06   1.43E-07           C0897  2  592 
 435.       16.        380.         1.80E-06   1.07E-07           C0897  2  593 
 435.       16.        420.         1.33E-06   8.44E-08           C0897  2  594 
 435.       16.        460.         1.04E-06   7.02E-08           C0897  2  595 
 435.       16.        500.         7.56E-07   5.62E-08           C0897  2  596 
 435.       16.        560.         4.64E-07   3.25E-08           C0897  2  597 
 435.       16.        640.         2.69E-07   2.24E-08           C0897  2  598 
 435.       16.        720.         1.47E-08   4.44E-09           C0897  2  599 
 435.       20.         25.         7.50E-06   5.26E-07           C0897  2  600 
 435.       20.         35.         9.51E-06   6.25E-07           C0897  2  601 
 435.       20.         45.         8.97E-06   5.75E-07           C0897  2  602 
 435.       20.         55.         8.83E-06   5.58E-07           C0897  2  603 
 435.       20.         65.         8.52E-06   5.39E-07           C0897  2  604 
 435.       20.         75.         8.45E-06   5.34E-07           C0897  2  605 
 435.       20.         85.         8.23E-06   5.24E-07           C0897  2  606 
 435.       20.         95.         7.42E-06   4.79E-07           C0897  2  607 
 435.       20.        105.         7.78E-06   5.01E-07           C0897  2  608 
 435.       20.        115.         7.16E-06   4.68E-07           C0897  2  609 
 435.       20.        125.         6.93E-06   4.56E-07           C0897  2  610 
 435.       20.        135.         6.24E-06   4.18E-07           C0897  2  611 
 435.       20.        145.         6.16E-06   4.13E-07           C0897  2  612 
 435.       20.        155.         5.75E-06   3.90E-07           C0897  2  613 
 435.       20.        165.         5.17E-06   3.58E-07           C0897  2  614 
 435.       20.        175.         4.84E-06   3.41E-07           C0897  2  615 
 435.       20.        185.         4.36E-06   3.15E-07           C0897  2  616 
 435.       20.        195.         4.52E-06   3.23E-07           C0897  2  617 
 435.       20.        210.         3.89E-06   2.52E-07           C0897  2  618 
 435.       20.        230.         3.64E-06   2.39E-07           C0897  2  619 
 435.       20.        250.         3.23E-06   2.16E-07           C0897  2  620 
 435.       20.        270.         2.75E-06   1.90E-07           C0897  2  621 
 435.       20.        290.         2.40E-06   1.70E-07           C0897  2  622 
 435.       20.        310.         2.12E-06   1.55E-07           C0897  2  623 
 435.       20.        340.         1.69E-06   1.12E-07           C0897  2  624 
 435.       20.        380.         1.33E-06   9.22E-08           C0897  2  625 
 435.       20.        420.         9.14E-07   6.88E-08           C0897  2  626 
 435.       20.        460.         7.61E-07   6.03E-08           C0897  2  627 
 435.       20.        500.         4.99E-07   4.48E-08           C0897  2  628 
 435.       20.        560.         3.54E-07   2.87E-08           C0897  2  629 
 435.       20.        640.         1.83E-07   1.83E-08           C0897  2  630 
 435.       20.        720.         9.07E-08   1.20E-08           C0897  2  631 
 435.       20.        800.         5.93E-08   9.47E-09           C0897  2  632 
 435.       20.        880.         2.50E-08   6.01E-09           C0897  2  633 
 435.       20.        960.         6.25E-09   3.00E-09           C0897  2  634 
 435.       24.         25.         7.03E-06   4.45E-07           C0897  2  635 
 435.       24.         35.         7.72E-06   4.62E-07           C0897  2  636 
 435.       24.         45.         8.01E-06   4.53E-07           C0897  2  637 
 435.       24.         55.         7.45E-06   4.17E-07           C0897  2  638 
 435.       24.         65.         6.84E-06   3.87E-07           C0897  2  639 
 435.       24.         75.         6.94E-06   3.91E-07           C0897  2  640 
 435.       24.         85.         7.34E-06   4.11E-07           C0897  2  641 
 435.       24.         95.         6.47E-06   3.72E-07           C0897  2  642 
 435.       24.        105.         6.49E-06   3.74E-07           C0897  2  643 
 435.       24.        115.         6.42E-06   3.72E-07           C0897  2  644 
 435.       24.        125.         5.98E-06   3.54E-07           C0897  2  645 
 435.       24.        135.         5.74E-06   3.43E-07           C0897  2  646 
 435.       24.        145.         5.00E-06   3.09E-07           C0897  2  647 
 435.       24.        155.         4.54E-06   2.87E-07           C0897  2  648 
 435.       24.        165.         4.16E-06   2.69E-07           C0897  2  649 
 435.       24.        175.         3.88E-06   2.58E-07           C0897  2  650 
 435.       24.        185.         3.31E-06   2.31E-07           C0897  2  651 
 435.       24.        195.         3.21E-06   2.25E-07           C0897  2  652 
 435.       24.        210.         2.93E-06   1.75E-07           C0897  2  653 
 435.       24.        230.         3.01E-06   1.79E-07           C0897  2  654 
 435.       24.        250.         2.57E-06   1.59E-07           C0897  2  655 
 435.       24.        270.         2.14E-06   1.39E-07           C0897  2  656 
 435.       24.        290.         1.73E-06   1.20E-07           C0897  2  657 
 435.       24.        310.         1.64E-06   1.15E-07           C0897  2  658 
 435.       24.        340.         1.32E-06   8.13E-08           C0897  2  659 
 435.       24.        380.         9.75E-07   6.49E-08           C0897  2  660 
 435.       24.        420.         7.49E-07   5.41E-08           C0897  2  661 
 435.       24.        460.         5.71E-07   4.54E-08           C0897  2  662 
 435.       24.        500.         4.20E-07   3.75E-08           C0897  2  663 
 435.       24.        560.         2.45E-07   2.07E-08           C0897  2  664 
 435.       24.        640.         1.40E-07   1.47E-08           C0897  2  665 
 435.       24.        720.         7.00E-08   1.00E-08           C0897  2  666 
 435.       24.        800.         3.48E-08   6.98E-09           C0897  2  667 
 435.       24.        880.         1.62E-08   4.74E-09           C0897  2  668 
 435.       24.        960.         7.65E-09   3.30E-09           C0897  2  669 
 435.       28.         25.         8.32E-06   5.12E-07           C0897  2  670 
 435.       28.         35.         9.23E-06   5.37E-07           C0897  2  671 
 435.       28.         45.         7.93E-06   4.55E-07           C0897  2  672 
 435.       28.         55.         7.09E-06   4.06E-07           C0897  2  673 
 435.       28.         65.         6.98E-06   3.98E-07           C0897  2  674 
 435.       28.         75.         6.91E-06   3.95E-07           C0897  2  675 
 435.       28.         85.         6.46E-06   3.76E-07           C0897  2  676 
 435.       28.         95.         6.10E-06   3.59E-07           C0897  2  677 
 435.       28.        105.         5.37E-06   3.27E-07           C0897  2  678 
 435.       28.        115.         5.50E-06   3.34E-07           C0897  2  679 
 435.       28.        125.         4.81E-06   3.04E-07           C0897  2  680 
 435.       28.        135.         4.13E-06   2.71E-07           C0897  2  681 
 435.       28.        145.         4.23E-06   2.76E-07           C0897  2  682 
 435.       28.        155.         4.02E-06   2.65E-07           C0897  2  683 
 435.       28.        165.         3.13E-06   2.22E-07           C0897  2  684 
 435.       28.        175.         3.23E-06   2.28E-07           C0897  2  685 
 435.       28.        185.         3.02E-06   2.18E-07           C0897  2  686 
 435.       28.        195.         2.71E-06   2.02E-07           C0897  2  687 
 435.       28.        210.         2.26E-06   1.45E-07           C0897  2  688 
 435.       28.        230.         1.92E-06   1.29E-07           C0897  2  689 
 435.       28.        250.         1.72E-06   1.20E-07           C0897  2  690 
 435.       28.        270.         1.44E-06   1.07E-07           C0897  2  691 
 435.       28.        290.         1.28E-06   9.83E-08           C0897  2  692 
 435.       28.        310.         9.89E-07   8.32E-08           C0897  2  693 
 435.       28.        340.         8.40E-07   5.92E-08           C0897  2  694 
 435.       28.        380.         5.99E-07   4.69E-08           C0897  2  695 
 435.       28.        420.         4.22E-07   3.74E-08           C0897  2  696 
 435.       28.        460.         2.95E-07   3.03E-08           C0897  2  697 
 435.       28.        500.         2.55E-07   2.79E-08           C0897  2  698 
 435.       28.        560.         1.19E-07   1.35E-08           C0897  2  699 
 435.       28.        640.         5.76E-08   9.00E-09           C0897  2  700 
 435.       28.        720.         3.75E-08   7.19E-09           C0897  2  701 
 435.       28.        800.         1.91E-08   5.11E-09           C0897  2  702 
 435.       28.        880.         9.35E-09   3.59E-09           C0897  2  703 
 435.       28.        960.         5.64E-09   2.82E-09           C0897  2  704 
 435.       32.         25.         7.57E-06   5.08E-07           C0897  2  705 
 435.       32.         35.         7.68E-06   4.98E-07           C0897  2  706 
 435.       32.         45.         6.02E-06   3.93E-07           C0897  2  707 
 435.       32.         55.         6.08E-06   3.85E-07           C0897  2  708 
 435.       32.         65.         5.35E-06   3.46E-07           C0897  2  709 
 435.       32.         75.         6.15E-06   3.86E-07           C0897  2  710 
 435.       32.         85.         5.32E-06   3.46E-07           C0897  2  711 
 435.       32.         95.         5.01E-06   3.30E-07           C0897  2  712 
 435.       32.        105.         4.40E-06   3.00E-07           C0897  2  713 
 435.       32.        115.         4.13E-06   2.86E-07           C0897  2  714 
 435.       32.        125.         3.73E-06   2.66E-07           C0897  2  715 
 435.       32.        135.         3.59E-06   2.59E-07           C0897  2  716 
 435.       32.        145.         3.14E-06   2.34E-07           C0897  2  717 
 435.       32.        155.         2.69E-06   2.09E-07           C0897  2  718 
 435.       32.        165.         2.52E-06   2.01E-07           C0897  2  719 
 435.       32.        175.         2.52E-06   2.02E-07           C0897  2  720 
 435.       32.        185.         2.22E-06   1.85E-07           C0897  2  721 
 435.       32.        195.         1.99E-06   1.71E-07           C0897  2  722 
 435.       32.        210.         1.76E-06   1.28E-07           C0897  2  723 
 435.       32.        230.         1.53E-06   1.16E-07           C0897  2  724 
 435.       32.        250.         1.23E-06   9.94E-08           C0897  2  725 
 435.       32.        270.         1.00E-06   8.71E-08           C0897  2  726 
 435.       32.        290.         9.90E-07   8.63E-08           C0897  2  727 
 435.       32.        310.         7.88E-07   7.43E-08           C0897  2  728 
 435.       32.        340.         6.52E-07   5.20E-08           C0897  2  729 
 435.       32.        380.         4.43E-07   3.99E-08           C0897  2  730 
 435.       32.        420.         3.38E-07   3.36E-08           C0897  2  731 
 435.       32.        460.         1.95E-07   2.43E-08           C0897  2  732 
 435.       32.        500.         1.54E-07   2.12E-08           C0897  2  733 
 435.       32.        560.         9.52E-08   1.20E-08           C0897  2  734 
 435.       32.        640.         4.98E-08   8.40E-09           C0897  2  735 
 435.       32.        720.         1.62E-08   4.66E-09           C0897  2  736 
 435.       32.        800.         1.12E-08   3.90E-09           C0897  2  737 
 435.       32.        880.         6.61E-09   3.01E-09           C0897  2  738 
 435.       36.         25.         6.85E-06   4.87E-07           C0897  2  739 
 435.       36.         35.         6.68E-06   4.64E-07           C0897  2  740 
 435.       36.         45.         6.37E-06   4.28E-07           C0897  2  741 
 435.       36.         55.         5.55E-06   3.74E-07           C0897  2  742 
 435.       36.         65.         5.31E-06   3.58E-07           C0897  2  743 
 435.       36.         75.         4.58E-06   3.18E-07           C0897  2  744 
 435.       36.         85.         4.61E-06   3.21E-07           C0897  2  745 
 435.       36.         95.         4.23E-06   3.00E-07           C0897  2  746 
 435.       36.        105.         3.47E-06   2.59E-07           C0897  2  747 
 435.       36.        115.         3.30E-06   2.50E-07           C0897  2  748 
 435.       36.        125.         3.16E-06   2.43E-07           C0897  2  749 
 435.       36.        135.         2.95E-06   2.32E-07           C0897  2  750 
 435.       36.        145.         2.26E-06   1.91E-07           C0897  2  751 
 435.       36.        155.         1.99E-06   1.74E-07           C0897  2  752 
 435.       36.        165.         2.05E-06   1.78E-07           C0897  2  753 
 435.       36.        175.         2.09E-06   1.82E-07           C0897  2  754 
 435.       36.        185.         1.66E-06   1.56E-07           C0897  2  755 
 435.       36.        195.         1.44E-06   1.42E-07           C0897  2  756 
 435.       36.        210.         1.41E-06   1.12E-07           C0897  2  757 
 435.       36.        230.         9.80E-07   8.72E-08           C0897  2  758 
 435.       36.        250.         9.43E-07   8.51E-08           C0897  2  759 
 435.       36.        270.         7.63E-07   7.42E-08           C0897  2  760 
 435.       36.        290.         6.34E-07   6.60E-08           C0897  2  761 
 435.       36.        310.         5.42E-07   5.98E-08           C0897  2  762 
 435.       36.        340.         4.30E-07   4.02E-08           C0897  2  763 
 435.       36.        380.         3.18E-07   3.29E-08           C0897  2  764 
 435.       36.        420.         2.16E-07   2.59E-08           C0897  2  765 
 435.       36.        460.         1.52E-07   2.12E-08           C0897  2  766 
 435.       36.        500.         7.01E-08   1.39E-08           C0897  2  767 
 435.       36.        560.         6.43E-08   9.69E-09           C0897  2  768 
 435.       36.        640.         2.32E-08   5.61E-09           C0897  2  769 
 435.       36.        720.         1.22E-08   4.03E-09           C0897  2  770 
 435.       36.        800.         3.56E-09   2.15E-09           C0897  2  771 
 435.       48.         25.         4.38E-06   2.61E-07           C0897  2  772 
 435.       48.         35.         4.27E-06   2.50E-07           C0897  2  773 
 435.       48.         45.         3.68E-06   2.13E-07           C0897  2  774 
 435.       48.         55.         3.00E-06   1.77E-07           C0897  2  775 
 435.       48.         65.         2.71E-06   1.61E-07           C0897  2  776 
 435.       48.         75.         2.40E-06   1.47E-07           C0897  2  777 
 435.       48.         85.         2.34E-06   1.45E-07           C0897  2  778 
 435.       48.         95.         1.99E-06   1.28E-07           C0897  2  779 
 435.       48.        105.         1.80E-06   1.19E-07           C0897  2  780 
 435.       48.        115.         1.85E-06   1.22E-07           C0897  2  781 
 435.       48.        125.         1.21E-06   9.06E-08           C0897  2  782 
 435.       48.        135.         1.18E-06   8.92E-08           C0897  2  783 
 435.       48.        145.         1.04E-06   8.16E-08           C0897  2  784 
 435.       48.        155.         9.49E-07   7.68E-08           C0897  2  785 
 435.       48.        165.         8.12E-07   6.98E-08           C0897  2  786 
 435.       48.        175.         8.34E-07   7.11E-08           C0897  2  787 
 435.       48.        185.         7.11E-07   6.42E-08           C0897  2  788 
 435.       48.        195.         7.10E-07   6.41E-08           C0897  2  789 
 435.       48.        210.         4.94E-07   3.98E-08           C0897  2  790 
 435.       48.        230.         4.70E-07   3.87E-08           C0897  2  791 
 435.       48.        250.         3.84E-07   3.41E-08           C0897  2  792 
 435.       48.        270.         2.81E-07   2.80E-08           C0897  2  793 
 435.       48.        290.         2.52E-07   2.62E-08           C0897  2  794 
 435.       48.        310.         1.96E-07   2.27E-08           C0897  2  795 
 435.       48.        340.         1.20E-07   1.28E-08           C0897  2  796 
 435.       48.        380.         8.48E-08   1.05E-08           C0897  2  797 
 435.       48.        420.         5.07E-08   7.89E-09           C0897  2  798 
 435.       48.        460.         2.88E-08   5.81E-09           C0897  2  799 
 435.       48.        500.         2.32E-08   5.20E-09           C0897  2  800 
 435.       48.        560.         9.06E-09   2.29E-09           C0897  2  801 
 435.       48.        640.         3.80E-09   1.46E-09           C0897  2  802 
 435.       48.        720.         3.44E-09   1.41E-09           C0897  2  803 
 435.       56.         25.         4.42E-06   2.48E-07           C0897  2  804 
